c8144ae0641f3719f121cb421ead3ecc5e0a993685df1abfea9e6b9cbdbc2ba1,5103cb1de4b2cfad5489d8c9f1b133f3f8add1dfdf0a79b7361d15132257432f,a79400b98ce43ef73247a1a1f19695c8d2341f6e1de0ede5130fc301af34330b,67bac522b252991b122585b6f7526792a730dae2a28ea4fea37f5377c4937856,673ff79f296c5c2b99affbf50f7b5900b39e7f664a4558f52bd409dafcb55893,01476d909d2f072b869189232a03f3e3847c92f909061db4b7498cb4508f38c0,faf1b0ba6e30b3ba12e50217e668610948a2e6ab9a2a6a7513934988862cd9b3,6dce1b015e2f86c8e33c3e20b403cd69dd80682b867e86faf277f53d40487bf5,c6beac2df0c029d5e37e0c15af005bdcc1202e5d1afd0bf35df7111f226a5d5b,17c63fb48efc95bb193d5020d2af545ff7c88a45bceb8da8031570ac80885479,a142e31b8f938612026fac4e181329e698eefbe77783d991aa87261d0a788961,1e552ecda4e1fae28d30495174be866adf4759439c5dc243dbe873460be74446,6b825142989b2db306caa0ea6906181bba1dc939a9283cf2dd2c2d077027fe22,851c491dc798372511338137f69f0ce3a72a751ad7f69a0ef899232b73df6e1e,699187d537fabcadffc6b2b4efe822335534c6c2cc40856a422bc5664efed5b1,5410a727a908e484e6671b690b3e8d0ec2e9e5da7e1f072d9d39410d5e756cd9,24d2df120a8f3da5ef1d82df99b58bc339a1bad23a00992d428ab3195a0c23bb,e0a8eb6a7660ad6d976b87700a5d932c768961096e57f1ebf1d1b9d63f80bd75,8fddbdedcdefe312b1d6329856f3a4a36adc2b2f0388a8ce6702b26756190e26,013e61ffb39de601fd6bc1c4d5cdd5ea94dd3b81505a6002f34402a058b703bd
"26371","全名是什麼？","6","6","6001","36939","世界運動會","6","6","6","0","21205","世界運動會","世界運動會","19990","1","6","30028","2","又稱為世運會，每四年舉行一次，於每屆奧運一年後舉行，世運會沒有冬季項目。"
"29289","這個的名稱是什麼？","6","6","6002","39006","","6","6","6","0","29983","兩棲類生物","兩棲類生物","20841","1","6","26866","2","青蛙或蠑螈這類水陸兩棲的生物。"
"20998","左側的角色如何稱呼右邊的角色？","6","6","6003","21487","變態可疑分子","6","6","6","6003","30097","變態可疑分","變態可疑分子","35722","2","6","24907","1",""
"20154","這個的名稱是什麼？","6","6","6004","22899","德蕾女的狂人","6","6","6","6004","29378","德蕾女狂人","德蕾女的狂人","24503","2","6","34174","1","疑似是月光學院的男同學用以指稱優妮之「恐怖」的用語。"
"20154","這個的名稱是什麼？","6","6","6005","22899","德蕾女的狂人","6","6","6","6005","29378","德蕾女狂人","德蕾女的狂人","24503","2","6","34174","1","疑似是月光學院的男同學用以指稱琪愛兒之「恐怖」的用語。"
"20154","這個的名稱是什麼？","6","6","6006","22899","德蕾女的狂人","6","6","6","6006","29378","德蕾女狂人","德蕾女的狂人","24503","2","6","34174","1","疑似是月光學院的男同學用以指稱克蘿依之「恐怖」的用語。"
"22899","這個的名稱是什麼？","6","6","6007","27861","可愛到爆的超強魔法少女","6","6","6","6007","23569","強魔法少女","可愛到爆的超強魔法少女","24375","2","6","39764","1","將「七七香」升到★5時\n可獲得的稱號。"
"40372","這個的名稱是什麼？","6","6","6008","26031","","6","6","6","0","32005","安第斯紅鶴","安第斯紅鶴","23433","2","6","31532","2","紅鶴的一種。分布在安地斯山脈，羽毛是粉白色，腳是唯一一種有者黃色腳的紅鶴。"
"29289","這個的名稱是什麼？","6","6","6009","39006","","6","6","6","0","21205","哺乳類動物","哺乳類動物","21754","1","6","20083","2","犰狳屬於什麼類型的動物？"
"101","這個的名稱是什麼？","6","2","6010","111","","3","3","3","0","115","Goose","Goose","71","1","3","111","2","「鵝」的英文。"
"29492","這個的名稱是什麼？","6","6","6012","37329","","6","6","6","0","32114","四川金絲猴","四川金絲猴","22235","2","6","24029","2","一種猿類。他的肩及背部有長達30公分的親黃色長毛。"
"29503","這個的名稱是什麼？","6","6","6013","38263","","6","6","6","0","33218","白掌長臂猿","白掌長臂猿","30333","2","6","25484","2","長臂猿分為：白臂長臂猿和？"
"26031","這個的名稱是什麼？","6","6","6014","24085","加拉帕戈斯象龜","6","6","6","0","25096","加拉帕戈斯","加拉帕戈斯象龜","21152","3","6","25289","2","世界最大的陸龜。最高紀錄為身長6米，800斤重。"
"97","這個的名稱是什麼？","6","2","6015","110","Kangaroo","3","3","3","0","103","Kanga","Kangaroo","75","1","3","97","2","「袋鼠」的英文。"
"35377","這個的名稱是什麼？","6","6","6020","22612","克蕾琪塔‧凱許","6","6","6","6020","20977","蕾琪塔凱許","克蕾琪塔‧凱許","34174","1","6","29738","1","【里士滿工商會】的公會長「克蕾琪塔」。全名叫作什麼？"
"32670","這個人是誰？","6","6","6021","30340","傲嬌的害羞女孩","6","6","6","6021","23475","傲嬌的害羞","傲嬌的害羞女孩","20658","2","6","23308","1","將「依里」升到★5時\n可獲得的稱號。"
"97","這個的名稱是什麼？","6","2","6022","110","","3","3","3","0","100","Panda","Panda","80","1","3","97","2","「貓熊」的英文。"
"22763","這個人是誰？","6","6","6024","26834","慈樂之音好棒棒武士","6","6","6","6024","27494","好棒棒武士","慈樂之音好棒棒武士","22909","1","6","26834","1","琪愛兒身為「慈樂之音粉絲」的綽號。"
"23020","這個的名稱是什麼？","6","6","6025","20043","疾風之冥姬","6","6","6","3002","20901","疾風之冥姬","疾風之冥姬","30142","2","6","39080","1","「杏奈」的綽號。"
"23229","這上面寫著什麼？","6","6","6028","26159","你看，是媽媽哦～","6","6","6","6028","23229","你看是媽媽","你看，是媽媽哦～","20320","2","6","30475","1","將「美里」升到★5時可獲得的稱號。"
"32822","這個的名稱是什麼？","6","6","6041","24076","","6","6","6","0","30041","百地希留耶","百地希留耶","30334","2","6","22320","1","「凱留」在夢境裡的姓名為？"
"31070","這個的名稱是什麼？","6","6","6042","20043","哀嘆之女神","6","6","6","6042","22899","哀嘆之女神","哀嘆之女神","21696","1","6","22022","1","活動「王都的名偵探 嘆息的追緝者」的Boss。"
"20035","這個的名稱是什麼？","6","6","6043","21682","衣之咲璃乃","6","6","6","0","29827","衣之咲璃乃","衣之咲璃乃","34915","2","6","20043","1","「璃乃」在夢境裡的姓名為？"
"26143","這個的名稱是什麼？","6","6","6044","33457","覺醒‧花心星","6","6","6","6044","24515","覺醒花心星","覺醒‧花心星","35258","1","6","37266","1","活動「七夕劍客旅情譚 天際川流夏之戀」的Boss。"
"39850","這個的名稱是什麼？","6","6","6045","37329","究極金槍鮪","6","6","6","6045","27085","究極金槍鮪","究極金槍鮪","31350","2","6","26997","1","活動「新春美食公主！　賭上關鍵一擲的少女們」的Boss。"
"27597","這個的名稱是什麼？","6","6","6046","27468","女王歌唱水母","6","6","6","6046","27700","女王歌水母","女王歌唱水母","22899","1","6","29579","1","活動「慈樂之音的夏日演唱會　Just a moment！」的Boss。"
"37325","這個的名稱是什麼？","6","6","6047","29560","反逆獸‧三重","6","6","6","6047","19977","反逆獸三重","反逆獸‧三重","21453","1","6","36870","1","活動「魔法少女外傳　黑暗魔法★三人組！」的Boss。"
"22899","這個的名稱是什麼？","6","6","6048","30340","成熟的淑女","6","6","6","6048","28113","成熟的淑女","成熟的淑女","25104","2","6","29087","1","用以形容「美咲」是個什麼樣的女性的俗稱。裝成熟的感覺很可愛。"
"40860","這個的名稱是什麼？","6","6","6049","38281","","6","6","6","0","27580","三線閉殼龜","三線閉殼龜","19977","3","6","32218","2","別名金錢龜、紅邊龜、金頭龜。"
"40860","這個的名稱是什麼？","6","6","6050","40605","","6","6","6","0","39321","迷你麝香龜","迷你麝香龜","36855","2","6","20320","2","世界上體型最小的烏龜。"
"23020","這個的名稱是什麼？","6","6","6051","21914","風之唱喚歌姬","6","6","6","0","27468","風唱喚歌姬","風之唱喚歌姬","39080","2","6","21809","2","將「千歌」升到★5時可獲得的稱號。"
"24907","這個的名稱是什麼？","6","6","6052","26519","紅樹林生態系","6","6","6","0","29983","紅樹林生態","紅樹林生態系","32005","2","6","27193","2","生長在熱帶和亞熱帶部分水域的植物之總稱，會形成形狀非常獨特的根部，具有重要的生態功能。"
"29289","這個的名稱是什麼？","6","6","6053","32000","","6","6","6","0","24565","自然紀念物","自然紀念物","33258","1","6","28982","2","作為學術性貴重資產而被保護的天然動植物、地質、礦物。例如信天翁和朱鷺等。"
"24179","這個的名稱是什麼？","6","6","6054","24615","僵硬性扁平足","6","6","6","0","25153","僵硬性扁平","僵硬性扁平足","20725","2","6","30828","2","扁平足分為兩種：柔軟性扁平足與？"
"23448","這是什麼？","6","6","6055","25351","白翼的指揮官","6","6","6","6055","25582","白翼指揮官","白翼的指揮官","30333","2","6","32764","1","將「莫妮卡」升到★5時\n可獲得的稱號。"
"108","這個的唸法是什麼？","6","2","6056","118","獨眼惡魔=One Eye Devil","3","3","3","6056","105","Devil","獨眼惡魔\n=One Eye Devil","68","3","3","101","1","令地下社會聞之喪膽的「深月」的綽號。任誰也無法逃過她的獨眼。"
"114","這個的唸法是什麼？","6","3","6057","116","收藏家（=Collector）","3","3","3","6057","111","ector","收藏家（=Collector）","101","3","3","99","1","「七七香」的綽號。源自於她會收集各式各樣魔法的習慣。"
"22763","這個的唸法是什麼？","6","6","6058","39438","蒼空的騎空士","6","6","6","6058","31354","蒼空騎空士","蒼空的騎空士","33980","3","6","31354","1","將「吉塔」升到★5時\n可獲得的稱號。"
"29378","這個的名稱是什麼？","6","6","6059","25171","","6","6","6","6059","26550","笨蛋打架狂","笨蛋打架狂","31528","2","6","34507","1","「祈梨」在對「嘉夜」發火或嘲笑時的稱呼方式。"
"20126","這個的名稱是什麼？","6","6","6060","30439","安達盧西亞馬（Andalucian）","6","6","6","0","35199","安達盧西亞","安達盧西亞馬（Andalucian）","23433","3","6","36948","2","自十九世紀以來歐洲第一的馬，更是騎術學校的專用馬。"
"20271","這個的名稱是什麼？","6","6","6061","38463","英育阿拉伯馬","6","6","6","0","25289","英育阿拉伯","英育阿拉伯馬","33521","3","6","32946","2","外貌上比較接近純血馬，擁有純血馬的體型和阿拉伯馬的耐力，具快跑能力。"
"39340","這個的名稱是什麼？","6","6","6062","28331","","6","6","6","0","34880","荷蘭溫血馬","荷蘭溫血馬","33655","2","6","34349","2","結合了兩種荷蘭本土馬種的混種馬。"
"20828","這個的名稱是什麼？","6","6","6063","21147","赫克力士大兜蟲","6","6","6","0","22763","赫克力士兜","赫克力士大兜蟲","36203","1","6","20811","2","獨角仙當中體型最大的一種，超受孩子們喜愛的昆蟲。"
"20896","這個的名稱是什麼？","6","6","6064","24418","","6","6","6","0","38957","半圓形頭冠","半圓形頭冠","21322","2","6","22291","2","冠龍的名字由來，是因為頭上有著？"
"22982","這個的名稱是什麼？","6","6","6065","35582","我是諾維姆啊！","6","6","6","6065","32173","我是諾維姆","我是諾維姆啊！","25105","1","6","26159","1","將「矛依未」升到★5時\n可獲得的稱號。"
"23020","這個的名稱是什麼？","6","6","6066","20043","相信前世的中二病患「疾風之冥姬」","6","6","6","0","20901","疾風之冥姬","相信前世的中二病患「疾風之冥姬」","30142","1","6","39080","1","「杏奈」的角色介紹詞。"
"30340","這個的名稱是什麼？","6","6","6067","28415","元氣滿點的空腹少女","6","6","6","0","40670","元氣滿點的","元氣滿點的空腹少女","20803","2","6","27683","1","「貪吃佩可」的角色介紹詞。"
"34802","這個的名稱是什麼？","6","6","6068","24615","","6","6","6","0","26118","肉食性昆蟲","肉食性昆蟲","32905","1","6","39135","2","蜻蜓與豆娘都是屬於□□□□□，不管是成蟲還是水蠆都是以捕食維生"
"109","這個的名稱是什麼？","6","2","6069","111","Grooming","3","3","3","0","111","Groom","Grooming","71","3","3","114","2","廣為人知的貓科動物習性「理毛」。英文要怎麼說？"
"24107","這個的名稱是什麼？","6","6","6070","22899","魅惑眾多男性的純潔女老師","6","6","6","0","32769","純潔女老師","魅惑眾多男性的純潔女老師","32020","2","6","28500","1","「伊緒」的角色介紹詞。"
"20154","這個的名稱是什麼？","6","6","6071","22899","醒悟了忠義的女商人","6","6","6","0","21830","忠義女商人","醒悟了忠義的女商人","24544","2","6","32681","1","「克蕾琪塔」的角色介紹詞。"
"26412","這個的名稱是什麼？","6","6","6072","29983","一年生草本植物","6","6","6","0","33609","一年生草本","一年生草本植物","19968","1","6","24180","2","從種子發芽、生長、開花、結實至枯萎死亡，其壽命只有一年的草本植物。"
"34722","這個的名稱是什麼？","6","6","6073","25778","","6","6","6","0","27969","小扇撲流螢","小扇撲流螢","23567","2","6","25159","2","唐詩三百首中，有一首與螢火蟲有關的詩為「銀燭秋光冷畫屏，輕羅□□□□□」。"
"24107","這個的名稱是什麼？","6","6","6074","39764","倒在路旁的謎之貓耳魔法師","6","6","6","0","27861","貓耳魔法師","倒在路旁的謎之貓耳魔法師","35987","1","6","32819","1","「凱留」的角色介紹詞。"
"34802","這個的名稱是什麼？","6","6","6075","20855","","6","6","6","0","36275","大王具足蟲","大王具足蟲","22823","3","6","29579","2","棲息在深海裡的甲殼類。外觀類似潮蟲，大型個體體長可超過五十公分。"
"110","這個的名稱是什麼？","6","3","6076","100","花園鰻=Garden eel","3","3","3","0","101","arden","花園鰻=Garden eel","97","3","3","114","2",""
"24615","這個的名稱是什麼？","6","6","6077","23492","肉質寄生性草本植物","6","6","6","0","29983","肉質寄生性","肉質寄生性草本植物","32905","3","6","36074","2","大王花是□□□□□草本植物，自己不製造養分，所有的生活所需的養分水分皆奪取自寄生的植物。"
"33740","這個的名稱是什麼？","6","6","6078","40285","","6","6","6","0","33167","毒蠅鵝膏菌","毒蠅鵝膏菌","27602","3","6","34821","2","毒蠅傘是有白點的一種菇類。具有毒性，吃下肚會產生幻覺、腹痛等症狀。又稱為？"
"29289","這個的名稱是什麼？","6","6","6079","24615","","6","6","6","0","21205","夜行性動物","夜行性動物","22812","1","6","34892","2","貓頭鷹屬於□□□□□，大部分活動時間都是在夜晚。"
"22899","這個的名稱是什麼？","6","6","6080","26063","失去記憶的龍人族少女","6","6","6","0","23569","龍人族少女","失去記憶的龍人族少女","40845","2","6","20154","1","「雪菲」的角色介紹詞。"
"33756","這個的名稱是什麼？","6","6","6081","33394","高鈣深色蔬菜","6","6","6","0","34092","鈣深色蔬菜","高鈣深色蔬菜","37411","3","6","28145","2","比一般的蔬菜含有較多的鈣質。"
"114","這個的名稱是什麼？","6","2","6082","103","Sugar cane","3","3","3","0","97","Sugar","Sugar cane","83","2","3","117","2","「甘蔗」的英文。"
"110","這個的名稱是什麼？","6","2","6083","111","不死鳥=Phoenix","3","3","3","0","101","Phoen","不死鳥=Phoenix","80","2","3","104","2","別稱菲尼克斯"
"108","這個的名稱是什麼？","6","2","6084","101","視覺=See、聽覺=Sound、觸覺=Feel、味覺=Taste、嗅覺=Smell","3","3","3","0","108","Smell","視覺=See、聽覺=Sound、觸覺=Feel、味覺=Taste、嗅覺=Smell","83","1","3","109","2","所謂「五感」是指："
"20687","這個的名稱是什麼？","6","6","6085","27683","能歌善舞的超人氣偶像","6","6","6","0","20598","超人氣偶像","能歌善舞的超人氣偶像","36229","1","6","20154","1","「望」的角色介紹詞。"
