f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d
"39412009","0","0.5","104611","11","39412","0","1","1","気がついたら、もうこの壁も\n絵を描くところがほとんど\n残ってなかったにゃ。","10"
"39412010","","","0","91","39412","","","","",""
"39412011","","","vo_wac_230315","21","39412","","","0","vo_wac_230315_001","0"
"39412012","0","0.5","104611","11","39412","0","1","1","もうすぐ完成して、\nこのお仕事もおしまいにゃ。\nその時はたい焼きパーティーでも\n開いて、みんなでお祝いするにゃ♪","10"
"39412013","","","0","91","39412","","","","",""
"39412014","","","0","22","39412","","","","0",""
"39413001","","","104611","3","39413","0.2","","","wac_idle_smile","1"
"39413002","","","111","3","39413","0.2","","","wac_no_items","1"
"39413003","","","104611","2","39413","","","0","200","-340"
"39413004","","","111","2","39413","","","0","200","-340"
"39413005","","","45","32","39413","","","","0",""
"39413006","","","44","32","39413","","","","1",""
"39413007","","","13","32","39413","","","","0",""
"39413008","","","0","91","39413","","","","",""
"39511001","0","wac_default_bot_31","1","1","39511","2","-325","-167","103211","204"
"39511002","0","wac_default_51","1","1","39511","2","-325","230","103411","202"
"39511003","0","wac_default_bot_81","1","1","39511","2","-350","-330","104811","256"
"39511004","0","wac_default_bot_71","1","1","39511","2","-350","340","104611","254"
"39511005","0","wac_default_bot_33","1","5","39511","2","-325","-167","111","203"
"39511006","0","wac_default_bot_52","1","5","39511","2","-325","230","113","201"
"39511007","0","wac_default_83","1","5","39511","2","-350","-330","114","255"
"39511008","0","wac_default_77","1","5","39511","2","-350","340","115","253"
"39511009","","","104811","13","39511","","","","300",""
"39511010","","","104611","13","39511","","","","300",""
"39511011","","","103411","13","39511","","","","300",""
"39511012","","","103211","13","39511","","","","300",""
"39511013","","","48","31","39511","1","1","0","48","0"
"39511014","","","52","31","39511","0","1","0","52","0"
"39511015","","","17","31","39511","0","1","0","17","0"
"39511016","","","103211","3","39511","0.2","0","","wac_paint_bot_31","0"
"39511017","","","111","3","39511","0.2","0","","wac_paint_bot_33","0"
"39511018","","","103411","3","39511","0.2","0","","wac_paint_bot_51","0"
"39511019","","","113","3","39511","0.2","0","","wac_paint_bot_52","0"
"39511020","","","104811","3","39511","0.2","0","","wac_paint_bot_81","0"
"39511021","","","114","3","39511","0.2","0","","wac_paint_83","0"
"39511022","","","104611","3","39511","0.2","0","","wac_paint_bot_71","0"
"39511023","","","115","3","39511","0.2","0","","wac_paint_77","0"
"39511024","","","0","93","39511","","","","0",""
"39511025","","","17","32","39511","","","","1",""
"39511026","","","se_common","23","39511","","","","se_sys_login_birthday_calendar_smallbrush","0"
"39511027","","","1","131","39511","","","","",""
"39512001","","","104811","3","39512","0","","","wac_idle_arm_crossed_L","1"
"39512002","","","104611","3","39512","0","","","wac_idle_normal_L","1"
"39512003","","","103411","3","39512","0","","","wac_idle_sad_dead","1"
"39512004","","","103211","3","39512","0","","","wac_idle_doya","1"
"39512005","","","111","3","39512","0","","","wac_no_items","1"
"39512006","","","113","3","39512","0","","","wac_no_items","1"
"39512007","","","114","3","39512","0","","","wac_no_items","1"
"39512008","","","115","3","39512","0","","","wac_no_items","1"
"39512009","","","104811","2","39512","","","0","-335","-360"
"39512010","","","104611","2","39512","","","0","-190","-335"
"39512011","","","103411","2","39512","","","0","190","-335"
"39512012","","","103211","2","39512","","","0","350","-360"
"39512013","","","111","2","39512","","","0","-335","-360"
"39512014","","","113","2","39512","","","0","-190","-335"
"39512015","","","114","2","39512","","","0","190","-335"
"39512016","","","115","2","39512","","","0","350","-360"
"39512017","","","48","32","39512","","","","0",""
"39512018","","","52","32","39512","","","","1",""
"39512019","","","17","32","39512","","","","0",""
"39512020","","","103411","3","39512","0.2","1","wac_talk_sad_loop_dead","wac_talk_sad_in_dead","0"
"39512021","","","vo_wac_230316","21","39512","","","0","vo_wac_230316_000","0"
"39512022","0","0.5","103411","11","39512","0","1","1","う～ん……飲み過ぎたかしら……？\n頭が痛くて、集中できないわ～……\nアキノさん、私の担当部分、\nちゃんとできてるかしら？","10"
"39512023","","","0","91","39512","","","","",""
"39512024","","","103411","3","39512","0.2","1","","wac_idle_sad_dead","1"
"39512025","","","103211","3","39512","0.2","1","wac_talk_doya_loop","wac_talk_doya_in","0"
"39512026","","","vo_wac_230316","21","39512","","","0","vo_wac_230316_001","0"
"39512027","0","0.5","103211","11","39512","0","1","1","どれどれ……問題ありませんわ。\nただ、麦しゅわはちゃんと量を\n考えてたしなむべきです。\nそのうち体を壊しますわよ？","10"
"39512028","","","0","91","39512","","","","",""
"39512029","","","103211","3","39512","0.2","1","","wac_idle_doya","1"
"39512030","","","104611","3","39512","0.2","1","wac_talk_sad_loop_surprise_L","wac_talk_sad_in_surprise_L","0"
"39512031","","","vo_wac_230316","21","39512","","","0","vo_wac_230316_002","0"
"39512032","0","0.5","104611","11","39512","0","1","1","もう既に二日酔いになってるにゃ。\n麦しゅわを飲んだことがないから、\nユカリがひたすら麦しゅわを\n求める気持ちが分かんないにゃ。","10"
"39512033","","","0","91","39512","","","","",""
"39512034","","","104611","3","39512","0.2","1","","wac_idle_sad_surprise_L","1"
"39512035","","","104811","3","39512","0.2","1","wac_talk_arm_crossed_loop_L","wac_talk_arm_crossed_in_L","0"
"39512036","","","vo_wac_230316","21","39512","","","0","vo_wac_230316_003","0"
"39512037","0","0.5","104811","11","39512","0","1","1","大人限定ではあるけれど、手っ取り早く\n楽しい気分になれる方法なのよ……\nでも元気の前借りみたいなものだから、\nやっぱりほどほどに飲むのが一番だわ。","10"
"39512038","","","0","91","39512","","","","",""
"39512039","","","0","22","39512","","","","0",""
"39512040","","","","111","39512","","","","",""
"39513001","","","104811","3","39513","0.2","","","wac_idle_arm_crossed_L","1"
"39513002","","","104611","3","39513","0.2","","","wac_idle_sad_surprise_L","1"
"39513003","","","103411","3","39513","0.2","","","wac_idle_sad_dead","1"
"39513004","","","103211","3","39513","0.2","","","wac_idle_doya","1"
"39513005","","","111","3","39513","0.2","","","wac_no_items","1"
"39513006","","","113","3","39513","0.2","","","wac_no_items","1"
"39513007","","","114","3","39513","0.2","","","wac_no_items","1"
"39513008","","","115","3","39513","0.2","","","wac_no_items","1"
"39513009","","","104811","2","39513","","","0","-335","-360"
"39513010","","","104611","2","39513","","","0","-190","-335"
"39513011","","","103411","2","39513","","","0","190","-335"
"39513012","","","103211","2","39513","","","0","350","-360"
"39513013","","","111","2","39513","","","0","-335","-360"
"39513014","","","113","2","39513","","","0","-190","-335"
"39513015","","","114","2","39513","","","0","190","-335"
"39513016","","","115","2","39513","","","0","350","-360"
"39513017","","","48","32","39513","","","","0",""
"39513018","","","52","32","39513","","","","1",""
"39513019","","","17","32","39513","","","","0",""
"39513020","","","0","91","39513","","","","",""
"39611001","0","wac_default_21","1","1","39611","2","-100","-108","103211","202"
"39611002","0","wac_default_21","1","5","39611","2","-100","-108","111","201"
"39611003","","","53","31","39611","1","1","0","53","0"
"39611004","","","44","31","39611","0","1","0","44","0"
"39611005","","","20","31","39611","0","1","0","20","0"
"39611006","","","103211","3","39611","0.2","0","","wac_paint_21","0"
"39611007","","","111","3","39611","0.2","0","","wac_paint_21","0"
"39611008","","","0","93","39611","","","","0",""
"39611009","","","20","32","39611","","","","1",""
"39611010","","","se_common","23","39611","","","","se_sys_login_birthday_calendar_brush","0"
"39611011","","","103211","13","39611","","","","300",""
"39611012","","","1","131","39611","","","","",""
"39612001","","","103211","3","39612","0.2","1","wac_talk_doya_loop","wac_talk_doya_in","0"
"39612002","","","111","3","39612","0.2","","","wac_no_items","1"
"39612003","","","103211","2","39612","","","0","200","-340"
"39612004","","","111","2","39612","","","0","200","-340"
"39612005","","","53","32","39612","","","","0",""
"39612006","","","44","32","39612","","","","1",""
"39612007","","","20","32","39612","","","","0",""
"39612008","","","vo_wac_230317","21","39612","","","0","vo_wac_230317_000","0"
"39612009","0","0.5","103211","11","39612","0","1","1","ふぅ……さて！\nどうやら【メルクリウス財団】が\n引き受けていた作業は、\nこれで完了のようですわ。","10"
"39612010","","","0","91","39612","","","","",""
"39612011","","","vo_wac_230317","21","39612","","","0","vo_wac_230317_001","0"
"39612012","0","0.5","103211","11","39612","0","1","1","たくさんの方々と協力して\n作業に当たるのは、とても充実した\n体験になりました。また、ビジネスにも\n活かしていきたいですわね♪","10"
"39612013","","","0","91","39612","","","","",""
"39612014","","","0","22","39612","","","","0",""
"39613001","","","103211","3","39613","0.2","","","wac_idle_doya","1"
"39613002","","","111","3","39613","0.2","","","wac_no_items","1"
"39613003","","","103211","2","39613","","","0","200","-340"
"39613004","","","111","2","39613","","","0","200","-340"
"39613005","","","53","32","39613","","","","0",""
"39613006","","","44","32","39613","","","","1",""
"39613007","","","20","32","39613","","","","0",""
"39613008","","","0","91","39613","","","","",""
"39711001","0","wac_default_21","1","1","39711","2","-100","-108","103811","202"
"39711002","0","wac_default_21","1","5","39711","2","-100","-108","111","201"
"39711003","","","53","31","39711","1","1","0","53","0"
"39711004","","","44","31","39711","0","1","0","44","0"
"39711005","","","20","31","39711","0","1","0","20","0"
"39711006","","","103811","3","39711","0.2","0","","wac_paint_21","0"
"39711007","","","111","3","39711","0.2","0","","wac_paint_21","0"
"39711008","","","0","93","39711","","","","0",""
"39711009","","","20","32","39711","","","","1",""
"39711010","","","se_common","23","39711","","","","se_sys_login_birthday_calendar_brush","0"
"39711011","","","103811","13","39711","","","","300",""
"39711012","","","1","131","39711","","","","",""
"39712001","","","103811","3","39712","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"39712002","","","111","3","39712","0.2","","","wac_no_items","1"
"39712003","","","103811","2","39712","","","0","200","-340"
"39712004","","","111","2","39712","","","0","200","-340"
"39712005","","","53","32","39712","","","","0",""
"39712006","","","44","32","39712","","","","1",""
"39712007","","","20","32","39712","","","","0",""
"39712008","","","vo_wac_230318","21","39712","","","0","vo_wac_230318_000","0"
"39712009","0","0.5","103811","11","39712","0","1","1","できあがりました……\n私がお願いされてたところは、\nこれで、全部終わったはずです。","10"
"39712010","","","0","91","39712","","","","",""
"39712011","","","vo_wac_230318","21","39712","","","0","vo_wac_230318_001","0"
"39712012","0","0.5","103811","11","39712","0","1","1","他の人の作業も終わって、\nちゃんと絵が完成したら……\nお姉ちゃんや牧場のみんなと、\nまた見に行きたいです♪","10"
"39712013","","","0","91","39712","","","","",""
"39712014","","","0","22","39712","","","","0",""
"39713001","","","103811","3","39713","0.2","","","wac_idle_wish","1"
"39713002","","","111","3","39713","0.2","","","wac_no_items","1"
"39713003","","","103811","2","39713","","","0","200","-340"
"39713004","","","111","2","39713","","","0","200","-340"
"39713005","","","53","32","39713","","","","0",""
"39713006","","","44","32","39713","","","","1",""
"39713007","","","20","32","39713","","","","0",""
"39713008","","","0","91","39713","","","","",""
"39811001","0","wac_default_01","1","1","39811","2","-213","-108","102611","202"
"39811002","0","wac_default_03","1","5","39811","2","-213","-108","111","201"
"39811003","","","43","31","39811","1","1","0","43","0"
"39811004","","","44","31","39811","0","1","0","44","0"
"39811005","","","11","31","39811","0","1","0","11","0"
"39811006","","","102611","3","39811","0.2","0","","wac_paint_01","0"
"39811007","","","111","3","39811","0.2","0","","wac_paint_03","0"
"39811008","","","0","93","39811","","","","0",""
"39811009","","","11","32","39811","","","","1",""
"39811010","","","se_10035700","23","39811","","","","se_10035700_brush","0"
"39811011","","","102611","13","39811","","","","300",""
"39811012","","","1","131","39811","","","","",""
"39812001","","","102611","3","39812","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"39812002","","","111","3","39812","0.2","","","wac_no_items","1"
"39812003","","","102611","2","39812","","","0","200","-340"
"39812004","","","111","2","39812","","","0","200","-340"
"39812005","","","43","32","39812","","","","0",""
"39812006","","","44","32","39812","","","","1",""
"39812007","","","11","32","39812","","","","0",""
"39812008","","","vo_wac_230319","21","39812","","","0","vo_wac_230319_000","0"
"39812009","0","0.5","102611","11","39812","0","1","1","はい、おわり～\nいやいや、我ながらがんばったでしょ？\nあたしがこんなに長時間働くだなんて、\n世界滅亡の前触れかもよ。","10"
"39812010","","","0","91","39812","","","","",""
"39812011","","","102611","3","39812","0.2","1","wac_talk_arm_crossed_loop","wac_talk_arm_crossed_in_fromblink","0"
"39812012","","","vo_wac_230319","21","39812","","","0","vo_wac_230319_001","0"
