68d3128be9b1ace9909951cc9809bd276cba1f95e93e9e97d0466eb5c22c5e3b,e3bfa3ace1fed0e8f3ff915d6242550906f03b91dd78f5778d08a901fab19efc,6c668a0427e54c3056fc62d55f03f8b9ddd06b93aa33b543b0d8fe24772e286b,af3b14ad3e21af827e4270bc100b260065f244474de746a80f189e7c76815e3e,99f547c45a0f06e492c3f69206422875c9471583f88fef6ad99bafe724ca17f5,0219016d6cd5fb955645e3a2c06641e350ce3974c3252db96fcde4c86dbeda08,0056f761bd91e7f1ef93d2552659dc6e4b61cbcd80ba5b4f460ab6e29ec151e0,63d71c4f7d355f5178b47b81c31220426eb190b7855b192ea637bac3b0bb1ace,0a1d320d0980296698ab6d21cc035384932b1a428ea5cc72fee1475464d8d543,5507fd44ff87c4aab5d1b41eb02a9ef0df4763c57369d2426097c6266323243f,d98742d1dcdeb776c7ad23ec0bee33f98f17b99e6a5ebca330fe2c4495284bf3
"0","10","11","0","あっ……","0.5","0","1","1007415","100931","1007415078"
"","","93","","","","","","1007415","0.3","1007415079"
"","","4","","1","","","","1007415","100931","1007415080"
"","","23","","se_10031400_bodyfall","","","","1007415","se_10031400","1007415081"
"","","91","","","","","","1007415","1007415078","1007415082"
"","1","3","0.2","mhp_sit_talk_surprise2","","","","1007415","117631","1007415083"
"","0","21","","vo_mhp_3210","","","0","1007415","vo_mhp_1007415","1007415084"
"0","6","11","0","こ、この人どうなったの？\nもしかして、し、死んじゃった――","0.5","0","1","1007415","117631","1007415085"
"","","91","","","","","","1007415","0","1007415086"
"","1","3","0.2","mhp_sit_idle_surprise1","","","","1007415","117631","1007415087"
"","1","3","0.2","mhp_talk_thinking","","","","1007415","117531","1007415088"
"","0","21","","vo_mhp_3211","","","0","1007415","vo_mhp_1007415","1007415089"
"0","5","11","0","まさか。睡眠薬を打っただけよ。\n彼女に必要なのは余計なことをさせず\nゆっくり休ませることだからね。","0.5","0","1","1007415","117531","1007415090"
"","","91","","","","","","1007415","0","1007415091"
"","1","3","0.2","mhp_talk_normal","","","","1007415","117531","1007415092"
"","0","21","","vo_mhp_3212","","","0","1007415","vo_mhp_1007415","1007415093"
"0","7","11","0","アンナちゃんの弱ってる姿なんて\n面白いものじゃないもの。\nいつもみたいに大騒ぎしてもらわないと\nこっちまで調子が狂うわ。","0.5","0","1","1007415","117531","1007415094"
"","","91","","","","","","1007415","0","1007415095"
"","1","3","0.2","mhp_idle_normal","","","","1007415","117531","1007415096"
"","1","3","0.2","mhp_sit_talk_joy2","","","","1007415","117631","1007415097"
"","0","21","","vo_mhp_3213","","","0","1007415","vo_mhp_1007415","1007415098"
"0","5","11","0","もう、ビックリさせないでよね。\n何だかんだでやっぱり先生は優しいね♪","0.5","0","1","1007415","117631","1007415099"
"","","91","","","","","","1007415","0","1007415100"
"","1","3","0.2","mhp_sit_idle_joy2","","","","1007415","117631","1007415101"
"","1","3","0.2","mhp_talk_thinking","","","","1007415","117531","1007415102"
"","0","21","","vo_mhp_3214","","","0","1007415","vo_mhp_1007415","1007415103"
"0","6","11","0","まあ、よく効く睡眠薬だから\n一週間くらい寝てるかもしれないわね。","0.5","0","1","1007415","117531","1007415104"
"","","91","","","","","","1007415","0","1007415105"
"","1","3","0.2","mhp_idle_thinking","","","","1007415","117531","1007415106"
"","1","3","0.2","mhp_sit_idle_surprise2","","","","1007415","117631","1007415107"
"","0","21","","vo_mhp_3215","","","0","1007415","vo_mhp_1007415","1007415108"
"0","8","11","0","え？","0.5","0","1","1007415","117631","1007415109"
"","","91","","","","","","1007415","0","1007415110"
"1","","32","1","1","","","","1007415","111","1007415111"
"1","","32","1","1","","","","1007415","120","1007415112"
"","","23","","se_10031400_rose","","","","1007415","se_10031400","1007415113"
"0","0","3","0.2","mhp_mitsuki_kime","","","","1007415","117531","1007415114"
"","","93","","","","","","1007415","1","1007415115"
"1","","32","1","1","","","","1007415","130","1007415116"
"","","93","","","","","","1007415","4","1007415117"
"1","","32","1","0","","","","1007415","130","1007415118"
"","","91","","","","","","1007415","0","1007415119"
"-240","100","1","1.7","103111","mhp_idle_normal","0","-1100","1007416","1","1007416001"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007416","1","1007416002"
"-220","100","1","1.7","117531","mhp_sit_idle","1","185","1007416","1","1007416003"
"0.85","-240","31","1","1","","","-154","1007416","1","1007416004"
"-220","110","5","1.7","11","NoItem","0","-200","1007416","1","1007416005"
"-220","105","5","1.7","12","NoItem","0","-200","1007416","1","1007416006"
"-220","110","5","1.7","21","NoItem","1","185","1007416","1","1007416007"
"-220","105","5","1.7","22","NoItem","1","185","1007416","1","1007416008"
"0","1","6","0","1","","0","1","1007416","11","1007416009"
"0","1","6","0","1","","0","1","1007416","12","1007416010"
"0","1","6","0","1","","0","1","1007416","21","1007416011"
"0","1","6","0","1","","0","1","1007416","22","1007416012"
"-240","110","5","1.7","31","mhp_skull_idle","0","-1000","1007416","1","1007416013"
"","","91","","","","","","1007416","0","1007416014"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007416","117531","1007416015"
"","0","21","","vo_mhp_6001","","","0","1007416","vo_mhp_1007416","1007416016"
"0","8","11","0","次の方どうぞー","0.5","0","1","1007416","117531","1007416017"
"","","91","","","","","","1007416","0","1007416018"
"","1","3","0.2","mhp_sit_idle","","","","1007416","117531","1007416019"
"","1","3","0.2","mhp_walk","","","","1007416","103111","1007416020"
"0","-220","2","","-300","","","4","1007416","103111","1007416021"
"0","-220","2","","-200","","","4","1007416","31","1007416022"
"","","91","","","","","","1007416","0","1007416023"
"0","0","3","0.2","mhp_idle_sad","","","","1007416","103111","1007416024"
"","","91","","","","","","1007416","0","1007416025"
"0","1","3","0.2","mhp_idle_sad","","","","1007416","103111","1007416026"
"","","91","","","","","","1007416","0","1007416027"
"","1","3","0.2","mhp_skull_talk","","","","1007416","31","1007416028"
"","0","21","","vo_mhp_6002","","","0","1007416","vo_mhp_1007416","1007416029"
"0","6","11","0","どうだシノブ、この部屋からすさまじい\n霊の気配を感じるだろう？","0.5","0","1","1007416","31","1007416030"
"","","91","","","","","","1007416","0","1007416031"
"","1","3","0.2","mhp_skull_idle","","","","1007416","31","1007416032"
"0","1","3","0.2","mhp_talk_sad","","","","1007416","103111","1007416033"
"","0","21","","vo_mhp_6003","","","0","1007416","vo_mhp_1007416","1007416034"
"0","6","11","0","お父さん本当なの？\n私には何も感じられないけど……","0.5","0","1","1007416","103111","1007416035"
"","","91","","","","","","1007416","0","1007416036"
"","1","3","0.2","mhp_idle_sad","","","","1007416","103111","1007416037"
"","1","3","0.2","mhp_skull_talk","","","","1007416","31","1007416038"
"","0","21","","vo_mhp_6004","","","0","1007416","vo_mhp_1007416","1007416039"
"0","6","11","0","見ろ！\nやはりオレ好みの超絶美人だ！\nくーっ、程よく熟れた感じがたまらん！","1","0","1","1007416","31","1007416040"
"","","93","","1","","","","1007416","3","1007416041"
"1","0","3","0.2","mhp_skull_excite_in","","0","mhp_skull_excite_loop","1007416","31","1007416042"
"","","91","","","","","","1007416","1007416040","1007416043"
"0","1","3","0.2","mhp_sit_talk_worry","","","","1007416","117631","1007416044"
"","0","21","","vo_mhp_6005","","","0","1007416","vo_mhp_1007416","1007416045"
"0","6","11","0","うわ、何？　ドクロが喋ってるの？\n気持ち悪いな……","0.5","0","1","1007416","117631","1007416046"
"","","91","","","","","","1007416","0","1007416047"
"0","1","3","0.2","mhp_sit_idle_sad","","","","1007416","117631","1007416048"
"0","1","3","0.2","mhp_talk_worry","","","","1007416","103111","1007416049"
"","0","21","","vo_mhp_6006","","","0","1007416","vo_mhp_1007416","1007416050"
"0","6","11","0","いきなりすみません\nすぐ帰りますので……","0.5","0","1","1007416","103111","1007416051"
"","","91","","","","","","1007416","0","1007416052"
"","1","3","0.2","mhp_skull_talk","","","","1007416","31","1007416053"
"","1","3","0.2","mhp_idle_worry","","","","1007416","103111","1007416054"
"","0","21","","vo_mhp_6007","","","0","1007416","vo_mhp_1007416","1007416055"
"0","6","11","0","ま、待てシノブ！　まだあの女医さんと\n話してないんだぞ！","0.5","0","1","1007416","31","1007416056"
"","","91","","","","","","1007416","0","1007416057"
"","","22","","0","","","","1007416","0","1007416058"
"","0","103","","1007416062","","","","1007416","燃えないゴミの日っていつだったかしら。","1007416059"
"","0","103","","1007416075","","","","1007416","しゃべるドクロ、切りがいがあるわね。","1007416060"
"","0","103","","1007416088","","","","1007416","無言で眼帯をとる。","1007416061"
"","1","3","0.2","mhp_sit_idle_bitter2","","","","1007416","117531","1007416062"
"","","93","","","","","","1007416","0.5","1007416063"
"1","0","3","0.2","mhp_skull_trouble_in","","0","mhp_skull_trouble_loop","1007416","31","1007416064"
"","0","21","","vo_mhp_6008","","","0","1007416","vo_mhp_1007416","1007416065"
"0","6","11","0","ひっ！　な、なんて冷たい目なんだ……\nで、でもサイコーにゾクゾクするぅ！","0.5","0","1","1007416","31","1007416066"
"","","93","","1","","","","1007416","6","1007416067"
"1","0","3","0.2","mhp_skull_excite_in","","0","mhp_skull_excite_loop","1007416","31","1007416068"
"","","91","","","","","","1007416","1007416066","1007416069"
"","1","3","0.2","mhp_talk_sad2","","","","1007416","103111","1007416070"
"","0","21","","vo_mhp_6009","","","0","1007416","vo_mhp_1007416","1007416071"
"0","7","11","0","お父さん、少し黙って。","0.5","0","1","1007416","103111","1007416072"
"","","91","","","","","","1007416","0","1007416073"
"","","101","","","","","","1007416","1007416097","1007416074"
"","1","3","0.2","mhp_sit_idle_bitter2","","","","1007416","117531","1007416075"
"","","93","","","","","","1007416","0.5","1007416076"
"1","0","3","0.2","mhp_skull_trouble_in","","0","mhp_skull_trouble_loop","1007416","31","1007416077"
"","0","21","","vo_mhp_6010","","","0","1007416","vo_mhp_1007416","1007416078"
"0","5","11","0","うひぃ！　解剖は勘弁……でも\nあの美しい手で触れられるのかと思うと\nなんだか興奮するな……！","0.5","0","1","1007416","31","1007416079"
"","","93","","1","","","","1007416","9","1007416080"
"1","0","3","0.2","mhp_skull_excite_in","","0","mhp_skull_excite_loop","1007416","31","1007416081"
"","","91","","","","","","1007416","1007416079","1007416082"
"0","1","3","0.2","mhp_talk_sad2","","","","1007416","103111","1007416083"
"","0","21","","vo_mhp_6011","","","0","1007416","vo_mhp_1007416","1007416084"
"0","7","11","0","お父さん、気持ち悪いよ。","0.5","0","1","1007416","103111","1007416085"
"","","91","","","","","","1007416","0","1007416086"
"","","101","","","","","","1007416","1007416097","1007416087"
"1","0","3","0.2","mhp_mitsuki_sit_kaihou_in","","0","mhp_mitsuki_sit_kaihou_loop","1007416","117531","1007416088"
"","","93","","","","","","1007416","1","1007416089"
"1","0","3","0.2","mhp_skull_trouble_in","","0","mhp_skull_trouble_loop","1007416","31","1007416090"
"","0","21","","vo_mhp_6012","","","0","1007416","vo_mhp_1007416","1007416091"
"0","6","11","0","ま、待て待て！　アレはダメだ\nオレの第六感が全力で逃げろと\n告げている！\nシノブ、退散だ！　たいさーん！","0.5","0","1","1007416","31","1007416092"
"","","91","","","","","","1007416","0","1007416093"
"0","1","3","0.2","mhp_talk_sad2","","","","1007416","103111","1007416094"
"","0","21","","vo_mhp_6013","","","0","1007416","vo_mhp_1007416","1007416095"
"0","6","11","0","そう？　少しくらい痛い目を見た方が\nいいと思うけど？","0.5","0","1","1007416","103111","1007416096"
"","","91","","","","","","1007416","0","1007416097"
"","","93","","","","","","1007416","1","1007416098"
"0","1","3","0.2","mhp_talk_sad","","","","1007416","103111","1007416099"
"","0","21","","vo_mhp_6014","","","0","1007416","vo_mhp_1007416","1007416100"
"0","6","11","0","お騒がせしました……\nこのお詫びは後日改めて\nさせていただきます。","0.5","0","1","1007416","103111","1007416101"
"","","91","","","","","","1007416","0","1007416102"
"","","22","","0","","","","1007416","0","1007416103"
"1","0","3","0.2","mhp_shinobu_bow","","0.2","mhp_idle_normal","1007416","103111","1007416104"
"","","93","","","","","","1007416","4","1007416105"
"0","1","3","0.2","mhp_walk","","","","1007416","103111","1007416106"
"","","4","","1","","","","1007416","103111","1007416107"
"","","4","","1","","","","1007416","31","1007416108"
"0","-220","2","","-1100","","","5","1007416","103111","1007416109"
"0","-220","2","","-1000","","","2","1007416","31","1007416110"
"","","93","","","","","","1007416","4","1007416111"
"","","91","","","","","","1007416","0","1007416112"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007416","117631","1007416113"
"","0","21","","vo_mhp_6015","","","0","1007416","vo_mhp_1007416","1007416114"
"0","6","11","","な、なんだったのアレ……","0.5","0","1","1007416","117631","1007416115"
"","","91","","","","","","1007416","0","1007416116"
"","","22","","0","","","","1007416","0","1007416117"
"","","91","","","","","","1007416","0","1007416118"
"-240","100","1","1.7","103111","mhp_idle_normal","0","-1000","1007417","1","1007417001"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007417","1","1007417002"
"-220","104","1","1.7","117531","mhp_sit_idle","1","185","1007417","1","1007417003"
"0.85","-240","31","1","1","","","-154","1007417","1","1007417004"
"1","173","31","0","120","","","-237","1007417","20","1007417005"
"1","0","31","0","130","","","160","1007417","30","1007417006"
"1","0","31","0","111","","","0","1007417","11","1007417007"
"-220","110","5","1.7","11","NoItem","0","-200","1007417","1","1007417008"
"-220","105","5","1.7","12","NoItem","0","-200","1007417","1","1007417009"
"-220","110","5","1.7","21","NoItem","1","185","1007417","1","1007417010"
"-220","105","5","1.7","22","NoItem","1","185","1007417","1","1007417011"
"0","1","6","0","1","","0","1","1007417","11","1007417012"
"0","1","6","0","1","","0","1","1007417","12","1007417013"
"0","1","6","0","1","","0","1","1007417","21","1007417014"
"0","1","6","0","1","","0","1","1007417","22","1007417015"
"","","91","","","","","","1007417","0","1007417016"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007417","117531","1007417017"
"","0","21","","vo_mhp_6101","","","0","1007417","vo_mhp_1007417","1007417018"
"0","8","11","0","シノブさん、どうぞー","0.5","0","1","1007417","117531","1007417019"
"","","91","","","","","","1007417","0","1007417020"
"","1","3","0.2","mhp_sit_idle","","","","1007417","117531","1007417021"
"0","1","3","0.2","mhp_walk","","","","1007417","103111","1007417022"
"0","-220","2","","-200","","","4","1007417","103111","1007417023"
"","","91","","","","","","1007417","0","1007417024"
"0","0","3","0.2","mhp_sit_in","","","","1007417","103111","1007417025"
"","","91","","","","","","1007417","0","1007417026"
"0","1","3","0.2","mhp_sit_idle_sad","","","","1007417","103111","1007417027"
"","","91","","","","","","1007417","0","1007417028"
"0","1","3","0.2","mhp_sit_talk_sad","","","","1007417","103111","1007417029"
"","0","21","","vo_mhp_6102","","","0","1007417","vo_mhp_1007417","1007417030"
"0","5","11","0","失礼します\n先日は父が本当に申し訳\nありませんでした\nお詫びにうかがったのですが……","1","0","1","1007417","103111","1007417031"
"","","91","","","","","","1007417","0","1007417032"
"0","1","3","0.2","mhp_sit_idle_sad","","","","1007417","103111","1007417033"
"0","1","3","0.2","mhp_sit_talk_normal","","","","1007417","117531","1007417034"
"","0","21","","vo_mhp_6103","","","0","1007417","vo_mhp_1007417","1007417035"
"0","7","11","0","あら、わざわざありがとう。\n気にしなくていいのに。","0.5","0","1","1007417","117531","1007417036"
"","","91","","","","","","1007417","0","1007417037"
"0","1","3","0.2","mhp_sit_idle","","","","1007417","117531","1007417038"
"0","1","3","0.2","mhp_sit_talk_wish2","","","","1007417","103111","1007417039"
"","0","21","","vo_mhp_6104","","","0","1007417","vo_mhp_1007417","1007417040"
"0","7","11","0","そういうわけにはいきません。","0.5","0","1","1007417","103111","1007417041"
"","","91","","","","","","1007417","0","1007417042"
"0","1","3","0.2","mhp_sit_idle_sad","","","","1007417","103111","1007417043"
"0","1","3","0.2","mhp_sit_talk_normal","","","","1007417","117531","1007417044"
