85477d8b1f14c398a2a3ea20468501c4af32b8c1b3812a4f5fd3259437761135,7269b5c78f815a7fd810c28c24e04e7f610708fb7192dfa42db3a7930e06ddbe,843e8036f6ca7b82e31a2764a505acdc623659e7cebb2647775dbeba60fb722f,dd35ea0b3a17ca7c0008f9ff95435308d874cbd905b0505730843dd6a7a811fe,a428688bbae11cb8ceaadbb053d3579c5337a1d572a7a6b43520e1175e57631a,cb432587d9348df3d72202c6cb24d08ae4123acd66c49af1958ab99ea01b6a23,b96754452f3b917c9ae6369ab4506b66ea3ccaa83079e9ef6ff0800af24b189a,9ac7a74e3519bc439b5e0815a1376b5422141df3c84bc7e9af7a6f95d9facf24,2286b748a5eb3dafec0bd265bf143a3a1f258411a4cb8b436cb7e0b97d08ee10,cb6d20383a922a4c1c73d71c60ee7abdf00625d0b939ef2d2b780a5d47a58175,da9803ec9889e0321862406d3053f70e99f96f280df137edcd83174ec026dbb6
"lsv_idle_normal","","122711","3","","0.2","1","","1009814","","1009814028"
"lsv_idle_normal","","122911","3","","0.2","1","","1009814","","1009814029"
"lsv_walk","","122811","3","","0.2","1","","1009814","","1009814030"
"-200","0","122811","2","2","","-235","","1009814","","1009814031"
"1","1","122811","6","1","0.4","1","","1009814","0","1009814032"
"0","","2","93","","","","","1009814","","1009814033"
"lsv_idle_normal","","122811","3","","0.2","1","","1009814","","1009814034"
"0","","0.6","93","","","","","1009814","","1009814035"
"lsv_talk_bitter","","122811","3","","0.2","1","","1009814","","1009814036"
"vo_lsv_1422","","vo_lsv","21","0","","0","","1009814","","1009814037"
"あ…\nあはは、ごめんね？\n日記、あんまり書けなくて…","1","122811","11","1","0","10","0","1009814","0","1009814038"
"","","0","91","","","","","1009814","","1009814039"
"lsv_talk_bitter_sad","","122811","3","","0.2","1","","1009814","","1009814040"
"vo_lsv_1423","","vo_lsv","21","0","","0","","1009814","","1009814041"
"それに…\nほんとの気持ちも\n書いちゃった。","1","122811","11","1","0","10","0","1009814","0","1009814042"
"","","0","91","","","","","1009814","","1009814043"
"lsv_idle_sad2","","122811","3","","0.2","1","","1009814","","1009814044"
"lsv_talk_normal_suprise1","","122711","3","","0.2","1","","1009814","","1009814045"
"vo_lsv_1424","","vo_lsv","21","0","","0","","1009814","","1009814046"
"ううん、いいよ。\n…わかるから。","1","122711","11","1","0","10","0","1009814","0","1009814047"
"","","0","91","","","","","1009814","","1009814048"
"lsv_idle_normal_talkR","","122711","3","","0.2","1","","1009814","","1009814049"
"lsv_talk_normal_bitter","","122911","3","","0.2","1","","1009814","","1009814050"
"vo_lsv_1425","","vo_lsv","21","0","","0","","1009814","","1009814051"
"…ミミも、わかるよ。\nミソギちゃん。\n書いてくれてありがとう。","1","122911","11","1","0","10","0","1009814","0","1009814052"
"","","0","91","","","","","1009814","","1009814053"
"lsv_idle_sad_normal","","122911","3","","0.2","1","","1009814","","1009814054"
"lsv_idle_sad","","122811","3","","0.2","1","","1009814","","1009814055"
"vo_lsv_1426","","vo_lsv","21","0","","0","","1009814","","1009814056"
"……うん。","1","122811","11","1","0","10","0","1009814","0","1009814057"
"","","0","91","","","","","1009814","","1009814058"
"lsv_idle_normal_talkR","","122811","3","","0.2","1","","1009814","","1009814059"
"lsv_talk_wish_sad","","122911","3","","0.2","1","","1009814","","1009814060"
"vo_lsv_1427","","vo_lsv","21","0","","0","","1009814","","1009814061"
"…どうして、\nもうバイバイしないと\nいけなかったのかな。","1","122911","11","1","0","10","0","1009814","0","1009814062"
"","","0","91","","","","","1009814","","1009814063"
"lsv_idle_wish_sad","","122911","3","","0.2","1","","1009814","","1009814064"
"lsv_talk_normal_sad","","122711","3","","0.2","1","","1009814","","1009814065"
"vo_lsv_1428","","vo_lsv","21","0","","0","","1009814","","1009814066"
"ミミ…","1","122711","11","1","0","10","0","1009814","0","1009814067"
"","","0","91","","","","","1009814","","1009814068"
"lsv_idle_normal_talkR","","122711","3","","0.2","1","","1009814","","1009814069"
"lsv_talk_wish_surprise","","122911","3","","0.2","1","","1009814","","1009814070"
"vo_lsv_1429","","vo_lsv","21","0","","0","","1009814","","1009814071"
"わかってるよ？\n理由はちゃんと、\nわかってるの。でも…","1","122911","11","1","0","10","0","1009814","0","1009814072"
"","","0","91","","","","","1009814","","1009814073"
"lsv_talk_wish_sad","","122911","3","","0.2","1","","1009814","","1009814074"
"vo_lsv_1430","","vo_lsv","21","0","","0","","1009814","","1009814075"
"なんで、って…\nどうして、って…\n思っちゃう。","1","122911","11","1","0","10","0","1009814","0","1009814076"
"","","0","91","","","","","1009814","","1009814077"
"lsv_idle_normal","","122911","3","","0.2","1","","1009814","","1009814078"
"lsv_talk_anger_shy","","122811","3","","0.2","1","","1009814","","1009814079"
"vo_lsv_1431","","vo_lsv","21","0","","0","","1009814","","1009814080"
"…わかんないよね。\nあーもうっ！\nむずかしいな～っ！！","1","122811","11","1","0","10","0","1009814","0","1009814081"
"","","0","91","","","","","1009814","","1009814082"
"lsv_idle_normal_talkR","","122811","3","","0.2","1","","1009814","","1009814083"
"lsv_talk_joy3_blink2","","122711","3","","0.2","1","","1009814","","1009814084"
"vo_lsv_1432","","vo_lsv","21","0","","0","","1009814","","1009814085"
"…そうだね。\n本当に難しいよ。","1","122711","11","1","0","10","0","1009814","0","1009814086"
"","","0","91","","","","","1009814","","1009814087"
"lsv_talk_sad","","122711","3","","0.2","1","","1009814","","1009814088"
"vo_lsv_1433","","vo_lsv","21","0","","0","","1009814","","1009814089"
"きっと、どんなお勉強より…\nずっとずっと……\n難しいよ。","1","122711","11","1","0","10","0","1009814","0","1009814090"
"","","0","91","","","","","1009814","","1009814091"
"lsv_idle_wish_angerR","","122711","3","","0.2","1","","1009814","","1009814092"
"0","","0","22","","0.2","1","","1009814","","1009814093"
"","","0","91","","","","","1009814","","1009814094"
"bgm_M612","","bgm_M612","25","0","","0","","1009814","","1009814095"
"","","","102","","","","","1009814","","1009814096"
"0.2","","0","22","","","","","1009814","","1009814097"
"","","0.2","93","","","","","1009814","","1009814098"
"12","0","122811","12","0","0","1","0","1009814","0","1009814099"
"lsv_talk_anger","","122811","3","","0.2","1","","1009814","","1009814100"
"0","","3","93","","","","","1009814","","1009814101"
"lsv_idle_anger1","","122811","3","","0.2","1","","1009814","","1009814102"
"12","0","122711","12","0","0","1","0","1009814","0","1009814103"
"lsv_talk_thinking","","122711","3","","0.2","1","","1009814","","1009814104"
"0","","3","93","","","","","1009814","","1009814105"
"lsv_idle_wish_angerR","","122711","3","","0.2","1","","1009814","","1009814106"
"12","0","122911","12","0","0","1","0","1009814","0","1009814107"
"lsv_idle_bitter","","122911","3","","0.2","1","","1009814","","1009814108"
"0","","3","93","","","","","1009814","","1009814109"
"lsv_idle_normal","","122911","3","","0.2","1","","1009814","","1009814110"
"","","1009814099","101","","","","","1009814","","1009814111"
"1","0","333","6","1","1","1","","1009814","0","1009814112"
"1","","122811","4","","","","","1009814","","1009814113"
"lsv_run_sad","","122811","3","","0.2","1","","1009814","","1009814114"
"-750","0","122811","2","0.8","","-235","","1009814","","1009814115"
"0","","122911","4","","","","","1009814","","1009814116"
"lsv_run_sad","","122911","3","","0.2","1","","1009814","","1009814117"
"750","0","122911","2","0.8","","-220","","1009814","","1009814118"
"0","","122711","4","","","","","1009814","","1009814119"
"lsv_run_sad","","122711","3","","0.2","1","","1009814","","1009814120"
"850","0","122711","2","0.8","","-250","","1009814","","1009814121"
"","","0.6","93","","","","","1009814","","1009814122"
"1","0","122811","6","1","0.2","1","","1009814","0","1009814123"
"1","0","122911","6","1","0.2","1","","1009814","0","1009814124"
"1","0","122711","6","1","0.2","1","","1009814","0","1009814125"
"","","0","91","","","","","1009814","","1009814126"
"122711","-235","1","1","-650","1.95","102","lsv_idle_normal","1009815","0","1009815001"
"122911","-220","1","1","650","1.95","100","lsv_idle_normal","1009815","1","1009815002"
"122811","-250","1","1","750","1.95","101","lsv_idle_normal","1009815","1","1009815003"
"333","0","1","5","0","1","0","lsv_white_loop","1009815","0","1009815004"
"1","0","333","6","1","0","1","","1009815","0","1009815005"
"1","0","122711","6","1","0","1","","1009815","0","1009815006"
"1","0","122911","6","1","0","1","","1009815","0","1009815007"
"1","0","122811","6","1","0","1","","1009815","0","1009815008"
"0","","1","93","","","","","1009815","","1009815009"
"1","0.4","333","6","1","0.8","1","","1009815","0","1009815010"
"lsv_walk","","122711","3","","0.2","1","","1009815","","1009815011"
"-200","0","122711","2","2","","-235","","1009815","","1009815012"
"1","1","122711","6","1","0.4","1","","1009815","0","1009815013"
"lsv_walk","","122911","3","","0.2","1","","1009815","","1009815014"
"100","0","122911","2","2","","-220","","1009815","","1009815015"
"1","1","122911","6","1","0.4","1","","1009815","0","1009815016"
"lsv_walk","","122811","3","","0.2","1","","1009815","","1009815017"
"270","0","122811","2","2","","-250","","1009815","","1009815018"
"1","1","122811","6","1","0.4","1","","1009815","0","1009815019"
"0","","2","93","","","","","1009815","","1009815020"
"lsv_idle_normal","","122711","3","","0.2","1","","1009815","","1009815021"
"lsv_idle_normal","","122911","3","","0.2","1","","1009815","","1009815022"
"lsv_idle_normal","","122811","3","","0.2","1","","1009815","","1009815023"
"0","","0.6","93","","","","","1009815","","1009815024"
"lsv_talk_surprise","","122911","3","","0.2","1","","1009815","","1009815025"
"vo_lsv_1521","","vo_lsv","21","0","","0","","1009815","","1009815026"
"絵も日記も\nいっぱいになったね。","1","122911","11","1","0","10","0","1009815","0","1009815027"
"","","0","91","","","","","1009815","","1009815028"
"lsv_idle_surprise","","122911","3","","0.2","1","","1009815","","1009815029"
"lsv_talk_cool_joy","1","122811","3","lsv_talk_cool_joy_loop","0","0","","1009815","0.2","1009815030"
"vo_lsv_1522","","vo_lsv","21","0","","0","","1009815","","1009815031"
"それだけ、\nみゅ～ちゃんとの思い出が\nいっぱいだったってことだよ。","1","122811","11","1","0","10","0","1009815","0","1009815032"
"","","0","91","","","","","1009815","","1009815033"
"lsv_idle_cool","","122811","3","","0.2","1","","1009815","","1009815034"
"lsv_talk_wish_dere","","122911","3","","0.2","1","","1009815","","1009815035"
"vo_lsv_1523","","vo_lsv","21","0","","0","","1009815","","1009815036"
"…うん。\nいっぱいできたもんね。\nみゅ～ちゃんとの思い出…","1","122911","11","1","0","10","0","1009815","0","1009815037"
"","","0","91","","","","","1009815","","1009815038"
"lsv_idle_normal_joyR","","122911","3","","0.2","1","","1009815","","1009815039"
"lsv_talk_wish_joy","","122711","3","","0.2","1","","1009815","","1009815040"
"vo_lsv_1524","","vo_lsv","21","0","","0","","1009815","","1009815041"
"…忘れられないね。\nううん…\n忘れたくないね。","1","122711","11","1","0","10","0","1009815","0","1009815042"
"","","0","91","","","","","1009815","","1009815043"
"lsv_idle_wish_joy","","122711","3","","0.2","1","","1009815","","1009815044"
"lsv_talk_joy3_blink2","","122811","3","","0.2","1","","1009815","","1009815045"
"vo_lsv_1525","","vo_lsv","21","0","","0","","1009815","","1009815046"
"そうだね…\nミソギも同じ気持ち。","1","122811","11","1","0","10","0","1009815","0","1009815047"
"","","0","91","","","","","1009815","","1009815048"
"lsv_idle_sad_normal","","122811","3","","0.2","1","","1009815","","1009815049"
"lsv_talk_wish_dere","","122911","3","","0.2","1","","1009815","","1009815050"
"vo_lsv_1526","","vo_lsv","21","0","","0","","1009815","","1009815051"
"ミミもだよ。\nきっと、ずっと…","1","122911","11","1","0","10","0","1009815","0","1009815052"
"","","0","91","","","","","1009815","","1009815053"
"lsv_idle_normal","","122911","3","","0.2","1","","1009815","","1009815054"
"lsv_talk_joy1_normal","","122711","3","","0.2","1","","1009815","","1009815055"
"vo_lsv_1527","","vo_lsv","21","0","","0","","1009815","","1009815056"
"じゃあ…次にまた\nみゅ～ちゃんと会えたとき、\nこの日記の続きを書こうよ。","1","122711","11","1","0","10","0","1009815","0","1009815057"
"","","0","91","","","","","1009815","","1009815058"
"lsv_idle_normal","","122711","3","","0.2","1","","1009815","","1009815059"
"lsv_exactly_in","1","122811","3","lsv_exactly_loop","0","0","","1009815","0.2","1009815060"
"vo_lsv_1528","","vo_lsv","21","0","","0","","1009815","","1009815061"
"それいいね！\n賛成！","1","122811","11","1","0","10","0","1009815","0","1009815062"
"","","0","91","","","","","1009815","","1009815063"
"lsv_idle_joy","","122811","3","","0.2","1","","1009815","","1009815064"
"lsv_handsup_joy","1","122911","3","lsv_idle_normal_joy","0.2","0","","1009815","0.2","1009815065"
"vo_lsv_1529","","vo_lsv","21","0","","0","","1009815","","1009815066"
"ミミもさんせ～い♪","1","122911","11","1","0","10","0","1009815","0","1009815067"
"","","0","91","","","","","1009815","","1009815068"
"lsv_talk_wish_dere","","122711","3","","0.2","1","","1009815","","1009815069"
"vo_lsv_1530","","vo_lsv","21","0","","0","","1009815","","1009815070"
"この日記も大事にしようね。\n…楽しみなことが\nひとつ増えたみたい。ふふっ。","1","122711","11","1","0","10","0","1009815","0","1009815071"
"","","0","91","","","","","1009815","","1009815072"
"lsv_idle_wish_dere","","122711","3","","0.2","1","","1009815","","1009815073"
"lsv_talk_wish_joy","","122811","3","","0.2","1","","1009815","","1009815074"
"vo_lsv_1531","","vo_lsv","21","0","","0","","1009815","","1009815075"
"それじゃ、\nいつかそのときまで！","1","122811","11","1","0","10","0","1009815","0","1009815076"
"","","0","91","","","","","1009815","","1009815077"
"lsv_idle_normal","","122811","3","","0.2","1","","1009815","","1009815078"
"lsv_smile","1","122811","3","lsv_idle_normal","0","0","","1009815","0.2","1009815079"
"lsv_smile_mimi","1","122911","3","lsv_idle_normal_joyR","0","0","","1009815","0.2","1009815080"
"lsv_smile_kyouka","1","122711","3","lsv_idle_normal_joy","0","0","","1009815","0.2","1009815081"
"vo_lsv_1532","","vo_lsv","21","0","","0","","1009815","","1009815082"
"…またねっ！","1","122811","11","1","0","10","0","1009815","0","1009815083"
"…またねっ！","1","122911","11","1","0","10","0","1009815","0","1009815084"
"…またねっ！","1","122711","11","1","0","10","0","1009815","0","1009815085"
"","","0","91","","","","","1009815","","1009815086"
"0","","0","22","","0.2","1","","1009815","","1009815087"
"","","0","91","","","","","1009815","","1009815088"
"","","","102","","","","","1009815","","1009815089"
"0.2","","0","22","","","","","1009815","","1009815090"
"","","0.2","93","","","","","1009815","","1009815091"
"10","0","122811","12","0","0","1","0","1009815","0","1009815092"
"lsv_talk_normal","","122811","3","","0.2","1","","1009815","","1009815093"
"0","","3","93","","","","","1009815","","1009815094"
"lsv_idle_normal","","122811","3","","0.2","1","","1009815","","1009815095"
"6","0","122911","12","0","0","1","0","1009815","0","1009815096"
"lsv_talk_joy3","","122911","3","","0.2","1","","1009815","","1009815097"
"0","","3","93","","","","","1009815","","1009815098"
"lsv_idle_normal_joyR","","122911","3","","0.2","1","","1009815","","1009815099"
"7","0","122711","12","0","0","1","0","1009815","0","1009815100"
"lsv_talk_surprise_dere","","122711","3","","0.2","1","","1009815","","1009815101"
"0","","3","93","","","","","1009815","","1009815102"
"lsv_idle_wish_joy","","122711","3","","0.2","1","","1009815","","1009815103"
"","","1009815092","101","","","","","1009815","","1009815104"
"1","0","333","6","1","1","1","","1009815","0","1009815105"
"1","","122711","4","","","","","1009815","","1009815106"
"lsv_run","","122711","3","","0.2","1","","1009815","","1009815107"
"-750","0","122711","2","0.8","","-235","","1009815","","1009815108"
"0","","122911","4","","","","","1009815","","1009815109"
"lsv_run","","122911","3","","0.2","1","","1009815","","1009815110"
"750","0","122911","2","0.8","","-220","","1009815","","1009815111"
"0","","122811","4","","","","","1009815","","1009815112"
