0da18068376a7793132b26533bea32178367a0d8f15cd2e4ee35085c305a261e,bee5355d1dc8b88af2b6ee900afc647f7f4bd58c6e5a8c2852c58c8660d4c3a1,fcf7429fbe169df2288b689369aaec40798360821dcb90e1677068eba0fed738,a3f1881e4ef52fc781b1bfb5ca60d346dd5a05d1436685dd2954e0080812b2f9,ffd47698d991fa1c2252c94c1c364993709b7abe242b18b28f2093774939218c
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","85001013","500101304"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","85001013","500101305"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","85001013","500101306"
"闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","85001014","500101401"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","85001014","500101402"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","85001014","500101403"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","85001014","500101404"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","85001014","500101405"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","85001014","500101406"
"闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","85001015","500101501"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","85001015","500101502"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","85001015","500101503"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","85001015","500101504"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","85001015","500101505"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","85001015","500101506"
"闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","85001016","500101601"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","85001016","500101602"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","85001016","500101603"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","85001016","500101604"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","85001016","500101605"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","85001016","500101606"
"闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","85001017","500101701"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","85001017","500101702"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","85001017","500101703"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","85001017","500101704"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","85001017","500101705"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","85001017","500101706"
"闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","85001018","500101801"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","85001018","500101802"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","85001018","500101803"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","85001018","500101804"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","85001018","500101805"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","85001018","500101806"
"闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","85001019","500101901"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","85001019","500101902"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","85001019","500101903"
