13924a3a825784d6e1563b96e1f269b3b39eca6fed7c26fe6bcf64e13527cb2b,1872a4b047990565301cbe39f33be0c4d8154c3f9074ac3eb5c73a087be610b6,0b977135ae06ea6d0ecc2a68f30b47dbf64237c5b240254224682a66eded34ce,74d4bf5dc227c88edfb8d4e215ae48868ee2dd3a47d9af4964fbc132524c2af9,5c649b36111aa319cd5de5b1fa1b1a33dd8e3559ff5afa971c8e049c9671e9bd,73a810dbadd5cd25cb2bd8c2f03ecc8debf96d85f5c866c81e3fa2b6d7da5539,de60b55277820caf81cb9977b2dac9d0a294498cd3f1f0c16869c55cdb33b4c7,959d49e6efe9d600f1a0fe8cee5082728e38dcc5dc3d215682258b5f3ec78188,15e6de0a8cf9d94c0c763238aeebd0eef5253a1d3281db6f3f433b84db8d0b2f,0849622923dbd9dc68b0809bc6a78662a51699a9ae06417f5d865ab7e21b1159,961410978fc3eb8503f0529e5392d99245e67c1620b899d1c40a092099420efa
"","3","36914","0.2","1","wac_birthday_clap","100311","0","wac_birthday_idle_normal","36914061","0.2"
"","93","36914","","","","2","","","36914062",""
"","131","36914","","","","1","","","36914063",""
"","21","36914","","","vo_wac_36914_000","vo_wac_36914","0","0","36914064",""
"0.5","11","36914","0","1","……どこから突っ込めばいいのかしら？\n言われた通りろうそくは消したけど、\n今日はあたしの誕生日じゃないわよ？\nそもそも、誕生日とかないし。","123011","10","1","36914065","0"
"","91","36914","","","","0","","","36914066",""
"","3","36914","0.2","","wac_birthday_ames_idle_normal","123011","1","","36914067",""
"","3","36914","0.2","","wac_birthday_talk_normal","100211","1","","36914068",""
"","21","36914","","","vo_wac_36914_001","vo_wac_36914","0","0","36914069",""
"0.5","11","36914","0","1","これは、騎士クンのアイデアなの。\n普段すごくお世話になってるのに、\n一人だけお祝いなしっていうのは\nさみしいだろうから……","100211","10","1","36914070","0"
"","91","36914","","","","0","","","36914071",""
"","3","36914","0.2","","wac_birthday_idle_normal","100211","1","","36914072",""
"","3","36914","0.2","","wac_birthday_talk_smile","100111","1","","36914073",""
"","21","36914","","","vo_wac_36914_002","vo_wac_36914","0","0","36914074",""
"0.5","11","36914","0","1","思い立ったが吉日ってことで、\n感謝の気持ちをケーキで\n表してみたんだ～♪\nだから、細かいことは言いっこなしで！","100111","10","1","36914075","0"
"","91","36914","","","","0","","","36914076",""
"","3","36914","0.2","","wac_birthday_idle_smile","100111","1","","36914077",""
"","3","36914","0.2","","wac_birthday_ames_talk_smile","123011","1","","36914078",""
"","21","36914","","","vo_wac_36914_003","vo_wac_36914","0","0","36914079",""
"0.5","11","36914","0","1","あ～、なるほどね～\n別にそこは気にしてなかったんだけど、\nなかなかに気配りができるじゃない♪\n日付が「今日」ってのも悪くないしね。","123011","10","1","36914080","0"
"","91","36914","","","","0","","","36914081",""
"","3","36914","0.2","","wac_birthday_ames_idle_smile","123011","1","","36914082",""
"","3","36914","0.2","","wac_birthday_talk_sad","100311","1","","36914083",""
"","21","36914","","","vo_wac_36914_004","vo_wac_36914","0","0","36914084",""
"0.5","11","36914","0","1","ん？　何か特別な日だっただろうか？\n確かこの日がいいと言ったのは……\nキミだったか？","100311","10","1","36914085","0"
"","91","36914","","","","0","","","36914086",""
"","3","36914","0.2","","wac_birthday_idle_normal","100311","1","","36914087",""
"","3","36914","0.2","","wac_birthday_ames_talk_wish","123011","1","","36914088",""
"","21","36914","","","vo_wac_36914_005","vo_wac_36914","0","0","36914089",""
"0.5","11","36914","0","1","覚えてはないでしょうけど、今日はね？\nあんたとあたしが初めて出会った日よ。\nあたしたちの物語が始まった記念日……","123011","10","1","36914090","0"
"","91","36914","","","","0","","","36914091",""
"","3","36914","0.2","","wac_birthday_ames_talk_doya","123011","1","","36914092",""
"","21","36914","","","vo_wac_36914_006","vo_wac_36914","0","0","36914093",""
"0.5","11","36914","0","1","たとえ名前や姿が変わっても、\nあたしはあんたたちのガイド役だから。\n迷って変な道に進まないよう、\nこれからもアドバイスしてあげるわ♪","123011","10","1","36914094","0"
"","91","36914","","","","0","","","36914095",""
"","22","36914","","","","0","","","36914096",""
"","25","37914","","","bgm_M321_2C","bgm_M321","","","37914001",""
"wac_birthday_idle_normal","1","37914","2","-70","111011","1","250","-1000","37914002","0"
"wac_birthday_idle_smile","1","37914","2","-270","110811","1","256","230","37914003","1"
"wac_birthday_idle_doya","1","37914","2","-310","110911","1","257","410","37914004","1"
"","13","37914","","","300","111011","","","37914005",""
"","13","37914","","","300","110811","","","37914006",""
"","13","37914","","","300","110911","","","37914007",""
"","31","37914","0","1","502","502","0","0","37914008",""
"","31","37914","1","1","600","600","0","0","37914009",""
"","31","37914","0","1","602","602","0","0","37914010",""
"","31","37914","0","1","603","603","0","0","37914011",""
"","31","37914","1","1","604","604","30","60","37914012",""
"","31","37914","1","1","615","615","0","0","37914013",""
"","31","37914","0","1","700","700","0","0","37914014",""
"","31","37914","0","1","701","701","0","0","37914015",""
"","31","37914","0","1","702","702","0","0","37914016",""
"","31","37914","0","1","800","800","0","0","37914017",""
"","31","37914","1","1","964","964","30","60","37914018",""
"","93","37914","","","","1","","","37914019",""
"","3","37914","0.2","1","wac_birthday_reaction_02","110911","0","wac_birthday_reaction_03","37914020","0.2"
"","93","37914","","","","0.1","","","37914021",""
"","3","37914","0.2","1","wac_birthday_reaction_01","110811","0","wac_birthday_reaction_03","37914022","0.2"
"","93","37914","","","","0.3","","","37914023",""
"","3","37914","0.2","","wac_birthday_run_01","111011","1","","37914024",""
"","2","37914","","","0","111011","-70","3","37914025",""
"","93","37914","","","","2.5","","","37914026",""
"","32","37914","","","1","602","","","37914027",""
"","93","37914","","","","0.6","","","37914028",""
"","32","37914","","","1","502","","","37914029",""
"","32","37914","","","0","600","","","37914030",""
"","32","37914","","","0","615","","","37914031",""
"","32","37914","","","0","604","","","37914032",""
"","32","37914","","","1","701","","","37914033",""
"","33","37914","","","0","964","0","0.01","37914034",""
"","3","37914","0.2","1","wac_birthday_blowout_01","111011","0","wac_birthday_wish_04","37914035","0.2"
"","2","37914","","","-200","111011","-330","0.01","37914036",""
"","3","37914","0.2","","wac_birthday_idle_smile","110811","1","","37914037",""
"","2","37914","","","180","110811","-320","0.01","37914038",""
"","3","37914","0.2","","wac_birthday_idle_doya","110911","1","","37914039",""
"","2","37914","","","320","110911","-340","0.01","37914040",""
"","93","37914","","","","0","","","37914041",""
"","32","37914","","","1","800","","","37914042",""
"","93","37914","","","","0.7","","","37914043",""
"","32","37914","","","1","702","","","37914044",""
"","93","37914","","","","0.5","","","37914045",""
"","23","37914","","","se_sys_login_birthday_blow_candle","se_common","0","","37914046",""
"","32","37914","","","0","701","","","37914047",""
"","93","37914","","","","0.4","","","37914048",""
"","23","37914","","","se_sys_login_birthday_cracker","se_common","0","","37914049",""
"","32","37914","","","1","700","","","37914050",""
"","23","37914","","","se_sys_login_birthday_calendar_applause","se_common","0","","37914051",""
"","3","37914","0.2","1","wac_birthday_clap","110811","0","wac_birthday_idle_smile","37914052","0.2"
"","93","37914","","","","0.1","","","37914053",""
"","3","37914","0.2","1","wac_birthday_clap","110911","0","wac_birthday_idle_doya","37914054","0.2"
"","93","37914","","","","2","","","37914055",""
"","131","37914","","","","1","","","37914056",""
"","21","37914","","","vo_wac_37914_000","vo_wac_37914","0","0","37914057",""
"0.5","11","37914","0","1","おおっ、この蝋燭をぼくのために？\nなんと手の込んだ複雑な香りだ。\nその下には大層な土台まで……\nこれはバースデー土台というやつだな！","111011","10","1","37914058","0"
"","91","37914","","","","0","","","37914059",""
"","3","37914","0.2","","wac_birthday_idle_wish","111011","1","","37914060",""
"","3","37914","0.2","","wac_birthday_talk_normal","110811","1","","37914061",""
"","21","37914","","","vo_wac_37914_001","vo_wac_37914","0","0","37914062",""
"0.5","11","37914","0","1","一応うちらの手作り系なんすけど、\nパイセンどうせケーキ興味ないすよね。\n後うちらでテキトーに片付けとくんで\nもう帰っていいすよ。お疲れー","110811","10","1","37914063","0"
"","91","37914","","","","0","","","37914064",""
"","3","37914","0.2","","wac_birthday_idle_normal","110811","1","","37914065",""
"","3","37914","0.2","","wac_birthday_yuni_talk_anger","111011","1","","37914066",""
"","21","37914","","","vo_wac_37914_002","vo_wac_37914","0","0","37914067",""
"0.5","11","37914","0","1","馬鹿を言うんじゃあない後輩たち。\nこうも膳立てされて食わぬ腹があるか。\n君らの気持ち、しかと受け止めてやる。\n端的に換言すれば、ぼくをハブるな。","111011","10","1","37914068","0"
"","91","37914","","","","0","","","37914069",""
"","3","37914","0.2","","wac_birthday_talk_normal","111011","1","","37914070",""
"","21","37914","","","vo_wac_37914_003","vo_wac_37914","0","0","37914071",""
"0.5","11","37914","0","1","ああいや、礼ぐらい言わせてくれ。\nかくも立派な蝋燭と土台を用意するのは\n骨が折れたろう。その厚意に感謝する。\nさあ誕生日を始めるぞ、ヒャッハー！","111011","10","1","37914072","0"
"","93","37914","","","1","11","","","37914073",""
"","3","37914","0.2","","wac_birthday_talk_kyapi","111011","1","","37914074",""
"","91","37914","","","","37914072","","","37914075",""
"","22","37914","","","","0","","","37914076",""
"","25","38014","","","bgm_M321_2C","bgm_M321","","","38014001",""
"wac_birthday_idle_normal","1","38014","2","-70","104611","1","250","-1000","38014002","0"
"wac_birthday_idle_normal","1","38014","2","-270","104811","1","256","200","38014003","1"
"wac_birthday_idle_wish","1","38014","2","-310","103411","1","258","320","38014004","1"
"wac_birthday_idle_normal","1","38014","2","-290","103211","1","257","440","38014005","1"
"","13","38014","","","300","104611","","","38014006",""
"","13","38014","","","300","104811","","","38014007",""
"","13","38014","","","300","103411","","","38014008",""
"","13","38014","","","300","103211","","","38014009",""
"","31","38014","1","1","600","600","0","0","38014010",""
"","31","38014","0","1","602","602","0","0","38014011",""
"","31","38014","0","1","603","603","0","0","38014012",""
"","31","38014","1","1","604","604","30","60","38014013",""
"","31","38014","1","1","610","610","0","0","38014014",""
"","31","38014","0","1","700","700","0","0","38014015",""
"","31","38014","0","1","701","701","0","0","38014016",""
"","31","38014","0","1","702","702","0","0","38014017",""
"","31","38014","0","1","800","800","0","0","38014018",""
"","31","38014","1","1","965","965","30","60","38014019",""
"","93","38014","","","","1","","","38014020",""
"","3","38014","0.2","1","wac_birthday_reaction_01","103411","0","wac_birthday_reaction_03","38014021","0.2"
"","93","38014","","","","0.1","","","38014022",""
"","3","38014","0.2","1","wac_birthday_reaction_05","104811","0","wac_birthday_reaction_03","38014023","0.2"
"","3","38014","0.2","1","wac_birthday_reaction_02","103211","0","wac_birthday_reaction_04","38014024","0.2"
"","93","38014","","","","0.3","","","38014025",""
"","3","38014","0.2","","wac_birthday_run_01","104611","1","","38014026",""
"","2","38014","","","0","104611","-70","3","38014027",""
"","93","38014","","","","2.5","","","38014028",""
"","32","38014","","","1","602","","","38014029",""
"","93","38014","","","","0.6","","","38014030",""
"","32","38014","","","0","600","","","38014031",""
"","32","38014","","","0","610","","","38014032",""
"","32","38014","","","0","604","","","38014033",""
"","32","38014","","","1","701","","","38014034",""
"","33","38014","","","0","965","0","0.01","38014035",""
"","3","38014","0.2","1","wac_birthday_blowout_01","104611","0","wac_birthday_wish_02","38014036","0.2"
"","2","38014","","","-200","104611","-330","0.01","38014037",""
"","3","38014","0.2","","wac_birthday_idle_normal","104811","1","","38014038",""
"","2","38014","","","180","104811","-320","0.01","38014039",""
"","3","38014","0.2","","wac_birthday_idle_wish","103411","1","","38014040",""
"","2","38014","","","290","103411","-360","0.01","38014041",""
"","3","38014","0.2","","wac_birthday_idle_normal","103211","1","","38014042",""
"","2","38014","","","425","103211","-340","0.01","38014043",""
"","93","38014","","","","0","","","38014044",""
"","32","38014","","","1","800","","","38014045",""
"","93","38014","","","","0.7","","","38014046",""
"","32","38014","","","1","702","","","38014047",""
"","93","38014","","","","0.5","","","38014048",""
"","23","38014","","","se_sys_login_birthday_blow_candle","se_common","0","","38014049",""
"","32","38014","","","0","701","","","38014050",""
"","93","38014","","","","0.4","","","38014051",""
"","23","38014","","","se_sys_login_birthday_cracker","se_common","0","","38014052",""
"","32","38014","","","1","700","","","38014053",""
"","23","38014","","","se_sys_login_birthday_calendar_applause","se_common","0","","38014054",""
"","3","38014","0.2","1","wac_birthday_clap","104811","0","wac_birthday_idle_normal","38014055","0.2"
"","93","38014","","","","0.1","","","38014056",""
"","3","38014","0.2","1","wac_birthday_clap_to_wish","103411","0","wac_birthday_idle_wish","38014057","0.2"
"","93","38014","","","","0.1","","","38014058",""
"","3","38014","0.2","1","wac_birthday_clap","103211","0","wac_birthday_idle_normal","38014059","0.2"
"","93","38014","","","","2","","","38014060",""
"","131","38014","","","","1","","","38014061",""
"","21","38014","","","vo_wac_38014_000","vo_wac_38014","0","0","38014062",""
"0.5","11","38014","0","1","誕生日のお祝い、感謝するにゃ～！\nしかもケーキだけじゃなくて、\nプレゼントまで用意してあるとは……\nみんな、何を持ってきてくれたにゃ？","104611","10","1","38014063","0"
