7cc1b16c10a7b9901e0006f3dd41163970758aba58039d5ff60f4e047baefc57,596d879c963de5a8711349ac359f19f9b2330b39c054b30a1f17587573392672,9e1f868a9876b9954956701d9d57bc1e8df99e9456450f63ae51cc99d0a2e2e1,ba58b775384faf6a719d9d8d9e348aef8315a04a32a09bb948ed5a5c8e161579,6e8fd06ed8543d261555e339830927cb890ba26cebbb12f8e66dc2678352bd87
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","84001049","17","1504"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","84001049","boss_def_lower_limit","1505"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","84001049","boss_magic_def_lower_limit","1506"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","84001049","9","1507"
"光属性ボーナス特大アップ","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","84001050","15","1508"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","84001050","11","1509"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","84001050","17","1510"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","84001050","boss_def_lower_limit","1511"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","84001050","boss_magic_def_lower_limit","1512"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","84001050","9","1513"
"ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","84001050","boss_tp_down_cut","1514"
"行動速度ダウン","バトル開始時、すべてのキャラの行動速度を大ダウンさせる。","84001050","4","1515"
"闇属性ボーナス特大アップ","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","85001041","16","1516"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","85001041","11","1517"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","85001041","17","1518"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","85001041","boss_def_lower_limit","1519"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","85001041","boss_magic_def_lower_limit","1520"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","85001041","9","1521"
"闇属性ボーナス特大アップ","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","85001042","16","1522"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","85001042","11","1523"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","85001042","17","1524"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","85001042","boss_def_lower_limit","1525"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","85001042","boss_magic_def_lower_limit","1526"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","85001042","9","1527"
"闇属性ボーナス特大アップ","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","85001043","16","1528"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","85001043","11","1529"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","85001043","17","1530"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","85001043","boss_def_lower_limit","1531"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","85001043","boss_magic_def_lower_limit","1532"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","85001043","9","1533"
"闇属性ボーナス特大アップ","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","85001044","16","1534"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","85001044","11","1535"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","85001044","17","1536"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","85001044","boss_def_lower_limit","1537"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","85001044","boss_magic_def_lower_limit","1538"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","85001044","9","1539"
"闇属性ボーナス特大アップ","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","85001045","16","1540"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","85001045","11","1541"
