7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2,62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77
"","","se_10053800","","1","946","","23","0","se_10053800_946_hiyori","19460073"
"","","0.5","","","946","","93","","0","19460074"
"0","","vo_fpc","","","946","","21","","vo_fpc_30610","19460075"
"1","0","122411","0","0","946","1","11","20","わー！","19460076"
"","","0.65","","","946","","93","","0","19460077"
"","","1.5","","","946","","93","","0","19460078"
"46_kyaru_surprise_loop","0.1","107811","1","0.1","946","","3","0","46_kyaru_surprise","19460079"
"46_tamaki_talk4_loop","0.1","107911","1","0.1","946","","3","","46_tamaki_talk4","19460080"
"0","","vo_fpc","","","946","","21","","vo_fpc_30611","19460081"
"1","0","107811","0","0","946","0.5","11","10","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","19460082"
"","","0","","","946","","91","","","19460083"
"","","115","","","946","","32","","0","19460084"
"0","","122411","","","946","","2","-180","-910","19460085"
"0","","115","","","946","","33","-180","-910","19460086"
"2.1606334841629","","122411","","","946","","2","-180","1000","19460087"
"2.1606334841629","","115","","","946","","33","-180","1000","19460088"
"","","115","","","946","","32","","1","19460089"
"","","se_10053800","","1","946","","23","0","se_10053800_946_hiyori","19460090"
"","","0.5","","","946","","93","","0","19460091"
"0","","vo_fpc","","","946","","21","","vo_fpc_30612","19460092"
"1","0","122411","0","0","946","1","11","20","たーのしー！","19460093"
"","","0.8","","","946","","93","","0","19460094"
"","","1.5","","","946","","93","","0","19460095"
"","","107911","","0.1","946","","3","1","46_cmn_run","19460096"
"","","107811","","0.1","946","","3","1","46_cmn_run","19460097"
"2.8657616892911","","107911","","","946","","2","-15","800","19460098"
"3.46907993966818","","107811","","","946","","2","-15","800","19460099"
"","","0","","","946","","91","","","19460100"
"-850","0","1","-180","1.75","947","cmn_float_r","1","22","129411","19470001"
"320","0","3","-180","1.75","947","empty","5","23","31","19470002"
"-1100","0","1","-125","1.75","947","cmn_float","1","12","129511","19470003"
"70","0","3","-125","1.75","947","empty","5","13","32","19470004"
"-900","0","26","-180","1.75","947","47_yuni_float","5","22","26","19470005"
"-180","","6","1","1","947","","31","-820","61","19470006"
"-180","","4","1","0","947","","31","320","41","19470007"
"-180","","103","1","0","947","","31","320","1031","19470008"
"-180","","124","1","0","947","","31","320","1241","19470009"
"-180","","9","1","0","947","","31","320","91","19470010"
"-180","","10","1","1","947","","31","850","101","19470011"
"-125","","6","1","1","947","","31","-1100","62","19470012"
"-125","","4","1","0","947","","31","70","42","19470013"
"-125","","103","1","0","947","","31","70","1032","19470014"
"-125","","124","1","0","947","","31","70","1242","19470015"
"-125","","9","1","0","947","","31","70","92","19470016"
"-125","","10","1","1","947","","31","850","102","19470017"
"-180","","102","1","1","947","","31","-900","26","19470018"
"0","","1009","1","0","947","","31","-975","1009","19470019"
"0","","1010","1","0","947","","31","-310","1010","19470020"
"30","","1011","1","0","947","","31","570","1011","19470021"
"","","se_10053800","","1","947","","23","1","se_fpc_water_random","19470022"
"","","19470021","","","947","","91","","","19470023"
"","","129411","","0.1","947","","3","1","cmn_float_r","19470024"
"6.88235294117647","","129411","12","","947","","2","-180","320","19470025"
"6.88235294117647","","61","12","","947","","33","-180","350","19470026"
"6.88235294117647","","129511","12","","947","","2","-125","70","19470027"
"6.88235294117647","","62","12","","947","","33","-125","70","19470028"
"6.88235294117647","","1009","12","","947","","33","0","195","19470029"
"","","1009","","","947","","32","","1","19470030"
"","","19470025","","","947","","91","","","19470031"
"4.55882352941176","","26","12","","947","","2","-180","-280","19470032"
"4.55882352941176","","26","12","","947","","33","-180","-280","19470033"
"","","19470032","","","947","","91","","","19470034"
"","","1009","","","947","","32","","0","19470035"
"0","","vo_fpc","","","947","","21","","vo_fpc_30701","19470036"
"1","0","26","0","0","947","0.5","11","5","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","19470037"
"","","0","","","947","","91","","","19470038"
"0","","vo_fpc","","","947","","21","","vo_fpc_30702","19470039"
"1","0","26","0","0","947","1","11","5","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","19470040"
"","","0","","","947","","91","","","19470041"
"47_cmn_surprise_loop","0.1","129511","1","0.1","947","","3","0","47_chieru_surprise_in","19470042"
"0.2","","62","12","","947","","33","-125","100","19470043"
"47_cmn_surprise_loop","0.1","129411","1","0.1","947","","3","0","47_kuroe_surprise_in","19470044"
"0","","vo_fpc","","","947","","21","","vo_fpc_30703","19470045"
"1","0","129411","0","0","947","0.5","11","17","ちょっ…\n何やってンのよ、探さんと…！","19470046"
"","","0","","","947","","91","","","19470047"
"cmn_swm_diving","0.1","129411","1","0.1","947","","3","0","47_cmn_diving_in","19470048"
"","","0.2","","","947","","93","","0","19470049"
"","","61","","","947","","32","","0","19470050"
"","","1031","","","947","","32","","1","19470051"
"","","91","","","947","","32","","1","19470052"
"1.59879336349925","","129411","","","947","","2","-180","850","19470053"
"1.59879336349925","","91","","","947","","33","-180","850","19470054"
"cmn_swm_diving","0.1","129511","1","0.1","947","","3","0","47_cmn_diving_in","19470055"
"","","0.2","","","947","","93","","0","19470056"
"","","62","","","947","","32","","0","19470057"
"","","1032","","","947","","32","","1","19470058"
"","","92","","","947","","32","","1","19470059"
"1.96078431372549","","129511","","","947","","2","-125","850","19470060"
"1.96078431372549","","92","","","947","","33","-125","850","19470061"
"","","19470060","","","947","","91","","","19470062"
"","","91","","","947","","32","","0","19470063"
"","","92","","","947","","32","","0","19470064"
"2.94117647058824","","129511","12","","947","","2","-125","70","19470065"
"2.94117647058824","","102","12","","947","","33","-125","70","19470066"
"","","129511","","0.1","947","","3","1","cmn_swm_diving_r","19470067"
"","","1","","","947","","93","","0","19470068"
"0","","vo_fpc","","","947","","21","","vo_fpc_30704","19470069"
"1","0","26","0","0","947","0.5","11","10","あった？","19470070"
"","","0.9","","","947","","93","","0","19470071"
"","","1","","","947","","93","","0","19470072"
"","","19470065","","","947","","91","","","19470073"
"47_yuni_surprise_loop","0.1","26","1","0.1","947","","3","0","47_yuni_surprise_in","19470074"
"47_cmn_item_loop","0.1","129511","1","0.1","947","","3","0","47_cmn_item_in","19470075"
"47_cmn_item_loop_book","0.1","32","1","0.1","947","","3","0","47_cmn_item_in_book","19470076"
"","","0.2","","","947","","93","","0","19470077"
"","","42","","","947","","32","","1","19470078"
"","","1242","","","947","","32","","1","19470079"
"","","102","","","947","","32","","0","19470080"
"0","","vo_fpc","","","947","","21","","vo_fpc_30705","19470081"
"1","0","129511","0","0","947","1","11","10","ユニ先輩の本がありました。","19470082"
"","","1.8","","","947","","93","","0","19470083"
"1.99849170437406","","129411","12","","947","","2","-180","320","19470084"
"1.99849170437406","","101","12","","947","","33","-180","320","19470085"
"","","129411","","0.1","947","","3","1","cmn_swm_diving_r","19470086"
"","","1.5","","","947","","93","","0","19470087"
"","","19470084","","","947","","91","","","19470088"
"47_cmn_item_loop","0.1","129411","1","0.1","947","","3","0","47_cmn_item_in","19470089"
"47_cmn_item_loop_weapon","0.1","31","1","0.1","947","","3","0","47_cmn_item_in_weapon","19470090"
"","","0.2","","","947","","93","","0","19470091"
"","","41","","","947","","32","","1","19470092"
"","","1241","","","947","","32","","1","19470093"
"","","101","","","947","","32","","0","19470094"
"0","","vo_fpc","","","947","","21","","vo_fpc_30706","19470095"
"1","70","129411","0","0","947","1","11","10","ユニ先輩の斧だか槍だかがありました。","19470096"
"","","0","","","947","","91","","","19470097"
"","","1011","","","947","","32","","1","19470098"
"0","","vo_fpc","","","947","","21","","vo_fpc_30707","19470099"
"1","140","26","0","730","947","1","11","8","ぽーん！\nドクター・ユニに警告！\nプールはゴミ箱じゃありません！","19470100"
"","","5.25","","","947","","93","","0","19470101"
"","","1.5","","","947","","93","","0","19470102"
"","","26","","0.3","947","","3","1","47_yuni_float","19470103"
"","","1010","","","947","","32","","1","19470104"
"","","1.5","","","947","","93","","0","19470105"
"cmn_float","0.1","129511","1","0.1","947","","3","0","47_cmn_float_in","19470106"
"empty","0.1","32","0","0.1","947","","3","0","47_cmn_float_in_book","19470107"
"cmn_float","0.1","129411","1","0.1","947","","3","0","47_cmn_float_in","19470108"
"empty","0.1","31","0","0.1","947","","3","0","47_cmn_float_in_weapon","19470109"
"","","1.1","","","947","","93","","0","19470110"
"3.07692307692308","","129411","","","947","","2","-180","1000","19470111"
"3.07692307692308","","41","","","947","","33","-180","1000","19470112"
"5.79185520361991","","26","","","947","","2","-180","1000","19470113"
"5.79185520361991","","26","","","947","","33","-180","1000","19470114"
"4.20814479638009","","129511","","","947","","2","-125","1000","19470115"
"4.20814479638009","","42","","","947","","33","-125","1000","19470116"
"","","19470113","","","947","","91","","","19470117"
"","","se_10053800","","","951","","23","","se_fpc_water_random","19510001"
"-850","0","1","-180","1.75","951","cmn_float_monster_01","5","22","1","19510002"
"15","","1","","","951","","2","-180","850","19510003"
"","","se_10053800","","","952","","23","","se_fpc_water_random","19520001"
"-850","0","1","-180","1.75","952","cmn_float_monster_02","5","22","1","19520002"
"15","","1","","","952","","2","-180","850","19520003"
"","","se_10053800","","","953","","23","","se_fpc_water_random","19530001"
"-850","0","1","-180","1.75","953","cmn_float_monster_03","5","22","1","19530002"
"15","","1","","","953","","2","-180","850","19530003"
"","","se_10053800","","","954","","23","","se_fpc_water_random","19540001"
"-850","0","1","-180","1.75","954","cmn_float_monster_04","5","22","1","19540002"
"15","","1","","","954","","2","-180","850","19540003"
"","","se_10053800","","","955","","23","","se_fpc_water_random","19550001"
"-850","0","1","-180","1.75","955","cmn_float_monster_05","5","22","1","19550002"
"15","","1","","","955","","2","-180","850","19550003"
"","","se_10053800","","","956","","23","","se_fpc_water_random","19560001"
"-850","0","1","-180","1.75","956","cmn_float_monster_06","5","22","1","19560002"
"15","","1","","","956","","2","-180","850","19560003"
"","","se_10053800","","","957","","23","","se_fpc_water_random","19570001"
"-850","0","1","-180","1.75","957","cmn_float_monster_07","5","22","1","19570002"
"15","","1","","","957","","2","-180","850","19570003"
"","","se_10053800","","","958","","23","","se_fpc_water_random","19580001"
"-850","0","1","-180","1.75","958","cmn_float_monster_08","5","22","1","19580002"
"15","","1","","","958","","2","-180","850","19580003"
"","","se_10053800","","","959","","23","","se_fpc_water_random","19590001"
"-850","0","1","-180","1.75","959","cmn_float_monster_09","5","22","1","19590002"
"15","","1","","","959","","2","-180","850","19590003"
"","","se_10053800","","","960","","23","","se_fpc_water_random","19600001"
"-850","0","1","-180","1.75","960","cmn_float_monster_10","5","22","1","19600002"
"15","","1","","","960","","2","-180","850","19600003"
"","","se_10053800","","","961","","23","","se_fpc_water_random","19610001"
"-850","0","1","-180","1.75","961","cmn_float_monster_11","5","22","1","19610002"
"15","","1","","","961","","2","-180","850","19610003"
"","","se_10053800","","","962","","23","","se_fpc_water_random","19620001"
"-850","0","1","-180","1.75","962","cmn_float_monster_12","5","22","1","19620002"
"15","","1","","","962","","2","-180","850","19620003"
"","","se_10053800","","","963","","23","","se_fpc_water_random","19630001"
"-850","0","1","-180","1.75","963","cmn_float_monster_13","5","22","1","19630002"
"15","","1","","","963","","2","-180","850","19630003"
"","","se_10053800","","","964","","23","","se_fpc_water_random","19640001"
"-850","0","1","-180","1.75","964","cmn_float_monster_14","5","22","1","19640002"
"15","","1","","","964","","2","-180","850","19640003"
"","","se_10053800","","","965","","23","","se_fpc_water_random","19650001"
"-850","0","1","-180","1.75","965","cmn_float_monster_15","5","22","1","19650002"
"15","","1","","","965","","2","-180","850","19650003"
"","","se_10053800","","","966","","23","","se_fpc_water_random","19660001"
"-850","0","1","-180","1.75","966","cmn_float_monster_16","5","22","1","19660002"
"15","","1","","","966","","2","-180","850","19660003"
"","","se_10053800","","","970","","23","","se_fpc_water_random","19700001"
"-850","0","1","-180","1.75","970","cmn_float_item_01_Ball","5","22","1","19700002"
"15","","1","","","970","","2","-180","850","19700003"
"","","se_10053800","","","971","","23","","se_fpc_water_random","19710001"
"-850","0","1","-180","1.75","971","cmn_float_item_02_Ring","5","22","1","19710002"
"15","","1","","","971","","2","-180","850","19710003"
"","","se_10053800","","","972","","23","","se_fpc_water_random","19720001"
"-850","0","1","-180","1.75","972","cmn_float_item_03_Fish","5","22","1","19720002"
"15","","1","","","972","","2","-180","850","19720003"
"","","se_10053800","","","973","","23","","se_fpc_water_random","19730001"
"-850","0","1","-180","1.75","973","cmn_float_item_04_Shell","5","22","1","19730002"
"15","","1","","","973","","2","-180","850","19730003"
"","","se_10053800","","","974","","23","","se_fpc_water_random","19740001"
"-850","0","1","-180","1.75","974","cmn_float_item_05_Fruit","5","22","1","19740002"
"15","","1","","","974","","2","-180","850","19740003"
"","","se_10053800","","","975","","23","","se_fpc_water_random","19750001"
"-850","0","1","-180","1.75","975","cmn_float_item_06_Dolphin","5","22","1","19750002"
"15","","1","","","975","","2","-180","850","19750003"
"","","se_10053800","","","976","","23","","se_fpc_water_random","19760001"
"-850","0","1","-180","1.75","976","cmn_float_item_07_balloon","5","22","1","19760002"
"15","","1","","","976","","2","-180","850","19760003"
"","","se_10053800","","","977","","23","","se_fpc_water_random","19770001"
"-850","0","1","-180","1.75","977","cmn_float_item_08_Petigryphon","5","22","1","19770002"
