f4f0f310685cfe336af506dd8694eecc2f82782869a64c735f18bb78bb12bcce,b53646cf1ef8dcc5298b590261f078e1e5f352fbd7a1da7586e1a7f9b044ff06,994d2df8755660cedd0fbb7b6a507fa1c4ceb7af082d659c03f73699ca9ba49e,15a2044578aa738c6f2c2d0436457210252f00423992dba11ee0c2de8f2309ab,baea566145a7b5626ff774877b84193ba699d779c85613976704b6cba228a283,5bd157e08010df47a706f05c59f50b1b2b20b3cdf198f71b96c23598ebd0d8d5,f17e495600ffa8fb9fa3b9975afee061f2d3a127e2a188b66148603af2335154,e665c0bc55f78257bd061a51a1c7dad81fa1e1f165fe66e1e54d710eea13c017,79183d7069354f8e1bed69b5a042467cf41b3b2a31f3d2dfc2f039ec091c4c8d,afa40dc4bcd9c58298cf5a5bf0a09e30e6a788ef7749fde422de061ca09a2eb3,aee9a77a353090536d72d3248bf7c0a3dce6bd62d439a7adc552bae37e1399a4
"7","idle_normal","52","0","1.75","-510","7","5","-263","1021603","1021603007"
"11","empty","55","0","1.75","-510","11","5","-263","1021603","1021603008"
"1","","0","","1","0","1","31","1","1021603","1021603009"
"2","","0","","1","50","2","31","1","1021603","1021603010"
"7","","180","","0","-30","7","31","0.85","1021603","1021603011"
"2","","","","","","panzer_3","37","","1021603","1021603012"
"1","","","","","","","141","","1021603","1021603013"
"0","","","","","","","91","","1021603","1021603014"
"bgm_M71","","","","","","bgm_M71","25","","1021603","1021603015"
"1","","","","","","0","93","","1021603","1021603016"
"3","","0","0","0.2","anger_talk_Anger2","angerJump_in_Anger2","3","1","1021603","1021603017"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_000","21","","1021603","1021603018"
"3","0","10","0","0","1","ちょっとーっ！\nこれ、ぜんぜん違うじゃない！！","11","1","1021603","1021603019"
"0","","","","","","","91","","1021603","1021603020"
"3","","1","","0.2","","anger_idle_sad","3","","1021603","1021603021"
"2","","1","","0.2","","surprise_talk","3","","1021603","1021603022"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_001","21","","1021603","1021603023"
"2","0","10","0","0","1","違う……とは、ふむ、\nこのキュートな装甲のことで\nございますか？","11","1","1021603","1021603024"
"0","","","","","","","91","","1021603","1021603025"
"2","","1","","0.2","","idle_normal","3","","1021603","1021603026"
"3","","1","","0.2","","anger_talk_shy","3","","1021603","1021603027"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_002","21","","1021603","1021603028"
"3","0","10","0","0","1","あたしが乗った『ティーガーＩ』は、\nもっとこう、重厚感っていうか……\nでっかくて、どっしりしててさ……","11","1","1021603","1021603029"
"0","","","","","","","91","","1021603","1021603030"
"3","","1","","0.2","","anger_idle_sad","3","","1021603","1021603031"
"1","","0","0","0.2","gutsB_talk_joy","gutsB_in_joy","3","1","1021603","1021603032"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_003","21","","1021603","1021603033"
"1","0","10","0","0","1","おにぎりみたいな形にしたら、\nおいしそうかな～って♪","11","1","1021603","1021603034"
"0","","","","","","","91","","1021603","1021603035"
"1","","1","","0.2","","gutsB_idle_joy1_room","3","","1021603","1021603036"
"3","","1","","0.2","","anger_quake_Ex0012","3","","1021603","1021603037"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_004","21","","1021603","1021603038"
"3","0","10","0","0","1","戦車においしさは求めてないんだけど！\n……ったく、案の定、\n犯人はアホリーヌね……！","11","1","1021603","1021603039"
"0","","","","","","","91","","1021603","1021603040"
"3","","1","","0.2","","idle_normal","3","","1021603","1021603041"
"6","","1","","0.2","","cool_talk","3","","1021603","1021603042"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_005","21","","1021603","1021603043"
"6","0","10","0","0","1","みほ、彼女はどうやら\n豆戦車を求めていたわけでは\nなかったらしいな。","11","1","1021603","1021603044"
"0","","","","","","","91","","1021603","1021603045"
"6","","1","","0.2","","cool_idle","3","","1021603","1021603046"
"5","","1","","0.2","","see_talk","3","","1021603","1021603047"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_006","21","","1021603","1021603048"
"5","0","10","0","0","1","ペコさんの相談に乗ってて、\nかわいいのが作りたいんだって\n勘違いしちゃってたかも……","11","1","1021603","1021603049"
"0","","","","","","","91","","1021603","1021603050"
"5","","1","","0.2","","see_idle_Ex0012","3","","1021603","1021603051"
"7","","1","","0.4","","thinkB_loop_sad","3","","1021603","1021603052"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_007","21","","1021603","1021603053"
"7","0","10","3","0","1","どうするの？\n重戦車と豆戦車じゃ、感覚も違うし。\nキャルたちじゃ、\n操縦は難しいかもね……","11","1","1021603","1021603054"
"0","","","","","","","91","","1021603","1021603055"
"7","","1","","0.2","","thinkB_loop_Normal","3","","1021603","1021603056"
"3","","0","0","0.2","doya_talk","doya_in","3","1","1021603","1021603057"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_008","21","","1021603","1021603058"
"3","0","10","0","0","1","何言ってんのよ、\nその、たんけって？　ってやつだって\nばっちり乗りこなしてやるわ♪","11","1","1021603","1021603059"
"0","","","","","","","91","","1021603","1021603060"
"3","","1","","0.2","","doya_idle","3","","1021603","1021603061"
"1","","","","","","1","4","","1021603","1021603062"
"2","","","","","","1","4","","1021603","1021603063"
"1","","1","0","0.2","","idle_normal","3","","1021603","1021603064"
"2","","1","0","0.2","","idle_normal","3","","1021603","1021603065"
"5","","1","0","0.2","","idle_normal","3","","1021603","1021603066"
"7","","1","0","0.2","","idle_normal","3","","1021603","1021603067"
"6","","1","","0.2","","cool_talk","3","","1021603","1021603068"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_009","21","","1021603","1021603069"
"6","0","10","0","0","1","豆戦車がベースとはいえ、\n砲身は本格的なものを採用している。\n魔物を圧倒できる火力を\n十分に備えているぞ。","11","1","1021603","1021603070"
"0","","","","","","","91","","1021603","1021603071"
"6","","","","","","1","4","","1021603","1021603072"
"6","","0","0","0.2","armcrossed_talk_Talk2","armcrossed_in_Talk2","3","1","1021603","1021603073"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_010","21","","1021603","1021603074"
"6","0","10","0","0","1","さて、装甲が整ったなら、\nあと一つ、大事なものがある。\n……そうだな？　みほ。エリカ。","11","1","1021603","1021603075"
"0","","","","","","","91","","1021603","1021603076"
"6","","1","","0.2","","armcrossed_idle_normal","3","","1021603","1021603077"
"3","","0","0","0.2","surprise_talk_shy","surprise_in_shy","3","1","1021603","1021603078"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_011","21","","1021603","1021603079"
"3","0","10","0","0","1","……な、なに？","11","1","1021603","1021603080"
"0","","","","","","","91","","1021603","1021603081"
"3","","1","","0.2","","idle_normal","3","","1021603","1021603082"
"3","","","","","","","26","","1021603","1021603083"
"7","","0","0","0.2","pointingB_loop_normal2","pointingB_in_normal2","3","1","1021603","1021603084"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_012","21","","1021603","1021603085"
"7","0","10","3","0","1","それは──エンブレムよ！","11","1","1021603","1021603086"
"0","","","","","","","91","","1021603","1021603087"
"7","","1","","0.2","","cool_idle","3","","1021603","1021603088"
"6","","","","","","0","4","","1021603","1021603089"
"bgm_MC345","","","","","","bgm_MC345_02","25","","1021603","1021603090"
"2","","1","","0.3","","sad_talk_Surprise1","3","","1021603","1021603091"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_013","21","","1021603","1021603092"
"2","0","10","0","0","1","エンブレム……\nあのティーガーさまにも装着されていた\n『黒森峰』の雄々しき校章で\nございますね。","11","1","1021603","1021603093"
"0","","","","","","","91","","1021603","1021603094"
"2","","1","","0.2","","sad_idle_Joy","3","","1021603","1021603095"
"5","","0","0","0.2","gutsB_talk","gutsB_in","3","1","1021603","1021603096"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_014","21","","1021603","1021603097"
"5","0","10","0","0","1","うん。\n大洗でみんなが乗った戦車にも、\n『大洗女子学園』の校章が\n塗装されてたでしょ？","11","1","1021603","1021603098"
"0","","","","","","","91","","1021603","1021603099"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_015","21","","1021603","1021603100"
"5","0","10","0","0","1","『黒森峰』とは\nまた雰囲気も違う、\n親しみやすいデザインで……","11","1","1021603","1021603101"
"0","","","","","","","91","","1021603","1021603102"
"5","","1","","0.2","","wish_talk_Ex0007","3","","1021603","1021603103"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_016","21","","1021603","1021603104"
"5","0","10","0","0","1","エンブレムは、\nそれぞれのチームの象徴で、\n団結の証、\nみたいなものかな！","11","1","1021603","1021603105"
"0","","","","","","","91","","1021603","1021603106"
"5","","1","","0.4","","joy_idle_Normal","3","","1021603","1021603107"
"1","","","","","","0","4","","1021603","1021603108"
"2","","","","","","0","4","","1021603","1021603109"
"5","","1","0","0.2","","idle_normal","3","","1021603","1021603110"
"2","","1","0","0.2","","idle_normal","3","","1021603","1021603111"
"4","","1","","0.2","","joy_talk","3","","1021603","1021603112"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_017","21","","1021603","1021603113"
"4","0","10","0","0","1","ねえ、私たちも\nぜひ付けましょうよ。\n私たちだけのエンブレム！","11","1","1021603","1021603114"
"0","","","","","","","91","","1021603","1021603115"
"4","","1","","0.2","","idle_normal_Ex0011","3","","1021603","1021603116"
"2","","1","","0.2","","surprise_talk_Nomal2","3","","1021603","1021603117"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_018","21","","1021603","1021603118"
"2","0","10","0","0","1","妙案でございます。\nわたくしたち【美食殿】の絆の証、\nこの車体の上に\nぜひとも輝かせましょう！","11","1","1021603","1021603119"
"0","","","","","","","91","","1021603","1021603120"
"2","","1","","0.2","","surprise_idle_joy","3","","1021603","1021603121"
"1","","0","0","0.2","eieio_loop","eieio_in","3","1","1021603","1021603122"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_019","21","","1021603","1021603123"
"1","0","10","0","0","1","さんせーい☆\nわくわくしてきましたねっ☆","11","1","1021603","1021603124"
"0","","","","","","","91","","1021603","1021603125"
"1","","1","","0.2","","idle_normal","3","","1021603","1021603126"
"3","","1","","0.2","","joy_talk_Surprise1","3","","1021603","1021603127"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_020","21","","1021603","1021603128"
"3","0","10","0","0","1","ね、\nデザインはどうするのよ？","11","1","1021603","1021603129"
"0","","","","","","","91","","1021603","1021603130"
"3","","1","","0.2","","idle_normal","3","","1021603","1021603131"
"2","","1","","0.2","","surprise_talk","3","","1021603","1021603132"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_021","21","","1021603","1021603133"
"2","0","10","0","0","1","ふむ。\nわたくしたちの\n大切な戦車です。","11","1","1021603","1021603134"
"0","","","","","","","91","","1021603","1021603135"
"2","","1","","0.3","","guid_talk","3","","1021603","1021603136"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_022","21","","1021603","1021603137"
"2","0","10","0","0","1","どんなモチーフにするか、\n一人ずつ案を出し合って\n良いものを決めるのは\nいかがでしょうか。","11","1","1021603","1021603138"
"0","","","","","","","91","","1021603","1021603139"
"2","","1","","0.2","","idle_normal_joy","3","","1021603","1021603140"
"4","","1","","0.2","","surprise_talk_joy","3","","1021603","1021603141"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_023","21","","1021603","1021603142"
"4","0","10","0","0","1","いいわね、それ！\nそれじゃあ私は……","11","1","1021603","1021603143"
"0","","","","","","","91","","1021603","1021603144"
"4","","1","","0.2","","joy_talk","3","","1021603","1021603145"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_024","21","","1021603","1021603146"
"4","0","10","0","0","1","フォークとナイフ、\nなんてどうかしら。\n【美食殿】らしいと思うの。","11","1","1021603","1021603147"
"0","","","","","","","91","","1021603","1021603148"
"4","","1","","0.2","","idle_normal_Ex0011","3","","1021603","1021603149"
"1","","","","","","0","4","","1021603","1021603150"
"1","","1","","0.2","","anger_talk_joy","3","","1021603","1021603151"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_025","21","","1021603","1021603152"
"1","0","10","0","0","1","わたしはワイルドボアの\n骨付き肉がいいです☆\nおいしいんですよ♪","11","1","1021603","1021603153"
"0","","","","","","","91","","1021603","1021603154"
"1","","1","","0.2","","anger_idle_joy1_room","3","","1021603","1021603155"
"3","","0","0","0.2","angry_talk","angry_in","3","1","1021603","1021603156"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_026","21","","1021603","1021603157"
"3","0","10","0","0","1","自信満々に\n魔物料理を入れるなーっ！","11","1","1021603","1021603158"
"0","","","","","","","91","","1021603","1021603159"
"3","","1","","0.2","","angry_loop","3","","1021603","1021603160"
"1","","0","0","0.2","watchB_loop_Ex0004","watchB_in_Ex0004","3","1","1021603","1021603161"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_027","21","","1021603","1021603162"
"1","0","10","0","0","1","じゃあじゃあっ、\nキャルちゃんのほっぺはどうですか？\nとってもおいしそうですし♪","11","1","1021603","1021603163"
"0","","","","","","","91","","1021603","1021603164"
"1","","1","","0.2","","watchB_loop_Ex0010","3","","1021603","1021603165"
"3","","0","0","0.2","panic_loop_Ex0002","panic_in_Ex0002","3","1","1021603","1021603166"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_028","21","","1021603","1021603167"
"3","0","10","0","0","1","あたしを食材のほうに含めるな！\nふしゃー！","11","1","1021603","1021603168"
"0","","","","","","","91","","1021603","1021603169"
"3","","0","0","0.2","doya_idle_talk","doya_idle_angry","3","1","1021603","1021603170"
"1","","1","0","0.2","","idle_normal_talk","3","","1021603","1021603171"
"2","","1","0","0.2","","sad_idle_talk","3","","1021603","1021603172"
"4","","1","0","0.2","","idle_normal_talk","3","","1021603","1021603173"
"7","","1","0","0.2","","cool_idle_sad","3","","1021603","1021603174"
"7","","","","","","1","32","","1021603","1021603175"
"5","","0","0","0.2","wish_talk_Ex0007","wish_in_Ex0007","3","1","1021603","1021603176"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_029","21","","1021603","1021603177"
"5","0","10","0","0","1","ふふっ……♪　楽しそうだなあ……\nわたしたちにも３人で冒険した\n記念のエンブレムとか、\nあったらいいのにね。","11","1","1021603","1021603178"
"0","","","","","","","91","","1021603","1021603179"
"5","","1","","0.2","","wish_idle_Ex0011","3","","1021603","1021603180"
"6","","","","","","1","4","","1021603","1021603181"
"7","","0","0","0.2","notice_loop_Ex0017","notice_in_Ex0017","3","1","1021603","1021603182"
"6","","0","0","0.2","cool_talk","cool_in","3","1","1021603","1021603183"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_030","21","","1021603","1021603184"
"6","0","10","0","0","1","どうだ、エリカ。","11","1","1021603","1021603185"
"0","","","","","","","91","","1021603","1021603186"
"6","","1","","0.2","","cool_idle","3","","1021603","1021603187"
"5","","","","","","1","4","","1021603","1021603188"
"7","","0","0.2","0.2","idle_normal_Ex0018","thinkB_in_EX0015","3","1","1021603","1021603189"
"11","","0","0.2","0","idle_normal_Ex0018","thinkB_in_EX0015","3","1","1021603","1021603190"
"vo_adv_5216063","","0","","","0","vo_adv_5216063_031","21","","1021603","1021603191"
"7","0","4","3","0","1","…………\n……\n……考えておきます。","11","1","1021603","1021603192"
