847d1baabc72a1d6643691e8a83572f193b5433c6afa8c0ec7137c39d97108c4,f52362898b48628eb38b625de898fec0e28fc197c7d7ee960f1214fb2f0b0d5f,74e757f1514a4278e851df4917176e518375c1375c7e73802efacb41b6e065f1,d258b74fba357726ed10b57720619eafbacc9644c4dfc1c5456b5f6b73673b4c,f280be45ef6880481fb87e82241583146864f6cfec00c410d0e321f1bf88898a,663eb2dd517f98040a604e3a0c7d4d90bf254e59ac087dece8d30ddcb4ae8401,66c954a680e1dc97970461bec8a938640d4c0feea27d6195e103bd64a246f0c8,8dd78b166dfa8dd4df16cc02fc666ac7afada5e4ea5262f80139b76091635fde,d926c1cbf2ec0e8e55fd05fee626ab358e723e788e173458e2a058dfc9bd087e,a964f3bc3ca8dd42bdd3500881a56ed8f234c25c62d07761e11e490f41669f83,8ac05dbe241e146026bdb1e87ae997f39ae9cea5a48924ad2729fdf12c959ea8
"1","11","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","0","0","5","1","19450033","945","122611","0"
"","91","","","","","","19450034","945","0",""
"","3","45_makoto_idle","","0.1","1","","19450035","945","110411",""
"0","21","vo_fpc_30505","","","","","19450036","945","vo_fpc",""
"1","11","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","0","0","9","0.5","19450037","945","110411","0"
"","91","","","","","","19450038","945","0",""
"cmn_swm_dogscratch","3","45_makoto_dogscratch_in","0.1","0.1","0","","19450039","945","110411","1"
"","93","0","","","","","19450040","945","0.5",""
"","32","0","","","","","19450041","945","1104111",""
"","32","1","","","","","19450042","945","117",""
"4.07239819004525","2","1050","","","-125","","19450043","945","110411","0"
"4.07239819004525","33","1050","","","-125","","19450044","945","117","0"
"45_yui_idle_2","3","45_yui_notice","0.1","0.1","0","","19450045","945","122611","1"
"45_yui_idle","3","45_yui_notice","0.1","0.1","0","","19450046","945","1","1"
"0","21","vo_fpc_30506","","","","","19450047","945","vo_fpc",""
"1","11","あ、マコトちゃん？\n待ってよー！","0","0","12","1","19450048","945","122611","0"
"","91","","","","","","19450049","945","0",""
"","3","45_yui_cmn_swm_tread","","0.1","1","","19450050","945","122611",""
"","3","cmn_swm_tread_pink","","0.1","1","","19450051","945","1",""
"4.75113122171946","2","850","","","-180","","19450052","945","122611","0"
"4.75113122171946","2","850","","","-180","","19450053","945","1","0"
"4.75113122171946","33","850","","","-180","","19450054","945","1226113","0"
"","93","0","","","","","19450055","945","3",""
"","32","1","","","","","19450056","945","111",""
"45_eriko_float_loop","3","45_eriko_float_in","0.1","0.1","0","","19450057","945","23","1"
"","93","0","","","","","19450058","945","2",""
"0","21","vo_fpc_30507","","","","","19450059","945","vo_fpc",""
"1","11","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","0","0","3","3","19450060","945","23","0"
"","93","0","","","","","19450061","945","16.7666666666667",""
"","93","0","","","","","19450062","945","1.5",""
"","91","","","","","","19450063","945","19450060",""
"","3","45_eriko_float_end","","0.1","0","","19450064","945","23",""
"","93","0","","","","","19450065","945","3",""
"","91","","","","","","19450066","945","0",""
"-800","1","107911","0","1.4875","12","cmn_walk","19460001","946","1","-15"
"-1000","1","107811","0","1.4875","12","cmn_walk","19460002","946","1","-15"
"-910","1","122411","0","1.75","22","cmn_swm_flutterKick","19460003","946","1","-180"
"-180","31","122411","","1","-910","","19460004","946","1","1"
"-180","31","115","","1","-910","","19460005","946","1","1"
"","23","se_fpc_water_random","","1","1","","19460006","946","se_10053800",""
"","91","0","","","","","19460007","946","19460005",""
"","93","0","","","","","19460008","946","0.3",""
"","3","cmn_walk","","0.1","1","","19460009","946","107811",""
"3.82352941176471","2","-150","","","-15","","19460010","946","107911",""
"3.82352941176471","2","-350","","","-15","","19460011","946","107811",""
"","91","","","","","","19460012","946","",""
"46_tamaki_talk_loop","3","46_tamaki_talk","0.1","0.1","","","19460013","946","107911","1"
"46_kyaru_idle_jitome_loop","3","46_kyaru_idle_jitome","0.1","0.1","","","19460014","946","107811","1"
"0","21","vo_fpc_30601","","","","","19460015","946","vo_fpc",""
"1","11","みんなあれだけ泳いで\nよく飽きないわね～","0","0","6","1","19460016","946","107811","0"
"","91","","","","","","19460017","946","0",""
"0","21","vo_fpc_30602","","","","","19460018","946","vo_fpc",""
"1","11","うん？\nもしかして水場は苦手にゃ？","0","0","8","1","19460019","946","107911","0"
"","91","","","","","","19460020","946","0",""
"46_kyaru_talk_loop","3","46_kyaru_talk","0.1","0.1","","","19460021","946","107811","1"
"0","21","vo_fpc_30603","","","","","19460022","946","vo_fpc",""
"1","11","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","0","0","6","1","19460023","946","107811","0"
"","91","","","","","","19460024","946","0",""
"46_tamaki_nod_loop","3","46_tamaki_nod","0.1","0.1","","","19460025","946","107911","1"
"0","21","vo_fpc_30604","","","","","19460026","946","vo_fpc",""
"1","11","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","0","0","7","0.5","19460027","946","107911","0"
"","91","","","","","","19460028","946","0",""
"8.64253393665158","2","1000","","","-180","","19460029","946","122411",""
"8.64253393665158","33","1000","","","-180","","19460030","946","122411",""
"","93","0","","","","","19460031","946","3",""
"46_hiyori_flutterKick_handWave_loop","3","46_hiyori_flutterKick_handWave","0.1","0.1","0","","19460032","946","122411","1"
"0","21","vo_fpc_30605","","","","","19460033","946","vo_fpc",""
"1","11","あ、やっほー！","0","0","10","1","19460034","946","122411","0"
"","93","0","","","","","19460035","946","2",""
"46_tamaki_handwave_loop","3","46_tamaki_handwave","0.1","0.1","","","19460036","946","107911","1"
"46_kyaru_idle_smile_loop","3","46_kyaru_idle_smile","0.1","0.1","","","19460037","946","107811","1"
"","93","0","","","","","19460038","946","1.5",""
"0","21","vo_fpc_30606","","","","","19460039","946","vo_fpc",""
"1","11","やっほー\nまあ、当然例外もいるけどにゃ。","0","0","6","1","19460040","946","107911","0"
"","91","","","","","","19460041","946","0",""
"46_tamaki_talk2_loop","3","46_tamaki_talk2","0.1","0.1","0","","19460042","946","107911","1"
"0","21","vo_fpc_30607","","","","","19460043","946","vo_fpc",""
"1","11","そうね。\n…にしても元気ねえ。","0","0","5","0.5","19460044","946","107811","0"
"","91","","","","","","19460045","946","0",""
"46_kyaru_idle_normal_loop","3","46_kyaru_idle_normal","0.1","0.1","0","","19460046","946","107811","1"
"","93","0","","","","","19460047","946","0.5",""
"","32","0","","","","","19460048","946","115",""
"","32","0","","","","","19460049","946","122411",""
"0","2","-910","","","-180","","19460050","946","122411",""
"0","33","-910","","","-180","","19460051","946","115",""
"4.80140774258421","2","1000","","","-180","","19460052","946","122411",""
"4.80140774258421","33","1000","","","-180","","19460053","946","115",""
"","32","1","","","","","19460054","946","115",""
"","3","46_hiyori_flutterKickFast","","0.1","1","","19460055","946","122411",""
"","93","0","","","","","19460056","946","1.5",""
"0","21","vo_fpc_30608","","","","","19460057","946","vo_fpc",""
"1","11","わーい！","0","0","15","1","19460058","946","122411","0"
"","93","0","","","","","19460059","946","0.766666666666667",""
"","93","0","","","","","19460060","946","1.5",""
"","91","","","","","","19460061","946","19460052",""
"46_tamaki_talk3_loop","3","46_tamaki_talk3","0.1","0.1","","","19460062","946","107911","1"
"0","21","vo_fpc_30609","","","","","19460063","946","vo_fpc",""
"1","11","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","0","0","10","0.5","19460064","946","107911","0"
"","91","","","","","","19460065","946","0",""
"46_kyaru_idle_normal2_loop","3","46_kyaru_idle_normal2","0.1","0.1","0","","19460066","946","107811","1"
"","32","0","","","","","19460067","946","115",""
"0","2","-910","","","-180","","19460068","946","122411",""
"0","33","-910","","","-180","","19460069","946","115",""
"2.1606334841629","2","1000","","","-180","","19460070","946","122411",""
"2.1606334841629","33","1000","","","-180","","19460071","946","115",""
"","32","1","","","","","19460072","946","115",""
"","23","se_10053800_946_hiyori","","1","0","","19460073","946","se_10053800",""
"","93","0","","","","","19460074","946","0.5",""
"0","21","vo_fpc_30610","","","","","19460075","946","vo_fpc",""
"1","11","わー！","0","0","20","1","19460076","946","122411","0"
"","93","0","","","","","19460077","946","0.65",""
"","93","0","","","","","19460078","946","1.5",""
"46_kyaru_surprise_loop","3","46_kyaru_surprise","0.1","0.1","0","","19460079","946","107811","1"
"46_tamaki_talk4_loop","3","46_tamaki_talk4","0.1","0.1","","","19460080","946","107911","1"
"0","21","vo_fpc_30611","","","","","19460081","946","vo_fpc",""
"1","11","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","0","0","10","0.5","19460082","946","107811","0"
"","91","","","","","","19460083","946","0",""
"","32","0","","","","","19460084","946","115",""
"0","2","-910","","","-180","","19460085","946","122411",""
"0","33","-910","","","-180","","19460086","946","115",""
"2.1606334841629","2","1000","","","-180","","19460087","946","122411",""
"2.1606334841629","33","1000","","","-180","","19460088","946","115",""
"","32","1","","","","","19460089","946","115",""
"","23","se_10053800_946_hiyori","","1","0","","19460090","946","se_10053800",""
"","93","0","","","","","19460091","946","0.5",""
"0","21","vo_fpc_30612","","","","","19460092","946","vo_fpc",""
"1","11","たーのしー！","0","0","20","1","19460093","946","122411","0"
"","93","0","","","","","19460094","946","0.8",""
"","93","0","","","","","19460095","946","1.5",""
"","3","46_cmn_run","","0.1","1","","19460096","946","107911",""
"","3","46_cmn_run","","0.1","1","","19460097","946","107811",""
"2.8657616892911","2","800","","","-15","","19460098","946","107911",""
"3.46907993966818","2","800","","","-15","","19460099","946","107811",""
"","91","","","","","","19460100","946","0",""
"-850","1","129411","0","1.75","22","cmn_float_r","19470001","947","1","-180"
"320","5","31","0","1.75","23","empty","19470002","947","3","-180"
"-1100","1","129511","0","1.75","12","cmn_float","19470003","947","1","-125"
"70","5","32","0","1.75","13","empty","19470004","947","3","-125"
"-900","5","26","0","1.75","22","47_yuni_float","19470005","947","26","-180"
"-180","31","61","","1","-820","","19470006","947","6","1"
"-180","31","41","","0","320","","19470007","947","4","1"
"-180","31","1031","","0","320","","19470008","947","103","1"
"-180","31","1241","","0","320","","19470009","947","124","1"
"-180","31","91","","0","320","","19470010","947","9","1"
"-180","31","101","","1","850","","19470011","947","10","1"
"-125","31","62","","1","-1100","","19470012","947","6","1"
"-125","31","42","","0","70","","19470013","947","4","1"
"-125","31","1032","","0","70","","19470014","947","103","1"
"-125","31","1242","","0","70","","19470015","947","124","1"
"-125","31","92","","0","70","","19470016","947","9","1"
"-125","31","102","","1","850","","19470017","947","10","1"
"-180","31","26","","1","-900","","19470018","947","102","1"
"0","31","1009","","0","-975","","19470019","947","1009","1"
"0","31","1010","","0","-310","","19470020","947","1010","1"
"30","31","1011","","0","570","","19470021","947","1011","1"
"","23","se_fpc_water_random","","1","1","","19470022","947","se_10053800",""
"","91","","","","","","19470023","947","19470021",""
"","3","cmn_float_r","","0.1","1","","19470024","947","129411",""
"6.88235294117647","2","320","","","-180","","19470025","947","129411","12"
"6.88235294117647","33","350","","","-180","","19470026","947","61","12"
"6.88235294117647","2","70","","","-125","","19470027","947","129511","12"
"6.88235294117647","33","70","","","-125","","19470028","947","62","12"
"6.88235294117647","33","195","","","0","","19470029","947","1009","12"
"","32","1","","","","","19470030","947","1009",""
"","91","","","","","","19470031","947","19470025",""
"4.55882352941176","2","-280","","","-180","","19470032","947","26","12"
"4.55882352941176","33","-280","","","-180","","19470033","947","26","12"
"","91","","","","","","19470034","947","19470032",""
"","32","0","","","","","19470035","947","1009",""
"0","21","vo_fpc_30701","","","","","19470036","947","vo_fpc",""
"1","11","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","0","0","5","0.5","19470037","947","26","0"
"","91","","","","","","19470038","947","0",""
"0","21","vo_fpc_30702","","","","","19470039","947","vo_fpc",""
"1","11","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","0","0","5","1","19470040","947","26","0"
"","91","","","","","","19470041","947","0",""
"47_cmn_surprise_loop","3","47_chieru_surprise_in","0.1","0.1","0","","19470042","947","129511","1"
"0.2","33","100","","","-125","","19470043","947","62","12"
"47_cmn_surprise_loop","3","47_kuroe_surprise_in","0.1","0.1","0","","19470044","947","129411","1"
"0","21","vo_fpc_30703","","","","","19470045","947","vo_fpc",""
"1","11","ちょっ…\n何やってンのよ、探さんと…！","0","0","17","0.5","19470046","947","129411","0"
"","91","","","","","","19470047","947","0",""
"cmn_swm_diving","3","47_cmn_diving_in","0.1","0.1","0","","19470048","947","129411","1"
"","93","0","","","","","19470049","947","0.2",""
"","32","0","","","","","19470050","947","61",""
"","32","1","","","","","19470051","947","1031",""
"","32","1","","","","","19470052","947","91",""
"1.59879336349925","2","850","","","-180","","19470053","947","129411",""
"1.59879336349925","33","850","","","-180","","19470054","947","91",""
"cmn_swm_diving","3","47_cmn_diving_in","0.1","0.1","0","","19470055","947","129511","1"
"","93","0","","","","","19470056","947","0.2",""
"","32","0","","","","","19470057","947","62",""
"","32","1","","","","","19470058","947","1032",""
"","32","1","","","","","19470059","947","92",""
"1.96078431372549","2","850","","","-125","","19470060","947","129511",""
"1.96078431372549","33","850","","","-125","","19470061","947","92",""
"","91","","","","","","19470062","947","19470060",""
"","32","0","","","","","19470063","947","91",""
"","32","0","","","","","19470064","947","92",""
"2.94117647058824","2","70","","","-125","","19470065","947","129511","12"
"2.94117647058824","33","70","","","-125","","19470066","947","102","12"
"","3","cmn_swm_diving_r","","0.1","1","","19470067","947","129511",""
"","93","0","","","","","19470068","947","1",""
"0","21","vo_fpc_30704","","","","","19470069","947","vo_fpc",""
"1","11","あった？","0","0","10","0.5","19470070","947","26","0"
"","93","0","","","","","19470071","947","0.9",""
"","93","0","","","","","19470072","947","1",""
"","91","","","","","","19470073","947","19470065",""
"47_yuni_surprise_loop","3","47_yuni_surprise_in","0.1","0.1","0","","19470074","947","26","1"
"47_cmn_item_loop","3","47_cmn_item_in","0.1","0.1","0","","19470075","947","129511","1"
