27753e76b85c859bfae86c2c5579e7771844461d2be1e2fd6f59ab2b3d238d6d,80db138bb4113d7cc33a5406d0b85e7c6953dd2eee4efe5af3ba6628270673a9,2b82803253cfcb2d5deca2ca69c29d53a1209794da45bbef4ddd99bc1c595e2e,e3ad83585f8d6f2ecdf402b86084f81458764f4c97f4aa559b3765ec0e2c9de1,c7f243f9f3034a006eec79a8d41797796ea6462df1a9fec5d11b37c9d484c263,6950d81d9385d8e51b6a673beb0c79cec9becf59205bc45b60f8fe9c960eb56c,03c9c2277d80f680a9b6505aeac1db3976cfdf0ce86070341363c46459674218,7be1c2280831b936c92822761df8213b0ab32e9cfe912b771ad72ee105e90f32,0529fc33666abc736e3fcb8f2a3addd49c2ff1c5d6ce4fdc284b69c324928114,3a7c84738ff6f46dc14f9a3215808272ea7a2192fd49c08cc65205d6db8c4b02,76dd5bbdce3a22fdaf739bd64aaf6f773d17fd78c1c2c996e1254f4bcf50f01f
"946","","0.3","","0","","","","","93","19460008"
"946","","107811","1","cmn_walk","","0.1","","","3","19460009"
"946","","107911","-15","-150","","","3.82352941176471","","2","19460010"
"946","","107811","-15","-350","","","3.82352941176471","","2","19460011"
"946","","","","","","","","","91","19460012"
"946","1","107911","","46_tamaki_talk","","0.1","46_tamaki_talk_loop","0.1","3","19460013"
"946","1","107811","","46_kyaru_idle_jitome","","0.1","46_kyaru_idle_jitome_loop","0.1","3","19460014"
"946","","vo_fpc","","vo_fpc_30601","","","0","","21","19460015"
"946","0","107811","6","みんなあれだけ泳いで\nよく飽きないわね～","1","0","1","0","11","19460016"
"946","","0","","","","","","","91","19460017"
"946","","vo_fpc","","vo_fpc_30602","","","0","","21","19460018"
"946","0","107911","8","うん？\nもしかして水場は苦手にゃ？","1","0","1","0","11","19460019"
"946","","0","","","","","","","91","19460020"
"946","1","107811","","46_kyaru_talk","","0.1","46_kyaru_talk_loop","0.1","3","19460021"
"946","","vo_fpc","","vo_fpc_30603","","","0","","21","19460022"
"946","0","107811","6","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","1","0","1","0","11","19460023"
"946","","0","","","","","","","91","19460024"
"946","1","107911","","46_tamaki_nod","","0.1","46_tamaki_nod_loop","0.1","3","19460025"
"946","","vo_fpc","","vo_fpc_30604","","","0","","21","19460026"
"946","0","107911","7","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","0.5","0","1","0","11","19460027"
"946","","0","","","","","","","91","19460028"
"946","","122411","-180","1000","","","8.64253393665158","","2","19460029"
"946","","122411","-180","1000","","","8.64253393665158","","33","19460030"
"946","","3","","0","","","","","93","19460031"
"946","1","122411","0","46_hiyori_flutterKick_handWave","","0.1","46_hiyori_flutterKick_handWave_loop","0.1","3","19460032"
"946","","vo_fpc","","vo_fpc_30605","","","0","","21","19460033"
"946","0","122411","10","あ、やっほー！","1","0","1","0","11","19460034"
"946","","2","","0","","","","","93","19460035"
"946","1","107911","","46_tamaki_handwave","","0.1","46_tamaki_handwave_loop","0.1","3","19460036"
"946","1","107811","","46_kyaru_idle_smile","","0.1","46_kyaru_idle_smile_loop","0.1","3","19460037"
"946","","1.5","","0","","","","","93","19460038"
"946","","vo_fpc","","vo_fpc_30606","","","0","","21","19460039"
"946","0","107911","6","やっほー\nまあ、当然例外もいるけどにゃ。","1","0","1","0","11","19460040"
"946","","0","","","","","","","91","19460041"
"946","1","107911","0","46_tamaki_talk2","","0.1","46_tamaki_talk2_loop","0.1","3","19460042"
"946","","vo_fpc","","vo_fpc_30607","","","0","","21","19460043"
"946","0","107811","5","そうね。\n…にしても元気ねえ。","0.5","0","1","0","11","19460044"
"946","","0","","","","","","","91","19460045"
"946","1","107811","0","46_kyaru_idle_normal","","0.1","46_kyaru_idle_normal_loop","0.1","3","19460046"
"946","","0.5","","0","","","","","93","19460047"
"946","","115","","0","","","","","32","19460048"
"946","","122411","","0","","","","","32","19460049"
"946","","122411","-180","-910","","","0","","2","19460050"
"946","","115","-180","-910","","","0","","33","19460051"
"946","","122411","-180","1000","","","4.80140774258421","","2","19460052"
"946","","115","-180","1000","","","4.80140774258421","","33","19460053"
"946","","115","","1","","","","","32","19460054"
"946","","122411","1","46_hiyori_flutterKickFast","","0.1","","","3","19460055"
"946","","1.5","","0","","","","","93","19460056"
"946","","vo_fpc","","vo_fpc_30608","","","0","","21","19460057"
"946","0","122411","15","わーい！","1","0","1","0","11","19460058"
"946","","0.766666666666667","","0","","","","","93","19460059"
"946","","1.5","","0","","","","","93","19460060"
"946","","19460052","","","","","","","91","19460061"
"946","1","107911","","46_tamaki_talk3","","0.1","46_tamaki_talk3_loop","0.1","3","19460062"
"946","","vo_fpc","","vo_fpc_30609","","","0","","21","19460063"
"946","0","107911","10","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","0.5","0","1","0","11","19460064"
"946","","0","","","","","","","91","19460065"
"946","1","107811","0","46_kyaru_idle_normal2","","0.1","46_kyaru_idle_normal2_loop","0.1","3","19460066"
"946","","115","","0","","","","","32","19460067"
"946","","122411","-180","-910","","","0","","2","19460068"
"946","","115","-180","-910","","","0","","33","19460069"
"946","","122411","-180","1000","","","2.1606334841629","","2","19460070"
"946","","115","-180","1000","","","2.1606334841629","","33","19460071"
"946","","115","","1","","","","","32","19460072"
"946","","se_10053800","0","se_10053800_946_hiyori","","1","","","23","19460073"
"946","","0.5","","0","","","","","93","19460074"
"946","","vo_fpc","","vo_fpc_30610","","","0","","21","19460075"
"946","0","122411","20","わー！","1","0","1","0","11","19460076"
"946","","0.65","","0","","","","","93","19460077"
"946","","1.5","","0","","","","","93","19460078"
"946","1","107811","0","46_kyaru_surprise","","0.1","46_kyaru_surprise_loop","0.1","3","19460079"
"946","1","107911","","46_tamaki_talk4","","0.1","46_tamaki_talk4_loop","0.1","3","19460080"
"946","","vo_fpc","","vo_fpc_30611","","","0","","21","19460081"
"946","0","107811","10","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","0.5","0","1","0","11","19460082"
"946","","0","","","","","","","91","19460083"
"946","","115","","0","","","","","32","19460084"
"946","","122411","-180","-910","","","0","","2","19460085"
"946","","115","-180","-910","","","0","","33","19460086"
"946","","122411","-180","1000","","","2.1606334841629","","2","19460087"
"946","","115","-180","1000","","","2.1606334841629","","33","19460088"
"946","","115","","1","","","","","32","19460089"
"946","","se_10053800","0","se_10053800_946_hiyori","","1","","","23","19460090"
"946","","0.5","","0","","","","","93","19460091"
"946","","vo_fpc","","vo_fpc_30612","","","0","","21","19460092"
"946","0","122411","20","たーのしー！","1","0","1","0","11","19460093"
"946","","0.8","","0","","","","","93","19460094"
"946","","1.5","","0","","","","","93","19460095"
"946","","107911","1","46_cmn_run","","0.1","","","3","19460096"
"946","","107811","1","46_cmn_run","","0.1","","","3","19460097"
"946","","107911","-15","800","","","2.8657616892911","","2","19460098"
"946","","107811","-15","800","","","3.46907993966818","","2","19460099"
"946","","0","","","","","","","91","19460100"
"947","-180","1","22","129411","cmn_float_r","1.75","-850","0","1","19470001"
"947","-180","3","23","31","empty","1.75","320","0","5","19470002"
"947","-125","1","12","129511","cmn_float","1.75","-1100","0","1","19470003"
"947","-125","3","13","32","empty","1.75","70","0","5","19470004"
"947","-180","26","22","26","47_yuni_float","1.75","-900","0","5","19470005"
"947","1","6","-820","61","","1","-180","","31","19470006"
"947","1","4","320","41","","0","-180","","31","19470007"
"947","1","103","320","1031","","0","-180","","31","19470008"
"947","1","124","320","1241","","0","-180","","31","19470009"
"947","1","9","320","91","","0","-180","","31","19470010"
"947","1","10","850","101","","1","-180","","31","19470011"
"947","1","6","-1100","62","","1","-125","","31","19470012"
"947","1","4","70","42","","0","-125","","31","19470013"
"947","1","103","70","1032","","0","-125","","31","19470014"
"947","1","124","70","1242","","0","-125","","31","19470015"
"947","1","9","70","92","","0","-125","","31","19470016"
"947","1","10","850","102","","1","-125","","31","19470017"
"947","1","102","-900","26","","1","-180","","31","19470018"
"947","1","1009","-975","1009","","0","0","","31","19470019"
"947","1","1010","-310","1010","","0","0","","31","19470020"
"947","1","1011","570","1011","","0","30","","31","19470021"
"947","","se_10053800","1","se_fpc_water_random","","1","","","23","19470022"
"947","","19470021","","","","","","","91","19470023"
"947","","129411","1","cmn_float_r","","0.1","","","3","19470024"
"947","12","129411","-180","320","","","6.88235294117647","","2","19470025"
"947","12","61","-180","350","","","6.88235294117647","","33","19470026"
"947","12","129511","-125","70","","","6.88235294117647","","2","19470027"
"947","12","62","-125","70","","","6.88235294117647","","33","19470028"
"947","12","1009","0","195","","","6.88235294117647","","33","19470029"
"947","","1009","","1","","","","","32","19470030"
"947","","19470025","","","","","","","91","19470031"
"947","12","26","-180","-280","","","4.55882352941176","","2","19470032"
"947","12","26","-180","-280","","","4.55882352941176","","33","19470033"
"947","","19470032","","","","","","","91","19470034"
"947","","1009","","0","","","","","32","19470035"
"947","","vo_fpc","","vo_fpc_30701","","","0","","21","19470036"
"947","0","26","5","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","0.5","0","1","0","11","19470037"
"947","","0","","","","","","","91","19470038"
"947","","vo_fpc","","vo_fpc_30702","","","0","","21","19470039"
"947","0","26","5","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","1","0","1","0","11","19470040"
"947","","0","","","","","","","91","19470041"
"947","1","129511","0","47_chieru_surprise_in","","0.1","47_cmn_surprise_loop","0.1","3","19470042"
"947","12","62","-125","100","","","0.2","","33","19470043"
"947","1","129411","0","47_kuroe_surprise_in","","0.1","47_cmn_surprise_loop","0.1","3","19470044"
"947","","vo_fpc","","vo_fpc_30703","","","0","","21","19470045"
"947","0","129411","17","ちょっ…\n何やってンのよ、探さんと…！","0.5","0","1","0","11","19470046"
"947","","0","","","","","","","91","19470047"
"947","1","129411","0","47_cmn_diving_in","","0.1","cmn_swm_diving","0.1","3","19470048"
"947","","0.2","","0","","","","","93","19470049"
"947","","61","","0","","","","","32","19470050"
"947","","1031","","1","","","","","32","19470051"
"947","","91","","1","","","","","32","19470052"
"947","","129411","-180","850","","","1.59879336349925","","2","19470053"
"947","","91","-180","850","","","1.59879336349925","","33","19470054"
"947","1","129511","0","47_cmn_diving_in","","0.1","cmn_swm_diving","0.1","3","19470055"
"947","","0.2","","0","","","","","93","19470056"
"947","","62","","0","","","","","32","19470057"
"947","","1032","","1","","","","","32","19470058"
"947","","92","","1","","","","","32","19470059"
"947","","129511","-125","850","","","1.96078431372549","","2","19470060"
"947","","92","-125","850","","","1.96078431372549","","33","19470061"
"947","","19470060","","","","","","","91","19470062"
"947","","91","","0","","","","","32","19470063"
"947","","92","","0","","","","","32","19470064"
"947","12","129511","-125","70","","","2.94117647058824","","2","19470065"
"947","12","102","-125","70","","","2.94117647058824","","33","19470066"
"947","","129511","1","cmn_swm_diving_r","","0.1","","","3","19470067"
"947","","1","","0","","","","","93","19470068"
"947","","vo_fpc","","vo_fpc_30704","","","0","","21","19470069"
"947","0","26","10","あった？","0.5","0","1","0","11","19470070"
"947","","0.9","","0","","","","","93","19470071"
"947","","1","","0","","","","","93","19470072"
"947","","19470065","","","","","","","91","19470073"
"947","1","26","0","47_yuni_surprise_in","","0.1","47_yuni_surprise_loop","0.1","3","19470074"
"947","1","129511","0","47_cmn_item_in","","0.1","47_cmn_item_loop","0.1","3","19470075"
"947","1","32","0","47_cmn_item_in_book","","0.1","47_cmn_item_loop_book","0.1","3","19470076"
"947","","0.2","","0","","","","","93","19470077"
"947","","42","","1","","","","","32","19470078"
"947","","1242","","1","","","","","32","19470079"
"947","","102","","0","","","","","32","19470080"
"947","","vo_fpc","","vo_fpc_30705","","","0","","21","19470081"
"947","0","129511","10","ユニ先輩の本がありました。","1","0","1","0","11","19470082"
"947","","1.8","","0","","","","","93","19470083"
"947","12","129411","-180","320","","","1.99849170437406","","2","19470084"
"947","12","101","-180","320","","","1.99849170437406","","33","19470085"
"947","","129411","1","cmn_swm_diving_r","","0.1","","","3","19470086"
"947","","1.5","","0","","","","","93","19470087"
"947","","19470084","","","","","","","91","19470088"
"947","1","129411","0","47_cmn_item_in","","0.1","47_cmn_item_loop","0.1","3","19470089"
"947","1","31","0","47_cmn_item_in_weapon","","0.1","47_cmn_item_loop_weapon","0.1","3","19470090"
"947","","0.2","","0","","","","","93","19470091"
"947","","41","","1","","","","","32","19470092"
"947","","1241","","1","","","","","32","19470093"
"947","","101","","0","","","","","32","19470094"
"947","","vo_fpc","","vo_fpc_30706","","","0","","21","19470095"
"947","0","129411","10","ユニ先輩の斧だか槍だかがありました。","1","0","1","70","11","19470096"
"947","","0","","","","","","","91","19470097"
"947","","1011","","1","","","","","32","19470098"
"947","","vo_fpc","","vo_fpc_30707","","","0","","21","19470099"
"947","0","26","8","ぽーん！\nドクター・ユニに警告！\nプールはゴミ箱じゃありません！","1","730","1","140","11","19470100"
"947","","5.25","","0","","","","","93","19470101"
"947","","1.5","","0","","","","","93","19470102"
"947","","26","1","47_yuni_float","","0.3","","","3","19470103"
"947","","1010","","1","","","","","32","19470104"
"947","","1.5","","0","","","","","93","19470105"
"947","1","129511","0","47_cmn_float_in","","0.1","cmn_float","0.1","3","19470106"
"947","0","32","0","47_cmn_float_in_book","","0.1","empty","0.1","3","19470107"
"947","1","129411","0","47_cmn_float_in","","0.1","cmn_float","0.1","3","19470108"
"947","0","31","0","47_cmn_float_in_weapon","","0.1","empty","0.1","3","19470109"
"947","","1.1","","0","","","","","93","19470110"
"947","","129411","-180","1000","","","3.07692307692308","","2","19470111"
"947","","41","-180","1000","","","3.07692307692308","","33","19470112"
"947","","26","-180","1000","","","5.79185520361991","","2","19470113"
"947","","26","-180","1000","","","5.79185520361991","","33","19470114"
"947","","129511","-125","1000","","","4.20814479638009","","2","19470115"
"947","","42","-125","1000","","","4.20814479638009","","33","19470116"
"947","","19470113","","","","","","","91","19470117"
"951","","se_10053800","","se_fpc_water_random","","","","","23","19510001"
"951","-180","1","22","1","cmn_float_monster_01","1.75","-850","0","5","19510002"
