7ca2a35bdf65420fb8e37ea2a40e3d7c088e43c89dd827dedd20981ac52a9993,9e1659088c45cdb3c801ea7c9823369ba49b9f1fd6bf31c146c33786d8d54a9e,b8918007fe7f4eb5440f904a7a3270a0d838c7a516ee8a50f4979f6bc490b677,c5e402894fd51e19264a60956096c656a03c88e45e2d7995e55c2224f237eea0,5d6038aa924d3dfbcc437ce041d8f903dc02643f963b6895a920047525f31e5b
"1172","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418330","火属性ボーナス特大アップ"
"1173","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418330","物理防御力（ダウン不可）アップ"
"1174","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418330","魔法防御力（ダウン不可）アップ"
"1175","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418330","ＴＰダウンカット"
"1176","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418330","ダメージ減衰"
"1177","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418330","ＴＰ上昇上限付与"
"1178","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418330","ＨＰ吸収ダウン"
"1179","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418340","火属性ボーナス特大アップ"
"1180","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418340","物理防御力（ダウン不可）アップ"
"1181","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418340","魔法防御力（ダウン不可）アップ"
"1182","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418340","ＴＰダウンカット"
"1183","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418340","ダメージ減衰"
"1184","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418340","ＴＰ上昇上限付与"
"1185","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418340","ＨＰ吸収ダウン"
"1186","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92419010","風属性ボーナス特大アップ"
"1187","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92419010","物理防御力（ダウン不可）アップ"
"1188","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92419010","魔法防御力（ダウン不可）アップ"
"1189","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92419010","ＴＰ上昇上限付与"
"1190","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92419010","ＨＰ吸収ダウン"
"1191","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92419020","風属性ボーナス特大アップ"
"1192","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92419020","物理防御力（ダウン不可）アップ"
"1193","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92419020","魔法防御力（ダウン不可）アップ"
"1194","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92419020","ＴＰ上昇上限付与"
"1195","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92419020","ＨＰ吸収ダウン"
"1196","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92419030","風属性ボーナス特大アップ"
"1197","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92419030","物理防御力（ダウン不可）アップ"
"1198","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92419030","魔法防御力（ダウン不可）アップ"
"1199","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92419030","ＴＰ上昇上限付与"
"1200","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92419030","ＨＰ吸収ダウン"
"1201","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92419110","風属性ボーナス特大アップ"
"1202","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92419110","物理防御力（ダウン不可）アップ"
"1203","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92419110","魔法防御力（ダウン不可）アップ"
"1204","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92419110","ＴＰダウンカット"
"1205","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92419110","ダメージ減衰"
"1206","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92419110","ＴＰ上昇上限付与"
"1207","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92419110","ＨＰ吸収ダウン"
"1208","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92419120","風属性ボーナス特大アップ"
"1209","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92419120","物理防御力（ダウン不可）アップ"
"1210","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92419120","魔法防御力（ダウン不可）アップ"
"1211","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92419120","ＴＰダウンカット"
"1212","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92419120","ダメージ減衰"
