2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69
"21","0","","vo_lsv","1009814","","","vo_lsv_1421","0","1009814024",""
"11","1","0","122711","1009814","1","0","…………","10","1009814025","0"
"11","1","0","122911","1009814","1","0","…………","10","1009814026","0"
"91","","","0","1009814","","","","","1009814027",""
"3","","0.2","122711","1009814","","","lsv_idle_normal","1","1009814028",""
"3","","0.2","122911","1009814","","","lsv_idle_normal","1","1009814029",""
"3","","0.2","122811","1009814","","","lsv_walk","1","1009814030",""
"2","2","","122811","1009814","0","","-200","-235","1009814031",""
"6","1","0.4","122811","1009814","1","0","1","1","1009814032",""
"93","","","2","1009814","","","0","","1009814033",""
"3","","0.2","122811","1009814","","","lsv_idle_normal","1","1009814034",""
"93","","","0.6","1009814","","","0","","1009814035",""
"3","","0.2","122811","1009814","","","lsv_talk_bitter","1","1009814036",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1422","0","1009814037",""
"11","1","0","122811","1009814","1","0","あ…\nあはは、ごめんね？\n日記、あんまり書けなくて…","10","1009814038","0"
"91","","","0","1009814","","","","","1009814039",""
"3","","0.2","122811","1009814","","","lsv_talk_bitter_sad","1","1009814040",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1423","0","1009814041",""
"11","1","0","122811","1009814","1","0","それに…\nほんとの気持ちも\n書いちゃった。","10","1009814042","0"
"91","","","0","1009814","","","","","1009814043",""
"3","","0.2","122811","1009814","","","lsv_idle_sad2","1","1009814044",""
"3","","0.2","122711","1009814","","","lsv_talk_normal_suprise1","1","1009814045",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1424","0","1009814046",""
"11","1","0","122711","1009814","1","0","ううん、いいよ。\n…わかるから。","10","1009814047","0"
"91","","","0","1009814","","","","","1009814048",""
"3","","0.2","122711","1009814","","","lsv_idle_normal_talkR","1","1009814049",""
"3","","0.2","122911","1009814","","","lsv_talk_normal_bitter","1","1009814050",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1425","0","1009814051",""
"11","1","0","122911","1009814","1","0","…ミミも、わかるよ。\nミソギちゃん。\n書いてくれてありがとう。","10","1009814052","0"
"91","","","0","1009814","","","","","1009814053",""
"3","","0.2","122911","1009814","","","lsv_idle_sad_normal","1","1009814054",""
"3","","0.2","122811","1009814","","","lsv_idle_sad","1","1009814055",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1426","0","1009814056",""
"11","1","0","122811","1009814","1","0","……うん。","10","1009814057","0"
"91","","","0","1009814","","","","","1009814058",""
"3","","0.2","122811","1009814","","","lsv_idle_normal_talkR","1","1009814059",""
"3","","0.2","122911","1009814","","","lsv_talk_wish_sad","1","1009814060",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1427","0","1009814061",""
"11","1","0","122911","1009814","1","0","…どうして、\nもうバイバイしないと\nいけなかったのかな。","10","1009814062","0"
"91","","","0","1009814","","","","","1009814063",""
"3","","0.2","122911","1009814","","","lsv_idle_wish_sad","1","1009814064",""
"3","","0.2","122711","1009814","","","lsv_talk_normal_sad","1","1009814065",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1428","0","1009814066",""
"11","1","0","122711","1009814","1","0","ミミ…","10","1009814067","0"
"91","","","0","1009814","","","","","1009814068",""
"3","","0.2","122711","1009814","","","lsv_idle_normal_talkR","1","1009814069",""
"3","","0.2","122911","1009814","","","lsv_talk_wish_surprise","1","1009814070",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1429","0","1009814071",""
"11","1","0","122911","1009814","1","0","わかってるよ？\n理由はちゃんと、\nわかってるの。でも…","10","1009814072","0"
"91","","","0","1009814","","","","","1009814073",""
"3","","0.2","122911","1009814","","","lsv_talk_wish_sad","1","1009814074",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1430","0","1009814075",""
"11","1","0","122911","1009814","1","0","なんで、って…\nどうして、って…\n思っちゃう。","10","1009814076","0"
"91","","","0","1009814","","","","","1009814077",""
"3","","0.2","122911","1009814","","","lsv_idle_normal","1","1009814078",""
"3","","0.2","122811","1009814","","","lsv_talk_anger_shy","1","1009814079",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1431","0","1009814080",""
"11","1","0","122811","1009814","1","0","…わかんないよね。\nあーもうっ！\nむずかしいな～っ！！","10","1009814081","0"
"91","","","0","1009814","","","","","1009814082",""
"3","","0.2","122811","1009814","","","lsv_idle_normal_talkR","1","1009814083",""
"3","","0.2","122711","1009814","","","lsv_talk_joy3_blink2","1","1009814084",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1432","0","1009814085",""
"11","1","0","122711","1009814","1","0","…そうだね。\n本当に難しいよ。","10","1009814086","0"
"91","","","0","1009814","","","","","1009814087",""
"3","","0.2","122711","1009814","","","lsv_talk_sad","1","1009814088",""
"21","0","","vo_lsv","1009814","","","vo_lsv_1433","0","1009814089",""
"11","1","0","122711","1009814","1","0","きっと、どんなお勉強より…\nずっとずっと……\n難しいよ。","10","1009814090","0"
"91","","","0","1009814","","","","","1009814091",""
"3","","0.2","122711","1009814","","","lsv_idle_wish_angerR","1","1009814092",""
"22","","0.2","0","1009814","","","0","1","1009814093",""
"91","","","0","1009814","","","","","1009814094",""
"25","0","","bgm_M612","1009814","","","bgm_M612","0","1009814095",""
"102","","","","1009814","","","","","1009814096",""
"22","","","0","1009814","","","0.2","","1009814097",""
"93","","","0.2","1009814","","","","","1009814098",""
"12","0","0","122811","1009814","0","0","12","1","1009814099","0"
"3","","0.2","122811","1009814","","","lsv_talk_anger","1","1009814100",""
"93","","","3","1009814","","","0","","1009814101",""
"3","","0.2","122811","1009814","","","lsv_idle_anger1","1","1009814102",""
"12","0","0","122711","1009814","0","0","12","1","1009814103","0"
"3","","0.2","122711","1009814","","","lsv_talk_thinking","1","1009814104",""
"93","","","3","1009814","","","0","","1009814105",""
"3","","0.2","122711","1009814","","","lsv_idle_wish_angerR","1","1009814106",""
"12","0","0","122911","1009814","0","0","12","1","1009814107","0"
"3","","0.2","122911","1009814","","","lsv_idle_bitter","1","1009814108",""
"93","","","3","1009814","","","0","","1009814109",""
"3","","0.2","122911","1009814","","","lsv_idle_normal","1","1009814110",""
"101","","","1009814099","1009814","","","","","1009814111",""
"6","1","1","333","1009814","0","0","1","1","1009814112",""
"4","","","122811","1009814","","","1","","1009814113",""
"3","","0.2","122811","1009814","","","lsv_run_sad","1","1009814114",""
"2","0.8","","122811","1009814","0","","-750","-235","1009814115",""
"4","","","122911","1009814","","","0","","1009814116",""
"3","","0.2","122911","1009814","","","lsv_run_sad","1","1009814117",""
"2","0.8","","122911","1009814","0","","750","-220","1009814118",""
"4","","","122711","1009814","","","0","","1009814119",""
"3","","0.2","122711","1009814","","","lsv_run_sad","1","1009814120",""
"2","0.8","","122711","1009814","0","","850","-250","1009814121",""
"93","","","0.6","1009814","","","","","1009814122",""
"6","1","0.2","122811","1009814","0","0","1","1","1009814123",""
"6","1","0.2","122911","1009814","0","0","1","1","1009814124",""
"6","1","0.2","122711","1009814","0","0","1","1","1009814125",""
"91","","","0","1009814","","","","","1009814126",""
"1","-650","1.95","1","1009815","-235","0","122711","102","1009815001","lsv_idle_normal"
"1","650","1.95","1","1009815","-220","1","122911","100","1009815002","lsv_idle_normal"
"1","750","1.95","1","1009815","-250","1","122811","101","1009815003","lsv_idle_normal"
"5","0","1","1","1009815","0","0","333","0","1009815004","lsv_white_loop"
"6","1","0","333","1009815","0","0","1","1","1009815005",""
"6","1","0","122711","1009815","0","0","1","1","1009815006",""
"6","1","0","122911","1009815","0","0","1","1","1009815007",""
"6","1","0","122811","1009815","0","0","1","1","1009815008",""
"93","","","1","1009815","","","0","","1009815009",""
"6","1","0.8","333","1009815","0.4","0","1","1","1009815010",""
"3","","0.2","122711","1009815","","","lsv_walk","1","1009815011",""
"2","2","","122711","1009815","0","","-200","-235","1009815012",""
"6","1","0.4","122711","1009815","1","0","1","1","1009815013",""
"3","","0.2","122911","1009815","","","lsv_walk","1","1009815014",""
"2","2","","122911","1009815","0","","100","-220","1009815015",""
"6","1","0.4","122911","1009815","1","0","1","1","1009815016",""
"3","","0.2","122811","1009815","","","lsv_walk","1","1009815017",""
"2","2","","122811","1009815","0","","270","-250","1009815018",""
"6","1","0.4","122811","1009815","1","0","1","1","1009815019",""
"93","","","2","1009815","","","0","","1009815020",""
"3","","0.2","122711","1009815","","","lsv_idle_normal","1","1009815021",""
"3","","0.2","122911","1009815","","","lsv_idle_normal","1","1009815022",""
"3","","0.2","122811","1009815","","","lsv_idle_normal","1","1009815023",""
"93","","","0.6","1009815","","","0","","1009815024",""
"3","","0.2","122911","1009815","","","lsv_talk_surprise","1","1009815025",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1521","0","1009815026",""
"11","1","0","122911","1009815","1","0","絵も日記も\nいっぱいになったね。","10","1009815027","0"
"91","","","0","1009815","","","","","1009815028",""
"3","","0.2","122911","1009815","","","lsv_idle_surprise","1","1009815029",""
"3","lsv_talk_cool_joy_loop","0","122811","1009815","1","0.2","lsv_talk_cool_joy","0","1009815030",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1522","0","1009815031",""
"11","1","0","122811","1009815","1","0","それだけ、\nみゅ～ちゃんとの思い出が\nいっぱいだったってことだよ。","10","1009815032","0"
"91","","","0","1009815","","","","","1009815033",""
"3","","0.2","122811","1009815","","","lsv_idle_cool","1","1009815034",""
"3","","0.2","122911","1009815","","","lsv_talk_wish_dere","1","1009815035",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1523","0","1009815036",""
"11","1","0","122911","1009815","1","0","…うん。\nいっぱいできたもんね。\nみゅ～ちゃんとの思い出…","10","1009815037","0"
"91","","","0","1009815","","","","","1009815038",""
"3","","0.2","122911","1009815","","","lsv_idle_normal_joyR","1","1009815039",""
"3","","0.2","122711","1009815","","","lsv_talk_wish_joy","1","1009815040",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1524","0","1009815041",""
"11","1","0","122711","1009815","1","0","…忘れられないね。\nううん…\n忘れたくないね。","10","1009815042","0"
"91","","","0","1009815","","","","","1009815043",""
"3","","0.2","122711","1009815","","","lsv_idle_wish_joy","1","1009815044",""
"3","","0.2","122811","1009815","","","lsv_talk_joy3_blink2","1","1009815045",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1525","0","1009815046",""
"11","1","0","122811","1009815","1","0","そうだね…\nミソギも同じ気持ち。","10","1009815047","0"
"91","","","0","1009815","","","","","1009815048",""
"3","","0.2","122811","1009815","","","lsv_idle_sad_normal","1","1009815049",""
"3","","0.2","122911","1009815","","","lsv_talk_wish_dere","1","1009815050",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1526","0","1009815051",""
"11","1","0","122911","1009815","1","0","ミミもだよ。\nきっと、ずっと…","10","1009815052","0"
"91","","","0","1009815","","","","","1009815053",""
"3","","0.2","122911","1009815","","","lsv_idle_normal","1","1009815054",""
"3","","0.2","122711","1009815","","","lsv_talk_joy1_normal","1","1009815055",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1527","0","1009815056",""
"11","1","0","122711","1009815","1","0","じゃあ…次にまた\nみゅ～ちゃんと会えたとき、\nこの日記の続きを書こうよ。","10","1009815057","0"
"91","","","0","1009815","","","","","1009815058",""
"3","","0.2","122711","1009815","","","lsv_idle_normal","1","1009815059",""
"3","lsv_exactly_loop","0","122811","1009815","1","0.2","lsv_exactly_in","0","1009815060",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1528","0","1009815061",""
"11","1","0","122811","1009815","1","0","それいいね！\n賛成！","10","1009815062","0"
"91","","","0","1009815","","","","","1009815063",""
"3","","0.2","122811","1009815","","","lsv_idle_joy","1","1009815064",""
"3","lsv_idle_normal_joy","0.2","122911","1009815","1","0.2","lsv_handsup_joy","0","1009815065",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1529","0","1009815066",""
"11","1","0","122911","1009815","1","0","ミミもさんせ～い♪","10","1009815067","0"
"91","","","0","1009815","","","","","1009815068",""
"3","","0.2","122711","1009815","","","lsv_talk_wish_dere","1","1009815069",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1530","0","1009815070",""
"11","1","0","122711","1009815","1","0","この日記も大事にしようね。\n…楽しみなことが\nひとつ増えたみたい。ふふっ。","10","1009815071","0"
"91","","","0","1009815","","","","","1009815072",""
"3","","0.2","122711","1009815","","","lsv_idle_wish_dere","1","1009815073",""
"3","","0.2","122811","1009815","","","lsv_talk_wish_joy","1","1009815074",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1531","0","1009815075",""
"11","1","0","122811","1009815","1","0","それじゃ、\nいつかそのときまで！","10","1009815076","0"
"91","","","0","1009815","","","","","1009815077",""
"3","","0.2","122811","1009815","","","lsv_idle_normal","1","1009815078",""
"3","lsv_idle_normal","0","122811","1009815","1","0.2","lsv_smile","0","1009815079",""
"3","lsv_idle_normal_joyR","0","122911","1009815","1","0.2","lsv_smile_mimi","0","1009815080",""
"3","lsv_idle_normal_joy","0","122711","1009815","1","0.2","lsv_smile_kyouka","0","1009815081",""
"21","0","","vo_lsv","1009815","","","vo_lsv_1532","0","1009815082",""
"11","1","0","122811","1009815","1","0","…またねっ！","10","1009815083","0"
"11","1","0","122911","1009815","1","0","…またねっ！","10","1009815084","0"
"11","1","0","122711","1009815","1","0","…またねっ！","10","1009815085","0"
"91","","","0","1009815","","","","","1009815086",""
"22","","0.2","0","1009815","","","0","1","1009815087",""
"91","","","0","1009815","","","","","1009815088",""
"102","","","","1009815","","","","","1009815089",""
"22","","","0","1009815","","","0.2","","1009815090",""
"93","","","0.2","1009815","","","","","1009815091",""
"12","0","0","122811","1009815","0","0","10","1","1009815092","0"
"3","","0.2","122811","1009815","","","lsv_talk_normal","1","1009815093",""
"93","","","3","1009815","","","0","","1009815094",""
"3","","0.2","122811","1009815","","","lsv_idle_normal","1","1009815095",""
"12","0","0","122911","1009815","0","0","6","1","1009815096","0"
"3","","0.2","122911","1009815","","","lsv_talk_joy3","1","1009815097",""
"93","","","3","1009815","","","0","","1009815098",""
"3","","0.2","122911","1009815","","","lsv_idle_normal_joyR","1","1009815099",""
"12","0","0","122711","1009815","0","0","7","1","1009815100","0"
"3","","0.2","122711","1009815","","","lsv_talk_surprise_dere","1","1009815101",""
"93","","","3","1009815","","","0","","1009815102",""
"3","","0.2","122711","1009815","","","lsv_idle_wish_joy","1","1009815103",""
"101","","","1009815092","1009815","","","","","1009815104",""
"6","1","1","333","1009815","0","0","1","1","1009815105",""
"4","","","122711","1009815","","","1","","1009815106",""
"3","","0.2","122711","1009815","","","lsv_run","1","1009815107",""
"2","0.8","","122711","1009815","0","","-750","-235","1009815108",""
