4cb66d4b07c19c4e0f1d251646768b3b5f2988eb6002a805b8937bb4e1235451,610588401fb700563eb134b5430422ba8f1478b73e2d96c4260ddc4d584a321a,08decd7ea8b65d310e10db80ca30b05d572bb781a052c6bc8e7607a385d51163,628083931c00153f125ba20555fdb20c552cd957a340d584000859aab9542119,863bdc12d8ca24c62dbb4a533e8dd3d3c0c4505db75673011b6cb3ffded2265b
"1333","82001043","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"1334","82001043","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
"1335","82001043","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"1336","82001043","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1337","82001043","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1338","82001043","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","ＨＰ吸収ダウン"
"1339","82001044","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"1340","82001044","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
"1341","82001044","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"1342","82001044","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1343","82001044","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1344","82001044","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","ＨＰ吸収ダウン"
"1345","82001045","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"1346","82001045","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
"1347","82001045","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"1348","82001045","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1349","82001045","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1350","82001045","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","ＨＰ吸収ダウン"
"1351","82001046","バトル中、「反撃バリア」効果が発動する。","25","危険領域"
"1352","82001046","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"1353","82001046","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
"1354","82001046","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"1355","82001046","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1356","82001046","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1357","82001046","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","ＨＰ吸収ダウン"
"1358","82001046","バトル開始時、すべてのモンスターに攻撃してきたキャラに20000ダメージを与える反撃バリアを５つ付与する。","24","反撃バリア"
"1359","82001047","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"1360","82001047","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
"1361","82001047","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"1362","82001047","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1363","82001047","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1364","82001047","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","ＨＰ吸収ダウン"
"1365","82001048","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"1366","82001048","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
"1367","82001048","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"1368","82001048","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1369","82001048","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1370","82001048","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","ＨＰ吸収ダウン"
