17a140d95a091efd999cb1954ccf40ef702e40f963b3dfe48353c33238222a75,b8650164d7740fd2d1d8b0ecf42118592f01f170404b10941b1a69f4821fa534,1fc93b156c938db7af647e2a769207841e84ac68c60bcd3bf8809a3bcba72062,c043a45507ca275a1398a8342658ac88c8c06185fd8d260c1e6dc060663df50f,a9e665057dcec7f13dcd780eb515de33d4e36f0b5e9fb9c857ce59f2b0151c12,6bfc87f3a88140e412666976c47482a7bb7d42507be7d4163bf2b78e0bbf9f0e,8c3231ced43a67b71caebd845140b5a6a82ef482cadb777369cbcb7a9a1f9cce,7bf28cb68686cb46bbd2eeb374066dd524fc738ee6c3473ac31377cc0555fa87,cb58d673e6df4fa4baa1c0b9dfabb5aba09893120ea128d8116fc08424c18856,88dbb452d51029b51359fcac043dfc0f95d92eaf17f52429523f29b46dee3c90,3eb3091386315e5021c96508d651bad9b3d0362dedcc8eb6bd68d1089b2dad48
"","1","mhp_sit_idle","","1007416","0.2","","","117531","3","1007416019"
"","1","mhp_walk","","1007416","0.2","","","103111","3","1007416020"
"","-220","-300","0","1007416","","","4","103111","2","1007416021"
"","-220","-200","0","1007416","","","4","31","2","1007416022"
"","","","","1007416","","","","0","91","1007416023"
"","0","mhp_idle_sad","0","1007416","0.2","","","103111","3","1007416024"
"","","","","1007416","","","","0","91","1007416025"
"","1","mhp_idle_sad","0","1007416","0.2","","","103111","3","1007416026"
"","","","","1007416","","","","0","91","1007416027"
"","1","mhp_skull_talk","","1007416","0.2","","","31","3","1007416028"
"","0","vo_mhp_6002","","1007416","","","0","vo_mhp_1007416","21","1007416029"
"0","6","どうだシノブ、この部屋からすさまじい\n霊の気配を感じるだろう？","0","1007416","0","0.5","1","31","11","1007416030"
"","","","","1007416","","","","0","91","1007416031"
"","1","mhp_skull_idle","","1007416","0.2","","","31","3","1007416032"
"","1","mhp_talk_sad","0","1007416","0.2","","","103111","3","1007416033"
"","0","vo_mhp_6003","","1007416","","","0","vo_mhp_1007416","21","1007416034"
"0","6","お父さん本当なの？\n私には何も感じられないけど……","0","1007416","0","0.5","1","103111","11","1007416035"
"","","","","1007416","","","","0","91","1007416036"
"","1","mhp_idle_sad","","1007416","0.2","","","103111","3","1007416037"
"","1","mhp_skull_talk","","1007416","0.2","","","31","3","1007416038"
"","0","vo_mhp_6004","","1007416","","","0","vo_mhp_1007416","21","1007416039"
"0","6","見ろ！\nやはりオレ好みの超絶美人だ！\nくーっ、程よく熟れた感じがたまらん！","0","1007416","0","1","1","31","11","1007416040"
"","","1","","1007416","","","","3","93","1007416041"
"0","0","mhp_skull_excite_in","1","1007416","0.2","","mhp_skull_excite_loop","31","3","1007416042"
"","","","","1007416","","","","1007416040","91","1007416043"
"","1","mhp_sit_talk_worry","0","1007416","0.2","","","117631","3","1007416044"
"","0","vo_mhp_6005","","1007416","","","0","vo_mhp_1007416","21","1007416045"
"0","6","うわ、何？　ドクロが喋ってるの？\n気持ち悪いな……","0","1007416","0","0.5","1","117631","11","1007416046"
"","","","","1007416","","","","0","91","1007416047"
"","1","mhp_sit_idle_sad","0","1007416","0.2","","","117631","3","1007416048"
"","1","mhp_talk_worry","0","1007416","0.2","","","103111","3","1007416049"
"","0","vo_mhp_6006","","1007416","","","0","vo_mhp_1007416","21","1007416050"
"0","6","いきなりすみません\nすぐ帰りますので……","0","1007416","0","0.5","1","103111","11","1007416051"
"","","","","1007416","","","","0","91","1007416052"
"","1","mhp_skull_talk","","1007416","0.2","","","31","3","1007416053"
"","1","mhp_idle_worry","","1007416","0.2","","","103111","3","1007416054"
"","0","vo_mhp_6007","","1007416","","","0","vo_mhp_1007416","21","1007416055"
"0","6","ま、待てシノブ！　まだあの女医さんと\n話してないんだぞ！","0","1007416","0","0.5","1","31","11","1007416056"
"","","","","1007416","","","","0","91","1007416057"
"","","0","","1007416","","","","0","22","1007416058"
"","0","1007416062","","1007416","","","","燃えないゴミの日っていつだったかしら。","103","1007416059"
"","0","1007416075","","1007416","","","","しゃべるドクロ、切りがいがあるわね。","103","1007416060"
"","0","1007416088","","1007416","","","","無言で眼帯をとる。","103","1007416061"
"","1","mhp_sit_idle_bitter2","","1007416","0.2","","","117531","3","1007416062"
"","","","","1007416","","","","0.5","93","1007416063"
"0","0","mhp_skull_trouble_in","1","1007416","0.2","","mhp_skull_trouble_loop","31","3","1007416064"
"","0","vo_mhp_6008","","1007416","","","0","vo_mhp_1007416","21","1007416065"
"0","6","ひっ！　な、なんて冷たい目なんだ……\nで、でもサイコーにゾクゾクするぅ！","0","1007416","0","0.5","1","31","11","1007416066"
"","","1","","1007416","","","","6","93","1007416067"
"0","0","mhp_skull_excite_in","1","1007416","0.2","","mhp_skull_excite_loop","31","3","1007416068"
"","","","","1007416","","","","1007416066","91","1007416069"
"","1","mhp_talk_sad2","","1007416","0.2","","","103111","3","1007416070"
"","0","vo_mhp_6009","","1007416","","","0","vo_mhp_1007416","21","1007416071"
"0","7","お父さん、少し黙って。","0","1007416","0","0.5","1","103111","11","1007416072"
"","","","","1007416","","","","0","91","1007416073"
"","","","","1007416","","","","1007416097","101","1007416074"
"","1","mhp_sit_idle_bitter2","","1007416","0.2","","","117531","3","1007416075"
"","","","","1007416","","","","0.5","93","1007416076"
"0","0","mhp_skull_trouble_in","1","1007416","0.2","","mhp_skull_trouble_loop","31","3","1007416077"
"","0","vo_mhp_6010","","1007416","","","0","vo_mhp_1007416","21","1007416078"
"0","5","うひぃ！　解剖は勘弁……でも\nあの美しい手で触れられるのかと思うと\nなんだか興奮するな……！","0","1007416","0","0.5","1","31","11","1007416079"
"","","1","","1007416","","","","9","93","1007416080"
"0","0","mhp_skull_excite_in","1","1007416","0.2","","mhp_skull_excite_loop","31","3","1007416081"
"","","","","1007416","","","","1007416079","91","1007416082"
"","1","mhp_talk_sad2","0","1007416","0.2","","","103111","3","1007416083"
"","0","vo_mhp_6011","","1007416","","","0","vo_mhp_1007416","21","1007416084"
"0","7","お父さん、気持ち悪いよ。","0","1007416","0","0.5","1","103111","11","1007416085"
"","","","","1007416","","","","0","91","1007416086"
"","","","","1007416","","","","1007416097","101","1007416087"
"0","0","mhp_mitsuki_sit_kaihou_in","1","1007416","0.2","","mhp_mitsuki_sit_kaihou_loop","117531","3","1007416088"
"","","","","1007416","","","","1","93","1007416089"
"0","0","mhp_skull_trouble_in","1","1007416","0.2","","mhp_skull_trouble_loop","31","3","1007416090"
"","0","vo_mhp_6012","","1007416","","","0","vo_mhp_1007416","21","1007416091"
"0","6","ま、待て待て！　アレはダメだ\nオレの第六感が全力で逃げろと\n告げている！\nシノブ、退散だ！　たいさーん！","0","1007416","0","0.5","1","31","11","1007416092"
"","","","","1007416","","","","0","91","1007416093"
"","1","mhp_talk_sad2","0","1007416","0.2","","","103111","3","1007416094"
"","0","vo_mhp_6013","","1007416","","","0","vo_mhp_1007416","21","1007416095"
"0","6","そう？　少しくらい痛い目を見た方が\nいいと思うけど？","0","1007416","0","0.5","1","103111","11","1007416096"
"","","","","1007416","","","","0","91","1007416097"
"","","","","1007416","","","","1","93","1007416098"
"","1","mhp_talk_sad","0","1007416","0.2","","","103111","3","1007416099"
"","0","vo_mhp_6014","","1007416","","","0","vo_mhp_1007416","21","1007416100"
"0","6","お騒がせしました……\nこのお詫びは後日改めて\nさせていただきます。","0","1007416","0","0.5","1","103111","11","1007416101"
"","","","","1007416","","","","0","91","1007416102"
"","","0","","1007416","","","","0","22","1007416103"
"0.2","0","mhp_shinobu_bow","1","1007416","0.2","","mhp_idle_normal","103111","3","1007416104"
"","","","","1007416","","","","4","93","1007416105"
"","1","mhp_walk","0","1007416","0.2","","","103111","3","1007416106"
"","","1","","1007416","","","","103111","4","1007416107"
"","","1","","1007416","","","","31","4","1007416108"
"","-220","-1100","0","1007416","","","5","103111","2","1007416109"
"","-220","-1000","0","1007416","","","2","31","2","1007416110"
"","","","","1007416","","","","4","93","1007416111"
"","","","","1007416","","","","0","91","1007416112"
"","1","mhp_sit_talk_worry","","1007416","0.2","","","117631","3","1007416113"
"","0","vo_mhp_6015","","1007416","","","0","vo_mhp_1007416","21","1007416114"
"0","6","な、なんだったのアレ……","0","1007416","","0.5","1","117631","11","1007416115"
"","","","","1007416","","","","0","91","1007416116"
"","","0","","1007416","","","","0","22","1007416117"
"","","","","1007416","","","","0","91","1007416118"
"0","100","103111","-240","1007417","1.7","mhp_idle_normal","-1000","1","1","1007417001"
"1","100","117631","-200","1007417","1.7","mhp_sit_idle","365","1","1","1007417002"
"1","104","117531","-220","1007417","1.7","mhp_sit_idle","185","1","1","1007417003"
"","-240","1","0.85","1007417","1","","-154","1","31","1007417004"
"","173","120","1","1007417","0","","-237","20","31","1007417005"
"","0","130","1","1007417","0","","160","30","31","1007417006"
"","0","111","1","1007417","0","","0","11","31","1007417007"
"0","110","11","-220","1007417","1.7","NoItem","-200","1","5","1007417008"
"0","105","12","-220","1007417","1.7","NoItem","-200","1","5","1007417009"
"1","110","21","-220","1007417","1.7","NoItem","185","1","5","1007417010"
"1","105","22","-220","1007417","1.7","NoItem","185","1","5","1007417011"
"0","1","1","0","1007417","0","","1","11","6","1007417012"
"0","1","1","0","1007417","0","","1","12","6","1007417013"
"0","1","1","0","1007417","0","","1","21","6","1007417014"
"0","1","1","0","1007417","0","","1","22","6","1007417015"
"","","","","1007417","","","","0","91","1007417016"
"","1","mhp_sit_talk_normal","","1007417","0.2","","","117531","3","1007417017"
"","0","vo_mhp_6101","","1007417","","","0","vo_mhp_1007417","21","1007417018"
"0","8","シノブさん、どうぞー","0","1007417","0","0.5","1","117531","11","1007417019"
"","","","","1007417","","","","0","91","1007417020"
"","1","mhp_sit_idle","","1007417","0.2","","","117531","3","1007417021"
"","1","mhp_walk","0","1007417","0.2","","","103111","3","1007417022"
"","-220","-200","0","1007417","","","4","103111","2","1007417023"
"","","","","1007417","","","","0","91","1007417024"
"","0","mhp_sit_in","0","1007417","0.2","","","103111","3","1007417025"
"","","","","1007417","","","","0","91","1007417026"
"","1","mhp_sit_idle_sad","0","1007417","0.2","","","103111","3","1007417027"
"","","","","1007417","","","","0","91","1007417028"
"","1","mhp_sit_talk_sad","0","1007417","0.2","","","103111","3","1007417029"
"","0","vo_mhp_6102","","1007417","","","0","vo_mhp_1007417","21","1007417030"
"0","5","失礼します\n先日は父が本当に申し訳\nありませんでした\nお詫びにうかがったのですが……","0","1007417","0","1","1","103111","11","1007417031"
"","","","","1007417","","","","0","91","1007417032"
"","1","mhp_sit_idle_sad","0","1007417","0.2","","","103111","3","1007417033"
"","1","mhp_sit_talk_normal","0","1007417","0.2","","","117531","3","1007417034"
"","0","vo_mhp_6103","","1007417","","","0","vo_mhp_1007417","21","1007417035"
"0","7","あら、わざわざありがとう。\n気にしなくていいのに。","0","1007417","0","0.5","1","117531","11","1007417036"
"","","","","1007417","","","","0","91","1007417037"
"","1","mhp_sit_idle","0","1007417","0.2","","","117531","3","1007417038"
"","1","mhp_sit_talk_wish2","0","1007417","0.2","","","103111","3","1007417039"
"","0","vo_mhp_6104","","1007417","","","0","vo_mhp_1007417","21","1007417040"
"0","7","そういうわけにはいきません。","0","1007417","0","0.5","1","103111","11","1007417041"
"","","","","1007417","","","","0","91","1007417042"
"","1","mhp_sit_idle_sad","0","1007417","0.2","","","103111","3","1007417043"
"","1","mhp_sit_talk_normal","0","1007417","0.2","","","117531","3","1007417044"
"","0","vo_mhp_6105","","1007417","","","0","vo_mhp_1007417","21","1007417045"
"0","6","律儀なのはいいけど\nあなた気苦労が多そうだから\nもう少し気楽にしてた方がいいわね。","0","1007417","0","0.5","1","117531","11","1007417046"
"","","","","1007417","","","","0","91","1007417047"
"","1","mhp_sit_idle","0","1007417","0.2","","","117531","3","1007417048"
"","1","mhp_sit_talk_sad","0","1007417","0.2","","","103111","3","1007417049"
"","0","vo_mhp_6106","","1007417","","","0","vo_mhp_1007417","21","1007417050"
"0","5","そう、ですか……別に父のせいという\nわけではないですが、\n育った環境が特殊だったので……","0","1007417","0","1","1","103111","11","1007417051"
"","","","","1007417","","","","0","91","1007417052"
"","1","mhp_sit_talk_sad2","0","1007417","0.2","","","103111","3","1007417053"
"","0","vo_mhp_6107","","1007417","","","0","vo_mhp_1007417","21","1007417054"
"0","6","ギルドメンバーと一緒にいる時でも\nみんなのように\n楽しそうに笑えない、といいますか。","0","1007417","0","0.5","1","103111","11","1007417055"
"","","","","1007417","","","","0","91","1007417056"
"","1","mhp_sit_talk_worry","0","1007417","0.2","","","103111","3","1007417057"
"","0","vo_mhp_6108","","1007417","","","0","vo_mhp_1007417","21","1007417058"
"0","6","笑顔がきちんとできないと\nやはりよくないでしょうか。","0","1007417","0","0.5","1","103111","11","1007417059"
"","","","","1007417","","","","0","91","1007417060"
"","1","mhp_sit_idle_sad","0","1007417","0.2","","","103111","3","1007417061"
"","1","mhp_sit_talk_normal","0","1007417","0.2","","","117531","3","1007417062"
"","0","vo_mhp_6109","","1007417","","","0","vo_mhp_1007417","21","1007417063"
"0","6","そんなことないわ。\n笑顔ができるからって\nまともな人間とは限らないもの。","0","1007417","0","0.5","1","117531","11","1007417064"
"","","","","1007417","","","","0","91","1007417065"
"","1","mhp_sit_talk_joy1","0","1007417","0.2","","","117531","3","1007417066"
"","0","vo_mhp_6110","","1007417","","","0","vo_mhp_1007417","21","1007417067"
"0","6","ウチのギルドなんてみんな\nニコニコしてるけど、基本ヤバめの\n子たちばかりよ。私を含めて、ね♪","0","1007417","0","0.5","1","117531","11","1007417068"
"","","","","1007417","","","","0","91","1007417069"
"","1","mhp_sit_talk_normal","0","1007417","0.2","","","117531","3","1007417070"
"","0","vo_mhp_6111","","1007417","","","0","vo_mhp_1007417","21","1007417071"
"0","6","それでもみんなすごく魅力的よ\n表情一つじゃ人の良さは判断できないし\nすべきではないわ。","0","1007417","0","0.5","1","117531","11","1007417072"
"","","","","1007417","","","","0","91","1007417073"
"","1","mhp_sit_talk_wish","0","1007417","0.2","","","117531","3","1007417074"
"","0","vo_mhp_6112","","1007417","","","0","vo_mhp_1007417","21","1007417075"
"0","7","あなたのことはまだよく知らないけれど\n笑顔ができないからって\n誤解されるような\n子じゃないってのは分かるわ。","0","1007417","0","0.5","1","117531","11","1007417076"
"","","","","1007417","","","","0","91","1007417077"
"","1","mhp_sit_talk_bitter","0","1007417","0.2","","","117531","3","1007417078"
"","0","vo_mhp_6113","","1007417","","","0","vo_mhp_1007417","21","1007417079"
"0","6","私は医者だから\n人を見る目はあるのよ♪","0","1007417","0","0.5","1","117531","11","1007417080"
"","","","","1007417","","","","0","91","1007417081"
"","1","mhp_sit_idle","0","1007417","0.2","","","117531","3","1007417082"
"","1","mhp_sit_talk_wish","0","1007417","0.2","","","103111","3","1007417083"
"","0","vo_mhp_6114","","1007417","","","0","vo_mhp_1007417","21","1007417084"
"0","6","……お医者さんって\n人生相談もするんですね。","0","1007417","0","0.5","1","103111","11","1007417085"
"","","","","1007417","","","","0","91","1007417086"
"","1","mhp_sit_idle_wish","0","1007417","0.2","","","103111","3","1007417087"
"","1","mhp_sit_talk_normal","0","1007417","0.2","","","117531","3","1007417088"
"","0","vo_mhp_6115","","1007417","","","0","vo_mhp_1007417","21","1007417089"
"0","6","本当は専門外だけど、迷える少年少女の\nカウンセリングくらいはできるわよ。","0","1007417","0","0.5","1","117531","11","1007417090"
"","","","","1007417","","","","0","91","1007417091"
"","1","mhp_sit_idle","0","1007417","0.2","","","117531","3","1007417092"
"","1","mhp_sit_talk_normal","0","1007417","0.2","","","103111","3","1007417093"
