4da9ba9bf0087d9c0d604ad470ba962158a3f6d4ede97afe16ccad0bca9b8162,006fb82ebff786a761caefbc6b949a3c95cb927c958f52b393b2967551aafbf4,cfdc7f796580dbb3f2d3c4bf96151e9e33145289407cb7db6674c985aaa582a8,d1763208e1e40e4dab153e7fac8a5480fd4b07d6544549f18cbfa6370b87f43d,d988096e28cf18d1da73570b5858241d8459a9bb9ede3e93b6219cb0734b381a,0fb7f83e53824a78ccc9fc8c87db6337666d1c68073ff3da4c7397b366d3aad7,39c556dccfb5e0dd036a5165cdc4b835e26f35705c89565bd3c47bcf53a5272e,33294b66c305e03978e9dbd6f36b4160fede96040d26d7cb74f6ec39152f909c,c971d7cd6923ba013ed5f7d582c30385cdf91438032ce25396aff973aa320e4f,4fc17c1bc632d0a17fda73719828b468eb8dfcbee77013235af6d377c8bc9307,7a7075ea4c04c35efb375fe95494d6ad2f9d92c322c97e8f050d136f2569d356
"110411","945","","2","0","-125","1050","","19450043","4.07239819004525",""
"117","945","","33","0","-125","1050","","19450044","4.07239819004525",""
"122611","945","0.1","3","1","0","45_yui_notice","","19450045","45_yui_idle_2","0.1"
"1","945","0.1","3","1","0","45_yui_notice","","19450046","45_yui_idle","0.1"
"vo_fpc","945","","21","","","vo_fpc_30506","","19450047","0",""
"122611","945","0","11","0","12","あ、マコトちゃん？\n待ってよー！","1","19450048","1","0"
"0","945","","91","","","","","19450049","",""
"122611","945","","3","","1","45_yui_cmn_swm_tread","","19450050","","0.1"
"1","945","","3","","1","cmn_swm_tread_pink","","19450051","","0.1"
"122611","945","","2","0","-180","850","","19450052","4.75113122171946",""
"1","945","","2","0","-180","850","","19450053","4.75113122171946",""
"1226113","945","","33","0","-180","850","","19450054","4.75113122171946",""
"3","945","","93","","","0","","19450055","",""
"111","945","","32","","","1","","19450056","",""
"23","945","0.1","3","1","0","45_eriko_float_in","","19450057","45_eriko_float_loop","0.1"
"2","945","","93","","","0","","19450058","",""
"vo_fpc","945","","21","","","vo_fpc_30507","","19450059","0",""
"23","945","0","11","0","3","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","3","19450060","1","0"
"16.7666666666667","945","","93","","","0","","19450061","",""
"1.5","945","","93","","","0","","19450062","",""
"19450060","945","","91","","","","","19450063","",""
"23","945","","3","","0","45_eriko_float_end","","19450064","","0.1"
"3","945","","93","","","0","","19450065","",""
"0","945","","91","","","","","19450066","",""
"1","946","0","1","-15","12","107911","cmn_walk","19460001","-800","1.4875"
"1","946","0","1","-15","12","107811","cmn_walk","19460002","-1000","1.4875"
"1","946","0","1","-180","22","122411","cmn_swm_flutterKick","19460003","-910","1.75"
"1","946","","31","1","-910","122411","","19460004","-180","1"
"1","946","","31","1","-910","115","","19460005","-180","1"
"se_10053800","946","","23","","1","se_fpc_water_random","","19460006","","1"
"19460005","946","","91","","","0","","19460007","",""
"0.3","946","","93","","","0","","19460008","",""
"107811","946","","3","","1","cmn_walk","","19460009","","0.1"
"107911","946","","2","","-15","-150","","19460010","3.82352941176471",""
"107811","946","","2","","-15","-350","","19460011","3.82352941176471",""
"","946","","91","","","","","19460012","",""
"107911","946","0.1","3","1","","46_tamaki_talk","","19460013","46_tamaki_talk_loop","0.1"
"107811","946","0.1","3","1","","46_kyaru_idle_jitome","","19460014","46_kyaru_idle_jitome_loop","0.1"
"vo_fpc","946","","21","","","vo_fpc_30601","","19460015","0",""
"107811","946","0","11","0","6","みんなあれだけ泳いで\nよく飽きないわね～","1","19460016","1","0"
"0","946","","91","","","","","19460017","",""
"vo_fpc","946","","21","","","vo_fpc_30602","","19460018","0",""
"107911","946","0","11","0","8","うん？\nもしかして水場は苦手にゃ？","1","19460019","1","0"
"0","946","","91","","","","","19460020","",""
"107811","946","0.1","3","1","","46_kyaru_talk","","19460021","46_kyaru_talk_loop","0.1"
"vo_fpc","946","","21","","","vo_fpc_30603","","19460022","0",""
"107811","946","0","11","0","6","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","1","19460023","1","0"
"0","946","","91","","","","","19460024","",""
"107911","946","0.1","3","1","","46_tamaki_nod","","19460025","46_tamaki_nod_loop","0.1"
"vo_fpc","946","","21","","","vo_fpc_30604","","19460026","0",""
"107911","946","0","11","0","7","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","0.5","19460027","1","0"
"0","946","","91","","","","","19460028","",""
"122411","946","","2","","-180","1000","","19460029","8.64253393665158",""
"122411","946","","33","","-180","1000","","19460030","8.64253393665158",""
"3","946","","93","","","0","","19460031","",""
"122411","946","0.1","3","1","0","46_hiyori_flutterKick_handWave","","19460032","46_hiyori_flutterKick_handWave_loop","0.1"
"vo_fpc","946","","21","","","vo_fpc_30605","","19460033","0",""
"122411","946","0","11","0","10","あ、やっほー！","1","19460034","1","0"
"2","946","","93","","","0","","19460035","",""
"107911","946","0.1","3","1","","46_tamaki_handwave","","19460036","46_tamaki_handwave_loop","0.1"
"107811","946","0.1","3","1","","46_kyaru_idle_smile","","19460037","46_kyaru_idle_smile_loop","0.1"
"1.5","946","","93","","","0","","19460038","",""
"vo_fpc","946","","21","","","vo_fpc_30606","","19460039","0",""
"107911","946","0","11","0","6","やっほー\nまあ、当然例外もいるけどにゃ。","1","19460040","1","0"
"0","946","","91","","","","","19460041","",""
"107911","946","0.1","3","1","0","46_tamaki_talk2","","19460042","46_tamaki_talk2_loop","0.1"
"vo_fpc","946","","21","","","vo_fpc_30607","","19460043","0",""
"107811","946","0","11","0","5","そうね。\n…にしても元気ねえ。","0.5","19460044","1","0"
"0","946","","91","","","","","19460045","",""
"107811","946","0.1","3","1","0","46_kyaru_idle_normal","","19460046","46_kyaru_idle_normal_loop","0.1"
"0.5","946","","93","","","0","","19460047","",""
"115","946","","32","","","0","","19460048","",""
"122411","946","","32","","","0","","19460049","",""
"122411","946","","2","","-180","-910","","19460050","0",""
"115","946","","33","","-180","-910","","19460051","0",""
"122411","946","","2","","-180","1000","","19460052","4.80140774258421",""
"115","946","","33","","-180","1000","","19460053","4.80140774258421",""
"115","946","","32","","","1","","19460054","",""
"122411","946","","3","","1","46_hiyori_flutterKickFast","","19460055","","0.1"
"1.5","946","","93","","","0","","19460056","",""
"vo_fpc","946","","21","","","vo_fpc_30608","","19460057","0",""
"122411","946","0","11","0","15","わーい！","1","19460058","1","0"
"0.766666666666667","946","","93","","","0","","19460059","",""
"1.5","946","","93","","","0","","19460060","",""
"19460052","946","","91","","","","","19460061","",""
"107911","946","0.1","3","1","","46_tamaki_talk3","","19460062","46_tamaki_talk3_loop","0.1"
"vo_fpc","946","","21","","","vo_fpc_30609","","19460063","0",""
"107911","946","0","11","0","10","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","0.5","19460064","1","0"
"0","946","","91","","","","","19460065","",""
"107811","946","0.1","3","1","0","46_kyaru_idle_normal2","","19460066","46_kyaru_idle_normal2_loop","0.1"
"115","946","","32","","","0","","19460067","",""
"122411","946","","2","","-180","-910","","19460068","0",""
"115","946","","33","","-180","-910","","19460069","0",""
"122411","946","","2","","-180","1000","","19460070","2.1606334841629",""
"115","946","","33","","-180","1000","","19460071","2.1606334841629",""
"115","946","","32","","","1","","19460072","",""
"se_10053800","946","","23","","0","se_10053800_946_hiyori","","19460073","","1"
"0.5","946","","93","","","0","","19460074","",""
"vo_fpc","946","","21","","","vo_fpc_30610","","19460075","0",""
"122411","946","0","11","0","20","わー！","1","19460076","1","0"
"0.65","946","","93","","","0","","19460077","",""
"1.5","946","","93","","","0","","19460078","",""
"107811","946","0.1","3","1","0","46_kyaru_surprise","","19460079","46_kyaru_surprise_loop","0.1"
"107911","946","0.1","3","1","","46_tamaki_talk4","","19460080","46_tamaki_talk4_loop","0.1"
"vo_fpc","946","","21","","","vo_fpc_30611","","19460081","0",""
"107811","946","0","11","0","10","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","0.5","19460082","1","0"
"0","946","","91","","","","","19460083","",""
"115","946","","32","","","0","","19460084","",""
"122411","946","","2","","-180","-910","","19460085","0",""
"115","946","","33","","-180","-910","","19460086","0",""
"122411","946","","2","","-180","1000","","19460087","2.1606334841629",""
"115","946","","33","","-180","1000","","19460088","2.1606334841629",""
"115","946","","32","","","1","","19460089","",""
"se_10053800","946","","23","","0","se_10053800_946_hiyori","","19460090","","1"
"0.5","946","","93","","","0","","19460091","",""
"vo_fpc","946","","21","","","vo_fpc_30612","","19460092","0",""
"122411","946","0","11","0","20","たーのしー！","1","19460093","1","0"
"0.8","946","","93","","","0","","19460094","",""
"1.5","946","","93","","","0","","19460095","",""
"107911","946","","3","","1","46_cmn_run","","19460096","","0.1"
"107811","946","","3","","1","46_cmn_run","","19460097","","0.1"
"107911","946","","2","","-15","800","","19460098","2.8657616892911",""
"107811","946","","2","","-15","800","","19460099","3.46907993966818",""
"0","946","","91","","","","","19460100","",""
"1","947","0","1","-180","22","129411","cmn_float_r","19470001","-850","1.75"
"3","947","0","5","-180","23","31","empty","19470002","320","1.75"
"1","947","0","1","-125","12","129511","cmn_float","19470003","-1100","1.75"
"3","947","0","5","-125","13","32","empty","19470004","70","1.75"
"26","947","0","5","-180","22","26","47_yuni_float","19470005","-900","1.75"
"6","947","","31","1","-820","61","","19470006","-180","1"
"4","947","","31","1","320","41","","19470007","-180","0"
"103","947","","31","1","320","1031","","19470008","-180","0"
"124","947","","31","1","320","1241","","19470009","-180","0"
"9","947","","31","1","320","91","","19470010","-180","0"
"10","947","","31","1","850","101","","19470011","-180","1"
"6","947","","31","1","-1100","62","","19470012","-125","1"
"4","947","","31","1","70","42","","19470013","-125","0"
"103","947","","31","1","70","1032","","19470014","-125","0"
"124","947","","31","1","70","1242","","19470015","-125","0"
"9","947","","31","1","70","92","","19470016","-125","0"
"10","947","","31","1","850","102","","19470017","-125","1"
"102","947","","31","1","-900","26","","19470018","-180","1"
"1009","947","","31","1","-975","1009","","19470019","0","0"
"1010","947","","31","1","-310","1010","","19470020","0","0"
"1011","947","","31","1","570","1011","","19470021","30","0"
"se_10053800","947","","23","","1","se_fpc_water_random","","19470022","","1"
"19470021","947","","91","","","","","19470023","",""
"129411","947","","3","","1","cmn_float_r","","19470024","","0.1"
"129411","947","","2","12","-180","320","","19470025","6.88235294117647",""
"61","947","","33","12","-180","350","","19470026","6.88235294117647",""
"129511","947","","2","12","-125","70","","19470027","6.88235294117647",""
"62","947","","33","12","-125","70","","19470028","6.88235294117647",""
"1009","947","","33","12","0","195","","19470029","6.88235294117647",""
"1009","947","","32","","","1","","19470030","",""
"19470025","947","","91","","","","","19470031","",""
"26","947","","2","12","-180","-280","","19470032","4.55882352941176",""
"26","947","","33","12","-180","-280","","19470033","4.55882352941176",""
"19470032","947","","91","","","","","19470034","",""
"1009","947","","32","","","0","","19470035","",""
"vo_fpc","947","","21","","","vo_fpc_30701","","19470036","0",""
"26","947","0","11","0","5","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","0.5","19470037","1","0"
"0","947","","91","","","","","19470038","",""
"vo_fpc","947","","21","","","vo_fpc_30702","","19470039","0",""
"26","947","0","11","0","5","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","1","19470040","1","0"
"0","947","","91","","","","","19470041","",""
"129511","947","0.1","3","1","0","47_chieru_surprise_in","","19470042","47_cmn_surprise_loop","0.1"
"62","947","","33","12","-125","100","","19470043","0.2",""
"129411","947","0.1","3","1","0","47_kuroe_surprise_in","","19470044","47_cmn_surprise_loop","0.1"
"vo_fpc","947","","21","","","vo_fpc_30703","","19470045","0",""
"129411","947","0","11","0","17","ちょっ…\n何やってンのよ、探さんと…！","0.5","19470046","1","0"
"0","947","","91","","","","","19470047","",""
"129411","947","0.1","3","1","0","47_cmn_diving_in","","19470048","cmn_swm_diving","0.1"
"0.2","947","","93","","","0","","19470049","",""
"61","947","","32","","","0","","19470050","",""
"1031","947","","32","","","1","","19470051","",""
"91","947","","32","","","1","","19470052","",""
"129411","947","","2","","-180","850","","19470053","1.59879336349925",""
"91","947","","33","","-180","850","","19470054","1.59879336349925",""
"129511","947","0.1","3","1","0","47_cmn_diving_in","","19470055","cmn_swm_diving","0.1"
"0.2","947","","93","","","0","","19470056","",""
"62","947","","32","","","0","","19470057","",""
"1032","947","","32","","","1","","19470058","",""
"92","947","","32","","","1","","19470059","",""
"129511","947","","2","","-125","850","","19470060","1.96078431372549",""
"92","947","","33","","-125","850","","19470061","1.96078431372549",""
"19470060","947","","91","","","","","19470062","",""
"91","947","","32","","","0","","19470063","",""
"92","947","","32","","","0","","19470064","",""
"129511","947","","2","12","-125","70","","19470065","2.94117647058824",""
"102","947","","33","12","-125","70","","19470066","2.94117647058824",""
"129511","947","","3","","1","cmn_swm_diving_r","","19470067","","0.1"
"1","947","","93","","","0","","19470068","",""
"vo_fpc","947","","21","","","vo_fpc_30704","","19470069","0",""
"26","947","0","11","0","10","あった？","0.5","19470070","1","0"
"0.9","947","","93","","","0","","19470071","",""
"1","947","","93","","","0","","19470072","",""
"19470065","947","","91","","","","","19470073","",""
"26","947","0.1","3","1","0","47_yuni_surprise_in","","19470074","47_yuni_surprise_loop","0.1"
"129511","947","0.1","3","1","0","47_cmn_item_in","","19470075","47_cmn_item_loop","0.1"
"32","947","0.1","3","1","0","47_cmn_item_in_book","","19470076","47_cmn_item_loop_book","0.1"
"0.2","947","","93","","","0","","19470077","",""
"42","947","","32","","","1","","19470078","",""
"1242","947","","32","","","1","","19470079","",""
"102","947","","32","","","0","","19470080","",""
"vo_fpc","947","","21","","","vo_fpc_30705","","19470081","0",""
"129511","947","0","11","0","10","ユニ先輩の本がありました。","1","19470082","1","0"
"1.8","947","","93","","","0","","19470083","",""
"129411","947","","2","12","-180","320","","19470084","1.99849170437406",""
"101","947","","33","12","-180","320","","19470085","1.99849170437406",""
"129411","947","","3","","1","cmn_swm_diving_r","","19470086","","0.1"
