3f45154b3679c3152c433c5d36a967b27b26222ea0d74988bbf3e03d79c4231e,801cf61fa9a310acfb9925ee8c95bf8be8f04943dce8d4bf488d2a459e95b85e,d2e605415f139beca30a695d0e6ef992aba01cb085c41d5cbb1e726487ea54aa,2dab1efce72b38559e29f2b3ce52e8c6881a89e22b1b6caeeb39bfa72cd59f50,316ff06080f702f81425406d4a8b544fb06480f65ef1662b0858e9d6e63937db
"ＴＰダウンカット","boss_tp_down_cut","1119","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418130"
"ダメージ減衰","18","1120","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418130"
"ＴＰ上昇上限付与","17","1121","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418130"
"ＨＰ吸収ダウン","9","1122","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418130"
"火属性ボーナス特大アップ","12","1123","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418140"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","1124","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418140"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","1125","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418140"
"ＴＰダウンカット","boss_tp_down_cut","1126","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418140"
"ダメージ減衰","18","1127","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418140"
"ＴＰ上昇上限付与","17","1128","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418140"
"ＨＰ吸収ダウン","9","1129","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418140"
"火属性ボーナス特大アップ","12","1130","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418210"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","1131","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418210"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","1132","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418210"
"ＴＰダウンカット","boss_tp_down_cut","1133","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418210"
"ダメージ減衰","18","1134","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418210"
"ＴＰ上昇上限付与","17","1135","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418210"
"ＨＰ吸収ダウン","9","1136","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418210"
"火属性ボーナス特大アップ","12","1137","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418220"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","1138","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418220"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","1139","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418220"
"ＴＰダウンカット","boss_tp_down_cut","1140","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418220"
"ダメージ減衰","18","1141","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418220"
"ＴＰ上昇上限付与","17","1142","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418220"
"ＨＰ吸収ダウン","9","1143","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418220"
"火属性ボーナス特大アップ","12","1144","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418230"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","1145","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418230"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","1146","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418230"
"ＴＰダウンカット","boss_tp_down_cut","1147","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418230"
"ダメージ減衰","18","1148","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418230"
"ＴＰ上昇上限付与","17","1149","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418230"
"ＨＰ吸収ダウン","9","1150","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418230"
"火属性ボーナス特大アップ","12","1151","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418240"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","1152","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418240"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","1153","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418240"
"ＴＰダウンカット","boss_tp_down_cut","1154","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418240"
"ダメージ減衰","18","1155","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418240"
"ＴＰ上昇上限付与","17","1156","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418240"
"ＨＰ吸収ダウン","9","1157","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418240"
"火属性ボーナス特大アップ","12","1158","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418310"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","1159","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418310"
