8b9350d5163af226cab4baa0d4a30c682c545503599dea5a3c5c9e3975313ecf,80a2b653e1b4c5b96ceff5377e27979867e349bad85a467b01a24663f0c8092f,7b5e272290a38e98df0f3675a4562e0edcb3fe1f13ac1ce4564d4b13a7adaa7b,cd44eff6b53fc81e302a0d594ec3ae622d96406a345d8a23ec8024be00978717,165dbb9cb8a95ce0383bb51855d995694f018b8fd6df1a20b5e201f39adfc41b,2c2c2500dae3c2885c514a9aa749016ea5f7b40e3c687218d59d620e358b51fc,e46bba7ba804a018dd22adcaf5d920f3d72e2b2189a0a0e0f27c86841e2f8ac7,cd0b21142e00685582576709dadbcde687df0a32946142429fa3fa0ffa63b714,18a32071db28c8535fceebd8a64bdfefffcea30eb690e768bc13c5defc5800bd,9d0318427c0edfafe92bd19402a0a276c966541b05f3070ca53967d1133dc951,2978d8f3c8745914793fd753f0b24e65b0e3ebabe8282579bf9e99d6ae329244
"46_hiyori_flutterKick_handWave_loop","0","0.1","0.1","","122411","3","946","19460032","46_hiyori_flutterKick_handWave","1"
"0","","","","","vo_fpc","21","946","19460033","vo_fpc_30605",""
"1","10","0","0","1","122411","11","946","19460034","あ、やっほー！","0"
"","","","","","2","93","946","19460035","0",""
"46_tamaki_handwave_loop","","0.1","0.1","","107911","3","946","19460036","46_tamaki_handwave","1"
"46_kyaru_idle_smile_loop","","0.1","0.1","","107811","3","946","19460037","46_kyaru_idle_smile","1"
"","","","","","1.5","93","946","19460038","0",""
"0","","","","","vo_fpc","21","946","19460039","vo_fpc_30606",""
"1","6","0","0","1","107911","11","946","19460040","やっほー\nまあ、当然例外もいるけどにゃ。","0"
"","","","","","0","91","946","19460041","",""
"46_tamaki_talk2_loop","0","0.1","0.1","","107911","3","946","19460042","46_tamaki_talk2","1"
"0","","","","","vo_fpc","21","946","19460043","vo_fpc_30607",""
"1","5","0","0","0.5","107811","11","946","19460044","そうね。\n…にしても元気ねえ。","0"
"","","","","","0","91","946","19460045","",""
"46_kyaru_idle_normal_loop","0","0.1","0.1","","107811","3","946","19460046","46_kyaru_idle_normal","1"
"","","","","","0.5","93","946","19460047","0",""
"","","","","","115","32","946","19460048","0",""
"","","","","","122411","32","946","19460049","0",""
"0","-180","","","","122411","2","946","19460050","-910",""
"0","-180","","","","115","33","946","19460051","-910",""
"4.80140774258421","-180","","","","122411","2","946","19460052","1000",""
"4.80140774258421","-180","","","","115","33","946","19460053","1000",""
"","","","","","115","32","946","19460054","1",""
"","1","","0.1","","122411","3","946","19460055","46_hiyori_flutterKickFast",""
"","","","","","1.5","93","946","19460056","0",""
"0","","","","","vo_fpc","21","946","19460057","vo_fpc_30608",""
"1","15","0","0","1","122411","11","946","19460058","わーい！","0"
"","","","","","0.766666666666667","93","946","19460059","0",""
"","","","","","1.5","93","946","19460060","0",""
"","","","","","19460052","91","946","19460061","",""
"46_tamaki_talk3_loop","","0.1","0.1","","107911","3","946","19460062","46_tamaki_talk3","1"
"0","","","","","vo_fpc","21","946","19460063","vo_fpc_30609",""
"1","10","0","0","0.5","107911","11","946","19460064","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","0"
"","","","","","0","91","946","19460065","",""
"46_kyaru_idle_normal2_loop","0","0.1","0.1","","107811","3","946","19460066","46_kyaru_idle_normal2","1"
"","","","","","115","32","946","19460067","0",""
"0","-180","","","","122411","2","946","19460068","-910",""
"0","-180","","","","115","33","946","19460069","-910",""
"2.1606334841629","-180","","","","122411","2","946","19460070","1000",""
"2.1606334841629","-180","","","","115","33","946","19460071","1000",""
"","","","","","115","32","946","19460072","1",""
"","0","","1","","se_10053800","23","946","19460073","se_10053800_946_hiyori",""
"","","","","","0.5","93","946","19460074","0",""
"0","","","","","vo_fpc","21","946","19460075","vo_fpc_30610",""
"1","20","0","0","1","122411","11","946","19460076","わー！","0"
"","","","","","0.65","93","946","19460077","0",""
"","","","","","1.5","93","946","19460078","0",""
"46_kyaru_surprise_loop","0","0.1","0.1","","107811","3","946","19460079","46_kyaru_surprise","1"
"46_tamaki_talk4_loop","","0.1","0.1","","107911","3","946","19460080","46_tamaki_talk4","1"
"0","","","","","vo_fpc","21","946","19460081","vo_fpc_30611",""
"1","10","0","0","0.5","107811","11","946","19460082","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","0"
"","","","","","0","91","946","19460083","",""
"","","","","","115","32","946","19460084","0",""
"0","-180","","","","122411","2","946","19460085","-910",""
"0","-180","","","","115","33","946","19460086","-910",""
"2.1606334841629","-180","","","","122411","2","946","19460087","1000",""
"2.1606334841629","-180","","","","115","33","946","19460088","1000",""
"","","","","","115","32","946","19460089","1",""
"","0","","1","","se_10053800","23","946","19460090","se_10053800_946_hiyori",""
"","","","","","0.5","93","946","19460091","0",""
"0","","","","","vo_fpc","21","946","19460092","vo_fpc_30612",""
"1","20","0","0","1","122411","11","946","19460093","たーのしー！","0"
"","","","","","0.8","93","946","19460094","0",""
"","","","","","1.5","93","946","19460095","0",""
"","1","","0.1","","107911","3","946","19460096","46_cmn_run",""
"","1","","0.1","","107811","3","946","19460097","46_cmn_run",""
"2.8657616892911","-15","","","","107911","2","946","19460098","800",""
"3.46907993966818","-15","","","","107811","2","946","19460099","800",""
"","","","","","0","91","946","19460100","",""
"-850","22","0","1.75","cmn_float_r","1","1","947","19470001","129411","-180"
"320","23","0","1.75","empty","3","5","947","19470002","31","-180"
"-1100","12","0","1.75","cmn_float","1","1","947","19470003","129511","-125"
"70","13","0","1.75","empty","3","5","947","19470004","32","-125"
"-900","22","0","1.75","47_yuni_float","26","5","947","19470005","26","-180"
"-180","-820","","1","","6","31","947","19470006","61","1"
"-180","320","","0","","4","31","947","19470007","41","1"
"-180","320","","0","","103","31","947","19470008","1031","1"
"-180","320","","0","","124","31","947","19470009","1241","1"
"-180","320","","0","","9","31","947","19470010","91","1"
"-180","850","","1","","10","31","947","19470011","101","1"
"-125","-1100","","1","","6","31","947","19470012","62","1"
"-125","70","","0","","4","31","947","19470013","42","1"
"-125","70","","0","","103","31","947","19470014","1032","1"
"-125","70","","0","","124","31","947","19470015","1242","1"
"-125","70","","0","","9","31","947","19470016","92","1"
"-125","850","","1","","10","31","947","19470017","102","1"
"-180","-900","","1","","102","31","947","19470018","26","1"
"0","-975","","0","","1009","31","947","19470019","1009","1"
"0","-310","","0","","1010","31","947","19470020","1010","1"
"30","570","","0","","1011","31","947","19470021","1011","1"
"","1","","1","","se_10053800","23","947","19470022","se_fpc_water_random",""
"","","","","","19470021","91","947","19470023","",""
"","1","","0.1","","129411","3","947","19470024","cmn_float_r",""
"6.88235294117647","-180","","","","129411","2","947","19470025","320","12"
"6.88235294117647","-180","","","","61","33","947","19470026","350","12"
"6.88235294117647","-125","","","","129511","2","947","19470027","70","12"
"6.88235294117647","-125","","","","62","33","947","19470028","70","12"
"6.88235294117647","0","","","","1009","33","947","19470029","195","12"
"","","","","","1009","32","947","19470030","1",""
"","","","","","19470025","91","947","19470031","",""
"4.55882352941176","-180","","","","26","2","947","19470032","-280","12"
"4.55882352941176","-180","","","","26","33","947","19470033","-280","12"
"","","","","","19470032","91","947","19470034","",""
"","","","","","1009","32","947","19470035","0",""
"0","","","","","vo_fpc","21","947","19470036","vo_fpc_30701",""
"1","5","0","0","0.5","26","11","947","19470037","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","0"
"","","","","","0","91","947","19470038","",""
"0","","","","","vo_fpc","21","947","19470039","vo_fpc_30702",""
"1","5","0","0","1","26","11","947","19470040","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","0"
"","","","","","0","91","947","19470041","",""
"47_cmn_surprise_loop","0","0.1","0.1","","129511","3","947","19470042","47_chieru_surprise_in","1"
"0.2","-125","","","","62","33","947","19470043","100","12"
"47_cmn_surprise_loop","0","0.1","0.1","","129411","3","947","19470044","47_kuroe_surprise_in","1"
"0","","","","","vo_fpc","21","947","19470045","vo_fpc_30703",""
"1","17","0","0","0.5","129411","11","947","19470046","ちょっ…\n何やってンのよ、探さんと…！","0"
"","","","","","0","91","947","19470047","",""
"cmn_swm_diving","0","0.1","0.1","","129411","3","947","19470048","47_cmn_diving_in","1"
"","","","","","0.2","93","947","19470049","0",""
"","","","","","61","32","947","19470050","0",""
"","","","","","1031","32","947","19470051","1",""
"","","","","","91","32","947","19470052","1",""
"1.59879336349925","-180","","","","129411","2","947","19470053","850",""
"1.59879336349925","-180","","","","91","33","947","19470054","850",""
"cmn_swm_diving","0","0.1","0.1","","129511","3","947","19470055","47_cmn_diving_in","1"
"","","","","","0.2","93","947","19470056","0",""
"","","","","","62","32","947","19470057","0",""
"","","","","","1032","32","947","19470058","1",""
"","","","","","92","32","947","19470059","1",""
"1.96078431372549","-125","","","","129511","2","947","19470060","850",""
"1.96078431372549","-125","","","","92","33","947","19470061","850",""
"","","","","","19470060","91","947","19470062","",""
"","","","","","91","32","947","19470063","0",""
"","","","","","92","32","947","19470064","0",""
"2.94117647058824","-125","","","","129511","2","947","19470065","70","12"
"2.94117647058824","-125","","","","102","33","947","19470066","70","12"
"","1","","0.1","","129511","3","947","19470067","cmn_swm_diving_r",""
"","","","","","1","93","947","19470068","0",""
"0","","","","","vo_fpc","21","947","19470069","vo_fpc_30704",""
"1","10","0","0","0.5","26","11","947","19470070","あった？","0"
"","","","","","0.9","93","947","19470071","0",""
"","","","","","1","93","947","19470072","0",""
"","","","","","19470065","91","947","19470073","",""
"47_yuni_surprise_loop","0","0.1","0.1","","26","3","947","19470074","47_yuni_surprise_in","1"
"47_cmn_item_loop","0","0.1","0.1","","129511","3","947","19470075","47_cmn_item_in","1"
"47_cmn_item_loop_book","0","0.1","0.1","","32","3","947","19470076","47_cmn_item_in_book","1"
"","","","","","0.2","93","947","19470077","0",""
"","","","","","42","32","947","19470078","1",""
"","","","","","1242","32","947","19470079","1",""
"","","","","","102","32","947","19470080","0",""
"0","","","","","vo_fpc","21","947","19470081","vo_fpc_30705",""
"1","10","0","0","1","129511","11","947","19470082","ユニ先輩の本がありました。","0"
"","","","","","1.8","93","947","19470083","0",""
"1.99849170437406","-180","","","","129411","2","947","19470084","320","12"
"1.99849170437406","-180","","","","101","33","947","19470085","320","12"
"","1","","0.1","","129411","3","947","19470086","cmn_swm_diving_r",""
"","","","","","1.5","93","947","19470087","0",""
"","","","","","19470084","91","947","19470088","",""
"47_cmn_item_loop","0","0.1","0.1","","129411","3","947","19470089","47_cmn_item_in","1"
"47_cmn_item_loop_weapon","0","0.1","0.1","","31","3","947","19470090","47_cmn_item_in_weapon","1"
"","","","","","0.2","93","947","19470091","0",""
"","","","","","41","32","947","19470092","1",""
"","","","","","1241","32","947","19470093","1",""
"","","","","","101","32","947","19470094","0",""
"0","","","","","vo_fpc","21","947","19470095","vo_fpc_30706",""
"1","10","70","0","1","129411","11","947","19470096","ユニ先輩の斧だか槍だかがありました。","0"
"","","","","","0","91","947","19470097","",""
"","","","","","1011","32","947","19470098","1",""
"0","","","","","vo_fpc","21","947","19470099","vo_fpc_30707",""
"1","8","140","730","1","26","11","947","19470100","ぽーん！\nドクター・ユニに警告！\nプールはゴミ箱じゃありません！","0"
"","","","","","5.25","93","947","19470101","0",""
"","","","","","1.5","93","947","19470102","0",""
"","1","","0.3","","26","3","947","19470103","47_yuni_float",""
"","","","","","1010","32","947","19470104","1",""
"","","","","","1.5","93","947","19470105","0",""
"cmn_float","0","0.1","0.1","","129511","3","947","19470106","47_cmn_float_in","1"
"empty","0","0.1","0.1","","32","3","947","19470107","47_cmn_float_in_book","0"
"cmn_float","0","0.1","0.1","","129411","3","947","19470108","47_cmn_float_in","1"
"empty","0","0.1","0.1","","31","3","947","19470109","47_cmn_float_in_weapon","0"
"","","","","","1.1","93","947","19470110","0",""
"3.07692307692308","-180","","","","129411","2","947","19470111","1000",""
"3.07692307692308","-180","","","","41","33","947","19470112","1000",""
"5.79185520361991","-180","","","","26","2","947","19470113","1000",""
"5.79185520361991","-180","","","","26","33","947","19470114","1000",""
"4.20814479638009","-125","","","","129511","2","947","19470115","1000",""
"4.20814479638009","-125","","","","42","33","947","19470116","1000",""
"","","","","","19470113","91","947","19470117","",""
"","","","","","se_10053800","23","951","19510001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float_monster_01","1","5","951","19510002","1","-180"
"15","-180","","","","1","2","951","19510003","850",""
"","","","","","se_10053800","23","952","19520001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float_monster_02","1","5","952","19520002","1","-180"
"15","-180","","","","1","2","952","19520003","850",""
"","","","","","se_10053800","23","953","19530001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float_monster_03","1","5","953","19530002","1","-180"
"15","-180","","","","1","2","953","19530003","850",""
"","","","","","se_10053800","23","954","19540001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float_monster_04","1","5","954","19540002","1","-180"
"15","-180","","","","1","2","954","19540003","850",""
"","","","","","se_10053800","23","955","19550001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float_monster_05","1","5","955","19550002","1","-180"
"15","-180","","","","1","2","955","19550003","850",""
"","","","","","se_10053800","23","956","19560001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float_monster_06","1","5","956","19560002","1","-180"
"15","-180","","","","1","2","956","19560003","850",""
"","","","","","se_10053800","23","957","19570001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float_monster_07","1","5","957","19570002","1","-180"
"15","-180","","","","1","2","957","19570003","850",""
"","","","","","se_10053800","23","958","19580001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float_monster_08","1","5","958","19580002","1","-180"
"15","-180","","","","1","2","958","19580003","850",""
"","","","","","se_10053800","23","959","19590001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float_monster_09","1","5","959","19590002","1","-180"
"15","-180","","","","1","2","959","19590003","850",""
"","","","","","se_10053800","23","960","19600001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float_monster_10","1","5","960","19600002","1","-180"
