427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8
"1","1","0","1","6","122811","1009814","0.4","1","","1009814032"
"","","","","93","2","1009814","","0","","1009814033"
"","1","","","3","122811","1009814","0.2","lsv_idle_normal","","1009814034"
"","","","","93","0.6","1009814","","0","","1009814035"
"","1","","","3","122811","1009814","0.2","lsv_talk_bitter","","1009814036"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1422","","1009814037"
"1","10","0","1","11","122811","1009814","0","あ…\nあはは、ごめんね？\n日記、あんまり書けなくて…","0","1009814038"
"","","","","91","0","1009814","","","","1009814039"
"","1","","","3","122811","1009814","0.2","lsv_talk_bitter_sad","","1009814040"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1423","","1009814041"
"1","10","0","1","11","122811","1009814","0","それに…\nほんとの気持ちも\n書いちゃった。","0","1009814042"
"","","","","91","0","1009814","","","","1009814043"
"","1","","","3","122811","1009814","0.2","lsv_idle_sad2","","1009814044"
"","1","","","3","122711","1009814","0.2","lsv_talk_normal_suprise1","","1009814045"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1424","","1009814046"
"1","10","0","1","11","122711","1009814","0","ううん、いいよ。\n…わかるから。","0","1009814047"
"","","","","91","0","1009814","","","","1009814048"
"","1","","","3","122711","1009814","0.2","lsv_idle_normal_talkR","","1009814049"
"","1","","","3","122911","1009814","0.2","lsv_talk_normal_bitter","","1009814050"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1425","","1009814051"
"1","10","0","1","11","122911","1009814","0","…ミミも、わかるよ。\nミソギちゃん。\n書いてくれてありがとう。","0","1009814052"
"","","","","91","0","1009814","","","","1009814053"
"","1","","","3","122911","1009814","0.2","lsv_idle_sad_normal","","1009814054"
"","1","","","3","122811","1009814","0.2","lsv_idle_sad","","1009814055"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1426","","1009814056"
"1","10","0","1","11","122811","1009814","0","……うん。","0","1009814057"
"","","","","91","0","1009814","","","","1009814058"
"","1","","","3","122811","1009814","0.2","lsv_idle_normal_talkR","","1009814059"
"","1","","","3","122911","1009814","0.2","lsv_talk_wish_sad","","1009814060"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1427","","1009814061"
"1","10","0","1","11","122911","1009814","0","…どうして、\nもうバイバイしないと\nいけなかったのかな。","0","1009814062"
"","","","","91","0","1009814","","","","1009814063"
"","1","","","3","122911","1009814","0.2","lsv_idle_wish_sad","","1009814064"
"","1","","","3","122711","1009814","0.2","lsv_talk_normal_sad","","1009814065"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1428","","1009814066"
"1","10","0","1","11","122711","1009814","0","ミミ…","0","1009814067"
"","","","","91","0","1009814","","","","1009814068"
"","1","","","3","122711","1009814","0.2","lsv_idle_normal_talkR","","1009814069"
"","1","","","3","122911","1009814","0.2","lsv_talk_wish_surprise","","1009814070"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1429","","1009814071"
"1","10","0","1","11","122911","1009814","0","わかってるよ？\n理由はちゃんと、\nわかってるの。でも…","0","1009814072"
"","","","","91","0","1009814","","","","1009814073"
"","1","","","3","122911","1009814","0.2","lsv_talk_wish_sad","","1009814074"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1430","","1009814075"
"1","10","0","1","11","122911","1009814","0","なんで、って…\nどうして、って…\n思っちゃう。","0","1009814076"
"","","","","91","0","1009814","","","","1009814077"
"","1","","","3","122911","1009814","0.2","lsv_idle_normal","","1009814078"
"","1","","","3","122811","1009814","0.2","lsv_talk_anger_shy","","1009814079"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1431","","1009814080"
"1","10","0","1","11","122811","1009814","0","…わかんないよね。\nあーもうっ！\nむずかしいな～っ！！","0","1009814081"
"","","","","91","0","1009814","","","","1009814082"
"","1","","","3","122811","1009814","0.2","lsv_idle_normal_talkR","","1009814083"
"","1","","","3","122711","1009814","0.2","lsv_talk_joy3_blink2","","1009814084"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1432","","1009814085"
"1","10","0","1","11","122711","1009814","0","…そうだね。\n本当に難しいよ。","0","1009814086"
"","","","","91","0","1009814","","","","1009814087"
"","1","","","3","122711","1009814","0.2","lsv_talk_sad","","1009814088"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1433","","1009814089"
"1","10","0","1","11","122711","1009814","0","きっと、どんなお勉強より…\nずっとずっと……\n難しいよ。","0","1009814090"
"","","","","91","0","1009814","","","","1009814091"
"","1","","","3","122711","1009814","0.2","lsv_idle_wish_angerR","","1009814092"
"","1","","","22","0","1009814","0.2","0","","1009814093"
"","","","","91","0","1009814","","","","1009814094"
"0","0","","","25","bgm_M612","1009814","","bgm_M612","","1009814095"
"","","","","102","","1009814","","","","1009814096"
"","","","","22","0","1009814","","0.2","","1009814097"
"","","","","93","0.2","1009814","","","","1009814098"
"0","1","0","0","12","122811","1009814","0","12","0","1009814099"
"","1","","","3","122811","1009814","0.2","lsv_talk_anger","","1009814100"
"","","","","93","3","1009814","","0","","1009814101"
"","1","","","3","122811","1009814","0.2","lsv_idle_anger1","","1009814102"
"0","1","0","0","12","122711","1009814","0","12","0","1009814103"
"","1","","","3","122711","1009814","0.2","lsv_talk_thinking","","1009814104"
"","","","","93","3","1009814","","0","","1009814105"
"","1","","","3","122711","1009814","0.2","lsv_idle_wish_angerR","","1009814106"
"0","1","0","0","12","122911","1009814","0","12","0","1009814107"
"","1","","","3","122911","1009814","0.2","lsv_idle_bitter","","1009814108"
"","","","","93","3","1009814","","0","","1009814109"
"","1","","","3","122911","1009814","0.2","lsv_idle_normal","","1009814110"
"","","","","101","1009814099","1009814","","","","1009814111"
"1","1","0","0","6","333","1009814","1","1","","1009814112"
"","","","","4","122811","1009814","","1","","1009814113"
"","1","","","3","122811","1009814","0.2","lsv_run_sad","","1009814114"
"0.8","-235","","0","2","122811","1009814","","-750","","1009814115"
"","","","","4","122911","1009814","","0","","1009814116"
"","1","","","3","122911","1009814","0.2","lsv_run_sad","","1009814117"
"0.8","-220","","0","2","122911","1009814","","750","","1009814118"
"","","","","4","122711","1009814","","0","","1009814119"
"","1","","","3","122711","1009814","0.2","lsv_run_sad","","1009814120"
"0.8","-250","","0","2","122711","1009814","","850","","1009814121"
"","","","","93","0.6","1009814","","","","1009814122"
"1","1","0","0","6","122811","1009814","0.2","1","","1009814123"
"1","1","0","0","6","122911","1009814","0.2","1","","1009814124"
"1","1","0","0","6","122711","1009814","0.2","1","","1009814125"
"","","","","91","0","1009814","","","","1009814126"
"-650","102","0","-235","1","1","1009815","1.95","122711","lsv_idle_normal","1009815001"
"650","100","1","-220","1","1","1009815","1.95","122911","lsv_idle_normal","1009815002"
"750","101","1","-250","1","1","1009815","1.95","122811","lsv_idle_normal","1009815003"
"0","0","0","0","5","1","1009815","1","333","lsv_white_loop","1009815004"
"1","1","0","0","6","333","1009815","0","1","","1009815005"
"1","1","0","0","6","122711","1009815","0","1","","1009815006"
"1","1","0","0","6","122911","1009815","0","1","","1009815007"
"1","1","0","0","6","122811","1009815","0","1","","1009815008"
"","","","","93","1","1009815","","0","","1009815009"
"1","1","0","0.4","6","333","1009815","0.8","1","","1009815010"
"","1","","","3","122711","1009815","0.2","lsv_walk","","1009815011"
"2","-235","","0","2","122711","1009815","","-200","","1009815012"
"1","1","0","1","6","122711","1009815","0.4","1","","1009815013"
"","1","","","3","122911","1009815","0.2","lsv_walk","","1009815014"
"2","-220","","0","2","122911","1009815","","100","","1009815015"
"1","1","0","1","6","122911","1009815","0.4","1","","1009815016"
"","1","","","3","122811","1009815","0.2","lsv_walk","","1009815017"
"2","-250","","0","2","122811","1009815","","270","","1009815018"
"1","1","0","1","6","122811","1009815","0.4","1","","1009815019"
"","","","","93","2","1009815","","0","","1009815020"
"","1","","","3","122711","1009815","0.2","lsv_idle_normal","","1009815021"
"","1","","","3","122911","1009815","0.2","lsv_idle_normal","","1009815022"
"","1","","","3","122811","1009815","0.2","lsv_idle_normal","","1009815023"
"","","","","93","0.6","1009815","","0","","1009815024"
"","1","","","3","122911","1009815","0.2","lsv_talk_surprise","","1009815025"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1521","","1009815026"
"1","10","0","1","11","122911","1009815","0","絵も日記も\nいっぱいになったね。","0","1009815027"
"","","","","91","0","1009815","","","","1009815028"
"","1","","","3","122911","1009815","0.2","lsv_idle_surprise","","1009815029"
"lsv_talk_cool_joy_loop","0","0.2","1","3","122811","1009815","0","lsv_talk_cool_joy","","1009815030"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1522","","1009815031"
"1","10","0","1","11","122811","1009815","0","それだけ、\nみゅ～ちゃんとの思い出が\nいっぱいだったってことだよ。","0","1009815032"
"","","","","91","0","1009815","","","","1009815033"
"","1","","","3","122811","1009815","0.2","lsv_idle_cool","","1009815034"
"","1","","","3","122911","1009815","0.2","lsv_talk_wish_dere","","1009815035"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1523","","1009815036"
"1","10","0","1","11","122911","1009815","0","…うん。\nいっぱいできたもんね。\nみゅ～ちゃんとの思い出…","0","1009815037"
"","","","","91","0","1009815","","","","1009815038"
"","1","","","3","122911","1009815","0.2","lsv_idle_normal_joyR","","1009815039"
"","1","","","3","122711","1009815","0.2","lsv_talk_wish_joy","","1009815040"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1524","","1009815041"
"1","10","0","1","11","122711","1009815","0","…忘れられないね。\nううん…\n忘れたくないね。","0","1009815042"
"","","","","91","0","1009815","","","","1009815043"
"","1","","","3","122711","1009815","0.2","lsv_idle_wish_joy","","1009815044"
"","1","","","3","122811","1009815","0.2","lsv_talk_joy3_blink2","","1009815045"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1525","","1009815046"
"1","10","0","1","11","122811","1009815","0","そうだね…\nミソギも同じ気持ち。","0","1009815047"
"","","","","91","0","1009815","","","","1009815048"
"","1","","","3","122811","1009815","0.2","lsv_idle_sad_normal","","1009815049"
"","1","","","3","122911","1009815","0.2","lsv_talk_wish_dere","","1009815050"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1526","","1009815051"
"1","10","0","1","11","122911","1009815","0","ミミもだよ。\nきっと、ずっと…","0","1009815052"
"","","","","91","0","1009815","","","","1009815053"
"","1","","","3","122911","1009815","0.2","lsv_idle_normal","","1009815054"
"","1","","","3","122711","1009815","0.2","lsv_talk_joy1_normal","","1009815055"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1527","","1009815056"
"1","10","0","1","11","122711","1009815","0","じゃあ…次にまた\nみゅ～ちゃんと会えたとき、\nこの日記の続きを書こうよ。","0","1009815057"
"","","","","91","0","1009815","","","","1009815058"
"","1","","","3","122711","1009815","0.2","lsv_idle_normal","","1009815059"
"lsv_exactly_loop","0","0.2","1","3","122811","1009815","0","lsv_exactly_in","","1009815060"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1528","","1009815061"
"1","10","0","1","11","122811","1009815","0","それいいね！\n賛成！","0","1009815062"
"","","","","91","0","1009815","","","","1009815063"
"","1","","","3","122811","1009815","0.2","lsv_idle_joy","","1009815064"
"lsv_idle_normal_joy","0","0.2","1","3","122911","1009815","0.2","lsv_handsup_joy","","1009815065"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1529","","1009815066"
"1","10","0","1","11","122911","1009815","0","ミミもさんせ～い♪","0","1009815067"
"","","","","91","0","1009815","","","","1009815068"
"","1","","","3","122711","1009815","0.2","lsv_talk_wish_dere","","1009815069"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1530","","1009815070"
"1","10","0","1","11","122711","1009815","0","この日記も大事にしようね。\n…楽しみなことが\nひとつ増えたみたい。ふふっ。","0","1009815071"
"","","","","91","0","1009815","","","","1009815072"
"","1","","","3","122711","1009815","0.2","lsv_idle_wish_dere","","1009815073"
"","1","","","3","122811","1009815","0.2","lsv_talk_wish_joy","","1009815074"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1531","","1009815075"
"1","10","0","1","11","122811","1009815","0","それじゃ、\nいつかそのときまで！","0","1009815076"
"","","","","91","0","1009815","","","","1009815077"
"","1","","","3","122811","1009815","0.2","lsv_idle_normal","","1009815078"
"lsv_idle_normal","0","0.2","1","3","122811","1009815","0","lsv_smile","","1009815079"
"lsv_idle_normal_joyR","0","0.2","1","3","122911","1009815","0","lsv_smile_mimi","","1009815080"
"lsv_idle_normal_joy","0","0.2","1","3","122711","1009815","0","lsv_smile_kyouka","","1009815081"
"0","0","","","21","vo_lsv","1009815","","vo_lsv_1532","","1009815082"
"1","10","0","1","11","122811","1009815","0","…またねっ！","0","1009815083"
"1","10","0","1","11","122911","1009815","0","…またねっ！","0","1009815084"
"1","10","0","1","11","122711","1009815","0","…またねっ！","0","1009815085"
"","","","","91","0","1009815","","","","1009815086"
"","1","","","22","0","1009815","0.2","0","","1009815087"
"","","","","91","0","1009815","","","","1009815088"
"","","","","102","","1009815","","","","1009815089"
"","","","","22","0","1009815","","0.2","","1009815090"
"","","","","93","0.2","1009815","","","","1009815091"
"0","1","0","0","12","122811","1009815","0","10","0","1009815092"
"","1","","","3","122811","1009815","0.2","lsv_talk_normal","","1009815093"
"","","","","93","3","1009815","","0","","1009815094"
"","1","","","3","122811","1009815","0.2","lsv_idle_normal","","1009815095"
"0","1","0","0","12","122911","1009815","0","6","0","1009815096"
"","1","","","3","122911","1009815","0.2","lsv_talk_joy3","","1009815097"
"","","","","93","3","1009815","","0","","1009815098"
"","1","","","3","122911","1009815","0.2","lsv_idle_normal_joyR","","1009815099"
"0","1","0","0","12","122711","1009815","0","7","0","1009815100"
"","1","","","3","122711","1009815","0.2","lsv_talk_surprise_dere","","1009815101"
"","","","","93","3","1009815","","0","","1009815102"
"","1","","","3","122711","1009815","0.2","lsv_idle_wish_joy","","1009815103"
"","","","","101","1009815092","1009815","","","","1009815104"
"1","1","0","0","6","333","1009815","1","1","","1009815105"
"","","","","4","122711","1009815","","1","","1009815106"
"","1","","","3","122711","1009815","0.2","lsv_run","","1009815107"
"0.8","-235","","0","2","122711","1009815","","-750","","1009815108"
"","","","","4","122911","1009815","","0","","1009815109"
"","1","","","3","122911","1009815","0.2","lsv_run","","1009815110"
"0.8","-220","","0","2","122911","1009815","","750","","1009815111"
"","","","","4","122811","1009815","","0","","1009815112"
"","1","","","3","122811","1009815","0.2","lsv_run","","1009815113"
"0.8","-250","","0","2","122811","1009815","","850","","1009815114"
"","","","","93","0.6","1009815","","","","1009815115"
"1","1","0","0","6","122711","1009815","0.2","1","","1009815116"
"1","1","0","0","6","122911","1009815","0.2","1","","1009815117"
