5e332c5aaca347a2f77ad37d0c761117b68310675ac868f5b868ea19da6cd34d,dcb91440f5074d66daec8639c2857055c94132629db87cbae8ae709666edb287,f0b82de589f0f36396fc1a445f5b05e20d610de1d5c4860a48bcea55f95bc12c,cafccf3a10cc55b8c8bbaa418fb7b60a891b6e0eb4259ccedf6c66affaba0dc1,07c08dd7a72d72081fec94e6de2a64d85f37b2e77ab84157daa4d18a63e466fb,894324db2a269f33294911f6e34fd28d73765ea5f76ff19a05ec2c5b72b15fe0,64fe688964dc32a3ca9f01f5eeb3191b89867818a56d711702f36a1d9dcf61ef,c8a1b200956aec1a69539c259a394ea771df2f46798a5533e8e263294feef97e,8465b9255e35c61f7a0ce19b28349371ecd79b6d2972647396383d88608dea7a,88893acfc7dfae6f79c2320ab5f3206075ffdb8c895a00344d543640b25ec8ff,aaef30c43244576e8917c811f6fde6b2ec1be485cd4e0cc9540ef36e40728154
"","91","0","","","","","","","19460041","946"
"46_tamaki_talk2_loop","3","107911","1","0.1","46_tamaki_talk2","","0.1","0","19460042","946"
"0","21","vo_fpc","","","vo_fpc_30607","","","","19460043","946"
"1","11","107811","0","0","そうね。\n…にしても元気ねえ。","0.5","0","5","19460044","946"
"","91","0","","","","","","","19460045","946"
"46_kyaru_idle_normal_loop","3","107811","1","0.1","46_kyaru_idle_normal","","0.1","0","19460046","946"
"","93","0.5","","","0","","","","19460047","946"
"","32","115","","","0","","","","19460048","946"
"","32","122411","","","0","","","","19460049","946"
"0","2","122411","","","-910","","","-180","19460050","946"
"0","33","115","","","-910","","","-180","19460051","946"
"4.80140774258421","2","122411","","","1000","","","-180","19460052","946"
"4.80140774258421","33","115","","","1000","","","-180","19460053","946"
"","32","115","","","1","","","","19460054","946"
"","3","122411","","0.1","46_hiyori_flutterKickFast","","","1","19460055","946"
"","93","1.5","","","0","","","","19460056","946"
"0","21","vo_fpc","","","vo_fpc_30608","","","","19460057","946"
"1","11","122411","0","0","わーい！","1","0","15","19460058","946"
"","93","0.766666666666667","","","0","","","","19460059","946"
"","93","1.5","","","0","","","","19460060","946"
"","91","19460052","","","","","","","19460061","946"
"46_tamaki_talk3_loop","3","107911","1","0.1","46_tamaki_talk3","","0.1","","19460062","946"
"0","21","vo_fpc","","","vo_fpc_30609","","","","19460063","946"
"1","11","107911","0","0","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","0.5","0","10","19460064","946"
"","91","0","","","","","","","19460065","946"
"46_kyaru_idle_normal2_loop","3","107811","1","0.1","46_kyaru_idle_normal2","","0.1","0","19460066","946"
"","32","115","","","0","","","","19460067","946"
"0","2","122411","","","-910","","","-180","19460068","946"
"0","33","115","","","-910","","","-180","19460069","946"
"2.1606334841629","2","122411","","","1000","","","-180","19460070","946"
"2.1606334841629","33","115","","","1000","","","-180","19460071","946"
"","32","115","","","1","","","","19460072","946"
"","23","se_10053800","","1","se_10053800_946_hiyori","","","0","19460073","946"
"","93","0.5","","","0","","","","19460074","946"
"0","21","vo_fpc","","","vo_fpc_30610","","","","19460075","946"
"1","11","122411","0","0","わー！","1","0","20","19460076","946"
"","93","0.65","","","0","","","","19460077","946"
"","93","1.5","","","0","","","","19460078","946"
"46_kyaru_surprise_loop","3","107811","1","0.1","46_kyaru_surprise","","0.1","0","19460079","946"
"46_tamaki_talk4_loop","3","107911","1","0.1","46_tamaki_talk4","","0.1","","19460080","946"
"0","21","vo_fpc","","","vo_fpc_30611","","","","19460081","946"
"1","11","107811","0","0","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","0.5","0","10","19460082","946"
"","91","0","","","","","","","19460083","946"
"","32","115","","","0","","","","19460084","946"
"0","2","122411","","","-910","","","-180","19460085","946"
"0","33","115","","","-910","","","-180","19460086","946"
"2.1606334841629","2","122411","","","1000","","","-180","19460087","946"
"2.1606334841629","33","115","","","1000","","","-180","19460088","946"
"","32","115","","","1","","","","19460089","946"
"","23","se_10053800","","1","se_10053800_946_hiyori","","","0","19460090","946"
"","93","0.5","","","0","","","","19460091","946"
"0","21","vo_fpc","","","vo_fpc_30612","","","","19460092","946"
"1","11","122411","0","0","たーのしー！","1","0","20","19460093","946"
"","93","0.8","","","0","","","","19460094","946"
"","93","1.5","","","0","","","","19460095","946"
"","3","107911","","0.1","46_cmn_run","","","1","19460096","946"
"","3","107811","","0.1","46_cmn_run","","","1","19460097","946"
"2.8657616892911","2","107911","","","800","","","-15","19460098","946"
"3.46907993966818","2","107811","","","800","","","-15","19460099","946"
"","91","0","","","","","","","19460100","946"
"-850","1","1","-180","1.75","129411","cmn_float_r","0","22","19470001","947"
"320","5","3","-180","1.75","31","empty","0","23","19470002","947"
"-1100","1","1","-125","1.75","129511","cmn_float","0","12","19470003","947"
"70","5","3","-125","1.75","32","empty","0","13","19470004","947"
"-900","5","26","-180","1.75","26","47_yuni_float","0","22","19470005","947"
"-180","31","6","1","1","61","","","-820","19470006","947"
"-180","31","4","1","0","41","","","320","19470007","947"
"-180","31","103","1","0","1031","","","320","19470008","947"
"-180","31","124","1","0","1241","","","320","19470009","947"
"-180","31","9","1","0","91","","","320","19470010","947"
"-180","31","10","1","1","101","","","850","19470011","947"
"-125","31","6","1","1","62","","","-1100","19470012","947"
"-125","31","4","1","0","42","","","70","19470013","947"
"-125","31","103","1","0","1032","","","70","19470014","947"
"-125","31","124","1","0","1242","","","70","19470015","947"
"-125","31","9","1","0","92","","","70","19470016","947"
"-125","31","10","1","1","102","","","850","19470017","947"
"-180","31","102","1","1","26","","","-900","19470018","947"
"0","31","1009","1","0","1009","","","-975","19470019","947"
"0","31","1010","1","0","1010","","","-310","19470020","947"
"30","31","1011","1","0","1011","","","570","19470021","947"
"","23","se_10053800","","1","se_fpc_water_random","","","1","19470022","947"
"","91","19470021","","","","","","","19470023","947"
"","3","129411","","0.1","cmn_float_r","","","1","19470024","947"
"6.88235294117647","2","129411","12","","320","","","-180","19470025","947"
"6.88235294117647","33","61","12","","350","","","-180","19470026","947"
"6.88235294117647","2","129511","12","","70","","","-125","19470027","947"
"6.88235294117647","33","62","12","","70","","","-125","19470028","947"
"6.88235294117647","33","1009","12","","195","","","0","19470029","947"
"","32","1009","","","1","","","","19470030","947"
"","91","19470025","","","","","","","19470031","947"
"4.55882352941176","2","26","12","","-280","","","-180","19470032","947"
"4.55882352941176","33","26","12","","-280","","","-180","19470033","947"
"","91","19470032","","","","","","","19470034","947"
"","32","1009","","","0","","","","19470035","947"
"0","21","vo_fpc","","","vo_fpc_30701","","","","19470036","947"
"1","11","26","0","0","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","0.5","0","5","19470037","947"
"","91","0","","","","","","","19470038","947"
"0","21","vo_fpc","","","vo_fpc_30702","","","","19470039","947"
"1","11","26","0","0","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","1","0","5","19470040","947"
"","91","0","","","","","","","19470041","947"
"47_cmn_surprise_loop","3","129511","1","0.1","47_chieru_surprise_in","","0.1","0","19470042","947"
"0.2","33","62","12","","100","","","-125","19470043","947"
"47_cmn_surprise_loop","3","129411","1","0.1","47_kuroe_surprise_in","","0.1","0","19470044","947"
"0","21","vo_fpc","","","vo_fpc_30703","","","","19470045","947"
"1","11","129411","0","0","ちょっ…\n何やってンのよ、探さんと…！","0.5","0","17","19470046","947"
"","91","0","","","","","","","19470047","947"
"cmn_swm_diving","3","129411","1","0.1","47_cmn_diving_in","","0.1","0","19470048","947"
"","93","0.2","","","0","","","","19470049","947"
"","32","61","","","0","","","","19470050","947"
"","32","1031","","","1","","","","19470051","947"
"","32","91","","","1","","","","19470052","947"
"1.59879336349925","2","129411","","","850","","","-180","19470053","947"
"1.59879336349925","33","91","","","850","","","-180","19470054","947"
"cmn_swm_diving","3","129511","1","0.1","47_cmn_diving_in","","0.1","0","19470055","947"
"","93","0.2","","","0","","","","19470056","947"
"","32","62","","","0","","","","19470057","947"
"","32","1032","","","1","","","","19470058","947"
"","32","92","","","1","","","","19470059","947"
"1.96078431372549","2","129511","","","850","","","-125","19470060","947"
"1.96078431372549","33","92","","","850","","","-125","19470061","947"
"","91","19470060","","","","","","","19470062","947"
"","32","91","","","0","","","","19470063","947"
"","32","92","","","0","","","","19470064","947"
"2.94117647058824","2","129511","12","","70","","","-125","19470065","947"
"2.94117647058824","33","102","12","","70","","","-125","19470066","947"
"","3","129511","","0.1","cmn_swm_diving_r","","","1","19470067","947"
"","93","1","","","0","","","","19470068","947"
"0","21","vo_fpc","","","vo_fpc_30704","","","","19470069","947"
"1","11","26","0","0","あった？","0.5","0","10","19470070","947"
"","93","0.9","","","0","","","","19470071","947"
"","93","1","","","0","","","","19470072","947"
"","91","19470065","","","","","","","19470073","947"
"47_yuni_surprise_loop","3","26","1","0.1","47_yuni_surprise_in","","0.1","0","19470074","947"
"47_cmn_item_loop","3","129511","1","0.1","47_cmn_item_in","","0.1","0","19470075","947"
"47_cmn_item_loop_book","3","32","1","0.1","47_cmn_item_in_book","","0.1","0","19470076","947"
"","93","0.2","","","0","","","","19470077","947"
"","32","42","","","1","","","","19470078","947"
"","32","1242","","","1","","","","19470079","947"
"","32","102","","","0","","","","19470080","947"
"0","21","vo_fpc","","","vo_fpc_30705","","","","19470081","947"
"1","11","129511","0","0","ユニ先輩の本がありました。","1","0","10","19470082","947"
"","93","1.8","","","0","","","","19470083","947"
"1.99849170437406","2","129411","12","","320","","","-180","19470084","947"
"1.99849170437406","33","101","12","","320","","","-180","19470085","947"
"","3","129411","","0.1","cmn_swm_diving_r","","","1","19470086","947"
"","93","1.5","","","0","","","","19470087","947"
"","91","19470084","","","","","","","19470088","947"
"47_cmn_item_loop","3","129411","1","0.1","47_cmn_item_in","","0.1","0","19470089","947"
"47_cmn_item_loop_weapon","3","31","1","0.1","47_cmn_item_in_weapon","","0.1","0","19470090","947"
"","93","0.2","","","0","","","","19470091","947"
"","32","41","","","1","","","","19470092","947"
"","32","1241","","","1","","","","19470093","947"
"","32","101","","","0","","","","19470094","947"
"0","21","vo_fpc","","","vo_fpc_30706","","","","19470095","947"
"1","11","129411","0","0","ユニ先輩の斧だか槍だかがありました。","1","70","10","19470096","947"
"","91","0","","","","","","","19470097","947"
"","32","1011","","","1","","","","19470098","947"
"0","21","vo_fpc","","","vo_fpc_30707","","","","19470099","947"
"1","11","26","0","730","ぽーん！\nドクター・ユニに警告！\nプールはゴミ箱じゃありません！","1","140","8","19470100","947"
"","93","5.25","","","0","","","","19470101","947"
"","93","1.5","","","0","","","","19470102","947"
"","3","26","","0.3","47_yuni_float","","","1","19470103","947"
"","32","1010","","","1","","","","19470104","947"
"","93","1.5","","","0","","","","19470105","947"
"cmn_float","3","129511","1","0.1","47_cmn_float_in","","0.1","0","19470106","947"
"empty","3","32","0","0.1","47_cmn_float_in_book","","0.1","0","19470107","947"
"cmn_float","3","129411","1","0.1","47_cmn_float_in","","0.1","0","19470108","947"
"empty","3","31","0","0.1","47_cmn_float_in_weapon","","0.1","0","19470109","947"
"","93","1.1","","","0","","","","19470110","947"
"3.07692307692308","2","129411","","","1000","","","-180","19470111","947"
"3.07692307692308","33","41","","","1000","","","-180","19470112","947"
"5.79185520361991","2","26","","","1000","","","-180","19470113","947"
"5.79185520361991","33","26","","","1000","","","-180","19470114","947"
"4.20814479638009","2","129511","","","1000","","","-125","19470115","947"
"4.20814479638009","33","42","","","1000","","","-125","19470116","947"
"","91","19470113","","","","","","","19470117","947"
"","23","se_10053800","","","se_fpc_water_random","","","","19510001","951"
"-850","5","1","-180","1.75","1","cmn_float_monster_01","0","22","19510002","951"
"15","2","1","","","850","","","-180","19510003","951"
"","23","se_10053800","","","se_fpc_water_random","","","","19520001","952"
"-850","5","1","-180","1.75","1","cmn_float_monster_02","0","22","19520002","952"
"15","2","1","","","850","","","-180","19520003","952"
"","23","se_10053800","","","se_fpc_water_random","","","","19530001","953"
"-850","5","1","-180","1.75","1","cmn_float_monster_03","0","22","19530002","953"
"15","2","1","","","850","","","-180","19530003","953"
"","23","se_10053800","","","se_fpc_water_random","","","","19540001","954"
"-850","5","1","-180","1.75","1","cmn_float_monster_04","0","22","19540002","954"
"15","2","1","","","850","","","-180","19540003","954"
"","23","se_10053800","","","se_fpc_water_random","","","","19550001","955"
"-850","5","1","-180","1.75","1","cmn_float_monster_05","0","22","19550002","955"
"15","2","1","","","850","","","-180","19550003","955"
"","23","se_10053800","","","se_fpc_water_random","","","","19560001","956"
"-850","5","1","-180","1.75","1","cmn_float_monster_06","0","22","19560002","956"
"15","2","1","","","850","","","-180","19560003","956"
"","23","se_10053800","","","se_fpc_water_random","","","","19570001","957"
"-850","5","1","-180","1.75","1","cmn_float_monster_07","0","22","19570002","957"
"15","2","1","","","850","","","-180","19570003","957"
"","23","se_10053800","","","se_fpc_water_random","","","","19580001","958"
"-850","5","1","-180","1.75","1","cmn_float_monster_08","0","22","19580002","958"
"15","2","1","","","850","","","-180","19580003","958"
"","23","se_10053800","","","se_fpc_water_random","","","","19590001","959"
"-850","5","1","-180","1.75","1","cmn_float_monster_09","0","22","19590002","959"
"15","2","1","","","850","","","-180","19590003","959"
"","23","se_10053800","","","se_fpc_water_random","","","","19600001","960"
"-850","5","1","-180","1.75","1","cmn_float_monster_10","0","22","19600002","960"
"15","2","1","","","850","","","-180","19600003","960"
"","23","se_10053800","","","se_fpc_water_random","","","","19610001","961"
"-850","5","1","-180","1.75","1","cmn_float_monster_11","0","22","19610002","961"
"15","2","1","","","850","","","-180","19610003","961"
"","23","se_10053800","","","se_fpc_water_random","","","","19620001","962"
"-850","5","1","-180","1.75","1","cmn_float_monster_12","0","22","19620002","962"
"15","2","1","","","850","","","-180","19620003","962"
"","23","se_10053800","","","se_fpc_water_random","","","","19630001","963"
"-850","5","1","-180","1.75","1","cmn_float_monster_13","0","22","19630002","963"
"15","2","1","","","850","","","-180","19630003","963"
