3c814dfc8bfc30a25ef93a9b704d21d749b7dc1394c8122533cceb47a1cab5c6,9265ae48d25ccf63ca772eea967ab2c21e1222274797104b4827cccbffb85842,ae693823e10bf0a790e4795103a3296c3084625d3eda5e6ed106e98e0e570927,c2b952a4fe26c9f13a5af7e31d75af47aa9a4b7acdd2d5d540db0c6e3f21ad3f,fe566203a3ce0719a39f9bd5fed2aeec8c8ac8eb2c18e2b3d3b0b3c88094a4ea,5fef879c179a9718f6e8d3e1610431ebd04448c18dd8ca1316584e0bf64b0f61,eebc4f223e447fe797b918f1a005341bd0802349721a4e3ee47064319fb1baab,25a5b2d0022070b594a6e8490ca399829b5f4d7893ff8bbc1fe0cadbac82b8bf,06a5d5c1c13f036df39e9621914c4ebe94e461dc1e0570d44842c8ff7af18b09,c66c6f3aabfe1c466c0c5abe49bb2d636344f9e34c20f7e9be40b2705ca2dd22,53208276a3c32da3e8cd9cbe85ab679350c8f42e065367d18cb76cd92e0edd4f
"39314055","wac_birthday_idle_normal","103311","3","0.2","1","0.2","0","39314","wac_birthday_clap",""
"39314056","","0.1","93","","","","","39314","",""
"39314057","wac_birthday_idle_smile","102611","3","0.2","1","0.2","0","39314","wac_birthday_clap",""
"39314058","","0.1","93","","","","","39314","",""
"39314059","wac_birthday_idle_smile","103811","3","0.2","1","0.2","0","39314","wac_birthday_clap",""
"39314060","","2","93","","","","","39314","",""
"39314061","","1","131","","","","","39314","",""
"39314062","0","vo_wac_39314","21","","","","0","39314","vo_wac_39314_000",""
"39314063","1","105211","11","0","1","0","10","39314","誕生日のお祝い、ありがと～♪\nこんなふうに毎年、みんなでケーキを\n食べられてうれしいわ♪","0.5"
"39314064","","0","91","","","","","39314","",""
"39314065","wac_birthday_idle_normal","105211","3","0.2","1","","0","39314","wac_birthday_rima_wish_to_idle_normal",""
"39314066","","103311","3","0.2","","","1","39314","wac_birthday_talk_smile",""
"39314067","0","vo_wac_39314","21","","","","0","39314","vo_wac_39314_001",""
"39314068","1","103311","11","0","1","0","10","39314","リマリマには、いつも助けて\nもらってるからな～\nこういう時に、しっかり\nお返ししとかねぇと！","0.5"
"39314069","","0","91","","","","","39314","",""
"39314070","","103311","3","0.2","","","1","39314","wac_birthday_idle_smile",""
"39314071","","102611","3","0.2","","","1","39314","wac_birthday_talk_normal",""
"39314072","0","vo_wac_39314","21","","","","0","39314","vo_wac_39314_002",""
"39314073","1","102611","11","0","1","0","10","39314","うんうん、ホントにね～\nリマのおかげで、\nあたしはぐうたらし放題な\nところあるしさ～","0.5"
"39314074","","0","91","","","","","39314","",""
"39314075","","102611","3","0.2","","","1","39314","wac_birthday_idle_normal",""
"39314076","","103811","3","0.2","","","1","39314","wac_birthday_talk_wish",""
"39314077","0","vo_wac_39314","21","","","","0","39314","vo_wac_39314_003",""
"39314078","1","103811","11","0","1","0","10","39314","私も、病気がちで……\nリマさんにお仕事を代わって\nもらった日もありました。\nいつも、ありがとうございます……♪","0.5"
"39314079","","0","91","","","","","39314","",""
"39314080","","103811","3","0.2","","","1","39314","wac_birthday_idle_wish",""
"39314081","","105211","3","0.2","","","1","39314","wac_birthday_talk_doya",""
"39314082","0","vo_wac_39314","21","","","","0","39314","vo_wac_39314_004",""
"39314083","1","105211","11","0","1","0","10","39314","リンちゃんには言いたいことも\nあるけど……まぁ、今日はいいわ。\n私たちは牧場の仲間なんだから、\nこれからも助け合っていきましょ♪","0.5"
"39314084","","0","91","","","","","39314","",""
"39314085","","0","22","","","","","39314","",""
"39514001","","bgm_M321","25","","","","","39514","bgm_M321_2C",""
"39514002","-1000","1","1","2","-70","0","250","39514","103411","wac_birthday_idle_normal"
"39514003","200","1","1","2","-270","1","256","39514","103211","wac_birthday_idle_doya"
"39514004","310","1","1","2","-310","1","258","39514","104811","wac_birthday_idle_normal"
"39514005","450","1","1","2","-290","1","257","39514","104611","wac_birthday_idle_smile"
"39514006","","103411","13","","","","","39514","300",""
"39514007","","103211","13","","","","","39514","300",""
"39514008","","104811","13","","","","","39514","300",""
"39514009","","104611","13","","","","","39514","300",""
"39514010","0","600","31","1","1","","0","39514","600",""
"39514011","0","602","31","0","1","","0","39514","602",""
"39514012","0","603","31","0","1","","0","39514","603",""
"39514013","60","604","31","1","1","","30","39514","604",""
"39514014","0","610","31","1","1","","0","39514","610",""
"39514015","0","700","31","0","1","","0","39514","700",""
"39514016","0","701","31","0","1","","0","39514","701",""
"39514017","0","702","31","0","1","","0","39514","702",""
"39514018","0","800","31","0","1","","0","39514","800",""
"39514019","60","971","31","1","1","","30","39514","971",""
"39514020","","1","93","","","","","39514","",""
"39514021","wac_birthday_reaction_03","104811","3","0.2","1","0.2","0","39514","wac_birthday_reaction_01",""
"39514022","","0.1","93","","","","","39514","",""
"39514023","wac_birthday_reaction_04","103211","3","0.2","1","0.2","0","39514","wac_birthday_reaction_05",""
"39514024","wac_birthday_reaction_03","104611","3","0.2","1","0.2","0","39514","wac_birthday_reaction_02",""
"39514025","","0.3","93","","","","","39514","",""
"39514026","","103411","3","0.2","","","1","39514","wac_birthday_yukari_run_01",""
"39514027","3","103411","2","","","","-70","39514","0",""
"39514028","","2.5","93","","","","","39514","",""
"39514029","","602","32","","","","","39514","1",""
"39514030","","0.6","93","","","","","39514","",""
"39514031","","600","32","","","","","39514","0",""
"39514032","","610","32","","","","","39514","0",""
"39514033","","604","32","","","","","39514","0",""
"39514034","","701","32","","","","","39514","1",""
"39514035","0.01","971","33","","","","0","39514","0",""
"39514036","wac_birthday_yukari_wish_05","103411","3","0.2","1","0.2","0","39514","wac_birthday_yukari_blowout_03",""
"39514037","0.01","103411","2","","","","-330","39514","-200",""
"39514038","","103211","3","0.2","","","1","39514","wac_birthday_idle_doya",""
"39514039","0.01","103211","2","","","","-320","39514","180",""
"39514040","","104811","3","0.2","","","1","39514","wac_birthday_idle_normal",""
"39514041","0.01","104811","2","","","","-360","39514","290",""
"39514042","","104611","3","0.2","","","1","39514","wac_birthday_idle_smile",""
"39514043","0.01","104611","2","","","","-340","39514","440",""
"39514044","","0","93","","","","","39514","",""
"39514045","","800","32","","","","","39514","1",""
"39514046","","0.7","93","","","","","39514","",""
"39514047","","702","32","","","","","39514","1",""
"39514048","","0.5","93","","","","","39514","",""
"39514049","","se_common","23","","","","0","39514","se_sys_login_birthday_blow_candle",""
"39514050","","701","32","","","","","39514","0",""
"39514051","","0.4","93","","","","","39514","",""
"39514052","","se_common","23","","","","0","39514","se_sys_login_birthday_cracker",""
"39514053","","700","32","","","","","39514","1",""
"39514054","","se_common","23","","","","0","39514","se_sys_login_birthday_calendar_applause",""
"39514055","wac_birthday_idle_doya","103211","3","0.2","1","0.2","0","39514","wac_birthday_clap",""
"39514056","","0.1","93","","","","","39514","",""
"39514057","wac_birthday_idle_normal","104811","3","0.2","1","0.2","0","39514","wac_birthday_clap",""
"39514058","","0.1","93","","","","","39514","",""
"39514059","wac_birthday_idle_smile","104611","3","0.2","1","0.2","0","39514","wac_birthday_clap",""
"39514060","","2","93","","","","","39514","",""
"39514061","","1","131","","","","","39514","",""
"39514062","0","vo_wac_39514","21","","","","0","39514","vo_wac_39514_000",""
"39514063","1","103411","11","0","1","0","10","39514","うぅ……ぐすっ……ありがと～！！\nお誕生日を、こんなに、盛大に\nお祝いしてくれるなんて～！！","0.5"
"39514064","","0","91","","","","","39514","",""
"39514065","","103411","3","0.2","","","1","39514","wac_birthday_yukari_idle_sad",""
"39514066","","103211","3","0.2","","","1","39514","wac_birthday_talk_normal",""
"39514067","0","vo_wac_39514","21","","","","0","39514","vo_wac_39514_001",""
"39514068","1","103211","11","0","1","0","10","39514","よ、喜んでいただけたのは\nうれしいのですが……ユカリさん、\n様子がおかしくありませんこと？","0.5"
"39514069","","0","91","","","","","39514","",""
"39514070","","103211","3","0.2","","","1","39514","wac_birthday_idle_normal",""
"39514071","","104811","3","0.2","","","1","39514","wac_birthday_talk_sad",""
"39514072","0","vo_wac_39514","21","","","","0","39514","vo_wac_39514_002",""
"39514073","1","104811","11","0","1","0","10","39514","さっきまでお礼のスピーチを\n考えてたらしいんだけど、\nいいアイデアが浮かばないからって、\n麦しゅわを飲んじゃったのよね……","0.5"
"39514074","","0","91","","","","","39514","",""
"39514075","","104811","3","0.2","","","1","39514","wac_birthday_idle_sad",""
"39514076","","103411","3","0.2","","","1","39514","wac_birthday_yukari_talk_doya",""
"39514077","0","vo_wac_39514","21","","","","0","39514","vo_wac_39514_003",""
"39514078","1","103411","11","0","1","0","10","39514","そういうこと～……ひっく！\nそれで～、思ったんだけど～……\n感謝は～行動で示すべきだよね～♪\nだから、一人ずつ抱きしめま～す！","0.5"
"39514079","","10","93","","","","","39514","1",""
"39514080","","103411","3","0.2","","","1","39514","wac_birthday_yukari_talk_hug1",""
"39514081","","39514078","91","","","","","39514","",""
"39514082","","103411","3","0.2","","","1","39514","wac_birthday_yukari_idle_hug1",""
"39514083","","104611","3","0.2","","","1","39514","wac_birthday_talk_anger",""
"39514084","0","vo_wac_39514","21","","","","0","39514","vo_wac_39514_004",""
"39514085","1","104611","11","0","1","0","10","39514","完全にブレーキがぶっ壊れてるにゃ！\nちょっ、やめっ、やめるにゃ！！\nそんなふうにされると顔が胸に\n埋まって、息ができな……がくっ。","0.5"
"39514086","","10","93","","","","","39514","1",""
"39514087","","104611","3","0.2","","","1","39514","wac_birthday_tamaki_tired",""
"39514088","","39514085","91","","","","","39514","",""
"39514089","","103411","3","0.2","","","1","39514","wac_birthday_yukari_talk_hug2",""
"39514090","0","vo_wac_39514","21","","","","0","39514","vo_wac_39514_005",""
"39514091","1","103411","11","0","1","0","10","39514","ほら～、キミも～こっち来て～！\nいっぱい、抱きしめてあげるからね～♪\n……なんで逃げるのよ～！？","0.5"
"39514092","","7","93","","","","","39514","1",""
"39514093","","103411","3","0.2","","","1","39514","wac_birthday_yukari_talk_anger",""
"39514094","","39514091","91","","","","","39514","",""
"39514095","","0","22","","","","","39514","",""
"40314001","","bgm_M321","25","","","","","40314","bgm_M321_2C",""
"40314002","-1000","1","1","2","-70","0","250","40314","107011","wac_birthday_idle_normal"
"40314003","310","1","1","2","-290","1","256","40314","105211","wac_birthday_idle_wish"
"40314004","","107011","13","","","","","40314","300",""
"40314005","","105211","13","","","","","40314","300",""
"40314006","0","600","31","1","1","","0","40314","600",""
"40314007","0","602","31","0","1","","0","40314","602",""
"40314008","0","603","31","0","1","","0","40314","603",""
"40314009","60","604","31","1","1","","30","40314","604",""
"40314010","0","610","31","1","1","","0","40314","610",""
"40314011","0","700","31","0","1","","0","40314","700",""
"40314012","0","701","31","0","1","","0","40314","701",""
"40314013","0","702","31","0","1","","0","40314","702",""
"40314014","0","800","31","0","1","","0","40314","800",""
"40314015","60","972","31","1","1","","30","40314","972",""
"40314016","","1","93","","","","","40314","",""
"40314017","wac_birthday_reaction_03","105211","3","0.2","1","0.2","0","40314","wac_birthday_reaction_01",""
"40314018","","0.4","93","","","","","40314","",""
"40314019","","107011","3","0.2","","","1","40314","wac_birthday_neneka_run_03",""
"40314020","3","107011","2","","","","-70","40314","0",""
"40314021","","2.5","93","","","","","40314","",""
"40314022","","602","32","","","","","40314","1",""
"40314023","","0.6","93","","","","","40314","",""
"40314024","","600","32","","","","","40314","0",""
"40314025","","610","32","","","","","40314","0",""
"40314026","","604","32","","","","","40314","0",""
"40314027","","701","32","","","","","40314","1",""
"40314028","0.01","972","33","","","","0","40314","0",""
"40314029","wac_birthday_neneka_wish_04","107011","3","0.2","1","0.2","0","40314","wac_birthday_neneka_blowout_01",""
"40314030","0.01","107011","2","","","","-330","40314","-200",""
"40314031","","105211","3","0.2","","","1","40314","wac_birthday_idle_wish",""
"40314032","0.01","105211","2","","","","-330","40314","200",""
"40314033","","0","93","","","","","40314","",""
"40314034","","800","32","","","","","40314","1",""
"40314035","","0.7","93","","","","","40314","",""
"40314036","","702","32","","","","","40314","1",""
"40314037","","0.5","93","","","","","40314","",""
"40314038","","se_common","23","","","","0","40314","se_sys_login_birthday_blow_candle",""
"40314039","","701","32","","","","","40314","0",""
"40314040","","0.4","93","","","","","40314","",""
"40314041","","se_common","23","","","","0","40314","se_sys_login_birthday_cracker",""
"40314042","","700","32","","","","","40314","1",""
"40314043","","se_common","23","","","","0","40314","se_sys_login_birthday_calendar_applause",""
"40314044","wac_birthday_idle_wish","105211","3","0.2","1","0.2","0","40314","wac_birthday_clap_to_wish",""
"40314045","","2.1","93","","","","","40314","",""
"40314046","","1","131","","","","","40314","",""
"40314047","0","vo_wac_40314","21","","","","0","40314","vo_wac_40314_000",""
"40314048","1","107011","11","0","1","0","10","40314","誕生日祝い、感謝いたします。\nまさか、貴方とリマさんからケーキを\nいただけるとは思いませんでしたが。","0.5"
"40314049","","0","91","","","","","40314","",""
"40314050","","107011","3","0.2","","","1","40314","wac_birthday_neneka_idle_wish",""
"40314051","","105211","3","0.2","","","1","40314","wac_birthday_talk_normal",""
"40314052","0","vo_wac_40314","21","","","","0","40314","vo_wac_40314_001",""
"40314053","1","105211","11","0","1","0","10","40314","ネネカちゃんは、\n私の夢を叶えてくれた恩人ですもの。\nこれくらい、当然だわ♪\n彼も彼でお礼がしたかったみだいだし。","0.5"
