9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2
"3","0.1","45_yui_shy_in","45_yui_shy_loop","","1","0.1","1","0","945","19450031"
"21","","vo_fpc_30504","0","","","","vo_fpc","","945","19450032"
"11","0","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","1","1","0","0","122611","5","945","19450033"
"91","","","","","","","0","","945","19450034"
"3","","45_makoto_idle","","","","0.1","110411","1","945","19450035"
"21","","vo_fpc_30505","0","","","","vo_fpc","","945","19450036"
"11","0","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","1","0.5","0","0","110411","9","945","19450037"
"91","","","","","","","0","","945","19450038"
"3","0.1","45_makoto_dogscratch_in","cmn_swm_dogscratch","","1","0.1","110411","0","945","19450039"
"93","","0","","","","","0.5","","945","19450040"
"32","","0","","","","","1104111","","945","19450041"
"32","","1","","","","","117","","945","19450042"
"2","","1050","4.07239819004525","","0","","110411","-125","945","19450043"
"33","","1050","4.07239819004525","","0","","117","-125","945","19450044"
"3","0.1","45_yui_notice","45_yui_idle_2","","1","0.1","122611","0","945","19450045"
"3","0.1","45_yui_notice","45_yui_idle","","1","0.1","1","0","945","19450046"
"21","","vo_fpc_30506","0","","","","vo_fpc","","945","19450047"
"11","0","あ、マコトちゃん？\n待ってよー！","1","1","0","0","122611","12","945","19450048"
"91","","","","","","","0","","945","19450049"
"3","","45_yui_cmn_swm_tread","","","","0.1","122611","1","945","19450050"
"3","","cmn_swm_tread_pink","","","","0.1","1","1","945","19450051"
"2","","850","4.75113122171946","","0","","122611","-180","945","19450052"
"2","","850","4.75113122171946","","0","","1","-180","945","19450053"
"33","","850","4.75113122171946","","0","","1226113","-180","945","19450054"
"93","","0","","","","","3","","945","19450055"
"32","","1","","","","","111","","945","19450056"
"3","0.1","45_eriko_float_in","45_eriko_float_loop","","1","0.1","23","0","945","19450057"
"93","","0","","","","","2","","945","19450058"
"21","","vo_fpc_30507","0","","","","vo_fpc","","945","19450059"
"11","0","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","1","3","0","0","23","3","945","19450060"
"93","","0","","","","","16.7666666666667","","945","19450061"
"93","","0","","","","","1.5","","945","19450062"
"91","","","","","","","19450060","","945","19450063"
"3","","45_eriko_float_end","","","","0.1","23","0","945","19450064"
"93","","0","","","","","3","","945","19450065"
"91","","","","","","","0","","945","19450066"
"1","0","107911","-800","cmn_walk","-15","1.4875","1","12","946","19460001"
"1","0","107811","-1000","cmn_walk","-15","1.4875","1","12","946","19460002"
"1","0","122411","-910","cmn_swm_flutterKick","-180","1.75","1","22","946","19460003"
"31","","122411","-180","","1","1","1","-910","946","19460004"
"31","","115","-180","","1","1","1","-910","946","19460005"
"23","","se_fpc_water_random","","","","1","se_10053800","1","946","19460006"
"91","","0","","","","","19460005","","946","19460007"
"93","","0","","","","","0.3","","946","19460008"
"3","","cmn_walk","","","","0.1","107811","1","946","19460009"
"2","","-150","3.82352941176471","","","","107911","-15","946","19460010"
"2","","-350","3.82352941176471","","","","107811","-15","946","19460011"
"91","","","","","","","","","946","19460012"
"3","0.1","46_tamaki_talk","46_tamaki_talk_loop","","1","0.1","107911","","946","19460013"
"3","0.1","46_kyaru_idle_jitome","46_kyaru_idle_jitome_loop","","1","0.1","107811","","946","19460014"
"21","","vo_fpc_30601","0","","","","vo_fpc","","946","19460015"
"11","0","みんなあれだけ泳いで\nよく飽きないわね～","1","1","0","0","107811","6","946","19460016"
"91","","","","","","","0","","946","19460017"
"21","","vo_fpc_30602","0","","","","vo_fpc","","946","19460018"
"11","0","うん？\nもしかして水場は苦手にゃ？","1","1","0","0","107911","8","946","19460019"
"91","","","","","","","0","","946","19460020"
"3","0.1","46_kyaru_talk","46_kyaru_talk_loop","","1","0.1","107811","","946","19460021"
"21","","vo_fpc_30603","0","","","","vo_fpc","","946","19460022"
"11","0","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","1","1","0","0","107811","6","946","19460023"
"91","","","","","","","0","","946","19460024"
"3","0.1","46_tamaki_nod","46_tamaki_nod_loop","","1","0.1","107911","","946","19460025"
"21","","vo_fpc_30604","0","","","","vo_fpc","","946","19460026"
"11","0","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","1","0.5","0","0","107911","7","946","19460027"
"91","","","","","","","0","","946","19460028"
"2","","1000","8.64253393665158","","","","122411","-180","946","19460029"
"33","","1000","8.64253393665158","","","","122411","-180","946","19460030"
"93","","0","","","","","3","","946","19460031"
"3","0.1","46_hiyori_flutterKick_handWave","46_hiyori_flutterKick_handWave_loop","","1","0.1","122411","0","946","19460032"
"21","","vo_fpc_30605","0","","","","vo_fpc","","946","19460033"
"11","0","あ、やっほー！","1","1","0","0","122411","10","946","19460034"
"93","","0","","","","","2","","946","19460035"
"3","0.1","46_tamaki_handwave","46_tamaki_handwave_loop","","1","0.1","107911","","946","19460036"
"3","0.1","46_kyaru_idle_smile","46_kyaru_idle_smile_loop","","1","0.1","107811","","946","19460037"
"93","","0","","","","","1.5","","946","19460038"
"21","","vo_fpc_30606","0","","","","vo_fpc","","946","19460039"
"11","0","やっほー\nまあ、当然例外もいるけどにゃ。","1","1","0","0","107911","6","946","19460040"
"91","","","","","","","0","","946","19460041"
"3","0.1","46_tamaki_talk2","46_tamaki_talk2_loop","","1","0.1","107911","0","946","19460042"
"21","","vo_fpc_30607","0","","","","vo_fpc","","946","19460043"
"11","0","そうね。\n…にしても元気ねえ。","1","0.5","0","0","107811","5","946","19460044"
"91","","","","","","","0","","946","19460045"
"3","0.1","46_kyaru_idle_normal","46_kyaru_idle_normal_loop","","1","0.1","107811","0","946","19460046"
"93","","0","","","","","0.5","","946","19460047"
"32","","0","","","","","115","","946","19460048"
"32","","0","","","","","122411","","946","19460049"
"2","","-910","0","","","","122411","-180","946","19460050"
"33","","-910","0","","","","115","-180","946","19460051"
"2","","1000","4.80140774258421","","","","122411","-180","946","19460052"
"33","","1000","4.80140774258421","","","","115","-180","946","19460053"
"32","","1","","","","","115","","946","19460054"
"3","","46_hiyori_flutterKickFast","","","","0.1","122411","1","946","19460055"
"93","","0","","","","","1.5","","946","19460056"
"21","","vo_fpc_30608","0","","","","vo_fpc","","946","19460057"
"11","0","わーい！","1","1","0","0","122411","15","946","19460058"
"93","","0","","","","","0.766666666666667","","946","19460059"
"93","","0","","","","","1.5","","946","19460060"
"91","","","","","","","19460052","","946","19460061"
"3","0.1","46_tamaki_talk3","46_tamaki_talk3_loop","","1","0.1","107911","","946","19460062"
"21","","vo_fpc_30609","0","","","","vo_fpc","","946","19460063"
"11","0","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","1","0.5","0","0","107911","10","946","19460064"
"91","","","","","","","0","","946","19460065"
"3","0.1","46_kyaru_idle_normal2","46_kyaru_idle_normal2_loop","","1","0.1","107811","0","946","19460066"
"32","","0","","","","","115","","946","19460067"
"2","","-910","0","","","","122411","-180","946","19460068"
"33","","-910","0","","","","115","-180","946","19460069"
"2","","1000","2.1606334841629","","","","122411","-180","946","19460070"
"33","","1000","2.1606334841629","","","","115","-180","946","19460071"
"32","","1","","","","","115","","946","19460072"
"23","","se_10053800_946_hiyori","","","","1","se_10053800","0","946","19460073"
"93","","0","","","","","0.5","","946","19460074"
"21","","vo_fpc_30610","0","","","","vo_fpc","","946","19460075"
"11","0","わー！","1","1","0","0","122411","20","946","19460076"
"93","","0","","","","","0.65","","946","19460077"
"93","","0","","","","","1.5","","946","19460078"
"3","0.1","46_kyaru_surprise","46_kyaru_surprise_loop","","1","0.1","107811","0","946","19460079"
"3","0.1","46_tamaki_talk4","46_tamaki_talk4_loop","","1","0.1","107911","","946","19460080"
"21","","vo_fpc_30611","0","","","","vo_fpc","","946","19460081"
"11","0","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","1","0.5","0","0","107811","10","946","19460082"
"91","","","","","","","0","","946","19460083"
"32","","0","","","","","115","","946","19460084"
"2","","-910","0","","","","122411","-180","946","19460085"
"33","","-910","0","","","","115","-180","946","19460086"
"2","","1000","2.1606334841629","","","","122411","-180","946","19460087"
"33","","1000","2.1606334841629","","","","115","-180","946","19460088"
"32","","1","","","","","115","","946","19460089"
"23","","se_10053800_946_hiyori","","","","1","se_10053800","0","946","19460090"
"93","","0","","","","","0.5","","946","19460091"
"21","","vo_fpc_30612","0","","","","vo_fpc","","946","19460092"
"11","0","たーのしー！","1","1","0","0","122411","20","946","19460093"
"93","","0","","","","","0.8","","946","19460094"
"93","","0","","","","","1.5","","946","19460095"
"3","","46_cmn_run","","","","0.1","107911","1","946","19460096"
"3","","46_cmn_run","","","","0.1","107811","1","946","19460097"
"2","","800","2.8657616892911","","","","107911","-15","946","19460098"
"2","","800","3.46907993966818","","","","107811","-15","946","19460099"
"91","","","","","","","0","","946","19460100"
"1","0","129411","-850","cmn_float_r","-180","1.75","1","22","947","19470001"
"5","0","31","320","empty","-180","1.75","3","23","947","19470002"
"1","0","129511","-1100","cmn_float","-125","1.75","1","12","947","19470003"
"5","0","32","70","empty","-125","1.75","3","13","947","19470004"
"5","0","26","-900","47_yuni_float","-180","1.75","26","22","947","19470005"
"31","","61","-180","","1","1","6","-820","947","19470006"
"31","","41","-180","","1","0","4","320","947","19470007"
"31","","1031","-180","","1","0","103","320","947","19470008"
"31","","1241","-180","","1","0","124","320","947","19470009"
"31","","91","-180","","1","0","9","320","947","19470010"
"31","","101","-180","","1","1","10","850","947","19470011"
"31","","62","-125","","1","1","6","-1100","947","19470012"
"31","","42","-125","","1","0","4","70","947","19470013"
"31","","1032","-125","","1","0","103","70","947","19470014"
"31","","1242","-125","","1","0","124","70","947","19470015"
"31","","92","-125","","1","0","9","70","947","19470016"
"31","","102","-125","","1","1","10","850","947","19470017"
"31","","26","-180","","1","1","102","-900","947","19470018"
"31","","1009","0","","1","0","1009","-975","947","19470019"
"31","","1010","0","","1","0","1010","-310","947","19470020"
"31","","1011","30","","1","0","1011","570","947","19470021"
"23","","se_fpc_water_random","","","","1","se_10053800","1","947","19470022"
"91","","","","","","","19470021","","947","19470023"
"3","","cmn_float_r","","","","0.1","129411","1","947","19470024"
"2","","320","6.88235294117647","","12","","129411","-180","947","19470025"
"33","","350","6.88235294117647","","12","","61","-180","947","19470026"
"2","","70","6.88235294117647","","12","","129511","-125","947","19470027"
"33","","70","6.88235294117647","","12","","62","-125","947","19470028"
"33","","195","6.88235294117647","","12","","1009","0","947","19470029"
"32","","1","","","","","1009","","947","19470030"
"91","","","","","","","19470025","","947","19470031"
"2","","-280","4.55882352941176","","12","","26","-180","947","19470032"
"33","","-280","4.55882352941176","","12","","26","-180","947","19470033"
"91","","","","","","","19470032","","947","19470034"
"32","","0","","","","","1009","","947","19470035"
"21","","vo_fpc_30701","0","","","","vo_fpc","","947","19470036"
"11","0","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","1","0.5","0","0","26","5","947","19470037"
"91","","","","","","","0","","947","19470038"
"21","","vo_fpc_30702","0","","","","vo_fpc","","947","19470039"
"11","0","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","1","1","0","0","26","5","947","19470040"
"91","","","","","","","0","","947","19470041"
"3","0.1","47_chieru_surprise_in","47_cmn_surprise_loop","","1","0.1","129511","0","947","19470042"
"33","","100","0.2","","12","","62","-125","947","19470043"
"3","0.1","47_kuroe_surprise_in","47_cmn_surprise_loop","","1","0.1","129411","0","947","19470044"
"21","","vo_fpc_30703","0","","","","vo_fpc","","947","19470045"
"11","0","ちょっ…\n何やってンのよ、探さんと…！","1","0.5","0","0","129411","17","947","19470046"
"91","","","","","","","0","","947","19470047"
"3","0.1","47_cmn_diving_in","cmn_swm_diving","","1","0.1","129411","0","947","19470048"
"93","","0","","","","","0.2","","947","19470049"
"32","","0","","","","","61","","947","19470050"
"32","","1","","","","","1031","","947","19470051"
"32","","1","","","","","91","","947","19470052"
"2","","850","1.59879336349925","","","","129411","-180","947","19470053"
"33","","850","1.59879336349925","","","","91","-180","947","19470054"
"3","0.1","47_cmn_diving_in","cmn_swm_diving","","1","0.1","129511","0","947","19470055"
"93","","0","","","","","0.2","","947","19470056"
"32","","0","","","","","62","","947","19470057"
"32","","1","","","","","1032","","947","19470058"
"32","","1","","","","","92","","947","19470059"
"2","","850","1.96078431372549","","","","129511","-125","947","19470060"
"33","","850","1.96078431372549","","","","92","-125","947","19470061"
"91","","","","","","","19470060","","947","19470062"
"32","","0","","","","","91","","947","19470063"
"32","","0","","","","","92","","947","19470064"
"2","","70","2.94117647058824","","12","","129511","-125","947","19470065"
"33","","70","2.94117647058824","","12","","102","-125","947","19470066"
"3","","cmn_swm_diving_r","","","","0.1","129511","1","947","19470067"
"93","","0","","","","","1","","947","19470068"
"21","","vo_fpc_30704","0","","","","vo_fpc","","947","19470069"
"11","0","あった？","1","0.5","0","0","26","10","947","19470070"
"93","","0","","","","","0.9","","947","19470071"
"93","","0","","","","","1","","947","19470072"
