ccd3dcd6e0890cf6ef7dec61aa6510fad91d5a9b0444f9cf8eeb7cfab6abb653,33acb2aab9ae4aec8a5dd35b4a02ce800f71c6b3705e2147d1d9c0c432c0c784,5889e435b70ce9af451894da0c4853ada4b5797c604e32f30fa00db92384ae53,5211efcfd0f5e4c50af243847e77ba91a8fa9154e4267b1533f4c337a616b925,fc34520ea0f394dbbd967aef4afd8b7d1f8de22932c68cf76232737ecf858427,e6f41d7a1024f2f007020b6a5eb55fd47494ac59a8ccfa5bcc202f7d5ea44ab1,04ea5b9461c6ffaec5e473bde9af213b0f681e1dd7fed26b002b5419dfff06ca,9bf5ae7a0a4287719ee2f88b76a17dba3a15cad6b56440e7794ff1f4a57867d4,19ebb6a566baef6b59b91ccf418379bc3a93ca0a143e353d0091b218c8f4300a,6b0b5960a3e414a77f689cc1296fe8e50740150da5f65c82c282a014949fe2a4,6d6b5fe8531f70503c3d8ddd1ad6e2b8e0c7b61d8f808135d39961dc8b476901
"2","0","","40152","","-195","1000001","","2.5","-1600","1401520055"
"2","0","","40152","","-195","1000002","","1.4","-20","1401520056"
"2","0","","40152","","-140","1000003","","1.4","-215","1401520057"
"93","","","40152","","","1.4","","","0","1401520058"
"32","","","40152","","","401310","","","1","1401520059"
"3","1","","40152","0.2","0","1000002","0.3","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_2","1401520060"
"3","","","40152","0.2","1","1000003","","","travel_topdrama_r_4000_idle","1401520061"
"93","","","40152","","","1","","","0","1401520062"
"3","","","40152","0","0","7","","","travel_topdrama_r_4013_danger_2","1401520063"
"93","","","40152","","","1.67","","","0","1401520064"
"32","","","40152","","","401304","","","1","1401520065"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_10","1401520066"
"93","","","40152","","","0.3","","","0","1401520067"
"3","","","40152","0.3","1","1000002","","","travel_topdrama_r_4013_touch_loop","1401520068"
"93","","","40152","","","0.2","","","0","1401520069"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_05","1401520070"
"93","","","40152","","","0.83","","","0","1401520071"
"4","0","","40152","","","8","","","0","1401520072"
"2","0","","40152","","-195","8","","0","-20","1401520073"
"3","","","40152","0","0","8","","","travel_topdrama_r_4013_catch_2","1401520074"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_11","1401520075"
"3","0","","40152","0.1","0","7","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","1401520076"
"3","1","","40152","0.1","0","1000002","0","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","1401520077"
"32","","","40152","","","4013132","","","1","1401520078"
"93","","","40152","","","0.66","","","0","1401520079"
"32","","","40152","","","4013122","","","1","1401520080"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_12","1401520081"
"93","","","40152","","","0.97","","","0","1401520082"
"4","","","40152","","","1000002","","","1","1401520083"
"3","","","40152","0","1","1000002","","","travel_topdrama_r_4013_runaway","1401520084"
"3","","","40152","0.1","1","1000003","","","travel_topdrama_r_4000_run_normal","1401520085"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_08","1401520086"
"4","0","","40152","","","8","","","1","1401520087"
"2","0","","40152","","-195","8","","2.5","-1600","1401520088"
"3","","","40152","0","1","8","","","travel_topdrama_r_4013_runaway_2","1401520089"
"2","0","","40152","","-195","1000002","","2.5","-1600","1401520090"
"2","0","","40152","","-195","1000003","","1.4","-20","1401520091"
"93","","","40152","","","1.4","","","0","1401520092"
"3","1","","40152","0.2","0","1000003","0.3","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_3","1401520093"
"32","","","40152","","","401311","","","1","1401520094"
"93","","","40152","","","1","","","0","1401520095"
"3","","","40152","0","0","7","","","travel_topdrama_r_4013_danger_3_in","1401520096"
"93","","","40152","","","2.16","","","0","1401520097"
"32","","","40152","","","4013042","","","1","1401520098"
"93","","","40152","","","0.54","","","0","1401520099"
"3","","","40152","0.3","1","1000003","","","travel_topdrama_r_4013_touch_loop","1401520100"
"93","","","40152","","","1.07","","","0","1401520101"
"3","1","","40152","0.1","0","7","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_danger_3_safe","1401520102"
"32","","","40152","","","401315","","","1","1401520103"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_15","1401520104"
"93","","","40152","","","0.83","","","0","1401520105"
"32","","","40152","","","401316","","","1","1401520106"
"93","","","40152","","","1.2","","","0","1401520107"
"4","0","","40152","","","8","","","0","1401520108"
"2","0","","40152","","-195","8","","0","-20","1401520109"
"3","","","40152","0","0","8","","","travel_topdrama_r_4013_catch_3","1401520110"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_16","1401520111"
"32","","","40152","","","4013133","","","1","1401520112"
"3","1","","40152","0.1","0","1000003","0","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","1401520113"
"93","","","40152","","","0.66","","","0","1401520114"
"32","","","40152","","","4013123","","","1","1401520115"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_17","1401520116"
"93","","","40152","","","0.97","","","0","1401520117"
"4","","","40152","","","1000003","","","1","1401520118"
"3","","","40152","0","1","1000003","","","travel_topdrama_r_4013_runaway","1401520119"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_08","1401520120"
"4","0","","40152","","","8","","","1","1401520121"
"2","0","","40152","","-195","8","","2.5","-1600","1401520122"
"3","","","40152","0","1","8","","","travel_topdrama_r_4013_runaway_3","1401520123"
"2","0","","40152","","-195","1000003","","2.5","-1600","1401520124"
"93","","","40152","","","1","","","0","1401520125"
"111","","","40152","","","0","","","","1401520126"
"91","","","40152","","","0","","","","1401520127"
"31","1","","40161","1","0","401600","","0","401600","1401610001"
"5","-77","normal","40161","1","110","0","0","0","0","1401610002"
"91","","","40161","","","0","","","0","1401610003"
"1","-184","travel_topdrama_r_4016_look_in","40162","1.75","50","1","0","-134","1000001","1401620001"
"1","-184","travel_topdrama_r_4016_look_in","40162","1.75","55","1","1","134","1000002","1401620002"
"5","-310","static","40162","1","30","19","0","-7","401699","1401620003"
"5","-310","empty","40162","1","70","26","0","-7","401698","1401620004"
"31","1","","40162","1","0","401601","","0","401601","1401620005"
"31","1","","40162","1","0","401602","","0","401602","1401620006"
"31","1","","40162","0","0","401603","","0","401603","1401620007"
"31","1","","40162","0","0","401605","","0","401605","1401620008"
"31","1","","40162","0","0","401606","","0","401606","1401620009"
"31","1","","40162","0","0","401607","","0","401607","1401620010"
"31","1","","40162","0","0","401608","","0","401608","1401620011"
"31","1","","40162","0","0","401609","","0","401609","1401620012"
"31","1","","40162","0","0","400016","","0","400016","1401620013"
"31","1","","40162","1","0","401620","","0","401620","1401620014"
"91","","","40162","","","0","","","","1401620015"
"32","","","40162","","","400016","","","1","1401620016"
"32","","","40162","","","401603","","","1","1401620017"
"32","","","40162","","","401606","","","1","1401620018"
"3","","","40162","0","0","1000001","","","travel_topdrama_r_4016_look_out","1401620019"
"3","","","40162","0","0","1000002","","","travel_topdrama_r_4016_look_out","1401620020"
"3","","","40162","0","0","401699","","","start","1401620021"
"93","","","40162","","","1.7","","","0","1401620022"
"3","0","","40162","0.2","0","1000002","0","travel_topdrama_r_4016_jump_surprise","travel_topdrama_r_4016_hop_R","1401620023"
"91","","","40162","","","1401620019","","","","1401620024"
"3","1","","40162","0.2","0","1000001","0","travel_topdrama_r_4016_jump_normal","travel_topdrama_r_4016_hop_L","1401620025"
"91","","","40162","","","1401620021","","","","1401620026"
"3","","","40162","0","1","401699","","","bound","1401620027"
"91","","","40162","","","1401620023","","","","1401620028"
"3","","","40162","0.2","1","1000002","","","travel_topdrama_r_4016_jump_normal","1401620029"
"3","","","40162","0.2","1","401699","","","bound","1401620030"
"93","","","40162","","","4.6","","","0","1401620031"
"3","1","","40162","0","0","401699","0","idle","jump","1401620032"
"3","","","40162","0","0","401698","","","rock_1","1401620033"
"122","","","40162","","0.3","10","","","10","1401620034"
"32","","","40162","","","401607","","","1","1401620035"
"23","","","40162","","0","se_travel_top","","","se_travel_top_mandragora_06","1401620036"
"3","","","40162","0","0","1000001","","","travel_topdrama_r_4016_bounce_normal_L","1401620037"
"93","","","40162","","","0.2","","","0","1401620038"
"3","","","40162","0","0","1000002","","","travel_topdrama_r_4016_bounce_normal_R","1401620039"
"32","","","40162","","","401605","","","1","1401620040"
"93","","","40162","","","0.7","","","0","1401620041"
"122","","","40162","","0.3","10","","","10","1401620042"
"23","","","40162","","0","se_travel_top","","","se_travel_top_mandragora_07","1401620043"
"23","","","40162","","0","se_travel_top","","","se_travel_top_mandragora_08","1401620044"
"91","","","40162","","","1401620037","","","0","1401620045"
"3","","","40162","0","0","1000001","","","travel_topdrama_r_4016_run","1401620046"
"3","","","40162","0","0","1000002","","","travel_topdrama_r_4016_run","1401620047"
"32","","","40162","","","401608","","","1","1401620048"
"32","","","40162","","","401609","","","1","1401620049"
"93","","","40162","","","2.13","","","0","1401620050"
"111","","","40162","","","","","","","1401620051"
"91","","","40162","","","0","","","","1401620052"
"31","1","","40171","1","0","401700","","0","401700","1401710001"
"5","-77","normal","40171","1","110","0","0","0","0","1401710002"
"91","","","40171","","","0","","","0","1401710003"
"1","-184","travel_topdrama_r_4016_look_in","40172","1.75","50","1","0","-134","1000001","1401720001"
"1","-184","travel_topdrama_r_4016_look_in","40172","1.75","55","1","1","134","1000002","1401720002"
"5","-310","static","40172","1","30","19","0","-7","401799","1401720003"
"31","1","","40172","1","0","401701","","0","401701","1401720004"
"31","1","","40172","1","0","401702","","0","401702","1401720005"
"31","1","","40172","0","0","401703","","0","401703","1401720006"
"31","1","","40172","0","0","401705","","0","401705","1401720007"
"31","1","","40172","0","0","401706","","0","401706","1401720008"
"31","1","","40172","0","0","401707","","0","401707","1401720009"
"31","1","","40172","0","0","401708","","0","401708","1401720010"
"31","1","","40172","0","0","400017","","0","400017","1401720011"
"31","1","","40172","1","0","401720","","0","401720","1401720012"
"91","","","40172","","","0","","","","1401720013"
"32","","","40172","","","400017","","","1","1401720014"
"32","","","40172","","","401703","","","1","1401720015"
"32","","","40172","","","401706","","","1","1401720016"
"3","","","40172","0","0","1000001","","","travel_topdrama_r_4016_look_out","1401720017"
"3","","","40172","0","0","1000002","","","travel_topdrama_r_4016_look_out","1401720018"
"3","","","40172","0","0","401799","","","start","1401720019"
"93","","","40172","","","1.7","","","0","1401720020"
"3","0","","40172","0.2","0","1000002","0","travel_topdrama_r_4016_jump_surprise","travel_topdrama_r_4016_hop_R","1401720021"
"91","","","40172","","","1401720017","","","","1401720022"
"3","1","","40172","0.2","0","1000001","0","travel_topdrama_r_4016_jump_normal","travel_topdrama_r_4016_hop_L","1401720023"
"91","","","40172","","","1401720019","","","","1401720024"
"3","","","40172","0","1","401799","","","bound","1401720025"
"91","","","40172","","","1401720021","","","","1401720026"
"3","","","40172","0.2","1","1000002","","","travel_topdrama_r_4016_jump_normal","1401720027"
"3","","","40172","0.2","1","401799","","","bound2","1401720028"
"93","","","40172","","","2.5","","","0","1401720029"
"32","","","40172","","","401707","","","1","1401720030"
"93","","","40172","","","1.4","","","0","1401720031"
"3","1","","40172","0.1","0","1000002","0","travel_topdrama_r_4016_jump_dreamy_loop","travel_topdrama_r_4016_jump_dreamy_in","1401720032"
"3","","","40172","0.2","1","401799","","","bound2","1401720033"
"93","","","40172","","","0.66","","","0","1401720034"
"3","1","","40172","0.1","0","1000001","0","travel_topdrama_r_4016_jump_dreamy_loop","travel_topdrama_r_4016_jump_dreamy_in","1401720035"
"93","","","40172","","","2.2","","","0","1401720036"
"32","","","40172","","","401708","","","1","1401720037"
"93","","","40172","","","2.5","","","0","1401720038"
"32","","","40172","","","401705","","","1","1401720039"
"93","","","40172","","","2.3","","","0","1401720040"
"111","","","40172","","","","","","","1401720041"
"91","","","40172","","","0","","","","1401720042"
"31","1","","40181","1","0","401800","","0","401800","1401810001"
"5","-77","normal","40181","1","110","0","0","0","0","1401810002"
"91","","","40181","","","0","","","0","1401810003"
"1","-184","travel_topdrama_r_4016_look_in","40182","1.75","50","1","0","-134","1000001","1401820001"
"1","-184","travel_topdrama_r_4016_look_in","40182","1.75","55","1","1","134","1000002","1401820002"
"5","-310","static","40182","1","30","19","0","-7","401899","1401820003"
"5","-310","empty","40182","1","70","26","0","-7","401898","1401820004"
"31","1","","40182","1","0","401801","","0","401801","1401820005"
"31","1","","40182","1","0","401802","","0","401802","1401820006"
"31","1","","40182","0","0","401803","","0","401803","1401820007"
"31","1","","40182","0","0","401804","","0","401804","1401820008"
"31","1","","40182","0","0","401805","","0","401805","1401820009"
"31","1","","40182","0","0","401806","","0","401806","1401820010"
"31","1","","40182","0","0","401807","","0","401807","1401820011"
"31","1","","40182","0","0","401808","","0","401808","1401820012"
"31","1","","40182","0","0","401809","","0","401809","1401820013"
"31","1","","40182","0","0","401810","","0","401810","1401820014"
"31","1","","40182","0","0","400018","","0","400018","1401820015"
"31","1","","40182","1","0","401820","","0","401820","1401820016"
"91","","","40182","","","0","","","","1401820017"
"32","","","40182","","","400018","","","1","1401820018"
"32","","","40182","","","401803","","","1","1401820019"
"32","","","40182","","","401804","","","1","1401820020"
"32","","","40182","","","401806","","","1","1401820021"
"3","","","40182","0","0","1000001","","","travel_topdrama_r_4016_look_out","1401820022"
"3","","","40182","0","0","1000002","","","travel_topdrama_r_4016_look_out","1401820023"
"3","","","40182","0","0","401899","","","start","1401820024"
"93","","","40182","","","1.7","","","0","1401820025"
"3","0","","40182","0.2","0","1000002","0","travel_topdrama_r_4016_jump_surprise","travel_topdrama_r_4016_hop_R","1401820026"
"91","","","40182","","","1401820022","","","","1401820027"
"3","1","","40182","0.2","0","1000001","0","travel_topdrama_r_4016_jump_normal","travel_topdrama_r_4016_hop_L","1401820028"
"91","","","40182","","","1401820024","","","","1401820029"
"3","","","40182","0","1","401899","","","bound","1401820030"
"91","","","40182","","","1401820026","","","","1401820031"
"3","","","40182","0.2","1","1000002","","","travel_topdrama_r_4016_jump_normal","1401820032"
"3","","","40182","0.2","1","401899","","","bound2","1401820033"
"93","","","40182","","","2.5","","","0","1401820034"
"32","","","40182","","","401807","","","1","1401820035"
"93","","","40182","","","0.1","","","0","1401820036"
"23","","","40182","","0","se_travel_top","","","se_travel_top_mandragora_20","1401820037"
