cbb8432234366cf32b15613316da2c5850a6880676bbb55d2ada9eadf6f2d49a,cbf5cbf6422d4cb26810c4a91f9a274ae9dfc3a386d3018ad6dddbbfd8ea4e23,69ab8bd9c86f5265882bc0359370691528afbcad98dcdd94aece31a0779934ae,203dc2f1825d4b99ae3e635b693b5e1d4810009bd92e547df0b4cd08ae66f767,07569e853600141ef66f070ad2a33e75d4576cc186ddaf82982453da210666e0,a7851828d13078bcfe48a971401e9a2bbd9c4b5f12bf3f92cd6ec38029129f18,ec30dc7dd6f1a1f7a430fd7739763bbec02c542752de10dc27088cd1e612dc9e,47aaaecc34dcccf0fb4a402165653de14513a8ae681ccc55e7784448369b14c3,1f5c7a382f396e51c09ec919b3912bee81a547ea68fb01c2731d1be8f8258fa0,a148286a74e73dfc193780aca8e5717d58d15b2860ec1e8d9234c8d6cc660b8a,7e50cf649ef420dc82b9b7cb5be32f2cdd8eed2b83440d05bf44c4a846bc9962
"8","次の方どうぞー","0","0","1007416","11","1","117531","1007416017","0","0.5"
"","","","","1007416","91","","0","1007416018","",""
"1","mhp_sit_idle","","0.2","1007416","3","","117531","1007416019","",""
"1","mhp_walk","","0.2","1007416","3","","103111","1007416020","",""
"-220","-300","","","1007416","2","4","103111","1007416021","0",""
"-220","-200","","","1007416","2","4","31","1007416022","0",""
"","","","","1007416","91","","0","1007416023","",""
"0","mhp_idle_sad","","0.2","1007416","3","","103111","1007416024","0",""
"","","","","1007416","91","","0","1007416025","",""
"1","mhp_idle_sad","","0.2","1007416","3","","103111","1007416026","0",""
"","","","","1007416","91","","0","1007416027","",""
"1","mhp_skull_talk","","0.2","1007416","3","","31","1007416028","",""
"0","vo_mhp_6002","","","1007416","21","0","vo_mhp_1007416","1007416029","",""
"6","どうだシノブ、この部屋からすさまじい\n霊の気配を感じるだろう？","0","0","1007416","11","1","31","1007416030","0","0.5"
"","","","","1007416","91","","0","1007416031","",""
"1","mhp_skull_idle","","0.2","1007416","3","","31","1007416032","",""
"1","mhp_talk_sad","","0.2","1007416","3","","103111","1007416033","0",""
"0","vo_mhp_6003","","","1007416","21","0","vo_mhp_1007416","1007416034","",""
"6","お父さん本当なの？\n私には何も感じられないけど……","0","0","1007416","11","1","103111","1007416035","0","0.5"
"","","","","1007416","91","","0","1007416036","",""
"1","mhp_idle_sad","","0.2","1007416","3","","103111","1007416037","",""
"1","mhp_skull_talk","","0.2","1007416","3","","31","1007416038","",""
"0","vo_mhp_6004","","","1007416","21","0","vo_mhp_1007416","1007416039","",""
"6","見ろ！\nやはりオレ好みの超絶美人だ！\nくーっ、程よく熟れた感じがたまらん！","0","0","1007416","11","1","31","1007416040","0","1"
"","1","","","1007416","93","","3","1007416041","",""
"0","mhp_skull_excite_in","0","0.2","1007416","3","mhp_skull_excite_loop","31","1007416042","1",""
"","","","","1007416","91","","1007416040","1007416043","",""
"1","mhp_sit_talk_worry","","0.2","1007416","3","","117631","1007416044","0",""
"0","vo_mhp_6005","","","1007416","21","0","vo_mhp_1007416","1007416045","",""
"6","うわ、何？　ドクロが喋ってるの？\n気持ち悪いな……","0","0","1007416","11","1","117631","1007416046","0","0.5"
"","","","","1007416","91","","0","1007416047","",""
"1","mhp_sit_idle_sad","","0.2","1007416","3","","117631","1007416048","0",""
"1","mhp_talk_worry","","0.2","1007416","3","","103111","1007416049","0",""
"0","vo_mhp_6006","","","1007416","21","0","vo_mhp_1007416","1007416050","",""
"6","いきなりすみません\nすぐ帰りますので……","0","0","1007416","11","1","103111","1007416051","0","0.5"
"","","","","1007416","91","","0","1007416052","",""
"1","mhp_skull_talk","","0.2","1007416","3","","31","1007416053","",""
"1","mhp_idle_worry","","0.2","1007416","3","","103111","1007416054","",""
"0","vo_mhp_6007","","","1007416","21","0","vo_mhp_1007416","1007416055","",""
"6","ま、待てシノブ！　まだあの女医さんと\n話してないんだぞ！","0","0","1007416","11","1","31","1007416056","0","0.5"
"","","","","1007416","91","","0","1007416057","",""
"","0","","","1007416","22","","0","1007416058","",""
"0","1007416062","","","1007416","103","","燃えないゴミの日っていつだったかしら。","1007416059","",""
"0","1007416075","","","1007416","103","","しゃべるドクロ、切りがいがあるわね。","1007416060","",""
"0","1007416088","","","1007416","103","","無言で眼帯をとる。","1007416061","",""
"1","mhp_sit_idle_bitter2","","0.2","1007416","3","","117531","1007416062","",""
"","","","","1007416","93","","0.5","1007416063","",""
"0","mhp_skull_trouble_in","0","0.2","1007416","3","mhp_skull_trouble_loop","31","1007416064","1",""
"0","vo_mhp_6008","","","1007416","21","0","vo_mhp_1007416","1007416065","",""
"6","ひっ！　な、なんて冷たい目なんだ……\nで、でもサイコーにゾクゾクするぅ！","0","0","1007416","11","1","31","1007416066","0","0.5"
"","1","","","1007416","93","","6","1007416067","",""
"0","mhp_skull_excite_in","0","0.2","1007416","3","mhp_skull_excite_loop","31","1007416068","1",""
"","","","","1007416","91","","1007416066","1007416069","",""
"1","mhp_talk_sad2","","0.2","1007416","3","","103111","1007416070","",""
"0","vo_mhp_6009","","","1007416","21","0","vo_mhp_1007416","1007416071","",""
"7","お父さん、少し黙って。","0","0","1007416","11","1","103111","1007416072","0","0.5"
"","","","","1007416","91","","0","1007416073","",""
"","","","","1007416","101","","1007416097","1007416074","",""
"1","mhp_sit_idle_bitter2","","0.2","1007416","3","","117531","1007416075","",""
"","","","","1007416","93","","0.5","1007416076","",""
"0","mhp_skull_trouble_in","0","0.2","1007416","3","mhp_skull_trouble_loop","31","1007416077","1",""
"0","vo_mhp_6010","","","1007416","21","0","vo_mhp_1007416","1007416078","",""
"5","うひぃ！　解剖は勘弁……でも\nあの美しい手で触れられるのかと思うと\nなんだか興奮するな……！","0","0","1007416","11","1","31","1007416079","0","0.5"
"","1","","","1007416","93","","9","1007416080","",""
"0","mhp_skull_excite_in","0","0.2","1007416","3","mhp_skull_excite_loop","31","1007416081","1",""
"","","","","1007416","91","","1007416079","1007416082","",""
"1","mhp_talk_sad2","","0.2","1007416","3","","103111","1007416083","0",""
"0","vo_mhp_6011","","","1007416","21","0","vo_mhp_1007416","1007416084","",""
"7","お父さん、気持ち悪いよ。","0","0","1007416","11","1","103111","1007416085","0","0.5"
"","","","","1007416","91","","0","1007416086","",""
"","","","","1007416","101","","1007416097","1007416087","",""
"0","mhp_mitsuki_sit_kaihou_in","0","0.2","1007416","3","mhp_mitsuki_sit_kaihou_loop","117531","1007416088","1",""
"","","","","1007416","93","","1","1007416089","",""
"0","mhp_skull_trouble_in","0","0.2","1007416","3","mhp_skull_trouble_loop","31","1007416090","1",""
"0","vo_mhp_6012","","","1007416","21","0","vo_mhp_1007416","1007416091","",""
"6","ま、待て待て！　アレはダメだ\nオレの第六感が全力で逃げろと\n告げている！\nシノブ、退散だ！　たいさーん！","0","0","1007416","11","1","31","1007416092","0","0.5"
"","","","","1007416","91","","0","1007416093","",""
"1","mhp_talk_sad2","","0.2","1007416","3","","103111","1007416094","0",""
"0","vo_mhp_6013","","","1007416","21","0","vo_mhp_1007416","1007416095","",""
"6","そう？　少しくらい痛い目を見た方が\nいいと思うけど？","0","0","1007416","11","1","103111","1007416096","0","0.5"
"","","","","1007416","91","","0","1007416097","",""
"","","","","1007416","93","","1","1007416098","",""
"1","mhp_talk_sad","","0.2","1007416","3","","103111","1007416099","0",""
"0","vo_mhp_6014","","","1007416","21","0","vo_mhp_1007416","1007416100","",""
"6","お騒がせしました……\nこのお詫びは後日改めて\nさせていただきます。","0","0","1007416","11","1","103111","1007416101","0","0.5"
"","","","","1007416","91","","0","1007416102","",""
"","0","","","1007416","22","","0","1007416103","",""
"0","mhp_shinobu_bow","0.2","0.2","1007416","3","mhp_idle_normal","103111","1007416104","1",""
"","","","","1007416","93","","4","1007416105","",""
"1","mhp_walk","","0.2","1007416","3","","103111","1007416106","0",""
"","1","","","1007416","4","","103111","1007416107","",""
"","1","","","1007416","4","","31","1007416108","",""
"-220","-1100","","","1007416","2","5","103111","1007416109","0",""
"-220","-1000","","","1007416","2","2","31","1007416110","0",""
"","","","","1007416","93","","4","1007416111","",""
"","","","","1007416","91","","0","1007416112","",""
"1","mhp_sit_talk_worry","","0.2","1007416","3","","117631","1007416113","",""
"0","vo_mhp_6015","","","1007416","21","0","vo_mhp_1007416","1007416114","",""
"6","な、なんだったのアレ……","0","","1007416","11","1","117631","1007416115","0","0.5"
"","","","","1007416","91","","0","1007416116","",""
"","0","","","1007416","22","","0","1007416117","",""
"","","","","1007416","91","","0","1007416118","",""
"100","103111","0","1.7","1007417","1","-1000","1","1007417001","-240","mhp_idle_normal"
"100","117631","1","1.7","1007417","1","365","1","1007417002","-200","mhp_sit_idle"
"104","117531","1","1.7","1007417","1","185","1","1007417003","-220","mhp_sit_idle"
"-240","1","","1","1007417","31","-154","1","1007417004","0.85",""
"173","120","","0","1007417","31","-237","20","1007417005","1",""
"0","130","","0","1007417","31","160","30","1007417006","1",""
"0","111","","0","1007417","31","0","11","1007417007","1",""
"110","11","0","1.7","1007417","5","-200","1","1007417008","-220","NoItem"
"105","12","0","1.7","1007417","5","-200","1","1007417009","-220","NoItem"
"110","21","1","1.7","1007417","5","185","1","1007417010","-220","NoItem"
"105","22","1","1.7","1007417","5","185","1","1007417011","-220","NoItem"
"1","1","0","0","1007417","6","1","11","1007417012","0",""
"1","1","0","0","1007417","6","1","12","1007417013","0",""
"1","1","0","0","1007417","6","1","21","1007417014","0",""
"1","1","0","0","1007417","6","1","22","1007417015","0",""
"","","","","1007417","91","","0","1007417016","",""
"1","mhp_sit_talk_normal","","0.2","1007417","3","","117531","1007417017","",""
"0","vo_mhp_6101","","","1007417","21","0","vo_mhp_1007417","1007417018","",""
"8","シノブさん、どうぞー","0","0","1007417","11","1","117531","1007417019","0","0.5"
"","","","","1007417","91","","0","1007417020","",""
"1","mhp_sit_idle","","0.2","1007417","3","","117531","1007417021","",""
"1","mhp_walk","","0.2","1007417","3","","103111","1007417022","0",""
"-220","-200","","","1007417","2","4","103111","1007417023","0",""
"","","","","1007417","91","","0","1007417024","",""
"0","mhp_sit_in","","0.2","1007417","3","","103111","1007417025","0",""
"","","","","1007417","91","","0","1007417026","",""
"1","mhp_sit_idle_sad","","0.2","1007417","3","","103111","1007417027","0",""
"","","","","1007417","91","","0","1007417028","",""
"1","mhp_sit_talk_sad","","0.2","1007417","3","","103111","1007417029","0",""
"0","vo_mhp_6102","","","1007417","21","0","vo_mhp_1007417","1007417030","",""
"5","失礼します\n先日は父が本当に申し訳\nありませんでした\nお詫びにうかがったのですが……","0","0","1007417","11","1","103111","1007417031","0","1"
"","","","","1007417","91","","0","1007417032","",""
"1","mhp_sit_idle_sad","","0.2","1007417","3","","103111","1007417033","0",""
"1","mhp_sit_talk_normal","","0.2","1007417","3","","117531","1007417034","0",""
"0","vo_mhp_6103","","","1007417","21","0","vo_mhp_1007417","1007417035","",""
"7","あら、わざわざありがとう。\n気にしなくていいのに。","0","0","1007417","11","1","117531","1007417036","0","0.5"
"","","","","1007417","91","","0","1007417037","",""
"1","mhp_sit_idle","","0.2","1007417","3","","117531","1007417038","0",""
"1","mhp_sit_talk_wish2","","0.2","1007417","3","","103111","1007417039","0",""
"0","vo_mhp_6104","","","1007417","21","0","vo_mhp_1007417","1007417040","",""
"7","そういうわけにはいきません。","0","0","1007417","11","1","103111","1007417041","0","0.5"
"","","","","1007417","91","","0","1007417042","",""
"1","mhp_sit_idle_sad","","0.2","1007417","3","","103111","1007417043","0",""
"1","mhp_sit_talk_normal","","0.2","1007417","3","","117531","1007417044","0",""
"0","vo_mhp_6105","","","1007417","21","0","vo_mhp_1007417","1007417045","",""
"6","律儀なのはいいけど\nあなた気苦労が多そうだから\nもう少し気楽にしてた方がいいわね。","0","0","1007417","11","1","117531","1007417046","0","0.5"
"","","","","1007417","91","","0","1007417047","",""
"1","mhp_sit_idle","","0.2","1007417","3","","117531","1007417048","0",""
"1","mhp_sit_talk_sad","","0.2","1007417","3","","103111","1007417049","0",""
"0","vo_mhp_6106","","","1007417","21","0","vo_mhp_1007417","1007417050","",""
"5","そう、ですか……別に父のせいという\nわけではないですが、\n育った環境が特殊だったので……","0","0","1007417","11","1","103111","1007417051","0","1"
"","","","","1007417","91","","0","1007417052","",""
"1","mhp_sit_talk_sad2","","0.2","1007417","3","","103111","1007417053","0",""
"0","vo_mhp_6107","","","1007417","21","0","vo_mhp_1007417","1007417054","",""
"6","ギルドメンバーと一緒にいる時でも\nみんなのように\n楽しそうに笑えない、といいますか。","0","0","1007417","11","1","103111","1007417055","0","0.5"
"","","","","1007417","91","","0","1007417056","",""
"1","mhp_sit_talk_worry","","0.2","1007417","3","","103111","1007417057","0",""
"0","vo_mhp_6108","","","1007417","21","0","vo_mhp_1007417","1007417058","",""
"6","笑顔がきちんとできないと\nやはりよくないでしょうか。","0","0","1007417","11","1","103111","1007417059","0","0.5"
"","","","","1007417","91","","0","1007417060","",""
"1","mhp_sit_idle_sad","","0.2","1007417","3","","103111","1007417061","0",""
"1","mhp_sit_talk_normal","","0.2","1007417","3","","117531","1007417062","0",""
"0","vo_mhp_6109","","","1007417","21","0","vo_mhp_1007417","1007417063","",""
"6","そんなことないわ。\n笑顔ができるからって\nまともな人間とは限らないもの。","0","0","1007417","11","1","117531","1007417064","0","0.5"
"","","","","1007417","91","","0","1007417065","",""
"1","mhp_sit_talk_joy1","","0.2","1007417","3","","117531","1007417066","0",""
"0","vo_mhp_6110","","","1007417","21","0","vo_mhp_1007417","1007417067","",""
"6","ウチのギルドなんてみんな\nニコニコしてるけど、基本ヤバめの\n子たちばかりよ。私を含めて、ね♪","0","0","1007417","11","1","117531","1007417068","0","0.5"
"","","","","1007417","91","","0","1007417069","",""
"1","mhp_sit_talk_normal","","0.2","1007417","3","","117531","1007417070","0",""
"0","vo_mhp_6111","","","1007417","21","0","vo_mhp_1007417","1007417071","",""
"6","それでもみんなすごく魅力的よ\n表情一つじゃ人の良さは判断できないし\nすべきではないわ。","0","0","1007417","11","1","117531","1007417072","0","0.5"
"","","","","1007417","91","","0","1007417073","",""
"1","mhp_sit_talk_wish","","0.2","1007417","3","","117531","1007417074","0",""
"0","vo_mhp_6112","","","1007417","21","0","vo_mhp_1007417","1007417075","",""
"7","あなたのことはまだよく知らないけれど\n笑顔ができないからって\n誤解されるような\n子じゃないってのは分かるわ。","0","0","1007417","11","1","117531","1007417076","0","0.5"
"","","","","1007417","91","","0","1007417077","",""
"1","mhp_sit_talk_bitter","","0.2","1007417","3","","117531","1007417078","0",""
"0","vo_mhp_6113","","","1007417","21","0","vo_mhp_1007417","1007417079","",""
"6","私は医者だから\n人を見る目はあるのよ♪","0","0","1007417","11","1","117531","1007417080","0","0.5"
"","","","","1007417","91","","0","1007417081","",""
"1","mhp_sit_idle","","0.2","1007417","3","","117531","1007417082","0",""
"1","mhp_sit_talk_wish","","0.2","1007417","3","","103111","1007417083","0",""
"0","vo_mhp_6114","","","1007417","21","0","vo_mhp_1007417","1007417084","",""
"6","……お医者さんって\n人生相談もするんですね。","0","0","1007417","11","1","103111","1007417085","0","0.5"
"","","","","1007417","91","","0","1007417086","",""
"1","mhp_sit_idle_wish","","0.2","1007417","3","","103111","1007417087","0",""
"1","mhp_sit_talk_normal","","0.2","1007417","3","","117531","1007417088","0",""
"0","vo_mhp_6115","","","1007417","21","0","vo_mhp_1007417","1007417089","",""
"6","本当は専門外だけど、迷える少年少女の\nカウンセリングくらいはできるわよ。","0","0","1007417","11","1","117531","1007417090","0","0.5"
"","","","","1007417","91","","0","1007417091","",""
