ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"1","0","19460066","107811","0.1","46_kyaru_idle_normal2","","946","3","0.1","46_kyaru_idle_normal2_loop"
"","","19460067","115","","0","","946","32","",""
"","-180","19460068","122411","","-910","","946","2","","0"
"","-180","19460069","115","","-910","","946","33","","0"
"","-180","19460070","122411","","1000","","946","2","","2.1606334841629"
"","-180","19460071","115","","1000","","946","33","","2.1606334841629"
"","","19460072","115","","1","","946","32","",""
"","0","19460073","se_10053800","","se_10053800_946_hiyori","","946","23","1",""
"","","19460074","0.5","","0","","946","93","",""
"","","19460075","vo_fpc","","vo_fpc_30610","","946","21","","0"
"0","20","19460076","122411","0","わー！","1","946","11","0","1"
"","","19460077","0.65","","0","","946","93","",""
"","","19460078","1.5","","0","","946","93","",""
"1","0","19460079","107811","0.1","46_kyaru_surprise","","946","3","0.1","46_kyaru_surprise_loop"
"1","","19460080","107911","0.1","46_tamaki_talk4","","946","3","0.1","46_tamaki_talk4_loop"
"","","19460081","vo_fpc","","vo_fpc_30611","","946","21","","0"
"0","10","19460082","107811","0","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","0.5","946","11","0","1"
"","","19460083","0","","","","946","91","",""
"","","19460084","115","","0","","946","32","",""
"","-180","19460085","122411","","-910","","946","2","","0"
"","-180","19460086","115","","-910","","946","33","","0"
"","-180","19460087","122411","","1000","","946","2","","2.1606334841629"
"","-180","19460088","115","","1000","","946","33","","2.1606334841629"
"","","19460089","115","","1","","946","32","",""
"","0","19460090","se_10053800","","se_10053800_946_hiyori","","946","23","1",""
"","","19460091","0.5","","0","","946","93","",""
"","","19460092","vo_fpc","","vo_fpc_30612","","946","21","","0"
"0","20","19460093","122411","0","たーのしー！","1","946","11","0","1"
"","","19460094","0.8","","0","","946","93","",""
"","","19460095","1.5","","0","","946","93","",""
"","1","19460096","107911","","46_cmn_run","","946","3","0.1",""
"","1","19460097","107811","","46_cmn_run","","946","3","0.1",""
"","-15","19460098","107911","","800","","946","2","","2.8657616892911"
"","-15","19460099","107811","","800","","946","2","","3.46907993966818"
"","","19460100","0","","","","946","91","",""
"-180","22","19470001","1","0","129411","cmn_float_r","947","1","1.75","-850"
"-180","23","19470002","3","0","31","empty","947","5","1.75","320"
"-125","12","19470003","1","0","129511","cmn_float","947","1","1.75","-1100"
"-125","13","19470004","3","0","32","empty","947","5","1.75","70"
"-180","22","19470005","26","0","26","47_yuni_float","947","5","1.75","-900"
"1","-820","19470006","6","","61","","947","31","1","-180"
"1","320","19470007","4","","41","","947","31","0","-180"
"1","320","19470008","103","","1031","","947","31","0","-180"
"1","320","19470009","124","","1241","","947","31","0","-180"
"1","320","19470010","9","","91","","947","31","0","-180"
"1","850","19470011","10","","101","","947","31","1","-180"
"1","-1100","19470012","6","","62","","947","31","1","-125"
"1","70","19470013","4","","42","","947","31","0","-125"
"1","70","19470014","103","","1032","","947","31","0","-125"
"1","70","19470015","124","","1242","","947","31","0","-125"
"1","70","19470016","9","","92","","947","31","0","-125"
"1","850","19470017","10","","102","","947","31","1","-125"
"1","-900","19470018","102","","26","","947","31","1","-180"
"1","-975","19470019","1009","","1009","","947","31","0","0"
"1","-310","19470020","1010","","1010","","947","31","0","0"
"1","570","19470021","1011","","1011","","947","31","0","30"
"","1","19470022","se_10053800","","se_fpc_water_random","","947","23","1",""
"","","19470023","19470021","","","","947","91","",""
"","1","19470024","129411","","cmn_float_r","","947","3","0.1",""
"12","-180","19470025","129411","","320","","947","2","","6.88235294117647"
"12","-180","19470026","61","","350","","947","33","","6.88235294117647"
"12","-125","19470027","129511","","70","","947","2","","6.88235294117647"
"12","-125","19470028","62","","70","","947","33","","6.88235294117647"
"12","0","19470029","1009","","195","","947","33","","6.88235294117647"
"","","19470030","1009","","1","","947","32","",""
"","","19470031","19470025","","","","947","91","",""
"12","-180","19470032","26","","-280","","947","2","","4.55882352941176"
"12","-180","19470033","26","","-280","","947","33","","4.55882352941176"
"","","19470034","19470032","","","","947","91","",""
"","","19470035","1009","","0","","947","32","",""
"","","19470036","vo_fpc","","vo_fpc_30701","","947","21","","0"
"0","5","19470037","26","0","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","0.5","947","11","0","1"
"","","19470038","0","","","","947","91","",""
"","","19470039","vo_fpc","","vo_fpc_30702","","947","21","","0"
"0","5","19470040","26","0","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","1","947","11","0","1"
"","","19470041","0","","","","947","91","",""
"1","0","19470042","129511","0.1","47_chieru_surprise_in","","947","3","0.1","47_cmn_surprise_loop"
"12","-125","19470043","62","","100","","947","33","","0.2"
"1","0","19470044","129411","0.1","47_kuroe_surprise_in","","947","3","0.1","47_cmn_surprise_loop"
"","","19470045","vo_fpc","","vo_fpc_30703","","947","21","","0"
"0","17","19470046","129411","0","ちょっ…\n何やってンのよ、探さんと…！","0.5","947","11","0","1"
"","","19470047","0","","","","947","91","",""
"1","0","19470048","129411","0.1","47_cmn_diving_in","","947","3","0.1","cmn_swm_diving"
"","","19470049","0.2","","0","","947","93","",""
"","","19470050","61","","0","","947","32","",""
"","","19470051","1031","","1","","947","32","",""
"","","19470052","91","","1","","947","32","",""
"","-180","19470053","129411","","850","","947","2","","1.59879336349925"
"","-180","19470054","91","","850","","947","33","","1.59879336349925"
"1","0","19470055","129511","0.1","47_cmn_diving_in","","947","3","0.1","cmn_swm_diving"
"","","19470056","0.2","","0","","947","93","",""
"","","19470057","62","","0","","947","32","",""
"","","19470058","1032","","1","","947","32","",""
"","","19470059","92","","1","","947","32","",""
"","-125","19470060","129511","","850","","947","2","","1.96078431372549"
"","-125","19470061","92","","850","","947","33","","1.96078431372549"
"","","19470062","19470060","","","","947","91","",""
"","","19470063","91","","0","","947","32","",""
"","","19470064","92","","0","","947","32","",""
"12","-125","19470065","129511","","70","","947","2","","2.94117647058824"
"12","-125","19470066","102","","70","","947","33","","2.94117647058824"
"","1","19470067","129511","","cmn_swm_diving_r","","947","3","0.1",""
"","","19470068","1","","0","","947","93","",""
"","","19470069","vo_fpc","","vo_fpc_30704","","947","21","","0"
"0","10","19470070","26","0","あった？","0.5","947","11","0","1"
"","","19470071","0.9","","0","","947","93","",""
"","","19470072","1","","0","","947","93","",""
"","","19470073","19470065","","","","947","91","",""
"1","0","19470074","26","0.1","47_yuni_surprise_in","","947","3","0.1","47_yuni_surprise_loop"
"1","0","19470075","129511","0.1","47_cmn_item_in","","947","3","0.1","47_cmn_item_loop"
"1","0","19470076","32","0.1","47_cmn_item_in_book","","947","3","0.1","47_cmn_item_loop_book"
"","","19470077","0.2","","0","","947","93","",""
"","","19470078","42","","1","","947","32","",""
"","","19470079","1242","","1","","947","32","",""
"","","19470080","102","","0","","947","32","",""
"","","19470081","vo_fpc","","vo_fpc_30705","","947","21","","0"
"0","10","19470082","129511","0","ユニ先輩の本がありました。","1","947","11","0","1"
"","","19470083","1.8","","0","","947","93","",""
"12","-180","19470084","129411","","320","","947","2","","1.99849170437406"
"12","-180","19470085","101","","320","","947","33","","1.99849170437406"
"","1","19470086","129411","","cmn_swm_diving_r","","947","3","0.1",""
"","","19470087","1.5","","0","","947","93","",""
"","","19470088","19470084","","","","947","91","",""
"1","0","19470089","129411","0.1","47_cmn_item_in","","947","3","0.1","47_cmn_item_loop"
"1","0","19470090","31","0.1","47_cmn_item_in_weapon","","947","3","0.1","47_cmn_item_loop_weapon"
"","","19470091","0.2","","0","","947","93","",""
"","","19470092","41","","1","","947","32","",""
"","","19470093","1241","","1","","947","32","",""
"","","19470094","101","","0","","947","32","",""
"","","19470095","vo_fpc","","vo_fpc_30706","","947","21","","0"
"0","10","19470096","129411","70","ユニ先輩の斧だか槍だかがありました。","1","947","11","0","1"
"","","19470097","0","","","","947","91","",""
"","","19470098","1011","","1","","947","32","",""
"","","19470099","vo_fpc","","vo_fpc_30707","","947","21","","0"
"0","8","19470100","26","140","ぽーん！\nドクター・ユニに警告！\nプールはゴミ箱じゃありません！","1","947","11","730","1"
"","","19470101","5.25","","0","","947","93","",""
"","","19470102","1.5","","0","","947","93","",""
"","1","19470103","26","","47_yuni_float","","947","3","0.3",""
"","","19470104","1010","","1","","947","32","",""
"","","19470105","1.5","","0","","947","93","",""
"1","0","19470106","129511","0.1","47_cmn_float_in","","947","3","0.1","cmn_float"
"0","0","19470107","32","0.1","47_cmn_float_in_book","","947","3","0.1","empty"
"1","0","19470108","129411","0.1","47_cmn_float_in","","947","3","0.1","cmn_float"
"0","0","19470109","31","0.1","47_cmn_float_in_weapon","","947","3","0.1","empty"
"","","19470110","1.1","","0","","947","93","",""
"","-180","19470111","129411","","1000","","947","2","","3.07692307692308"
"","-180","19470112","41","","1000","","947","33","","3.07692307692308"
"","-180","19470113","26","","1000","","947","2","","5.79185520361991"
"","-180","19470114","26","","1000","","947","33","","5.79185520361991"
"","-125","19470115","129511","","1000","","947","2","","4.20814479638009"
"","-125","19470116","42","","1000","","947","33","","4.20814479638009"
"","","19470117","19470113","","","","947","91","",""
"","","19510001","se_10053800","","se_fpc_water_random","","951","23","",""
"-180","22","19510002","1","0","1","cmn_float_monster_01","951","5","1.75","-850"
"","-180","19510003","1","","850","","951","2","","15"
"","","19520001","se_10053800","","se_fpc_water_random","","952","23","",""
"-180","22","19520002","1","0","1","cmn_float_monster_02","952","5","1.75","-850"
"","-180","19520003","1","","850","","952","2","","15"
"","","19530001","se_10053800","","se_fpc_water_random","","953","23","",""
"-180","22","19530002","1","0","1","cmn_float_monster_03","953","5","1.75","-850"
"","-180","19530003","1","","850","","953","2","","15"
"","","19540001","se_10053800","","se_fpc_water_random","","954","23","",""
"-180","22","19540002","1","0","1","cmn_float_monster_04","954","5","1.75","-850"
"","-180","19540003","1","","850","","954","2","","15"
"","","19550001","se_10053800","","se_fpc_water_random","","955","23","",""
"-180","22","19550002","1","0","1","cmn_float_monster_05","955","5","1.75","-850"
"","-180","19550003","1","","850","","955","2","","15"
"","","19560001","se_10053800","","se_fpc_water_random","","956","23","",""
"-180","22","19560002","1","0","1","cmn_float_monster_06","956","5","1.75","-850"
"","-180","19560003","1","","850","","956","2","","15"
"","","19570001","se_10053800","","se_fpc_water_random","","957","23","",""
"-180","22","19570002","1","0","1","cmn_float_monster_07","957","5","1.75","-850"
"","-180","19570003","1","","850","","957","2","","15"
"","","19580001","se_10053800","","se_fpc_water_random","","958","23","",""
"-180","22","19580002","1","0","1","cmn_float_monster_08","958","5","1.75","-850"
"","-180","19580003","1","","850","","958","2","","15"
"","","19590001","se_10053800","","se_fpc_water_random","","959","23","",""
"-180","22","19590002","1","0","1","cmn_float_monster_09","959","5","1.75","-850"
"","-180","19590003","1","","850","","959","2","","15"
"","","19600001","se_10053800","","se_fpc_water_random","","960","23","",""
"-180","22","19600002","1","0","1","cmn_float_monster_10","960","5","1.75","-850"
"","-180","19600003","1","","850","","960","2","","15"
"","","19610001","se_10053800","","se_fpc_water_random","","961","23","",""
"-180","22","19610002","1","0","1","cmn_float_monster_11","961","5","1.75","-850"
"","-180","19610003","1","","850","","961","2","","15"
"","","19620001","se_10053800","","se_fpc_water_random","","962","23","",""
"-180","22","19620002","1","0","1","cmn_float_monster_12","962","5","1.75","-850"
"","-180","19620003","1","","850","","962","2","","15"
"","","19630001","se_10053800","","se_fpc_water_random","","963","23","",""
"-180","22","19630002","1","0","1","cmn_float_monster_13","963","5","1.75","-850"
"","-180","19630003","1","","850","","963","2","","15"
"","","19640001","se_10053800","","se_fpc_water_random","","964","23","",""
"-180","22","19640002","1","0","1","cmn_float_monster_14","964","5","1.75","-850"
"","-180","19640003","1","","850","","964","2","","15"
"","","19650001","se_10053800","","se_fpc_water_random","","965","23","",""
"-180","22","19650002","1","0","1","cmn_float_monster_15","965","5","1.75","-850"
"","-180","19650003","1","","850","","965","2","","15"
"","","19660001","se_10053800","","se_fpc_water_random","","966","23","",""
"-180","22","19660002","1","0","1","cmn_float_monster_16","966","5","1.75","-850"
"","-180","19660003","1","","850","","966","2","","15"
"","","19700001","se_10053800","","se_fpc_water_random","","970","23","",""
"-180","22","19700002","1","0","1","cmn_float_item_01_Ball","970","5","1.75","-850"
"","-180","19700003","1","","850","","970","2","","15"
"","","19710001","se_10053800","","se_fpc_water_random","","971","23","",""
"-180","22","19710002","1","0","1","cmn_float_item_02_Ring","971","5","1.75","-850"
"","-180","19710003","1","","850","","971","2","","15"
"","","19720001","se_10053800","","se_fpc_water_random","","972","23","",""
"-180","22","19720002","1","0","1","cmn_float_item_03_Fish","972","5","1.75","-850"
"","-180","19720003","1","","850","","972","2","","15"
"","","19730001","se_10053800","","se_fpc_water_random","","973","23","",""
"-180","22","19730002","1","0","1","cmn_float_item_04_Shell","973","5","1.75","-850"
"","-180","19730003","1","","850","","973","2","","15"
"","","19740001","se_10053800","","se_fpc_water_random","","974","23","",""
"-180","22","19740002","1","0","1","cmn_float_item_05_Fruit","974","5","1.75","-850"
"","-180","19740003","1","","850","","974","2","","15"
"","","19750001","se_10053800","","se_fpc_water_random","","975","23","",""
"-180","22","19750002","1","0","1","cmn_float_item_06_Dolphin","975","5","1.75","-850"
