2e3540724dd42da4d8f12c754e5937a901536c9487417e4e5c9b2020b1613536,6ed4c0772cc33f959bd9acc9eed1c1fc4ae812dfc23fe0179f2c6a09bd053768,78cf17335bdf093d5da53bbab1d36d1fe6d6c0dbb919a9faf1206b43cc3a277d,cc8e2ba5096f8b4f9ef3609f4a5ee48abc6976ff86f7ea8c3ebc05a11c2e87ed,a9c10dcf73a0c1711de69714f639da73340403bc62d31202dfd12f2a6bd3eb5b
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001035","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500103505"
"9","ＨＰ吸収ダウン","85001035","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500103506"
"25","危険領域","85001036","バトル中、「反撃バリア」効果が発動する。","500103601"
"16","闇属性ボーナス特大アップ","85001036","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500103602"
"11","深域モンスター","85001036","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500103603"
"17","ＴＰ上昇上限付与","85001036","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500103604"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001036","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","500103605"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001036","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500103606"
"9","ＨＰ吸収ダウン","85001036","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500103607"
"24","反撃バリア","85001036","バトル開始時、すべてのモンスターに攻撃してきたキャラに10000ダメージを与える反撃バリアを５つ付与する。","500103608"
"16","闇属性ボーナス特大アップ","85001037","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500103701"
"11","深域モンスター","85001037","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500103702"
"17","ＴＰ上昇上限付与","85001037","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500103703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001037","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","500103704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001037","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500103705"
"9","ＨＰ吸収ダウン","85001037","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500103706"
"16","闇属性ボーナス特大アップ","85001038","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500103801"
"11","深域モンスター","85001038","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500103802"
"17","ＴＰ上昇上限付与","85001038","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500103803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001038","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","500103804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001038","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500103805"
"9","ＨＰ吸収ダウン","85001038","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500103806"
"16","闇属性ボーナス特大アップ","85001039","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500103901"
"11","深域モンスター","85001039","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500103902"
"17","ＴＰ上昇上限付与","85001039","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500103903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001039","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","500103904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001039","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500103905"
"9","ＨＰ吸収ダウン","85001039","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500103906"
"16","闇属性ボーナス特大アップ","85001040","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500104001"
"11","深域モンスター","85001040","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500104002"
"17","ＴＰ上昇上限付与","85001040","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500104003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001040","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","500104004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001040","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500104005"
"9","ＨＰ吸収ダウン","85001040","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","500104006"
"boss_tp_down_cut","ＴＰダウンカット","85001040","バトル開始時、すべてのモンスターがＴＰダウン\n25％カット状態になる。","500104007"
"energy_recover","継続ＴＰ回復","85001040","バトル開始時、すべてのモンスターに継続ＴＰ中回復状態を付与する。","500104008"
"16","闇属性ボーナス特大アップ","85001041","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500104101"
"11","深域モンスター","85001041","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500104102"
