b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740,d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1
"0","","","","1009814","93","","","2","","1009814033"
"lsv_idle_normal","","","","1009814","3","1","","122811","0.2","1009814034"
"0","","","","1009814","93","","","0.6","","1009814035"
"lsv_talk_bitter","","","","1009814","3","1","","122811","0.2","1009814036"
"vo_lsv_1422","","","","1009814","21","0","0","vo_lsv","","1009814037"
"あ…\nあはは、ごめんね？\n日記、あんまり書けなくて…","0","0","1","1009814","11","10","1","122811","0","1009814038"
"","","","","1009814","91","","","0","","1009814039"
"lsv_talk_bitter_sad","","","","1009814","3","1","","122811","0.2","1009814040"
"vo_lsv_1423","","","","1009814","21","0","0","vo_lsv","","1009814041"
"それに…\nほんとの気持ちも\n書いちゃった。","0","0","1","1009814","11","10","1","122811","0","1009814042"
"","","","","1009814","91","","","0","","1009814043"
"lsv_idle_sad2","","","","1009814","3","1","","122811","0.2","1009814044"
"lsv_talk_normal_suprise1","","","","1009814","3","1","","122711","0.2","1009814045"
"vo_lsv_1424","","","","1009814","21","0","0","vo_lsv","","1009814046"
"ううん、いいよ。\n…わかるから。","0","0","1","1009814","11","10","1","122711","0","1009814047"
"","","","","1009814","91","","","0","","1009814048"
"lsv_idle_normal_talkR","","","","1009814","3","1","","122711","0.2","1009814049"
"lsv_talk_normal_bitter","","","","1009814","3","1","","122911","0.2","1009814050"
"vo_lsv_1425","","","","1009814","21","0","0","vo_lsv","","1009814051"
"…ミミも、わかるよ。\nミソギちゃん。\n書いてくれてありがとう。","0","0","1","1009814","11","10","1","122911","0","1009814052"
"","","","","1009814","91","","","0","","1009814053"
"lsv_idle_sad_normal","","","","1009814","3","1","","122911","0.2","1009814054"
"lsv_idle_sad","","","","1009814","3","1","","122811","0.2","1009814055"
"vo_lsv_1426","","","","1009814","21","0","0","vo_lsv","","1009814056"
"……うん。","0","0","1","1009814","11","10","1","122811","0","1009814057"
"","","","","1009814","91","","","0","","1009814058"
"lsv_idle_normal_talkR","","","","1009814","3","1","","122811","0.2","1009814059"
"lsv_talk_wish_sad","","","","1009814","3","1","","122911","0.2","1009814060"
"vo_lsv_1427","","","","1009814","21","0","0","vo_lsv","","1009814061"
"…どうして、\nもうバイバイしないと\nいけなかったのかな。","0","0","1","1009814","11","10","1","122911","0","1009814062"
"","","","","1009814","91","","","0","","1009814063"
"lsv_idle_wish_sad","","","","1009814","3","1","","122911","0.2","1009814064"
"lsv_talk_normal_sad","","","","1009814","3","1","","122711","0.2","1009814065"
"vo_lsv_1428","","","","1009814","21","0","0","vo_lsv","","1009814066"
"ミミ…","0","0","1","1009814","11","10","1","122711","0","1009814067"
"","","","","1009814","91","","","0","","1009814068"
"lsv_idle_normal_talkR","","","","1009814","3","1","","122711","0.2","1009814069"
"lsv_talk_wish_surprise","","","","1009814","3","1","","122911","0.2","1009814070"
"vo_lsv_1429","","","","1009814","21","0","0","vo_lsv","","1009814071"
"わかってるよ？\n理由はちゃんと、\nわかってるの。でも…","0","0","1","1009814","11","10","1","122911","0","1009814072"
"","","","","1009814","91","","","0","","1009814073"
"lsv_talk_wish_sad","","","","1009814","3","1","","122911","0.2","1009814074"
"vo_lsv_1430","","","","1009814","21","0","0","vo_lsv","","1009814075"
"なんで、って…\nどうして、って…\n思っちゃう。","0","0","1","1009814","11","10","1","122911","0","1009814076"
"","","","","1009814","91","","","0","","1009814077"
"lsv_idle_normal","","","","1009814","3","1","","122911","0.2","1009814078"
"lsv_talk_anger_shy","","","","1009814","3","1","","122811","0.2","1009814079"
"vo_lsv_1431","","","","1009814","21","0","0","vo_lsv","","1009814080"
"…わかんないよね。\nあーもうっ！\nむずかしいな～っ！！","0","0","1","1009814","11","10","1","122811","0","1009814081"
"","","","","1009814","91","","","0","","1009814082"
"lsv_idle_normal_talkR","","","","1009814","3","1","","122811","0.2","1009814083"
"lsv_talk_joy3_blink2","","","","1009814","3","1","","122711","0.2","1009814084"
"vo_lsv_1432","","","","1009814","21","0","0","vo_lsv","","1009814085"
"…そうだね。\n本当に難しいよ。","0","0","1","1009814","11","10","1","122711","0","1009814086"
"","","","","1009814","91","","","0","","1009814087"
"lsv_talk_sad","","","","1009814","3","1","","122711","0.2","1009814088"
"vo_lsv_1433","","","","1009814","21","0","0","vo_lsv","","1009814089"
"きっと、どんなお勉強より…\nずっとずっと……\n難しいよ。","0","0","1","1009814","11","10","1","122711","0","1009814090"
"","","","","1009814","91","","","0","","1009814091"
"lsv_idle_wish_angerR","","","","1009814","3","1","","122711","0.2","1009814092"
"0","","","","1009814","22","1","","0","0.2","1009814093"
"","","","","1009814","91","","","0","","1009814094"
"bgm_M612","","","","1009814","25","0","0","bgm_M612","","1009814095"
"","","","","1009814","102","","","","","1009814096"
"0.2","","","","1009814","22","","","0","","1009814097"
"","","","","1009814","93","","","0.2","","1009814098"
"12","0","0","0","1009814","12","1","0","122811","0","1009814099"
"lsv_talk_anger","","","","1009814","3","1","","122811","0.2","1009814100"
"0","","","","1009814","93","","","3","","1009814101"
"lsv_idle_anger1","","","","1009814","3","1","","122811","0.2","1009814102"
"12","0","0","0","1009814","12","1","0","122711","0","1009814103"
"lsv_talk_thinking","","","","1009814","3","1","","122711","0.2","1009814104"
"0","","","","1009814","93","","","3","","1009814105"
"lsv_idle_wish_angerR","","","","1009814","3","1","","122711","0.2","1009814106"
"12","0","0","0","1009814","12","1","0","122911","0","1009814107"
"lsv_idle_bitter","","","","1009814","3","1","","122911","0.2","1009814108"
"0","","","","1009814","93","","","3","","1009814109"
"lsv_idle_normal","","","","1009814","3","1","","122911","0.2","1009814110"
"","","","","1009814","101","","","1009814099","","1009814111"
"1","","0","0","1009814","6","1","1","333","1","1009814112"
"1","","","","1009814","4","","","122811","","1009814113"
"lsv_run_sad","","","","1009814","3","1","","122811","0.2","1009814114"
"-750","","","0","1009814","2","-235","0.8","122811","","1009814115"
"0","","","","1009814","4","","","122911","","1009814116"
"lsv_run_sad","","","","1009814","3","1","","122911","0.2","1009814117"
"750","","","0","1009814","2","-220","0.8","122911","","1009814118"
"0","","","","1009814","4","","","122711","","1009814119"
"lsv_run_sad","","","","1009814","3","1","","122711","0.2","1009814120"
"850","","","0","1009814","2","-250","0.8","122711","","1009814121"
"","","","","1009814","93","","","0.6","","1009814122"
"1","","0","0","1009814","6","1","1","122811","0.2","1009814123"
"1","","0","0","1009814","6","1","1","122911","0.2","1009814124"
"1","","0","0","1009814","6","1","1","122711","0.2","1009814125"
"","","","","1009814","91","","","0","","1009814126"
"122711","lsv_idle_normal","0","-235","1009815","1","102","-650","1","1.95","1009815001"
"122911","lsv_idle_normal","1","-220","1009815","1","100","650","1","1.95","1009815002"
"122811","lsv_idle_normal","1","-250","1009815","1","101","750","1","1.95","1009815003"
"333","lsv_white_loop","0","0","1009815","5","0","0","1","1","1009815004"
"1","","0","0","1009815","6","1","1","333","0","1009815005"
"1","","0","0","1009815","6","1","1","122711","0","1009815006"
"1","","0","0","1009815","6","1","1","122911","0","1009815007"
"1","","0","0","1009815","6","1","1","122811","0","1009815008"
"0","","","","1009815","93","","","1","","1009815009"
"1","","0","0.4","1009815","6","1","1","333","0.8","1009815010"
"lsv_walk","","","","1009815","3","1","","122711","0.2","1009815011"
"-200","","","0","1009815","2","-235","2","122711","","1009815012"
"1","","0","1","1009815","6","1","1","122711","0.4","1009815013"
"lsv_walk","","","","1009815","3","1","","122911","0.2","1009815014"
"100","","","0","1009815","2","-220","2","122911","","1009815015"
"1","","0","1","1009815","6","1","1","122911","0.4","1009815016"
"lsv_walk","","","","1009815","3","1","","122811","0.2","1009815017"
"270","","","0","1009815","2","-250","2","122811","","1009815018"
"1","","0","1","1009815","6","1","1","122811","0.4","1009815019"
"0","","","","1009815","93","","","2","","1009815020"
"lsv_idle_normal","","","","1009815","3","1","","122711","0.2","1009815021"
"lsv_idle_normal","","","","1009815","3","1","","122911","0.2","1009815022"
"lsv_idle_normal","","","","1009815","3","1","","122811","0.2","1009815023"
"0","","","","1009815","93","","","0.6","","1009815024"
"lsv_talk_surprise","","","","1009815","3","1","","122911","0.2","1009815025"
"vo_lsv_1521","","","","1009815","21","0","0","vo_lsv","","1009815026"
"絵も日記も\nいっぱいになったね。","0","0","1","1009815","11","10","1","122911","0","1009815027"
"","","","","1009815","91","","","0","","1009815028"
"lsv_idle_surprise","","","","1009815","3","1","","122911","0.2","1009815029"
"lsv_talk_cool_joy","","0.2","1","1009815","3","0","lsv_talk_cool_joy_loop","122811","0","1009815030"
"vo_lsv_1522","","","","1009815","21","0","0","vo_lsv","","1009815031"
"それだけ、\nみゅ～ちゃんとの思い出が\nいっぱいだったってことだよ。","0","0","1","1009815","11","10","1","122811","0","1009815032"
"","","","","1009815","91","","","0","","1009815033"
"lsv_idle_cool","","","","1009815","3","1","","122811","0.2","1009815034"
"lsv_talk_wish_dere","","","","1009815","3","1","","122911","0.2","1009815035"
"vo_lsv_1523","","","","1009815","21","0","0","vo_lsv","","1009815036"
"…うん。\nいっぱいできたもんね。\nみゅ～ちゃんとの思い出…","0","0","1","1009815","11","10","1","122911","0","1009815037"
"","","","","1009815","91","","","0","","1009815038"
"lsv_idle_normal_joyR","","","","1009815","3","1","","122911","0.2","1009815039"
"lsv_talk_wish_joy","","","","1009815","3","1","","122711","0.2","1009815040"
"vo_lsv_1524","","","","1009815","21","0","0","vo_lsv","","1009815041"
"…忘れられないね。\nううん…\n忘れたくないね。","0","0","1","1009815","11","10","1","122711","0","1009815042"
"","","","","1009815","91","","","0","","1009815043"
"lsv_idle_wish_joy","","","","1009815","3","1","","122711","0.2","1009815044"
"lsv_talk_joy3_blink2","","","","1009815","3","1","","122811","0.2","1009815045"
"vo_lsv_1525","","","","1009815","21","0","0","vo_lsv","","1009815046"
"そうだね…\nミソギも同じ気持ち。","0","0","1","1009815","11","10","1","122811","0","1009815047"
"","","","","1009815","91","","","0","","1009815048"
"lsv_idle_sad_normal","","","","1009815","3","1","","122811","0.2","1009815049"
"lsv_talk_wish_dere","","","","1009815","3","1","","122911","0.2","1009815050"
"vo_lsv_1526","","","","1009815","21","0","0","vo_lsv","","1009815051"
"ミミもだよ。\nきっと、ずっと…","0","0","1","1009815","11","10","1","122911","0","1009815052"
"","","","","1009815","91","","","0","","1009815053"
"lsv_idle_normal","","","","1009815","3","1","","122911","0.2","1009815054"
"lsv_talk_joy1_normal","","","","1009815","3","1","","122711","0.2","1009815055"
"vo_lsv_1527","","","","1009815","21","0","0","vo_lsv","","1009815056"
"じゃあ…次にまた\nみゅ～ちゃんと会えたとき、\nこの日記の続きを書こうよ。","0","0","1","1009815","11","10","1","122711","0","1009815057"
"","","","","1009815","91","","","0","","1009815058"
"lsv_idle_normal","","","","1009815","3","1","","122711","0.2","1009815059"
"lsv_exactly_in","","0.2","1","1009815","3","0","lsv_exactly_loop","122811","0","1009815060"
"vo_lsv_1528","","","","1009815","21","0","0","vo_lsv","","1009815061"
"それいいね！\n賛成！","0","0","1","1009815","11","10","1","122811","0","1009815062"
"","","","","1009815","91","","","0","","1009815063"
"lsv_idle_joy","","","","1009815","3","1","","122811","0.2","1009815064"
"lsv_handsup_joy","","0.2","1","1009815","3","0","lsv_idle_normal_joy","122911","0.2","1009815065"
"vo_lsv_1529","","","","1009815","21","0","0","vo_lsv","","1009815066"
"ミミもさんせ～い♪","0","0","1","1009815","11","10","1","122911","0","1009815067"
"","","","","1009815","91","","","0","","1009815068"
"lsv_talk_wish_dere","","","","1009815","3","1","","122711","0.2","1009815069"
"vo_lsv_1530","","","","1009815","21","0","0","vo_lsv","","1009815070"
"この日記も大事にしようね。\n…楽しみなことが\nひとつ増えたみたい。ふふっ。","0","0","1","1009815","11","10","1","122711","0","1009815071"
"","","","","1009815","91","","","0","","1009815072"
"lsv_idle_wish_dere","","","","1009815","3","1","","122711","0.2","1009815073"
"lsv_talk_wish_joy","","","","1009815","3","1","","122811","0.2","1009815074"
"vo_lsv_1531","","","","1009815","21","0","0","vo_lsv","","1009815075"
"それじゃ、\nいつかそのときまで！","0","0","1","1009815","11","10","1","122811","0","1009815076"
"","","","","1009815","91","","","0","","1009815077"
"lsv_idle_normal","","","","1009815","3","1","","122811","0.2","1009815078"
"lsv_smile","","0.2","1","1009815","3","0","lsv_idle_normal","122811","0","1009815079"
"lsv_smile_mimi","","0.2","1","1009815","3","0","lsv_idle_normal_joyR","122911","0","1009815080"
"lsv_smile_kyouka","","0.2","1","1009815","3","0","lsv_idle_normal_joy","122711","0","1009815081"
"vo_lsv_1532","","","","1009815","21","0","0","vo_lsv","","1009815082"
"…またねっ！","0","0","1","1009815","11","10","1","122811","0","1009815083"
"…またねっ！","0","0","1","1009815","11","10","1","122911","0","1009815084"
"…またねっ！","0","0","1","1009815","11","10","1","122711","0","1009815085"
"","","","","1009815","91","","","0","","1009815086"
"0","","","","1009815","22","1","","0","0.2","1009815087"
"","","","","1009815","91","","","0","","1009815088"
"","","","","1009815","102","","","","","1009815089"
"0.2","","","","1009815","22","","","0","","1009815090"
"","","","","1009815","93","","","0.2","","1009815091"
"10","0","0","0","1009815","12","1","0","122811","0","1009815092"
"lsv_talk_normal","","","","1009815","3","1","","122811","0.2","1009815093"
"0","","","","1009815","93","","","3","","1009815094"
"lsv_idle_normal","","","","1009815","3","1","","122811","0.2","1009815095"
"6","0","0","0","1009815","12","1","0","122911","0","1009815096"
"lsv_talk_joy3","","","","1009815","3","1","","122911","0.2","1009815097"
"0","","","","1009815","93","","","3","","1009815098"
"lsv_idle_normal_joyR","","","","1009815","3","1","","122911","0.2","1009815099"
"7","0","0","0","1009815","12","1","0","122711","0","1009815100"
"lsv_talk_surprise_dere","","","","1009815","3","1","","122711","0.2","1009815101"
"0","","","","1009815","93","","","3","","1009815102"
"lsv_idle_wish_joy","","","","1009815","3","1","","122711","0.2","1009815103"
"","","","","1009815","101","","","1009815092","","1009815104"
"1","","0","0","1009815","6","1","1","333","1","1009815105"
"1","","","","1009815","4","","","122711","","1009815106"
"lsv_run","","","","1009815","3","1","","122711","0.2","1009815107"
"-750","","","0","1009815","2","-235","0.8","122711","","1009815108"
"0","","","","1009815","4","","","122911","","1009815109"
"lsv_run","","","","1009815","3","1","","122911","0.2","1009815110"
"750","","","0","1009815","2","-220","0.8","122911","","1009815111"
"0","","","","1009815","4","","","122811","","1009815112"
"lsv_run","","","","1009815","3","1","","122811","0.2","1009815113"
"850","","","0","1009815","2","-250","0.8","122811","","1009815114"
"","","","","1009815","93","","","0.6","","1009815115"
"1","","0","0","1009815","6","1","1","122711","0.2","1009815116"
"1","","0","0","1009815","6","1","1","122911","0.2","1009815117"
