05696eac69d4f87f794f34f05ce77993b1d9ed34a53397ed05ec47e79ecb9472,5bc7d5bd33916310b5a7f30db9f75212f9da886d434ec588f5b7ed1cc546298e,850eed19b94366b45314632a447dab45cd8759433ebd6a7f751109df50ed9651,c77a3036456916f9f4e93ad1841638d656452a8f27c1a3202ef24da881106c67
"10176","3","1017604","SPECIALはバトルモードが３段階変化するバトルです。\nより豪華な報酬やミッション報酬をゲットしましょう。\n期間中１体しか討伐できないので編成を工夫して挑戦しましょう。"
"10176","3","1017605","EXHIBITIONでは、SPECIALのボスと何度も戦えます。\nまた、バトルのログを保存して振り返ることができるので、\n独自の攻略法を見つけたり、様々な編成を試してみましょう。"
"10177","1","1017701","イベントでは、特別なストーリーを楽しめます。\nイベントストーリーはイベントクエストを進めると解放されていきます。"
"10177","1","1017702","強力なボス、VERY HARDが登場します。\nVERY HARDボスは１日に１体討伐が可能です。\n準備をしっかりして、気を引き締めて挑みましょう。"
"10177","1","1017703","討伐証交換は、報酬ゲットのチャンスです。\nメモリーピースやプリンセスナイト強化素材もございますので、\n主さまもお仲間の皆さまも、さらなる成長を目指せますね。"
"10177","3","1017704","SPECIALはバトルモードが３段階変化するバトルです。\nより豪華な報酬やミッション報酬をゲットしましょう。\n期間中１体しか討伐できないので編成を工夫して挑戦しましょう。"
"10177","3","1017705","EXHIBITIONでは、SPECIALのボスと何度も戦えます。\nまた、バトルのログを保存して振り返ることができるので、\n独自の攻略法を見つけたり、様々な編成を試してみましょう。"
"10178","1","1017801","イベントでは、特別なストーリーを楽しめます。\nイベントストーリーはイベントクエストを進めると解放されていきます。"
"10178","1","1017802","イベント限定のミッションを達成すると解放できる\nキャラが登場します。イベントの期間内に\nミッションクリアを目指しましょう。"
"10178","1","1017803","強力なボス、VERY HARDが登場します。\nVERY HARDボスは１日に１体討伐が可能です。\n準備をしっかりして、気を引き締めて挑みましょう。"
"10178","1","1017804","討伐証交換は、報酬ゲットのチャンスです。\nメモリーピースやプリンセスナイト強化素材もございますので、\n主さまもお仲間の皆さまも、さらなる成長を目指せますね。"
"10178","3","1017805","SPECIALはバトルモードが３段階変化するバトルです。\nより豪華な報酬やミッション報酬をゲットしましょう。\n期間中１体しか討伐できないので編成を工夫して挑戦しましょう。"
"10178","3","1017806","EXHIBITIONでは、SPECIALのボスと何度も戦えます。\nまた、バトルのログを保存して振り返ることができるので、\n独自の攻略法を見つけたり、様々な編成を試してみましょう。"
"10021","1","100210105","イベントでは、特別なストーリーを楽しめます。\nイベントストーリーはイベントクエストを進めると解放されていきます。"
"10021","1","100210106","イベント限定のミッションを達成すると解放できる\nキャラが登場します。イベントの期間内に\nミッションクリアを目指しましょう。"
"10021","1","100210107","強力なボス、VERY HARDが登場します。\nVERY HARDボスは１日に１体討伐が可能です。\n準備をしっかりして、気を引き締めて挑みましょう。"
"10021","1","100210108","討伐証交換は、報酬ゲットのチャンスです。\n報酬の中には、イベントに登場するキャラのメモリーピースもあります。\nたくさん集めてキャラを仲間にしましょう。"
"10021","3","100210309","スペシャルバトルはバトルモードが３段階変化するバトルです。\nより豪華な報酬やミッション報酬をゲットしましょう。期間中１体しか討伐できないので編成を工夫して挑戦しましょう。"
"10008","2","1000802001","働き口を求め、渓谷の洞窟へと向かうアンナ。\n古文書目当てに、仕入れ先へと向かうナナカ。\n村人の願いを聞き入れ、村へと向かうルカ。\n3人は各々の目的地へと出発するのだった。"
"10008","2","1000802002","村で悪党を鮮やかに成敗したルカ。\n報復に怯える村人との会話の中で、\n彼女は渓谷一帯で暗躍する巨悪の存在に勘付く。\n一方、渓谷の洞窟へと向かったアンナは……"
"10008","2","1000802003","渓谷の洞窟で働き始めたアンナたちだったが、\nそこは事前の話とは違い、無法者がはびこり、\n過酷な労働が支配する劣悪な環境だった。\nそのころ、仕入先へと向かったナナカは……"
"10008","2","1000802004","とある貴族に古文書を独占されてしまい、\n仕入の目的を果たすことができなかったナナカ。\n帰る道すがら悪党に襲われた彼女は、\nルカと合流するべく村への道を急ぐのだった……"
"10008","2","1000802005","渓谷の洞窟が悪党の本拠地であることを知り、\nアンナたちとの合流を目指すルカとナナカ。\n辛くも脱出したアンナたちを救出し、\n一同はひとまず洞窟から退くことにする。"
