a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a
"61492","81150001","2","200","10150047"
"31047","81150002","2","2","10150048"
"91002","81150002","8","30","10150049"
"61492","81150002","2","200","10150050"
"31047","81150003","2","2","10150051"
"91002","81150003","8","30","10150052"
"94002","81150003","12","120000","10150053"
"91002","81150004","8","100","10150054"
"94002","81150011","12","500000","10150055"
"94002","81150012","12","500000","10150056"
"140001","81150013","4","20","10150057"
"94002","81150013","12","1000000","10150058"
"61502","61151001","2","5","10151001"
"61502","61151002","2","5","10151002"
"91002","71151001","8","30","10151003"
"22002","71151001","2","1","10151004"
"91002","71151002","8","30","10151005"
"22002","71151002","2","1","10151006"
"91002","71151003","8","30","10151007"
"22002","71151003","2","1","10151008"
"91002","71151004","8","30","10151009"
"22002","71151004","2","1","10151010"
"91002","71151005","8","30","10151011"
"22002","71151005","2","1","10151012"
"91002","71151006","8","30","10151013"
"22002","71151006","2","1","10151014"
"91002","71151007","8","30","10151015"
"22002","71151007","2","1","10151016"
"91002","71151008","8","30","10151017"
"22002","71151008","2","1","10151018"
"91002","71151009","8","30","10151019"
"22002","71151009","2","1","10151020"
"91002","71151010","8","30","10151021"
"22002","71151010","2","1","10151022"
"91002","71151011","8","30","10151023"
"22002","71151011","2","1","10151024"
"91002","71151012","8","30","10151025"
"22002","71151012","2","1","10151026"
"91002","71151013","8","30","10151027"
"22002","71151013","2","1","10151028"
"91002","71151014","8","30","10151029"
"22002","71151014","2","1","10151030"
"91002","71151015","8","30","10151031"
"22002","71151015","2","1","10151032"
"91002","71151016","8","60","10151033"
"22002","71151016","2","2","10151034"
"91002","71151017","8","60","10151035"
"22002","71151017","2","2","10151036"
"91002","71151018","8","60","10151037"
"22002","71151018","2","2","10151038"
"91002","71151019","8","60","10151039"
"22002","71151019","2","2","10151040"
"91002","71151020","8","60","10151041"
"22002","71151020","2","2","10151042"
"94002","71151021","12","50000","10151043"
"94002","71151022","12","100000","10151044"
"94002","71151023","12","150000","10151045"
"94002","71151024","12","200000","10151046"
"94002","71151025","12","250000","10151047"
"91002","71151026","8","50","10151048"
"31270","71151027","2","1","10151049"
"31270","71151028","2","1","10151050"
"31270","71151029","2","1","10151051"
"31270","71151030","2","1","10151052"
"31270","71151031","2","1","10151053"
"127001","71151032","1","1","10151054"
"31270","71151033","2","4","10151055"
"31270","81151001","2","1","10151056"
"91002","81151001","8","25","10151057"
"61502","81151001","2","100","10151058"
"31270","81151002","2","1","10151059"
"91002","81151002","8","25","10151060"
"31270","81151003","2","1","10151061"
"91002","81151003","8","25","10151062"
"61502","81151003","2","100","10151063"
"91002","81151004","8","50","10151064"
"94002","81151004","12","120000","10151065"
"61512","61152001","2","5","10152001"
"61512","61152002","2","5","10152002"
"91002","71152001","8","30","10152003"
"22002","71152001","2","1","10152004"
"91002","71152002","8","30","10152005"
"22002","71152002","2","1","10152006"
"91002","71152003","8","30","10152007"
"22002","71152003","2","1","10152008"
"91002","71152004","8","30","10152009"
"22002","71152004","2","1","10152010"
"91002","71152005","8","30","10152011"
"22002","71152005","2","1","10152012"
"91002","71152006","8","30","10152013"
"22002","71152006","2","1","10152014"
"91002","71152007","8","30","10152015"
"22002","71152007","2","1","10152016"
"91002","71152008","8","30","10152017"
"22002","71152008","2","1","10152018"
"91002","71152009","8","30","10152019"
"22002","71152009","2","1","10152020"
"91002","71152010","8","30","10152021"
"22002","71152010","2","1","10152022"
"91002","71152016","8","60","10152023"
"22002","71152016","2","2","10152024"
"91002","71152017","8","60","10152025"
"22002","71152017","2","2","10152026"
"91002","71152018","8","60","10152027"
"22002","71152018","2","2","10152028"
"91002","71152019","8","60","10152029"
"22002","71152019","2","2","10152030"
"91002","71152020","8","60","10152031"
"22002","71152020","2","2","10152032"
"94002","71152021","12","50000","10152033"
"94002","71152022","12","100000","10152034"
"94002","71152023","12","150000","10152035"
"94002","71152024","12","200000","10152036"
"94002","71152025","12","250000","10152037"
"91002","71152026","8","50","10152038"
"31319","71152027","2","1","10152039"
"31319","71152028","2","1","10152040"
"31319","71152029","2","2","10152041"
"31319","71152030","2","2","10152042"
"31319","71152031","2","4","10152043"
"131901","71152032","1","1","10152044"
"31319","71152033","2","10","10152045"
"31319","81152001","2","2","10152046"
"91002","81152001","8","30","10152047"
"61512","81152001","2","200","10152048"
"31319","81152002","2","2","10152049"
"91002","81152002","8","30","10152050"
"61512","81152002","2","200","10152051"
"31319","81152003","2","2","10152052"
"91002","81152003","8","30","10152053"
"94002","81152003","12","120000","10152054"
"91002","81152004","8","100","10152055"
"94002","81152011","12","500000","10152056"
"94002","81152012","12","500000","10152057"
"140001","81152013","4","20","10152058"
"94002","81152013","12","1000000","10152059"
"61522","61153001","2","5","10153001"
"61522","61153002","2","5","10153002"
"91002","71153001","8","30","10153003"
"22002","71153001","2","1","10153004"
"91002","71153002","8","30","10153005"
"22002","71153002","2","1","10153006"
"91002","71153003","8","30","10153007"
"22002","71153003","2","1","10153008"
"91002","71153004","8","30","10153009"
"22002","71153004","2","1","10153010"
"91002","71153005","8","30","10153011"
"22002","71153005","2","1","10153012"
"91002","71153006","8","30","10153013"
"22002","71153006","2","1","10153014"
"91002","71153007","8","30","10153015"
"22002","71153007","2","1","10153016"
"91002","71153008","8","30","10153017"
"22002","71153008","2","1","10153018"
"91002","71153009","8","30","10153019"
"22002","71153009","2","1","10153020"
"91002","71153010","8","30","10153021"
"22002","71153010","2","1","10153022"
"91002","71153011","8","30","10153023"
"22002","71153011","2","1","10153024"
"91002","71153012","8","30","10153025"
"22002","71153012","2","1","10153026"
"91002","71153013","8","30","10153027"
"22002","71153013","2","1","10153028"
"91002","71153014","8","30","10153029"
"22002","71153014","2","1","10153030"
"91002","71153015","8","30","10153031"
"22002","71153015","2","1","10153032"
"91002","71153016","8","60","10153033"
"22002","71153016","2","2","10153034"
"91002","71153017","8","60","10153035"
"22002","71153017","2","2","10153036"
"91002","71153018","8","60","10153037"
"22002","71153018","2","2","10153038"
"91002","71153019","8","60","10153039"
"22002","71153019","2","2","10153040"
"91002","71153020","8","60","10153041"
"22002","71153020","2","2","10153042"
"94002","71153021","12","50000","10153043"
"94002","71153022","12","100000","10153044"
"94002","71153023","12","150000","10153045"
"94002","71153024","12","200000","10153046"
"91002","71153025","8","50","10153047"
"31098","71153026","2","1","10153048"
"31098","71153027","2","1","10153049"
"31098","71153028","2","1","10153050"
"31098","71153029","2","1","10153051"
"31098","71153030","2","1","10153052"
"109801","71153031","1","1","10153053"
"31098","71153032","2","4","10153054"
"31098","81153001","2","1","10153055"
"91002","81153001","8","25","10153056"
"61522","81153001","2","100","10153057"
"31098","81153002","2","1","10153058"
"91002","81153002","8","25","10153059"
"31098","81153003","2","1","10153060"
"91002","81153003","8","25","10153061"
"61522","81153003","2","100","10153062"
"91002","81153004","8","50","10153063"
"94002","81153004","12","120000","10153064"
"61532","61154001","2","5","10154001"
"61532","61154002","2","5","10154002"
"91002","71154001","8","30","10154003"
"22002","71154001","2","1","10154004"
"91002","71154002","8","30","10154005"
"22002","71154002","2","1","10154006"
"91002","71154003","8","30","10154007"
"22002","71154003","2","1","10154008"
"91002","71154004","8","30","10154009"
"22002","71154004","2","1","10154010"
"91002","71154005","8","30","10154011"
"22002","71154005","2","1","10154012"
"91002","71154006","8","30","10154013"
"22002","71154006","2","1","10154014"
"91002","71154007","8","30","10154015"
"22002","71154007","2","1","10154016"
"91002","71154008","8","30","10154017"
"22002","71154008","2","1","10154018"
"91002","71154009","8","30","10154019"
"22002","71154009","2","1","10154020"
"91002","71154010","8","30","10154021"
"22002","71154010","2","1","10154022"
"91002","71154016","8","60","10154023"
"22002","71154016","2","2","10154024"
"91002","71154017","8","60","10154025"
"22002","71154017","2","2","10154026"
"91002","71154018","8","60","10154027"
"22002","71154018","2","2","10154028"
"91002","71154019","8","60","10154029"
"22002","71154019","2","2","10154030"
"91002","71154020","8","60","10154031"
"22002","71154020","2","2","10154032"
"94002","71154021","12","50000","10154033"
"94002","71154022","12","100000","10154034"
"94002","71154023","12","150000","10154035"
"94002","71154024","12","200000","10154036"
"94002","71154025","12","250000","10154037"
"91002","71154026","8","50","10154038"
"31012","71154027","2","1","10154039"
"31012","71154028","2","1","10154040"
"31012","71154029","2","2","10154041"
"31012","71154030","2","2","10154042"
"31012","71154031","2","4","10154043"
"31012","71154032","2","10","10154044"
"31012","81154001","2","2","10154045"
"91002","81154001","8","30","10154046"
"61532","81154001","2","200","10154047"
"31012","81154002","2","2","10154048"
"91002","81154002","8","30","10154049"
"61532","81154002","2","200","10154050"
"31012","81154003","2","2","10154051"
"91002","81154003","8","30","10154052"
"94002","81154003","12","120000","10154053"
"91002","81154004","8","100","10154054"
"94002","81154011","12","500000","10154055"
"94002","81154012","12","500000","10154056"
"140001","81154013","4","20","10154057"
"94002","81154013","12","1000000","10154058"
"61542","61155001","2","5","10155001"
"61542","61155002","2","5","10155002"
"91002","71155001","8","30","10155003"
"22002","71155001","2","1","10155004"
"91002","71155002","8","30","10155005"
"22002","71155002","2","1","10155006"
"91002","71155003","8","30","10155007"
"22002","71155003","2","1","10155008"
"91002","71155004","8","30","10155009"
"22002","71155004","2","1","10155010"
"91002","71155005","8","30","10155011"
"22002","71155005","2","1","10155012"
"91002","71155006","8","30","10155013"
"22002","71155006","2","1","10155014"
"91002","71155007","8","30","10155015"
"22002","71155007","2","1","10155016"
"91002","71155008","8","30","10155017"
"22002","71155008","2","1","10155018"
"91002","71155009","8","30","10155019"
"22002","71155009","2","1","10155020"
"91002","71155010","8","30","10155021"
"22002","71155010","2","1","10155022"
"91002","71155011","8","30","10155023"
"22002","71155011","2","1","10155024"
"91002","71155012","8","30","10155025"
"22002","71155012","2","1","10155026"
"91002","71155013","8","30","10155027"
"22002","71155013","2","1","10155028"
"91002","71155014","8","30","10155029"
"22002","71155014","2","1","10155030"
"91002","71155015","8","30","10155031"
"22002","71155015","2","1","10155032"
"91002","71155016","8","60","10155033"
"22002","71155016","2","2","10155034"
"91002","71155017","8","60","10155035"
"22002","71155017","2","2","10155036"
"91002","71155018","8","60","10155037"
"22002","71155018","2","2","10155038"
"91002","71155019","8","60","10155039"
"22002","71155019","2","2","10155040"
"91002","71155020","8","60","10155041"
"22002","71155020","2","2","10155042"
"94002","71155021","12","50000","10155043"
"94002","71155022","12","100000","10155044"
"94002","71155023","12","150000","10155045"
"94002","71155024","12","200000","10155046"
"94002","71155025","12","250000","10155047"
"91002","71155026","8","50","10155048"
"31011","71155027","2","1","10155049"
"31011","71155028","2","1","10155050"
"31011","71155029","2","1","10155051"
"31011","71155030","2","1","10155052"
"31011","71155031","2","1","10155053"
"31011","71155032","2","4","10155054"
"31011","81155001","2","1","10155055"
"91002","81155001","8","25","10155056"
"61542","81155001","2","200","10155057"
"31011","81155002","2","1","10155058"
"91002","81155002","8","25","10155059"
"61542","81155002","2","200","10155060"
"31011","81155003","2","1","10155061"
"91002","81155003","8","25","10155062"
"94002","81155003","12","120000","10155063"
"91002","81155004","8","50","10155064"
"61552","61156001","2","5","10156001"
"61552","61156002","2","5","10156002"
"91002","71156001","8","30","10156003"
"22002","71156001","2","1","10156004"
"91002","71156002","8","30","10156005"
"22002","71156002","2","1","10156006"
"91002","71156003","8","30","10156007"
"22002","71156003","2","1","10156008"
"91002","71156004","8","30","10156009"
"22002","71156004","2","1","10156010"
"91002","71156005","8","30","10156011"
"22002","71156005","2","1","10156012"
"91002","71156006","8","30","10156013"
"22002","71156006","2","1","10156014"
"91002","71156007","8","30","10156015"
"22002","71156007","2","1","10156016"
"91002","71156008","8","30","10156017"
"22002","71156008","2","1","10156018"
"91002","71156009","8","30","10156019"
"22002","71156009","2","1","10156020"
"91002","71156010","8","30","10156021"
"22002","71156010","2","1","10156022"
"91002","71156016","8","60","10156023"
