a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040
"22","","","1007415","","","","0","0","1007415060",""
"3","0","1","1007415","","0.2","","117531","mhp_walk","1007415061",""
"2","0","-220","1007415","","","","117531","-50","1007415062","2"
"2","0","-220","1007415","","","","21","-50","1007415063","2"
"2","0","-220","1007415","","","","22","-50","1007415064","2"
"93","","","1007415","","","","2","0","1007415065",""
"6","1","1","1007415","","0","0","21","1","1007415066","1"
"3","1","0","1007415","","0.2","0","117531","mhp_mitsuki_injection_in","1007415067","mhp_mitsuki_injection_loop"
"3","1","0","1007415","","0.2","0","21","mhp_mitsuki_injection_in","1007415068","mhp_mitsuki_injection_loop"
"3","","1","1007415","","0.2","","100931","mhp_anna_pain_in_blue","1007415069",""
"93","","","1007415","","","","1.2","","1007415070",""
"23","","","1007415","","","","se_10031400","se_10031400_syringe","1007415071",""
"93","","","1007415","","","","0.6","","1007415072",""
"3","1","0","1007415","","0.2","0","117531","mhp_mitsuki_injection_out","1007415073","mhp_idle_normal"
"3","1","0","1007415","","0.2","0","21","mhp_mitsuki_injection_out","1007415074","NoItem"
"93","","","1007415","","","","0.5","","1007415075",""
"3","","0","1007415","","0.2","","100931","mhp_anna_down","1007415076",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3209","1007415077","0"
"11","0","10","1007415","0.5","0","0","100931","あっ……","1007415078","1"
"93","","","1007415","","","","0.3","","1007415079",""
"4","","","1007415","","","","100931","1","1007415080",""
"23","","","1007415","","","","se_10031400","se_10031400_bodyfall","1007415081",""
"91","","","1007415","","","","1007415078","","1007415082",""
"3","","1","1007415","","0.2","","117631","mhp_sit_talk_surprise2","1007415083",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3210","1007415084","0"
"11","0","6","1007415","0.5","0","0","117631","こ、この人どうなったの？\nもしかして、し、死んじゃった――","1007415085","1"
"91","","","1007415","","","","0","","1007415086",""
"3","","1","1007415","","0.2","","117631","mhp_sit_idle_surprise1","1007415087",""
"3","","1","1007415","","0.2","","117531","mhp_talk_thinking","1007415088",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3211","1007415089","0"
"11","0","5","1007415","0.5","0","0","117531","まさか。睡眠薬を打っただけよ。\n彼女に必要なのは余計なことをさせず\nゆっくり休ませることだからね。","1007415090","1"
"91","","","1007415","","","","0","","1007415091",""
"3","","1","1007415","","0.2","","117531","mhp_talk_normal","1007415092",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3212","1007415093","0"
"11","0","7","1007415","0.5","0","0","117531","アンナちゃんの弱ってる姿なんて\n面白いものじゃないもの。\nいつもみたいに大騒ぎしてもらわないと\nこっちまで調子が狂うわ。","1007415094","1"
"91","","","1007415","","","","0","","1007415095",""
"3","","1","1007415","","0.2","","117531","mhp_idle_normal","1007415096",""
"3","","1","1007415","","0.2","","117631","mhp_sit_talk_joy2","1007415097",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3213","1007415098","0"
"11","0","5","1007415","0.5","0","0","117631","もう、ビックリさせないでよね。\n何だかんだでやっぱり先生は優しいね♪","1007415099","1"
"91","","","1007415","","","","0","","1007415100",""
"3","","1","1007415","","0.2","","117631","mhp_sit_idle_joy2","1007415101",""
"3","","1","1007415","","0.2","","117531","mhp_talk_thinking","1007415102",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3214","1007415103","0"
"11","0","6","1007415","0.5","0","0","117531","まあ、よく効く睡眠薬だから\n一週間くらい寝てるかもしれないわね。","1007415104","1"
"91","","","1007415","","","","0","","1007415105",""
"3","","1","1007415","","0.2","","117531","mhp_idle_thinking","1007415106",""
"3","","1","1007415","","0.2","","117631","mhp_sit_idle_surprise2","1007415107",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3215","1007415108","0"
"11","0","8","1007415","0.5","0","0","117631","え？","1007415109","1"
"91","","","1007415","","","","0","","1007415110",""
"32","1","","1007415","","1","","111","1","1007415111",""
"32","1","","1007415","","1","","120","1","1007415112",""
"23","","","1007415","","","","se_10031400","se_10031400_rose","1007415113",""
"3","0","0","1007415","","0.2","","117531","mhp_mitsuki_kime","1007415114",""
"93","","","1007415","","","","1","","1007415115",""
"32","1","","1007415","","1","","130","1","1007415116",""
"93","","","1007415","","","","4","","1007415117",""
"32","1","","1007415","","1","","130","0","1007415118",""
"91","","","1007415","","","","0","","1007415119",""
"1","-240","100","1007416","mhp_idle_normal","1.7","0","1","103111","1007416001","-1100"
"1","-200","100","1007416","mhp_sit_idle","1.7","1","1","117631","1007416002","365"
"1","-220","100","1007416","mhp_sit_idle","1.7","1","1","117531","1007416003","185"
"31","0.85","-240","1007416","","1","","1","1","1007416004","-154"
"5","-220","110","1007416","NoItem","1.7","0","1","11","1007416005","-200"
"5","-220","105","1007416","NoItem","1.7","0","1","12","1007416006","-200"
"5","-220","110","1007416","NoItem","1.7","1","1","21","1007416007","185"
"5","-220","105","1007416","NoItem","1.7","1","1","22","1007416008","185"
"6","0","1","1007416","","0","0","11","1","1007416009","1"
"6","0","1","1007416","","0","0","12","1","1007416010","1"
"6","0","1","1007416","","0","0","21","1","1007416011","1"
"6","0","1","1007416","","0","0","22","1","1007416012","1"
"5","-240","110","1007416","mhp_skull_idle","1.7","0","1","31","1007416013","-1000"
"91","","","1007416","","","","0","","1007416014",""
"3","","1","1007416","","0.2","","117531","mhp_sit_talk_normal","1007416015",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6001","1007416016","0"
"11","0","8","1007416","0.5","0","0","117531","次の方どうぞー","1007416017","1"
"91","","","1007416","","","","0","","1007416018",""
"3","","1","1007416","","0.2","","117531","mhp_sit_idle","1007416019",""
"3","","1","1007416","","0.2","","103111","mhp_walk","1007416020",""
"2","0","-220","1007416","","","","103111","-300","1007416021","4"
"2","0","-220","1007416","","","","31","-200","1007416022","4"
"91","","","1007416","","","","0","","1007416023",""
"3","0","0","1007416","","0.2","","103111","mhp_idle_sad","1007416024",""
"91","","","1007416","","","","0","","1007416025",""
"3","0","1","1007416","","0.2","","103111","mhp_idle_sad","1007416026",""
"91","","","1007416","","","","0","","1007416027",""
"3","","1","1007416","","0.2","","31","mhp_skull_talk","1007416028",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6002","1007416029","0"
"11","0","6","1007416","0.5","0","0","31","どうだシノブ、この部屋からすさまじい\n霊の気配を感じるだろう？","1007416030","1"
"91","","","1007416","","","","0","","1007416031",""
"3","","1","1007416","","0.2","","31","mhp_skull_idle","1007416032",""
"3","0","1","1007416","","0.2","","103111","mhp_talk_sad","1007416033",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6003","1007416034","0"
"11","0","6","1007416","0.5","0","0","103111","お父さん本当なの？\n私には何も感じられないけど……","1007416035","1"
"91","","","1007416","","","","0","","1007416036",""
"3","","1","1007416","","0.2","","103111","mhp_idle_sad","1007416037",""
"3","","1","1007416","","0.2","","31","mhp_skull_talk","1007416038",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6004","1007416039","0"
"11","0","6","1007416","1","0","0","31","見ろ！\nやはりオレ好みの超絶美人だ！\nくーっ、程よく熟れた感じがたまらん！","1007416040","1"
"93","","","1007416","","","","3","1","1007416041",""
"3","1","0","1007416","","0.2","0","31","mhp_skull_excite_in","1007416042","mhp_skull_excite_loop"
"91","","","1007416","","","","1007416040","","1007416043",""
"3","0","1","1007416","","0.2","","117631","mhp_sit_talk_worry","1007416044",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6005","1007416045","0"
"11","0","6","1007416","0.5","0","0","117631","うわ、何？　ドクロが喋ってるの？\n気持ち悪いな……","1007416046","1"
"91","","","1007416","","","","0","","1007416047",""
"3","0","1","1007416","","0.2","","117631","mhp_sit_idle_sad","1007416048",""
"3","0","1","1007416","","0.2","","103111","mhp_talk_worry","1007416049",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6006","1007416050","0"
"11","0","6","1007416","0.5","0","0","103111","いきなりすみません\nすぐ帰りますので……","1007416051","1"
"91","","","1007416","","","","0","","1007416052",""
"3","","1","1007416","","0.2","","31","mhp_skull_talk","1007416053",""
"3","","1","1007416","","0.2","","103111","mhp_idle_worry","1007416054",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6007","1007416055","0"
"11","0","6","1007416","0.5","0","0","31","ま、待てシノブ！　まだあの女医さんと\n話してないんだぞ！","1007416056","1"
"91","","","1007416","","","","0","","1007416057",""
"22","","","1007416","","","","0","0","1007416058",""
"103","","0","1007416","","","","燃えないゴミの日っていつだったかしら。","1007416062","1007416059",""
"103","","0","1007416","","","","しゃべるドクロ、切りがいがあるわね。","1007416075","1007416060",""
"103","","0","1007416","","","","無言で眼帯をとる。","1007416088","1007416061",""
"3","","1","1007416","","0.2","","117531","mhp_sit_idle_bitter2","1007416062",""
"93","","","1007416","","","","0.5","","1007416063",""
"3","1","0","1007416","","0.2","0","31","mhp_skull_trouble_in","1007416064","mhp_skull_trouble_loop"
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6008","1007416065","0"
"11","0","6","1007416","0.5","0","0","31","ひっ！　な、なんて冷たい目なんだ……\nで、でもサイコーにゾクゾクするぅ！","1007416066","1"
"93","","","1007416","","","","6","1","1007416067",""
"3","1","0","1007416","","0.2","0","31","mhp_skull_excite_in","1007416068","mhp_skull_excite_loop"
"91","","","1007416","","","","1007416066","","1007416069",""
"3","","1","1007416","","0.2","","103111","mhp_talk_sad2","1007416070",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6009","1007416071","0"
"11","0","7","1007416","0.5","0","0","103111","お父さん、少し黙って。","1007416072","1"
"91","","","1007416","","","","0","","1007416073",""
"101","","","1007416","","","","1007416097","","1007416074",""
"3","","1","1007416","","0.2","","117531","mhp_sit_idle_bitter2","1007416075",""
"93","","","1007416","","","","0.5","","1007416076",""
"3","1","0","1007416","","0.2","0","31","mhp_skull_trouble_in","1007416077","mhp_skull_trouble_loop"
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6010","1007416078","0"
"11","0","5","1007416","0.5","0","0","31","うひぃ！　解剖は勘弁……でも\nあの美しい手で触れられるのかと思うと\nなんだか興奮するな……！","1007416079","1"
"93","","","1007416","","","","9","1","1007416080",""
"3","1","0","1007416","","0.2","0","31","mhp_skull_excite_in","1007416081","mhp_skull_excite_loop"
"91","","","1007416","","","","1007416079","","1007416082",""
"3","0","1","1007416","","0.2","","103111","mhp_talk_sad2","1007416083",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6011","1007416084","0"
"11","0","7","1007416","0.5","0","0","103111","お父さん、気持ち悪いよ。","1007416085","1"
"91","","","1007416","","","","0","","1007416086",""
"101","","","1007416","","","","1007416097","","1007416087",""
"3","1","0","1007416","","0.2","0","117531","mhp_mitsuki_sit_kaihou_in","1007416088","mhp_mitsuki_sit_kaihou_loop"
"93","","","1007416","","","","1","","1007416089",""
"3","1","0","1007416","","0.2","0","31","mhp_skull_trouble_in","1007416090","mhp_skull_trouble_loop"
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6012","1007416091","0"
"11","0","6","1007416","0.5","0","0","31","ま、待て待て！　アレはダメだ\nオレの第六感が全力で逃げろと\n告げている！\nシノブ、退散だ！　たいさーん！","1007416092","1"
"91","","","1007416","","","","0","","1007416093",""
"3","0","1","1007416","","0.2","","103111","mhp_talk_sad2","1007416094",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6013","1007416095","0"
"11","0","6","1007416","0.5","0","0","103111","そう？　少しくらい痛い目を見た方が\nいいと思うけど？","1007416096","1"
"91","","","1007416","","","","0","","1007416097",""
"93","","","1007416","","","","1","","1007416098",""
"3","0","1","1007416","","0.2","","103111","mhp_talk_sad","1007416099",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6014","1007416100","0"
"11","0","6","1007416","0.5","0","0","103111","お騒がせしました……\nこのお詫びは後日改めて\nさせていただきます。","1007416101","1"
"91","","","1007416","","","","0","","1007416102",""
"22","","","1007416","","","","0","0","1007416103",""
"3","1","0","1007416","","0.2","0.2","103111","mhp_shinobu_bow","1007416104","mhp_idle_normal"
"93","","","1007416","","","","4","","1007416105",""
"3","0","1","1007416","","0.2","","103111","mhp_walk","1007416106",""
"4","","","1007416","","","","103111","1","1007416107",""
"4","","","1007416","","","","31","1","1007416108",""
"2","0","-220","1007416","","","","103111","-1100","1007416109","5"
"2","0","-220","1007416","","","","31","-1000","1007416110","2"
"93","","","1007416","","","","4","","1007416111",""
"91","","","1007416","","","","0","","1007416112",""
"3","","1","1007416","","0.2","","117631","mhp_sit_talk_worry","1007416113",""
"21","","0","1007416","","","","vo_mhp_1007416","vo_mhp_6015","1007416114","0"
"11","0","6","1007416","0.5","","0","117631","な、なんだったのアレ……","1007416115","1"
"91","","","1007416","","","","0","","1007416116",""
"22","","","1007416","","","","0","0","1007416117",""
"91","","","1007416","","","","0","","1007416118",""
"1","-240","100","1007417","mhp_idle_normal","1.7","0","1","103111","1007417001","-1000"
"1","-200","100","1007417","mhp_sit_idle","1.7","1","1","117631","1007417002","365"
"1","-220","104","1007417","mhp_sit_idle","1.7","1","1","117531","1007417003","185"
"31","0.85","-240","1007417","","1","","1","1","1007417004","-154"
"31","1","173","1007417","","0","","20","120","1007417005","-237"
"31","1","0","1007417","","0","","30","130","1007417006","160"
"31","1","0","1007417","","0","","11","111","1007417007","0"
"5","-220","110","1007417","NoItem","1.7","0","1","11","1007417008","-200"
"5","-220","105","1007417","NoItem","1.7","0","1","12","1007417009","-200"
"5","-220","110","1007417","NoItem","1.7","1","1","21","1007417010","185"
"5","-220","105","1007417","NoItem","1.7","1","1","22","1007417011","185"
"6","0","1","1007417","","0","0","11","1","1007417012","1"
"6","0","1","1007417","","0","0","12","1","1007417013","1"
"6","0","1","1007417","","0","0","21","1","1007417014","1"
"6","0","1","1007417","","0","0","22","1","1007417015","1"
"91","","","1007417","","","","0","","1007417016",""
"3","","1","1007417","","0.2","","117531","mhp_sit_talk_normal","1007417017",""
"21","","0","1007417","","","","vo_mhp_1007417","vo_mhp_6101","1007417018","0"
"11","0","8","1007417","0.5","0","0","117531","シノブさん、どうぞー","1007417019","1"
"91","","","1007417","","","","0","","1007417020",""
"3","","1","1007417","","0.2","","117531","mhp_sit_idle","1007417021",""
"3","0","1","1007417","","0.2","","103111","mhp_walk","1007417022",""
"2","0","-220","1007417","","","","103111","-200","1007417023","4"
"91","","","1007417","","","","0","","1007417024",""
"3","0","0","1007417","","0.2","","103111","mhp_sit_in","1007417025",""
"91","","","1007417","","","","0","","1007417026",""
"3","0","1","1007417","","0.2","","103111","mhp_sit_idle_sad","1007417027",""
"91","","","1007417","","","","0","","1007417028",""
