947c64b74bc3c2d5ab5ff7c20b7dbff6e9b03e591a13884b2f9c36b926b62bb9,49532ae1abed5e36db30c5777acad97d22596ac9b17908cdaa88fae044b9cf09,2ec290f95b7d62020d9f4b528f5802db78db4c15b4155579760c143a72e60396,e00cb23af1e602cc77913909f890c21b5a712031cc0bc1c53cf46be68b7e74a6,800819a992b0dd604eb6f5e96d9844135b704ba8d810976f6b16200dfdb57e27,f02e24f46feaaeb8813943e1850c5d487b9f509bdf5666bda3e3b232366ed7cf,283a00bbebfff9b6c7d81b9214539d2690c2252937f8aa8db715b3ff081f5d1d,506355ab49b85f635395326c3ab5fabf444651f1d3df00cc4491f16a66f8a102,15d7deea7c35555aff365acb41b3fce752607c56c02c256f0b062a4748e9744c,cf0b6728e1abaf815118f48355e3d73ba93ecade365cc9de213a8ce975ca72d4,fd2f640bca4b2e80044ba3c9bb935f1af107b4e969386152c9cc0a9d150a438c
"39112021","","21","","0","39112","","","0","vo_wac_230312_000","vo_wac_230312"
"39112022","0.5","11","0","1","39112","1","0","10","これで完成ですわ！\nみなさん、手分けして仕上がりを\nチェックしていきましょう。","103211"
"39112023","","91","","","39112","","","","","0"
"39112024","","3","0.2","","39112","1","","1","wac_idle_wish_joy","103211"
"39112025","","3","0.2","wac_talk_doya_loop_L","39112","1","","0","wac_talk_doya_in_L","103411"
"39112026","","21","","0","39112","","","0","vo_wac_230312_001","vo_wac_230312"
"39112027","0.5","11","0","1","39112","1","0","10","分かったわ。\n……線のはみだし、なし！\n色の塗り忘れも、なし！","103411"
"39112028","","91","","","39112","","","","","0"
"39112029","","3","0.2","","39112","1","","1","wac_idle_doya_L","103411"
"39112030","","3","0.2","wac_talk_smile_loop_L","39112","1","","0","wac_talk_smile_in_L","104611"
"39112031","","21","","0","39112","","","0","vo_wac_230312_002","vo_wac_230312"
"39112032","0.5","11","0","1","39112","1","0","10","指示書の指定通りになってない\n線や色も特にないにゃ。\nいつも通り、完璧な仕上がりにゃ～♪","104611"
"39112033","","91","","","39112","","","","","0"
"39112034","","3","0.2","","39112","1","","1","wac_idle_smile_L","104611"
"39112035","","3","0.2","wac_talk_arm_crossed_loop","39112","1","","0","wac_talk_arm_crossed_in","104811"
"39112036","","21","","0","39112","","","0","vo_wac_230312_003","vo_wac_230312"
"39112037","0.5","11","0","1","39112","1","0","10","もう連携して絵を描くのも慣れっこね。\n時々アキノさんも言っているけれど、\nこの経験はぜひとも新規事業の\n開拓に活かしていきたいわ。","104811"
"39112038","","91","","","39112","","","","","0"
"39112039","","22","","","39112","","","","0","0"
"39112040","","111","","","39112","","","","",""
"39113001","","3","0.2","","39113","","","1","wac_idle_smile_L","104611"
"39113002","","3","0.2","","39113","","","1","wac_idle_doya_L","103411"
"39113003","","3","0.2","","39113","","","1","wac_idle_wish_joy","103211"
"39113004","","3","0.2","","39113","","","1","wac_idle_arm_crossed","104811"
"39113005","","3","0.2","","39113","","","1","wac_no_items","111"
"39113006","","3","0.2","","39113","","","1","wac_no_items","113"
"39113007","","3","0.2","","39113","","","1","wac_no_items","114"
"39113008","","3","0.2","","39113","","","1","wac_no_items","115"
"39113009","","2","","0","39113","","","-360","-335","104611"
"39113010","","2","","0","39113","","","-335","-190","103411"
"39113011","","2","","0","39113","","","-335","190","103211"
"39113012","","2","","0","39113","","","-360","350","104811"
"39113013","","2","","0","39113","","","-360","-335","111"
"39113014","","2","","0","39113","","","-335","-190","113"
"39113015","","2","","0","39113","","","-335","190","114"
"39113016","","2","","0","39113","","","-360","350","115"
"39113017","","32","","","39113","","","","0","49"
"39113018","","32","","","39113","","","","1","52"
"39113019","","32","","","39113","","","","0","15"
"39113020","","91","","","39113","","","","","0"
"39211001","wac_default_bot_21","1","2","-108","39211","-325","0","202","104811","1"
"39211002","wac_default_bot_21","5","2","-108","39211","-325","0","201","111","1"
"39211003","","31","1","0","39211","1","","0","45","45"
"39211004","","31","0","0","39211","1","","0","44","44"
"39211005","","31","0","0","39211","1","","0","13","13"
"39211006","","3","0.2","","39211","0","","0","wac_paint_bot_21","104811"
"39211007","","3","0.2","","39211","0","","0","wac_paint_bot_21","111"
"39211008","","93","","","39211","","","","0","0"
"39211009","","32","","","39211","","","","1","13"
"39211010","","23","","","39211","","","0","se_sys_login_birthday_calendar_brush","se_common"
"39211011","","13","","","39211","","","","300","104811"
"39211012","","131","","","39211","","","","","1"
"39212001","","3","0.2","wac_talk_sad_loop","39212","1","","0","wac_talk_sad_in","104811"
"39212002","","3","0.2","","39212","","","1","wac_no_items","111"
"39212003","","2","","0","39212","","","-340","200","104811"
"39212004","","2","","0","39212","","","-340","200","111"
"39212005","","32","","","39212","","","","0","45"
"39212006","","32","","","39212","","","","1","44"
"39212007","","32","","","39212","","","","0","13"
"39212008","","21","","0","39212","","","0","vo_wac_230313_000","vo_wac_230313"
"39212009","0.5","11","0","1","39212","1","0","10","できたけど……\nちょっと今日は反省すべき点が\n多かったわね……うーん……","104811"
"39212010","","91","","","39212","","","","","0"
"39212011","","3","0.2","wac_talk_arm_crossed_loop","39212","1","","0","wac_talk_arm_crossed_in","104811"
"39212012","","21","","0","39212","","","0","vo_wac_230313_001","vo_wac_230313"
"39212013","0.5","11","0","1","39212","1","0","10","いえ、絵の仕上がりは大丈夫よ。\nただ完成度にこだわるあまり、\n大量に絵の具を消費してしまって……\n経費も意識して、作業しないとね。","104811"
"39212014","","91","","","39212","","","","","0"
"39212015","","22","","","39212","","","","0","0"
"39213001","","3","0.2","","39213","","","1","wac_idle_arm_crossed","104811"
"39213002","","3","0.2","","39213","","","1","wac_no_items","111"
"39213003","","2","","0","39213","","","-340","200","104811"
"39213004","","2","","0","39213","","","-340","200","111"
"39213005","","32","","","39213","","","","0","45"
"39213006","","32","","","39213","","","","1","44"
"39213007","","32","","","39213","","","","0","13"
"39213008","","91","","","39213","","","","","0"
"39311001","wac_default_31","1","2","-167","39311","-185","0","204","103311","1"
"39311002","wac_default_51","1","2","230","39311","-185","0","202","105211","1"
"39311003","wac_default_bot_81","1","2","-330","39311","-350","0","256","103811","1"
"39311004","wac_default_bot_91","1","2","340","39311","-350","0","254","102611","1"
"39311005","wac_default_37","5","2","-167","39311","-185","0","203","111","1"
"39311006","wac_default_57","5","2","230","39311","-185","0","201","113","1"
"39311007","wac_default_81","5","2","-330","39311","-350","0","255","114","1"
"39311008","wac_default_98","5","2","340","39311","-350","0","253","115","1"
"39311009","","13","","","39311","","","","300","103811"
"39311010","","13","","","39311","","","","300","102611"
"39311011","","13","","","39311","","","","300","105211"
"39311012","","13","","","39311","","","","300","103311"
"39311013","","31","1","0","39311","1","","0","49","49"
"39311014","","31","0","0","39311","1","","0","52","52"
"39311015","","31","0","0","39311","1","","0","15","15"
"39311016","","3","0.2","","39311","0","","0","wac_paint_31","103311"
"39311017","","3","0.2","","39311","0","","0","wac_paint_37","111"
"39311018","","3","0.2","","39311","0","","0","wac_paint_51","105211"
"39311019","","3","0.2","","39311","0","","0","wac_paint_57","113"
"39311020","","3","0.2","","39311","0","","0","wac_paint_bot_81","103811"
"39311021","","3","0.2","","39311","0","","0","wac_paint_81","114"
"39311022","","3","0.2","","39311","0","","0","wac_paint_bot_91","102611"
"39311023","","3","0.2","","39311","0","","0","wac_paint_98","115"
"39311024","","93","","","39311","","","","0","0"
"39311025","","32","","","39311","","","","1","15"
"39311026","","23","","","39311","","","0","se_sys_login_birthday_calendar_smallbrush","se_common"
"39311027","","131","","","39311","","","","","1"
"39312001","","3","0","","39312","","","1","wac_idle_wish_joy_L","103811"
"39312002","","3","0","","39312","","","1","wac_idle_normal_L","102611"
"39312003","","3","0","","39312","","","1","wac_idle_smile","105211"
"39312004","","3","0","","39312","","","1","wac_idle_doya","103311"
"39312005","","3","0","","39312","","","1","wac_no_items","111"
"39312006","","3","0","","39312","","","1","wac_no_items","113"
"39312007","","3","0","","39312","","","1","wac_no_items","114"
"39312008","","3","0","","39312","","","1","wac_no_items","115"
"39312009","","2","","0","39312","","","-360","-335","103811"
"39312010","","2","","0","39312","","","-335","-190","102611"
"39312011","","2","","0","39312","","","-335","190","105211"
"39312012","","2","","0","39312","","","-360","350","103311"
"39312013","","2","","0","39312","","","-360","-335","111"
"39312014","","2","","0","39312","","","-335","-190","113"
"39312015","","2","","0","39312","","","-335","190","114"
"39312016","","2","","0","39312","","","-360","350","115"
"39312017","","32","","","39312","","","","0","49"
"39312018","","32","","","39312","","","","1","52"
"39312019","","32","","","39312","","","","0","15"
"39312020","","3","0.2","wac_talk_smile_loop","39312","1","","0","wac_talk_smile_in","105211"
"39312021","","21","","0","39312","","","0","vo_wac_230314_000","vo_wac_230314"
"39312022","0.5","11","0","1","39312","1","0","10","ふんふふーん♪\nあとはここの線を整えて……\nうんうん、いい感じね～♪","105211"
"39312023","","91","","","39312","","","","","0"
"39312024","","3","0.2","","39312","1","","1","wac_idle_smile","105211"
"39312025","","3","0.2","wac_talk_sad_loop_surprise_L","39312","1","","0","wac_talk_sad_in_surprise_L","102611"
"39312026","","21","","0","39312","","","0","vo_wac_230314_001","vo_wac_230314"
"39312027","0.5","11","0","1","39312","1","0","10","リマって器用だよね～\n仕上げの作業なんか、\nあたしよりずっと丁寧に\nこなしてるしさ～","102611"
"39312028","","91","","","39312","","","","","0"
"39312029","","3","0.2","","39312","1","","1","wac_idle_arm_crossed_L","102611"
"39312030","","3","0.2","wac_talk_wish_loop_joy_L","39312","1","","0","wac_talk_wish_in_joy_L","103811"
"39312031","","21","","0","39312","","","0","vo_wac_230314_002","vo_wac_230314"
"39312032","0.5","11","0","1","39312","1","0","10","そうだね……♪\nリマさんってかわいい物が\n好きみたいだし、こういう\nお仕事もあってるんじゃないかな……？","103811"
"39312033","","91","","","39312","","","","","0"
"39312034","","3","0.2","","39312","1","","1","wac_idle_wish_joy_L","103811"
"39312035","","3","0.2","wac_talk_doya_loop","39312","1","","0","wac_talk_doya_in","103311"
"39312036","","21","","0","39312","","","0","vo_wac_230314_003","vo_wac_230314"
"39312037","0.5","11","0","1","39312","1","0","10","好きこそものの上手なれ、\nってやつだな～！\nオラたちも見習わねぇと！","103311"
"39312038","","91","","","39312","","","","","0"
"39312039","","22","","","39312","","","","0","0"
"39312040","","111","","","39312","","","","",""
"39313001","","3","0.2","","39313","","","1","wac_idle_wish_joy_L","103811"
"39313002","","3","0.2","","39313","","","1","wac_idle_arm_crossed_L","102611"
"39313003","","3","0.2","","39313","","","1","wac_idle_smile","105211"
"39313004","","3","0.2","","39313","","","1","wac_idle_doya","103311"
"39313005","","3","0.2","","39313","","","1","wac_no_items","111"
"39313006","","3","0.2","","39313","","","1","wac_no_items","113"
"39313007","","3","0.2","","39313","","","1","wac_no_items","114"
"39313008","","3","0.2","","39313","","","1","wac_no_items","115"
"39313009","","2","","0","39313","","","-360","-335","103811"
"39313010","","2","","0","39313","","","-335","-190","102611"
"39313011","","2","","0","39313","","","-335","190","105211"
"39313012","","2","","0","39313","","","-360","350","103311"
"39313013","","2","","0","39313","","","-360","-335","111"
"39313014","","2","","0","39313","","","-335","-190","113"
"39313015","","2","","0","39313","","","-335","190","114"
"39313016","","2","","0","39313","","","-360","350","115"
"39313017","","32","","","39313","","","","0","49"
"39313018","","32","","","39313","","","","1","52"
"39313019","","32","","","39313","","","","0","15"
"39313020","","91","","","39313","","","","","0"
"39411001","wac_default_bot_21","1","2","-108","39411","-325","0","202","104611","1"
"39411002","wac_default_bot_26","5","2","-108","39411","-325","0","201","111","1"
"39411003","","31","1","0","39411","1","","0","45","45"
"39411004","","31","0","0","39411","1","","0","44","44"
"39411005","","31","0","0","39411","1","","0","13","13"
"39411006","","3","0.2","","39411","0","","0","wac_paint_bot_21","104611"
"39411007","","3","0.2","","39411","0","","0","wac_paint_bot_26","111"
"39411008","","93","","","39411","","","","0","0"
"39411009","","32","","","39411","","","","1","13"
"39411010","","23","","","39411","","","0","se_sys_login_birthday_calendar_brush","se_common"
"39411011","","13","","","39411","","","","300","104611"
"39411012","","131","","","39411","","","","","1"
"39412001","","3","0.2","wac_talk_smile_loop","39412","1","","0","wac_talk_smile_in","104611"
"39412002","","3","0.2","","39412","","","1","wac_no_items","111"
"39412003","","2","","0","39412","","","-340","200","104611"
"39412004","","2","","0","39412","","","-340","200","111"
"39412005","","32","","","39412","","","","0","45"
"39412006","","32","","","39412","","","","1","44"
"39412007","","32","","","39412","","","","0","13"
"39412008","","21","","0","39412","","","0","vo_wac_230315_000","vo_wac_230315"
"39412009","0.5","11","0","1","39412","1","0","10","気がついたら、もうこの壁も\n絵を描くところがほとんど\n残ってなかったにゃ。","104611"
"39412010","","91","","","39412","","","","","0"
"39412011","","21","","0","39412","","","0","vo_wac_230315_001","vo_wac_230315"
"39412012","0.5","11","0","1","39412","1","0","10","もうすぐ完成して、\nこのお仕事もおしまいにゃ。\nその時はたい焼きパーティーでも\n開いて、みんなでお祝いするにゃ♪","104611"
"39412013","","91","","","39412","","","","","0"
"39412014","","22","","","39412","","","","0","0"
"39413001","","3","0.2","","39413","","","1","wac_idle_smile","104611"
"39413002","","3","0.2","","39413","","","1","wac_no_items","111"
