a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1
"","","1000","","122411","-180","946","","8.64253393665158","33","19460030"
"","","0","","3","","946","","","93","19460031"
"0.1","1","46_hiyori_flutterKick_handWave","0.1","122411","0","946","","46_hiyori_flutterKick_handWave_loop","3","19460032"
"","","vo_fpc_30605","","vo_fpc","","946","","0","21","19460033"
"0","0","あ、やっほー！","0","122411","10","946","1","1","11","19460034"
"","","0","","2","","946","","","93","19460035"
"0.1","1","46_tamaki_handwave","0.1","107911","","946","","46_tamaki_handwave_loop","3","19460036"
"0.1","1","46_kyaru_idle_smile","0.1","107811","","946","","46_kyaru_idle_smile_loop","3","19460037"
"","","0","","1.5","","946","","","93","19460038"
"","","vo_fpc_30606","","vo_fpc","","946","","0","21","19460039"
"0","0","やっほー\nまあ、当然例外もいるけどにゃ。","0","107911","6","946","1","1","11","19460040"
"","","","","0","","946","","","91","19460041"
"0.1","1","46_tamaki_talk2","0.1","107911","0","946","","46_tamaki_talk2_loop","3","19460042"
"","","vo_fpc_30607","","vo_fpc","","946","","0","21","19460043"
"0","0","そうね。\n…にしても元気ねえ。","0","107811","5","946","0.5","1","11","19460044"
"","","","","0","","946","","","91","19460045"
"0.1","1","46_kyaru_idle_normal","0.1","107811","0","946","","46_kyaru_idle_normal_loop","3","19460046"
"","","0","","0.5","","946","","","93","19460047"
"","","0","","115","","946","","","32","19460048"
"","","0","","122411","","946","","","32","19460049"
"","","-910","","122411","-180","946","","0","2","19460050"
"","","-910","","115","-180","946","","0","33","19460051"
"","","1000","","122411","-180","946","","4.80140774258421","2","19460052"
"","","1000","","115","-180","946","","4.80140774258421","33","19460053"
"","","1","","115","","946","","","32","19460054"
"0.1","","46_hiyori_flutterKickFast","","122411","1","946","","","3","19460055"
"","","0","","1.5","","946","","","93","19460056"
"","","vo_fpc_30608","","vo_fpc","","946","","0","21","19460057"
"0","0","わーい！","0","122411","15","946","1","1","11","19460058"
"","","0","","0.766666666666667","","946","","","93","19460059"
"","","0","","1.5","","946","","","93","19460060"
"","","","","19460052","","946","","","91","19460061"
"0.1","1","46_tamaki_talk3","0.1","107911","","946","","46_tamaki_talk3_loop","3","19460062"
"","","vo_fpc_30609","","vo_fpc","","946","","0","21","19460063"
"0","0","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","0","107911","10","946","0.5","1","11","19460064"
"","","","","0","","946","","","91","19460065"
"0.1","1","46_kyaru_idle_normal2","0.1","107811","0","946","","46_kyaru_idle_normal2_loop","3","19460066"
"","","0","","115","","946","","","32","19460067"
"","","-910","","122411","-180","946","","0","2","19460068"
"","","-910","","115","-180","946","","0","33","19460069"
"","","1000","","122411","-180","946","","2.1606334841629","2","19460070"
"","","1000","","115","-180","946","","2.1606334841629","33","19460071"
"","","1","","115","","946","","","32","19460072"
"1","","se_10053800_946_hiyori","","se_10053800","0","946","","","23","19460073"
"","","0","","0.5","","946","","","93","19460074"
"","","vo_fpc_30610","","vo_fpc","","946","","0","21","19460075"
"0","0","わー！","0","122411","20","946","1","1","11","19460076"
"","","0","","0.65","","946","","","93","19460077"
"","","0","","1.5","","946","","","93","19460078"
"0.1","1","46_kyaru_surprise","0.1","107811","0","946","","46_kyaru_surprise_loop","3","19460079"
"0.1","1","46_tamaki_talk4","0.1","107911","","946","","46_tamaki_talk4_loop","3","19460080"
"","","vo_fpc_30611","","vo_fpc","","946","","0","21","19460081"
"0","0","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","0","107811","10","946","0.5","1","11","19460082"
"","","","","0","","946","","","91","19460083"
"","","0","","115","","946","","","32","19460084"
"","","-910","","122411","-180","946","","0","2","19460085"
"","","-910","","115","-180","946","","0","33","19460086"
"","","1000","","122411","-180","946","","2.1606334841629","2","19460087"
"","","1000","","115","-180","946","","2.1606334841629","33","19460088"
"","","1","","115","","946","","","32","19460089"
"1","","se_10053800_946_hiyori","","se_10053800","0","946","","","23","19460090"
"","","0","","0.5","","946","","","93","19460091"
"","","vo_fpc_30612","","vo_fpc","","946","","0","21","19460092"
"0","0","たーのしー！","0","122411","20","946","1","1","11","19460093"
"","","0","","0.8","","946","","","93","19460094"
"","","0","","1.5","","946","","","93","19460095"
"0.1","","46_cmn_run","","107911","1","946","","","3","19460096"
"0.1","","46_cmn_run","","107811","1","946","","","3","19460097"
"","","800","","107911","-15","946","","2.8657616892911","2","19460098"
"","","800","","107811","-15","946","","3.46907993966818","2","19460099"
"","","","","0","","946","","","91","19460100"
"1.75","-180","129411","0","1","22","947","cmn_float_r","-850","1","19470001"
"1.75","-180","31","0","3","23","947","empty","320","5","19470002"
"1.75","-125","129511","0","1","12","947","cmn_float","-1100","1","19470003"
"1.75","-125","32","0","3","13","947","empty","70","5","19470004"
"1.75","-180","26","0","26","22","947","47_yuni_float","-900","5","19470005"
"1","1","61","","6","-820","947","","-180","31","19470006"
"0","1","41","","4","320","947","","-180","31","19470007"
"0","1","1031","","103","320","947","","-180","31","19470008"
"0","1","1241","","124","320","947","","-180","31","19470009"
"0","1","91","","9","320","947","","-180","31","19470010"
"1","1","101","","10","850","947","","-180","31","19470011"
"1","1","62","","6","-1100","947","","-125","31","19470012"
"0","1","42","","4","70","947","","-125","31","19470013"
"0","1","1032","","103","70","947","","-125","31","19470014"
"0","1","1242","","124","70","947","","-125","31","19470015"
"0","1","92","","9","70","947","","-125","31","19470016"
"1","1","102","","10","850","947","","-125","31","19470017"
"1","1","26","","102","-900","947","","-180","31","19470018"
"0","1","1009","","1009","-975","947","","0","31","19470019"
"0","1","1010","","1010","-310","947","","0","31","19470020"
"0","1","1011","","1011","570","947","","30","31","19470021"
"1","","se_fpc_water_random","","se_10053800","1","947","","","23","19470022"
"","","","","19470021","","947","","","91","19470023"
"0.1","","cmn_float_r","","129411","1","947","","","3","19470024"
"","12","320","","129411","-180","947","","6.88235294117647","2","19470025"
"","12","350","","61","-180","947","","6.88235294117647","33","19470026"
"","12","70","","129511","-125","947","","6.88235294117647","2","19470027"
"","12","70","","62","-125","947","","6.88235294117647","33","19470028"
"","12","195","","1009","0","947","","6.88235294117647","33","19470029"
"","","1","","1009","","947","","","32","19470030"
"","","","","19470025","","947","","","91","19470031"
"","12","-280","","26","-180","947","","4.55882352941176","2","19470032"
"","12","-280","","26","-180","947","","4.55882352941176","33","19470033"
"","","","","19470032","","947","","","91","19470034"
"","","0","","1009","","947","","","32","19470035"
"","","vo_fpc_30701","","vo_fpc","","947","","0","21","19470036"
"0","0","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","0","26","5","947","0.5","1","11","19470037"
"","","","","0","","947","","","91","19470038"
"","","vo_fpc_30702","","vo_fpc","","947","","0","21","19470039"
"0","0","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","0","26","5","947","1","1","11","19470040"
"","","","","0","","947","","","91","19470041"
"0.1","1","47_chieru_surprise_in","0.1","129511","0","947","","47_cmn_surprise_loop","3","19470042"
"","12","100","","62","-125","947","","0.2","33","19470043"
"0.1","1","47_kuroe_surprise_in","0.1","129411","0","947","","47_cmn_surprise_loop","3","19470044"
"","","vo_fpc_30703","","vo_fpc","","947","","0","21","19470045"
"0","0","ちょっ…\n何やってンのよ、探さんと…！","0","129411","17","947","0.5","1","11","19470046"
"","","","","0","","947","","","91","19470047"
"0.1","1","47_cmn_diving_in","0.1","129411","0","947","","cmn_swm_diving","3","19470048"
"","","0","","0.2","","947","","","93","19470049"
"","","0","","61","","947","","","32","19470050"
"","","1","","1031","","947","","","32","19470051"
"","","1","","91","","947","","","32","19470052"
"","","850","","129411","-180","947","","1.59879336349925","2","19470053"
"","","850","","91","-180","947","","1.59879336349925","33","19470054"
"0.1","1","47_cmn_diving_in","0.1","129511","0","947","","cmn_swm_diving","3","19470055"
"","","0","","0.2","","947","","","93","19470056"
"","","0","","62","","947","","","32","19470057"
"","","1","","1032","","947","","","32","19470058"
"","","1","","92","","947","","","32","19470059"
"","","850","","129511","-125","947","","1.96078431372549","2","19470060"
"","","850","","92","-125","947","","1.96078431372549","33","19470061"
"","","","","19470060","","947","","","91","19470062"
"","","0","","91","","947","","","32","19470063"
"","","0","","92","","947","","","32","19470064"
"","12","70","","129511","-125","947","","2.94117647058824","2","19470065"
"","12","70","","102","-125","947","","2.94117647058824","33","19470066"
"0.1","","cmn_swm_diving_r","","129511","1","947","","","3","19470067"
"","","0","","1","","947","","","93","19470068"
"","","vo_fpc_30704","","vo_fpc","","947","","0","21","19470069"
"0","0","あった？","0","26","10","947","0.5","1","11","19470070"
"","","0","","0.9","","947","","","93","19470071"
"","","0","","1","","947","","","93","19470072"
"","","","","19470065","","947","","","91","19470073"
"0.1","1","47_yuni_surprise_in","0.1","26","0","947","","47_yuni_surprise_loop","3","19470074"
"0.1","1","47_cmn_item_in","0.1","129511","0","947","","47_cmn_item_loop","3","19470075"
"0.1","1","47_cmn_item_in_book","0.1","32","0","947","","47_cmn_item_loop_book","3","19470076"
"","","0","","0.2","","947","","","93","19470077"
"","","1","","42","","947","","","32","19470078"
"","","1","","1242","","947","","","32","19470079"
"","","0","","102","","947","","","32","19470080"
"","","vo_fpc_30705","","vo_fpc","","947","","0","21","19470081"
"0","0","ユニ先輩の本がありました。","0","129511","10","947","1","1","11","19470082"
"","","0","","1.8","","947","","","93","19470083"
"","12","320","","129411","-180","947","","1.99849170437406","2","19470084"
"","12","320","","101","-180","947","","1.99849170437406","33","19470085"
"0.1","","cmn_swm_diving_r","","129411","1","947","","","3","19470086"
"","","0","","1.5","","947","","","93","19470087"
"","","","","19470084","","947","","","91","19470088"
"0.1","1","47_cmn_item_in","0.1","129411","0","947","","47_cmn_item_loop","3","19470089"
"0.1","1","47_cmn_item_in_weapon","0.1","31","0","947","","47_cmn_item_loop_weapon","3","19470090"
"","","0","","0.2","","947","","","93","19470091"
"","","1","","41","","947","","","32","19470092"
"","","1","","1241","","947","","","32","19470093"
"","","0","","101","","947","","","32","19470094"
"","","vo_fpc_30706","","vo_fpc","","947","","0","21","19470095"
"0","0","ユニ先輩の斧だか槍だかがありました。","70","129411","10","947","1","1","11","19470096"
"","","","","0","","947","","","91","19470097"
"","","1","","1011","","947","","","32","19470098"
"","","vo_fpc_30707","","vo_fpc","","947","","0","21","19470099"
"730","0","ぽーん！\nドクター・ユニに警告！\nプールはゴミ箱じゃありません！","140","26","8","947","1","1","11","19470100"
"","","0","","5.25","","947","","","93","19470101"
"","","0","","1.5","","947","","","93","19470102"
"0.3","","47_yuni_float","","26","1","947","","","3","19470103"
"","","1","","1010","","947","","","32","19470104"
"","","0","","1.5","","947","","","93","19470105"
"0.1","1","47_cmn_float_in","0.1","129511","0","947","","cmn_float","3","19470106"
"0.1","0","47_cmn_float_in_book","0.1","32","0","947","","empty","3","19470107"
"0.1","1","47_cmn_float_in","0.1","129411","0","947","","cmn_float","3","19470108"
"0.1","0","47_cmn_float_in_weapon","0.1","31","0","947","","empty","3","19470109"
"","","0","","1.1","","947","","","93","19470110"
"","","1000","","129411","-180","947","","3.07692307692308","2","19470111"
"","","1000","","41","-180","947","","3.07692307692308","33","19470112"
"","","1000","","26","-180","947","","5.79185520361991","2","19470113"
"","","1000","","26","-180","947","","5.79185520361991","33","19470114"
"","","1000","","129511","-125","947","","4.20814479638009","2","19470115"
"","","1000","","42","-125","947","","4.20814479638009","33","19470116"
"","","","","19470113","","947","","","91","19470117"
"","","se_fpc_water_random","","se_10053800","","951","","","23","19510001"
"1.75","-180","1","0","1","22","951","cmn_float_monster_01","-850","5","19510002"
"","","850","","1","-180","951","","15","2","19510003"
"","","se_fpc_water_random","","se_10053800","","952","","","23","19520001"
"1.75","-180","1","0","1","22","952","cmn_float_monster_02","-850","5","19520002"
"","","850","","1","-180","952","","15","2","19520003"
"","","se_fpc_water_random","","se_10053800","","953","","","23","19530001"
"1.75","-180","1","0","1","22","953","cmn_float_monster_03","-850","5","19530002"
"","","850","","1","-180","953","","15","2","19530003"
"","","se_fpc_water_random","","se_10053800","","954","","","23","19540001"
"1.75","-180","1","0","1","22","954","cmn_float_monster_04","-850","5","19540002"
"","","850","","1","-180","954","","15","2","19540003"
"","","se_fpc_water_random","","se_10053800","","955","","","23","19550001"
"1.75","-180","1","0","1","22","955","cmn_float_monster_05","-850","5","19550002"
"","","850","","1","-180","955","","15","2","19550003"
"","","se_fpc_water_random","","se_10053800","","956","","","23","19560001"
"1.75","-180","1","0","1","22","956","cmn_float_monster_06","-850","5","19560002"
"","","850","","1","-180","956","","15","2","19560003"
"","","se_fpc_water_random","","se_10053800","","957","","","23","19570001"
"1.75","-180","1","0","1","22","957","cmn_float_monster_07","-850","5","19570002"
"","","850","","1","-180","957","","15","2","19570003"
"","","se_fpc_water_random","","se_10053800","","958","","","23","19580001"
"1.75","-180","1","0","1","22","958","cmn_float_monster_08","-850","5","19580002"
"","","850","","1","-180","958","","15","2","19580003"
"","","se_fpc_water_random","","se_10053800","","959","","","23","19590001"
"1.75","-180","1","0","1","22","959","cmn_float_monster_09","-850","5","19590002"
