570d39db4d2ae5140caf5117b9f57b2e0b993920362f8b0f4357953230d5de4d,84659360fab0882523ffb695ebe93eddba301fb319dc2eb22a9202cf454585d7,8f41023a938e2b5dd54c594af4e8fdd0dfdd73c8a71a590b1e2fbd53f57f3520,6910accac2d149a216b7e1e9bc1dc5296fb426a3d2f208be3105ccb7ca162008,a5b6c2b46633e4fad6e623b5d1838f99b0b29d0272569fef0c2096c8f06fe0ed,624bafadf1f217e34f6c43470e53d8a8162bb00b9185a585aa3c307b3f960439,43d99c7c0dca4e3a3959a400f6fa77ba23da96e98f491faad5ffa8d9e7ad0e3a,7b7d1c21eb210142c00e2868ec878bd9e823fc0169c2c521e8a4de2e8865c5f8,94a741f752b0f919f9fa1f620289e1d5e4e0fb98d496a72243404875edf96712,6fb0ae4309c4aab7f046d332f8677470a9ccc788650723caedf90d253c1e5fa5,68cb5bf1d19fd9862ee0a10bef4141c1fb550874050f6fb5debc1cc1b7518f4f
"","se_travel_top_aruma_10","","se_travel_top","23","","","40152","","","1401520066"
"","0","","0.3","93","","","40152","","","1401520067"
"","travel_topdrama_r_4013_touch_loop","","1000002","3","1","","40152","0.3","","1401520068"
"","0","","0.2","93","","","40152","","","1401520069"
"","se_travel_top_aruma_05","","se_travel_top","23","","","40152","","","1401520070"
"","0","","0.83","93","","","40152","","","1401520071"
"","0","","8","4","","0","40152","","","1401520072"
"","-20","0","8","2","-195","0","40152","","","1401520073"
"","travel_topdrama_r_4013_catch_2","","8","3","0","","40152","0","","1401520074"
"","se_travel_top_aruma_11","","se_travel_top","23","","","40152","","","1401520075"
"0.1","travel_topdrama_r_4013_safe","travel_topdrama_r_4013_static","7","3","0","0","40152","0.1","","1401520076"
"0","travel_topdrama_r_4013_catch","travel_topdrama_r_4013_runaway","1000002","3","0","1","40152","0.1","","1401520077"
"","1","","4013132","32","","","40152","","","1401520078"
"","0","","0.66","93","","","40152","","","1401520079"
"","1","","4013122","32","","","40152","","","1401520080"
"","se_travel_top_aruma_12","","se_travel_top","23","","","40152","","","1401520081"
"","0","","0.97","93","","","40152","","","1401520082"
"","1","","1000002","4","","","40152","","","1401520083"
"","travel_topdrama_r_4013_runaway","","1000002","3","1","","40152","0","","1401520084"
"","travel_topdrama_r_4000_run_normal","","1000003","3","1","","40152","0.1","","1401520085"
"","se_travel_top_aruma_08","","se_travel_top","23","","","40152","","","1401520086"
"","1","","8","4","","0","40152","","","1401520087"
"","-1600","2.5","8","2","-195","0","40152","","","1401520088"
"","travel_topdrama_r_4013_runaway_2","","8","3","1","","40152","0","","1401520089"
"","-1600","2.5","1000002","2","-195","0","40152","","","1401520090"
"","-20","1.4","1000003","2","-195","0","40152","","","1401520091"
"","0","","1.4","93","","","40152","","","1401520092"
"0.3","travel_topdrama_r_4013_touch_3","travel_topdrama_r_4013_touch_loop","1000003","3","0","1","40152","0.2","","1401520093"
"","1","","401311","32","","","40152","","","1401520094"
"","0","","1","93","","","40152","","","1401520095"
"","travel_topdrama_r_4013_danger_3_in","","7","3","0","","40152","0","","1401520096"
"","0","","2.16","93","","","40152","","","1401520097"
"","1","","4013042","32","","","40152","","","1401520098"
"","0","","0.54","93","","","40152","","","1401520099"
"","travel_topdrama_r_4013_touch_loop","","1000003","3","1","","40152","0.3","","1401520100"
"","0","","1.07","93","","","40152","","","1401520101"
"0.1","travel_topdrama_r_4013_danger_3_safe","travel_topdrama_r_4013_static","7","3","0","1","40152","0.1","","1401520102"
"","1","","401315","32","","","40152","","","1401520103"
"","se_travel_top_aruma_15","","se_travel_top","23","","","40152","","","1401520104"
"","0","","0.83","93","","","40152","","","1401520105"
"","1","","401316","32","","","40152","","","1401520106"
"","0","","1.2","93","","","40152","","","1401520107"
"","0","","8","4","","0","40152","","","1401520108"
"","-20","0","8","2","-195","0","40152","","","1401520109"
"","travel_topdrama_r_4013_catch_3","","8","3","0","","40152","0","","1401520110"
"","se_travel_top_aruma_16","","se_travel_top","23","","","40152","","","1401520111"
"","1","","4013133","32","","","40152","","","1401520112"
"0","travel_topdrama_r_4013_catch","travel_topdrama_r_4013_runaway","1000003","3","0","1","40152","0.1","","1401520113"
"","0","","0.66","93","","","40152","","","1401520114"
"","1","","4013123","32","","","40152","","","1401520115"
"","se_travel_top_aruma_17","","se_travel_top","23","","","40152","","","1401520116"
"","0","","0.97","93","","","40152","","","1401520117"
"","1","","1000003","4","","","40152","","","1401520118"
"","travel_topdrama_r_4013_runaway","","1000003","3","1","","40152","0","","1401520119"
"","se_travel_top_aruma_08","","se_travel_top","23","","","40152","","","1401520120"
"","1","","8","4","","0","40152","","","1401520121"
"","-1600","2.5","8","2","-195","0","40152","","","1401520122"
"","travel_topdrama_r_4013_runaway_3","","8","3","1","","40152","0","","1401520123"
"","-1600","2.5","1000003","2","-195","0","40152","","","1401520124"
"","0","","1","93","","","40152","","","1401520125"
"","","","0","111","","","40152","","","1401520126"
"","","","0","91","","","40152","","","1401520127"
"","401600","0","401600","31","0","1","40161","1","","1401610001"
"0","0","0","0","5","110","-77","40161","1","normal","1401610002"
"","0","","0","91","","","40161","","","1401610003"
"0","1000001","-134","1","1","50","-184","40162","1.75","travel_topdrama_r_4016_look_in","1401620001"
"1","1000002","134","1","1","55","-184","40162","1.75","travel_topdrama_r_4016_look_in","1401620002"
"0","401699","-7","19","5","30","-310","40162","1","static","1401620003"
"0","401698","-7","26","5","70","-310","40162","1","empty","1401620004"
"","401601","0","401601","31","0","1","40162","1","","1401620005"
"","401602","0","401602","31","0","1","40162","1","","1401620006"
"","401603","0","401603","31","0","1","40162","0","","1401620007"
"","401605","0","401605","31","0","1","40162","0","","1401620008"
"","401606","0","401606","31","0","1","40162","0","","1401620009"
"","401607","0","401607","31","0","1","40162","0","","1401620010"
"","401608","0","401608","31","0","1","40162","0","","1401620011"
"","401609","0","401609","31","0","1","40162","0","","1401620012"
"","400016","0","400016","31","0","1","40162","0","","1401620013"
"","401620","0","401620","31","0","1","40162","1","","1401620014"
"","","","0","91","","","40162","","","1401620015"
"","1","","400016","32","","","40162","","","1401620016"
"","1","","401603","32","","","40162","","","1401620017"
"","1","","401606","32","","","40162","","","1401620018"
"","travel_topdrama_r_4016_look_out","","1000001","3","0","","40162","0","","1401620019"
"","travel_topdrama_r_4016_look_out","","1000002","3","0","","40162","0","","1401620020"
"","start","","401699","3","0","","40162","0","","1401620021"
"","0","","1.7","93","","","40162","","","1401620022"
"0","travel_topdrama_r_4016_hop_R","travel_topdrama_r_4016_jump_surprise","1000002","3","0","0","40162","0.2","","1401620023"
"","","","1401620019","91","","","40162","","","1401620024"
"0","travel_topdrama_r_4016_hop_L","travel_topdrama_r_4016_jump_normal","1000001","3","0","1","40162","0.2","","1401620025"
"","","","1401620021","91","","","40162","","","1401620026"
"","bound","","401699","3","1","","40162","0","","1401620027"
"","","","1401620023","91","","","40162","","","1401620028"
"","travel_topdrama_r_4016_jump_normal","","1000002","3","1","","40162","0.2","","1401620029"
"","bound","","401699","3","1","","40162","0.2","","1401620030"
"","0","","4.6","93","","","40162","","","1401620031"
"0","jump","idle","401699","3","0","1","40162","0","","1401620032"
"","rock_1","","401698","3","0","","40162","0","","1401620033"
"","10","","10","122","0.3","","40162","","","1401620034"
"","1","","401607","32","","","40162","","","1401620035"
"","se_travel_top_mandragora_06","","se_travel_top","23","0","","40162","","","1401620036"
"","travel_topdrama_r_4016_bounce_normal_L","","1000001","3","0","","40162","0","","1401620037"
"","0","","0.2","93","","","40162","","","1401620038"
"","travel_topdrama_r_4016_bounce_normal_R","","1000002","3","0","","40162","0","","1401620039"
"","1","","401605","32","","","40162","","","1401620040"
"","0","","0.7","93","","","40162","","","1401620041"
"","10","","10","122","0.3","","40162","","","1401620042"
"","se_travel_top_mandragora_07","","se_travel_top","23","0","","40162","","","1401620043"
"","se_travel_top_mandragora_08","","se_travel_top","23","0","","40162","","","1401620044"
"","0","","1401620037","91","","","40162","","","1401620045"
"","travel_topdrama_r_4016_run","","1000001","3","0","","40162","0","","1401620046"
"","travel_topdrama_r_4016_run","","1000002","3","0","","40162","0","","1401620047"
"","1","","401608","32","","","40162","","","1401620048"
"","1","","401609","32","","","40162","","","1401620049"
"","0","","2.13","93","","","40162","","","1401620050"
"","","","","111","","","40162","","","1401620051"
"","","","0","91","","","40162","","","1401620052"
"","401700","0","401700","31","0","1","40171","1","","1401710001"
"0","0","0","0","5","110","-77","40171","1","normal","1401710002"
"","0","","0","91","","","40171","","","1401710003"
"0","1000001","-134","1","1","50","-184","40172","1.75","travel_topdrama_r_4016_look_in","1401720001"
"1","1000002","134","1","1","55","-184","40172","1.75","travel_topdrama_r_4016_look_in","1401720002"
"0","401799","-7","19","5","30","-310","40172","1","static","1401720003"
"","401701","0","401701","31","0","1","40172","1","","1401720004"
"","401702","0","401702","31","0","1","40172","1","","1401720005"
"","401703","0","401703","31","0","1","40172","0","","1401720006"
"","401705","0","401705","31","0","1","40172","0","","1401720007"
"","401706","0","401706","31","0","1","40172","0","","1401720008"
"","401707","0","401707","31","0","1","40172","0","","1401720009"
"","401708","0","401708","31","0","1","40172","0","","1401720010"
"","400017","0","400017","31","0","1","40172","0","","1401720011"
"","401720","0","401720","31","0","1","40172","1","","1401720012"
"","","","0","91","","","40172","","","1401720013"
"","1","","400017","32","","","40172","","","1401720014"
"","1","","401703","32","","","40172","","","1401720015"
"","1","","401706","32","","","40172","","","1401720016"
"","travel_topdrama_r_4016_look_out","","1000001","3","0","","40172","0","","1401720017"
"","travel_topdrama_r_4016_look_out","","1000002","3","0","","40172","0","","1401720018"
"","start","","401799","3","0","","40172","0","","1401720019"
"","0","","1.7","93","","","40172","","","1401720020"
"0","travel_topdrama_r_4016_hop_R","travel_topdrama_r_4016_jump_surprise","1000002","3","0","0","40172","0.2","","1401720021"
"","","","1401720017","91","","","40172","","","1401720022"
"0","travel_topdrama_r_4016_hop_L","travel_topdrama_r_4016_jump_normal","1000001","3","0","1","40172","0.2","","1401720023"
"","","","1401720019","91","","","40172","","","1401720024"
"","bound","","401799","3","1","","40172","0","","1401720025"
"","","","1401720021","91","","","40172","","","1401720026"
"","travel_topdrama_r_4016_jump_normal","","1000002","3","1","","40172","0.2","","1401720027"
"","bound2","","401799","3","1","","40172","0.2","","1401720028"
"","0","","2.5","93","","","40172","","","1401720029"
"","1","","401707","32","","","40172","","","1401720030"
"","0","","1.4","93","","","40172","","","1401720031"
"0","travel_topdrama_r_4016_jump_dreamy_in","travel_topdrama_r_4016_jump_dreamy_loop","1000002","3","0","1","40172","0.1","","1401720032"
"","bound2","","401799","3","1","","40172","0.2","","1401720033"
"","0","","0.66","93","","","40172","","","1401720034"
"0","travel_topdrama_r_4016_jump_dreamy_in","travel_topdrama_r_4016_jump_dreamy_loop","1000001","3","0","1","40172","0.1","","1401720035"
"","0","","2.2","93","","","40172","","","1401720036"
"","1","","401708","32","","","40172","","","1401720037"
"","0","","2.5","93","","","40172","","","1401720038"
"","1","","401705","32","","","40172","","","1401720039"
"","0","","2.3","93","","","40172","","","1401720040"
"","","","","111","","","40172","","","1401720041"
"","","","0","91","","","40172","","","1401720042"
"","401800","0","401800","31","0","1","40181","1","","1401810001"
"0","0","0","0","5","110","-77","40181","1","normal","1401810002"
"","0","","0","91","","","40181","","","1401810003"
"0","1000001","-134","1","1","50","-184","40182","1.75","travel_topdrama_r_4016_look_in","1401820001"
"1","1000002","134","1","1","55","-184","40182","1.75","travel_topdrama_r_4016_look_in","1401820002"
"0","401899","-7","19","5","30","-310","40182","1","static","1401820003"
"0","401898","-7","26","5","70","-310","40182","1","empty","1401820004"
"","401801","0","401801","31","0","1","40182","1","","1401820005"
"","401802","0","401802","31","0","1","40182","1","","1401820006"
"","401803","0","401803","31","0","1","40182","0","","1401820007"
"","401804","0","401804","31","0","1","40182","0","","1401820008"
"","401805","0","401805","31","0","1","40182","0","","1401820009"
"","401806","0","401806","31","0","1","40182","0","","1401820010"
"","401807","0","401807","31","0","1","40182","0","","1401820011"
"","401808","0","401808","31","0","1","40182","0","","1401820012"
"","401809","0","401809","31","0","1","40182","0","","1401820013"
"","401810","0","401810","31","0","1","40182","0","","1401820014"
"","400018","0","400018","31","0","1","40182","0","","1401820015"
"","401820","0","401820","31","0","1","40182","1","","1401820016"
"","","","0","91","","","40182","","","1401820017"
"","1","","400018","32","","","40182","","","1401820018"
"","1","","401803","32","","","40182","","","1401820019"
"","1","","401804","32","","","40182","","","1401820020"
"","1","","401806","32","","","40182","","","1401820021"
"","travel_topdrama_r_4016_look_out","","1000001","3","0","","40182","0","","1401820022"
"","travel_topdrama_r_4016_look_out","","1000002","3","0","","40182","0","","1401820023"
"","start","","401899","3","0","","40182","0","","1401820024"
"","0","","1.7","93","","","40182","","","1401820025"
"0","travel_topdrama_r_4016_hop_R","travel_topdrama_r_4016_jump_surprise","1000002","3","0","0","40182","0.2","","1401820026"
"","","","1401820022","91","","","40182","","","1401820027"
"0","travel_topdrama_r_4016_hop_L","travel_topdrama_r_4016_jump_normal","1000001","3","0","1","40182","0.2","","1401820028"
"","","","1401820024","91","","","40182","","","1401820029"
"","bound","","401899","3","1","","40182","0","","1401820030"
"","","","1401820026","91","","","40182","","","1401820031"
"","travel_topdrama_r_4016_jump_normal","","1000002","3","1","","40182","0.2","","1401820032"
"","bound2","","401899","3","1","","40182","0.2","","1401820033"
"","0","","2.5","93","","","40182","","","1401820034"
"","1","","401807","32","","","40182","","","1401820035"
"","0","","0.1","93","","","40182","","","1401820036"
"","se_travel_top_mandragora_20","","se_travel_top","23","0","","40182","","","1401820037"
"","0","","1.3","93","","","40182","","","1401820038"
"0","travel_topdrama_r_4016_jump_dreamy_in","travel_topdrama_r_4016_jump_dreamy_loop","1000002","3","0","1","40182","0.1","","1401820039"
"","bound2","","401899","3","1","","40182","0.2","","1401820040"
"","0","","0.66","93","","","40182","","","1401820041"
"0","travel_topdrama_r_4016_jump_dreamy_in","travel_topdrama_r_4016_jump_dreamy_loop","1000001","3","0","1","40182","0.1","","1401820042"
"","0","","2.07","93","","","40182","","","1401820043"
"","se_travel_top_mandragora_21","","se_travel_top","23","0","","40182","","","1401820044"
"","0","","0.13","93","","","40182","","","1401820045"
"","1","","401808","32","","","40182","","","1401820046"
