48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e
"110","1.7","NoItem","1007417","5","0","1","11","-220","-200","1007417008"
"105","1.7","NoItem","1007417","5","0","1","12","-220","-200","1007417009"
"110","1.7","NoItem","1007417","5","1","1","21","-220","185","1007417010"
"105","1.7","NoItem","1007417","5","1","1","22","-220","185","1007417011"
"1","0","","1007417","6","0","11","1","0","1","1007417012"
"1","0","","1007417","6","0","12","1","0","1","1007417013"
"1","0","","1007417","6","0","21","1","0","1","1007417014"
"1","0","","1007417","6","0","22","1","0","1","1007417015"
"","","","1007417","91","","0","","","","1007417016"
"1","0.2","","1007417","3","","117531","mhp_sit_talk_normal","","","1007417017"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6101","","0","1007417018"
"8","0","0.5","1007417","11","0","117531","シノブさん、どうぞー","0","1","1007417019"
"","","","1007417","91","","0","","","","1007417020"
"1","0.2","","1007417","3","","117531","mhp_sit_idle","","","1007417021"
"1","0.2","","1007417","3","","103111","mhp_walk","0","","1007417022"
"-220","","","1007417","2","","103111","-200","0","4","1007417023"
"","","","1007417","91","","0","","","","1007417024"
"0","0.2","","1007417","3","","103111","mhp_sit_in","0","","1007417025"
"","","","1007417","91","","0","","","","1007417026"
"1","0.2","","1007417","3","","103111","mhp_sit_idle_sad","0","","1007417027"
"","","","1007417","91","","0","","","","1007417028"
"1","0.2","","1007417","3","","103111","mhp_sit_talk_sad","0","","1007417029"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6102","","0","1007417030"
"5","0","1","1007417","11","0","103111","失礼します\n先日は父が本当に申し訳\nありませんでした\nお詫びにうかがったのですが……","0","1","1007417031"
"","","","1007417","91","","0","","","","1007417032"
"1","0.2","","1007417","3","","103111","mhp_sit_idle_sad","0","","1007417033"
"1","0.2","","1007417","3","","117531","mhp_sit_talk_normal","0","","1007417034"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6103","","0","1007417035"
"7","0","0.5","1007417","11","0","117531","あら、わざわざありがとう。\n気にしなくていいのに。","0","1","1007417036"
"","","","1007417","91","","0","","","","1007417037"
"1","0.2","","1007417","3","","117531","mhp_sit_idle","0","","1007417038"
"1","0.2","","1007417","3","","103111","mhp_sit_talk_wish2","0","","1007417039"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6104","","0","1007417040"
"7","0","0.5","1007417","11","0","103111","そういうわけにはいきません。","0","1","1007417041"
"","","","1007417","91","","0","","","","1007417042"
"1","0.2","","1007417","3","","103111","mhp_sit_idle_sad","0","","1007417043"
"1","0.2","","1007417","3","","117531","mhp_sit_talk_normal","0","","1007417044"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6105","","0","1007417045"
"6","0","0.5","1007417","11","0","117531","律儀なのはいいけど\nあなた気苦労が多そうだから\nもう少し気楽にしてた方がいいわね。","0","1","1007417046"
"","","","1007417","91","","0","","","","1007417047"
"1","0.2","","1007417","3","","117531","mhp_sit_idle","0","","1007417048"
"1","0.2","","1007417","3","","103111","mhp_sit_talk_sad","0","","1007417049"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6106","","0","1007417050"
"5","0","1","1007417","11","0","103111","そう、ですか……別に父のせいという\nわけではないですが、\n育った環境が特殊だったので……","0","1","1007417051"
"","","","1007417","91","","0","","","","1007417052"
"1","0.2","","1007417","3","","103111","mhp_sit_talk_sad2","0","","1007417053"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6107","","0","1007417054"
"6","0","0.5","1007417","11","0","103111","ギルドメンバーと一緒にいる時でも\nみんなのように\n楽しそうに笑えない、といいますか。","0","1","1007417055"
"","","","1007417","91","","0","","","","1007417056"
"1","0.2","","1007417","3","","103111","mhp_sit_talk_worry","0","","1007417057"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6108","","0","1007417058"
"6","0","0.5","1007417","11","0","103111","笑顔がきちんとできないと\nやはりよくないでしょうか。","0","1","1007417059"
"","","","1007417","91","","0","","","","1007417060"
"1","0.2","","1007417","3","","103111","mhp_sit_idle_sad","0","","1007417061"
"1","0.2","","1007417","3","","117531","mhp_sit_talk_normal","0","","1007417062"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6109","","0","1007417063"
"6","0","0.5","1007417","11","0","117531","そんなことないわ。\n笑顔ができるからって\nまともな人間とは限らないもの。","0","1","1007417064"
"","","","1007417","91","","0","","","","1007417065"
"1","0.2","","1007417","3","","117531","mhp_sit_talk_joy1","0","","1007417066"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6110","","0","1007417067"
"6","0","0.5","1007417","11","0","117531","ウチのギルドなんてみんな\nニコニコしてるけど、基本ヤバめの\n子たちばかりよ。私を含めて、ね♪","0","1","1007417068"
"","","","1007417","91","","0","","","","1007417069"
"1","0.2","","1007417","3","","117531","mhp_sit_talk_normal","0","","1007417070"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6111","","0","1007417071"
"6","0","0.5","1007417","11","0","117531","それでもみんなすごく魅力的よ\n表情一つじゃ人の良さは判断できないし\nすべきではないわ。","0","1","1007417072"
"","","","1007417","91","","0","","","","1007417073"
"1","0.2","","1007417","3","","117531","mhp_sit_talk_wish","0","","1007417074"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6112","","0","1007417075"
"7","0","0.5","1007417","11","0","117531","あなたのことはまだよく知らないけれど\n笑顔ができないからって\n誤解されるような\n子じゃないってのは分かるわ。","0","1","1007417076"
"","","","1007417","91","","0","","","","1007417077"
"1","0.2","","1007417","3","","117531","mhp_sit_talk_bitter","0","","1007417078"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6113","","0","1007417079"
"6","0","0.5","1007417","11","0","117531","私は医者だから\n人を見る目はあるのよ♪","0","1","1007417080"
"","","","1007417","91","","0","","","","1007417081"
"1","0.2","","1007417","3","","117531","mhp_sit_idle","0","","1007417082"
"1","0.2","","1007417","3","","103111","mhp_sit_talk_wish","0","","1007417083"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6114","","0","1007417084"
"6","0","0.5","1007417","11","0","103111","……お医者さんって\n人生相談もするんですね。","0","1","1007417085"
"","","","1007417","91","","0","","","","1007417086"
"1","0.2","","1007417","3","","103111","mhp_sit_idle_wish","0","","1007417087"
"1","0.2","","1007417","3","","117531","mhp_sit_talk_normal","0","","1007417088"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6115","","0","1007417089"
"6","0","0.5","1007417","11","0","117531","本当は専門外だけど、迷える少年少女の\nカウンセリングくらいはできるわよ。","0","1","1007417090"
"","","","1007417","91","","0","","","","1007417091"
"1","0.2","","1007417","3","","117531","mhp_sit_idle","0","","1007417092"
"1","0.2","","1007417","3","","103111","mhp_sit_talk_normal","0","","1007417093"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6116","","0","1007417094"
"6","0","1","1007417","11","0","103111","……ありがとうございます。\nなんだか心が軽くなった気がします。","0","1","1007417095"
"","","","1007417","91","","0","","","","1007417096"
"","","","1007417","22","","0","0","","","1007417097"
"1","0.2","","1007417","3","","103111","mhp_sit_idle","0","","1007417098"
"0","0.2","","1007417","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007417099"
"","","","1007417","93","","1","","","","1007417100"
"","1","","1007417","32","","111","1","1","","1007417101"
"","1","","1007417","32","","120","1","1","","1007417102"
"","","","1007417","23","","se_10031400","se_10031400_rose","","","1007417103"
"0","0.2","","1007417","3","","117531","mhp_mitsuki_kime","0","","1007417104"
"","","","1007417","93","","1","","","","1007417105"
"","1","","1007417","32","","130","1","1","","1007417106"
"","","","1007417","93","","4","","","","1007417107"
"","1","","1007417","32","","130","0","1","","1007417108"
"","","","1007417","93","","1.2","","","","1007417109"
"0","0.2","","1007417","3","0","117531","mhp_sit_in","1","mhp_sit_idle","1007417110"
"","","","1007417","93","","2","","","","1007417111"
"1","0.2","","1007417","3","","117531","mhp_sit_talk_normal","0","","1007417112"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6117","","0","1007417113"
"5","0","0.5","1007417","11","0","117531","それはよかったわ。それよりあなた\n占いが得意なんでしょう？\nあなたのこと、もっとよく知りたいし\nひとつ占ってくれるかしら？","0","1","1007417114"
"","","","1007417","91","","0","","","","1007417115"
"1","0.2","","1007417","3","","117531","mhp_sit_idle","0","","1007417116"
"1","0.2","","1007417","3","","103111","mhp_sit_talk_wish","0","","1007417117"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6118","","0","1007417118"
"5","0","0.5","1007417","11","0","103111","はい、私も先生のことが知りたいですし\n本気で占わせてもらいますね。","0","1","1007417119"
"","","","1007417","91","","0","","","","1007417120"
"1","0.2","","1007417","3","","103111","mhp_sit_idle_wish","0","","1007417121"
"1","0.2","","1007417","3","","117531","mhp_sit_talk_normal","0","","1007417122"
"0","","","1007417","21","","vo_mhp_1007417","vo_mhp_6119","","0","1007417123"
"4","0","1.5","1007417","11","0","117531","それはうれしいわね。それならその……\nこの先良縁に恵まれるか、とか\nわ、分かったりするかしら？","0","1","1007417124"
"","","","1007417","93","","3","1","","","1007417125"
"1","0.2","","1007417","3","","117531","mhp_mitsuki_sit_shy","0","","1007417126"
"","","","1007417","91","","1007417124","","","","1007417127"
"","","","1007417","22","","0","0","","","1007417128"
"","","","1007417","93","","0.5","0","","","1007417129"
"0","0.2","","1007417","3","0","117631","mhp_yuki_sit_yareyare_in","1","mhp_yuki_sit_yareyare_loop","1007417130"
"","","","1007417","93","","2","0","","","1007417131"
"","","","1007417","91","","0","","","","1007417132"
"100","1.7","mhp_sit_idle_sad","1009011","1","0","1","100931","0","0","1009011001"
"101","1.7","NoItem_sit_idle","1009011","5","0","1","31","0","0","1009011002"
"1","0.2","","1009011","3","","100931","mhp_anna_dark_loop","","","1009011003"
"1","0.2","","1009011","3","","31","mhp_anna_dark_loop","","","1009011004"
"0","","","1009011","21","","vo_mhp","vo_mhp_0301","","0","1009011005"
"3","0","0","1009011","11","0","100931","くっ、頭が…鎮まれ！\nおのれ、また\nどこからか攻撃が…！","0","0","1009011006"
"","","","1009011","91","","0","","","","1009011007"
"100","1.7","mhp_sit_idle","1009012","1","0","1","100931","0","0","1009012001"
"1","0.2","","1009012","3","","100931","mhp_anna_huhu_loop","","","1009012002"
"1","0.2","","1009012","3","","31","NoItem","","","1009012003"
"0","","","1009012","21","","vo_mhp","vo_mhp_0302","","0","1009012004"
"4","0","0","1009012","11","0","100931","一難去ってまた一難\n強者とは常に狙われる\nものだな","0","0","1009012005"
"","","","1009012","91","","0","","","","1009012006"
"100","1.7","mhp_sit_idle","1009013","1","0","1","100931","0","0","1009013001"
"1","0.2","","1009013","3","","100931","mhp_anna_chill_loop","","","1009013002"
"1","0.2","","1009013","3","","31","NoItem","","","1009013003"
"0","","","1009013","21","","vo_mhp","vo_mhp_0303","","0","1009013004"
"5","0","0","1009013","11","0","100931","うぅ、つらい…","0","0","1009013005"
"","","","1009013","91","","0","","","","1009013006"
"100","1.7","mhp_sit_idle_sad","1025011","1","0","1","102511","0","0","1025011001"
"1","0.2","","1025011","3","","102511","mhp_sit_talk_sad","","","1025011002"
"0","","","1025011","21","","vo_mhp","vo_mhp_0201","","0","1025011003"
"5","0","0","1025011","11","0","102511","こんなことで\n診てもらうの\nやっぱり失礼かな…","0","0","1025011004"
"","","","1025011","91","","0","","","","1025011005"
"1","0.2","","1025011","3","","102511","mhp_sit_idle_sad","","","1025011006"
"100","1.7","mhp_sit_idle","1025012","1","0","1","102511","0","0","1025012001"
"1","0.2","","1025012","3","","102511","mhp_sit_talk_joy2","","","1025012002"
"0","","","1025012","21","","vo_mhp","vo_mhp_0202","","0","1025012003"
"5","0","0","1025012","11","0","102511","ミツキ先生すごいなぁ\nあの人ならきっと…！","0","0","1025012004"
"","","","1025012","91","","0","","","","1025012005"
"1","0.2","","1025012","3","","102511","mhp_sit_idle_joy2","","","1025012006"
"100","1.7","mhp_sit_idle","1025013","1","0","1","102511","0","0","1025013001"
"1","0.2","","1025013","3","","102511","mhp_sit_talk_sad2","","","1025013002"
"0","","","1025013","21","","vo_mhp","vo_mhp_0203","","0","1025013003"
"4","0","0","1025013","11","0","102511","今日が最後の診察…\nドジ、治るといいなぁ","0","0","1025013004"
"","","","1025013","91","","0","","","","1025013005"
"1","0.2","","1025013","3","","102511","mhp_sit_idle_sad2","","","1025013006"
"100","1.7","mhp_sit_idle","1031011","1","0","1","103111","0","0","1031011001"
"1","0.2","","1031011","3","","103111","mhp_sit_talk_sad","","","1031011002"
"0","","","1031011","21","","vo_mhp","vo_mhp_0601","","0","1031011003"
"5","0","0","1031011","11","0","103111","イヤな予感がする…\nお父さん、迷惑\nかけなければいいけど","0","0","1031011004"
"","","","1031011","91","","0","","","","1031011005"
"1","0.2","","1031011","3","","103111","mhp_sit_idle_sad","","","1031011006"
"100","1.7","mhp_sit_idle","1031012","1","0","1","103111","0","0","1031012001"
"1","0.2","","1031012","3","","103111","mhp_sit_talk_wish","","","1031012002"
"0","","","1031012","21","","vo_mhp","vo_mhp_0602","","0","1031012003"
"4","0","0","1031012","11","0","103111","あの先生、素敵な\n人だった…\n少し話してみたいかも","0","0","1031012004"
"","","","1031012","91","","0","","","","1031012005"
"1","0.2","","1031012","3","","103111","mhp_sit_idle_wish","","","1031012006"
"100","1.7","mhp_sit_idle","1044011","1","0","1","104431","0","0","1044011001"
"1","0.2","","1044011","3","","104431","mhp_sit_talk_thinking","","","1044011002"
"0","","","1044011","21","","vo_mhp","vo_mhp_0501","","0","1044011003"
"5","0","0","1044011","11","0","104431","さて、名医とやらの\nお手並み拝見じゃ！","0","0","1044011004"
"","","","1044011","91","","0","","","","1044011005"
"1","0.2","","1044011","3","","104431","mhp_sit_idle_thinking","","","1044011006"
"100","1.7","mhp_sit_idle","1044012","1","0","1","104431","0","0","1044012001"
"1","0.2","","1044012","3","","104431","mhp_sit_talk_sad","","","1044012002"
"0","","","1044012","21","","vo_mhp","vo_mhp_0502","","0","1044012003"
"6","0","0","1044012","11","0","104431","落ち着け…\n気をしっかり\n保つのじゃ…","0","0","1044012004"
"","","","1044012","91","","0","","","","1044012005"
"1","0.2","","1044012","3","","104431","mhp_sit_idle_sad","","","1044012006"
"100","1.7","mhp_sit_idle","1044013","1","0","1","104431","0","0","1044013001"
"1","0.2","","1044013","3","","104431","mhp_sit_talk_memory","","","1044013002"
"0","","","1044013","21","","vo_mhp","vo_mhp_0503","","0","1044013003"
"4","0","0","1044013","11","0","104431","もうすぐあやつが\n我がものに…くくく\n待っておれよ！","0","0","1044013004"
"","","","1044013","91","","0","","","","1044013005"
"1","0.2","","1044013","3","","104431","mhp_sit_idle_memory","","","1044013006"
