ee8bf8322b5f8d4da5dd691d1daf4c860e800b08321041d7b48884846deaa99d,0f5558338b9b95c4b038c3ba0f06e90b58d718ee9a24692c21e7d1da9270e0f1,e9a18f7d45fe792a44e1e1c8f6e88986b1c6770a67f5ea075741a2e041782f54,e59e0803e69923d5e2a6775e3008710fd9f0f305be3c70acc29fdb95a46d402a,ae21887dfdfb7b2b45ce338663b626546738df80473bef6a5b45e65142197b99,bde50896f43ecf88fb83031bf3f7361947c5bf2795643db8852e67177dfc7351,5828834fd89bfd22f13b943113a732373df2dc6b9f32e94d7ae08844a9f845bc,bbe83ca60a5a7f5be8e5196f787a76467908fe064cd2d3160ff4e333bccbf87f,f3c251bb771239b370a37f6717d6bd823630046ba03fcfa0b4e74449f6d86719,56ccd95f8880ab6c2c7884ec99dc81b63aaa6fc2c93b37d381d897d927aec56a,f5cd5685bf82a3ad3d194f6b2d60497891c7e8f3494c1093a3f47eb69cded870
"4","1000002","","","","1","","","40152","1401520083",""
"3","1000002","","0","","travel_topdrama_r_4013_runaway","1","","40152","1401520084",""
"3","1000003","","0.1","","travel_topdrama_r_4000_run_normal","1","","40152","1401520085",""
"23","se_travel_top","","","","se_travel_top_aruma_08","","","40152","1401520086",""
"4","8","","","","1","","0","40152","1401520087",""
"2","8","","","2.5","-1600","-195","0","40152","1401520088",""
"3","8","","0","","travel_topdrama_r_4013_runaway_2","1","","40152","1401520089",""
"2","1000002","","","2.5","-1600","-195","0","40152","1401520090",""
"2","1000003","","","1.4","-20","-195","0","40152","1401520091",""
"93","1.4","","","","0","","","40152","1401520092",""
"3","1000003","0.3","0.2","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_3","0","1","40152","1401520093",""
"32","401311","","","","1","","","40152","1401520094",""
"93","1","","","","0","","","40152","1401520095",""
"3","7","","0","","travel_topdrama_r_4013_danger_3_in","0","","40152","1401520096",""
"93","2.16","","","","0","","","40152","1401520097",""
"32","4013042","","","","1","","","40152","1401520098",""
"93","0.54","","","","0","","","40152","1401520099",""
"3","1000003","","0.3","","travel_topdrama_r_4013_touch_loop","1","","40152","1401520100",""
"93","1.07","","","","0","","","40152","1401520101",""
"3","7","0.1","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_danger_3_safe","0","1","40152","1401520102",""
"32","401315","","","","1","","","40152","1401520103",""
"23","se_travel_top","","","","se_travel_top_aruma_15","","","40152","1401520104",""
"93","0.83","","","","0","","","40152","1401520105",""
"32","401316","","","","1","","","40152","1401520106",""
"93","1.2","","","","0","","","40152","1401520107",""
"4","8","","","","0","","0","40152","1401520108",""
"2","8","","","0","-20","-195","0","40152","1401520109",""
"3","8","","0","","travel_topdrama_r_4013_catch_3","0","","40152","1401520110",""
"23","se_travel_top","","","","se_travel_top_aruma_16","","","40152","1401520111",""
"32","4013133","","","","1","","","40152","1401520112",""
"3","1000003","0","0.1","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","0","1","40152","1401520113",""
"93","0.66","","","","0","","","40152","1401520114",""
"32","4013123","","","","1","","","40152","1401520115",""
"23","se_travel_top","","","","se_travel_top_aruma_17","","","40152","1401520116",""
"93","0.97","","","","0","","","40152","1401520117",""
"4","1000003","","","","1","","","40152","1401520118",""
"3","1000003","","0","","travel_topdrama_r_4013_runaway","1","","40152","1401520119",""
"23","se_travel_top","","","","se_travel_top_aruma_08","","","40152","1401520120",""
"4","8","","","","1","","0","40152","1401520121",""
"2","8","","","2.5","-1600","-195","0","40152","1401520122",""
"3","8","","0","","travel_topdrama_r_4013_runaway_3","1","","40152","1401520123",""
"2","1000003","","","2.5","-1600","-195","0","40152","1401520124",""
"93","1","","","","0","","","40152","1401520125",""
"111","0","","","","","","","40152","1401520126",""
"91","0","","","","","","","40152","1401520127",""
"31","401600","","1","0","401600","0","1","40161","1401610001",""
"5","0","0","1","0","0","110","-77","40161","1401610002","normal"
"91","0","","","","0","","","40161","1401610003",""
"1","1","0","1.75","-134","1000001","50","-184","40162","1401620001","travel_topdrama_r_4016_look_in"
"1","1","1","1.75","134","1000002","55","-184","40162","1401620002","travel_topdrama_r_4016_look_in"
"5","19","0","1","-7","401699","30","-310","40162","1401620003","static"
"5","26","0","1","-7","401698","70","-310","40162","1401620004","empty"
"31","401601","","1","0","401601","0","1","40162","1401620005",""
"31","401602","","1","0","401602","0","1","40162","1401620006",""
"31","401603","","0","0","401603","0","1","40162","1401620007",""
"31","401605","","0","0","401605","0","1","40162","1401620008",""
"31","401606","","0","0","401606","0","1","40162","1401620009",""
"31","401607","","0","0","401607","0","1","40162","1401620010",""
"31","401608","","0","0","401608","0","1","40162","1401620011",""
"31","401609","","0","0","401609","0","1","40162","1401620012",""
"31","400016","","0","0","400016","0","1","40162","1401620013",""
"31","401620","","1","0","401620","0","1","40162","1401620014",""
"91","0","","","","","","","40162","1401620015",""
"32","400016","","","","1","","","40162","1401620016",""
"32","401603","","","","1","","","40162","1401620017",""
"32","401606","","","","1","","","40162","1401620018",""
"3","1000001","","0","","travel_topdrama_r_4016_look_out","0","","40162","1401620019",""
"3","1000002","","0","","travel_topdrama_r_4016_look_out","0","","40162","1401620020",""
"3","401699","","0","","start","0","","40162","1401620021",""
"93","1.7","","","","0","","","40162","1401620022",""
"3","1000002","0","0.2","travel_topdrama_r_4016_jump_surprise","travel_topdrama_r_4016_hop_R","0","0","40162","1401620023",""
"91","1401620019","","","","","","","40162","1401620024",""
"3","1000001","0","0.2","travel_topdrama_r_4016_jump_normal","travel_topdrama_r_4016_hop_L","0","1","40162","1401620025",""
"91","1401620021","","","","","","","40162","1401620026",""
"3","401699","","0","","bound","1","","40162","1401620027",""
"91","1401620023","","","","","","","40162","1401620028",""
"3","1000002","","0.2","","travel_topdrama_r_4016_jump_normal","1","","40162","1401620029",""
"3","401699","","0.2","","bound","1","","40162","1401620030",""
"93","4.6","","","","0","","","40162","1401620031",""
"3","401699","0","0","idle","jump","0","1","40162","1401620032",""
"3","401698","","0","","rock_1","0","","40162","1401620033",""
"122","10","","","","10","0.3","","40162","1401620034",""
"32","401607","","","","1","","","40162","1401620035",""
"23","se_travel_top","","","","se_travel_top_mandragora_06","0","","40162","1401620036",""
"3","1000001","","0","","travel_topdrama_r_4016_bounce_normal_L","0","","40162","1401620037",""
"93","0.2","","","","0","","","40162","1401620038",""
"3","1000002","","0","","travel_topdrama_r_4016_bounce_normal_R","0","","40162","1401620039",""
"32","401605","","","","1","","","40162","1401620040",""
"93","0.7","","","","0","","","40162","1401620041",""
"122","10","","","","10","0.3","","40162","1401620042",""
"23","se_travel_top","","","","se_travel_top_mandragora_07","0","","40162","1401620043",""
"23","se_travel_top","","","","se_travel_top_mandragora_08","0","","40162","1401620044",""
"91","1401620037","","","","0","","","40162","1401620045",""
"3","1000001","","0","","travel_topdrama_r_4016_run","0","","40162","1401620046",""
"3","1000002","","0","","travel_topdrama_r_4016_run","0","","40162","1401620047",""
"32","401608","","","","1","","","40162","1401620048",""
"32","401609","","","","1","","","40162","1401620049",""
"93","2.13","","","","0","","","40162","1401620050",""
"111","","","","","","","","40162","1401620051",""
"91","0","","","","","","","40162","1401620052",""
"31","401700","","1","0","401700","0","1","40171","1401710001",""
"5","0","0","1","0","0","110","-77","40171","1401710002","normal"
"91","0","","","","0","","","40171","1401710003",""
"1","1","0","1.75","-134","1000001","50","-184","40172","1401720001","travel_topdrama_r_4016_look_in"
"1","1","1","1.75","134","1000002","55","-184","40172","1401720002","travel_topdrama_r_4016_look_in"
"5","19","0","1","-7","401799","30","-310","40172","1401720003","static"
"31","401701","","1","0","401701","0","1","40172","1401720004",""
"31","401702","","1","0","401702","0","1","40172","1401720005",""
"31","401703","","0","0","401703","0","1","40172","1401720006",""
"31","401705","","0","0","401705","0","1","40172","1401720007",""
"31","401706","","0","0","401706","0","1","40172","1401720008",""
"31","401707","","0","0","401707","0","1","40172","1401720009",""
"31","401708","","0","0","401708","0","1","40172","1401720010",""
"31","400017","","0","0","400017","0","1","40172","1401720011",""
"31","401720","","1","0","401720","0","1","40172","1401720012",""
"91","0","","","","","","","40172","1401720013",""
"32","400017","","","","1","","","40172","1401720014",""
"32","401703","","","","1","","","40172","1401720015",""
"32","401706","","","","1","","","40172","1401720016",""
"3","1000001","","0","","travel_topdrama_r_4016_look_out","0","","40172","1401720017",""
"3","1000002","","0","","travel_topdrama_r_4016_look_out","0","","40172","1401720018",""
"3","401799","","0","","start","0","","40172","1401720019",""
"93","1.7","","","","0","","","40172","1401720020",""
"3","1000002","0","0.2","travel_topdrama_r_4016_jump_surprise","travel_topdrama_r_4016_hop_R","0","0","40172","1401720021",""
"91","1401720017","","","","","","","40172","1401720022",""
"3","1000001","0","0.2","travel_topdrama_r_4016_jump_normal","travel_topdrama_r_4016_hop_L","0","1","40172","1401720023",""
"91","1401720019","","","","","","","40172","1401720024",""
"3","401799","","0","","bound","1","","40172","1401720025",""
"91","1401720021","","","","","","","40172","1401720026",""
"3","1000002","","0.2","","travel_topdrama_r_4016_jump_normal","1","","40172","1401720027",""
"3","401799","","0.2","","bound2","1","","40172","1401720028",""
"93","2.5","","","","0","","","40172","1401720029",""
"32","401707","","","","1","","","40172","1401720030",""
"93","1.4","","","","0","","","40172","1401720031",""
"3","1000002","0","0.1","travel_topdrama_r_4016_jump_dreamy_loop","travel_topdrama_r_4016_jump_dreamy_in","0","1","40172","1401720032",""
"3","401799","","0.2","","bound2","1","","40172","1401720033",""
"93","0.66","","","","0","","","40172","1401720034",""
"3","1000001","0","0.1","travel_topdrama_r_4016_jump_dreamy_loop","travel_topdrama_r_4016_jump_dreamy_in","0","1","40172","1401720035",""
"93","2.2","","","","0","","","40172","1401720036",""
"32","401708","","","","1","","","40172","1401720037",""
"93","2.5","","","","0","","","40172","1401720038",""
"32","401705","","","","1","","","40172","1401720039",""
"93","2.3","","","","0","","","40172","1401720040",""
"111","","","","","","","","40172","1401720041",""
"91","0","","","","","","","40172","1401720042",""
"31","401800","","1","0","401800","0","1","40181","1401810001",""
"5","0","0","1","0","0","110","-77","40181","1401810002","normal"
"91","0","","","","0","","","40181","1401810003",""
"1","1","0","1.75","-134","1000001","50","-184","40182","1401820001","travel_topdrama_r_4016_look_in"
"1","1","1","1.75","134","1000002","55","-184","40182","1401820002","travel_topdrama_r_4016_look_in"
"5","19","0","1","-7","401899","30","-310","40182","1401820003","static"
"5","26","0","1","-7","401898","70","-310","40182","1401820004","empty"
"31","401801","","1","0","401801","0","1","40182","1401820005",""
"31","401802","","1","0","401802","0","1","40182","1401820006",""
"31","401803","","0","0","401803","0","1","40182","1401820007",""
"31","401804","","0","0","401804","0","1","40182","1401820008",""
"31","401805","","0","0","401805","0","1","40182","1401820009",""
"31","401806","","0","0","401806","0","1","40182","1401820010",""
"31","401807","","0","0","401807","0","1","40182","1401820011",""
"31","401808","","0","0","401808","0","1","40182","1401820012",""
"31","401809","","0","0","401809","0","1","40182","1401820013",""
"31","401810","","0","0","401810","0","1","40182","1401820014",""
"31","400018","","0","0","400018","0","1","40182","1401820015",""
"31","401820","","1","0","401820","0","1","40182","1401820016",""
"91","0","","","","","","","40182","1401820017",""
"32","400018","","","","1","","","40182","1401820018",""
"32","401803","","","","1","","","40182","1401820019",""
"32","401804","","","","1","","","40182","1401820020",""
"32","401806","","","","1","","","40182","1401820021",""
"3","1000001","","0","","travel_topdrama_r_4016_look_out","0","","40182","1401820022",""
"3","1000002","","0","","travel_topdrama_r_4016_look_out","0","","40182","1401820023",""
"3","401899","","0","","start","0","","40182","1401820024",""
"93","1.7","","","","0","","","40182","1401820025",""
"3","1000002","0","0.2","travel_topdrama_r_4016_jump_surprise","travel_topdrama_r_4016_hop_R","0","0","40182","1401820026",""
"91","1401820022","","","","","","","40182","1401820027",""
"3","1000001","0","0.2","travel_topdrama_r_4016_jump_normal","travel_topdrama_r_4016_hop_L","0","1","40182","1401820028",""
"91","1401820024","","","","","","","40182","1401820029",""
"3","401899","","0","","bound","1","","40182","1401820030",""
"91","1401820026","","","","","","","40182","1401820031",""
"3","1000002","","0.2","","travel_topdrama_r_4016_jump_normal","1","","40182","1401820032",""
"3","401899","","0.2","","bound2","1","","40182","1401820033",""
"93","2.5","","","","0","","","40182","1401820034",""
"32","401807","","","","1","","","40182","1401820035",""
"93","0.1","","","","0","","","40182","1401820036",""
"23","se_travel_top","","","","se_travel_top_mandragora_20","0","","40182","1401820037",""
"93","1.3","","","","0","","","40182","1401820038",""
"3","1000002","0","0.1","travel_topdrama_r_4016_jump_dreamy_loop","travel_topdrama_r_4016_jump_dreamy_in","0","1","40182","1401820039",""
"3","401899","","0.2","","bound2","1","","40182","1401820040",""
"93","0.66","","","","0","","","40182","1401820041",""
"3","1000001","0","0.1","travel_topdrama_r_4016_jump_dreamy_loop","travel_topdrama_r_4016_jump_dreamy_in","0","1","40182","1401820042",""
"93","2.07","","","","0","","","40182","1401820043",""
"23","se_travel_top","","","","se_travel_top_mandragora_21","0","","40182","1401820044",""
"93","0.13","","","","0","","","40182","1401820045",""
"32","401808","","","","1","","","40182","1401820046",""
"93","0.1","","","","0","","","40182","1401820047",""
"3","401899","","0","","omen","1","","40182","1401820048",""
"91","0","","","","0","","","40182","1401820049",""
"3","401899","0","0","dance_loop","dance_in","0","1","40182","1401820050",""
"3","401898","","0","","rock_2","0","","40182","1401820051",""
"122","10","","","","10","0.3","","40182","1401820052",""
"32","401809","","","","1","","","40182","1401820053",""
"23","se_travel_top","","","","se_travel_top_mandragora_06","0","","40182","1401820054",""
"3","1000002","0","0","travel_topdrama_r_4016_dance","travel_topdrama_r_4016_bounce_dreamy_R","0","1","40182","1401820055",""
"93","0.2","","","","0","","","40182","1401820056",""
"3","1000001","0","0","travel_topdrama_r_4016_dance","travel_topdrama_r_4016_bounce_dreamy_L","0","1","40182","1401820057",""
"93","0.6","","","","0","","","40182","1401820058",""
"122","10","","","","10","0.3","","40182","1401820059",""
"23","se_travel_top","","","","se_travel_top_mandragora_07","0","","40182","1401820060",""
"93","0","","","","0","","","40182","1401820061",""
"32","401810","","","","1","","","40182","1401820062",""
"93","0.75","","","","0","","","40182","1401820063",""
"23","se_travel_top","","","","se_travel_top_mandragora_22","0","","40182","1401820064",""
