f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425
"","","40142","0","","","111","1401420121","","",""
"","","40142","0","","","91","1401420122","","",""
"","","40151","401300","401300","0.65","31","1401510001","0","-55","1"
"0","normal","40151","0","0","-73","5","1401510002","55","0","1"
"","","40151","0","0","","91","1401510003","","",""
"0","travel_topdrama_r_4000_idle","40152","1","1000001","-195","1","1401520001","56","-20","1.75"
"0","travel_topdrama_r_4000_idle","40152","1","1000002","-140","1","1401520002","55","-260","1.75"
"0","travel_topdrama_r_4000_idle","40152","1","1000003","-140","1","1401520003","54","-450","1.75"
"0","travel_topdrama_r_4013_static","40152","7","7","-150","5","1401520004","53","435","1"
"0","travel_topdrama_r_4013_catch_1","40152","8","8","-2000","5","1401520005","57","-2000","1.75"
"","","40152","401301","401301","1","31","1401520006","0","0","1"
"","","40152","401303","401303","1","31","1401520007","0","0","1"
"","","40152","401304","401304","1","31","1401520008","40","78","0"
"","","40152","401304","4013042","1","31","1401520009","40","78","0"
"","","40152","401315","401315","1","31","1401520010","40","78","0"
"","","40152","401316","401316","1","31","1401520011","27","103","0"
"","","40152","401307","401307","0.8","31","1401520012","36","188","0"
"","","40152","401309","401309","1","31","1401520013","120","-15","0"
"","","40152","401310","401310","1","31","1401520014","120","-15","0"
"","","40152","401311","401311","1","31","1401520015","120","-10","0"
"","","40152","401312","401312","1","31","1401520016","-42","-91","0"
"","","40152","401312","4013122","1","31","1401520017","-42","-91","0"
"","","40152","401312","4013123","1","31","1401520018","-42","-81","0"
"","","40152","401313","401313","1","31","1401520019","0","0","0"
"","","40152","401313","4013132","1","31","1401520020","0","0","0"
"","","40152","401313","4013133","1","31","1401520021","0","0","0"
"","","40152","400015","401500","1","31","1401520022","0","0","1"
"","","40152","0","0","","91","1401520023","","",""
"","","40152","1","0","","93","1401520024","","",""
"0.3","","40152","1000001","travel_topdrama_r_4013_touch_1","1","3","1401520025","0","travel_topdrama_r_4013_touch_loop","0.2"
"","","40152","se_travel_top","se_travel_top_aruma_01","","23","1401520026","","",""
"","","40152","401309","1","","32","1401520027","","",""
"","","40152","1","0","","93","1401520028","","",""
"","","40152","7","travel_topdrama_r_4013_danger_1","","3","1401520029","0","","0"
"","","40152","1.63","0","","93","1401520030","","",""
"","","40152","se_travel_top","se_travel_top_aruma_04","","23","1401520031","","",""
"","","40152","0.04","0","","93","1401520032","","",""
"","","40152","1000001","travel_topdrama_r_4013_touch_loop","","3","1401520033","1","","0.3"
"","","40152","0.4","0","","93","1401520034","","",""
"","","40152","se_travel_top","se_travel_top_aruma_05","","23","1401520035","","",""
"","","40152","0.83","0","","93","1401520036","","",""
"","","40152","8","-20","0","2","1401520037","-195","0",""
"","","40152","8","travel_topdrama_r_4013_catch_1","","3","1401520038","0","","0"
"","","40152","se_travel_top","se_travel_top_aruma_06","","23","1401520039","","",""
"0.1","","40152","7","travel_topdrama_r_4013_safe","0","3","1401520040","0","travel_topdrama_r_4013_static","0.1"
"","","40152","1000001","travel_topdrama_r_4013_catch","","3","1401520041","0","","0.1"
"","","40152","401313","1","","32","1401520042","","",""
"","","40152","0.66","0","","93","1401520043","","",""
"","","40152","401312","1","","32","1401520044","","",""
"","","40152","se_travel_top","se_travel_top_aruma_07","","23","1401520045","","",""
"","","40152","0.97","0","","93","1401520046","","",""
"","","40152","1000001","1","","4","1401520047","","",""
"","","40152","1000001","travel_topdrama_r_4013_runaway","","3","1401520048","1","","0"
"","","40152","1000002","travel_topdrama_r_4000_run_normal","","3","1401520049","1","","0.1"
"","","40152","1000003","travel_topdrama_r_4000_run_normal","","3","1401520050","1","","0.1"
"","","40152","se_travel_top","se_travel_top_aruma_08","","23","1401520051","","",""
"","","40152","8","1","0","4","1401520052","","",""
"","","40152","8","-1600","0","2","1401520053","-195","2.5",""
"","","40152","8","travel_topdrama_r_4013_runaway_1","1","3","1401520054","1","","0"
"","","40152","1000001","-1600","0","2","1401520055","-195","2.5",""
"","","40152","1000002","-20","0","2","1401520056","-195","1.4",""
"","","40152","1000003","-215","0","2","1401520057","-140","1.4",""
"","","40152","1.4","0","","93","1401520058","","",""
"","","40152","401310","1","","32","1401520059","","",""
"0.3","","40152","1000002","travel_topdrama_r_4013_touch_2","1","3","1401520060","0","travel_topdrama_r_4013_touch_loop","0.2"
"","","40152","1000003","travel_topdrama_r_4000_idle","","3","1401520061","1","","0.2"
"","","40152","1","0","","93","1401520062","","",""
"","","40152","7","travel_topdrama_r_4013_danger_2","","3","1401520063","0","","0"
"","","40152","1.67","0","","93","1401520064","","",""
"","","40152","401304","1","","32","1401520065","","",""
"","","40152","se_travel_top","se_travel_top_aruma_10","","23","1401520066","","",""
"","","40152","0.3","0","","93","1401520067","","",""
"","","40152","1000002","travel_topdrama_r_4013_touch_loop","","3","1401520068","1","","0.3"
"","","40152","0.2","0","","93","1401520069","","",""
"","","40152","se_travel_top","se_travel_top_aruma_05","","23","1401520070","","",""
"","","40152","0.83","0","","93","1401520071","","",""
"","","40152","8","0","0","4","1401520072","","",""
"","","40152","8","-20","0","2","1401520073","-195","0",""
"","","40152","8","travel_topdrama_r_4013_catch_2","","3","1401520074","0","","0"
"","","40152","se_travel_top","se_travel_top_aruma_11","","23","1401520075","","",""
"0.1","","40152","7","travel_topdrama_r_4013_safe","0","3","1401520076","0","travel_topdrama_r_4013_static","0.1"
"0","","40152","1000002","travel_topdrama_r_4013_catch","1","3","1401520077","0","travel_topdrama_r_4013_runaway","0.1"
"","","40152","4013132","1","","32","1401520078","","",""
"","","40152","0.66","0","","93","1401520079","","",""
"","","40152","4013122","1","","32","1401520080","","",""
"","","40152","se_travel_top","se_travel_top_aruma_12","","23","1401520081","","",""
"","","40152","0.97","0","","93","1401520082","","",""
"","","40152","1000002","1","","4","1401520083","","",""
"","","40152","1000002","travel_topdrama_r_4013_runaway","","3","1401520084","1","","0"
"","","40152","1000003","travel_topdrama_r_4000_run_normal","","3","1401520085","1","","0.1"
"","","40152","se_travel_top","se_travel_top_aruma_08","","23","1401520086","","",""
"","","40152","8","1","0","4","1401520087","","",""
"","","40152","8","-1600","0","2","1401520088","-195","2.5",""
"","","40152","8","travel_topdrama_r_4013_runaway_2","","3","1401520089","1","","0"
"","","40152","1000002","-1600","0","2","1401520090","-195","2.5",""
"","","40152","1000003","-20","0","2","1401520091","-195","1.4",""
"","","40152","1.4","0","","93","1401520092","","",""
"0.3","","40152","1000003","travel_topdrama_r_4013_touch_3","1","3","1401520093","0","travel_topdrama_r_4013_touch_loop","0.2"
"","","40152","401311","1","","32","1401520094","","",""
"","","40152","1","0","","93","1401520095","","",""
"","","40152","7","travel_topdrama_r_4013_danger_3_in","","3","1401520096","0","","0"
"","","40152","2.16","0","","93","1401520097","","",""
"","","40152","4013042","1","","32","1401520098","","",""
"","","40152","0.54","0","","93","1401520099","","",""
"","","40152","1000003","travel_topdrama_r_4013_touch_loop","","3","1401520100","1","","0.3"
"","","40152","1.07","0","","93","1401520101","","",""
"0.1","","40152","7","travel_topdrama_r_4013_danger_3_safe","1","3","1401520102","0","travel_topdrama_r_4013_static","0.1"
"","","40152","401315","1","","32","1401520103","","",""
"","","40152","se_travel_top","se_travel_top_aruma_15","","23","1401520104","","",""
"","","40152","0.83","0","","93","1401520105","","",""
"","","40152","401316","1","","32","1401520106","","",""
"","","40152","1.2","0","","93","1401520107","","",""
"","","40152","8","0","0","4","1401520108","","",""
"","","40152","8","-20","0","2","1401520109","-195","0",""
"","","40152","8","travel_topdrama_r_4013_catch_3","","3","1401520110","0","","0"
"","","40152","se_travel_top","se_travel_top_aruma_16","","23","1401520111","","",""
"","","40152","4013133","1","","32","1401520112","","",""
"0","","40152","1000003","travel_topdrama_r_4013_catch","1","3","1401520113","0","travel_topdrama_r_4013_runaway","0.1"
"","","40152","0.66","0","","93","1401520114","","",""
"","","40152","4013123","1","","32","1401520115","","",""
"","","40152","se_travel_top","se_travel_top_aruma_17","","23","1401520116","","",""
"","","40152","0.97","0","","93","1401520117","","",""
"","","40152","1000003","1","","4","1401520118","","",""
"","","40152","1000003","travel_topdrama_r_4013_runaway","","3","1401520119","1","","0"
"","","40152","se_travel_top","se_travel_top_aruma_08","","23","1401520120","","",""
"","","40152","8","1","0","4","1401520121","","",""
"","","40152","8","-1600","0","2","1401520122","-195","2.5",""
"","","40152","8","travel_topdrama_r_4013_runaway_3","","3","1401520123","1","","0"
"","","40152","1000003","-1600","0","2","1401520124","-195","2.5",""
"","","40152","1","0","","93","1401520125","","",""
"","","40152","0","","","111","1401520126","","",""
"","","40152","0","","","91","1401520127","","",""
"","","40161","401600","401600","1","31","1401610001","0","0","1"
"0","normal","40161","0","0","-77","5","1401610002","110","0","1"
"","","40161","0","0","","91","1401610003","","",""
"0","travel_topdrama_r_4016_look_in","40162","1","1000001","-184","1","1401620001","50","-134","1.75"
"1","travel_topdrama_r_4016_look_in","40162","1","1000002","-184","1","1401620002","55","134","1.75"
"0","static","40162","19","401699","-310","5","1401620003","30","-7","1"
"0","empty","40162","26","401698","-310","5","1401620004","70","-7","1"
"","","40162","401601","401601","1","31","1401620005","0","0","1"
"","","40162","401602","401602","1","31","1401620006","0","0","1"
"","","40162","401603","401603","1","31","1401620007","0","0","0"
"","","40162","401605","401605","1","31","1401620008","0","0","0"
"","","40162","401606","401606","1","31","1401620009","0","0","0"
"","","40162","401607","401607","1","31","1401620010","0","0","0"
"","","40162","401608","401608","1","31","1401620011","0","0","0"
"","","40162","401609","401609","1","31","1401620012","0","0","0"
"","","40162","400016","400016","1","31","1401620013","0","0","0"
"","","40162","401620","401620","1","31","1401620014","0","0","1"
"","","40162","0","","","91","1401620015","","",""
"","","40162","400016","1","","32","1401620016","","",""
"","","40162","401603","1","","32","1401620017","","",""
"","","40162","401606","1","","32","1401620018","","",""
"","","40162","1000001","travel_topdrama_r_4016_look_out","","3","1401620019","0","","0"
"","","40162","1000002","travel_topdrama_r_4016_look_out","","3","1401620020","0","","0"
"","","40162","401699","start","","3","1401620021","0","","0"
"","","40162","1.7","0","","93","1401620022","","",""
"0","","40162","1000002","travel_topdrama_r_4016_hop_R","0","3","1401620023","0","travel_topdrama_r_4016_jump_surprise","0.2"
"","","40162","1401620019","","","91","1401620024","","",""
"0","","40162","1000001","travel_topdrama_r_4016_hop_L","1","3","1401620025","0","travel_topdrama_r_4016_jump_normal","0.2"
"","","40162","1401620021","","","91","1401620026","","",""
"","","40162","401699","bound","","3","1401620027","1","","0"
"","","40162","1401620023","","","91","1401620028","","",""
"","","40162","1000002","travel_topdrama_r_4016_jump_normal","","3","1401620029","1","","0.2"
"","","40162","401699","bound","","3","1401620030","1","","0.2"
"","","40162","4.6","0","","93","1401620031","","",""
"0","","40162","401699","jump","1","3","1401620032","0","idle","0"
"","","40162","401698","rock_1","","3","1401620033","0","","0"
"","","40162","10","10","","122","1401620034","0.3","",""
"","","40162","401607","1","","32","1401620035","","",""
"","","40162","se_travel_top","se_travel_top_mandragora_06","","23","1401620036","0","",""
"","","40162","1000001","travel_topdrama_r_4016_bounce_normal_L","","3","1401620037","0","","0"
"","","40162","0.2","0","","93","1401620038","","",""
"","","40162","1000002","travel_topdrama_r_4016_bounce_normal_R","","3","1401620039","0","","0"
"","","40162","401605","1","","32","1401620040","","",""
"","","40162","0.7","0","","93","1401620041","","",""
"","","40162","10","10","","122","1401620042","0.3","",""
"","","40162","se_travel_top","se_travel_top_mandragora_07","","23","1401620043","0","",""
"","","40162","se_travel_top","se_travel_top_mandragora_08","","23","1401620044","0","",""
"","","40162","1401620037","0","","91","1401620045","","",""
"","","40162","1000001","travel_topdrama_r_4016_run","","3","1401620046","0","","0"
"","","40162","1000002","travel_topdrama_r_4016_run","","3","1401620047","0","","0"
"","","40162","401608","1","","32","1401620048","","",""
"","","40162","401609","1","","32","1401620049","","",""
"","","40162","2.13","0","","93","1401620050","","",""
"","","40162","","","","111","1401620051","","",""
"","","40162","0","","","91","1401620052","","",""
"","","40171","401700","401700","1","31","1401710001","0","0","1"
"0","normal","40171","0","0","-77","5","1401710002","110","0","1"
"","","40171","0","0","","91","1401710003","","",""
"0","travel_topdrama_r_4016_look_in","40172","1","1000001","-184","1","1401720001","50","-134","1.75"
"1","travel_topdrama_r_4016_look_in","40172","1","1000002","-184","1","1401720002","55","134","1.75"
"0","static","40172","19","401799","-310","5","1401720003","30","-7","1"
"","","40172","401701","401701","1","31","1401720004","0","0","1"
"","","40172","401702","401702","1","31","1401720005","0","0","1"
"","","40172","401703","401703","1","31","1401720006","0","0","0"
"","","40172","401705","401705","1","31","1401720007","0","0","0"
"","","40172","401706","401706","1","31","1401720008","0","0","0"
"","","40172","401707","401707","1","31","1401720009","0","0","0"
"","","40172","401708","401708","1","31","1401720010","0","0","0"
"","","40172","400017","400017","1","31","1401720011","0","0","0"
"","","40172","401720","401720","1","31","1401720012","0","0","1"
"","","40172","0","","","91","1401720013","","",""
"","","40172","400017","1","","32","1401720014","","",""
"","","40172","401703","1","","32","1401720015","","",""
"","","40172","401706","1","","32","1401720016","","",""
"","","40172","1000001","travel_topdrama_r_4016_look_out","","3","1401720017","0","","0"
"","","40172","1000002","travel_topdrama_r_4016_look_out","","3","1401720018","0","","0"
