268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997,682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce
"","0","40152","","93","","","0.83","","","1401520071"
"","0","40152","","4","","0","8","","","1401520072"
"","-20","40152","","2","0","0","8","","-195","1401520073"
"","travel_topdrama_r_4013_catch_2","40152","0","3","","","8","","0","1401520074"
"","se_travel_top_aruma_11","40152","","23","","","se_travel_top","","","1401520075"
"0.1","travel_topdrama_r_4013_safe","40152","0.1","3","travel_topdrama_r_4013_static","0","7","","0","1401520076"
"0","travel_topdrama_r_4013_catch","40152","0.1","3","travel_topdrama_r_4013_runaway","1","1000002","","0","1401520077"
"","1","40152","","32","","","4013132","","","1401520078"
"","0","40152","","93","","","0.66","","","1401520079"
"","1","40152","","32","","","4013122","","","1401520080"
"","se_travel_top_aruma_12","40152","","23","","","se_travel_top","","","1401520081"
"","0","40152","","93","","","0.97","","","1401520082"
"","1","40152","","4","","","1000002","","","1401520083"
"","travel_topdrama_r_4013_runaway","40152","0","3","","","1000002","","1","1401520084"
"","travel_topdrama_r_4000_run_normal","40152","0.1","3","","","1000003","","1","1401520085"
"","se_travel_top_aruma_08","40152","","23","","","se_travel_top","","","1401520086"
"","1","40152","","4","","0","8","","","1401520087"
"","-1600","40152","","2","2.5","0","8","","-195","1401520088"
"","travel_topdrama_r_4013_runaway_2","40152","0","3","","","8","","1","1401520089"
"","-1600","40152","","2","2.5","0","1000002","","-195","1401520090"
"","-20","40152","","2","1.4","0","1000003","","-195","1401520091"
"","0","40152","","93","","","1.4","","","1401520092"
"0.3","travel_topdrama_r_4013_touch_3","40152","0.2","3","travel_topdrama_r_4013_touch_loop","1","1000003","","0","1401520093"
"","1","40152","","32","","","401311","","","1401520094"
"","0","40152","","93","","","1","","","1401520095"
"","travel_topdrama_r_4013_danger_3_in","40152","0","3","","","7","","0","1401520096"
"","0","40152","","93","","","2.16","","","1401520097"
"","1","40152","","32","","","4013042","","","1401520098"
"","0","40152","","93","","","0.54","","","1401520099"
"","travel_topdrama_r_4013_touch_loop","40152","0.3","3","","","1000003","","1","1401520100"
"","0","40152","","93","","","1.07","","","1401520101"
"0.1","travel_topdrama_r_4013_danger_3_safe","40152","0.1","3","travel_topdrama_r_4013_static","1","7","","0","1401520102"
"","1","40152","","32","","","401315","","","1401520103"
"","se_travel_top_aruma_15","40152","","23","","","se_travel_top","","","1401520104"
"","0","40152","","93","","","0.83","","","1401520105"
"","1","40152","","32","","","401316","","","1401520106"
"","0","40152","","93","","","1.2","","","1401520107"
"","0","40152","","4","","0","8","","","1401520108"
"","-20","40152","","2","0","0","8","","-195","1401520109"
"","travel_topdrama_r_4013_catch_3","40152","0","3","","","8","","0","1401520110"
"","se_travel_top_aruma_16","40152","","23","","","se_travel_top","","","1401520111"
"","1","40152","","32","","","4013133","","","1401520112"
"0","travel_topdrama_r_4013_catch","40152","0.1","3","travel_topdrama_r_4013_runaway","1","1000003","","0","1401520113"
"","0","40152","","93","","","0.66","","","1401520114"
"","1","40152","","32","","","4013123","","","1401520115"
"","se_travel_top_aruma_17","40152","","23","","","se_travel_top","","","1401520116"
"","0","40152","","93","","","0.97","","","1401520117"
"","1","40152","","4","","","1000003","","","1401520118"
"","travel_topdrama_r_4013_runaway","40152","0","3","","","1000003","","1","1401520119"
"","se_travel_top_aruma_08","40152","","23","","","se_travel_top","","","1401520120"
"","1","40152","","4","","0","8","","","1401520121"
"","-1600","40152","","2","2.5","0","8","","-195","1401520122"
"","travel_topdrama_r_4013_runaway_3","40152","0","3","","","8","","1","1401520123"
"","-1600","40152","","2","2.5","0","1000003","","-195","1401520124"
"","0","40152","","93","","","1","","","1401520125"
"","","40152","","111","","","0","","","1401520126"
"","","40152","","91","","","0","","","1401520127"
"","401600","40161","1","31","0","1","401600","","0","1401610001"
"0","0","40161","1","5","0","-77","0","normal","110","1401610002"
"","0","40161","","91","","","0","","","1401610003"
"0","1000001","40162","1.75","1","-134","-184","1","travel_topdrama_r_4016_look_in","50","1401620001"
"1","1000002","40162","1.75","1","134","-184","1","travel_topdrama_r_4016_look_in","55","1401620002"
"0","401699","40162","1","5","-7","-310","19","static","30","1401620003"
"0","401698","40162","1","5","-7","-310","26","empty","70","1401620004"
"","401601","40162","1","31","0","1","401601","","0","1401620005"
"","401602","40162","1","31","0","1","401602","","0","1401620006"
"","401603","40162","0","31","0","1","401603","","0","1401620007"
"","401605","40162","0","31","0","1","401605","","0","1401620008"
"","401606","40162","0","31","0","1","401606","","0","1401620009"
"","401607","40162","0","31","0","1","401607","","0","1401620010"
"","401608","40162","0","31","0","1","401608","","0","1401620011"
"","401609","40162","0","31","0","1","401609","","0","1401620012"
"","400016","40162","0","31","0","1","400016","","0","1401620013"
"","401620","40162","1","31","0","1","401620","","0","1401620014"
"","","40162","","91","","","0","","","1401620015"
"","1","40162","","32","","","400016","","","1401620016"
"","1","40162","","32","","","401603","","","1401620017"
"","1","40162","","32","","","401606","","","1401620018"
"","travel_topdrama_r_4016_look_out","40162","0","3","","","1000001","","0","1401620019"
"","travel_topdrama_r_4016_look_out","40162","0","3","","","1000002","","0","1401620020"
"","start","40162","0","3","","","401699","","0","1401620021"
"","0","40162","","93","","","1.7","","","1401620022"
"0","travel_topdrama_r_4016_hop_R","40162","0.2","3","travel_topdrama_r_4016_jump_surprise","0","1000002","","0","1401620023"
"","","40162","","91","","","1401620019","","","1401620024"
"0","travel_topdrama_r_4016_hop_L","40162","0.2","3","travel_topdrama_r_4016_jump_normal","1","1000001","","0","1401620025"
"","","40162","","91","","","1401620021","","","1401620026"
"","bound","40162","0","3","","","401699","","1","1401620027"
"","","40162","","91","","","1401620023","","","1401620028"
"","travel_topdrama_r_4016_jump_normal","40162","0.2","3","","","1000002","","1","1401620029"
"","bound","40162","0.2","3","","","401699","","1","1401620030"
"","0","40162","","93","","","4.6","","","1401620031"
"0","jump","40162","0","3","idle","1","401699","","0","1401620032"
"","rock_1","40162","0","3","","","401698","","0","1401620033"
"","10","40162","","122","","","10","","0.3","1401620034"
"","1","40162","","32","","","401607","","","1401620035"
"","se_travel_top_mandragora_06","40162","","23","","","se_travel_top","","0","1401620036"
"","travel_topdrama_r_4016_bounce_normal_L","40162","0","3","","","1000001","","0","1401620037"
"","0","40162","","93","","","0.2","","","1401620038"
"","travel_topdrama_r_4016_bounce_normal_R","40162","0","3","","","1000002","","0","1401620039"
"","1","40162","","32","","","401605","","","1401620040"
"","0","40162","","93","","","0.7","","","1401620041"
"","10","40162","","122","","","10","","0.3","1401620042"
"","se_travel_top_mandragora_07","40162","","23","","","se_travel_top","","0","1401620043"
"","se_travel_top_mandragora_08","40162","","23","","","se_travel_top","","0","1401620044"
"","0","40162","","91","","","1401620037","","","1401620045"
"","travel_topdrama_r_4016_run","40162","0","3","","","1000001","","0","1401620046"
"","travel_topdrama_r_4016_run","40162","0","3","","","1000002","","0","1401620047"
"","1","40162","","32","","","401608","","","1401620048"
"","1","40162","","32","","","401609","","","1401620049"
"","0","40162","","93","","","2.13","","","1401620050"
"","","40162","","111","","","","","","1401620051"
"","","40162","","91","","","0","","","1401620052"
"","401700","40171","1","31","0","1","401700","","0","1401710001"
"0","0","40171","1","5","0","-77","0","normal","110","1401710002"
"","0","40171","","91","","","0","","","1401710003"
"0","1000001","40172","1.75","1","-134","-184","1","travel_topdrama_r_4016_look_in","50","1401720001"
"1","1000002","40172","1.75","1","134","-184","1","travel_topdrama_r_4016_look_in","55","1401720002"
"0","401799","40172","1","5","-7","-310","19","static","30","1401720003"
"","401701","40172","1","31","0","1","401701","","0","1401720004"
"","401702","40172","1","31","0","1","401702","","0","1401720005"
"","401703","40172","0","31","0","1","401703","","0","1401720006"
"","401705","40172","0","31","0","1","401705","","0","1401720007"
"","401706","40172","0","31","0","1","401706","","0","1401720008"
"","401707","40172","0","31","0","1","401707","","0","1401720009"
"","401708","40172","0","31","0","1","401708","","0","1401720010"
"","400017","40172","0","31","0","1","400017","","0","1401720011"
"","401720","40172","1","31","0","1","401720","","0","1401720012"
"","","40172","","91","","","0","","","1401720013"
"","1","40172","","32","","","400017","","","1401720014"
"","1","40172","","32","","","401703","","","1401720015"
"","1","40172","","32","","","401706","","","1401720016"
"","travel_topdrama_r_4016_look_out","40172","0","3","","","1000001","","0","1401720017"
"","travel_topdrama_r_4016_look_out","40172","0","3","","","1000002","","0","1401720018"
"","start","40172","0","3","","","401799","","0","1401720019"
"","0","40172","","93","","","1.7","","","1401720020"
"0","travel_topdrama_r_4016_hop_R","40172","0.2","3","travel_topdrama_r_4016_jump_surprise","0","1000002","","0","1401720021"
"","","40172","","91","","","1401720017","","","1401720022"
"0","travel_topdrama_r_4016_hop_L","40172","0.2","3","travel_topdrama_r_4016_jump_normal","1","1000001","","0","1401720023"
"","","40172","","91","","","1401720019","","","1401720024"
"","bound","40172","0","3","","","401799","","1","1401720025"
"","","40172","","91","","","1401720021","","","1401720026"
"","travel_topdrama_r_4016_jump_normal","40172","0.2","3","","","1000002","","1","1401720027"
"","bound2","40172","0.2","3","","","401799","","1","1401720028"
"","0","40172","","93","","","2.5","","","1401720029"
"","1","40172","","32","","","401707","","","1401720030"
"","0","40172","","93","","","1.4","","","1401720031"
"0","travel_topdrama_r_4016_jump_dreamy_in","40172","0.1","3","travel_topdrama_r_4016_jump_dreamy_loop","1","1000002","","0","1401720032"
"","bound2","40172","0.2","3","","","401799","","1","1401720033"
"","0","40172","","93","","","0.66","","","1401720034"
"0","travel_topdrama_r_4016_jump_dreamy_in","40172","0.1","3","travel_topdrama_r_4016_jump_dreamy_loop","1","1000001","","0","1401720035"
"","0","40172","","93","","","2.2","","","1401720036"
"","1","40172","","32","","","401708","","","1401720037"
"","0","40172","","93","","","2.5","","","1401720038"
"","1","40172","","32","","","401705","","","1401720039"
"","0","40172","","93","","","2.3","","","1401720040"
"","","40172","","111","","","","","","1401720041"
"","","40172","","91","","","0","","","1401720042"
"","401800","40181","1","31","0","1","401800","","0","1401810001"
"0","0","40181","1","5","0","-77","0","normal","110","1401810002"
"","0","40181","","91","","","0","","","1401810003"
"0","1000001","40182","1.75","1","-134","-184","1","travel_topdrama_r_4016_look_in","50","1401820001"
"1","1000002","40182","1.75","1","134","-184","1","travel_topdrama_r_4016_look_in","55","1401820002"
"0","401899","40182","1","5","-7","-310","19","static","30","1401820003"
"0","401898","40182","1","5","-7","-310","26","empty","70","1401820004"
"","401801","40182","1","31","0","1","401801","","0","1401820005"
"","401802","40182","1","31","0","1","401802","","0","1401820006"
"","401803","40182","0","31","0","1","401803","","0","1401820007"
"","401804","40182","0","31","0","1","401804","","0","1401820008"
"","401805","40182","0","31","0","1","401805","","0","1401820009"
"","401806","40182","0","31","0","1","401806","","0","1401820010"
"","401807","40182","0","31","0","1","401807","","0","1401820011"
"","401808","40182","0","31","0","1","401808","","0","1401820012"
"","401809","40182","0","31","0","1","401809","","0","1401820013"
"","401810","40182","0","31","0","1","401810","","0","1401820014"
"","400018","40182","0","31","0","1","400018","","0","1401820015"
"","401820","40182","1","31","0","1","401820","","0","1401820016"
"","","40182","","91","","","0","","","1401820017"
"","1","40182","","32","","","400018","","","1401820018"
"","1","40182","","32","","","401803","","","1401820019"
"","1","40182","","32","","","401804","","","1401820020"
"","1","40182","","32","","","401806","","","1401820021"
"","travel_topdrama_r_4016_look_out","40182","0","3","","","1000001","","0","1401820022"
"","travel_topdrama_r_4016_look_out","40182","0","3","","","1000002","","0","1401820023"
"","start","40182","0","3","","","401899","","0","1401820024"
"","0","40182","","93","","","1.7","","","1401820025"
"0","travel_topdrama_r_4016_hop_R","40182","0.2","3","travel_topdrama_r_4016_jump_surprise","0","1000002","","0","1401820026"
"","","40182","","91","","","1401820022","","","1401820027"
"0","travel_topdrama_r_4016_hop_L","40182","0.2","3","travel_topdrama_r_4016_jump_normal","1","1000001","","0","1401820028"
"","","40182","","91","","","1401820024","","","1401820029"
"","bound","40182","0","3","","","401899","","1","1401820030"
"","","40182","","91","","","1401820026","","","1401820031"
"","travel_topdrama_r_4016_jump_normal","40182","0.2","3","","","1000002","","1","1401820032"
"","bound2","40182","0.2","3","","","401899","","1","1401820033"
"","0","40182","","93","","","2.5","","","1401820034"
"","1","40182","","32","","","401807","","","1401820035"
"","0","40182","","93","","","0.1","","","1401820036"
"","se_travel_top_mandragora_20","40182","","23","","","se_travel_top","","0","1401820037"
"","0","40182","","93","","","1.3","","","1401820038"
"0","travel_topdrama_r_4016_jump_dreamy_in","40182","0.1","3","travel_topdrama_r_4016_jump_dreamy_loop","1","1000002","","0","1401820039"
"","bound2","40182","0.2","3","","","401899","","1","1401820040"
"","0","40182","","93","","","0.66","","","1401820041"
"0","travel_topdrama_r_4016_jump_dreamy_in","40182","0.1","3","travel_topdrama_r_4016_jump_dreamy_loop","1","1000001","","0","1401820042"
"","0","40182","","93","","","2.07","","","1401820043"
"","se_travel_top_mandragora_21","40182","","23","","","se_travel_top","","0","1401820044"
"","0","40182","","93","","","0.13","","","1401820045"
"","1","40182","","32","","","401808","","","1401820046"
"","0","40182","","93","","","0.1","","","1401820047"
"","omen","40182","0","3","","","401899","","1","1401820048"
"","0","40182","","91","","","0","","","1401820049"
"0","dance_in","40182","0","3","dance_loop","1","401899","","0","1401820050"
"","rock_2","40182","0","3","","","401898","","0","1401820051"
"","10","40182","","122","","","10","","0.3","1401820052"
"","1","40182","","32","","","401809","","","1401820053"
