4d9620729ec5df76aa4be95c3e126ebdb325d7315311d461b746b6d9fe9bcb32,b32ba7ecd9c5cbf59daf0a7e6e8c4d21c0e3aec5f91f707af12116113dfd8f84,a7034998a644ca224cd5d54c58cbb597029e8f5b32d4fe276cab1051221b4072,e452d68251d252a689a234f2206775a7191a6f73ddb1becb051bb2b5a3a67382
"904607","1011","9046","5600"
"904608","3","9046","6950"
"904609","1007","9046","7200"
"904610","3","9046","8550"
"904611","1007","9046","8800"
"904612","3","9046","10150"
"904613","1020","9046","10400"
"904614","1009","9046","11200"
"904615","6","9046","12000"
"904616","1009","9046","12800"
"904701","3","9047","1200"
"904702","1009","9047","1450"
"904703","3","9047","2850"
"904704","1020","9047","3100"
"904705","3","9047","4350"
"904706","1011","9047","4700"
"904707","3","9047","5950"
"904708","6","9047","6300"
"904709","1011","9047","7000"
"904710","6","9047","7850"
"904711","1007","9047","8700"
"904712","1009","9047","9400"
"904713","6","9047","10300"
"904714","1009","9047","11100"
"904715","1007","9047","11850"
"904716","6","9047","12600"
"904801","6","9048","600"
"904802","1020","9048","1400"
"904803","6","9048","2250"
"904804","1007","9048","3050"
"904805","3","9048","4450"
"904806","1007","9048","4650"
"904807","1009","9048","5450"
"904808","3","9048","6750"
"904809","1009","9048","7100"
"904810","1011","9048","7800"
"904811","6","9048","8650"
"904812","3","9048","10050"
"904813","1011","9048","10200"
"904814","3","9048","11600"
"904815","1009","9048","11900"
"904816","6","9048","12700"
"904901","1001","9049","800"
"904902","1002","9049","1600"
"904903","1002","9049","2400"
"904904","1004","9049","3200"
"904905","1018","9049","4000"
"904906","1011","9049","4800"
"904907","1018","9049","5600"
"904908","1009","9049","6400"
"904909","1019","9049","7200"
"904910","1009","9049","8000"
"904911","1011","9049","8800"
"904912","1018","9049","9600"
"904913","1003","9049","10400"
"904914","1010","9049","11200"
"904915","1010","9049","12000"
"904916","1003","9049","12800"
"905001","1019","9050","950"
"905002","1010","9050","1750"
"905003","1010","9050","2500"
"905004","1001","9050","3300"
"905005","1002","9050","4150"
"905006","1009","9050","4900"
"905007","1018","9050","5700"
"905008","1018","9050","6550"
"905009","1003","9050","7350"
"905010","1011","9050","8150"
"905011","1003","9050","8900"
"905012","1018","9050","9750"
"905013","1009","9050","10550"
"905014","1002","9050","11300"
"905015","1011","9050","12150"
"905016","1004","9050","12900"
"905101","1010","9051","1000"
"905102","1018","9051","1800"
"905103","1002","9051","2600"
"905104","1009","9051","3350"
"905105","1018","9051","4200"
"905106","1009","9051","5000"
"905107","1018","9051","5800"
"905108","1011","9051","6500"
"905109","1001","9051","7300"
"905110","1003","9051","8100"
"905111","1019","9051","8950"
"905112","1011","9051","9700"
"905113","1003","9051","10500"
"905114","1010","9051","11350"
"905115","1004","9051","12200"
"905116","1002","9051","12950"
"905201","1004","9052","800"
"905202","6","9052","1600"
"905203","1004","9052","2400"
"905204","1001","9052","3200"
"905205","1018","9052","4000"
"905206","1018","9052","4800"
"905207","1018","9052","5600"
"905208","1018","9052","6400"
"905209","1010","9052","7200"
"905210","1003","9052","8000"
"905211","1020","9052","8800"
"905212","1003","9052","9600"
"905213","1011","9052","10400"
"905214","1011","9052","11200"
"905215","1009","9052","12000"
"905216","1009","9052","12800"
"905301","1003","9053","600"
"905302","1020","9053","1450"
"905303","1004","9053","2200"
"905304","1011","9053","3050"
"905305","1003","9053","3850"
"905306","1011","9053","4600"
"905307","1001","9053","5450"
"905308","1009","9053","6200"
"905309","1018","9053","7050"
"905310","1004","9053","7850"
"905311","1018","9053","8650"
"905312","1010","9053","9400"
"905313","6","9053","10300"
"905314","1009","9053","11000"
"905315","1018","9053","11800"
"905316","1018","9053","12600"
"905401","1004","9054","650"
"905402","1011","9054","1400"
"905403","1018","9054","2300"
"905404","1003","9054","3000"
"905405","1018","9054","3800"
"905406","1018","9054","4650"
"905407","1010","9054","5400"
"905408","1003","9054","6250"
"905409","6","9054","7000"
"905410","1020","9054","7900"
"905411","1004","9054","8600"
"905412","1011","9054","9450"
"905413","1009","9054","10200"
"905414","1001","9054","11050"
"905415","1018","9054","11850"
"905416","1009","9054","12650"
"905501","1008","9055","800"
"905502","1006","9055","1600"
"905503","1006","9055","2400"
"905504","1008","9055","3200"
"905505","6","9055","4000"
"905506","1014","9055","4800"
"905507","6","9055","5600"
"905508","1014","9055","6400"
"905509","1006","9055","7200"
"905510","6","9055","8000"
"905511","1006","9055","8800"
"905512","6","9055","9600"
"905513","1014","9055","10400"
"905514","1008","9055","11200"
"905515","1006","9055","12000"
"905601","6","9056","1000"
"905602","6","9056","1800"
"905603","1006","9056","2500"
"905604","1006","9056","3300"
"905605","1006","9056","4150"
"905606","1014","9056","5000"
"905607","6","9056","5700"
"905608","1006","9056","6600"
"905609","1014","9056","7400"
"905610","6","9056","8150"
"905611","1014","9056","8950"
"905612","1008","9056","9750"
"905613","1006","9056","10500"
"905614","1008","9056","11300"
"905615","1008","9056","12200"
"905701","1014","9057","900"
"905702","6","9057","1700"
"905703","1008","9057","2600"
"905704","6","9057","3400"
"905705","1006","9057","4200"
"905706","1008","9057","4950"
"905707","1014","9057","5800"
"905708","1014","9057","6550"
"905709","1006","9057","7300"
"905710","1006","9057","8100"
"905711","6","9057","8900"
"905712","1006","9057","9800"
"905713","1008","9057","10550"
"905714","1006","9057","11400"
"905715","6","9057","12150"
"905801","1001","9058","800"
"905802","1010","9058","1600"
"905803","1001","9058","2400"
"905804","1020","9058","3200"
"905805","1002","9058","4000"
"905806","1003","9058","4800"
"905807","1011","9058","5600"
"905808","1011","9058","6400"
"905809","1018","9058","7200"
"905810","1018","9058","8000"
"905811","1018","9058","8800"
"905812","1018","9058","9600"
"905813","1019","9058","10400"
"905814","1010","9058","11200"
"905815","1001","9058","12000"
"905901","1018","9059","650"
"905902","1018","9059","1500"
"905903","1020","9059","2200"
"905904","1019","9059","3100"
"905905","1002","9059","3850"
"905906","1001","9059","4600"
"905907","1011","9059","5450"
"905908","1018","9059","6300"
"905909","1001","9059","7000"
"905910","1001","9059","7850"
"905911","1010","9059","8700"
"905912","1003","9059","9500"
"905913","1010","9059","10250"
"905914","1018","9059","11100"
"905915","1011","9059","11850"
"906001","1001","9060","700"
"906002","1020","9060","1400"
"906003","1011","9060","2250"
"906004","1018","9060","3050"
"906005","1018","9060","3900"
"906006","1010","9060","4650"
"906007","1003","9060","5400"
"906008","1010","9060","6250"
"906009","1001","9060","7100"
"906010","1019","9060","7800"
"906011","1018","9060","8650"
"906012","1001","9060","9400"
"906013","1018","9060","10300"
"906014","1002","9060","11050"
"906015","1011","9060","11800"
"906101","3","9061","1350"
"906102","3","9061","2150"
"906103","1019","9061","2400"
"906104","1019","9061","3200"
"906105","1009","9061","4000"
"906106","1007","9061","4800"
"906107","1009","9061","5600"
"906108","1007","9061","6400"
"906109","1006","9061","7200"
"906110","1009","9061","8000"
"906111","1006","9061","8800"
"906112","1009","9061","9600"
"906113","6","9061","10400"
"906114","6","9061","11200"
"906115","6","9061","12000"
"906201","1009","9062","1000"
"906202","1006","9062","1800"
"906203","1019","9062","2550"
"906204","1009","9062","3350"
"906205","1009","9062","4100"
"906206","1007","9062","4950"
"906207","1007","9062","5750"
"906208","1019","9062","6500"
"906209","1009","9062","7300"
"906210","3","9062","8650"
"906211","6","9062","8950"
"906212","6","9062","9800"
"906213","6","9062","10600"
"906214","3","9062","11900"
"906215","1006","9062","12150"
"906301","1007","9063","950"
"906302","1009","9063","1700"
"906303","1019","9063","2600"
"906304","6","9063","3300"
"906305","1006","9063","4200"
"906306","1009","9063","5000"
"906307","3","9063","6250"
"906308","1009","9063","6600"
"906309","1009","9063","7400"
"906310","1019","9063","8200"
"906311","1007","9063","8900"
"906312","3","9063","10300"
"906313","6","9063","10500"
"906314","1006","9063","11300"
"906315","6","9063","12100"
"906401","1014","9064","800"
"906402","1015","9064","1600"
"906403","1019","9064","2400"
"906404","1007","9064","3200"
"906405","1016","9064","4000"
"906406","1017","9064","4800"
"906407","1018","9064","5600"
"906408","1006","9064","6400"
"906409","1019","9064","7200"
"906410","1018","9064","8000"
"906411","1018","9064","8800"
"906412","1019","9064","9600"
"906413","1007","9064","10400"
"906414","1006","9064","11200"
"906415","1007","9064","12000"
"906501","1019","9065","600"
"906502","1018","9065","1450"
"906503","1007","9065","2250"
"906504","1018","9065","3050"
"906505","1016","9065","3800"
"906506","1014","9065","4600"
"906507","1006","9065","5400"
"906508","1007","9065","6200"
"906509","1019","9065","7050"
"906510","1006","9065","7900"
"906511","1015","9065","8700"
"906512","1019","9065","9500"
"906513","1017","9065","10200"
"906514","1018","9065","11100"
"906515","1007","9065","11800"
"906601","1017","9066","700"
"906602","1006","9066","1500"
"906603","1019","9066","2200"
"906604","1014","9066","3100"
"906605","1018","9066","3900"
"906606","1018","9066","4700"
"906607","1016","9066","5500"
"906608","1018","9066","6250"
"906609","1007","9066","7000"
"906610","1006","9066","7850"
"906611","1007","9066","8650"
"906612","1015","9066","9400"
"906613","1019","9066","10300"
"906614","1007","9066","11050"
"906615","1019","9066","11900"
"906701","1009","9067","800"
"906702","1019","9067","1600"
"906703","1019","9067","2400"
"906704","1009","9067","3200"
"906705","1010","9067","4000"
"906706","1010","9067","4800"
"906707","1020","9067","5600"
"906708","1020","9067","6400"
"906709","1016","9067","7200"
"906710","1017","9067","8000"
"906711","1006","9067","8800"
"906712","1018","9067","9600"
"906713","1002","9067","10400"
"906714","1020","9067","11200"
"906715","1020","9067","12000"
"906801","1020","9068","1000"
"906802","1018","9068","1800"
"906803","1010","9068","2600"
"906804","1006","9068","3400"
"906805","1020","9068","4200"
"906806","1020","9068","4950"
"906807","1020","9068","5700"
"906808","1009","9068","6550"
"906809","1017","9068","7400"
"906810","1019","9068","8100"
"906811","1016","9068","8950"
"906812","1019","9068","9800"
"906813","1002","9068","10500"
"906814","1010","9068","11350"
"906815","1009","9068","12100"
"906901","1006","9069","900"
"906902","1020","9069","1700"
"906903","1020","9069","2550"
"906904","1016","9069","3300"
"906905","1017","9069","4100"
"906906","1009","9069","5000"
"906907","1002","9069","5750"
"906908","1019","9069","6600"
"906909","1010","9069","7350"
"906910","1018","9069","8150"
"906911","1020","9069","8900"
"906912","1020","9069","9750"
"906913","1010","9069","10600"
"906914","1019","9069","11300"
"906915","1009","9069","12150"
"907001","1011","9070","800"
"907002","1010","9070","1600"
"907003","1011","9070","2400"
"907004","1010","9070","3200"
"907005","1010","9070","4000"
"907006","1003","9070","4800"
"907007","1010","9070","5600"
"907008","1003","9070","6400"
"907009","1009","9070","7200"
"907010","1020","9070","8000"
"907011","1020","9070","8800"
"907012","1009","9070","9600"
"907013","1017","9070","10400"
"907014","1017","9070","11200"
"907015","1017","9070","12000"
"907101","1003","9071","700"
"907102","1017","9071","1450"
"907103","1009","9071","2200"
"907104","1011","9071","3000"
"907105","1017","9071","3850"
"907106","1009","9071","4700"
"907107","1003","9071","5450"
"907108","1010","9071","6300"
"907109","1010","9071","7000"
"907110","1011","9071","7850"
"907111","1020","9071","8600"
"907112","1010","9071","9500"
"907113","1017","9071","10200"
"907114","1010","9071","11100"
"907115","1020","9071","11900"
"907201","1003","9072","650"
"907202","1010","9072","1500"
"907203","1017","9072","2300"
"907204","1020","9072","3050"
"907205","1010","9072","3900"
"907206","1017","9072","4650"
"907207","1010","9072","5400"
"907208","1020","9072","6250"
"907209","1009","9072","7100"
"907210","1009","9072","7800"
"907211","1011","9072","8700"
"907212","1011","9072","9400"
"907213","1017","9072","10300"
"907214","1010","9072","11000"
"907215","1003","9072","11850"
"907301","1007","9073","800"
"907302","1007","9073","1600"
"907303","1019","9073","2400"
"907304","1019","9073","3200"
"907305","6","9073","4000"
"907306","3","9073","5350"
"907307","3","9073","6150"
"907308","6","9073","6400"
"907309","1011","9073","7200"
"907310","1011","9073","8000"
"907311","3","9073","9350"
"907312","6","9073","9600"
"907313","1009","9073","10400"
"907314","1009","9073","11200"
"907315","1009","9073","12000"
"907401","1007","9074","950"
"907402","3","9074","2300"
"907403","1011","9074","2500"
"907404","1009","9074","3350"
"907405","6","9074","4100"
"907406","1019","9074","5000"
"907407","6","9074","5700"
"907408","6","9074","6500"
"907409","1011","9074","7350"
"907410","3","9074","8650"
"907411","1007","9074","8900"
"907412","3","9074","10350"
"907413","1009","9074","10600"
"907414","1009","9074","11300"
"907415","1019","9074","12150"
"907501","1009","9075","1000"
"907502","1007","9075","1800"
"907503","1019","9075","2550"
"907504","6","9075","3400"
"907505","1009","9075","4200"
"907506","1011","9075","4900"
"907507","6","9075","5750"
"907508","3","9075","7100"
"907509","1009","9075","7300"
"907510","1007","9075","8150"
"907511","1011","9075","9000"
"907512","3","9075","10300"
"907513","6","9075","10550"
"907514","1019","9075","11350"
"907515","3","9075","12650"
"907601","1019","9076","800"
"907602","1007","9076","1600"
"907603","1007","9076","2400"
"907604","1019","9076","3200"
"907605","1002","9076","4000"
"907606","1018","9076","4800"
"907607","1002","9076","5600"
"907608","1018","9076","6400"
"907609","1003","9076","7200"
"907610","1009","9076","8000"
"907611","1003","9076","8800"
"907612","1009","9076","9600"
"907613","1020","9076","10400"
"907614","1020","9076","11200"
"907615","1020","9076","12000"
"907701","1018","9077","700"
"907702","1007","9077","1400"
"907703","1002","9077","2200"
"907704","1007","9077","3050"
"907705","1018","9077","3850"
"907706","1009","9077","4700"
"907707","1020","9077","5500"
"907708","1003","9077","6250"
"907709","1002","9077","7000"
"907710","1003","9077","7900"
"907711","1009","9077","8600"
"907712","1020","9077","9500"
"907713","1019","9077","10200"
"907714","1020","9077","11000"
"907715","1019","9077","11800"
"907801","1002","9078","650"
"907802","1003","9078","1500"
"907803","1002","9078","2250"
"907804","1009","9078","3000"
"907805","1020","9078","3800"
"907806","1007","9078","4650"
"907807","1019","9078","5400"
"907808","1018","9078","6200"
"907809","1009","9078","7050"
"907810","1020","9078","7850"
"907811","1019","9078","8700"
"907812","1020","9078","9450"
"907813","1003","9078","10250"
"907814","1007","9078","11050"
"907815","1018","9078","11850"
"907901","1015","9079","800"
"907902","1019","9079","1600"
