ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130
"200","103711","37313","","","","2","0","-340","37313003",""
"200","111","37313","","","","2","0","-340","37313004",""
"0","43","37313","","","","32","","","37313005",""
"1","57","37313","","","","32","","","37313006",""
"0","11","37313","","","","32","","","37313007",""
"","0","37313","","","","91","","","37313008",""
"100511","1","37411","-100","2","0","1","-108","202","37411001","wac_default_21"
"111","1","37411","-100","2","0","5","-108","201","37411002","wac_default_24"
"53","53","37411","1","1","","31","0","0","37411003",""
"57","57","37411","1","0","","31","0","0","37411004",""
"20","20","37411","1","0","","31","0","0","37411005",""
"502","502","37411","1","1","","31","0","0","37411006",""
"wac_paint_21","100511","37411","0","0.2","","3","","0","37411007",""
"wac_paint_24","111","37411","0","0.2","","3","","0","37411008",""
"0","0","37411","","","","93","","","37411009",""
"1","20","37411","","","","32","","","37411010",""
"se_sys_login_birthday_calendar_brush","se_common","37411","","","","23","","0","37411011",""
"300","100511","37411","","","","13","","","37411012",""
"","1","37411","","","","131","","","37411013",""
"wac_talk_wish_in","100511","37412","1","0.2","","3","wac_talk_wish_loop","0","37412001",""
"wac_no_items","111","37412","","0.2","","3","","1","37412002",""
"200","100511","37412","","","","2","0","-340","37412003",""
"200","111","37412","","","","2","0","-340","37412004",""
"0","53","37412","","","","32","","","37412005",""
"1","57","37412","","","","32","","","37412006",""
"0","20","37412","","","","32","","","37412007",""
"vo_wac_230223_000","vo_wac_230223","37412","","","","21","0","0","37412008",""
"たくさんの絵を描いてきたッスけど、\n自分、ここまでこの仕事が長続き\nするとは、正直思ってなかったッス。","100511","37412","1","0","0","11","1","10","37412009","0.5"
"","0","37412","","","","91","","","37412010",""
"vo_wac_230223_001","vo_wac_230223","37412","","","","21","0","0","37412011",""
"その……自分はこういう作業、\n向いてないと思ってたッスから。\nきっといろんな人と一緒だったから、\nがんばってこれた気がするッス♪","100511","37412","1","0","0","11","1","10","37412012","0.5"
"","0","37412","","","","91","","","37412013",""
"0","0","37412","","","","22","","","37412014",""
"wac_idle_wish","100511","37413","","0.2","","3","","1","37413001",""
"wac_no_items","111","37413","","0.2","","3","","1","37413002",""
"200","100511","37413","","","","2","0","-340","37413003",""
"200","111","37413","","","","2","0","-340","37413004",""
"0","53","37413","","","","32","","","37413005",""
"1","57","37413","","","","32","","","37413006",""
"0","20","37413","","","","32","","","37413007",""
"","0","37413","","","","91","","","37413008",""
"104711","1","37511","-100","2","0","1","-108","202","37511001","wac_default_21"
"111","1","37511","-100","2","0","5","-108","201","37511002","wac_default_24"
"53","53","37511","1","1","","31","0","0","37511003",""
"57","57","37511","1","0","","31","0","0","37511004",""
"20","20","37511","1","0","","31","0","0","37511005",""
"502","502","37511","1","1","","31","0","0","37511006",""
"wac_paint_21","104711","37511","0","0.2","","3","","0","37511007",""
"wac_paint_24","111","37511","0","0.2","","3","","0","37511008",""
"0","0","37511","","","","93","","","37511009",""
"1","20","37511","","","","32","","","37511010",""
"se_sys_login_birthday_calendar_brush","se_common","37511","","","","23","","0","37511011",""
"300","104711","37511","","","","13","","","37511012",""
"","1","37511","","","","131","","","37511013",""
"wac_talk_doya_in","104711","37512","1","0.2","","3","wac_talk_doya_loop","0","37512001",""
"wac_no_items","111","37512","","0.2","","3","","1","37512002",""
"200","104711","37512","","","","2","0","-340","37512003",""
"200","111","37512","","","","2","0","-340","37512004",""
"0","53","37512","","","","32","","","37512005",""
"1","57","37512","","","","32","","","37512006",""
"0","20","37512","","","","32","","","37512007",""
"vo_wac_230224_000","vo_wac_230224","37512","","","","21","0","0","37512008",""
"さて、そろそろ切り上げようか。\n……うん、たくさんの絵が集まって、\nとっても素敵な壁になった。\n心から、そう思っているよ。","104711","37512","1","0","0","11","1","10","37512009","0.5"
"","0","37512","","","","91","","","37512010",""
"vo_wac_230224_001","vo_wac_230224","37512","","","","21","0","0","37512011",""
"あまり口が達者ではないから、\n気の利いた言い回しはできないけど……\n眺めていると、温かくなるんだ。\n少年にも、分かるかな？","104711","37512","1","0","0","11","1","10","37512012","0.5"
"","0","37512","","","","91","","","37512013",""
"0","0","37512","","","","22","","","37512014",""
"wac_idle_doya","104711","37513","","0.2","","3","","1","37513001",""
"wac_no_items","111","37513","","0.2","","3","","1","37513002",""
"200","104711","37513","","","","2","0","-340","37513003",""
"200","111","37513","","","","2","0","-340","37513004",""
"0","53","37513","","","","32","","","37513005",""
"1","57","37513","","","","32","","","37513006",""
"0","20","37513","","","","32","","","37513007",""
"","0","37513","","","","91","","","37513008",""
"111411","1","37611","-213","2","0","1","-108","202","37611001","wac_default_01"
"111","1","37611","-213","2","0","5","-108","201","37611002","wac_default_01"
"43","43","37611","1","1","","31","0","0","37611003",""
"57","57","37611","1","0","","31","0","0","37611004",""
"11","11","37611","1","0","","31","0","0","37611005",""
"502","502","37611","1","1","","31","0","0","37611006",""
"wac_paint_01","111411","37611","0","0.2","","3","","0","37611007",""
"wac_paint_01","111","37611","0","0.2","","3","","0","37611008",""
"0","0","37611","","","","93","","","37611009",""
"1","11","37611","","","","32","","","37611010",""
"se_10035700_brush","se_10035700","37611","","","","23","","0","37611011",""
"300","111411","37611","","","","13","","","37611012",""
"","1","37611","","","","131","","","37611013",""
"wac_talk_wish_in","111411","37612","1","0.2","","3","wac_talk_wish_loop","0","37612001",""
"wac_no_items","111","37612","","0.2","","3","","1","37612002",""
"200","111411","37612","","","","2","0","-340","37612003",""
"200","111","37612","","","","2","0","-340","37612004",""
"0","43","37612","","","","32","","","37612005",""
"1","57","37612","","","","32","","","37612006",""
"0","11","37612","","","","32","","","37612007",""
"vo_wac_230225_000","vo_wac_230225","37612","","","","21","0","0","37612008",""
"ん……できた……\nひとりぼっちのお絵描きはさみしいけど\nみんなと一緒のお絵描きは\nさみしくないね。","111411","37612","1","0","0","11","1","10","37612009","0.5"
"","0","37612","","","","91","","","37612010",""
"vo_wac_230225_001","vo_wac_230225","37612","","","","21","0","0","37612011",""
"……おにいさん。\nルナをここへ連れてきてくれて、\nありがとう……","111411","37612","1","0","0","11","1","10","37612012","0.5"
"","0","37612","","","","91","","","37612013",""
"0","0","37612","","","","22","","","37612014",""
"wac_idle_wish","111411","37613","","0.2","","3","","1","37613001",""
"wac_no_items","111","37613","","0.2","","3","","1","37613002",""
"200","111411","37613","","","","2","0","-340","37613003",""
"200","111","37613","","","","2","0","-340","37613004",""
"0","43","37613","","","","32","","","37613005",""
"1","57","37613","","","","32","","","37613006",""
"0","11","37613","","","","32","","","37613007",""
"","0","37613","","","","91","","","37613008",""
"110911","1","37711","-213","2","0","1","-108","202","37711001","wac_default_11"
"111","1","37711","-213","2","0","5","-108","201","37711002","wac_default_11"
"43","43","37711","1","1","","31","0","0","37711003",""
"57","57","37711","1","0","","31","0","0","37711004",""
"11","11","37711","1","0","","31","0","0","37711005",""
"502","502","37711","1","1","","31","0","0","37711006",""
"wac_paint_11","110911","37711","0","0.2","","3","","0","37711007",""
"wac_paint_11","111","37711","0","0.2","","3","","0","37711008",""
"0","0.3","37711","","","","93","","","37711009",""
"1","11","37711","","","","32","","","37711010",""
"se_10035700_roller","se_10035700","37711","","","","23","","0","37711011",""
"300","110911","37711","","","","13","","","37711012",""
"","1","37711","","","","131","","","37711013",""
"wac_talk_sad_in","110911","37712","1","0.2","","3","wac_talk_sad_loop","0","37712001",""
"wac_no_items","111","37712","","0.2","","3","","1","37712002",""
"200","110911","37712","","","","2","0","-340","37712003",""
"200","111","37712","","","","2","0","-340","37712004",""
"0","43","37712","","","","32","","","37712005",""
"1","57","37712","","","","32","","","37712006",""
"0","11","37712","","","","32","","","37712007",""
"vo_wac_230226_000","vo_wac_230226","37712","","","","21","0","0","37712008",""
"ハ？　先輩、いまなんて言いました？\nこの城壁お絵かきプロジェクトに、\nカルミナちゃんたちも参加してる？\n三人ともうっかり壁にサイン書いてた？","110911","37712","1","0","0","11","1","10","37712009","0.5"
"","0","37712","","","","91","","","37712010",""
"vo_wac_230226_001","vo_wac_230226","37712","","","","21","0","0","37712011",""
"あのさあ……カルミナ創作小話は\nチエルもよく匿名で投稿しますけども、\n現実に反したお馬鹿キャラみたいな\n解釈広めるのはやめましょうよ。ね？","110911","37712","1","0","0","11","1","10","37712012","0.5"
"","0","37712","","","","91","","","37712013",""
"0","0","37712","","","","22","","","37712014",""
"wac_idle_sad","110911","37713","","0.2","","3","","1","37713001",""
"wac_no_items","111","37713","","0.2","","3","","1","37713002",""
"200","110911","37713","","","","2","0","-340","37713003",""
"200","111","37713","","","","2","0","-340","37713004",""
"0","43","37713","","","","32","","","37713005",""
"1","57","37713","","","","32","","","37713006",""
"0","11","37713","","","","32","","","37713007",""
"","0","37713","","","","91","","","37713008",""
"110811","1","37811","-213","2","0","1","-108","202","37811001","wac_default_11"
"111","1","37811","-213","2","0","5","-108","201","37811002","wac_default_11"
"43","43","37811","1","1","","31","0","0","37811003",""
"57","57","37811","1","0","","31","0","0","37811004",""
"11","11","37811","1","0","","31","0","0","37811005",""
"502","502","37811","1","1","","31","0","0","37811006",""
"wac_paint_11","110811","37811","0","0.2","","3","","0","37811007",""
"wac_paint_11","111","37811","0","0.2","","3","","0","37811008",""
"0","0.3","37811","","","","93","","","37811009",""
"1","11","37811","","","","32","","","37811010",""
"se_10035700_roller","se_10035700","37811","","","","23","","0","37811011",""
"300","110811","37811","","","","13","","","37811012",""
"","1","37811","","","","131","","","37811013",""
"wac_talk_smile_in","110811","37812","1","0.2","","3","wac_talk_smile_loop","0","37812001",""
"wac_no_items","111","37812","","0.2","","3","","1","37812002",""
"200","110811","37812","","","","2","0","-340","37812003",""
"200","111","37812","","","","2","0","-340","37812004",""
"0","43","37812","","","","32","","","37812005",""
"1","57","37812","","","","32","","","37812006",""
"0","11","37812","","","","32","","","37812007",""
"vo_wac_230227_000","vo_wac_230227","37812","","","","21","0","0","37812008",""
"おし、どーよコレ……知んないけど、\n今日はよく出来たんじゃないの。\n記念に転写魔法器で自撮りしとくか、\nつって……","110811","37812","1","0","0","11","1","10","37812009","0.5"
"","0","37812","","","","91","","","37812010",""
"wac_talk_surprise_loop_shy","110811","37812","","0.2","","3","","1","37812011",""
"vo_wac_230227_001","vo_wac_230227","37812","","","","21","0","0","37812012",""
"あ？　ああ、あんたもいたんだ。\nふーん……じゃあ一緒に撮る？\nべつにどっちでもいいけど。\nん、撮んの？　おっけ、そーしとき。","110811","37812","1","0","0","11","1","10","37812013","0.5"
"","0","37812","","","","91","","","37812014",""
"0","0","37812","","","","22","","","37812015",""
"wac_idle_doya","110811","37813","","0.2","","3","","1","37813001",""
"wac_no_items","111","37813","","0.2","","3","","1","37813002",""
"200","110811","37813","","","","2","0","-340","37813003",""
"200","111","37813","","","","2","0","-340","37813004",""
"0","43","37813","","","","32","","","37813005",""
"1","57","37813","","","","32","","","37813006",""
"0","11","37813","","","","32","","","37813007",""
"","0","37813","","","","91","","","37813008",""
"110911","1","37911","-205","2","0","1","-167","251","37911001","wac_default_31"
"110811","1","37911","-350","2","0","1","-64","254","37911002","wac_default_bot_41"
"111011","1","37911","-325","2","0","1","230","252","37911003","wac_default_51"
"111","1","37911","-205","2","0","5","-167","201","37911004","wac_default_34"
"112","1","37911","-350","2","0","5","-64","253","37911005","wac_default_48"
"113","1","37911","-325","2","0","5","230","251","37911006","wac_default_bot_54"
"300","111011","37911","","","","13","","","37911007",""
"300","110911","37911","","","","13","","","37911008",""
"300","110811","37911","","","","13","","","37911009",""
"58","58","37911","1","1","","31","0","0","37911010",""
"63","63","37911","1","0","","31","0","0","37911011",""
