9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390
"31","0","6","0","0","1007416","11","1","1007416066","0.5","ひっ！　な、なんて冷たい目なんだ……\nで、でもサイコーにゾクゾクするぅ！"
"6","","","","","1007416","93","","1007416067","","1"
"31","0.2","0","0","1","1007416","3","mhp_skull_excite_loop","1007416068","","mhp_skull_excite_in"
"1007416066","","","","","1007416","91","","1007416069","",""
"103111","0.2","1","","","1007416","3","","1007416070","","mhp_talk_sad2"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416071","","vo_mhp_6009"
"103111","0","7","0","0","1007416","11","1","1007416072","0.5","お父さん、少し黙って。"
"0","","","","","1007416","91","","1007416073","",""
"1007416097","","","","","1007416","101","","1007416074","",""
"117531","0.2","1","","","1007416","3","","1007416075","","mhp_sit_idle_bitter2"
"0.5","","","","","1007416","93","","1007416076","",""
"31","0.2","0","0","1","1007416","3","mhp_skull_trouble_loop","1007416077","","mhp_skull_trouble_in"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416078","","vo_mhp_6010"
"31","0","5","0","0","1007416","11","1","1007416079","0.5","うひぃ！　解剖は勘弁……でも\nあの美しい手で触れられるのかと思うと\nなんだか興奮するな……！"
"9","","","","","1007416","93","","1007416080","","1"
"31","0.2","0","0","1","1007416","3","mhp_skull_excite_loop","1007416081","","mhp_skull_excite_in"
"1007416079","","","","","1007416","91","","1007416082","",""
"103111","0.2","1","","0","1007416","3","","1007416083","","mhp_talk_sad2"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416084","","vo_mhp_6011"
"103111","0","7","0","0","1007416","11","1","1007416085","0.5","お父さん、気持ち悪いよ。"
"0","","","","","1007416","91","","1007416086","",""
"1007416097","","","","","1007416","101","","1007416087","",""
"117531","0.2","0","0","1","1007416","3","mhp_mitsuki_sit_kaihou_loop","1007416088","","mhp_mitsuki_sit_kaihou_in"
"1","","","","","1007416","93","","1007416089","",""
"31","0.2","0","0","1","1007416","3","mhp_skull_trouble_loop","1007416090","","mhp_skull_trouble_in"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416091","","vo_mhp_6012"
"31","0","6","0","0","1007416","11","1","1007416092","0.5","ま、待て待て！　アレはダメだ\nオレの第六感が全力で逃げろと\n告げている！\nシノブ、退散だ！　たいさーん！"
"0","","","","","1007416","91","","1007416093","",""
"103111","0.2","1","","0","1007416","3","","1007416094","","mhp_talk_sad2"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416095","","vo_mhp_6013"
"103111","0","6","0","0","1007416","11","1","1007416096","0.5","そう？　少しくらい痛い目を見た方が\nいいと思うけど？"
"0","","","","","1007416","91","","1007416097","",""
"1","","","","","1007416","93","","1007416098","",""
"103111","0.2","1","","0","1007416","3","","1007416099","","mhp_talk_sad"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416100","","vo_mhp_6014"
"103111","0","6","0","0","1007416","11","1","1007416101","0.5","お騒がせしました……\nこのお詫びは後日改めて\nさせていただきます。"
"0","","","","","1007416","91","","1007416102","",""
"0","","","","","1007416","22","","1007416103","","0"
"103111","0.2","0","0.2","1","1007416","3","mhp_idle_normal","1007416104","","mhp_shinobu_bow"
"4","","","","","1007416","93","","1007416105","",""
"103111","0.2","1","","0","1007416","3","","1007416106","","mhp_walk"
"103111","","","","","1007416","4","","1007416107","","1"
"31","","","","","1007416","4","","1007416108","","1"
"103111","","-220","","0","1007416","2","5","1007416109","","-1100"
"31","","-220","","0","1007416","2","2","1007416110","","-1000"
"4","","","","","1007416","93","","1007416111","",""
"0","","","","","1007416","91","","1007416112","",""
"117631","0.2","1","","","1007416","3","","1007416113","","mhp_sit_talk_worry"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416114","","vo_mhp_6015"
"117631","","6","0","0","1007416","11","1","1007416115","0.5","な、なんだったのアレ……"
"0","","","","","1007416","91","","1007416116","",""
"0","","","","","1007416","22","","1007416117","","0"
"0","","","","","1007416","91","","1007416118","",""
"1","1.7","100","0","-240","1007417","1","-1000","1007417001","mhp_idle_normal","103111"
"1","1.7","100","1","-200","1007417","1","365","1007417002","mhp_sit_idle","117631"
"1","1.7","104","1","-220","1007417","1","185","1007417003","mhp_sit_idle","117531"
"1","1","-240","","0.85","1007417","31","-154","1007417004","","1"
"20","0","173","","1","1007417","31","-237","1007417005","","120"
"30","0","0","","1","1007417","31","160","1007417006","","130"
"11","0","0","","1","1007417","31","0","1007417007","","111"
"1","1.7","110","0","-220","1007417","5","-200","1007417008","NoItem","11"
"1","1.7","105","0","-220","1007417","5","-200","1007417009","NoItem","12"
"1","1.7","110","1","-220","1007417","5","185","1007417010","NoItem","21"
"1","1.7","105","1","-220","1007417","5","185","1007417011","NoItem","22"
"11","0","1","0","0","1007417","6","1","1007417012","","1"
"12","0","1","0","0","1007417","6","1","1007417013","","1"
"21","0","1","0","0","1007417","6","1","1007417014","","1"
"22","0","1","0","0","1007417","6","1","1007417015","","1"
"0","","","","","1007417","91","","1007417016","",""
"117531","0.2","1","","","1007417","3","","1007417017","","mhp_sit_talk_normal"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417018","","vo_mhp_6101"
"117531","0","8","0","0","1007417","11","1","1007417019","0.5","シノブさん、どうぞー"
"0","","","","","1007417","91","","1007417020","",""
"117531","0.2","1","","","1007417","3","","1007417021","","mhp_sit_idle"
"103111","0.2","1","","0","1007417","3","","1007417022","","mhp_walk"
"103111","","-220","","0","1007417","2","4","1007417023","","-200"
"0","","","","","1007417","91","","1007417024","",""
"103111","0.2","0","","0","1007417","3","","1007417025","","mhp_sit_in"
"0","","","","","1007417","91","","1007417026","",""
"103111","0.2","1","","0","1007417","3","","1007417027","","mhp_sit_idle_sad"
"0","","","","","1007417","91","","1007417028","",""
"103111","0.2","1","","0","1007417","3","","1007417029","","mhp_sit_talk_sad"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417030","","vo_mhp_6102"
"103111","0","5","0","0","1007417","11","1","1007417031","1","失礼します\n先日は父が本当に申し訳\nありませんでした\nお詫びにうかがったのですが……"
"0","","","","","1007417","91","","1007417032","",""
"103111","0.2","1","","0","1007417","3","","1007417033","","mhp_sit_idle_sad"
"117531","0.2","1","","0","1007417","3","","1007417034","","mhp_sit_talk_normal"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417035","","vo_mhp_6103"
"117531","0","7","0","0","1007417","11","1","1007417036","0.5","あら、わざわざありがとう。\n気にしなくていいのに。"
"0","","","","","1007417","91","","1007417037","",""
"117531","0.2","1","","0","1007417","3","","1007417038","","mhp_sit_idle"
"103111","0.2","1","","0","1007417","3","","1007417039","","mhp_sit_talk_wish2"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417040","","vo_mhp_6104"
"103111","0","7","0","0","1007417","11","1","1007417041","0.5","そういうわけにはいきません。"
"0","","","","","1007417","91","","1007417042","",""
"103111","0.2","1","","0","1007417","3","","1007417043","","mhp_sit_idle_sad"
"117531","0.2","1","","0","1007417","3","","1007417044","","mhp_sit_talk_normal"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417045","","vo_mhp_6105"
"117531","0","6","0","0","1007417","11","1","1007417046","0.5","律儀なのはいいけど\nあなた気苦労が多そうだから\nもう少し気楽にしてた方がいいわね。"
"0","","","","","1007417","91","","1007417047","",""
"117531","0.2","1","","0","1007417","3","","1007417048","","mhp_sit_idle"
"103111","0.2","1","","0","1007417","3","","1007417049","","mhp_sit_talk_sad"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417050","","vo_mhp_6106"
"103111","0","5","0","0","1007417","11","1","1007417051","1","そう、ですか……別に父のせいという\nわけではないですが、\n育った環境が特殊だったので……"
"0","","","","","1007417","91","","1007417052","",""
"103111","0.2","1","","0","1007417","3","","1007417053","","mhp_sit_talk_sad2"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417054","","vo_mhp_6107"
"103111","0","6","0","0","1007417","11","1","1007417055","0.5","ギルドメンバーと一緒にいる時でも\nみんなのように\n楽しそうに笑えない、といいますか。"
"0","","","","","1007417","91","","1007417056","",""
"103111","0.2","1","","0","1007417","3","","1007417057","","mhp_sit_talk_worry"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417058","","vo_mhp_6108"
"103111","0","6","0","0","1007417","11","1","1007417059","0.5","笑顔がきちんとできないと\nやはりよくないでしょうか。"
"0","","","","","1007417","91","","1007417060","",""
"103111","0.2","1","","0","1007417","3","","1007417061","","mhp_sit_idle_sad"
"117531","0.2","1","","0","1007417","3","","1007417062","","mhp_sit_talk_normal"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417063","","vo_mhp_6109"
"117531","0","6","0","0","1007417","11","1","1007417064","0.5","そんなことないわ。\n笑顔ができるからって\nまともな人間とは限らないもの。"
"0","","","","","1007417","91","","1007417065","",""
"117531","0.2","1","","0","1007417","3","","1007417066","","mhp_sit_talk_joy1"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417067","","vo_mhp_6110"
"117531","0","6","0","0","1007417","11","1","1007417068","0.5","ウチのギルドなんてみんな\nニコニコしてるけど、基本ヤバめの\n子たちばかりよ。私を含めて、ね♪"
"0","","","","","1007417","91","","1007417069","",""
"117531","0.2","1","","0","1007417","3","","1007417070","","mhp_sit_talk_normal"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417071","","vo_mhp_6111"
"117531","0","6","0","0","1007417","11","1","1007417072","0.5","それでもみんなすごく魅力的よ\n表情一つじゃ人の良さは判断できないし\nすべきではないわ。"
"0","","","","","1007417","91","","1007417073","",""
"117531","0.2","1","","0","1007417","3","","1007417074","","mhp_sit_talk_wish"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417075","","vo_mhp_6112"
"117531","0","7","0","0","1007417","11","1","1007417076","0.5","あなたのことはまだよく知らないけれど\n笑顔ができないからって\n誤解されるような\n子じゃないってのは分かるわ。"
"0","","","","","1007417","91","","1007417077","",""
"117531","0.2","1","","0","1007417","3","","1007417078","","mhp_sit_talk_bitter"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417079","","vo_mhp_6113"
"117531","0","6","0","0","1007417","11","1","1007417080","0.5","私は医者だから\n人を見る目はあるのよ♪"
"0","","","","","1007417","91","","1007417081","",""
"117531","0.2","1","","0","1007417","3","","1007417082","","mhp_sit_idle"
"103111","0.2","1","","0","1007417","3","","1007417083","","mhp_sit_talk_wish"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417084","","vo_mhp_6114"
"103111","0","6","0","0","1007417","11","1","1007417085","0.5","……お医者さんって\n人生相談もするんですね。"
"0","","","","","1007417","91","","1007417086","",""
"103111","0.2","1","","0","1007417","3","","1007417087","","mhp_sit_idle_wish"
"117531","0.2","1","","0","1007417","3","","1007417088","","mhp_sit_talk_normal"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417089","","vo_mhp_6115"
"117531","0","6","0","0","1007417","11","1","1007417090","0.5","本当は専門外だけど、迷える少年少女の\nカウンセリングくらいはできるわよ。"
"0","","","","","1007417","91","","1007417091","",""
"117531","0.2","1","","0","1007417","3","","1007417092","","mhp_sit_idle"
"103111","0.2","1","","0","1007417","3","","1007417093","","mhp_sit_talk_normal"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417094","","vo_mhp_6116"
"103111","0","6","0","0","1007417","11","1","1007417095","1","……ありがとうございます。\nなんだか心が軽くなった気がします。"
"0","","","","","1007417","91","","1007417096","",""
"0","","","","","1007417","22","","1007417097","","0"
"103111","0.2","1","","0","1007417","3","","1007417098","","mhp_sit_idle"
"117531","0.2","0","0","1","1007417","3","mhp_idle_normal","1007417099","","mhp_sit_out"
"1","","","","","1007417","93","","1007417100","",""
"111","1","","","1","1007417","32","","1007417101","","1"
"120","1","","","1","1007417","32","","1007417102","","1"
"se_10031400","","","","","1007417","23","","1007417103","","se_10031400_rose"
"117531","0.2","0","","0","1007417","3","","1007417104","","mhp_mitsuki_kime"
"1","","","","","1007417","93","","1007417105","",""
"130","1","","","1","1007417","32","","1007417106","","1"
"4","","","","","1007417","93","","1007417107","",""
"130","1","","","1","1007417","32","","1007417108","","0"
"1.2","","","","","1007417","93","","1007417109","",""
"117531","0.2","0","0","1","1007417","3","mhp_sit_idle","1007417110","","mhp_sit_in"
"2","","","","","1007417","93","","1007417111","",""
"117531","0.2","1","","0","1007417","3","","1007417112","","mhp_sit_talk_normal"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417113","","vo_mhp_6117"
"117531","0","5","0","0","1007417","11","1","1007417114","0.5","それはよかったわ。それよりあなた\n占いが得意なんでしょう？\nあなたのこと、もっとよく知りたいし\nひとつ占ってくれるかしら？"
"0","","","","","1007417","91","","1007417115","",""
"117531","0.2","1","","0","1007417","3","","1007417116","","mhp_sit_idle"
"103111","0.2","1","","0","1007417","3","","1007417117","","mhp_sit_talk_wish"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417118","","vo_mhp_6118"
"103111","0","5","0","0","1007417","11","1","1007417119","0.5","はい、私も先生のことが知りたいですし\n本気で占わせてもらいますね。"
"0","","","","","1007417","91","","1007417120","",""
"103111","0.2","1","","0","1007417","3","","1007417121","","mhp_sit_idle_wish"
"117531","0.2","1","","0","1007417","3","","1007417122","","mhp_sit_talk_normal"
"vo_mhp_1007417","","0","","","1007417","21","0","1007417123","","vo_mhp_6119"
"117531","0","4","0","0","1007417","11","1","1007417124","1.5","それはうれしいわね。それならその……\nこの先良縁に恵まれるか、とか\nわ、分かったりするかしら？"
"3","","","","","1007417","93","","1007417125","","1"
"117531","0.2","1","","0","1007417","3","","1007417126","","mhp_mitsuki_sit_shy"
"1007417124","","","","","1007417","91","","1007417127","",""
"0","","","","","1007417","22","","1007417128","","0"
"0.5","","","","","1007417","93","","1007417129","","0"
"117631","0.2","0","0","1","1007417","3","mhp_yuki_sit_yareyare_loop","1007417130","","mhp_yuki_sit_yareyare_in"
"2","","","","","1007417","93","","1007417131","","0"
"0","","","","","1007417","91","","1007417132","",""
"1","1.7","100","0","0","1009011","1","0","1009011001","mhp_sit_idle_sad","100931"
"1","1.7","101","0","0","1009011","5","0","1009011002","NoItem_sit_idle","31"
"100931","0.2","1","","","1009011","3","","1009011003","","mhp_anna_dark_loop"
"31","0.2","1","","","1009011","3","","1009011004","","mhp_anna_dark_loop"
"vo_mhp","","0","","","1009011","21","0","1009011005","","vo_mhp_0301"
"100931","0","3","0","0","1009011","11","0","1009011006","0","くっ、頭が…鎮まれ！\nおのれ、また\nどこからか攻撃が…！"
"0","","","","","1009011","91","","1009011007","",""
"1","1.7","100","0","0","1009012","1","0","1009012001","mhp_sit_idle","100931"
