69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73
"","","","","40152","4","1000001","","1","1401520047",""
"","0","1","","40152","3","1000001","","travel_topdrama_r_4013_runaway","1401520048",""
"","0.1","1","","40152","3","1000002","","travel_topdrama_r_4000_run_normal","1401520049",""
"","0.1","1","","40152","3","1000003","","travel_topdrama_r_4000_run_normal","1401520050",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_08","1401520051",""
"","","","0","40152","4","8","","1","1401520052",""
"","","-195","0","40152","2","8","2.5","-1600","1401520053",""
"","0","1","1","40152","3","8","","travel_topdrama_r_4013_runaway_1","1401520054",""
"","","-195","0","40152","2","1000001","2.5","-1600","1401520055",""
"","","-195","0","40152","2","1000002","1.4","-20","1401520056",""
"","","-140","0","40152","2","1000003","1.4","-215","1401520057",""
"","","","","40152","93","1.4","","0","1401520058",""
"","","","","40152","32","401310","","1","1401520059",""
"0.3","0.2","0","1","40152","3","1000002","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_2","1401520060",""
"","0.2","1","","40152","3","1000003","","travel_topdrama_r_4000_idle","1401520061",""
"","","","","40152","93","1","","0","1401520062",""
"","0","0","","40152","3","7","","travel_topdrama_r_4013_danger_2","1401520063",""
"","","","","40152","93","1.67","","0","1401520064",""
"","","","","40152","32","401304","","1","1401520065",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_10","1401520066",""
"","","","","40152","93","0.3","","0","1401520067",""
"","0.3","1","","40152","3","1000002","","travel_topdrama_r_4013_touch_loop","1401520068",""
"","","","","40152","93","0.2","","0","1401520069",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_05","1401520070",""
"","","","","40152","93","0.83","","0","1401520071",""
"","","","0","40152","4","8","","0","1401520072",""
"","","-195","0","40152","2","8","0","-20","1401520073",""
"","0","0","","40152","3","8","","travel_topdrama_r_4013_catch_2","1401520074",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_11","1401520075",""
"0.1","0.1","0","0","40152","3","7","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","1401520076",""
"0","0.1","0","1","40152","3","1000002","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","1401520077",""
"","","","","40152","32","4013132","","1","1401520078",""
"","","","","40152","93","0.66","","0","1401520079",""
"","","","","40152","32","4013122","","1","1401520080",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_12","1401520081",""
"","","","","40152","93","0.97","","0","1401520082",""
"","","","","40152","4","1000002","","1","1401520083",""
"","0","1","","40152","3","1000002","","travel_topdrama_r_4013_runaway","1401520084",""
"","0.1","1","","40152","3","1000003","","travel_topdrama_r_4000_run_normal","1401520085",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_08","1401520086",""
"","","","0","40152","4","8","","1","1401520087",""
"","","-195","0","40152","2","8","2.5","-1600","1401520088",""
"","0","1","","40152","3","8","","travel_topdrama_r_4013_runaway_2","1401520089",""
"","","-195","0","40152","2","1000002","2.5","-1600","1401520090",""
"","","-195","0","40152","2","1000003","1.4","-20","1401520091",""
"","","","","40152","93","1.4","","0","1401520092",""
"0.3","0.2","0","1","40152","3","1000003","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_3","1401520093",""
"","","","","40152","32","401311","","1","1401520094",""
"","","","","40152","93","1","","0","1401520095",""
"","0","0","","40152","3","7","","travel_topdrama_r_4013_danger_3_in","1401520096",""
"","","","","40152","93","2.16","","0","1401520097",""
"","","","","40152","32","4013042","","1","1401520098",""
"","","","","40152","93","0.54","","0","1401520099",""
"","0.3","1","","40152","3","1000003","","travel_topdrama_r_4013_touch_loop","1401520100",""
"","","","","40152","93","1.07","","0","1401520101",""
"0.1","0.1","0","1","40152","3","7","travel_topdrama_r_4013_static","travel_topdrama_r_4013_danger_3_safe","1401520102",""
"","","","","40152","32","401315","","1","1401520103",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_15","1401520104",""
"","","","","40152","93","0.83","","0","1401520105",""
"","","","","40152","32","401316","","1","1401520106",""
"","","","","40152","93","1.2","","0","1401520107",""
"","","","0","40152","4","8","","0","1401520108",""
"","","-195","0","40152","2","8","0","-20","1401520109",""
"","0","0","","40152","3","8","","travel_topdrama_r_4013_catch_3","1401520110",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_16","1401520111",""
"","","","","40152","32","4013133","","1","1401520112",""
"0","0.1","0","1","40152","3","1000003","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","1401520113",""
"","","","","40152","93","0.66","","0","1401520114",""
"","","","","40152","32","4013123","","1","1401520115",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_17","1401520116",""
"","","","","40152","93","0.97","","0","1401520117",""
"","","","","40152","4","1000003","","1","1401520118",""
"","0","1","","40152","3","1000003","","travel_topdrama_r_4013_runaway","1401520119",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_08","1401520120",""
"","","","0","40152","4","8","","1","1401520121",""
"","","-195","0","40152","2","8","2.5","-1600","1401520122",""
"","0","1","","40152","3","8","","travel_topdrama_r_4013_runaway_3","1401520123",""
"","","-195","0","40152","2","1000003","2.5","-1600","1401520124",""
"","","","","40152","93","1","","0","1401520125",""
"","","","","40152","111","0","","","1401520126",""
"","","","","40152","91","0","","","1401520127",""
"","1","0","1","40161","31","401600","0","401600","1401610001",""
"0","1","110","-77","40161","5","0","0","0","1401610002","normal"
"","","","","40161","91","0","","0","1401610003",""
"0","1.75","50","-184","40162","1","1","-134","1000001","1401620001","travel_topdrama_r_4016_look_in"
"1","1.75","55","-184","40162","1","1","134","1000002","1401620002","travel_topdrama_r_4016_look_in"
"0","1","30","-310","40162","5","19","-7","401699","1401620003","static"
"0","1","70","-310","40162","5","26","-7","401698","1401620004","empty"
"","1","0","1","40162","31","401601","0","401601","1401620005",""
"","1","0","1","40162","31","401602","0","401602","1401620006",""
"","0","0","1","40162","31","401603","0","401603","1401620007",""
"","0","0","1","40162","31","401605","0","401605","1401620008",""
"","0","0","1","40162","31","401606","0","401606","1401620009",""
"","0","0","1","40162","31","401607","0","401607","1401620010",""
"","0","0","1","40162","31","401608","0","401608","1401620011",""
"","0","0","1","40162","31","401609","0","401609","1401620012",""
"","0","0","1","40162","31","400016","0","400016","1401620013",""
"","1","0","1","40162","31","401620","0","401620","1401620014",""
"","","","","40162","91","0","","","1401620015",""
"","","","","40162","32","400016","","1","1401620016",""
"","","","","40162","32","401603","","1","1401620017",""
"","","","","40162","32","401606","","1","1401620018",""
"","0","0","","40162","3","1000001","","travel_topdrama_r_4016_look_out","1401620019",""
"","0","0","","40162","3","1000002","","travel_topdrama_r_4016_look_out","1401620020",""
"","0","0","","40162","3","401699","","start","1401620021",""
"","","","","40162","93","1.7","","0","1401620022",""
"0","0.2","0","0","40162","3","1000002","travel_topdrama_r_4016_jump_surprise","travel_topdrama_r_4016_hop_R","1401620023",""
"","","","","40162","91","1401620019","","","1401620024",""
"0","0.2","0","1","40162","3","1000001","travel_topdrama_r_4016_jump_normal","travel_topdrama_r_4016_hop_L","1401620025",""
"","","","","40162","91","1401620021","","","1401620026",""
"","0","1","","40162","3","401699","","bound","1401620027",""
"","","","","40162","91","1401620023","","","1401620028",""
"","0.2","1","","40162","3","1000002","","travel_topdrama_r_4016_jump_normal","1401620029",""
"","0.2","1","","40162","3","401699","","bound","1401620030",""
"","","","","40162","93","4.6","","0","1401620031",""
"0","0","0","1","40162","3","401699","idle","jump","1401620032",""
"","0","0","","40162","3","401698","","rock_1","1401620033",""
"","","0.3","","40162","122","10","","10","1401620034",""
"","","","","40162","32","401607","","1","1401620035",""
"","","0","","40162","23","se_travel_top","","se_travel_top_mandragora_06","1401620036",""
"","0","0","","40162","3","1000001","","travel_topdrama_r_4016_bounce_normal_L","1401620037",""
"","","","","40162","93","0.2","","0","1401620038",""
"","0","0","","40162","3","1000002","","travel_topdrama_r_4016_bounce_normal_R","1401620039",""
"","","","","40162","32","401605","","1","1401620040",""
"","","","","40162","93","0.7","","0","1401620041",""
"","","0.3","","40162","122","10","","10","1401620042",""
"","","0","","40162","23","se_travel_top","","se_travel_top_mandragora_07","1401620043",""
"","","0","","40162","23","se_travel_top","","se_travel_top_mandragora_08","1401620044",""
"","","","","40162","91","1401620037","","0","1401620045",""
"","0","0","","40162","3","1000001","","travel_topdrama_r_4016_run","1401620046",""
"","0","0","","40162","3","1000002","","travel_topdrama_r_4016_run","1401620047",""
"","","","","40162","32","401608","","1","1401620048",""
"","","","","40162","32","401609","","1","1401620049",""
"","","","","40162","93","2.13","","0","1401620050",""
"","","","","40162","111","","","","1401620051",""
"","","","","40162","91","0","","","1401620052",""
"","1","0","1","40171","31","401700","0","401700","1401710001",""
"0","1","110","-77","40171","5","0","0","0","1401710002","normal"
"","","","","40171","91","0","","0","1401710003",""
"0","1.75","50","-184","40172","1","1","-134","1000001","1401720001","travel_topdrama_r_4016_look_in"
"1","1.75","55","-184","40172","1","1","134","1000002","1401720002","travel_topdrama_r_4016_look_in"
"0","1","30","-310","40172","5","19","-7","401799","1401720003","static"
"","1","0","1","40172","31","401701","0","401701","1401720004",""
"","1","0","1","40172","31","401702","0","401702","1401720005",""
"","0","0","1","40172","31","401703","0","401703","1401720006",""
"","0","0","1","40172","31","401705","0","401705","1401720007",""
"","0","0","1","40172","31","401706","0","401706","1401720008",""
"","0","0","1","40172","31","401707","0","401707","1401720009",""
"","0","0","1","40172","31","401708","0","401708","1401720010",""
"","0","0","1","40172","31","400017","0","400017","1401720011",""
"","1","0","1","40172","31","401720","0","401720","1401720012",""
"","","","","40172","91","0","","","1401720013",""
"","","","","40172","32","400017","","1","1401720014",""
"","","","","40172","32","401703","","1","1401720015",""
"","","","","40172","32","401706","","1","1401720016",""
"","0","0","","40172","3","1000001","","travel_topdrama_r_4016_look_out","1401720017",""
"","0","0","","40172","3","1000002","","travel_topdrama_r_4016_look_out","1401720018",""
"","0","0","","40172","3","401799","","start","1401720019",""
"","","","","40172","93","1.7","","0","1401720020",""
"0","0.2","0","0","40172","3","1000002","travel_topdrama_r_4016_jump_surprise","travel_topdrama_r_4016_hop_R","1401720021",""
"","","","","40172","91","1401720017","","","1401720022",""
"0","0.2","0","1","40172","3","1000001","travel_topdrama_r_4016_jump_normal","travel_topdrama_r_4016_hop_L","1401720023",""
"","","","","40172","91","1401720019","","","1401720024",""
"","0","1","","40172","3","401799","","bound","1401720025",""
"","","","","40172","91","1401720021","","","1401720026",""
"","0.2","1","","40172","3","1000002","","travel_topdrama_r_4016_jump_normal","1401720027",""
"","0.2","1","","40172","3","401799","","bound2","1401720028",""
"","","","","40172","93","2.5","","0","1401720029",""
"","","","","40172","32","401707","","1","1401720030",""
"","","","","40172","93","1.4","","0","1401720031",""
"0","0.1","0","1","40172","3","1000002","travel_topdrama_r_4016_jump_dreamy_loop","travel_topdrama_r_4016_jump_dreamy_in","1401720032",""
"","0.2","1","","40172","3","401799","","bound2","1401720033",""
"","","","","40172","93","0.66","","0","1401720034",""
"0","0.1","0","1","40172","3","1000001","travel_topdrama_r_4016_jump_dreamy_loop","travel_topdrama_r_4016_jump_dreamy_in","1401720035",""
"","","","","40172","93","2.2","","0","1401720036",""
"","","","","40172","32","401708","","1","1401720037",""
"","","","","40172","93","2.5","","0","1401720038",""
"","","","","40172","32","401705","","1","1401720039",""
"","","","","40172","93","2.3","","0","1401720040",""
"","","","","40172","111","","","","1401720041",""
"","","","","40172","91","0","","","1401720042",""
"","1","0","1","40181","31","401800","0","401800","1401810001",""
"0","1","110","-77","40181","5","0","0","0","1401810002","normal"
"","","","","40181","91","0","","0","1401810003",""
"0","1.75","50","-184","40182","1","1","-134","1000001","1401820001","travel_topdrama_r_4016_look_in"
"1","1.75","55","-184","40182","1","1","134","1000002","1401820002","travel_topdrama_r_4016_look_in"
"0","1","30","-310","40182","5","19","-7","401899","1401820003","static"
"0","1","70","-310","40182","5","26","-7","401898","1401820004","empty"
"","1","0","1","40182","31","401801","0","401801","1401820005",""
"","1","0","1","40182","31","401802","0","401802","1401820006",""
"","0","0","1","40182","31","401803","0","401803","1401820007",""
"","0","0","1","40182","31","401804","0","401804","1401820008",""
"","0","0","1","40182","31","401805","0","401805","1401820009",""
"","0","0","1","40182","31","401806","0","401806","1401820010",""
"","0","0","1","40182","31","401807","0","401807","1401820011",""
"","0","0","1","40182","31","401808","0","401808","1401820012",""
"","0","0","1","40182","31","401809","0","401809","1401820013",""
"","0","0","1","40182","31","401810","0","401810","1401820014",""
"","0","0","1","40182","31","400018","0","400018","1401820015",""
"","1","0","1","40182","31","401820","0","401820","1401820016",""
"","","","","40182","91","0","","","1401820017",""
"","","","","40182","32","400018","","1","1401820018",""
"","","","","40182","32","401803","","1","1401820019",""
"","","","","40182","32","401804","","1","1401820020",""
"","","","","40182","32","401806","","1","1401820021",""
"","0","0","","40182","3","1000001","","travel_topdrama_r_4016_look_out","1401820022",""
"","0","0","","40182","3","1000002","","travel_topdrama_r_4016_look_out","1401820023",""
"","0","0","","40182","3","401899","","start","1401820024",""
"","","","","40182","93","1.7","","0","1401820025",""
"0","0.2","0","0","40182","3","1000002","travel_topdrama_r_4016_jump_surprise","travel_topdrama_r_4016_hop_R","1401820026",""
