8ec33b1beb602686b8105c36e2b6a74b554c214166d183e706c7d2e455951ec4,de214712657351cc4d49e261457dfb22eddebdb2c38063be390c0cec32d2fecc,84273b421d0b16737fa9c2d3c38721cb01e5f71410baaf15a584a676715bf0fe,6134d99cac65b183987328159bbfd437b718d2f8eeb2d329050acb45ed38ea54,2fddd367c00b7f4cf8f86dd178ee0103b593b0613b5b5bcfb80273592a644efc,5b1a2769e31574b098ec50c07ea3a295f6afc8dc88df36e683569846278876e0,b1831264f55b102d746f630193add3143d4dea24b0fbe2b14973e512039ce5aa,d9c74660b99d75287fd08ca057f1ba12d804d2cd6bc2ec94777a8909f7dfde03,6b093ef6e76969dcf334d9831130ae3e6a58c43545c9b487225c9aca8a8a2a6b,c1427d24ed9baf4dd592e1f52b828de285f5c92b5033dc20281f563a68e8026c,1aab82a8af9e876b7a4f86e936eda7994a9cd7d25e000d6c023d4e8ada213a36
"","6","0","1","1","0","122711","1009814","1","0","1009814008"
"","25","","0","bgm_M610","","bgm_M610","1009814","0","","1009814009"
"","93","","","0","","1","1009814","","","1009814010"
"","6","0.4","1","1","0.8","333","1009814","1","0","1009814011"
"","3","","","lsv_walk","0.2","122911","1009814","1","","1009814012"
"","2","0","2","100","","122911","1009814","-220","","1009814013"
"","6","1","1","1","0.4","122911","1009814","1","0","1009814014"
"","3","","","lsv_walk","0.2","122711","1009814","1","","1009814015"
"","2","0","2","270","","122711","1009814","-250","","1009814016"
"","6","1","1","1","0.4","122711","1009814","1","0","1009814017"
"","93","","","0","","2","1009814","","","1009814018"
"","3","","","lsv_idle_normal","0.2","122911","1009814","1","","1009814019"
"","3","","","lsv_idle_normal","0.2","122711","1009814","1","","1009814020"
"","93","","","0","","0.6","1009814","","","1009814021"
"","3","","","lsv_idle_sad","0.2","122711","1009814","1","","1009814022"
"","3","","","lsv_idle_sad","0.2","122911","1009814","1","","1009814023"
"","21","","0","vo_lsv_1421","","vo_lsv","1009814","0","","1009814024"
"0","11","1","1","…………","0","122711","1009814","10","0","1009814025"
"0","11","1","1","…………","0","122911","1009814","10","0","1009814026"
"","91","","","","","0","1009814","","","1009814027"
"","3","","","lsv_idle_normal","0.2","122711","1009814","1","","1009814028"
"","3","","","lsv_idle_normal","0.2","122911","1009814","1","","1009814029"
"","3","","","lsv_walk","0.2","122811","1009814","1","","1009814030"
"","2","0","2","-200","","122811","1009814","-235","","1009814031"
"","6","1","1","1","0.4","122811","1009814","1","0","1009814032"
"","93","","","0","","2","1009814","","","1009814033"
"","3","","","lsv_idle_normal","0.2","122811","1009814","1","","1009814034"
"","93","","","0","","0.6","1009814","","","1009814035"
"","3","","","lsv_talk_bitter","0.2","122811","1009814","1","","1009814036"
"","21","","0","vo_lsv_1422","","vo_lsv","1009814","0","","1009814037"
"0","11","1","1","あ…\nあはは、ごめんね？\n日記、あんまり書けなくて…","0","122811","1009814","10","0","1009814038"
"","91","","","","","0","1009814","","","1009814039"
"","3","","","lsv_talk_bitter_sad","0.2","122811","1009814","1","","1009814040"
"","21","","0","vo_lsv_1423","","vo_lsv","1009814","0","","1009814041"
"0","11","1","1","それに…\nほんとの気持ちも\n書いちゃった。","0","122811","1009814","10","0","1009814042"
"","91","","","","","0","1009814","","","1009814043"
"","3","","","lsv_idle_sad2","0.2","122811","1009814","1","","1009814044"
"","3","","","lsv_talk_normal_suprise1","0.2","122711","1009814","1","","1009814045"
"","21","","0","vo_lsv_1424","","vo_lsv","1009814","0","","1009814046"
"0","11","1","1","ううん、いいよ。\n…わかるから。","0","122711","1009814","10","0","1009814047"
"","91","","","","","0","1009814","","","1009814048"
"","3","","","lsv_idle_normal_talkR","0.2","122711","1009814","1","","1009814049"
"","3","","","lsv_talk_normal_bitter","0.2","122911","1009814","1","","1009814050"
"","21","","0","vo_lsv_1425","","vo_lsv","1009814","0","","1009814051"
"0","11","1","1","…ミミも、わかるよ。\nミソギちゃん。\n書いてくれてありがとう。","0","122911","1009814","10","0","1009814052"
"","91","","","","","0","1009814","","","1009814053"
"","3","","","lsv_idle_sad_normal","0.2","122911","1009814","1","","1009814054"
"","3","","","lsv_idle_sad","0.2","122811","1009814","1","","1009814055"
"","21","","0","vo_lsv_1426","","vo_lsv","1009814","0","","1009814056"
"0","11","1","1","……うん。","0","122811","1009814","10","0","1009814057"
"","91","","","","","0","1009814","","","1009814058"
"","3","","","lsv_idle_normal_talkR","0.2","122811","1009814","1","","1009814059"
"","3","","","lsv_talk_wish_sad","0.2","122911","1009814","1","","1009814060"
"","21","","0","vo_lsv_1427","","vo_lsv","1009814","0","","1009814061"
"0","11","1","1","…どうして、\nもうバイバイしないと\nいけなかったのかな。","0","122911","1009814","10","0","1009814062"
"","91","","","","","0","1009814","","","1009814063"
"","3","","","lsv_idle_wish_sad","0.2","122911","1009814","1","","1009814064"
"","3","","","lsv_talk_normal_sad","0.2","122711","1009814","1","","1009814065"
"","21","","0","vo_lsv_1428","","vo_lsv","1009814","0","","1009814066"
"0","11","1","1","ミミ…","0","122711","1009814","10","0","1009814067"
"","91","","","","","0","1009814","","","1009814068"
"","3","","","lsv_idle_normal_talkR","0.2","122711","1009814","1","","1009814069"
"","3","","","lsv_talk_wish_surprise","0.2","122911","1009814","1","","1009814070"
"","21","","0","vo_lsv_1429","","vo_lsv","1009814","0","","1009814071"
"0","11","1","1","わかってるよ？\n理由はちゃんと、\nわかってるの。でも…","0","122911","1009814","10","0","1009814072"
"","91","","","","","0","1009814","","","1009814073"
"","3","","","lsv_talk_wish_sad","0.2","122911","1009814","1","","1009814074"
"","21","","0","vo_lsv_1430","","vo_lsv","1009814","0","","1009814075"
"0","11","1","1","なんで、って…\nどうして、って…\n思っちゃう。","0","122911","1009814","10","0","1009814076"
"","91","","","","","0","1009814","","","1009814077"
"","3","","","lsv_idle_normal","0.2","122911","1009814","1","","1009814078"
"","3","","","lsv_talk_anger_shy","0.2","122811","1009814","1","","1009814079"
"","21","","0","vo_lsv_1431","","vo_lsv","1009814","0","","1009814080"
"0","11","1","1","…わかんないよね。\nあーもうっ！\nむずかしいな～っ！！","0","122811","1009814","10","0","1009814081"
"","91","","","","","0","1009814","","","1009814082"
"","3","","","lsv_idle_normal_talkR","0.2","122811","1009814","1","","1009814083"
"","3","","","lsv_talk_joy3_blink2","0.2","122711","1009814","1","","1009814084"
"","21","","0","vo_lsv_1432","","vo_lsv","1009814","0","","1009814085"
"0","11","1","1","…そうだね。\n本当に難しいよ。","0","122711","1009814","10","0","1009814086"
"","91","","","","","0","1009814","","","1009814087"
"","3","","","lsv_talk_sad","0.2","122711","1009814","1","","1009814088"
"","21","","0","vo_lsv_1433","","vo_lsv","1009814","0","","1009814089"
"0","11","1","1","きっと、どんなお勉強より…\nずっとずっと……\n難しいよ。","0","122711","1009814","10","0","1009814090"
"","91","","","","","0","1009814","","","1009814091"
"","3","","","lsv_idle_wish_angerR","0.2","122711","1009814","1","","1009814092"
"","22","","","0","0.2","0","1009814","1","","1009814093"
"","91","","","","","0","1009814","","","1009814094"
"","25","","0","bgm_M612","","bgm_M612","1009814","0","","1009814095"
"","102","","","","","","1009814","","","1009814096"
"","22","","","0.2","","0","1009814","","","1009814097"
"","93","","","","","0.2","1009814","","","1009814098"
"0","12","0","0","12","0","122811","1009814","1","0","1009814099"
"","3","","","lsv_talk_anger","0.2","122811","1009814","1","","1009814100"
"","93","","","0","","3","1009814","","","1009814101"
"","3","","","lsv_idle_anger1","0.2","122811","1009814","1","","1009814102"
"0","12","0","0","12","0","122711","1009814","1","0","1009814103"
"","3","","","lsv_talk_thinking","0.2","122711","1009814","1","","1009814104"
"","93","","","0","","3","1009814","","","1009814105"
"","3","","","lsv_idle_wish_angerR","0.2","122711","1009814","1","","1009814106"
"0","12","0","0","12","0","122911","1009814","1","0","1009814107"
"","3","","","lsv_idle_bitter","0.2","122911","1009814","1","","1009814108"
"","93","","","0","","3","1009814","","","1009814109"
"","3","","","lsv_idle_normal","0.2","122911","1009814","1","","1009814110"
"","101","","","","","1009814099","1009814","","","1009814111"
"","6","0","1","1","1","333","1009814","1","0","1009814112"
"","4","","","1","","122811","1009814","","","1009814113"
"","3","","","lsv_run_sad","0.2","122811","1009814","1","","1009814114"
"","2","0","0.8","-750","","122811","1009814","-235","","1009814115"
"","4","","","0","","122911","1009814","","","1009814116"
"","3","","","lsv_run_sad","0.2","122911","1009814","1","","1009814117"
"","2","0","0.8","750","","122911","1009814","-220","","1009814118"
"","4","","","0","","122711","1009814","","","1009814119"
"","3","","","lsv_run_sad","0.2","122711","1009814","1","","1009814120"
"","2","0","0.8","850","","122711","1009814","-250","","1009814121"
"","93","","","","","0.6","1009814","","","1009814122"
"","6","0","1","1","0.2","122811","1009814","1","0","1009814123"
"","6","0","1","1","0.2","122911","1009814","1","0","1009814124"
"","6","0","1","1","0.2","122711","1009814","1","0","1009814125"
"","91","","","","","0","1009814","","","1009814126"
"lsv_idle_normal","1","-235","-650","122711","1.95","1","1009815","102","0","1009815001"
"lsv_idle_normal","1","-220","650","122911","1.95","1","1009815","100","1","1009815002"
"lsv_idle_normal","1","-250","750","122811","1.95","1","1009815","101","1","1009815003"
"lsv_white_loop","5","0","0","333","1","1","1009815","0","0","1009815004"
"","6","0","1","1","0","333","1009815","1","0","1009815005"
"","6","0","1","1","0","122711","1009815","1","0","1009815006"
"","6","0","1","1","0","122911","1009815","1","0","1009815007"
"","6","0","1","1","0","122811","1009815","1","0","1009815008"
"","93","","","0","","1","1009815","","","1009815009"
"","6","0.4","1","1","0.8","333","1009815","1","0","1009815010"
"","3","","","lsv_walk","0.2","122711","1009815","1","","1009815011"
"","2","0","2","-200","","122711","1009815","-235","","1009815012"
"","6","1","1","1","0.4","122711","1009815","1","0","1009815013"
"","3","","","lsv_walk","0.2","122911","1009815","1","","1009815014"
"","2","0","2","100","","122911","1009815","-220","","1009815015"
"","6","1","1","1","0.4","122911","1009815","1","0","1009815016"
"","3","","","lsv_walk","0.2","122811","1009815","1","","1009815017"
"","2","0","2","270","","122811","1009815","-250","","1009815018"
"","6","1","1","1","0.4","122811","1009815","1","0","1009815019"
"","93","","","0","","2","1009815","","","1009815020"
"","3","","","lsv_idle_normal","0.2","122711","1009815","1","","1009815021"
"","3","","","lsv_idle_normal","0.2","122911","1009815","1","","1009815022"
"","3","","","lsv_idle_normal","0.2","122811","1009815","1","","1009815023"
"","93","","","0","","0.6","1009815","","","1009815024"
"","3","","","lsv_talk_surprise","0.2","122911","1009815","1","","1009815025"
"","21","","0","vo_lsv_1521","","vo_lsv","1009815","0","","1009815026"
"0","11","1","1","絵も日記も\nいっぱいになったね。","0","122911","1009815","10","0","1009815027"
"","91","","","","","0","1009815","","","1009815028"
"","3","","","lsv_idle_surprise","0.2","122911","1009815","1","","1009815029"
"","3","1","lsv_talk_cool_joy_loop","lsv_talk_cool_joy","0","122811","1009815","0","0.2","1009815030"
"","21","","0","vo_lsv_1522","","vo_lsv","1009815","0","","1009815031"
"0","11","1","1","それだけ、\nみゅ～ちゃんとの思い出が\nいっぱいだったってことだよ。","0","122811","1009815","10","0","1009815032"
"","91","","","","","0","1009815","","","1009815033"
"","3","","","lsv_idle_cool","0.2","122811","1009815","1","","1009815034"
"","3","","","lsv_talk_wish_dere","0.2","122911","1009815","1","","1009815035"
"","21","","0","vo_lsv_1523","","vo_lsv","1009815","0","","1009815036"
"0","11","1","1","…うん。\nいっぱいできたもんね。\nみゅ～ちゃんとの思い出…","0","122911","1009815","10","0","1009815037"
"","91","","","","","0","1009815","","","1009815038"
"","3","","","lsv_idle_normal_joyR","0.2","122911","1009815","1","","1009815039"
"","3","","","lsv_talk_wish_joy","0.2","122711","1009815","1","","1009815040"
"","21","","0","vo_lsv_1524","","vo_lsv","1009815","0","","1009815041"
"0","11","1","1","…忘れられないね。\nううん…\n忘れたくないね。","0","122711","1009815","10","0","1009815042"
"","91","","","","","0","1009815","","","1009815043"
"","3","","","lsv_idle_wish_joy","0.2","122711","1009815","1","","1009815044"
"","3","","","lsv_talk_joy3_blink2","0.2","122811","1009815","1","","1009815045"
"","21","","0","vo_lsv_1525","","vo_lsv","1009815","0","","1009815046"
"0","11","1","1","そうだね…\nミソギも同じ気持ち。","0","122811","1009815","10","0","1009815047"
"","91","","","","","0","1009815","","","1009815048"
"","3","","","lsv_idle_sad_normal","0.2","122811","1009815","1","","1009815049"
"","3","","","lsv_talk_wish_dere","0.2","122911","1009815","1","","1009815050"
"","21","","0","vo_lsv_1526","","vo_lsv","1009815","0","","1009815051"
"0","11","1","1","ミミもだよ。\nきっと、ずっと…","0","122911","1009815","10","0","1009815052"
"","91","","","","","0","1009815","","","1009815053"
"","3","","","lsv_idle_normal","0.2","122911","1009815","1","","1009815054"
"","3","","","lsv_talk_joy1_normal","0.2","122711","1009815","1","","1009815055"
"","21","","0","vo_lsv_1527","","vo_lsv","1009815","0","","1009815056"
"0","11","1","1","じゃあ…次にまた\nみゅ～ちゃんと会えたとき、\nこの日記の続きを書こうよ。","0","122711","1009815","10","0","1009815057"
"","91","","","","","0","1009815","","","1009815058"
"","3","","","lsv_idle_normal","0.2","122711","1009815","1","","1009815059"
"","3","1","lsv_exactly_loop","lsv_exactly_in","0","122811","1009815","0","0.2","1009815060"
"","21","","0","vo_lsv_1528","","vo_lsv","1009815","0","","1009815061"
"0","11","1","1","それいいね！\n賛成！","0","122811","1009815","10","0","1009815062"
"","91","","","","","0","1009815","","","1009815063"
"","3","","","lsv_idle_joy","0.2","122811","1009815","1","","1009815064"
"","3","1","lsv_idle_normal_joy","lsv_handsup_joy","0.2","122911","1009815","0","0.2","1009815065"
"","21","","0","vo_lsv_1529","","vo_lsv","1009815","0","","1009815066"
"0","11","1","1","ミミもさんせ～い♪","0","122911","1009815","10","0","1009815067"
"","91","","","","","0","1009815","","","1009815068"
"","3","","","lsv_talk_wish_dere","0.2","122711","1009815","1","","1009815069"
"","21","","0","vo_lsv_1530","","vo_lsv","1009815","0","","1009815070"
"0","11","1","1","この日記も大事にしようね。\n…楽しみなことが\nひとつ増えたみたい。ふふっ。","0","122711","1009815","10","0","1009815071"
"","91","","","","","0","1009815","","","1009815072"
"","3","","","lsv_idle_wish_dere","0.2","122711","1009815","1","","1009815073"
"","3","","","lsv_talk_wish_joy","0.2","122811","1009815","1","","1009815074"
"","21","","0","vo_lsv_1531","","vo_lsv","1009815","0","","1009815075"
"0","11","1","1","それじゃ、\nいつかそのときまで！","0","122811","1009815","10","0","1009815076"
"","91","","","","","0","1009815","","","1009815077"
"","3","","","lsv_idle_normal","0.2","122811","1009815","1","","1009815078"
"","3","1","lsv_idle_normal","lsv_smile","0","122811","1009815","0","0.2","1009815079"
"","3","1","lsv_idle_normal_joyR","lsv_smile_mimi","0","122911","1009815","0","0.2","1009815080"
"","3","1","lsv_idle_normal_joy","lsv_smile_kyouka","0","122711","1009815","0","0.2","1009815081"
"","21","","0","vo_lsv_1532","","vo_lsv","1009815","0","","1009815082"
"0","11","1","1","…またねっ！","0","122811","1009815","10","0","1009815083"
"0","11","1","1","…またねっ！","0","122911","1009815","10","0","1009815084"
"0","11","1","1","…またねっ！","0","122711","1009815","10","0","1009815085"
"","91","","","","","0","1009815","","","1009815086"
"","22","","","0","0.2","0","1009815","1","","1009815087"
"","91","","","","","0","1009815","","","1009815088"
"","102","","","","","","1009815","","","1009815089"
"","22","","","0.2","","0","1009815","","","1009815090"
"","93","","","","","0.2","1009815","","","1009815091"
