a36ee370f986f1bcd271d6faee9f2e87188c5066c9c6880c02ba460ecbdedd2b,f2c580a25a51b4ed47b0a40dac1427aa4ca9364611f5ef7cb89e56f7e669ec7d,767132435c7026bdb61d4a252ea9bf9cde98f68b81f1a024dc1165a2ae0de570,e925d4dea7656de6b8fd6c14caf43d09255423b1d5a33fca44d1cadbff2028af,1ade4480a5fdcb9473fb4facd658466cd60cfb511774f16799f80ed963465611,a8474f81bf18b1ed710b4c5a67ff46107bf37fbf83d77110b8c32b2385acb56f,0f3f420eaa5a9e361ca9db6e2f1e9b5bbbc482525c16530cfbd30d0557a553dd,0c453073002f63b158bb60a1e5f06ccdd8963da32b2a9018b5ccbb9fa6e07874,1fd8183cd71ff93d37811ad31149bff51a72e378d1d949e217ebfd1098e1b251,fa4571809ab718e1180f4b994d91b7736a3476af4096d6548f32cc01b3089d02,170c4d6b888c1905ae1c7ada9c81e15ccfa71d69dfe5900d37af2abe57a8b27a
"122411","10","946","11","1","19460034","0","1","0","あ、やっほー！","0"
"2","","946","93","","19460035","","","","0",""
"107911","","946","3","46_tamaki_handwave_loop","19460036","0.1","","1","46_tamaki_handwave","0.1"
"107811","","946","3","46_kyaru_idle_smile_loop","19460037","0.1","","1","46_kyaru_idle_smile","0.1"
"1.5","","946","93","","19460038","","","","0",""
"vo_fpc","","946","21","0","19460039","","","","vo_fpc_30606",""
"107911","6","946","11","1","19460040","0","1","0","やっほー\nまあ、当然例外もいるけどにゃ。","0"
"0","","946","91","","19460041","","","","",""
"107911","0","946","3","46_tamaki_talk2_loop","19460042","0.1","","1","46_tamaki_talk2","0.1"
"vo_fpc","","946","21","0","19460043","","","","vo_fpc_30607",""
"107811","5","946","11","1","19460044","0","0.5","0","そうね。\n…にしても元気ねえ。","0"
"0","","946","91","","19460045","","","","",""
"107811","0","946","3","46_kyaru_idle_normal_loop","19460046","0.1","","1","46_kyaru_idle_normal","0.1"
"0.5","","946","93","","19460047","","","","0",""
"115","","946","32","","19460048","","","","0",""
"122411","","946","32","","19460049","","","","0",""
"122411","-180","946","2","0","19460050","","","","-910",""
"115","-180","946","33","0","19460051","","","","-910",""
"122411","-180","946","2","4.80140774258421","19460052","","","","1000",""
"115","-180","946","33","4.80140774258421","19460053","","","","1000",""
"115","","946","32","","19460054","","","","1",""
"122411","1","946","3","","19460055","0.1","","","46_hiyori_flutterKickFast",""
"1.5","","946","93","","19460056","","","","0",""
"vo_fpc","","946","21","0","19460057","","","","vo_fpc_30608",""
"122411","15","946","11","1","19460058","0","1","0","わーい！","0"
"0.766666666666667","","946","93","","19460059","","","","0",""
"1.5","","946","93","","19460060","","","","0",""
"19460052","","946","91","","19460061","","","","",""
"107911","","946","3","46_tamaki_talk3_loop","19460062","0.1","","1","46_tamaki_talk3","0.1"
"vo_fpc","","946","21","0","19460063","","","","vo_fpc_30609",""
"107911","10","946","11","1","19460064","0","0.5","0","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","0"
"0","","946","91","","19460065","","","","",""
"107811","0","946","3","46_kyaru_idle_normal2_loop","19460066","0.1","","1","46_kyaru_idle_normal2","0.1"
"115","","946","32","","19460067","","","","0",""
"122411","-180","946","2","0","19460068","","","","-910",""
"115","-180","946","33","0","19460069","","","","-910",""
"122411","-180","946","2","2.1606334841629","19460070","","","","1000",""
"115","-180","946","33","2.1606334841629","19460071","","","","1000",""
"115","","946","32","","19460072","","","","1",""
"se_10053800","0","946","23","","19460073","1","","","se_10053800_946_hiyori",""
"0.5","","946","93","","19460074","","","","0",""
"vo_fpc","","946","21","0","19460075","","","","vo_fpc_30610",""
"122411","20","946","11","1","19460076","0","1","0","わー！","0"
"0.65","","946","93","","19460077","","","","0",""
"1.5","","946","93","","19460078","","","","0",""
"107811","0","946","3","46_kyaru_surprise_loop","19460079","0.1","","1","46_kyaru_surprise","0.1"
"107911","","946","3","46_tamaki_talk4_loop","19460080","0.1","","1","46_tamaki_talk4","0.1"
"vo_fpc","","946","21","0","19460081","","","","vo_fpc_30611",""
"107811","10","946","11","1","19460082","0","0.5","0","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","0"
"0","","946","91","","19460083","","","","",""
"115","","946","32","","19460084","","","","0",""
"122411","-180","946","2","0","19460085","","","","-910",""
"115","-180","946","33","0","19460086","","","","-910",""
"122411","-180","946","2","2.1606334841629","19460087","","","","1000",""
"115","-180","946","33","2.1606334841629","19460088","","","","1000",""
"115","","946","32","","19460089","","","","1",""
"se_10053800","0","946","23","","19460090","1","","","se_10053800_946_hiyori",""
"0.5","","946","93","","19460091","","","","0",""
"vo_fpc","","946","21","0","19460092","","","","vo_fpc_30612",""
"122411","20","946","11","1","19460093","0","1","0","たーのしー！","0"
"0.8","","946","93","","19460094","","","","0",""
"1.5","","946","93","","19460095","","","","0",""
"107911","1","946","3","","19460096","0.1","","","46_cmn_run",""
"107811","1","946","3","","19460097","0.1","","","46_cmn_run",""
"107911","-15","946","2","2.8657616892911","19460098","","","","800",""
"107811","-15","946","2","3.46907993966818","19460099","","","","800",""
"0","","946","91","","19460100","","","","",""
"1","22","947","1","-850","19470001","1.75","cmn_float_r","-180","129411","0"
"3","23","947","5","320","19470002","1.75","empty","-180","31","0"
"1","12","947","1","-1100","19470003","1.75","cmn_float","-125","129511","0"
"3","13","947","5","70","19470004","1.75","empty","-125","32","0"
"26","22","947","5","-900","19470005","1.75","47_yuni_float","-180","26","0"
"6","-820","947","31","-180","19470006","1","","1","61",""
"4","320","947","31","-180","19470007","0","","1","41",""
"103","320","947","31","-180","19470008","0","","1","1031",""
"124","320","947","31","-180","19470009","0","","1","1241",""
"9","320","947","31","-180","19470010","0","","1","91",""
"10","850","947","31","-180","19470011","1","","1","101",""
"6","-1100","947","31","-125","19470012","1","","1","62",""
"4","70","947","31","-125","19470013","0","","1","42",""
"103","70","947","31","-125","19470014","0","","1","1032",""
"124","70","947","31","-125","19470015","0","","1","1242",""
"9","70","947","31","-125","19470016","0","","1","92",""
"10","850","947","31","-125","19470017","1","","1","102",""
"102","-900","947","31","-180","19470018","1","","1","26",""
"1009","-975","947","31","0","19470019","0","","1","1009",""
"1010","-310","947","31","0","19470020","0","","1","1010",""
"1011","570","947","31","30","19470021","0","","1","1011",""
"se_10053800","1","947","23","","19470022","1","","","se_fpc_water_random",""
"19470021","","947","91","","19470023","","","","",""
"129411","1","947","3","","19470024","0.1","","","cmn_float_r",""
"129411","-180","947","2","6.88235294117647","19470025","","","12","320",""
"61","-180","947","33","6.88235294117647","19470026","","","12","350",""
"129511","-125","947","2","6.88235294117647","19470027","","","12","70",""
"62","-125","947","33","6.88235294117647","19470028","","","12","70",""
"1009","0","947","33","6.88235294117647","19470029","","","12","195",""
"1009","","947","32","","19470030","","","","1",""
"19470025","","947","91","","19470031","","","","",""
"26","-180","947","2","4.55882352941176","19470032","","","12","-280",""
"26","-180","947","33","4.55882352941176","19470033","","","12","-280",""
"19470032","","947","91","","19470034","","","","",""
"1009","","947","32","","19470035","","","","0",""
"vo_fpc","","947","21","0","19470036","","","","vo_fpc_30701",""
"26","5","947","11","1","19470037","0","0.5","0","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","0"
"0","","947","91","","19470038","","","","",""
"vo_fpc","","947","21","0","19470039","","","","vo_fpc_30702",""
"26","5","947","11","1","19470040","0","1","0","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","0"
"0","","947","91","","19470041","","","","",""
"129511","0","947","3","47_cmn_surprise_loop","19470042","0.1","","1","47_chieru_surprise_in","0.1"
"62","-125","947","33","0.2","19470043","","","12","100",""
"129411","0","947","3","47_cmn_surprise_loop","19470044","0.1","","1","47_kuroe_surprise_in","0.1"
"vo_fpc","","947","21","0","19470045","","","","vo_fpc_30703",""
"129411","17","947","11","1","19470046","0","0.5","0","ちょっ…\n何やってンのよ、探さんと…！","0"
"0","","947","91","","19470047","","","","",""
"129411","0","947","3","cmn_swm_diving","19470048","0.1","","1","47_cmn_diving_in","0.1"
"0.2","","947","93","","19470049","","","","0",""
"61","","947","32","","19470050","","","","0",""
"1031","","947","32","","19470051","","","","1",""
"91","","947","32","","19470052","","","","1",""
"129411","-180","947","2","1.59879336349925","19470053","","","","850",""
"91","-180","947","33","1.59879336349925","19470054","","","","850",""
"129511","0","947","3","cmn_swm_diving","19470055","0.1","","1","47_cmn_diving_in","0.1"
"0.2","","947","93","","19470056","","","","0",""
"62","","947","32","","19470057","","","","0",""
"1032","","947","32","","19470058","","","","1",""
"92","","947","32","","19470059","","","","1",""
"129511","-125","947","2","1.96078431372549","19470060","","","","850",""
"92","-125","947","33","1.96078431372549","19470061","","","","850",""
"19470060","","947","91","","19470062","","","","",""
"91","","947","32","","19470063","","","","0",""
"92","","947","32","","19470064","","","","0",""
"129511","-125","947","2","2.94117647058824","19470065","","","12","70",""
"102","-125","947","33","2.94117647058824","19470066","","","12","70",""
"129511","1","947","3","","19470067","0.1","","","cmn_swm_diving_r",""
"1","","947","93","","19470068","","","","0",""
"vo_fpc","","947","21","0","19470069","","","","vo_fpc_30704",""
"26","10","947","11","1","19470070","0","0.5","0","あった？","0"
"0.9","","947","93","","19470071","","","","0",""
"1","","947","93","","19470072","","","","0",""
"19470065","","947","91","","19470073","","","","",""
"26","0","947","3","47_yuni_surprise_loop","19470074","0.1","","1","47_yuni_surprise_in","0.1"
"129511","0","947","3","47_cmn_item_loop","19470075","0.1","","1","47_cmn_item_in","0.1"
"32","0","947","3","47_cmn_item_loop_book","19470076","0.1","","1","47_cmn_item_in_book","0.1"
"0.2","","947","93","","19470077","","","","0",""
"42","","947","32","","19470078","","","","1",""
"1242","","947","32","","19470079","","","","1",""
"102","","947","32","","19470080","","","","0",""
"vo_fpc","","947","21","0","19470081","","","","vo_fpc_30705",""
"129511","10","947","11","1","19470082","0","1","0","ユニ先輩の本がありました。","0"
"1.8","","947","93","","19470083","","","","0",""
"129411","-180","947","2","1.99849170437406","19470084","","","12","320",""
"101","-180","947","33","1.99849170437406","19470085","","","12","320",""
"129411","1","947","3","","19470086","0.1","","","cmn_swm_diving_r",""
"1.5","","947","93","","19470087","","","","0",""
"19470084","","947","91","","19470088","","","","",""
"129411","0","947","3","47_cmn_item_loop","19470089","0.1","","1","47_cmn_item_in","0.1"
"31","0","947","3","47_cmn_item_loop_weapon","19470090","0.1","","1","47_cmn_item_in_weapon","0.1"
"0.2","","947","93","","19470091","","","","0",""
"41","","947","32","","19470092","","","","1",""
"1241","","947","32","","19470093","","","","1",""
"101","","947","32","","19470094","","","","0",""
"vo_fpc","","947","21","0","19470095","","","","vo_fpc_30706",""
"129411","10","947","11","1","19470096","0","1","0","ユニ先輩の斧だか槍だかがありました。","70"
"0","","947","91","","19470097","","","","",""
"1011","","947","32","","19470098","","","","1",""
"vo_fpc","","947","21","0","19470099","","","","vo_fpc_30707",""
"26","8","947","11","1","19470100","730","1","0","ぽーん！\nドクター・ユニに警告！\nプールはゴミ箱じゃありません！","140"
"5.25","","947","93","","19470101","","","","0",""
"1.5","","947","93","","19470102","","","","0",""
"26","1","947","3","","19470103","0.3","","","47_yuni_float",""
"1010","","947","32","","19470104","","","","1",""
"1.5","","947","93","","19470105","","","","0",""
"129511","0","947","3","cmn_float","19470106","0.1","","1","47_cmn_float_in","0.1"
"32","0","947","3","empty","19470107","0.1","","0","47_cmn_float_in_book","0.1"
"129411","0","947","3","cmn_float","19470108","0.1","","1","47_cmn_float_in","0.1"
"31","0","947","3","empty","19470109","0.1","","0","47_cmn_float_in_weapon","0.1"
"1.1","","947","93","","19470110","","","","0",""
"129411","-180","947","2","3.07692307692308","19470111","","","","1000",""
"41","-180","947","33","3.07692307692308","19470112","","","","1000",""
"26","-180","947","2","5.79185520361991","19470113","","","","1000",""
"26","-180","947","33","5.79185520361991","19470114","","","","1000",""
"129511","-125","947","2","4.20814479638009","19470115","","","","1000",""
"42","-125","947","33","4.20814479638009","19470116","","","","1000",""
"19470113","","947","91","","19470117","","","","",""
"se_10053800","","951","23","","19510001","","","","se_fpc_water_random",""
"1","22","951","5","-850","19510002","1.75","cmn_float_monster_01","-180","1","0"
"1","-180","951","2","15","19510003","","","","850",""
"se_10053800","","952","23","","19520001","","","","se_fpc_water_random",""
"1","22","952","5","-850","19520002","1.75","cmn_float_monster_02","-180","1","0"
"1","-180","952","2","15","19520003","","","","850",""
"se_10053800","","953","23","","19530001","","","","se_fpc_water_random",""
"1","22","953","5","-850","19530002","1.75","cmn_float_monster_03","-180","1","0"
"1","-180","953","2","15","19530003","","","","850",""
"se_10053800","","954","23","","19540001","","","","se_fpc_water_random",""
"1","22","954","5","-850","19540002","1.75","cmn_float_monster_04","-180","1","0"
"1","-180","954","2","15","19540003","","","","850",""
"se_10053800","","955","23","","19550001","","","","se_fpc_water_random",""
"1","22","955","5","-850","19550002","1.75","cmn_float_monster_05","-180","1","0"
"1","-180","955","2","15","19550003","","","","850",""
"se_10053800","","956","23","","19560001","","","","se_fpc_water_random",""
"1","22","956","5","-850","19560002","1.75","cmn_float_monster_06","-180","1","0"
"1","-180","956","2","15","19560003","","","","850",""
"se_10053800","","957","23","","19570001","","","","se_fpc_water_random",""
"1","22","957","5","-850","19570002","1.75","cmn_float_monster_07","-180","1","0"
"1","-180","957","2","15","19570003","","","","850",""
"se_10053800","","958","23","","19580001","","","","se_fpc_water_random",""
"1","22","958","5","-850","19580002","1.75","cmn_float_monster_08","-180","1","0"
"1","-180","958","2","15","19580003","","","","850",""
"se_10053800","","959","23","","19590001","","","","se_fpc_water_random",""
"1","22","959","5","-850","19590002","1.75","cmn_float_monster_09","-180","1","0"
"1","-180","959","2","15","19590003","","","","850",""
"se_10053800","","960","23","","19600001","","","","se_fpc_water_random",""
"1","22","960","5","-850","19600002","1.75","cmn_float_monster_10","-180","1","0"
"1","-180","960","2","15","19600003","","","","850",""
"se_10053800","","961","23","","19610001","","","","se_fpc_water_random",""
"1","22","961","5","-850","19610002","1.75","cmn_float_monster_11","-180","1","0"
