c0effbccfee20244d9c0de92ff102837b0d88f2b71b2c906827024c6fe1520f8,73df246d5c6222210c7a4a8c9e3c5b2055279b0cb3215d96bc8630da6c1d37d4,44989979ed8b9fdc6d2978c49588a3d0e065a7d13dd9da86348f405b948934de,e3bbf097319903c1e7b5aca73bac1c5da2f6ac38debbf076702c28cf6d2ef768,34c7e344314ab582444b51df1155fbbe53c0562d5815e6771abecbdc959bec10,aaa6524c6007524d7deb0150a1c6787e274a98097d55517fd0be28d367ac2560,5243ae9de30bc6177fbdf4c99cadc52cad702300c16e06cd50e00f5f50a37ac8,5c11de100277007c0558e4e94e82722cb22d839b6ea6ef11822c72a2f1f64038,1aba77e7ff285e21d9a9eaa57ee5c9c8565da02edb2f4fc23a4979ea7f19237f,75ddb27e0e50dac8440dee3dd7d35b3cc7c5f5e1dada16bae37a46e1e4e3044e,35b5071074af52cb050fb5a5dfa29c84f92aaa837bd8e97739d019be8a3ce3ca,ab602b8640491e6d5b280bee30171915dbddec15b08d22c3b81afc0804d51ec4
"61411","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61412","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61421","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61422","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61431","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61432","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61441","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61442","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61451","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61452","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61461","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61462","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61471","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61472","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61481","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61482","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61491","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61492","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61501","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61502","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61511","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61512","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61521","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61522","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61531","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61532","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61541","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61542","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61551","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61552","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"70001","討伐依頼証","2015/12/17 15:00:00","0","0","0","1","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","9999","0","32","2030/04/24 14:59:59"
"70002","討伐依頼証","2015/12/17 15:00:00","0","0","0","1","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","9999","0","32","2030/04/24 14:59:59"
"70003","討伐依頼証","2015/12/17 15:00:00","0","0","0","1","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","9999","0","32","2030/04/24 14:59:59"
"70004","討伐依頼証","2015/12/17 15:00:00","0","0","0","1","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","9999","0","32","2030/04/24 14:59:59"
"79001","魔蜘の金糸","2015/12/17 15:00:00","0","0","0","1","煉獄のリベリオンで入手できる魔蜘の金糸。消費してボスバトルに挑戦できる。","99","0","31","2030/04/24 14:59:59"
"90002","ダンジョンコイン","2015/12/17 15:00:00","0","0","0","1","ダンジョンに挑戦した者のみが獲得できる特別な通貨。ダンジョンショップで買い物ができる。","999999999","0","12","2030/08/01 14:59:59"
"90003","アリーナコイン","2015/12/17 15:00:00","0","0","0","1","バトルアリーナに挑戦した者のみが獲得できる特別な通貨。アリーナショップで買い物ができる。","999999999","0","12","2030/08/01 14:59:59"
"90004","プリンセスアリーナコイン","2015/12/17 15:00:00","0","0","0","1","プリンセスアリーナに挑戦した者のみが獲得できる特別な通貨。Pアリーナショップで買い物ができる。","999999999","0","12","2030/08/01 14:59:59"
"90005","女神の秘石","2015/12/17 15:00:00","0","0","0","1","神秘の力を宿した不思議な石。女神の秘石ショップで任意のメモリーピースを購入することができる。","999999999","0","12","2030/08/01 14:59:59"
"90006","クランコイン","2015/12/17 15:00:00","0","0","0","1","クランバトルに挑戦した者のみが獲得できる特別な通貨。クランショップで買い物ができる。","999999999","0","12","2030/08/01 14:59:59"
"90007","ルピ","2015/12/17 15:00:00","0","0","0","1","この世界での衣食住に不可欠なアストルムの流通通貨。ギルドハウスのショップで買い物ができる。","999999999","0","12","2030/08/01 14:59:59"
"90008","マスターコイン","2015/12/17 15:00:00","0","0","0","1","プレイヤーLvを最大まで高めた者のみが獲得できる特別な通貨。マスターショップで買い物ができる。","999999999","0","12","2030/08/01 14:59:59"
"90009","EX武器コイン","2015/12/17 15:00:00","0","0","0","1","EX装備(武器)を分解することで獲得できる特別な通貨。EX装備ショップで買い物ができる。","999999999","0","12","2030/08/01 14:59:59"
"90010","EX防具コイン","2015/12/17 15:00:00","0","0","0","1","EX装備(防具)を分解することで獲得できる特別な通貨。EX装備ショップで買い物ができる。","999999999","0","12","2030/08/01 14:59:59"
"90011","EXアクセサリーコイン","2015/12/17 15:00:00","0","0","0","1","EX装備(アクセサリー)を分解することで獲得できる特別な通貨。EX装備ショップで買い物ができる。","999999999","0","12","2030/08/01 14:59:59"
"90012","コネクトコイン","2015/12/17 15:00:00","0","0","0","1","ガチャを引くことで獲得できる特別な通貨。コネクトショップで買い物ができる。","999999999","0","12","2030/08/01 14:59:59"
"90013","アルケスコイン","2015/12/17 15:00:00","0","0","0","1","EX★5装備を分解することで獲得できる特別な通貨。EX装備ショップでEX★5装備と交換ができる。","999999999","0","12","2030/08/01 14:59:59"
"96001","キャラバンコイン","2015/12/17 15:00:00","0","0","0","1","トレジャーの清算で獲得できる特別な通貨。キャラバンショップで買い物ができる。","999999999","0","27","2030/08/01 14:59:59"
"96002","キャラバンコイン（シーズン2）","2015/12/17 15:00:00","0","0","0","1","トレジャーの清算で獲得できる特別な通貨。キャラバンショップの「シーズン2」タブで買い物ができる。","999999999","0","27","2030/08/01 14:59:59"
"96003","キャラバンコイン（シーズン3）","2015/12/17 15:00:00","0","0","0","1","トレジャーの清算で獲得できる特別な通貨。キャラバンショップの「シーズン3」タブで買い物ができる。","999999999","0","27","2030/08/01 14:59:59"
"96004","キャラバンコイン（シーズン4）","2015/12/17 15:00:00","0","0","0","1","トレジャーの清算で獲得できる特別な通貨。キャラバンショップの「シーズン4」タブで買い物ができる。","999999999","0","27","2030/08/01 14:59:59"
"96005","キャラバンコイン（シーズン5）","2015/12/17 15:00:00","0","0","0","1","トレジャーの清算で獲得できる特別な通貨。キャラバンショップの「シーズン5」タブで買い物ができる。","999999999","0","27","2030/08/01 14:59:59"
"96006","キャラバンコイン（シーズン6）","2015/12/17 15:00:00","0","0","0","1","トレジャーの清算で獲得できる特別な通貨。キャラバンショップの「シーズン6」タブで買い物ができる。","999999999","0","27","2030/08/01 14:59:59"
"99001","ハイメタルプレート","2015/12/17 15:00:00","0","0","0","2","キャラの装備強化に使用すると、装備強化Ptが10加算される。","999","10","99","2030/08/01 14:59:59"
"99002","ランダム装備BOX","2015/12/17 15:00:00","0","0","0","2","ランダムな装備が獲得できる。","1","0","6","2030/08/01 14:59:59"
"99009","ダイス","2015/12/17 15:00:00","0","0","0","1","キャラバンで使用するダイス。振って出た目の数だけマスを進むことができる。","99","0","26","2030/08/01 14:59:59"
