d9eb2b1b1b285f0b41ec3b9478c89d3f8eef5d2c2657d2391ea917578cba4ebf,8d569c00816375da411359b364d533d74a8d3c3ecb36c81403fc946f72643ddf,c4d619f04221c8cb4c8aa7a2a6faab9b091aaf8006583b7f244183afdf3e937d,7d8b06b1c232155a43d2af7a1d36b5f2e103bea29e9262376354523560140424,c9f4190be296f366272831442fee3eafe38c7d51a98805385631819467d9aa8e,01784c0e3ffd10c8e1a651ba000a871b6d770eb96bc387147e0afbef8cce4b24,bff41451fb8cfbf9a9633b6aa82096b29453ec17ea103fa80e9b1f11db0f3231,dd8dfd8c0598d6ba48dd822f31206ee23db910847b13a8390a8f869a10745784,ff44fc20b562d3958e6c45043b9bc46a7da1e61d967c4a0e7deecbb9b6b68f20,1d258b38d0eb43a4a14024b472c48369c8fba8a7b50f8c993b33354e9dfb4a75,68154e56b7a9cefbca0e1aa28c54eecf068bbe28ba920da117b861e2b14a1c77,dfd2971f2b00425b06e26791187315f97d3372194053b7c45bbc751de4ea17ea
"魔蜘の金糸","1","2015/12/17 15:00:00","31","0","0","煉獄のリベリオンで入手できる魔蜘の金糸。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","99","79001","0","0"
"オールマスタリーLv1","0","2015/12/17 15:00:00","35","0","0","マスタリー強化用素材。全てのロールの強化に使用できる。","2030/04/24 14:59:59","9999","80001","0","0"
"オールマスタリーLv2","0","2015/12/17 15:00:00","35","0","0","マスタリー強化用素材。全てのロールの強化に使用できる。","2030/04/24 14:59:59","9999","80002","0","0"
"オールマスタリーLv3","0","2015/12/17 15:00:00","35","0","0","マスタリー強化用素材。全てのロールの強化に使用できる。","2030/04/24 14:59:59","9999","80003","0","0"
"オールマスタリーLv4","0","2015/12/17 15:00:00","35","0","0","マスタリー強化用素材。全てのロールの強化に使用できる。","2030/04/24 14:59:59","9999","80004","0","0"
"オールマスタリーLv5","0","2015/12/17 15:00:00","35","0","0","マスタリー強化用素材。全てのロールの強化に使用できる。","2030/04/24 14:59:59","9999","80005","0","0"
"【アタッカー】攻撃力アップマスタリーLv1","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。攻撃力アップの強化に使用できる。","2030/04/24 14:59:59","9999","81101","0","0"
"【アタッカー】攻撃力アップマスタリーLv2","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。攻撃力アップの強化に使用できる。","2030/04/24 14:59:59","9999","81102","0","0"
"【アタッカー】攻撃力アップマスタリーLv3","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。攻撃力アップの強化に使用できる。","2030/04/24 14:59:59","9999","81103","0","0"
"【アタッカー】攻撃力アップマスタリーLv4","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。攻撃力アップの強化に使用できる。","2030/04/24 14:59:59","9999","81104","0","0"
"【アタッカー】攻撃力アップマスタリーLv5","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。攻撃力アップの強化に使用できる。","2030/04/24 14:59:59","9999","81105","0","0"
"【アタッカー】クリティカルアップマスタリーLv1","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。クリティカルアップの強化に使用できる。","2030/04/24 14:59:59","9999","81201","0","0"
"【アタッカー】クリティカルアップマスタリーLv2","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。クリティカルアップの強化に使用できる。","2030/04/24 14:59:59","9999","81202","0","0"
"【アタッカー】クリティカルアップマスタリーLv3","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。クリティカルアップの強化に使用できる。","2030/04/24 14:59:59","9999","81203","0","0"
"【アタッカー】クリティカルアップマスタリーLv4","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。クリティカルアップの強化に使用できる。","2030/04/24 14:59:59","9999","81204","0","0"
"【アタッカー】クリティカルアップマスタリーLv5","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。クリティカルアップの強化に使用できる。","2030/04/24 14:59:59","9999","81205","0","0"
"【アタッカー】与ダメージアップマスタリーLv1","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。与ダメージアップの強化に使用できる。","2030/04/24 14:59:59","9999","81301","0","0"
"【アタッカー】与ダメージアップマスタリーLv2","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。与ダメージアップの強化に使用できる。","2030/04/24 14:59:59","9999","81302","0","0"
"【アタッカー】与ダメージアップマスタリーLv3","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。与ダメージアップの強化に使用できる。","2030/04/24 14:59:59","9999","81303","0","0"
"【アタッカー】与ダメージアップマスタリーLv4","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。与ダメージアップの強化に使用できる。","2030/04/24 14:59:59","9999","81304","0","0"
"【アタッカー】与ダメージアップマスタリーLv5","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。与ダメージアップの強化に使用できる。","2030/04/24 14:59:59","9999","81305","0","0"
"【アタッカー】通常攻撃強化マスタリーLv1","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。通常攻撃強化の強化に使用できる。","2030/04/24 14:59:59","9999","81401","0","0"
"【アタッカー】通常攻撃強化マスタリーLv2","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。通常攻撃強化の強化に使用できる。","2030/04/24 14:59:59","9999","81402","0","0"
"【アタッカー】通常攻撃強化マスタリーLv3","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。通常攻撃強化の強化に使用できる。","2030/04/24 14:59:59","9999","81403","0","0"
"【アタッカー】通常攻撃強化マスタリーLv4","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。通常攻撃強化の強化に使用できる。","2030/04/24 14:59:59","9999","81404","0","0"
"【アタッカー】通常攻撃強化マスタリーLv5","0","2015/12/17 15:00:00","34","0","0","アタッカーロールのマスタリー強化用素材。通常攻撃強化の強化に使用できる。","2030/04/24 14:59:59","9999","81405","0","0"
"【ブレイカー】攻撃力アップマスタリーLv1","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。攻撃力アップの強化に使用できる。","2030/04/24 14:59:59","9999","82101","0","0"
"【ブレイカー】攻撃力アップマスタリーLv2","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。攻撃力アップの強化に使用できる。","2030/04/24 14:59:59","9999","82102","0","0"
"【ブレイカー】攻撃力アップマスタリーLv3","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。攻撃力アップの強化に使用できる。","2030/04/24 14:59:59","9999","82103","0","0"
"【ブレイカー】攻撃力アップマスタリーLv4","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。攻撃力アップの強化に使用できる。","2030/04/24 14:59:59","9999","82104","0","0"
"【ブレイカー】攻撃力アップマスタリーLv5","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。攻撃力アップの強化に使用できる。","2030/04/24 14:59:59","9999","82105","0","0"
"【ブレイカー】クリティカルアップマスタリーLv1","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。クリティカルアップの強化に使用できる。","2030/04/24 14:59:59","9999","82201","0","0"
"【ブレイカー】クリティカルアップマスタリーLv2","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。クリティカルアップの強化に使用できる。","2030/04/24 14:59:59","9999","82202","0","0"
"【ブレイカー】クリティカルアップマスタリーLv3","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。クリティカルアップの強化に使用できる。","2030/04/24 14:59:59","9999","82203","0","0"
"【ブレイカー】クリティカルアップマスタリーLv4","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。クリティカルアップの強化に使用できる。","2030/04/24 14:59:59","9999","82204","0","0"
"【ブレイカー】クリティカルアップマスタリーLv5","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。クリティカルアップの強化に使用できる。","2030/04/24 14:59:59","9999","82205","0","0"
"【ブレイカー】クリダメアップマスタリーLv1","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。クリダメアップの強化に使用できる。","2030/04/24 14:59:59","9999","82301","0","0"
"【ブレイカー】クリダメアップマスタリーLv2","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。クリダメアップの強化に使用できる。","2030/04/24 14:59:59","9999","82302","0","0"
"【ブレイカー】クリダメアップマスタリーLv3","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。クリダメアップの強化に使用できる。","2030/04/24 14:59:59","9999","82303","0","0"
"【ブレイカー】クリダメアップマスタリーLv4","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。クリダメアップの強化に使用できる。","2030/04/24 14:59:59","9999","82304","0","0"
"【ブレイカー】クリダメアップマスタリーLv5","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。クリダメアップの強化に使用できる。","2030/04/24 14:59:59","9999","82305","0","0"
"【ブレイカー】通常攻撃強化マスタリーLv1","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。通常攻撃強化の強化に使用できる。","2030/04/24 14:59:59","9999","82401","0","0"
"【ブレイカー】通常攻撃強化マスタリーLv2","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。通常攻撃強化の強化に使用できる。","2030/04/24 14:59:59","9999","82402","0","0"
"【ブレイカー】通常攻撃強化マスタリーLv3","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。通常攻撃強化の強化に使用できる。","2030/04/24 14:59:59","9999","82403","0","0"
"【ブレイカー】通常攻撃強化マスタリーLv4","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。通常攻撃強化の強化に使用できる。","2030/04/24 14:59:59","9999","82404","0","0"
"【ブレイカー】通常攻撃強化マスタリーLv5","0","2015/12/17 15:00:00","34","0","0","ブレイカーロールのマスタリー強化用素材。通常攻撃強化の強化に使用できる。","2030/04/24 14:59:59","9999","82405","0","0"
"【バッファー】ＨＰアップマスタリーLv1","0","2015/12/17 15:00:00","34","0","0","バッファーロールのマスタリー強化用素材。ＨＰアップの強化に使用できる。","2030/04/24 14:59:59","9999","83101","0","0"
"【バッファー】ＨＰアップマスタリーLv2","0","2015/12/17 15:00:00","34","0","0","バッファーロールのマスタリー強化用素材。ＨＰアップの強化に使用できる。","2030/04/24 14:59:59","9999","83102","0","0"
"【バッファー】ＨＰアップマスタリーLv3","0","2015/12/17 15:00:00","34","0","0","バッファーロールのマスタリー強化用素材。ＨＰアップの強化に使用できる。","2030/04/24 14:59:59","9999","83103","0","0"
"【バッファー】ＨＰアップマスタリーLv4","0","2015/12/17 15:00:00","34","0","0","バッファーロールのマスタリー強化用素材。ＨＰアップの強化に使用できる。","2030/04/24 14:59:59","9999","83104","0","0"
