95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8
"31","702","0","1","0","35314","","702","0","","35314016"
"31","800","0","1","0","35314","","800","0","","35314017"
"31","960","60","1","30","35314","","960","1","","35314018"
"93","","","","","35314","","1","","","35314019"
"3","wac_birthday_reaction_02","wac_birthday_reaction_03","1","0","35314","","102011","0.2","0.2","35314020"
"93","","","","","35314","","0.1","","","35314021"
"3","wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","35314","","100411","0.2","0.2","35314022"
"93","","","","","35314","","0.3","","","35314023"
"3","wac_birthday_kyoka_run_01","","","1","35314","","103611","0.2","","35314024"
"2","0","3","","-70","35314","","103611","","","35314025"
"93","","","","","35314","","2.5","","","35314026"
"32","1","","","","35314","","602","","","35314027"
"93","","","","","35314","","0.6","","","35314028"
"32","1","","","","35314","","502","","","35314029"
"32","0","","","","35314","","600","","","35314030"
"32","0","","","","35314","","615","","","35314031"
"32","0","","","","35314","","604","","","35314032"
"32","1","","","","35314","","701","","","35314033"
"33","0","0.01","","0","35314","","960","","","35314034"
"3","wac_birthday_blowout_03","wac_birthday_wish_04","1","0","35314","","103611","0.2","0.2","35314035"
"2","-200","0.01","","-330","35314","","103611","","","35314036"
"3","wac_birthday_idle_smile","","","1","35314","","100411","0.2","","35314037"
"2","180","0.01","","-320","35314","","100411","","","35314038"
"3","wac_birthday_idle_wish","","","1","35314","","102011","0.2","","35314039"
"2","320","0.01","","-340","35314","","102011","","","35314040"
"93","","","","","35314","","0","","","35314041"
"32","1","","","","35314","","800","","","35314042"
"93","","","","","35314","","0.7","","","35314043"
"32","1","","","","35314","","702","","","35314044"
"93","","","","","35314","","0.5","","","35314045"
"23","se_sys_login_birthday_blow_candle","","","0","35314","","se_common","","","35314046"
"32","0","","","","35314","","701","","","35314047"
"93","","","","","35314","","0.4","","","35314048"
"23","se_sys_login_birthday_cracker","","","0","35314","","se_common","","","35314049"
"32","1","","","","35314","","700","","","35314050"
"23","se_sys_login_birthday_calendar_applause","","","0","35314","","se_common","","","35314051"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","35314","","100411","0.2","0.2","35314052"
"93","","","","","35314","","0.1","","","35314053"
"3","wac_birthday_clap_to_wish","wac_birthday_idle_wish","1","0","35314","","102011","0.2","0.2","35314054"
"93","","","","","35314","","2","","","35314055"
"131","","","","","35314","","1","","","35314056"
"21","vo_wac_35314_000","0","","0","35314","","vo_wac_35314","","","35314057"
"11","えっと、今日はありがとう……！\nでもこんな立派なお誕生日ケーキ、\n本当にもらってもいいの？\nお金とか、大丈夫だった……？","1","1","10","35314","0.5","103611","0","0","35314058"
"91","","","","","35314","","0","","","35314059"
"3","wac_birthday_idle_wish","","","1","35314","","103611","0.2","","35314060"
"3","wac_birthday_talk_normal","","","1","35314","","100411","0.2","","35314061"
"21","vo_wac_35314_001","0","","0","35314","","vo_wac_35314","","","35314062"
"11","まじめだな～、キョウカは。\nミソギがケーキをもらったときは、\nまずどの飾りから食べようかなーって\n思ってたくらいなのに。","1","1","10","35314","0.5","100411","0","0","35314063"
"91","","","","","35314","","0","","","35314064"
"3","wac_birthday_idle_normal","","","1","35314","","100411","0.2","","35314065"
"3","wac_birthday_talk_sad","","","1","35314","","103611","0.2","","35314066"
"21","vo_wac_35314_002","0","","0","35314","","vo_wac_35314","","","35314067"
"11","でも、お返しとかあるでしょ？\nちゃんとみんなに、同じくらい\n立派なお礼を用意しないと！","1","1","10","35314","0.5","103611","0","0","35314068"
"91","","","","","35314","","0","","","35314069"
"3","wac_birthday_idle_sad","","","1","35314","","103611","0.2","","35314070"
"3","wac_birthday_talk_smile","","","1","35314","","102011","0.2","","35314071"
"21","vo_wac_35314_003","0","","0","35314","","vo_wac_35314","","","35314072"
"11","大丈夫だよ、キョウカちゃん。\nミミたちも、おにいちゃんも、\nキョウカちゃんがよろこんでくれたら、\nそれだけでうれしいよ♪","1","1","10","35314","0.5","102011","0","0","35314073"
"91","","","","","35314","","0","","","35314074"
"3","wac_birthday_idle_smile","","","1","35314","","102011","0.2","","35314075"
"3","wac_birthday_talk_wish","","","1","35314","","103611","0.2","","35314076"
"21","vo_wac_35314_004","0","","0","35314","","vo_wac_35314","","","35314077"
"11","……うん、わかった。\nまた誰かのお誕生日が来たら、\nこうやってお祝いしようね♪\nそれが一番のお返しになると思うから。","1","1","10","35314","0.5","103611","0","0","35314078"
"91","","","","","35314","","0","","","35314079"
"22","","","","","35314","","0","","","35314080"
"25","bgm_M321_2C","","","","35514","","bgm_M321","","","35514001"
"1","109311","-1000","-70","250","35514","wac_birthday_idle_normal","1","2","0","35514002"
"1","109211","230","-270","256","35514","wac_birthday_idle_smile","1","2","1","35514003"
"1","109411","410","-310","257","35514","wac_birthday_idle_normal","1","2","1","35514004"
"13","300","","","","35514","","109311","","","35514005"
"13","300","","","","35514","","109211","","","35514006"
"13","300","","","","35514","","109411","","","35514007"
"31","502","0","1","0","35514","","502","0","","35514008"
"31","600","0","1","0","35514","","600","1","","35514009"
"31","602","0","1","0","35514","","602","0","","35514010"
"31","603","0","1","0","35514","","603","0","","35514011"
"31","604","60","1","30","35514","","604","1","","35514012"
"31","615","0","1","0","35514","","615","1","","35514013"
"31","700","0","1","0","35514","","700","0","","35514014"
"31","701","0","1","0","35514","","701","0","","35514015"
"31","702","0","1","0","35514","","702","0","","35514016"
"31","800","0","1","0","35514","","800","0","","35514017"
"31","961","60","1","30","35514","","961","1","","35514018"
"93","","","","","35514","","1","","","35514019"
"3","wac_birthday_reaction_02","wac_birthday_reaction_04","1","0","35514","","109411","0.2","0.2","35514020"
"93","","","","","35514","","0.1","","","35514021"
"3","wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","35514","","109211","0.2","0.2","35514022"
"93","","","","","35514","","0.3","","","35514023"
"3","wac_birthday_run_01","","","1","35514","","109311","0.2","","35514024"
"2","0","3","","-70","35514","","109311","","","35514025"
"93","","","","","35514","","2.5","","","35514026"
"32","1","","","","35514","","602","","","35514027"
"93","","","","","35514","","0.6","","","35514028"
"32","1","","","","35514","","502","","","35514029"
"32","0","","","","35514","","600","","","35514030"
"32","0","","","","35514","","615","","","35514031"
"32","0","","","","35514","","604","","","35514032"
"32","1","","","","35514","","701","","","35514033"
"33","0","0.01","","0","35514","","961","","","35514034"
"3","wac_birthday_blowout_01","wac_birthday_wish_02","1","0","35514","","109311","0.2","0.2","35514035"
"2","-200","0.01","","-330","35514","","109311","","","35514036"
"3","wac_birthday_idle_smile","","","1","35514","","109211","0.2","","35514037"
"2","180","0.01","","-320","35514","","109211","","","35514038"
"3","wac_birthday_idle_normal","","","1","35514","","109411","0.2","","35514039"
"2","320","0.01","","-340","35514","","109411","","","35514040"
"93","","","","","35514","","0","","","35514041"
"32","1","","","","35514","","800","","","35514042"
"93","","","","","35514","","0.7","","","35514043"
"32","1","","","","35514","","702","","","35514044"
"93","","","","","35514","","0.5","","","35514045"
"23","se_sys_login_birthday_blow_candle","","","0","35514","","se_common","","","35514046"
"32","0","","","","35514","","701","","","35514047"
"93","","","","","35514","","0.4","","","35514048"
"23","se_sys_login_birthday_cracker","","","0","35514","","se_common","","","35514049"
"32","1","","","","35514","","700","","","35514050"
"23","se_sys_login_birthday_calendar_applause","","","0","35514","","se_common","","","35514051"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","35514","","109211","0.2","0.2","35514052"
"93","","","","","35514","","0.1","","","35514053"
"3","wac_birthday_clap","wac_birthday_idle_normal","1","0","35514","","109411","0.2","0.2","35514054"
"93","","","","","35514","","2","","","35514055"
"131","","","","","35514","","1","","","35514056"
"21","vo_wac_35514_000","0","","0","35514","","vo_wac_35514","","","35514057"
"11","わーい！　ルゥのケーキですぅ～～♪\nルゥ、みんなにお祝いしてもらえるの\n楽しみにしてたですよ！","1","1","10","35514","0.5","109311","0","0","35514058"
"91","","","","","35514","","0","","","35514059"
"3","wac_birthday_idle_smile","","","1","35514","","109311","0.2","","35514060"
"3","wac_birthday_talk_normal","","","1","35514","","109211","0.2","","35514061"
"21","vo_wac_35514_001","0","","0","35514","","vo_wac_35514","","","35514062"
"11","楽しみにしてもらえて良かった！\n今回はグレアと一緒に、\nルゥのために手作りしたからね！\n私が材料をぐるぐるかき混ぜて……","1","1","10","35514","0.5","109211","0","0","35514063"
"91","","","","","35514","","0","","","35514064"
"3","wac_birthday_idle_normal","","","1","35514","","109211","0.2","","35514065"
"3","wac_birthday_talk_doya","","","1","35514","","109411","0.2","","35514066"
"21","vo_wac_35514_002","0","","0","35514","","vo_wac_35514","","","35514067"
"11","私がフルーツをもりつけたんだ。\nあと、この人の提案で\n味も甘めにしておいたからね。\nルゥが好きかなって……","1","1","10","35514","0.5","109411","0","0","35514068"
"91","","","","","35514","","0","","","35514069"
"3","wac_birthday_idle_doya","","","1","35514","","109411","0.2","","35514070"
"3","wac_birthday_talk_kyapi","","","1","35514","","109311","0.2","","35514071"
"21","vo_wac_35514_003","0","","0","35514","","vo_wac_35514","","","35514072"
"11","うぅう～……\n甘めのケーキも、せんぱいたちも……\nあなたも、大好きですっ！！","1","1","10","35514","0.5","109311","0","0","35514073"
"91","","","","","35514","","0","","","35514074"
"22","","","","","35514","","0","","","35514075"
"25","bgm_M321_2C","","","","35814","","bgm_M321","","","35814001"
"1","107111","-1000","-70","250","35814","wac_birthday_idle_normal","1","2","0","35814002"
"1","103711","200","-270","256","35814","wac_birthday_idle_doya","1","2","1","35814003"
"1","100511","320","-310","258","35814","wac_birthday_idle_normal","1","2","1","35814004"
"1","104711","450","-290","257","35814","wac_birthday_idle_normal","1","2","1","35814005"
"13","300","","","","35814","","107111","","","35814006"
"13","300","","","","35814","","103711","","","35814007"
"13","300","","","","35814","","100511","","","35814008"
"13","300","","","","35814","","104711","","","35814009"
"31","502","0","1","0","35814","","502","0","","35814010"
"31","600","0","1","0","35814","","600","1","","35814011"
"31","602","0","1","0","35814","","602","0","","35814012"
"31","603","0","1","0","35814","","603","0","","35814013"
"31","604","60","1","30","35814","","604","1","","35814014"
"31","615","0","1","0","35814","","615","1","","35814015"
"31","700","0","1","0","35814","","700","0","","35814016"
"31","701","0","1","0","35814","","701","0","","35814017"
"31","702","0","1","0","35814","","702","0","","35814018"
"31","800","0","1","0","35814","","800","0","","35814019"
"31","962","60","1","30","35814","","962","1","","35814020"
"93","","","","","35814","","1","","","35814021"
"3","wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","35814","","100511","0.2","0.2","35814022"
"93","","","","","35814","","0.1","","","35814023"
"3","wac_birthday_reaction_05","wac_birthday_reaction_03","1","0","35814","","103711","0.2","0.2","35814024"
"3","wac_birthday_reaction_01","wac_birthday_reaction_04","1","0","35814","","104711","0.2","0.2","35814025"
"93","","","","","35814","","0.3","","","35814026"
"3","wac_birthday_run_03","","","1","35814","","107111","0.2","","35814027"
"2","0","3","","-70","35814","","107111","","","35814028"
"93","","","","","35814","","2.5","","","35814029"
"32","1","","","","35814","","602","","","35814030"
"93","","","","","35814","","0.6","","","35814031"
"32","1","","","","35814","","502","","","35814032"
"32","0","","","","35814","","600","","","35814033"
"32","0","","","","35814","","615","","","35814034"
"32","0","","","","35814","","604","","","35814035"
"32","1","","","","35814","","701","","","35814036"
"33","0","0.01","","0","35814","","962","","","35814037"
"3","wac_birthday_blowout_01","wac_birthday_wish_04","1","0","35814","","107111","0.2","0.2","35814038"
"2","-200","0.01","","-330","35814","","107111","","","35814039"
"3","wac_birthday_idle_doya","","","1","35814","","103711","0.2","","35814040"
"2","180","0.01","","-320","35814","","103711","","","35814041"
"3","wac_birthday_idle_normal","","","1","35814","","100511","0.2","","35814042"
"2","300","0.01","","-360","35814","","100511","","","35814043"
"3","wac_birthday_idle_normal","","","1","35814","","104711","0.2","","35814044"
"2","430","0.01","","-340","35814","","104711","","","35814045"
"93","","","","","35814","","0","","","35814046"
"32","1","","","","35814","","800","","","35814047"
"93","","","","","35814","","0.7","","","35814048"
"32","1","","","","35814","","702","","","35814049"
"93","","","","","35814","","0.5","","","35814050"
"23","se_sys_login_birthday_blow_candle","","","0","35814","","se_common","","","35814051"
"32","0","","","","35814","","701","","","35814052"
