cbcc2a11a699acb7886289b15d49024fef1a04d677dcd49fb2706c8d82fa9d7c,d180d4ee2853f4fb1509b9d244c642c2bfadf3939cc6ae919d7fce96b42a04f6,b1e16c143a22a718ed4f1769bb67bbc55d5f61cc7502baabef9d66a96afff000,13dde2c0413437e54f1952e613bf65d54f14f9ffec40861ac842dc39a81bbcd5,28dea93882c5f0bf1f9b04de3c11cecfd640c0b5cb9f9ea51abe1e9b21804cce,5ce5af8d01fb1923d2aecbd60baf1b429f8c628bb7257db0cd5ba9a81502bf87,0ae1736af21c848aae3676fc68a22b8e4e752d3f13fa5c17c58f1f09c0889569,9acd7254b14fc1d5e1e7662268c00a4e22b8bce0d4d1ce4c50b01d4a2eb1ab1c,a17c77ce2f70eb563e6a58bafa164457a135b8990147617d8a6b210d1509419c,06157df17104571aa77bbe88a9ebc3317cfd525a1b36136a97416dd4a7889003,688287669bfb4f295885db7f2e1f86fb0f5b0038da48def342a8b17e7e2d98b6
"55","0","-260","1","-140","1.75","1","travel_topdrama_r_4000_idle","1000002","40152","1401520002"
"54","0","-450","1","-140","1.75","1","travel_topdrama_r_4000_idle","1000003","40152","1401520003"
"53","0","435","5","-150","1","7","travel_topdrama_r_4013_static","7","40152","1401520004"
"57","0","-2000","5","-2000","1.75","8","travel_topdrama_r_4013_catch_1","8","40152","1401520005"
"0","","0","31","1","1","401301","","401301","40152","1401520006"
"0","","0","31","1","1","401303","","401303","40152","1401520007"
"40","","78","31","1","0","401304","","401304","40152","1401520008"
"40","","78","31","1","0","401304","","4013042","40152","1401520009"
"40","","78","31","1","0","401315","","401315","40152","1401520010"
"27","","103","31","1","0","401316","","401316","40152","1401520011"
"36","","188","31","0.8","0","401307","","401307","40152","1401520012"
"120","","-15","31","1","0","401309","","401309","40152","1401520013"
"120","","-15","31","1","0","401310","","401310","40152","1401520014"
"120","","-10","31","1","0","401311","","401311","40152","1401520015"
"-42","","-91","31","1","0","401312","","401312","40152","1401520016"
"-42","","-91","31","1","0","401312","","4013122","40152","1401520017"
"-42","","-81","31","1","0","401312","","4013123","40152","1401520018"
"0","","0","31","1","0","401313","","401313","40152","1401520019"
"0","","0","31","1","0","401313","","4013132","40152","1401520020"
"0","","0","31","1","0","401313","","4013133","40152","1401520021"
"0","","0","31","1","1","400015","","401500","40152","1401520022"
"","","","91","","","0","","0","40152","1401520023"
"","","","93","","","1","","0","40152","1401520024"
"0","0.3","travel_topdrama_r_4013_touch_loop","3","1","0.2","1000001","","travel_topdrama_r_4013_touch_1","40152","1401520025"
"","","","23","","","se_travel_top","","se_travel_top_aruma_01","40152","1401520026"
"","","","32","","","401309","","1","40152","1401520027"
"","","","93","","","1","","0","40152","1401520028"
"0","","","3","","0","7","","travel_topdrama_r_4013_danger_1","40152","1401520029"
"","","","93","","","1.63","","0","40152","1401520030"
"","","","23","","","se_travel_top","","se_travel_top_aruma_04","40152","1401520031"
"","","","93","","","0.04","","0","40152","1401520032"
"1","","","3","","0.3","1000001","","travel_topdrama_r_4013_touch_loop","40152","1401520033"
"","","","93","","","0.4","","0","40152","1401520034"
"","","","23","","","se_travel_top","","se_travel_top_aruma_05","40152","1401520035"
"","","","93","","","0.83","","0","40152","1401520036"
"-195","","0","2","0","","8","","-20","40152","1401520037"
"0","","","3","","0","8","","travel_topdrama_r_4013_catch_1","40152","1401520038"
"","","","23","","","se_travel_top","","se_travel_top_aruma_06","40152","1401520039"
"0","0.1","travel_topdrama_r_4013_static","3","0","0.1","7","","travel_topdrama_r_4013_safe","40152","1401520040"
"0","","","3","","0.1","1000001","","travel_topdrama_r_4013_catch","40152","1401520041"
"","","","32","","","401313","","1","40152","1401520042"
"","","","93","","","0.66","","0","40152","1401520043"
"","","","32","","","401312","","1","40152","1401520044"
"","","","23","","","se_travel_top","","se_travel_top_aruma_07","40152","1401520045"
"","","","93","","","0.97","","0","40152","1401520046"
"","","","4","","","1000001","","1","40152","1401520047"
"1","","","3","","0","1000001","","travel_topdrama_r_4013_runaway","40152","1401520048"
"1","","","3","","0.1","1000002","","travel_topdrama_r_4000_run_normal","40152","1401520049"
"1","","","3","","0.1","1000003","","travel_topdrama_r_4000_run_normal","40152","1401520050"
"","","","23","","","se_travel_top","","se_travel_top_aruma_08","40152","1401520051"
"","","","4","0","","8","","1","40152","1401520052"
"-195","","2.5","2","0","","8","","-1600","40152","1401520053"
"1","","","3","1","0","8","","travel_topdrama_r_4013_runaway_1","40152","1401520054"
"-195","","2.5","2","0","","1000001","","-1600","40152","1401520055"
"-195","","1.4","2","0","","1000002","","-20","40152","1401520056"
"-140","","1.4","2","0","","1000003","","-215","40152","1401520057"
"","","","93","","","1.4","","0","40152","1401520058"
"","","","32","","","401310","","1","40152","1401520059"
"0","0.3","travel_topdrama_r_4013_touch_loop","3","1","0.2","1000002","","travel_topdrama_r_4013_touch_2","40152","1401520060"
"1","","","3","","0.2","1000003","","travel_topdrama_r_4000_idle","40152","1401520061"
"","","","93","","","1","","0","40152","1401520062"
"0","","","3","","0","7","","travel_topdrama_r_4013_danger_2","40152","1401520063"
"","","","93","","","1.67","","0","40152","1401520064"
"","","","32","","","401304","","1","40152","1401520065"
"","","","23","","","se_travel_top","","se_travel_top_aruma_10","40152","1401520066"
"","","","93","","","0.3","","0","40152","1401520067"
"1","","","3","","0.3","1000002","","travel_topdrama_r_4013_touch_loop","40152","1401520068"
"","","","93","","","0.2","","0","40152","1401520069"
"","","","23","","","se_travel_top","","se_travel_top_aruma_05","40152","1401520070"
"","","","93","","","0.83","","0","40152","1401520071"
"","","","4","0","","8","","0","40152","1401520072"
"-195","","0","2","0","","8","","-20","40152","1401520073"
"0","","","3","","0","8","","travel_topdrama_r_4013_catch_2","40152","1401520074"
"","","","23","","","se_travel_top","","se_travel_top_aruma_11","40152","1401520075"
"0","0.1","travel_topdrama_r_4013_static","3","0","0.1","7","","travel_topdrama_r_4013_safe","40152","1401520076"
"0","0","travel_topdrama_r_4013_runaway","3","1","0.1","1000002","","travel_topdrama_r_4013_catch","40152","1401520077"
"","","","32","","","4013132","","1","40152","1401520078"
"","","","93","","","0.66","","0","40152","1401520079"
"","","","32","","","4013122","","1","40152","1401520080"
"","","","23","","","se_travel_top","","se_travel_top_aruma_12","40152","1401520081"
"","","","93","","","0.97","","0","40152","1401520082"
"","","","4","","","1000002","","1","40152","1401520083"
"1","","","3","","0","1000002","","travel_topdrama_r_4013_runaway","40152","1401520084"
"1","","","3","","0.1","1000003","","travel_topdrama_r_4000_run_normal","40152","1401520085"
"","","","23","","","se_travel_top","","se_travel_top_aruma_08","40152","1401520086"
"","","","4","0","","8","","1","40152","1401520087"
"-195","","2.5","2","0","","8","","-1600","40152","1401520088"
"1","","","3","","0","8","","travel_topdrama_r_4013_runaway_2","40152","1401520089"
"-195","","2.5","2","0","","1000002","","-1600","40152","1401520090"
"-195","","1.4","2","0","","1000003","","-20","40152","1401520091"
"","","","93","","","1.4","","0","40152","1401520092"
"0","0.3","travel_topdrama_r_4013_touch_loop","3","1","0.2","1000003","","travel_topdrama_r_4013_touch_3","40152","1401520093"
"","","","32","","","401311","","1","40152","1401520094"
"","","","93","","","1","","0","40152","1401520095"
"0","","","3","","0","7","","travel_topdrama_r_4013_danger_3_in","40152","1401520096"
"","","","93","","","2.16","","0","40152","1401520097"
"","","","32","","","4013042","","1","40152","1401520098"
"","","","93","","","0.54","","0","40152","1401520099"
"1","","","3","","0.3","1000003","","travel_topdrama_r_4013_touch_loop","40152","1401520100"
"","","","93","","","1.07","","0","40152","1401520101"
"0","0.1","travel_topdrama_r_4013_static","3","1","0.1","7","","travel_topdrama_r_4013_danger_3_safe","40152","1401520102"
"","","","32","","","401315","","1","40152","1401520103"
"","","","23","","","se_travel_top","","se_travel_top_aruma_15","40152","1401520104"
"","","","93","","","0.83","","0","40152","1401520105"
"","","","32","","","401316","","1","40152","1401520106"
"","","","93","","","1.2","","0","40152","1401520107"
"","","","4","0","","8","","0","40152","1401520108"
"-195","","0","2","0","","8","","-20","40152","1401520109"
"0","","","3","","0","8","","travel_topdrama_r_4013_catch_3","40152","1401520110"
"","","","23","","","se_travel_top","","se_travel_top_aruma_16","40152","1401520111"
"","","","32","","","4013133","","1","40152","1401520112"
"0","0","travel_topdrama_r_4013_runaway","3","1","0.1","1000003","","travel_topdrama_r_4013_catch","40152","1401520113"
"","","","93","","","0.66","","0","40152","1401520114"
"","","","32","","","4013123","","1","40152","1401520115"
"","","","23","","","se_travel_top","","se_travel_top_aruma_17","40152","1401520116"
"","","","93","","","0.97","","0","40152","1401520117"
"","","","4","","","1000003","","1","40152","1401520118"
"1","","","3","","0","1000003","","travel_topdrama_r_4013_runaway","40152","1401520119"
"","","","23","","","se_travel_top","","se_travel_top_aruma_08","40152","1401520120"
"","","","4","0","","8","","1","40152","1401520121"
"-195","","2.5","2","0","","8","","-1600","40152","1401520122"
"1","","","3","","0","8","","travel_topdrama_r_4013_runaway_3","40152","1401520123"
"-195","","2.5","2","0","","1000003","","-1600","40152","1401520124"
"","","","93","","","1","","0","40152","1401520125"
"","","","111","","","0","","","40152","1401520126"
"","","","91","","","0","","","40152","1401520127"
"0","","0","31","1","1","401600","","401600","40161","1401610001"
"110","0","0","5","-77","1","0","normal","0","40161","1401610002"
"","","","91","","","0","","0","40161","1401610003"
"50","0","-134","1","-184","1.75","1","travel_topdrama_r_4016_look_in","1000001","40162","1401620001"
"55","1","134","1","-184","1.75","1","travel_topdrama_r_4016_look_in","1000002","40162","1401620002"
"30","0","-7","5","-310","1","19","static","401699","40162","1401620003"
"70","0","-7","5","-310","1","26","empty","401698","40162","1401620004"
"0","","0","31","1","1","401601","","401601","40162","1401620005"
"0","","0","31","1","1","401602","","401602","40162","1401620006"
"0","","0","31","1","0","401603","","401603","40162","1401620007"
"0","","0","31","1","0","401605","","401605","40162","1401620008"
"0","","0","31","1","0","401606","","401606","40162","1401620009"
"0","","0","31","1","0","401607","","401607","40162","1401620010"
"0","","0","31","1","0","401608","","401608","40162","1401620011"
"0","","0","31","1","0","401609","","401609","40162","1401620012"
"0","","0","31","1","0","400016","","400016","40162","1401620013"
"0","","0","31","1","1","401620","","401620","40162","1401620014"
"","","","91","","","0","","","40162","1401620015"
"","","","32","","","400016","","1","40162","1401620016"
"","","","32","","","401603","","1","40162","1401620017"
"","","","32","","","401606","","1","40162","1401620018"
"0","","","3","","0","1000001","","travel_topdrama_r_4016_look_out","40162","1401620019"
"0","","","3","","0","1000002","","travel_topdrama_r_4016_look_out","40162","1401620020"
"0","","","3","","0","401699","","start","40162","1401620021"
"","","","93","","","1.7","","0","40162","1401620022"
"0","0","travel_topdrama_r_4016_jump_surprise","3","0","0.2","1000002","","travel_topdrama_r_4016_hop_R","40162","1401620023"
"","","","91","","","1401620019","","","40162","1401620024"
"0","0","travel_topdrama_r_4016_jump_normal","3","1","0.2","1000001","","travel_topdrama_r_4016_hop_L","40162","1401620025"
"","","","91","","","1401620021","","","40162","1401620026"
"1","","","3","","0","401699","","bound","40162","1401620027"
"","","","91","","","1401620023","","","40162","1401620028"
"1","","","3","","0.2","1000002","","travel_topdrama_r_4016_jump_normal","40162","1401620029"
"1","","","3","","0.2","401699","","bound","40162","1401620030"
"","","","93","","","4.6","","0","40162","1401620031"
"0","0","idle","3","1","0","401699","","jump","40162","1401620032"
"0","","","3","","0","401698","","rock_1","40162","1401620033"
"0.3","","","122","","","10","","10","40162","1401620034"
"","","","32","","","401607","","1","40162","1401620035"
"0","","","23","","","se_travel_top","","se_travel_top_mandragora_06","40162","1401620036"
"0","","","3","","0","1000001","","travel_topdrama_r_4016_bounce_normal_L","40162","1401620037"
"","","","93","","","0.2","","0","40162","1401620038"
"0","","","3","","0","1000002","","travel_topdrama_r_4016_bounce_normal_R","40162","1401620039"
"","","","32","","","401605","","1","40162","1401620040"
"","","","93","","","0.7","","0","40162","1401620041"
"0.3","","","122","","","10","","10","40162","1401620042"
"0","","","23","","","se_travel_top","","se_travel_top_mandragora_07","40162","1401620043"
"0","","","23","","","se_travel_top","","se_travel_top_mandragora_08","40162","1401620044"
"","","","91","","","1401620037","","0","40162","1401620045"
"0","","","3","","0","1000001","","travel_topdrama_r_4016_run","40162","1401620046"
"0","","","3","","0","1000002","","travel_topdrama_r_4016_run","40162","1401620047"
"","","","32","","","401608","","1","40162","1401620048"
"","","","32","","","401609","","1","40162","1401620049"
"","","","93","","","2.13","","0","40162","1401620050"
"","","","111","","","","","","40162","1401620051"
"","","","91","","","0","","","40162","1401620052"
"0","","0","31","1","1","401700","","401700","40171","1401710001"
"110","0","0","5","-77","1","0","normal","0","40171","1401710002"
"","","","91","","","0","","0","40171","1401710003"
"50","0","-134","1","-184","1.75","1","travel_topdrama_r_4016_look_in","1000001","40172","1401720001"
"55","1","134","1","-184","1.75","1","travel_topdrama_r_4016_look_in","1000002","40172","1401720002"
"30","0","-7","5","-310","1","19","static","401799","40172","1401720003"
"0","","0","31","1","1","401701","","401701","40172","1401720004"
"0","","0","31","1","1","401702","","401702","40172","1401720005"
"0","","0","31","1","0","401703","","401703","40172","1401720006"
"0","","0","31","1","0","401705","","401705","40172","1401720007"
"0","","0","31","1","0","401706","","401706","40172","1401720008"
"0","","0","31","1","0","401707","","401707","40172","1401720009"
"0","","0","31","1","0","401708","","401708","40172","1401720010"
"0","","0","31","1","0","400017","","400017","40172","1401720011"
"0","","0","31","1","1","401720","","401720","40172","1401720012"
"","","","91","","","0","","","40172","1401720013"
"","","","32","","","400017","","1","40172","1401720014"
"","","","32","","","401703","","1","40172","1401720015"
"","","","32","","","401706","","1","40172","1401720016"
"0","","","3","","0","1000001","","travel_topdrama_r_4016_look_out","40172","1401720017"
"0","","","3","","0","1000002","","travel_topdrama_r_4016_look_out","40172","1401720018"
"0","","","3","","0","401799","","start","40172","1401720019"
"","","","93","","","1.7","","0","40172","1401720020"
"0","0","travel_topdrama_r_4016_jump_surprise","3","0","0.2","1000002","","travel_topdrama_r_4016_hop_R","40172","1401720021"
"","","","91","","","1401720017","","","40172","1401720022"
"0","0","travel_topdrama_r_4016_jump_normal","3","1","0.2","1000001","","travel_topdrama_r_4016_hop_L","40172","1401720023"
