b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d
"","travel_topdrama_r_4013_runaway","","","40152","1000001","1","3","","1401520048","0"
"","travel_topdrama_r_4000_run_normal","","","40152","1000002","1","3","","1401520049","0.1"
"","travel_topdrama_r_4000_run_normal","","","40152","1000003","1","3","","1401520050","0.1"
"","se_travel_top_aruma_08","","","40152","se_travel_top","","23","","1401520051",""
"0","1","","","40152","8","","4","","1401520052",""
"0","-1600","","2.5","40152","8","-195","2","","1401520053",""
"1","travel_topdrama_r_4013_runaway_1","","","40152","8","1","3","","1401520054","0"
"0","-1600","","2.5","40152","1000001","-195","2","","1401520055",""
"0","-20","","1.4","40152","1000002","-195","2","","1401520056",""
"0","-215","","1.4","40152","1000003","-140","2","","1401520057",""
"","0","","","40152","1.4","","93","","1401520058",""
"","1","","","40152","401310","","32","","1401520059",""
"1","travel_topdrama_r_4013_touch_2","","travel_topdrama_r_4013_touch_loop","40152","1000002","0","3","0.3","1401520060","0.2"
"","travel_topdrama_r_4000_idle","","","40152","1000003","1","3","","1401520061","0.2"
"","0","","","40152","1","","93","","1401520062",""
"","travel_topdrama_r_4013_danger_2","","","40152","7","0","3","","1401520063","0"
"","0","","","40152","1.67","","93","","1401520064",""
"","1","","","40152","401304","","32","","1401520065",""
"","se_travel_top_aruma_10","","","40152","se_travel_top","","23","","1401520066",""
"","0","","","40152","0.3","","93","","1401520067",""
"","travel_topdrama_r_4013_touch_loop","","","40152","1000002","1","3","","1401520068","0.3"
"","0","","","40152","0.2","","93","","1401520069",""
"","se_travel_top_aruma_05","","","40152","se_travel_top","","23","","1401520070",""
"","0","","","40152","0.83","","93","","1401520071",""
"0","0","","","40152","8","","4","","1401520072",""
"0","-20","","0","40152","8","-195","2","","1401520073",""
"","travel_topdrama_r_4013_catch_2","","","40152","8","0","3","","1401520074","0"
"","se_travel_top_aruma_11","","","40152","se_travel_top","","23","","1401520075",""
"0","travel_topdrama_r_4013_safe","","travel_topdrama_r_4013_static","40152","7","0","3","0.1","1401520076","0.1"
"1","travel_topdrama_r_4013_catch","","travel_topdrama_r_4013_runaway","40152","1000002","0","3","0","1401520077","0.1"
"","1","","","40152","4013132","","32","","1401520078",""
"","0","","","40152","0.66","","93","","1401520079",""
"","1","","","40152","4013122","","32","","1401520080",""
"","se_travel_top_aruma_12","","","40152","se_travel_top","","23","","1401520081",""
"","0","","","40152","0.97","","93","","1401520082",""
"","1","","","40152","1000002","","4","","1401520083",""
"","travel_topdrama_r_4013_runaway","","","40152","1000002","1","3","","1401520084","0"
"","travel_topdrama_r_4000_run_normal","","","40152","1000003","1","3","","1401520085","0.1"
"","se_travel_top_aruma_08","","","40152","se_travel_top","","23","","1401520086",""
"0","1","","","40152","8","","4","","1401520087",""
"0","-1600","","2.5","40152","8","-195","2","","1401520088",""
"","travel_topdrama_r_4013_runaway_2","","","40152","8","1","3","","1401520089","0"
"0","-1600","","2.5","40152","1000002","-195","2","","1401520090",""
"0","-20","","1.4","40152","1000003","-195","2","","1401520091",""
"","0","","","40152","1.4","","93","","1401520092",""
"1","travel_topdrama_r_4013_touch_3","","travel_topdrama_r_4013_touch_loop","40152","1000003","0","3","0.3","1401520093","0.2"
"","1","","","40152","401311","","32","","1401520094",""
"","0","","","40152","1","","93","","1401520095",""
"","travel_topdrama_r_4013_danger_3_in","","","40152","7","0","3","","1401520096","0"
"","0","","","40152","2.16","","93","","1401520097",""
"","1","","","40152","4013042","","32","","1401520098",""
"","0","","","40152","0.54","","93","","1401520099",""
"","travel_topdrama_r_4013_touch_loop","","","40152","1000003","1","3","","1401520100","0.3"
"","0","","","40152","1.07","","93","","1401520101",""
"1","travel_topdrama_r_4013_danger_3_safe","","travel_topdrama_r_4013_static","40152","7","0","3","0.1","1401520102","0.1"
"","1","","","40152","401315","","32","","1401520103",""
"","se_travel_top_aruma_15","","","40152","se_travel_top","","23","","1401520104",""
"","0","","","40152","0.83","","93","","1401520105",""
"","1","","","40152","401316","","32","","1401520106",""
"","0","","","40152","1.2","","93","","1401520107",""
"0","0","","","40152","8","","4","","1401520108",""
"0","-20","","0","40152","8","-195","2","","1401520109",""
"","travel_topdrama_r_4013_catch_3","","","40152","8","0","3","","1401520110","0"
"","se_travel_top_aruma_16","","","40152","se_travel_top","","23","","1401520111",""
"","1","","","40152","4013133","","32","","1401520112",""
"1","travel_topdrama_r_4013_catch","","travel_topdrama_r_4013_runaway","40152","1000003","0","3","0","1401520113","0.1"
"","0","","","40152","0.66","","93","","1401520114",""
"","1","","","40152","4013123","","32","","1401520115",""
"","se_travel_top_aruma_17","","","40152","se_travel_top","","23","","1401520116",""
"","0","","","40152","0.97","","93","","1401520117",""
"","1","","","40152","1000003","","4","","1401520118",""
"","travel_topdrama_r_4013_runaway","","","40152","1000003","1","3","","1401520119","0"
"","se_travel_top_aruma_08","","","40152","se_travel_top","","23","","1401520120",""
"0","1","","","40152","8","","4","","1401520121",""
"0","-1600","","2.5","40152","8","-195","2","","1401520122",""
"","travel_topdrama_r_4013_runaway_3","","","40152","8","1","3","","1401520123","0"
"0","-1600","","2.5","40152","1000003","-195","2","","1401520124",""
"","0","","","40152","1","","93","","1401520125",""
"","","","","40152","0","","111","","1401520126",""
"","","","","40152","0","","91","","1401520127",""
"1","401600","","0","40161","401600","0","31","","1401610001","1"
"-77","0","normal","0","40161","0","110","5","0","1401610002","1"
"","0","","","40161","0","","91","","1401610003",""
"-184","1000001","travel_topdrama_r_4016_look_in","-134","40162","1","50","1","0","1401620001","1.75"
"-184","1000002","travel_topdrama_r_4016_look_in","134","40162","1","55","1","1","1401620002","1.75"
"-310","401699","static","-7","40162","19","30","5","0","1401620003","1"
"-310","401698","empty","-7","40162","26","70","5","0","1401620004","1"
"1","401601","","0","40162","401601","0","31","","1401620005","1"
"1","401602","","0","40162","401602","0","31","","1401620006","1"
"1","401603","","0","40162","401603","0","31","","1401620007","0"
"1","401605","","0","40162","401605","0","31","","1401620008","0"
"1","401606","","0","40162","401606","0","31","","1401620009","0"
"1","401607","","0","40162","401607","0","31","","1401620010","0"
"1","401608","","0","40162","401608","0","31","","1401620011","0"
"1","401609","","0","40162","401609","0","31","","1401620012","0"
"1","400016","","0","40162","400016","0","31","","1401620013","0"
"1","401620","","0","40162","401620","0","31","","1401620014","1"
"","","","","40162","0","","91","","1401620015",""
"","1","","","40162","400016","","32","","1401620016",""
"","1","","","40162","401603","","32","","1401620017",""
"","1","","","40162","401606","","32","","1401620018",""
"","travel_topdrama_r_4016_look_out","","","40162","1000001","0","3","","1401620019","0"
"","travel_topdrama_r_4016_look_out","","","40162","1000002","0","3","","1401620020","0"
"","start","","","40162","401699","0","3","","1401620021","0"
"","0","","","40162","1.7","","93","","1401620022",""
"0","travel_topdrama_r_4016_hop_R","","travel_topdrama_r_4016_jump_surprise","40162","1000002","0","3","0","1401620023","0.2"
"","","","","40162","1401620019","","91","","1401620024",""
"1","travel_topdrama_r_4016_hop_L","","travel_topdrama_r_4016_jump_normal","40162","1000001","0","3","0","1401620025","0.2"
"","","","","40162","1401620021","","91","","1401620026",""
"","bound","","","40162","401699","1","3","","1401620027","0"
"","","","","40162","1401620023","","91","","1401620028",""
"","travel_topdrama_r_4016_jump_normal","","","40162","1000002","1","3","","1401620029","0.2"
"","bound","","","40162","401699","1","3","","1401620030","0.2"
"","0","","","40162","4.6","","93","","1401620031",""
"1","jump","","idle","40162","401699","0","3","0","1401620032","0"
"","rock_1","","","40162","401698","0","3","","1401620033","0"
"","10","","","40162","10","0.3","122","","1401620034",""
"","1","","","40162","401607","","32","","1401620035",""
"","se_travel_top_mandragora_06","","","40162","se_travel_top","0","23","","1401620036",""
"","travel_topdrama_r_4016_bounce_normal_L","","","40162","1000001","0","3","","1401620037","0"
"","0","","","40162","0.2","","93","","1401620038",""
"","travel_topdrama_r_4016_bounce_normal_R","","","40162","1000002","0","3","","1401620039","0"
"","1","","","40162","401605","","32","","1401620040",""
"","0","","","40162","0.7","","93","","1401620041",""
"","10","","","40162","10","0.3","122","","1401620042",""
"","se_travel_top_mandragora_07","","","40162","se_travel_top","0","23","","1401620043",""
"","se_travel_top_mandragora_08","","","40162","se_travel_top","0","23","","1401620044",""
"","0","","","40162","1401620037","","91","","1401620045",""
"","travel_topdrama_r_4016_run","","","40162","1000001","0","3","","1401620046","0"
"","travel_topdrama_r_4016_run","","","40162","1000002","0","3","","1401620047","0"
"","1","","","40162","401608","","32","","1401620048",""
"","1","","","40162","401609","","32","","1401620049",""
"","0","","","40162","2.13","","93","","1401620050",""
"","","","","40162","","","111","","1401620051",""
"","","","","40162","0","","91","","1401620052",""
"1","401700","","0","40171","401700","0","31","","1401710001","1"
"-77","0","normal","0","40171","0","110","5","0","1401710002","1"
"","0","","","40171","0","","91","","1401710003",""
"-184","1000001","travel_topdrama_r_4016_look_in","-134","40172","1","50","1","0","1401720001","1.75"
"-184","1000002","travel_topdrama_r_4016_look_in","134","40172","1","55","1","1","1401720002","1.75"
"-310","401799","static","-7","40172","19","30","5","0","1401720003","1"
"1","401701","","0","40172","401701","0","31","","1401720004","1"
"1","401702","","0","40172","401702","0","31","","1401720005","1"
"1","401703","","0","40172","401703","0","31","","1401720006","0"
"1","401705","","0","40172","401705","0","31","","1401720007","0"
"1","401706","","0","40172","401706","0","31","","1401720008","0"
"1","401707","","0","40172","401707","0","31","","1401720009","0"
"1","401708","","0","40172","401708","0","31","","1401720010","0"
"1","400017","","0","40172","400017","0","31","","1401720011","0"
"1","401720","","0","40172","401720","0","31","","1401720012","1"
"","","","","40172","0","","91","","1401720013",""
"","1","","","40172","400017","","32","","1401720014",""
"","1","","","40172","401703","","32","","1401720015",""
"","1","","","40172","401706","","32","","1401720016",""
"","travel_topdrama_r_4016_look_out","","","40172","1000001","0","3","","1401720017","0"
"","travel_topdrama_r_4016_look_out","","","40172","1000002","0","3","","1401720018","0"
"","start","","","40172","401799","0","3","","1401720019","0"
"","0","","","40172","1.7","","93","","1401720020",""
"0","travel_topdrama_r_4016_hop_R","","travel_topdrama_r_4016_jump_surprise","40172","1000002","0","3","0","1401720021","0.2"
"","","","","40172","1401720017","","91","","1401720022",""
"1","travel_topdrama_r_4016_hop_L","","travel_topdrama_r_4016_jump_normal","40172","1000001","0","3","0","1401720023","0.2"
"","","","","40172","1401720019","","91","","1401720024",""
"","bound","","","40172","401799","1","3","","1401720025","0"
"","","","","40172","1401720021","","91","","1401720026",""
"","travel_topdrama_r_4016_jump_normal","","","40172","1000002","1","3","","1401720027","0.2"
"","bound2","","","40172","401799","1","3","","1401720028","0.2"
"","0","","","40172","2.5","","93","","1401720029",""
"","1","","","40172","401707","","32","","1401720030",""
"","0","","","40172","1.4","","93","","1401720031",""
"1","travel_topdrama_r_4016_jump_dreamy_in","","travel_topdrama_r_4016_jump_dreamy_loop","40172","1000002","0","3","0","1401720032","0.1"
"","bound2","","","40172","401799","1","3","","1401720033","0.2"
"","0","","","40172","0.66","","93","","1401720034",""
"1","travel_topdrama_r_4016_jump_dreamy_in","","travel_topdrama_r_4016_jump_dreamy_loop","40172","1000001","0","3","0","1401720035","0.1"
"","0","","","40172","2.2","","93","","1401720036",""
"","1","","","40172","401708","","32","","1401720037",""
"","0","","","40172","2.5","","93","","1401720038",""
"","1","","","40172","401705","","32","","1401720039",""
"","0","","","40172","2.3","","93","","1401720040",""
"","","","","40172","","","111","","1401720041",""
"","","","","40172","0","","91","","1401720042",""
"1","401800","","0","40181","401800","0","31","","1401810001","1"
"-77","0","normal","0","40181","0","110","5","0","1401810002","1"
"","0","","","40181","0","","91","","1401810003",""
"-184","1000001","travel_topdrama_r_4016_look_in","-134","40182","1","50","1","0","1401820001","1.75"
"-184","1000002","travel_topdrama_r_4016_look_in","134","40182","1","55","1","1","1401820002","1.75"
"-310","401899","static","-7","40182","19","30","5","0","1401820003","1"
"-310","401898","empty","-7","40182","26","70","5","0","1401820004","1"
"1","401801","","0","40182","401801","0","31","","1401820005","1"
"1","401802","","0","40182","401802","0","31","","1401820006","1"
"1","401803","","0","40182","401803","0","31","","1401820007","0"
"1","401804","","0","40182","401804","0","31","","1401820008","0"
"1","401805","","0","40182","401805","0","31","","1401820009","0"
"1","401806","","0","40182","401806","0","31","","1401820010","0"
"1","401807","","0","40182","401807","0","31","","1401820011","0"
"1","401808","","0","40182","401808","0","31","","1401820012","0"
"1","401809","","0","40182","401809","0","31","","1401820013","0"
"1","401810","","0","40182","401810","0","31","","1401820014","0"
"1","400018","","0","40182","400018","0","31","","1401820015","0"
"1","401820","","0","40182","401820","0","31","","1401820016","1"
"","","","","40182","0","","91","","1401820017",""
"","1","","","40182","400018","","32","","1401820018",""
"","1","","","40182","401803","","32","","1401820019",""
"","1","","","40182","401804","","32","","1401820020",""
"","1","","","40182","401806","","32","","1401820021",""
"","travel_topdrama_r_4016_look_out","","","40182","1000001","0","3","","1401820022","0"
"","travel_topdrama_r_4016_look_out","","","40182","1000002","0","3","","1401820023","0"
"","start","","","40182","401899","0","3","","1401820024","0"
"","0","","","40182","1.7","","93","","1401820025",""
"0","travel_topdrama_r_4016_hop_R","","travel_topdrama_r_4016_jump_surprise","40182","1000002","0","3","0","1401820026","0.2"
"","","","","40182","1401820022","","91","","1401820027",""
