aa77f205d56789a5d4e0f20c4511109decd4107fb5794ac855d890abadf85113,de95e74baf452e99d35f199c71887e9ec8e571d15a2211402853574518789ad0,e9b1c8ad1683f17301762e7d55ce57c4ca119a86b86368f301b10488ff827ad5,fadefed80d55b1bec7e3242e7dac71d8ee60119266fbdf0c96ffe419930de9ff,e761191d54ffc9c5ffe13a7ac775b26ab5168441370b0d0056710a35d8e9e2b7,99fd95186da4c3afeca9b62d9758725d69ec6266aff68e464cb73e031f5c6be0,ad68071cfbe1085d9b4e337473dfd9bf1d4135b47b888dbd6758119f639007a9,7ca076144d9a7681987fb66598246a0ede028f8031307e40e19f83aa70630752,acc73b721f201d2957e36a331aca67008d592e60530f71a5b3951aa26db7458e,1d5a05a1307f02825a9e09083aa9a53d398ba893af331af50afa7d29f53df458,a48633e78962c25a81134a2ad81b812a47ccb65b9cb715d94d60a21ee04ed91d
"2","93","","","","","34414","","","","34414055"
"1","131","","","","","34414","","","","34414056"
"vo_wac_34414","21","","vo_wac_34414_000","0","0","34414","","","","34414057"
"102911","11","0","みんな、今日は私の誕生日を\nお祝いしてくれてありがとう♪\nこういう時って、やっぱりバースデー\nライブとかした方がいいのかな？","10","1","34414","0","0.5","1","34414058"
"0","91","","","","","34414","","","","34414059"
"102911","3","0.2","wac_birthday_idle_normal","1","","34414","","","","34414060"
"104211","3","0.2","wac_birthday_talk_normal","1","","34414","","","","34414061"
"vo_wac_34414","21","","vo_wac_34414_001","0","0","34414","","","","34414062"
"104211","11","0","楽しそうではありますが……\nよく考えたら、お祝いされる方が\n歌って踊るというのも\n不思議な話ではありますね。","10","1","34414","0","0.5","1","34414063"
"0","91","","","","","34414","","","","34414064"
"104211","3","0.2","wac_birthday_idle_normal","1","","34414","","","","34414065"
"105411","3","0.2","wac_birthday_talk_wish","1","","34414","","","","34414066"
"vo_wac_34414","21","","vo_wac_34414_002","0","0","34414","","","","34414067"
"105411","11","0","お返しって考えたらどうでしょう？\nほら、今回も騎士さんにケーキの\n用意とか手伝ってもらいましたし。\nアイドルらしいお礼になりませんか？","10","1","34414","0","0.5","1","34414068"
"0","91","","","","","34414","","","","34414069"
"105411","3","0.2","wac_birthday_idle_wish","1","","34414","","","","34414070"
"102911","3","0.2","wac_birthday_talk_smile","1","","34414","","","","34414071"
"vo_wac_34414","21","","vo_wac_34414_003","0","0","34414","","","","34414072"
"102911","11","0","ツムギ、いいこと言うじゃない♪\nそれじゃあ感謝の気持ちを込めて……\nキミのためのバースデーライブ、\n開催しちゃおうかな♪","10","1","34414","0","0.5","1","34414073"
"0","91","","","","","34414","","","","34414074"
"0","22","","","","","34414","","","","34414075"
"bgm_M321","25","","bgm_M321_2C","","","35314","","","","35314001"
"1","1","2","103611","250","-1000","35314","0","wac_birthday_idle_normal","-70","35314002"
"1","1","2","100411","256","230","35314","1","wac_birthday_idle_smile","-270","35314003"
"1","1","2","102011","257","410","35314","1","wac_birthday_idle_wish","-310","35314004"
"103611","13","","300","","","35314","","","","35314005"
"100411","13","","300","","","35314","","","","35314006"
"102011","13","","300","","","35314","","","","35314007"
"502","31","0","502","0","0","35314","","","1","35314008"
"600","31","1","600","0","0","35314","","","1","35314009"
"602","31","0","602","0","0","35314","","","1","35314010"
"603","31","0","603","0","0","35314","","","1","35314011"
"604","31","1","604","30","60","35314","","","1","35314012"
"615","31","1","615","0","0","35314","","","1","35314013"
"700","31","0","700","0","0","35314","","","1","35314014"
"701","31","0","701","0","0","35314","","","1","35314015"
"702","31","0","702","0","0","35314","","","1","35314016"
"800","31","0","800","0","0","35314","","","1","35314017"
"960","31","1","960","30","60","35314","","","1","35314018"
"1","93","","","","","35314","","","","35314019"
"102011","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","35314","0.2","","1","35314020"
"0.1","93","","","","","35314","","","","35314021"
"100411","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","35314","0.2","","1","35314022"
"0.3","93","","","","","35314","","","","35314023"
"103611","3","0.2","wac_birthday_kyoka_run_01","1","","35314","","","","35314024"
"103611","2","","0","-70","3","35314","","","","35314025"
"2.5","93","","","","","35314","","","","35314026"
"602","32","","1","","","35314","","","","35314027"
"0.6","93","","","","","35314","","","","35314028"
"502","32","","1","","","35314","","","","35314029"
"600","32","","0","","","35314","","","","35314030"
"615","32","","0","","","35314","","","","35314031"
"604","32","","0","","","35314","","","","35314032"
"701","32","","1","","","35314","","","","35314033"
"960","33","","0","0","0.01","35314","","","","35314034"
"103611","3","0.2","wac_birthday_blowout_03","0","wac_birthday_wish_04","35314","0.2","","1","35314035"
"103611","2","","-200","-330","0.01","35314","","","","35314036"
"100411","3","0.2","wac_birthday_idle_smile","1","","35314","","","","35314037"
"100411","2","","180","-320","0.01","35314","","","","35314038"
"102011","3","0.2","wac_birthday_idle_wish","1","","35314","","","","35314039"
"102011","2","","320","-340","0.01","35314","","","","35314040"
"0","93","","","","","35314","","","","35314041"
"800","32","","1","","","35314","","","","35314042"
"0.7","93","","","","","35314","","","","35314043"
"702","32","","1","","","35314","","","","35314044"
"0.5","93","","","","","35314","","","","35314045"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","35314","","","","35314046"
"701","32","","0","","","35314","","","","35314047"
"0.4","93","","","","","35314","","","","35314048"
"se_common","23","","se_sys_login_birthday_cracker","0","","35314","","","","35314049"
"700","32","","1","","","35314","","","","35314050"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","35314","","","","35314051"
"100411","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","35314","0.2","","1","35314052"
"0.1","93","","","","","35314","","","","35314053"
"102011","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","35314","0.2","","1","35314054"
"2","93","","","","","35314","","","","35314055"
"1","131","","","","","35314","","","","35314056"
"vo_wac_35314","21","","vo_wac_35314_000","0","0","35314","","","","35314057"
"103611","11","0","えっと、今日はありがとう……！\nでもこんな立派なお誕生日ケーキ、\n本当にもらってもいいの？\nお金とか、大丈夫だった……？","10","1","35314","0","0.5","1","35314058"
"0","91","","","","","35314","","","","35314059"
"103611","3","0.2","wac_birthday_idle_wish","1","","35314","","","","35314060"
"100411","3","0.2","wac_birthday_talk_normal","1","","35314","","","","35314061"
"vo_wac_35314","21","","vo_wac_35314_001","0","0","35314","","","","35314062"
"100411","11","0","まじめだな～、キョウカは。\nミソギがケーキをもらったときは、\nまずどの飾りから食べようかなーって\n思ってたくらいなのに。","10","1","35314","0","0.5","1","35314063"
"0","91","","","","","35314","","","","35314064"
"100411","3","0.2","wac_birthday_idle_normal","1","","35314","","","","35314065"
"103611","3","0.2","wac_birthday_talk_sad","1","","35314","","","","35314066"
"vo_wac_35314","21","","vo_wac_35314_002","0","0","35314","","","","35314067"
"103611","11","0","でも、お返しとかあるでしょ？\nちゃんとみんなに、同じくらい\n立派なお礼を用意しないと！","10","1","35314","0","0.5","1","35314068"
"0","91","","","","","35314","","","","35314069"
"103611","3","0.2","wac_birthday_idle_sad","1","","35314","","","","35314070"
"102011","3","0.2","wac_birthday_talk_smile","1","","35314","","","","35314071"
"vo_wac_35314","21","","vo_wac_35314_003","0","0","35314","","","","35314072"
"102011","11","0","大丈夫だよ、キョウカちゃん。\nミミたちも、おにいちゃんも、\nキョウカちゃんがよろこんでくれたら、\nそれだけでうれしいよ♪","10","1","35314","0","0.5","1","35314073"
"0","91","","","","","35314","","","","35314074"
"102011","3","0.2","wac_birthday_idle_smile","1","","35314","","","","35314075"
"103611","3","0.2","wac_birthday_talk_wish","1","","35314","","","","35314076"
"vo_wac_35314","21","","vo_wac_35314_004","0","0","35314","","","","35314077"
"103611","11","0","……うん、わかった。\nまた誰かのお誕生日が来たら、\nこうやってお祝いしようね♪\nそれが一番のお返しになると思うから。","10","1","35314","0","0.5","1","35314078"
"0","91","","","","","35314","","","","35314079"
"0","22","","","","","35314","","","","35314080"
"bgm_M321","25","","bgm_M321_2C","","","35514","","","","35514001"
"1","1","2","109311","250","-1000","35514","0","wac_birthday_idle_normal","-70","35514002"
"1","1","2","109211","256","230","35514","1","wac_birthday_idle_smile","-270","35514003"
"1","1","2","109411","257","410","35514","1","wac_birthday_idle_normal","-310","35514004"
"109311","13","","300","","","35514","","","","35514005"
"109211","13","","300","","","35514","","","","35514006"
"109411","13","","300","","","35514","","","","35514007"
"502","31","0","502","0","0","35514","","","1","35514008"
"600","31","1","600","0","0","35514","","","1","35514009"
"602","31","0","602","0","0","35514","","","1","35514010"
"603","31","0","603","0","0","35514","","","1","35514011"
"604","31","1","604","30","60","35514","","","1","35514012"
"615","31","1","615","0","0","35514","","","1","35514013"
"700","31","0","700","0","0","35514","","","1","35514014"
"701","31","0","701","0","0","35514","","","1","35514015"
"702","31","0","702","0","0","35514","","","1","35514016"
"800","31","0","800","0","0","35514","","","1","35514017"
"961","31","1","961","30","60","35514","","","1","35514018"
"1","93","","","","","35514","","","","35514019"
"109411","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_04","35514","0.2","","1","35514020"
"0.1","93","","","","","35514","","","","35514021"
"109211","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","35514","0.2","","1","35514022"
"0.3","93","","","","","35514","","","","35514023"
"109311","3","0.2","wac_birthday_run_01","1","","35514","","","","35514024"
"109311","2","","0","-70","3","35514","","","","35514025"
"2.5","93","","","","","35514","","","","35514026"
"602","32","","1","","","35514","","","","35514027"
"0.6","93","","","","","35514","","","","35514028"
"502","32","","1","","","35514","","","","35514029"
"600","32","","0","","","35514","","","","35514030"
"615","32","","0","","","35514","","","","35514031"
"604","32","","0","","","35514","","","","35514032"
"701","32","","1","","","35514","","","","35514033"
"961","33","","0","0","0.01","35514","","","","35514034"
"109311","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_02","35514","0.2","","1","35514035"
"109311","2","","-200","-330","0.01","35514","","","","35514036"
"109211","3","0.2","wac_birthday_idle_smile","1","","35514","","","","35514037"
"109211","2","","180","-320","0.01","35514","","","","35514038"
"109411","3","0.2","wac_birthday_idle_normal","1","","35514","","","","35514039"
"109411","2","","320","-340","0.01","35514","","","","35514040"
"0","93","","","","","35514","","","","35514041"
"800","32","","1","","","35514","","","","35514042"
"0.7","93","","","","","35514","","","","35514043"
"702","32","","1","","","35514","","","","35514044"
"0.5","93","","","","","35514","","","","35514045"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","35514","","","","35514046"
"701","32","","0","","","35514","","","","35514047"
"0.4","93","","","","","35514","","","","35514048"
"se_common","23","","se_sys_login_birthday_cracker","0","","35514","","","","35514049"
"700","32","","1","","","35514","","","","35514050"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","35514","","","","35514051"
"109211","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","35514","0.2","","1","35514052"
"0.1","93","","","","","35514","","","","35514053"
"109411","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","35514","0.2","","1","35514054"
"2","93","","","","","35514","","","","35514055"
"1","131","","","","","35514","","","","35514056"
"vo_wac_35514","21","","vo_wac_35514_000","0","0","35514","","","","35514057"
"109311","11","0","わーい！　ルゥのケーキですぅ～～♪\nルゥ、みんなにお祝いしてもらえるの\n楽しみにしてたですよ！","10","1","35514","0","0.5","1","35514058"
"0","91","","","","","35514","","","","35514059"
"109311","3","0.2","wac_birthday_idle_smile","1","","35514","","","","35514060"
"109211","3","0.2","wac_birthday_talk_normal","1","","35514","","","","35514061"
"vo_wac_35514","21","","vo_wac_35514_001","0","0","35514","","","","35514062"
"109211","11","0","楽しみにしてもらえて良かった！\n今回はグレアと一緒に、\nルゥのために手作りしたからね！\n私が材料をぐるぐるかき混ぜて……","10","1","35514","0","0.5","1","35514063"
"0","91","","","","","35514","","","","35514064"
"109211","3","0.2","wac_birthday_idle_normal","1","","35514","","","","35514065"
"109411","3","0.2","wac_birthday_talk_doya","1","","35514","","","","35514066"
"vo_wac_35514","21","","vo_wac_35514_002","0","0","35514","","","","35514067"
"109411","11","0","私がフルーツをもりつけたんだ。\nあと、この人の提案で\n味も甘めにしておいたからね。\nルゥが好きかなって……","10","1","35514","0","0.5","1","35514068"
"0","91","","","","","35514","","","","35514069"
"109411","3","0.2","wac_birthday_idle_doya","1","","35514","","","","35514070"
"109311","3","0.2","wac_birthday_talk_kyapi","1","","35514","","","","35514071"
"vo_wac_35514","21","","vo_wac_35514_003","0","0","35514","","","","35514072"
"109311","11","0","うぅう～……\n甘めのケーキも、せんぱいたちも……\nあなたも、大好きですっ！！","10","1","35514","0","0.5","1","35514073"
"0","91","","","","","35514","","","","35514074"
"0","22","","","","","35514","","","","35514075"
"bgm_M321","25","","bgm_M321_2C","","","35814","","","","35814001"
"1","1","2","107111","250","-1000","35814","0","wac_birthday_idle_normal","-70","35814002"
"1","1","2","103711","256","200","35814","1","wac_birthday_idle_doya","-270","35814003"
