16f6f94d2ec4d59cc4807da3fc5d44eb2c12c29f7676088997db926377d2c32d,93d5dd2d147dcf817572478619e0beee6ce7865af09cd07b365d865da868f5ac,1da3ed0da0725ee54a99f2ace182141e687f50e93bf86dee97a9be4e0be4deb3,df24cf291b60fdac9e8b86483dffcdf3f8aa624e8887f458f71a7c2d719cdc16,a36f3557ace1265accf0398cceb20284ee576f8b949b76d0287a8e3c95cb86da,8295ad51a4ffacc970ccde8cd2d6af9037e381d084ce4d20c96043a6175a6130,785cd83989d36c71ff127dfaa43b5454b1fc0cd80c1f8faba0ad76911465d3d7,449fca601ab0376a607b1b5bdf370a99c1726e517397f2ca3813f63b0901769b,23b33cdcb62b4f407ca0dcc5597a0e1d82117c4ef3af0e4038c2fb9a490bae6a,7015b695b9d1b7b756ca7b120e6c27b80c1ef16b8f238ec390992b13f294e39b,5245cb6b2fd5f4e3602e56d9b322f353c857260c8061c822397df4c9d3820ee5,0e621d8ca6123e7c23223afd0b3f06c3b3ac8cd7c5cd7e4107cf96a924420fc4,490553ea07ef8fe4269aaba13043c2b6f03f3918ec9808bf2796f32a5350b7e9,3a1bbe6b0c0130103341eda61a1df7f077d1746a3bda4ac96e0fffeef72255c0,6c3b0313a30e8394614b1d440c92a3151fbd911e37bfa7aca951d5013ebfa832,126fc1d815d99b4a833925660195cfb808656ae560152099107f363e5c05aff2,d0862030797000c5648228b99f66a509193f769a3873136492112ebe159b988f,b5564587772750805cfaad0a60992052923accc5edb7faa83f2cc5d7d4d75ffd,094435e182e420ba4bccdaed68890bb80d85d1669a24b8e635ab753ea472566f,34e2484dc5433b9203d065c8aa49db59e1f1a2fb2699cbf4ead73e1e4632ec01
"6182","0","猫の種類の一つ。鼻が低く、ムスッとしたような愛嬌のある顔立ちが特徴的","これ、何と言う？","12456","12478","5","5","5","5","エキゾチク","エキゾチック・ショートヘア","12481","3","12461","2","12463","5","6","エキゾチック・ショートヘア"
"6183","0","ハトの帰巣本能を使って遠くに手紙を届けること。通信技術が発達する前は、広く活用された","これ、何と言う？","12435","12423","4","4","4","4","んしょばと","","12400","2","12375","2","12392","4","6","でんしょばと"
"6184","0","「ウグイス」の鳴き声を文字に起こした表現。春の訪れの象徴としてもなじみ深い","これ、何と言う？","12507","12465","5","5","5","5","ホホケキョ","ホーホケキョ","12461","2","12507","2","12519","5","6","ホーホケキョ"
"6185","0","武将の性格を比喩した「鳴かぬなら～～」の俳句に使われている鳥の名前は？","これ、何と言う？","12507","12488","5","5","5","5","ホトトギス","","12462","1","12488","2","12473","5","6","ホトトギス"
"6186","0","「ヘビがいそうな場所に生える」ことに由来する、イチゴに似た植物。食用には向かない","これ、何と言う？","12504","12452","5","5","5","5","ヘビイチゴ","","12481","2","12499","2","12468","5","6","ヘビイチゴ"
"6187","0","松かさとも呼ばれる、概略すると松の木の果実の部分。クリスマスツリーの飾りにもよく使われる","これ、何と言う？","26494","12387","4","6","4","4","松ぼっくり","","12367","2","12412","2","12426","4","6","松ぼっくり"
"6188","6188","","このキャラの名前は？","12450","12540","5","5","5","5","アゾールド","","12523","1","12478","1","12489","5","6","アゾールド"
"6189","6189","","左のキャラは右のキャラを何と呼ぶ？","12474","12385","4","5","4","5","ズナちょむ","","12423","3","12490","1","12416","4","6","ズナちょむ"
"6190","0","猫の種類の一つ。垂れた耳が特徴的","これ、何と言う？","12501","12540","5","5","5","5","フォールド","","12523","2","12457","2","12489","5","6","スコティッシュフォールド"
"6191","0","非常にポピュラーな種の犬で、フサフサとした黄色系の体毛と、大きな体が特徴","これ、何と言う？","12468","12523","5","5","5","5","ゴールデン","","12487","1","12540","2","12531","5","6","ゴールデンレトリーバー"
"6192","0","家庭犬がリードをつけずに自由に走り回れるように設けられた、フェンスで囲われた広いスペース","これ、何と言う？","12489","12464","5","5","5","5","ドッグラン","","12521","2","12483","2","12531","5","6","ドッグラン"
"6193","0","レトリーバー種としてゴールデンレトリーバーに並び有名な犬。盲導犬・警察犬としても活躍する","これ、何と言う？","12521","12521","5","5","5","5","ラブラドル","ラブラドールレトリーバー","12489","1","12502","2","12523","5","6","ラブラドールレトリーバー"
"6194","0","動物が自分の体臭や尿などを残すことで、そこが自分のなわばりであるとアピールする習性","これ、何と言う？","12510","12461","5","5","5","5","マーキング","","12531","1","12540","2","12464","5","6","マーキング"
"6195","0","しきりに偉い人のご機嫌をとるような人間を、ある楽器の名前を使ってなんと呼ぶ？","これ、何と言う？","12383","12371","6","4","4","4","たいこ持ち","","25345","2","12356","2","12385","4","6","たいこ持ち"
"6196","0","有名な童話の中で、「アリ」と対比して、なまけ者として描かれている昆虫","これ、何と言う？","12461","12462","5","5","5","5","キリギリス","","12522","1","12522","2","12473","5","6","キリギリス"
"6197","0","エビの一種。身体にクッキリとシマシマがあり、丸まった姿が車のホイールに見える","これ、何と言う？","12463","12510","5","5","5","5","クルマエビ","","12456","1","12523","2","12499","5","6","クルマエビ"
"6198","0","ヘビの一種で、身体は青緑色。由来は諸説あるが「ヘビの中でも特に大物の風格がある」ことなど","これ、何と言う？","12480","12471","5","5","5","5","ダイショウ","","12519","3","12452","2","12454","5","6","アオダイショウ"
"6199","0","太古の時代に存在した鳥で、その名の通り、鳥類の始まりとなった鳥とされている","これ、何と言う？","12375","12385","4","4","4","4","しそちょう","","12423","2","12381","2","12358","4","6","しそちょう"
"6200","0","「最古の人類」とされている種類の猿人","これ、何と言う？","12450","12473","5","5","5","5","アウストラ","","12488","2","12454","2","12521","5","6","アウストラロピテクス"
"6201","0","ペットとしても親しまれる手乗りサイズの鳥で、人の声をマネして鳴くのが上手い","これ、何と言う？","12461","12454","5","5","5","5","キュウカン","","12459","1","12517","2","12531","5","6","キュウカンチョウ"
"6202","0","姿が似ていることで「アシカ」と混同されがちな哺乳類。分類上も、「アシカ科」に含まれる","これ、何と言う？","12458","12488","5","5","5","5","オットセイ","","12475","2","12483","2","12452","5","6","オットセイ"
"6203","0","「象」の種類、1つは「アフリカゾウ」で、もう一つは？","これ、何と言う？","12450","12450","5","5","5","5","アジアゾウ","","12478","1","12472","2","12454","5","6","アジアゾウ"
"6204","0","ちょうちょの種類の一つ。色は紅色で、また羽のシルエットが「とある貝類」に似ている","これ、何と言う？","12505","12471","5","5","5","5","ベニシジミ","","12472","3","12491","2","12511","5","6","ベニシジミ"
"6205","0","テントウムシの一種。身体に13個の点々模様がある","これ、何と言う？","12472","12454","5","5","5","5","ジュウサン","","12469","2","12517","2","12531","5","6","ジュウサンホシテントウ"
"6206","0","テントウムシの一種。身体に28個の点々模様がある","これ、何と言う？","12491","12517","5","5","5","5","ニジュウヤ","","12454","3","12472","2","12516","5","6","ニジュウヤホシテントウ"
"6207","0","生の魚を食べる際にはよく注意する必要がある、有名な寄生虫。白い糸くずのような姿","これ、何と言う？","12450","12469","5","5","5","5","アニサキス","","12461","2","12491","2","12473","5","6","アニサキス"
"6208","0","季節の移ろいに合わせて長距離を移動する鳥たちの総称。ハクチョウなどが有名","これ、何と言う？","12431","12426","4","4","4","4","わたりどり","","12393","1","12383","2","12426","4","6","わたりどり"
"6209","0","ペンギンの一種で、身体を横切る黒いラインが特徴的。動物園で見るペンギンはこれが最も多い","これ、何と言う？","12501","12508","5","5","5","5","フンボルト","","12523","3","12531","2","12488","5","6","フンボルトペンギン"
"6210","0","鳥の一種。その名の通り、頭の羽が「烏帽子」を被っているようなシルエットをしている","これ、何と言う？","12456","12471","5","5","5","5","エボシドリ","","12489","3","12508","2","12522","5","6","エボシドリ"
"6211","0","ウサギの種類として最もよく知られたもの。身体は小さめで、耳がピンと立っている","これ、何と言う？","12493","12521","5","5","5","5","ネザランド","ネザーランドドワーフ","12531","3","12470","2","12489","5","6","ネザーランドドワーフ"
"6212","0","ウサギの種類としてよく知られた一つ。最大の特徴は、垂れ下がった大きな耳","これ、何と言う？","12507","12521","5","5","5","5","ホーランド","","12531","3","12540","2","12489","5","6","ホーランドロップ"
"6213","0","ペットとしてもよく親しまれるイタチの一種。長い胴体に短い脚の独特なフォルムをしている","これ、何と言う？","12501","12524","5","5","5","5","フェレット","","12483","2","12455","2","12488","5","6","フェレット"
"6214","0","大別すると猿の仲間にあたる動物で、マントを羽織っているように見える特徴的な体毛を持つ","これ、何と言う？","12510","12488","5","5","5","5","マントヒヒ","","12498","2","12531","2","12498","5","6","マントヒヒ"
"6215","0","最も大きい動物としてよく知られる種類のクジラ","これ、何と言う？","12471","12490","5","5","5","5","シロナガス","","12460","2","12525","2","12473","5","6","シロナガスクジラ"
"6216","0","普通のイルカほど口が尖っておらず、のほほんとした顔立ちで人気の真っ白なイルカ","これ、何と言う？","12471","12452","5","5","5","5","シロイルカ","","12523","3","12525","2","12459","5","6","シロイルカ"
"6217","0","神話に登場する、有名な動物","これ、何と言う？","12375","12358","4","4","4","4","しろうさぎ","","12373","2","12429","2","12366","4","6","いなばのしろうさぎ"
"6218","0","カタカナでの呼び方は？","これ、何と言う？","12473","12500","5","5","5","5","スコピオン","さそり＝スコーピオン","12458","1","12467","2","12531","5","6","さそり＝スコーピオン"
"6219","0","腕を曲げて力を込めた時に、二の腕のポッコリと盛り上がる部分の俗称","これ、何と言う？","12385","12425","4","4","4","4","ちからこぶ","","12371","2","12363","2","12406","4","6","ちからこぶ"
"6220","0","昔ばなしの一つ。とある生き物が、自分の親の仇を討つために、様々な仲間を集めて仕返しをする","これ、何と言う？","12373","12363","4","4","6","4","さるかに合","","12395","2","12427","2","21512","4","6","さるかに合戦"
"6221","0","よく親しまれた替え歌の歌詞。ある動物の名前が入る","これ、何と言う？","12481","12497","5","5","5","5","チンパンジ","","12531","1","12531","2","12472","5","6","♪サル、ゴリラ、チンパンジー"
"6222","0","釣り人には釣り餌として非常におなじみの、ミミズのような虫","これ、何と言う？","12450","12452","5","5","5","5","アオイソメ","","12477","3","12458","2","12513","5","6","アオイソメ"
"6223","0","精神力が強く、何があってもへこたれない人の俗的な呼び方。「とある金属」にたとえられる","これ、何と言う？","37628","12531","5","6","5","5","鋼メンタル","","12479","3","12513","2","12523","5","6","鋼メンタル"
"6224","6224","クウカに代表される「ドM」という言葉、この「M」は何という言葉の略？","これ、何と言う？","12510","12498","5","5","5","5","マゾヒスト","","12473","3","12478","1","12488","5","6","マゾヒスト"
"6225","0","太古に実在した、非常に大きな翼竜。神話に登場する神様から名付けられた","これ、何と言う？","12467","12488","5","5","5","5","コアトルス","","12523","3","12450","2","12473","5","6","ケツァルコアトルス"
