db3d8e5178388d641fe1da7a93e50eb89605985c37c8ffc87d90a1ed6e2a2833,75c4f4a1d3df6c8166d3e288863a483435d36fdfd72d253c5778e61cda982384,6d08b8772f649bab5c3f90f40dabe85827135b66e34cb26224501d7f8e957338,96ba1188b290959dcca32e0ef91f32749f71dcc33cb1de8d0e9912ab2820be49,609ee2244b4663ac9fe0dd65a82161dc7d4528910a17b4645d6bfebc91deea2b,662b7d031ea6e3edef4385e1e3a7d5647a02e04e136a876bf18129ad12a5e6bc,9ffdbbc9ea18ee24e3f7b1190614d1e852e112b6b8e4809c7eee229d242c1661,5c168859a4f21100bed6c3d1c533ad55afe965d0a9f9da28f66f52d47a938ad8,b4e40b58d75fa0e7e735550c903bc2b4cf21c2aab5fda1034afed0158ef77835,440c1fe5d28ea054c03658e52ffaa0e35523f59cdb4cdb1fa9417ad7509353b4,348c30ac42de3318f64d7debcf70a17b08d5760b1e595a4a8dc5d4dbf4a5a5ca
"","wac_no_items","3","","","1","0.2","115","","32113","32113008"
"","-335","2","0","","-360","","103811","","32113","32113009"
"","-190","2","0","","-335","","105211","","32113","32113010"
"","190","2","0","","-335","","102611","","32113","32113011"
"","350","2","0","","-360","","103311","","32113","32113012"
"","-335","2","0","","-360","","111","","32113","32113013"
"","-190","2","0","","-335","","113","","32113","32113014"
"","190","2","0","","-335","","114","","32113","32113015"
"","350","2","0","","-360","","115","","32113","32113016"
"","0","32","","","","","59","","32113","32113017"
"","1","32","","","","","63","","32113","32113018"
"","0","32","","","","","17","","32113","32113019"
"","","91","","","","","0","","32113","32113020"
"0","106011","1","-108","-177","202","2","1","wac_default_21","32211","32211001"
"0","111","5","-108","-177","201","2","1","wac_default_26","32211","32211002"
"","46","31","0","1","0","1","46","","32211","32211003"
"","57","31","0","1","0","0","57","","32211","32211004"
"","12","31","0","1","0","0","12","","32211","32211005"
"","502","31","0","1","0","1","502","","32211","32211006"
"","wac_paint_21","3","","0","0","0.2","106011","","32211","32211007"
"","wac_paint_26","3","","0","0","0.2","111","","32211","32211008"
"","0","93","","","","","0","","32211","32211009"
"","1","32","","","","","12","","32211","32211010"
"","se_sys_login_birthday_calendar_brush","23","","","0","","se_common","","32211","32211011"
"","300","13","","","","","106011","","32211","32211012"
"","","131","","","","","1","","32211","32211013"
"","wac_talk_doya_in","3","wac_talk_doya_loop","1","0","0.2","106011","","32212","32212001"
"","wac_no_items","3","","","1","0.2","111","","32212","32212002"
"","200","2","0","","-340","","106011","","32212","32212003"
"","200","2","0","","-340","","111","","32212","32212004"
"","0","32","","","","","46","","32212","32212005"
"","1","32","","","","","57","","32212","32212006"
"","0","32","","","","","12","","32212","32212007"
"","vo_wac_230102_000","21","0","","0","","vo_wac_230102","","32212","32212008"
"0","はい、一丁あがり！\nもうすっかり、あたしも\nいっぱしの絵描きとして\n仕上がってきた感じかしら？","11","1","1","10","0","106011","0.5","32212","32212009"
"","","91","","","","","0","","32212","32212010"
"","vo_wac_230102_001","21","0","","0","","vo_wac_230102","","32212","32212011"
"0","そのうちパトロンがついて、\n周りからキャル先生とか\n呼ばれ始めたり……って、\nなんでそこで首傾げてんのよ！","11","1","1","10","0","106011","0.5","32212","32212012"
"","","91","","","","","0","","32212","32212013"
"","0","22","","","","","0","","32212","32212014"
"","wac_idle_doya","3","","","1","0.2","106011","","32213","32213001"
"","wac_no_items","3","","","1","0.2","111","","32213","32213002"
"","200","2","0","","-340","","106011","","32213","32213003"
"","200","2","0","","-340","","111","","32213","32213004"
"","0","32","","","","","46","","32213","32213005"
"","1","32","","","","","57","","32213","32213006"
"","0","32","","","","","12","","32213","32213007"
"","","91","","","","","0","","32213","32213008"
"0","101611","1","-167","-85","202","2","1","wac_default_31","32311","32311001"
"0","101811","1","-64","-211","254","2","1","wac_default_41","32311","32311002"
"0","105011","1","230","-211","252","2","1","wac_default_51","32311","32311003"
"0","111","5","-167","-85","201","2","1","wac_default_31","32311","32311004"
"0","112","5","-64","-211","253","2","1","wac_default_48","32311","32311005"
"0","113","5","230","-211","251","2","1","wac_default_56","32311","32311006"
"","300","13","","","","","105011","","32311","32311007"
"","300","13","","","","","101611","","32311","32311008"
"","300","13","","","","","101811","","32311","32311009"
"","62","31","0","1","0","1","62","","32311","32311010"
"","63","31","0","1","0","0","63","","32311","32311011"
"","16","31","0","1","0","0","16","","32311","32311012"
"","502","31","0","1","0","1","502","","32311","32311013"
"","wac_paint_31","3","","0","0","0.2","101611","","32311","32311014"
"","wac_paint_31","3","","0","0","0.2","111","","32311","32311015"
"","wac_paint_41","3","","0","0","0.2","101811","","32311","32311016"
"","wac_paint_48","3","","0","0","0.2","112","","32311","32311017"
"","wac_paint_51","3","","0","0","0.2","105011","","32311","32311018"
"","wac_paint_56","3","","0","0","0.2","113","","32311","32311019"
"","0","93","","","","","0","","32311","32311020"
"","1","32","","","","","16","","32311","32311021"
"","se_sys_login_birthday_calendar_smallbrush","23","","","0","","se_common","","32311","32311022"
"","","131","","","","","1","","32311","32311023"
"","wac_idle_smile","3","","","1","0","105011","","32312","32312001"
"","wac_idle_smile_L","3","","","1","0","101611","","32312","32312002"
"","wac_idle_smile","3","","","1","0","101811","","32312","32312003"
"","wac_no_items","3","","","1","0","111","","32312","32312004"
"","wac_no_items","3","","","1","0","112","","32312","32312005"
"","wac_no_items","3","","","1","0","113","","32312","32312006"
"","190","2","0","","-335","","105011","","32312","32312007"
"","-190","2","0","","-360","","101611","","32312","32312008"
"","350","2","0","","-360","","101811","","32312","32312009"
"","190","2","0","","-335","","111","","32312","32312010"
"","-190","2","0","","-360","","112","","32312","32312011"
"","350","2","0","","-360","","113","","32312","32312012"
"","0","32","","","","","62","","32312","32312013"
"","1","32","","","","","63","","32312","32312014"
"","0","32","","","","","16","","32312","32312015"
"","wac_talk_arm_crossed_in2","3","wac_talk_arm_crossed_loop2","1","0","0.2","105011","","32312","32312016"
"","vo_wac_230103_000","21","0","","0","","vo_wac_230103","","32312","32312017"
"0","う～ん……\nとりあえず絵は完成したけど、\nなんか大人っぽさが\n足りない気がするのよね……","11","1","1","10","0","105011","0.5","32312","32312018"
"","","91","","","","","0","","32312","32312019"
"","wac_idle_arm_crossed2","3","","1","1","0.2","105011","","32312","32312020"
"","wac_talk_smile_in_L","3","wac_talk_smile_loop_L","1","0","0.2","101611","","32312","32312021"
"","vo_wac_230103_001","21","0","","0","","vo_wac_230103","","32312","32312022"
"0","っていうか、大人っぽさってなに？\n麦しゅわが飲めるとか、そういうの？\nよくわかんないよ～！\nちゃんイオはわかる？","11","1","1","10","0","101611","0.5","32312","32312023"
"","","91","","","","","0","","32312","32312024"
"","wac_idle_smile_L","3","","1","1","0.2","101611","","32312","32312025"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","101811","","32312","32312026"
"","vo_wac_230103_002","21","0","","0","","vo_wac_230103","","32312","32312027"
"0","う～ん、そうね～……\nその質問に答えがないって\n実感できた時が、きっと二人が\n大人になったときだと思うわ♪","11","1","1","10","0","101811","0.5","32312","32312028"
"","","91","","","","","0","","32312","32312029"
"","0","22","","","","","0","","32312","32312030"
"","","111","","","","","","","32312","32312031"
"","wac_idle_arm_crossed2","3","","","1","0.2","105011","","32313","32313001"
"","wac_idle_smile_L","3","","","1","0.2","101611","","32313","32313002"
"","wac_idle_smile","3","","","1","0.2","101811","","32313","32313003"
"","wac_no_items","3","","","1","0.2","111","","32313","32313004"
"","wac_no_items","3","","","1","0.2","112","","32313","32313005"
"","wac_no_items","3","","","1","0.2","113","","32313","32313006"
"","190","2","0","","-335","","105011","","32313","32313007"
"","-190","2","0","","-360","","101611","","32313","32313008"
"","350","2","0","","-360","","101811","","32313","32313009"
"","190","2","0","","-335","","111","","32313","32313010"
"","-190","2","0","","-360","","112","","32313","32313011"
"","350","2","0","","-360","","113","","32313","32313012"
"","0","32","","","","","62","","32313","32313013"
"","1","32","","","","","63","","32313","32313014"
"","0","32","","","","","16","","32313","32313015"
"","","91","","","","","0","","32313","32313016"
"0","106411","1","-108","-213","202","2","1","wac_default_01","32411","32411001"
"0","111","5","-108","-213","201","2","1","wac_default_03","32411","32411002"
"","43","31","0","1","0","1","43","","32411","32411003"
"","57","31","0","1","0","0","57","","32411","32411004"
"","11","31","0","1","0","0","11","","32411","32411005"
"","502","31","0","1","0","1","502","","32411","32411006"
"","wac_paint_01","3","","0","0","0.2","106411","","32411","32411007"
"","wac_paint_03","3","","0","0","0.2","111","","32411","32411008"
"","0","93","","","","","0","","32411","32411009"
"","1","32","","","","","11","","32411","32411010"
"","se_10035700_brush","23","","","0","","se_10035700","","32411","32411011"
"","300","13","","","","","106411","","32411","32411012"
"","","131","","","","","1","","32411","32411013"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","106411","","32412","32412001"
"","wac_no_items","3","","","1","0.2","111","","32412","32412002"
"","200","2","0","","-340","","106411","","32412","32412003"
"","200","2","0","","-340","","111","","32412","32412004"
"","0","32","","","","","43","","32412","32412005"
"","1","32","","","","","57","","32412","32412006"
"","0","32","","","","","11","","32412","32412007"
"","vo_wac_230104_000","21","0","","0","","vo_wac_230104","","32412","32412008"
"0","今回は、つらら状に凍らせたペンキを\n使って絵を描いてみたの。\nペンと同じように使えるから、\n細かい線を描くのに便利だと思って。","11","1","1","10","0","106411","0.5","32412","32412009"
"","","91","","","","","0","","32412","32412010"
"","vo_wac_230104_001","21","0","","0","","vo_wac_230104","","32412","32412011"
"0","色もカラフルで、なんだか\nアイスキャンディーみたいでしょう？\n……えっ、食べたいの？　\nさすがにお腹壊しちゃうと思うけど……","11","1","1","10","0","106411","0.5","32412","32412012"
"","","91","","","","","0","","32412","32412013"
"","0","22","","","","","0","","32412","32412014"
"","wac_idle_smile","3","","","1","0.2","106411","","32413","32413001"
"","wac_no_items","3","","","1","0.2","111","","32413","32413002"
"","200","2","0","","-340","","106411","","32413","32413003"
"","200","2","0","","-340","","111","","32413","32413004"
"","0","32","","","","","43","","32413","32413005"
"","1","32","","","","","57","","32413","32413006"
"","0","32","","","","","11","","32413","32413007"
"","","91","","","","","0","","32413","32413008"
"0","105911","1","-108","-213","202","2","1","wac_default_01","32511","32511001"
"0","111","5","-108","-213","201","2","1","wac_default_01","32511","32511002"
"","43","31","0","1","0","1","43","","32511","32511003"
"","57","31","0","1","0","0","57","","32511","32511004"
"","11","31","0","1","0","0","11","","32511","32511005"
"","502","31","0","1","0","1","502","","32511","32511006"
"","wac_paint_01","3","","0","0","0.2","105911","","32511","32511007"
"","wac_paint_01","3","","0","0","0.2","111","","32511","32511008"
"","0","93","","","","","0","","32511","32511009"
"","1","32","","","","","11","","32511","32511010"
"","se_10035700_brush","23","","","0","","se_10035700","","32511","32511011"
"","300","13","","","","","105911","","32511","32511012"
"","","131","","","","","1","","32511","32511013"
"","wac_talk_wish_in_joy","3","wac_talk_wish_loop_joy","1","0","0.2","105911","","32512","32512001"
"","wac_no_items","3","","","1","0.2","111","","32512","32512002"
"","200","2","0","","-340","","105911","","32512","32512003"
"","200","2","0","","-340","","111","","32512","32512004"
"","0","32","","","","","43","","32512","32512005"
"","1","32","","","","","57","","32512","32512006"
"","0","32","","","","","11","","32512","32512007"
"","vo_wac_230105_000","21","0","","0","","vo_wac_230105","","32512","32512008"
"0","きれいに絵を描くのは大事です。\nしかしそれと同じくらい、使った道具の\n後始末は大切なお仕事でございます。","11","1","1","10","0","105911","0.5","32512","32512009"
"","","91","","","","","0","","32512","32512010"
"","vo_wac_230105_001","21","0","","0","","vo_wac_230105","","32512","32512011"
"0","その点、最近の主さまは\nお片付けも上手にできるようになって、\nわたくしも安心いたしました。\nこれからも整理整頓を心がけましょう♪","11","1","1","10","0","105911","0.5","32512","32512012"
"","","91","","","","","0","","32512","32512013"
"","0","22","","","","","0","","32512","32512014"
"","wac_idle_wish_joy","3","","","1","0.2","105911","","32513","32513001"
"","wac_no_items","3","","","1","0.2","111","","32513","32513002"
"","200","2","0","","-340","","105911","","32513","32513003"
"","200","2","0","","-340","","111","","32513","32513004"
"","0","32","","","","","43","","32513","32513005"
"","1","32","","","","","57","","32513","32513006"
"","0","32","","","","","11","","32513","32513007"
"","","91","","","","","0","","32513","32513008"
"0","105811","1","-108","-213","202","2","1","wac_default_01","32611","32611001"
"0","111","5","-108","-213","201","2","1","wac_default_03","32611","32611002"
"","43","31","0","1","0","1","43","","32611","32611003"
"","57","31","0","1","0","0","57","","32611","32611004"
"","11","31","0","1","0","0","11","","32611","32611005"
"","502","31","0","1","0","1","502","","32611","32611006"
"","wac_paint_01","3","","0","0","0.2","105811","","32611","32611007"
"","wac_paint_03","3","","0","0","0.2","111","","32611","32611008"
"","0","93","","","","","0","","32611","32611009"
"","1","32","","","","","11","","32611","32611010"
"","se_10035700_brush","23","","","0","","se_10035700","","32611","32611011"
"","300","13","","","","","105811","","32611","32611012"
