fa69314f3eb88dae4f57db6cb0765f86790b8f61e8912fe6d7a179f81362657f,540028fd4c4f4601adb6c4900e0964c3ae1bb38e74f9e9ea63cf58f097f5c618,061af2913efa43e657aef6c0a2f62848060255ba6a8440d4d26d6a0375a8c0eb,b373bef911d4dcc3845b28ee4b181652acc79abe9ce4d7915f141e12bbfca673,d241a1d56c151af578d8ab3fa93d7dc0cf7595b5c23eda430e3a9617ce3f8086,92dc58d96ebbe2baf2dad9903ff441b0dc7584631f4e7c1c461a88cbd8f4670c,ff93ae0dbbf9b1c452aaf574c9dae0cf6f4a88b568a0b1d1f0a03629d742c2e2,3aa373320c34f5fd5d640fea08b3ef1b39748e599273dc662c8136ee62d8b638,c1041a2743e9dd4d2efe769265198dc6b7304de96f69d006fe7be1ead6920dc4,ba5128d426c3874d6ce7bbd131169b28e27fa966adade79905682a9d686debf1,7b7591cead7b996938934993c58b0a01ac2432f7a067ec9217da7fa3eb8377c4
"945","","","0","","","91","","","","19450034"
"945","0.1","45_makoto_idle","110411","","","3","","","1","19450035"
"945","","vo_fpc_30505","vo_fpc","0","","21","","","","19450036"
"945","0","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","110411","1","0","11","0.5","0","9","19450037"
"945","","","0","","","91","","","","19450038"
"945","0.1","45_makoto_dogscratch_in","110411","cmn_swm_dogscratch","0.1","3","","1","0","19450039"
"945","","0","0.5","","","93","","","","19450040"
"945","","0","1104111","","","32","","","","19450041"
"945","","1","117","","","32","","","","19450042"
"945","","1050","110411","4.07239819004525","","2","","0","-125","19450043"
"945","","1050","117","4.07239819004525","","33","","0","-125","19450044"
"945","0.1","45_yui_notice","122611","45_yui_idle_2","0.1","3","","1","0","19450045"
"945","0.1","45_yui_notice","1","45_yui_idle","0.1","3","","1","0","19450046"
"945","","vo_fpc_30506","vo_fpc","0","","21","","","","19450047"
"945","0","あ、マコトちゃん？\n待ってよー！","122611","1","0","11","1","0","12","19450048"
"945","","","0","","","91","","","","19450049"
"945","0.1","45_yui_cmn_swm_tread","122611","","","3","","","1","19450050"
"945","0.1","cmn_swm_tread_pink","1","","","3","","","1","19450051"
"945","","850","122611","4.75113122171946","","2","","0","-180","19450052"
"945","","850","1","4.75113122171946","","2","","0","-180","19450053"
"945","","850","1226113","4.75113122171946","","33","","0","-180","19450054"
"945","","0","3","","","93","","","","19450055"
"945","","1","111","","","32","","","","19450056"
"945","0.1","45_eriko_float_in","23","45_eriko_float_loop","0.1","3","","1","0","19450057"
"945","","0","2","","","93","","","","19450058"
"945","","vo_fpc_30507","vo_fpc","0","","21","","","","19450059"
"945","0","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","23","1","0","11","3","0","3","19450060"
"945","","0","16.7666666666667","","","93","","","","19450061"
"945","","0","1.5","","","93","","","","19450062"
"945","","","19450060","","","91","","","","19450063"
"945","0.1","45_eriko_float_end","23","","","3","","","0","19450064"
"945","","0","3","","","93","","","","19450065"
"945","","","0","","","91","","","","19450066"
"946","1.4875","107911","1","-800","0","1","cmn_walk","-15","12","19460001"
"946","1.4875","107811","1","-1000","0","1","cmn_walk","-15","12","19460002"
"946","1.75","122411","1","-910","0","1","cmn_swm_flutterKick","-180","22","19460003"
"946","1","122411","1","-180","","31","","1","-910","19460004"
"946","1","115","1","-180","","31","","1","-910","19460005"
"946","1","se_fpc_water_random","se_10053800","","","23","","","1","19460006"
"946","","0","19460005","","","91","","","","19460007"
"946","","0","0.3","","","93","","","","19460008"
"946","0.1","cmn_walk","107811","","","3","","","1","19460009"
"946","","-150","107911","3.82352941176471","","2","","","-15","19460010"
"946","","-350","107811","3.82352941176471","","2","","","-15","19460011"
"946","","","","","","91","","","","19460012"
"946","0.1","46_tamaki_talk","107911","46_tamaki_talk_loop","0.1","3","","1","","19460013"
"946","0.1","46_kyaru_idle_jitome","107811","46_kyaru_idle_jitome_loop","0.1","3","","1","","19460014"
"946","","vo_fpc_30601","vo_fpc","0","","21","","","","19460015"
"946","0","みんなあれだけ泳いで\nよく飽きないわね～","107811","1","0","11","1","0","6","19460016"
"946","","","0","","","91","","","","19460017"
"946","","vo_fpc_30602","vo_fpc","0","","21","","","","19460018"
"946","0","うん？\nもしかして水場は苦手にゃ？","107911","1","0","11","1","0","8","19460019"
"946","","","0","","","91","","","","19460020"
"946","0.1","46_kyaru_talk","107811","46_kyaru_talk_loop","0.1","3","","1","","19460021"
"946","","vo_fpc_30603","vo_fpc","0","","21","","","","19460022"
"946","0","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","107811","1","0","11","1","0","6","19460023"
"946","","","0","","","91","","","","19460024"
"946","0.1","46_tamaki_nod","107911","46_tamaki_nod_loop","0.1","3","","1","","19460025"
"946","","vo_fpc_30604","vo_fpc","0","","21","","","","19460026"
"946","0","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","107911","1","0","11","0.5","0","7","19460027"
"946","","","0","","","91","","","","19460028"
"946","","1000","122411","8.64253393665158","","2","","","-180","19460029"
"946","","1000","122411","8.64253393665158","","33","","","-180","19460030"
"946","","0","3","","","93","","","","19460031"
"946","0.1","46_hiyori_flutterKick_handWave","122411","46_hiyori_flutterKick_handWave_loop","0.1","3","","1","0","19460032"
"946","","vo_fpc_30605","vo_fpc","0","","21","","","","19460033"
"946","0","あ、やっほー！","122411","1","0","11","1","0","10","19460034"
"946","","0","2","","","93","","","","19460035"
"946","0.1","46_tamaki_handwave","107911","46_tamaki_handwave_loop","0.1","3","","1","","19460036"
"946","0.1","46_kyaru_idle_smile","107811","46_kyaru_idle_smile_loop","0.1","3","","1","","19460037"
"946","","0","1.5","","","93","","","","19460038"
"946","","vo_fpc_30606","vo_fpc","0","","21","","","","19460039"
"946","0","やっほー\nまあ、当然例外もいるけどにゃ。","107911","1","0","11","1","0","6","19460040"
"946","","","0","","","91","","","","19460041"
"946","0.1","46_tamaki_talk2","107911","46_tamaki_talk2_loop","0.1","3","","1","0","19460042"
"946","","vo_fpc_30607","vo_fpc","0","","21","","","","19460043"
"946","0","そうね。\n…にしても元気ねえ。","107811","1","0","11","0.5","0","5","19460044"
"946","","","0","","","91","","","","19460045"
"946","0.1","46_kyaru_idle_normal","107811","46_kyaru_idle_normal_loop","0.1","3","","1","0","19460046"
"946","","0","0.5","","","93","","","","19460047"
"946","","0","115","","","32","","","","19460048"
"946","","0","122411","","","32","","","","19460049"
"946","","-910","122411","0","","2","","","-180","19460050"
"946","","-910","115","0","","33","","","-180","19460051"
"946","","1000","122411","4.80140774258421","","2","","","-180","19460052"
"946","","1000","115","4.80140774258421","","33","","","-180","19460053"
"946","","1","115","","","32","","","","19460054"
"946","0.1","46_hiyori_flutterKickFast","122411","","","3","","","1","19460055"
"946","","0","1.5","","","93","","","","19460056"
"946","","vo_fpc_30608","vo_fpc","0","","21","","","","19460057"
"946","0","わーい！","122411","1","0","11","1","0","15","19460058"
"946","","0","0.766666666666667","","","93","","","","19460059"
"946","","0","1.5","","","93","","","","19460060"
"946","","","19460052","","","91","","","","19460061"
"946","0.1","46_tamaki_talk3","107911","46_tamaki_talk3_loop","0.1","3","","1","","19460062"
"946","","vo_fpc_30609","vo_fpc","0","","21","","","","19460063"
"946","0","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","107911","1","0","11","0.5","0","10","19460064"
"946","","","0","","","91","","","","19460065"
"946","0.1","46_kyaru_idle_normal2","107811","46_kyaru_idle_normal2_loop","0.1","3","","1","0","19460066"
"946","","0","115","","","32","","","","19460067"
"946","","-910","122411","0","","2","","","-180","19460068"
"946","","-910","115","0","","33","","","-180","19460069"
"946","","1000","122411","2.1606334841629","","2","","","-180","19460070"
"946","","1000","115","2.1606334841629","","33","","","-180","19460071"
"946","","1","115","","","32","","","","19460072"
"946","1","se_10053800_946_hiyori","se_10053800","","","23","","","0","19460073"
"946","","0","0.5","","","93","","","","19460074"
"946","","vo_fpc_30610","vo_fpc","0","","21","","","","19460075"
"946","0","わー！","122411","1","0","11","1","0","20","19460076"
"946","","0","0.65","","","93","","","","19460077"
"946","","0","1.5","","","93","","","","19460078"
"946","0.1","46_kyaru_surprise","107811","46_kyaru_surprise_loop","0.1","3","","1","0","19460079"
"946","0.1","46_tamaki_talk4","107911","46_tamaki_talk4_loop","0.1","3","","1","","19460080"
"946","","vo_fpc_30611","vo_fpc","0","","21","","","","19460081"
"946","0","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","107811","1","0","11","0.5","0","10","19460082"
"946","","","0","","","91","","","","19460083"
"946","","0","115","","","32","","","","19460084"
"946","","-910","122411","0","","2","","","-180","19460085"
"946","","-910","115","0","","33","","","-180","19460086"
"946","","1000","122411","2.1606334841629","","2","","","-180","19460087"
"946","","1000","115","2.1606334841629","","33","","","-180","19460088"
"946","","1","115","","","32","","","","19460089"
"946","1","se_10053800_946_hiyori","se_10053800","","","23","","","0","19460090"
"946","","0","0.5","","","93","","","","19460091"
"946","","vo_fpc_30612","vo_fpc","0","","21","","","","19460092"
"946","0","たーのしー！","122411","1","0","11","1","0","20","19460093"
"946","","0","0.8","","","93","","","","19460094"
"946","","0","1.5","","","93","","","","19460095"
"946","0.1","46_cmn_run","107911","","","3","","","1","19460096"
"946","0.1","46_cmn_run","107811","","","3","","","1","19460097"
"946","","800","107911","2.8657616892911","","2","","","-15","19460098"
"946","","800","107811","3.46907993966818","","2","","","-15","19460099"
"946","","","0","","","91","","","","19460100"
"947","1.75","129411","1","-850","0","1","cmn_float_r","-180","22","19470001"
"947","1.75","31","3","320","0","5","empty","-180","23","19470002"
"947","1.75","129511","1","-1100","0","1","cmn_float","-125","12","19470003"
"947","1.75","32","3","70","0","5","empty","-125","13","19470004"
"947","1.75","26","26","-900","0","5","47_yuni_float","-180","22","19470005"
"947","1","61","6","-180","","31","","1","-820","19470006"
"947","0","41","4","-180","","31","","1","320","19470007"
"947","0","1031","103","-180","","31","","1","320","19470008"
"947","0","1241","124","-180","","31","","1","320","19470009"
"947","0","91","9","-180","","31","","1","320","19470010"
"947","1","101","10","-180","","31","","1","850","19470011"
"947","1","62","6","-125","","31","","1","-1100","19470012"
"947","0","42","4","-125","","31","","1","70","19470013"
"947","0","1032","103","-125","","31","","1","70","19470014"
"947","0","1242","124","-125","","31","","1","70","19470015"
"947","0","92","9","-125","","31","","1","70","19470016"
"947","1","102","10","-125","","31","","1","850","19470017"
"947","1","26","102","-180","","31","","1","-900","19470018"
"947","0","1009","1009","0","","31","","1","-975","19470019"
"947","0","1010","1010","0","","31","","1","-310","19470020"
"947","0","1011","1011","30","","31","","1","570","19470021"
"947","1","se_fpc_water_random","se_10053800","","","23","","","1","19470022"
"947","","","19470021","","","91","","","","19470023"
"947","0.1","cmn_float_r","129411","","","3","","","1","19470024"
"947","","320","129411","6.88235294117647","","2","","12","-180","19470025"
"947","","350","61","6.88235294117647","","33","","12","-180","19470026"
"947","","70","129511","6.88235294117647","","2","","12","-125","19470027"
"947","","70","62","6.88235294117647","","33","","12","-125","19470028"
"947","","195","1009","6.88235294117647","","33","","12","0","19470029"
"947","","1","1009","","","32","","","","19470030"
"947","","","19470025","","","91","","","","19470031"
"947","","-280","26","4.55882352941176","","2","","12","-180","19470032"
"947","","-280","26","4.55882352941176","","33","","12","-180","19470033"
"947","","","19470032","","","91","","","","19470034"
"947","","0","1009","","","32","","","","19470035"
"947","","vo_fpc_30701","vo_fpc","0","","21","","","","19470036"
"947","0","ゆくプールの水は絶えずして、\nしかも元の水にあらず…か。","26","1","0","11","0.5","0","5","19470037"
"947","","","0","","","91","","","","19470038"
"947","","vo_fpc_30702","vo_fpc","0","","21","","","","19470039"
"947","0","やあ諸君、無邪気に戯れているね。\nぼくは世の無常を儚んでいるよ。\n端的に換言すると、\nロゼッタ落としちゃった。","26","1","0","11","1","0","5","19470040"
"947","","","0","","","91","","","","19470041"
"947","0.1","47_chieru_surprise_in","129511","47_cmn_surprise_loop","0.1","3","","1","0","19470042"
"947","","100","62","0.2","","33","","12","-125","19470043"
"947","0.1","47_kuroe_surprise_in","129411","47_cmn_surprise_loop","0.1","3","","1","0","19470044"
"947","","vo_fpc_30703","vo_fpc","0","","21","","","","19470045"
"947","0","ちょっ…\n何やってンのよ、探さんと…！","129411","1","0","11","0.5","0","17","19470046"
"947","","","0","","","91","","","","19470047"
"947","0.1","47_cmn_diving_in","129411","cmn_swm_diving","0.1","3","","1","0","19470048"
"947","","0","0.2","","","93","","","","19470049"
"947","","0","61","","","32","","","","19470050"
"947","","1","1031","","","32","","","","19470051"
"947","","1","91","","","32","","","","19470052"
"947","","850","129411","1.59879336349925","","2","","","-180","19470053"
"947","","850","91","1.59879336349925","","33","","","-180","19470054"
"947","0.1","47_cmn_diving_in","129511","cmn_swm_diving","0.1","3","","1","0","19470055"
"947","","0","0.2","","","93","","","","19470056"
"947","","0","62","","","32","","","","19470057"
"947","","1","1032","","","32","","","","19470058"
"947","","1","92","","","32","","","","19470059"
"947","","850","129511","1.96078431372549","","2","","","-125","19470060"
"947","","850","92","1.96078431372549","","33","","","-125","19470061"
"947","","","19470060","","","91","","","","19470062"
"947","","0","91","","","32","","","","19470063"
"947","","0","92","","","32","","","","19470064"
"947","","70","129511","2.94117647058824","","2","","12","-125","19470065"
"947","","70","102","2.94117647058824","","33","","12","-125","19470066"
"947","0.1","cmn_swm_diving_r","129511","","","3","","","1","19470067"
"947","","0","1","","","93","","","","19470068"
"947","","vo_fpc_30704","vo_fpc","0","","21","","","","19470069"
"947","0","あった？","26","1","0","11","0.5","0","10","19470070"
"947","","0","0.9","","","93","","","","19470071"
"947","","0","1","","","93","","","","19470072"
"947","","","19470065","","","91","","","","19470073"
"947","0.1","47_yuni_surprise_in","26","47_yuni_surprise_loop","0.1","3","","1","0","19470074"
"947","0.1","47_cmn_item_in","129511","47_cmn_item_loop","0.1","3","","1","0","19470075"
"947","0.1","47_cmn_item_in_book","32","47_cmn_item_loop_book","0.1","3","","1","0","19470076"
