bbf2457484e3684ce84e28f4e13fa27b165ea0bd51c271e69d760c6c223b12d5,a9db49723b3addfcf34b362ed0f82c7a59936769ca5e70ee2ef88eec83319cf3,a6921b55d144a217609d4011f658f6599ef2a6b5df5ed1fc68d4af1b6721de61,cd94ebb2d056b022f83bcb22b24d58a869c31c4db39c7351ea59ecdcf22c5cdf,07b38b6dc94ece5d390daa744b01c539bb1bf313669c1584bb30e462e3445ffb,c41832c646754e50ff75a54b7ea2713f2beb82aaa809d59e157e31475c2df761,c93a73447d9c14e343cade27dc5459eb6d2177f351143e33539e34c43341a400,6d532e651052adeb4252ef9ef2773adbd38a153d71b748446408f85258231c02,29c2bcd7dd3b4e91f8032589f914d46f84a82e352924a7174121759364d43b4f,e83d5551d46e0e89dfdb349761990dd1b8d20a980f589bfd6820c8d1bbeea4fc,34ce6a7202cf1fe41839c344bb2ca3093c4acf945427d60bab110b92684a1e8b
"0.1","93","38214","","","","","","","","38214056"
"102611","3","38214","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","38214057"
"0.1","93","38214","","","","","","","","38214058"
"105211","3","38214","0","wac_birthday_clap","wac_birthday_idle_doya","1","","0.2","0.2","38214059"
"2","93","38214","","","","","","","","38214060"
"1","131","38214","","","","","","","","38214061"
"vo_wac_38214","21","38214","0","vo_wac_38214_000","0","","","","","38214062"
"103311","11","38214","10","みんな、今日はオラの誕生日を\n祝ってくれてあんがとな～♪\nそれで～……う～ん……！","1","1","0.5","0","0","38214063"
"6","93","38214","","1","","","","","","38214064"
"103311","3","38214","1","wac_birthday_talk_sad","","","","0.2","","38214065"
"38214063","91","38214","","","","","","","","38214066"
"103311","3","38214","1","wac_birthday_idle_sad","","","","0.2","","38214067"
"103811","3","38214","1","wac_birthday_talk_sad","","","","0.2","","38214068"
"vo_wac_38214","21","38214","0","vo_wac_38214_001","0","","","","","38214069"
"103811","11","38214","10","マヒルさん、どうしました……？\nもしかして、誕生日ケーキに\n変なところでも……？","1","1","0.5","0","0","38214070"
"0","91","38214","","","","","","","","38214071"
"103811","3","38214","1","wac_birthday_idle_normal","","","","0.2","","38214072"
"103311","3","38214","1","wac_birthday_talk_normal","","","","0.2","","38214073"
"vo_wac_38214","21","38214","0","vo_wac_38214_002","0","","","","","38214074"
"103311","11","38214","10","いや、そんなことねぇよ！？\n祝ってもらってすごくうれしいけんど、\nその気持ちをどんな素晴らしいギャグで\n表現すべきか悩んでんだべ……","1","1","0.5","0","0","38214075"
"0","91","38214","","","","","","","","38214076"
"103311","3","38214","1","wac_birthday_idle_normal","","","","0.2","","38214077"
"102611","3","38214","1","wac_birthday_talk_smile","","","","0.2","","38214078"
"vo_wac_38214","21","38214","0","vo_wac_38214_003","0","","","","","38214079"
"102611","11","38214","10","いやいや、紛らわしすぎるから。\n普通のお礼で十分でしょ、\n深刻そうなオーラ醸さないでよね？","1","1","0.5","0","0","38214080"
"0","91","38214","","","","","","","","38214081"
"102611","3","38214","1","wac_birthday_idle_smile","","","","0.2","","38214082"
"105211","3","38214","1","wac_birthday_talk_smile","","","","0.2","","38214083"
"vo_wac_38214","21","38214","0","vo_wac_38214_004","0","","","","","38214084"
"105211","11","38214","10","そうそう。\n難しい顔するより、\nみんなで楽しくおいしくケーキを\n食べましょう♪","1","1","0.5","0","0","38214085"
"0","91","38214","","","","","","","","38214086"
"105211","3","38214","1","wac_birthday_idle_smile","","","","0.2","","38214087"
"103311","3","38214","1","wac_birthday_talk_smile","","","","0.2","","38214088"
"vo_wac_38214","21","38214","0","vo_wac_38214_005","0","","","","","38214089"
"103311","11","38214","10","いや、みんなにきちんと\nギャグでお返ししてぇべ！　……あ！\nバースデーは、とばーすでー！\nさ、今年も飛ばしてくど！","1","1","0.5","0","0","38214090"
"0","91","38214","","","","","","","","38214091"
"0","22","38214","","","","","","","","38214092"
"bgm_M321","25","38614","","bgm_M321_2C","","","","","","38614001"
"1","1","38614","250","105111","-1000","-70","wac_birthday_idle_normal","2","0","38614002"
"1","1","38614","256","105611","170","-260","wac_birthday_idle_smile","2","1","38614003"
"1","1","38614","259","100911","270","-310","wac_birthday_idle_doya","2","1","38614004"
"1","1","38614","257","101311","400","-270","wac_birthday_idle_wish","2","1","38614005"
"1","1","38614","258","102711","510","-310","wac_birthday_idle_normal","2","1","38614006"
"105111","13","38614","","300","","","","","","38614007"
"105611","13","38614","","300","","","","","","38614008"
"100911","13","38614","","300","","","","","","38614009"
"101311","13","38614","","300","","","","","","38614010"
"102711","13","38614","","300","","","","","","38614011"
"600","31","38614","0","600","0","1","","1","","38614012"
"602","31","38614","0","602","0","1","","0","","38614013"
"603","31","38614","0","603","0","1","","0","","38614014"
"604","31","38614","30","604","60","1","","1","","38614015"
"610","31","38614","0","610","0","1","","1","","38614016"
"700","31","38614","0","700","0","1","","0","","38614017"
"701","31","38614","0","701","0","1","","0","","38614018"
"702","31","38614","0","702","0","1","","0","","38614019"
"800","31","38614","0","800","0","1","","0","","38614020"
"967","31","38614","30","967","60","1","","1","","38614021"
"1","93","38614","","","","","","","","38614022"
"100911","3","38614","0","wac_birthday_reaction_05","wac_birthday_reaction_03","1","","0.2","0.2","38614023"
"105611","3","38614","0","wac_birthday_reaction_01","wac_birthday_reaction_03","1","","0.2","0.2","38614024"
"0.1","93","38614","","","","","","","","38614025"
"101311","3","38614","0","wac_birthday_reaction_01","wac_birthday_reaction_04","1","","0.2","0.2","38614026"
"102711","3","38614","0","wac_birthday_reaction_02","wac_birthday_reaction_03","1","","0.2","0.2","38614027"
"0.3","93","38614","","","","","","","","38614028"
"105111","3","38614","1","wac_birthday_mitsuki_run_01","","","","0.2","","38614029"
"105111","2","38614","-70","0","3","","","","","38614030"
"2.5","93","38614","","","","","","","","38614031"
"602","32","38614","","1","","","","","","38614032"
"0.6","93","38614","","","","","","","","38614033"
"600","32","38614","","0","","","","","","38614034"
"610","32","38614","","0","","","","","","38614035"
"604","32","38614","","0","","","","","","38614036"
"701","32","38614","","1","","","","","","38614037"
"967","33","38614","0","0","0.01","","","","","38614038"
"105111","3","38614","0","wac_birthday_blowout_01","wac_birthday_talk_wish","1","","0.2","0.2","38614039"
"105111","2","38614","-330","-200","0.01","","","","","38614040"
"105611","3","38614","1","wac_birthday_idle_smile","","","","0.2","","38614041"
"105611","2","38614","-320","150","0.01","","","","","38614042"
"100911","3","38614","1","wac_birthday_idle_doya","","","","0.2","","38614043"
"100911","2","38614","-360","260","0.01","","","","","38614044"
"101311","3","38614","1","wac_birthday_idle_wish","","","","0.2","","38614045"
"101311","2","38614","-320","390","0.01","","","","","38614046"
"102711","3","38614","1","wac_birthday_idle_normal","","","","0.2","","38614047"
"102711","2","38614","-360","500","0.01","","","","","38614048"
"0","93","38614","","","","","","","","38614049"
"800","32","38614","","1","","","","","","38614050"
"0.7","93","38614","","","","","","","","38614051"
"702","32","38614","","1","","","","","","38614052"
"0.5","93","38614","","","","","","","","38614053"
"se_common","23","38614","0","se_sys_login_birthday_blow_candle","","","","","","38614054"
"701","32","38614","","0","","","","","","38614055"
"0.4","93","38614","","","","","","","","38614056"
"se_common","23","38614","0","se_sys_login_birthday_cracker","","","","","","38614057"
"700","32","38614","","1","","","","","","38614058"
"se_common","23","38614","0","se_sys_login_birthday_calendar_applause","","","","","","38614059"
"105611","3","38614","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","38614060"
"101311","3","38614","0","wac_birthday_clap_to_wish","wac_birthday_idle_wish","1","","0.2","0.2","38614061"
"0.1","93","38614","","","","","","","","38614062"
"100911","3","38614","0","wac_birthday_clap","wac_birthday_idle_doya","1","","0.2","0.2","38614063"
"0.1","93","38614","","","","","","","","38614064"
"102711","3","38614","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","38614065"
"2","93","38614","","","","","","","","38614066"
"1","131","38614","","","","","","","","38614067"
"vo_wac_38614","21","38614","0","vo_wac_38614_000","0","","","","","38614068"
"105111","11","38614","10","今日は、私の誕生日を\nお祝いしてくれてありがとう。\nケーキを食べる前に、\n一つだけ質問してもいいかしら？","1","1","0.5","0","0","38614069"
"0","91","38614","","","","","","","","38614070"
"105111","3","38614","1","wac_birthday_idle_wish","","","","0.2","","38614071"
"105611","3","38614","1","wac_birthday_talk_normal","","","","0.2","","38614072"
"vo_wac_38614","21","38614","0","vo_wac_38614_001","0","","","","","38614073"
"105611","11","38614","10","ああ、かまわないけど……\n急にあらたまって、どうしたんだい？\nずいぶん真剣な様子じゃないか。","1","1","0.5","0","0","38614074"
"0","91","38614","","","","","","","","38614075"
"105611","3","38614","1","wac_birthday_idle_normal","","","","0.2","","38614076"
"105111","3","38614","1","wac_birthday_talk_sad","","","","0.2","","38614077"
"vo_wac_38614","21","38614","0","vo_wac_38614_002","0","","","","","38614078"
"105111","11","38614","10","いえ、あのね？\nテーブルの下に、未使用のロウソクが\n大量に袋詰めしてあるんだけど。\nこれは、なに？","1","1","0.5","0","0","38614079"
"0","91","38614","","","","","","","","38614080"
"105111","3","38614","1","wac_birthday_idle_sad","","","","0.2","","38614081"
"100911","3","38614","1","wac_birthday_talk_smile","","","","0.2","","38614082"
"vo_wac_38614","21","38614","0","vo_wac_38614_003","0","","","","","38614083"
"100911","11","38614","10","ああ、ミツキの年の数だけ\nロウソクを買ったつもりが、\nいざ実際の年齢を確認してみたら\n思ったより余ってしまって……","1","1","0.5","0","0","38614084"
"0","91","38614","","","","","","","","38614085"
"100911","3","38614","1","wac_birthday_idle_normal","","","","0.2","","38614086"
"101311","3","38614","1","wac_birthday_talk_sad","","","","0.2","","38614087"
"vo_wac_38614","21","38614","0","vo_wac_38614_004","0","","","","","38614088"
"101311","11","38614","10","ちょっ、アンナたそ、ストップ～！？\nその説明は正しいけどまずいですぞ！\n女なのに乙女心分かってなさすぎ！","1","1","0.5","0","0","38614089"
"0","91","38614","","","","","","","","38614090"
"101311","3","38614","1","wac_birthday_idle_sad","","","","0.2","","38614091"
"100911","3","38614","1","wac_birthday_anna_idle_shock","","","","0.2","","38614092"
"105111","3","38614","1","wac_birthday_mitsuki_angry","","","","0.2","","38614093"
"vo_wac_38614","21","38614","0","vo_wac_38614_005","0","","","","","38614094"
"105111","11","38614","10","……へー、そう。\nずいぶん余ったわね～\nいったいあなたたちには、\n私が何歳に見えているのかしら……？","1","1","0.5","0","0","38614095"
"0","91","38614","","","","","","","","38614096"
"105111","3","38614","1","wac_birthday_idle_normal","","","","0.2","","38614097"
"102711","3","38614","1","wac_birthday_talk_smile","","","","0.2","","38614098"
"vo_wac_38614","21","38614","0","vo_wac_38614_006","0","","","","","38614099"
"102711","11","38614","10","クスクス……安心してください。\n少なくともロウソクの数よりは、\nずっと若々しく見えていますわ……♪","1","1","0.5","0","0","38614100"
"0","91","38614","","","","","","","","38614101"
"0","22","38614","","","","","","","","38614102"
"bgm_M321","25","38914","","bgm_M321_2C","","","","","","38914001"
"1","1","38914","250","105711","-1000","-70","wac_birthday_idle_normal","2","0","38914002"
"1","1","38914","256","118511","310","-290","wac_birthday_idle_wish","2","1","38914003"
"105711","13","38914","","300","","","","","","38914004"
"118511","13","38914","","300","","","","","","38914005"
"600","31","38914","0","600","0","1","","1","","38914006"
"602","31","38914","0","602","0","1","","0","","38914007"
"603","31","38914","0","603","0","1","","0","","38914008"
"604","31","38914","30","604","60","1","","1","","38914009"
"610","31","38914","0","610","0","1","","1","","38914010"
"700","31","38914","0","700","0","1","","0","","38914011"
"701","31","38914","0","701","0","1","","0","","38914012"
"702","31","38914","0","702","0","1","","0","","38914013"
"800","31","38914","0","800","0","1","","0","","38914014"
"968","31","38914","30","968","60","1","","1","","38914015"
"1","93","38914","","","","","","","","38914016"
"118511","3","38914","0","wac_birthday_reaction_01","wac_birthday_reaction_03","1","","0.2","0.2","38914017"
"0.4","93","38914","","","","","","","","38914018"
"105711","3","38914","1","wac_birthday_run_01","","","","0.2","","38914019"
"105711","2","38914","-70","0","3","","","","","38914020"
"2.5","93","38914","","","","","","","","38914021"
"602","32","38914","","1","","","","","","38914022"
"0.6","93","38914","","","","","","","","38914023"
"600","32","38914","","0","","","","","","38914024"
"610","32","38914","","0","","","","","","38914025"
"604","32","38914","","0","","","","","","38914026"
"701","32","38914","","1","","","","","","38914027"
"968","33","38914","0","0","0.01","","","","","38914028"
"105711","3","38914","0","wac_birthday_blowout_01","wac_birthday_wish_02","1","","0.2","0.2","38914029"
"105711","2","38914","-330","-200","0.01","","","","","38914030"
"118511","3","38914","1","wac_birthday_idle_wish","","","","0.2","","38914031"
"118511","2","38914","-330","200","0.01","","","","","38914032"
"0","93","38914","","","","","","","","38914033"
"800","32","38914","","1","","","","","","38914034"
"0.7","93","38914","","","","","","","","38914035"
"702","32","38914","","1","","","","","","38914036"
"0.5","93","38914","","","","","","","","38914037"
"se_common","23","38914","0","se_sys_login_birthday_blow_candle","","","","","","38914038"
"701","32","38914","","0","","","","","","38914039"
"0.4","93","38914","","","","","","","","38914040"
