c38f0ba25673dd1b0e305e7d5c7632359f5690c858620d33df53dd8fd3b9a7d6,168d1f4371108b0228d118419630611d8cac129346d12315b52d9985a3d6ab38,9496ad7de84b0d39419f866fe50cc6901cf11e9b592e0328b851eb41443d6d80,e3270245878879859aa15eabb124de04c3226bdeab9a7dc6c77cb8972077b16a,45f78d6e81619cc63e7bbb535512df7bb212d245a2da19b56f50fb80d13943b4,0da889c4f02393254251ef1aca61970d6f6d5536db73241850f746dba2c62090,e24d0d0dfecb59f4d28be5d783fd28555fd6013097af66de159ef488213fc598,91e6cdfed394606b79134ae9fd663499ab217e2b56d9c05bcec89ff9aa8694f1,8850d7f770d42fed7a7a508ea409a11832506b9e6e82431400d748923b17c1c0,477eea0f4bcf35ee29704d1445d6a97aee752bfaf27e9039f72eeef1f71a086c,7330aabbbb58472f1f401d105164cde298fba369c1906c461b47293354168848,05f4db382a452b2c4a56b338029431e1240f532cbef2567d069bb7deb1f7808f,76c09ba8b8f8869b1eec87a1cb2abd60dc7bbd7a4a70719c241873609109c7b7,d10af51b954974f60f5ebbd6b7338b020de32f04b983fbae38bde0ccea8de1e3,ef16b3d454515e8435d78a9a6f0528b4c17b2270bbf7980d46282d03663cb62e,af0a0b9df40fb858badfbe836df8f2a65edb3988542c8fa0b498cceee893d6f2,9ec63d8de2ef0b9f2ad3dc6753ed9eb8e032ca11474c5a16504b61fe443a8c0d,0e6e7cf38a2a9f1e383f6cacb43774eeb777c8660ff048232399dba81ab6dc6f,dc2e230b3549c4d50a4d2158217120d31291a7d6dcbdcac917e8dcca5debaad8
"4735","52","94","244","134501","0","304","29","1160","0","0","0","21539","1616","0","4","10","23","444"
"4735","52","94","244","134501","0","320","30","1160","0","0","0","23887","1654","0","4","10","23","460"
"4735","52","94","244","134501","0","336","31","1160","0","0","0","26344","1692","0","4","10","23","476"
"4735","52","94","244","134501","0","352","32","1160","0","0","0","28911","1730","0","4","10","23","492"
"4735","52","94","244","134501","0","369","33","1160","0","0","0","31613","1767","0","4","10","23","509"
"5235","52","94","244","134501","0","382","34","1160","0","0","0","34468","1798","0","4","10","23","522"
"5235","52","94","244","134501","0","400","35","1160","0","0","0","37454","1834","0","4","10","23","540"
"5235","52","94","244","134501","0","419","36","1160","0","0","0","40540","1870","0","4","10","23","559"
"5735","52","94","244","134501","0","434","37","1160","0","0","0","43724","1901","0","4","10","23","574"
"6235","52","94","244","134501","0","449","38","1160","0","0","0","47011","1932","0","4","10","23","589"
"65","13","0","10","134601","0","2","2","75","1","0","0","0","0","0","0","0","0","0"
"245","65","0","25","134601","0","5","3","150","1","0","0","0","0","0","0","0","0","0"
"480","153","0","55","134601","0","9","4","315","3","0","0","0","0","0","0","0","0","3"
"870","281","5","95","134601","0","15","5","475","6","0","0","0","0","0","0","0","0","7"
"1400","467","5","110","134601","0","23","6","775","10","0","0","0","0","0","3","0","0","11"
"2130","681","5","135","134601","0","35","7","1590","10","0","0","0","0","0","6","0","0","14"
"2830","955","5","160","134601","0","51","8","1915","10","0","10","0","0","0","6","0","9","25"
"3940","1174","20","160","134601","0","68","9","1915","15","0","30","10","0","0","6","5","23","39"
"4440","1586","20","160","134601","0","82","10","1915","15","0","80","10","0","0","6","10","37","50"
"5040","2025","30","160","134601","0","92","11","2165","15","0","128","10","0","3","6","10","37","58"
"5610","2477","30","160","134601","0","103","12","2415","15","0","172","10","0","26","6","10","37","60"
"6000","2825","32","160","134601","0","128","13","2415","17","0","212","10","0","46","6","10","37","80"
"6240","3197","32","185","134601","0","158","14","2415","19","0","255","10","0","46","6","12","37","105"
"6240","3647","32","197","134601","0","183","15","2515","19","0","335","10","0","46","6","12","37","133"
"6290","4150","32","197","134601","0","208","16","2515","19","0","435","10","0","51","6","12","37","154"
"6350","4665","32","197","134601","0","234","17","2665","22","0","522","10","0","59","6","12","37","175"
"6400","5207","32","197","134601","0","266","18","2815","24","0","621","10","0","59","6","12","37","205"
"6400","5862","32","197","134601","0","300","19","2910","26","0","701","10","0","59","6","12","37","236"
"6530","6618","32","197","134601","0","340","20","2910","26","0","741","10","0","59","6","12","37","265"
"6860","7363","32","197","134601","0","384","21","2910","26","0","782","10","0","59","6","12","37","307"
"7385","8171","32","197","134601","0","435","22","2910","26","0","844","10","0","59","6","12","37","359"
"7385","9196","32","197","134601","0","491","23","2910","26","0","892","10","0","59","6","12","37","409"
"7795","10356","32","197","134601","0","540","24","2910","26","0","903","10","0","59","6","12","37","456"
"8410","11647","32","197","134601","0","585","25","2910","26","0","938","10","0","59","6","12","37","506"
"10210","12866","32","197","134601","0","637","26","2910","26","0","970","10","0","59","6","12","37","566"
"13910","13968","32","197","134601","0","691","27","2910","26","0","979","10","0","59","6","12","37","629"
"18215","15141","32","197","134601","0","746","28","2910","26","0","995","10","0","59","6","12","37","688"
"21125","16601","32","197","134601","0","806","29","2910","26","0","1018","10","0","59","6","12","37","748"
"22500","18370","32","197","134601","0","867","30","2910","26","0","1042","10","0","59","6","12","37","809"
"24015","20322","32","197","134601","0","919","31","2910","26","0","1066","10","0","59","6","12","37","861"
"25870","22486","32","197","134601","0","957","32","2910","26","0","1089","10","0","59","6","12","37","899"
"28100","24753","32","197","134601","0","990","33","2910","26","0","1111","10","0","59","6","12","37","932"
"30405","27015","32","197","134601","0","1039","34","2910","26","0","1132","10","0","59","6","12","37","981"
"32880","29437","32","197","134601","0","1088","35","2910","26","0","1153","10","0","59","6","12","37","1030"
"35525","31939","32","197","134601","0","1138","36","2910","26","0","1174","10","0","59","6","12","37","1080"
"38080","34391","32","197","134601","0","1205","37","2910","26","0","1195","10","0","59","6","12","37","1147"
"40990","37057","32","197","134601","0","1256","38","2910","26","0","1216","10","0","59","6","12","37","1198"
"65","17","0","0","134701","0","2","2","125","1","0","0","0","0","0","0","0","0","0"
"160","67","0","5","134701","0","6","3","200","3","0","0","0","0","0","0","0","0","0"
"430","158","0","25","134701","0","10","4","365","5","0","0","0","0","0","0","0","0","3"
"975","256","5","35","134701","0","18","5","525","11","0","0","0","0","0","0","0","0","8"
"1570","447","5","35","134701","0","26","6","825","15","0","0","0","0","0","3","0","0","12"
"1890","692","5","60","134701","0","35","7","1430","19","0","0","0","0","0","6","0","0","18"
"2640","948","5","85","134701","0","48","8","2290","19","0","0","0","0","0","6","0","0","25"
"3235","1201","5","85","134701","0","66","9","2740","26","0","0","10","0","0","6","0","5","41"
"4015","1511","5","85","134701","0","85","10","3040","27","0","20","10","0","5","6","0","10","56"
"4635","1848","35","85","134701","0","94","11","3340","32","0","60","10","0","10","6","0","10","69"
"5195","2201","35","85","134701","0","116","12","3840","36","0","108","10","0","20","6","0","12","78"
"5605","2576","37","85","134701","0","138","13","3960","36","0","154","10","0","40","6","0","14","94"
"5935","2969","37","116","134701","0","159","14","4080","38","0","213","10","0","40","6","2","14","118"
"6045","3472","37","122","134701","0","179","15","4180","38","0","299","10","0","40","6","2","14","138"
"6095","4017","37","122","134701","0","204","16","4180","38","0","373","10","0","45","6","2","14","153"
"6155","4559","37","122","134701","0","226","17","4330","41","0","446","10","0","57","6","2","14","171"
"6205","5145","37","122","134701","0","252","18","4480","43","0","559","10","0","61","6","2","14","194"
"6455","5833","37","122","134701","0","277","19","4575","45","0","676","10","0","61","6","2","14","218"
"6835","6590","37","122","134701","0","304","20","4575","50","0","753","10","0","61","6","2","14","244"
"7110","7412","37","122","134701","0","334","21","4575","55","0","856","10","0","61","6","2","14","273"
"7580","8368","37","122","134701","0","369","22","4575","55","0","991","10","0","61","6","2","14","305"
"7580","9509","37","122","134701","0","407","23","4575","55","0","1097","10","0","61","6","2","14","344"
"8195","10773","37","122","134701","0","438","24","4575","55","0","1173","10","0","61","6","2","14","377"
"9015","12163","37","122","134701","0","470","25","4575","55","0","1241","10","0","61","6","2","14","412"
"9995","13694","37","122","134701","0","502","26","4575","55","0","1281","10","0","61","6","2","14","447"
"11385","15306","37","122","134701","0","534","27","4575","55","0","1300","10","0","61","6","2","14","481"
"12850","17029","37","122","134701","0","567","28","4575","55","0","1319","10","0","61","6","2","14","516"
"14410","18794","37","122","134701","0","612","29","4575","55","0","1338","10","0","61","6","2","14","561"
"15525","20695","37","122","134701","0","663","30","4575","55","0","1358","10","0","61","6","2","14","612"
"16780","22779","37","122","134701","0","705","31","4575","55","0","1378","10","0","61","6","2","14","654"
"18110","24943","37","122","134701","0","749","32","4575","55","0","1398","10","0","61","6","2","14","698"
"19660","27218","37","122","134701","0","794","33","4575","55","0","1418","10","0","61","6","2","14","743"
"21450","29621","37","122","134701","0","840","34","4575","55","0","1437","10","0","61","6","2","14","789"
"23410","32134","37","122","134701","0","886","35","4575","55","0","1456","10","0","61","6","2","14","835"
"25540","34727","37","122","134701","0","933","36","4575","55","0","1475","10","0","61","6","2","14","882"
"27795","37395","37","122","134701","0","982","37","4575","55","0","1494","10","0","61","6","2","14","931"
"30635","40106","37","122","134701","0","1031","38","4575","55","0","1513","10","0","61","6","2","14","980"
"65","16","0","10","134801","0","2","2","50","1","0","0","0","0","0","0","0","0","0"
"245","71","0","25","134801","0","5","3","100","1","0","0","0","0","0","0","0","0","0"
"425","170","0","60","134801","0","8","4","270","3","0","0","0","0","0","0","0","0","2"
"695","318","10","110","134801","0","13","5","430","6","0","0","0","0","0","0","0","0","4"
"1045","537","10","125","134801","0","21","6","820","10","0","0","0","0","0","3","0","0","5"
"1540","782","10","150","134801","0","33","7","1660","10","0","0","0","0","0","6","0","0","7"
"2240","1056","10","175","134801","0","49","8","1985","10","0","10","0","0","0","6","0","9","18"
"3220","1341","25","175","134801","0","63","9","1985","15","0","40","0","0","0","6","5","23","26"
"3420","1823","35","175","134801","0","68","10","1985","15","0","100","0","0","0","6","10","37","34"
"4020","2262","45","175","134801","0","78","11","2235","15","0","148","0","0","3","6","10","37","42"
"4590","2714","45","175","134801","0","89","12","2485","15","0","192","0","0","26","6","10","37","44"
"4920","3146","45","200","134801","0","102","13","2485","17","0","245","0","0","46","6","10","37","56"
"5160","3620","45","225","134801","0","122","14","2485","19","0","312","0","0","46","6","10","37","71"
"5160","4174","45","237","134801","0","137","15","2485","19","0","420","0","0","46","6","10","37","87"
"5160","4775","45","237","134801","0","148","16","2485","19","0","549","0","0","54","6","10","37","99"
"5210","5395","45","237","134801","0","165","17","2635","19","0","665","0","0","62","6","10","37","109"
"5260","6047","45","237","134801","0","184","18","2785","21","0","802","0","0","62","6","10","37","126"
"5355","6826","45","237","134801","0","203","19","2785","23","0","922","0","0","62","6","10","37","142"
"5550","7719","45","237","134801","0","226","20","2785","23","0","1003","0","0","62","6","10","37","155"
"5860","8614","45","237","134801","0","253","21","2785","23","0","1088","0","0","62","6","10","37","180"
"6070","9632","45","237","134801","0","285","22","2785","23","0","1180","0","0","62","6","10","37","213"
"6160","10882","45","237","134801","0","317","23","2785","23","0","1239","0","0","62","6","10","37","239"
"6570","12289","45","237","134801","0","340","24","2785","23","0","1268","0","0","62","6","10","37","261"
"6890","13866","45","237","134801","0","359","25","2785","23","0","1318","0","0","62","6","10","37","285"
"8235","15393","45","237","134801","0","385","26","2785","23","0","1359","0","0","62","6","10","37","319"
"11390","16822","45","237","134801","0","412","27","2785","23","0","1377","0","0","62","6","10","37","355"
"15695","17995","45","237","134801","0","467","28","2785","23","0","1393","0","0","62","6","10","37","414"
"18605","19455","45","237","134801","0","527","29","2785","23","0","1416","0","0","62","6","10","37","474"
"19980","21224","45","237","134801","0","588","30","2785","23","0","1440","0","0","62","6","10","37","535"
"21495","23176","45","237","134801","0","640","31","2785","23","0","1464","0","0","62","6","10","37","587"
"23350","25340","45","237","134801","0","678","32","2785","23","0","1487","0","0","62","6","10","37","625"
"25580","27607","45","237","134801","0","711","33","2785","23","0","1509","0","0","62","6","10","37","658"
"27885","29869","45","237","134801","0","760","34","2785","23","0","1530","0","0","62","6","10","37","707"
"30360","32291","45","237","134801","0","809","35","2785","23","0","1551","0","0","62","6","10","37","756"
"33005","34793","45","237","134801","0","859","36","2785","23","0","1572","0","0","62","6","10","37","806"
"35560","37245","45","237","134801","0","926","37","2785","23","0","1593","0","0","62","6","10","37","873"
"38470","39911","45","237","134801","0","977","38","2785","23","0","1614","0","0","62","6","10","37","924"
"65","17","0","0","134901","0","2","2","125","1","0","0","0","0","0","0","0","0","0"
"160","67","0","5","134901","0","6","3","200","3","0","0","0","0","0","0","0","0","0"
"430","158","0","25","134901","0","10","4","365","5","0","0","0","0","0","0","0","0","3"
"975","256","5","35","134901","0","18","5","525","11","0","0","0","0","0","0","0","0","8"
"1570","447","5","35","134901","0","26","6","825","15","0","0","0","0","0","3","0","0","12"
"1890","692","5","60","134901","0","35","7","1430","19","0","0","0","0","0","6","0","0","18"
"2640","948","5","85","134901","0","48","8","2290","19","0","0","0","0","0","6","0","0","25"
"3235","1201","5","85","134901","0","66","9","2740","26","0","0","10","0","0","6","0","5","41"
"4015","1511","5","85","134901","0","85","10","3040","27","0","20","10","0","5","6","0","10","56"
"4635","1848","35","85","134901","0","94","11","3340","32","0","60","10","0","10","6","0","10","69"
"5195","2201","35","85","134901","0","116","12","3840","36","0","108","10","0","20","6","0","12","78"
"5605","2576","37","85","134901","0","138","13","3960","36","0","154","10","0","40","6","0","14","94"
"5935","2969","37","116","134901","0","159","14","4080","38","0","213","10","0","40","6","2","14","118"
"6045","3472","37","122","134901","0","179","15","4180","38","0","299","10","0","40","6","2","14","138"
"6095","4017","37","122","134901","0","204","16","4180","38","0","373","10","0","45","6","2","14","153"
"6155","4559","37","122","134901","0","226","17","4330","41","0","446","10","0","57","6","2","14","171"
"6205","5145","37","122","134901","0","252","18","4480","43","0","559","10","0","61","6","2","14","194"
"6455","5833","37","122","134901","0","277","19","4575","45","0","676","10","0","61","6","2","14","218"
"6835","6590","37","122","134901","0","304","20","4575","50","0","753","10","0","61","6","2","14","244"
"7110","7412","37","122","134901","0","334","21","4575","55","0","856","10","0","61","6","2","14","273"
"7580","8368","37","122","134901","0","369","22","4575","55","0","991","10","0","61","6","2","14","305"
"7580","9509","37","122","134901","0","407","23","4575","55","0","1097","10","0","61","6","2","14","344"
"8195","10773","37","122","134901","0","438","24","4575","55","0","1173","10","0","61","6","2","14","377"
"9015","12163","37","122","134901","0","470","25","4575","55","0","1241","10","0","61","6","2","14","412"
