adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","92426330","ダメージカット","2005"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426340","水属性ボーナス特大アップ","2006"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426340","物理防御力（ダウン不可）アップ","2007"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426340","魔法防御力（ダウン不可）アップ","2008"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426340","ＴＰダウンカット","2009"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426340","ダメージ減衰","2010"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426340","ＴＰ上昇上限付与","2011"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426340","ＨＰ吸収ダウン","2012"
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","92426340","ダメージカット","2013"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92427010","闇属性ボーナス特大アップ","2014"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92427010","物理防御力（ダウン不可）アップ","2015"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92427010","魔法防御力（ダウン不可）アップ","2016"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92427010","ＴＰ上昇上限付与","2017"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92427010","ＨＰ吸収ダウン","2018"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92427020","闇属性ボーナス特大アップ","2019"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92427020","物理防御力（ダウン不可）アップ","2020"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92427020","魔法防御力（ダウン不可）アップ","2021"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92427020","ＴＰ上昇上限付与","2022"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92427020","ＨＰ吸収ダウン","2023"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92427030","闇属性ボーナス特大アップ","2024"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92427030","物理防御力（ダウン不可）アップ","2025"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92427030","魔法防御力（ダウン不可）アップ","2026"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92427030","ＴＰ上昇上限付与","2027"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92427030","ＨＰ吸収ダウン","2028"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92427110","闇属性ボーナス特大アップ","2029"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92427110","物理防御力（ダウン不可）アップ","2030"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92427110","魔法防御力（ダウン不可）アップ","2031"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92427110","ＴＰダウンカット","2032"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92427110","ダメージ減衰","2033"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92427110","ＴＰ上昇上限付与","2034"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92427110","ＨＰ吸収ダウン","2035"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92427120","闇属性ボーナス特大アップ","2036"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92427120","物理防御力（ダウン不可）アップ","2037"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92427120","魔法防御力（ダウン不可）アップ","2038"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92427120","ＴＰダウンカット","2039"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92427120","ダメージ減衰","2040"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92427120","ＴＰ上昇上限付与","2041"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92427120","ＨＰ吸収ダウン","2042"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92427130","闇属性ボーナス特大アップ","2043"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92427130","物理防御力（ダウン不可）アップ","2044"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92427130","魔法防御力（ダウン不可）アップ","2045"
