e0386b05761a2b3407ea7cbb53b8c20e930a2b86921647db15b65fb021bfae36,c08a22190b17184c569c6e23b6c67db3410565e61c5a40a55ba2ab0b76349291,71114efc0886203c870d9a9d80128cd70977fdde096fb9402b6f42358c0832e6,9a9cd80d1b5f1c83b87fce442505d698d3df78fc79a832eb6f0190329f78963e,152269f117ccd67782e7f0f148f87fe82fc749f2879d5b43e8f5dbc59db49772,30f5846dc0c4041306982b3de5c828931743123b1eddcc0c2dbd4d2f35590bdb,339bead5d990ff9b9ee6d300e8d49c4ebe886e4e3c2fb0cae35baa1caa53e928,e0281db678d2328c8b826f5a2bd1dd69a7b189f3b879caace0c41943bac4671c,cc193e9d18339094cbd21a3f3eed198ab9197363740057f33f2833cae2c89aeb,fd2ddd5e9472e99c7adcd72c417b0c75e15995a1142fdffce60a21c2cf200f3d,aab9d7bde800f891d156babd2feef3b3b0e1fb0b8895fcb48437fc4ecee866a8
"","39613","200","-340","39613003","","","2","","0","103211"
"","39613","200","-340","39613004","","","2","","0","111"
"","39613","0","","39613005","","","32","","","53"
"","39613","1","","39613006","","","32","","","44"
"","39613","0","","39613007","","","32","","","20"
"","39613","","","39613008","","","91","","","0"
"0","39711","103811","202","39711001","wac_default_21","-100","1","2","-108","1"
"0","39711","111","201","39711002","wac_default_21","-100","5","2","-108","1"
"","39711","53","0","39711003","","1","31","1","0","53"
"","39711","44","0","39711004","","1","31","0","0","44"
"","39711","20","0","39711005","","1","31","0","0","20"
"","39711","wac_paint_21","0","39711006","","0","3","0.2","","103811"
"","39711","wac_paint_21","0","39711007","","0","3","0.2","","111"
"","39711","0","","39711008","","","93","","","0"
"","39711","1","","39711009","","","32","","","20"
"","39711","se_sys_login_birthday_calendar_brush","0","39711010","","","23","","","se_common"
"","39711","300","","39711011","","","13","","","103811"
"","39711","","","39711012","","","131","","","1"
"","39712","wac_talk_wish_in","0","39712001","","1","3","0.2","wac_talk_wish_loop","103811"
"","39712","wac_no_items","1","39712002","","","3","0.2","","111"
"","39712","200","-340","39712003","","","2","","0","103811"
"","39712","200","-340","39712004","","","2","","0","111"
"","39712","0","","39712005","","","32","","","53"
"","39712","1","","39712006","","","32","","","44"
"","39712","0","","39712007","","","32","","","20"
"","39712","vo_wac_230318_000","0","39712008","","","21","","0","vo_wac_230318"
"0","39712","できあがりました……\n私がお願いされてたところは、\nこれで、全部終わったはずです。","10","39712009","0.5","1","11","0","1","103811"
"","39712","","","39712010","","","91","","","0"
"","39712","vo_wac_230318_001","0","39712011","","","21","","0","vo_wac_230318"
"0","39712","他の人の作業も終わって、\nちゃんと絵が完成したら……\nお姉ちゃんや牧場のみんなと、\nまた見に行きたいです♪","10","39712012","0.5","1","11","0","1","103811"
"","39712","","","39712013","","","91","","","0"
"","39712","0","","39712014","","","22","","","0"
"","39713","wac_idle_wish","1","39713001","","","3","0.2","","103811"
"","39713","wac_no_items","1","39713002","","","3","0.2","","111"
"","39713","200","-340","39713003","","","2","","0","103811"
"","39713","200","-340","39713004","","","2","","0","111"
"","39713","0","","39713005","","","32","","","53"
"","39713","1","","39713006","","","32","","","44"
"","39713","0","","39713007","","","32","","","20"
"","39713","","","39713008","","","91","","","0"
"0","39811","102611","202","39811001","wac_default_01","-213","1","2","-108","1"
"0","39811","111","201","39811002","wac_default_03","-213","5","2","-108","1"
"","39811","43","0","39811003","","1","31","1","0","43"
"","39811","44","0","39811004","","1","31","0","0","44"
"","39811","11","0","39811005","","1","31","0","0","11"
"","39811","wac_paint_01","0","39811006","","0","3","0.2","","102611"
"","39811","wac_paint_03","0","39811007","","0","3","0.2","","111"
"","39811","0","","39811008","","","93","","","0"
"","39811","1","","39811009","","","32","","","11"
"","39811","se_10035700_brush","0","39811010","","","23","","","se_10035700"
"","39811","300","","39811011","","","13","","","102611"
"","39811","","","39811012","","","131","","","1"
"","39812","wac_talk_smile_in","0","39812001","","1","3","0.2","wac_talk_smile_loop","102611"
"","39812","wac_no_items","1","39812002","","","3","0.2","","111"
"","39812","200","-340","39812003","","","2","","0","102611"
"","39812","200","-340","39812004","","","2","","0","111"
"","39812","0","","39812005","","","32","","","43"
"","39812","1","","39812006","","","32","","","44"
"","39812","0","","39812007","","","32","","","11"
"","39812","vo_wac_230319_000","0","39812008","","","21","","0","vo_wac_230319"
"0","39812","はい、おわり～\nいやいや、我ながらがんばったでしょ？\nあたしがこんなに長時間働くだなんて、\n世界滅亡の前触れかもよ。","10","39812009","0.5","1","11","0","1","102611"
"","39812","","","39812010","","","91","","","0"
"","39812","wac_talk_arm_crossed_in_fromblink","0","39812011","","1","3","0.2","wac_talk_arm_crossed_loop","102611"
"","39812","vo_wac_230319_001","0","39812012","","","21","","0","vo_wac_230319"
"0","39812","……まぁ、あんたやまっひ～たちが\nいたから最後までやったんだけどさ。\nたまになら、こういうのも悪くないよ。\nたまになら、ね。","10","39812013","0.5","1","11","0","1","102611"
"","39812","","","39812014","","","91","","","0"
"","39812","0","","39812015","","","22","","","0"
"","39813","wac_idle_arm_crossed","1","39813001","","","3","0.2","","102611"
"","39813","wac_no_items","1","39813002","","","3","0.2","","111"
"","39813","200","-340","39813003","","","2","","0","102611"
"","39813","200","-340","39813004","","","2","","0","111"
"","39813","0","","39813005","","","32","","","43"
"","39813","1","","39813006","","","32","","","44"
"","39813","0","","39813007","","","32","","","11"
"","39813","","","39813008","","","91","","","0"
"0","39911","100911","202","39911001","wac_default_11","-213","1","2","-108","1"
"0","39911","111","201","39911002","wac_default_12","-213","5","2","-108","1"
"","39911","43","0","39911003","","1","31","1","0","43"
"","39911","44","0","39911004","","1","31","0","0","44"
"","39911","11","0","39911005","","1","31","0","0","11"
"","39911","wac_paint_11","0","39911006","","0","3","0.2","","100911"
"","39911","wac_paint_12","0","39911007","","0","3","0.2","","111"
"","39911","0","","39911008","","","93","","","0.3"
"","39911","1","","39911009","","","32","","","11"
"","39911","se_10035700_roller","0","39911010","","","23","","","se_10035700"
"","39911","300","","39911011","","","13","","","100911"
"","39911","","","39911012","","","131","","","1"
"","39912","wac_talk_doya_in","0","39912001","","1","3","0.2","wac_talk_doya_loop","100911"
"","39912","wac_no_items","1","39912002","","","3","0.2","","111"
"","39912","200","-340","39912003","","","2","","0","100911"
"","39912","200","-340","39912004","","","2","","0","111"
"","39912","0","","39912005","","","32","","","43"
"","39912","1","","39912006","","","32","","","44"
"","39912","0","","39912007","","","32","","","11"
"","39912","vo_wac_230320_000","0","39912008","","","21","","0","vo_wac_230320"
"0","39912","どんな伝説にも、終わりがある……\nシグルドよ、我らの運命を\n堅牢なる防壁に刻む作業も、\n終幕までわずかのようだ。","10","39912009","0.5","1","11","0","1","100911"
"","39912","","","39912010","","","91","","","0"
"","39912","wac_talk_sad_loop_shy","1","39912011","","","3","0.2","","100911"
"","39912","vo_wac_230320_001","0","39912012","","","21","","0","vo_wac_230320"
"0","39912","……それで、その、今更なんだが。\nこれまで担当した部分にミスがないか、\nものすごく心配になってきたのだ……！\nちょっと、確認しにいかないか！？","10","39912013","0.5","1","11","0","1","100911"
"","39912","","","39912014","","","91","","","0"
"","39912","0","","39912015","","","22","","","0"
"","39913","wac_idle_sad_shy","1","39913001","","","3","0.2","","100911"
"","39913","wac_no_items","1","39913002","","","3","0.2","","111"
"","39913","200","-340","39913003","","","2","","0","100911"
"","39913","200","-340","39913004","","","2","","0","111"
"","39913","0","","39913005","","","32","","","43"
"","39913","1","","39913006","","","32","","","44"
"","39913","0","","39913007","","","32","","","11"
"","39913","","","39913008","","","91","","","0"
"0","40011","101311","202","40011001","wac_default_11","-213","1","2","-108","1"
"0","40011","111","201","40011002","wac_default_13","-213","5","2","-108","1"
"","40011","43","0","40011003","","1","31","1","0","43"
"","40011","44","0","40011004","","1","31","0","0","44"
"","40011","11","0","40011005","","1","31","0","0","11"
"","40011","wac_paint_11","0","40011006","","0","3","0.2","","101311"
"","40011","wac_paint_13","0","40011007","","0","3","0.2","","111"
"","40011","0","","40011008","","","93","","","0.3"
"","40011","1","","40011009","","","32","","","11"
"","40011","se_10035700_roller","0","40011010","","","23","","","se_10035700"
"","40011","300","","40011011","","","13","","","101311"
"","40011","","","40011012","","","131","","","1"
"","40012","wac_talk_sad_in","0","40012001","","1","3","0.2","wac_talk_sad_loop","101311"
"","40012","wac_no_items","1","40012002","","","3","0.2","","111"
"","40012","200","-340","40012003","","","2","","0","101311"
"","40012","200","-340","40012004","","","2","","0","111"
"","40012","0","","40012005","","","32","","","43"
"","40012","1","","40012006","","","32","","","44"
"","40012","0","","40012007","","","32","","","11"
"","40012","vo_wac_230321_000","0","40012008","","","21","","0","vo_wac_230321"
"0","40012","はぁぁ～……\nもうすぐ壁の絵が完成しそうなのは\nいいことなんだけど、ナナカちゃん、\nやっぱりちょっとさみしいですぞ～……","10","40012009","0.5","1","11","0","1","101311"
"","40012","","","40012010","","","91","","","0"
"","40012","wac_talk_smile_in","0","40012011","","1","3","0.2","wac_talk_smile_loop","101311"
"","40012","vo_wac_230321_001","0","40012012","","","21","","0","vo_wac_230321"
"0","40012","……きっとまた、新しいお仕事がある？\nそれもそうですな～♪\n次もこういう、みんなでやるような\nお仕事があれば、挑戦しちゃうよ～！","10","40012013","0.5","1","11","0","1","101311"
"","40012","","","40012014","","","91","","","0"
"","40012","0","","40012015","","","22","","","0"
"","40013","wac_idle_smile","1","40013001","","","3","0.2","","101311"
"","40013","wac_no_items","1","40013002","","","3","0.2","","111"
"","40013","200","-340","40013003","","","2","","0","101311"
"","40013","200","-340","40013004","","","2","","0","111"
"","40013","0","","40013005","","","32","","","43"
"","40013","1","","40013006","","","32","","","44"
"","40013","0","","40013007","","","32","","","11"
"","40013","","","40013008","","","91","","","0"
"0","40111","102711","202","40111001","wac_default_01","-213","1","2","-108","1"
"0","40111","111","201","40111002","wac_default_03","-213","5","2","-108","1"
"","40111","43","0","40111003","","1","31","1","0","43"
"","40111","44","0","40111004","","1","31","0","0","44"
"","40111","11","0","40111005","","1","31","0","0","11"
"","40111","wac_paint_01","0","40111006","","0","3","0.2","","102711"
"","40111","wac_paint_03","0","40111007","","0","3","0.2","","111"
"","40111","0","","40111008","","","93","","","0"
"","40111","1","","40111009","","","32","","","11"
"","40111","se_10035700_brush","0","40111010","","","23","","","se_10035700"
"","40111","300","","40111011","","","13","","","102711"
"","40111","","","40111012","","","131","","","1"
"","40112","wac_talk_sad_in","0","40112001","","1","3","0.2","wac_talk_sad_loop","102711"
"","40112","wac_no_items","1","40112002","","","3","0.2","","111"
"","40112","200","-340","40112003","","","2","","0","102711"
"","40112","200","-340","40112004","","","2","","0","111"
"","40112","0","","40112005","","","32","","","43"
"","40112","1","","40112006","","","32","","","44"
"","40112","0","","40112007","","","32","","","11"
"","40112","vo_wac_230322_000","0","40112008","","","21","","0","vo_wac_230322"
"0","40112","……あなた様と共に絵を描く時間も、\nそろそろ終わってしまうのですね。\nとても、名残惜しい気分ですわ……","10","40112009","0.5","1","11","0","1","102711"
"","40112","","","40112010","","","91","","","0"
"","40112","wac_talk_wish_in","0","40112011","","1","3","0.2","wac_talk_wish_loop","102711"
"","40112","vo_wac_230322_001","0","40112012","","","21","","0","vo_wac_230322"
"0","40112","けれど、私が担当した部分に込めた、\nあなた様への愛情は永遠です。\n壁と共に朽ちることなく、ランドソルを\n覆い続けるのですわ……クスクス……♪","10","40112013","0.5","1","11","0","1","102711"
"","40112","","","40112014","","","91","","","0"
"","40112","0","","40112015","","","22","","","0"
"","40113","wac_idle_wish","1","40113001","","","3","0.2","","102711"
"","40113","wac_no_items","1","40113002","","","3","0.2","","111"
"","40113","200","-340","40113003","","","2","","0","102711"
"","40113","200","-340","40113004","","","2","","0","111"
"","40113","0","","40113005","","","32","","","43"
"","40113","1","","40113006","","","32","","","44"
"","40113","0","","40113007","","","32","","","11"
"","40113","","","40113008","","","91","","","0"
"0","40211","105211","202","40211001","wac_default_bot_21","-325","1","2","-108","1"
"0","40211","111","201","40211002","wac_default_bot_27","-325","5","2","-108","1"
"","40211","45","0","40211003","","1","31","1","0","45"
"","40211","44","0","40211004","","1","31","0","0","44"
"","40211","13","0","40211005","","1","31","0","0","13"
"","40211","wac_paint_bot_21","0","40211006","","0","3","0.2","","105211"
"","40211","wac_paint_bot_27","0","40211007","","0","3","0.2","","111"
"","40211","0","","40211008","","","93","","","0"
"","40211","1","","40211009","","","32","","","13"
"","40211","se_sys_login_birthday_calendar_brush","0","40211010","","","23","","","se_common"
"","40211","300","","40211011","","","13","","","105211"
"","40211","","","40211012","","","131","","","1"
"","40212","wac_talk_wish_in","0","40212001","","1","3","0.2","wac_talk_wish_loop","105211"
"","40212","wac_no_items","1","40212002","","","3","0.2","","111"
"","40212","200","-340","40212003","","","2","","0","105211"
"","40212","200","-340","40212004","","","2","","0","111"
"","40212","0","","40212005","","","32","","","45"
"","40212","1","","40212006","","","32","","","44"
"","40212","0","","40212007","","","32","","","13"
"","40212","vo_wac_230323_000","0","40212008","","","21","","0","vo_wac_230323"
