86ece292d2d0f620dfeff38b97dbe371fa6f194c1dc9cadca323ca41a9a53c04,a630e132c61e3fd5d1c80693f158ddfb8bd240ca43bb13788bcfb7e585a755a2,9772ef805cf92dcfb417afb4ee63b9af320c192fe6ea4d80d2107815a912eb03,bb7f3536fbc827b3da06fa3d97d5d0f5bf58851588138f458835b61888fd3343,ae04335d3a4732c85835a823c7e6a24ab62319ca969e89ff8096cf32e53c7a76,6b9397211f1fc973741eb634e4cc30d25e350287201a859a2eb32b36939e787b,2b2993ef73dfb5668d10678b4a9cf7822d0b348b316923867082051648b4bc16,ee75cf91125dbc0f1ef8f4684b25848e59f9a010a55141ba526a5d4eb580d357,48f177966e689178bca2951545efdf65e4e5b8fddc819aa176ed74d1381219fd,cb58a2d71fd78fa702495d8d5d0a7776a661d26db32d8832a96d77d752b84a7e,1cb70445aeddc34de00b14c25073b277309dca62d678e18a47932982093cf669
"1","101","1009814","1009814003","1","750","1","lsv_idle_normal","1.95","-250","122711"
"5","0","1009814","1009814004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009814","1009814005","0","1","333","","0","0","1"
"6","1","1009814","1009814006","0","1","122811","","0","0","1"
"6","1","1009814","1009814007","0","1","122911","","0","0","1"
"6","1","1009814","1009814008","0","1","122711","","0","0","1"
"25","0","1009814","1009814009","","0","bgm_M610","","","","bgm_M610"
"93","","1009814","1009814010","","","1","","","","0"
"6","1","1009814","1009814011","0","1","333","","0.8","0.4","1"
"3","1","1009814","1009814012","","","122911","","0.2","","lsv_walk"
"2","-220","1009814","1009814013","","2","122911","","","0","100"
"6","1","1009814","1009814014","0","1","122911","","0.4","1","1"
"3","1","1009814","1009814015","","","122711","","0.2","","lsv_walk"
"2","-250","1009814","1009814016","","2","122711","","","0","270"
"6","1","1009814","1009814017","0","1","122711","","0.4","1","1"
"93","","1009814","1009814018","","","2","","","","0"
"3","1","1009814","1009814019","","","122911","","0.2","","lsv_idle_normal"
"3","1","1009814","1009814020","","","122711","","0.2","","lsv_idle_normal"
"93","","1009814","1009814021","","","0.6","","","","0"
"3","1","1009814","1009814022","","","122711","","0.2","","lsv_idle_sad"
"3","1","1009814","1009814023","","","122911","","0.2","","lsv_idle_sad"
"21","0","1009814","1009814024","","0","vo_lsv","","","","vo_lsv_1421"
"11","10","1009814","1009814025","0","1","122711","0","0","1","…………"
"11","10","1009814","1009814026","0","1","122911","0","0","1","…………"
"91","","1009814","1009814027","","","0","","","",""
"3","1","1009814","1009814028","","","122711","","0.2","","lsv_idle_normal"
"3","1","1009814","1009814029","","","122911","","0.2","","lsv_idle_normal"
"3","1","1009814","1009814030","","","122811","","0.2","","lsv_walk"
"2","-235","1009814","1009814031","","2","122811","","","0","-200"
"6","1","1009814","1009814032","0","1","122811","","0.4","1","1"
"93","","1009814","1009814033","","","2","","","","0"
"3","1","1009814","1009814034","","","122811","","0.2","","lsv_idle_normal"
"93","","1009814","1009814035","","","0.6","","","","0"
"3","1","1009814","1009814036","","","122811","","0.2","","lsv_talk_bitter"
"21","0","1009814","1009814037","","0","vo_lsv","","","","vo_lsv_1422"
"11","10","1009814","1009814038","0","1","122811","0","0","1","あ…\nあはは、ごめんね？\n日記、あんまり書けなくて…"
"91","","1009814","1009814039","","","0","","","",""
"3","1","1009814","1009814040","","","122811","","0.2","","lsv_talk_bitter_sad"
"21","0","1009814","1009814041","","0","vo_lsv","","","","vo_lsv_1423"
"11","10","1009814","1009814042","0","1","122811","0","0","1","それに…\nほんとの気持ちも\n書いちゃった。"
"91","","1009814","1009814043","","","0","","","",""
"3","1","1009814","1009814044","","","122811","","0.2","","lsv_idle_sad2"
"3","1","1009814","1009814045","","","122711","","0.2","","lsv_talk_normal_suprise1"
"21","0","1009814","1009814046","","0","vo_lsv","","","","vo_lsv_1424"
"11","10","1009814","1009814047","0","1","122711","0","0","1","ううん、いいよ。\n…わかるから。"
"91","","1009814","1009814048","","","0","","","",""
"3","1","1009814","1009814049","","","122711","","0.2","","lsv_idle_normal_talkR"
"3","1","1009814","1009814050","","","122911","","0.2","","lsv_talk_normal_bitter"
"21","0","1009814","1009814051","","0","vo_lsv","","","","vo_lsv_1425"
"11","10","1009814","1009814052","0","1","122911","0","0","1","…ミミも、わかるよ。\nミソギちゃん。\n書いてくれてありがとう。"
"91","","1009814","1009814053","","","0","","","",""
"3","1","1009814","1009814054","","","122911","","0.2","","lsv_idle_sad_normal"
"3","1","1009814","1009814055","","","122811","","0.2","","lsv_idle_sad"
"21","0","1009814","1009814056","","0","vo_lsv","","","","vo_lsv_1426"
"11","10","1009814","1009814057","0","1","122811","0","0","1","……うん。"
"91","","1009814","1009814058","","","0","","","",""
"3","1","1009814","1009814059","","","122811","","0.2","","lsv_idle_normal_talkR"
"3","1","1009814","1009814060","","","122911","","0.2","","lsv_talk_wish_sad"
"21","0","1009814","1009814061","","0","vo_lsv","","","","vo_lsv_1427"
"11","10","1009814","1009814062","0","1","122911","0","0","1","…どうして、\nもうバイバイしないと\nいけなかったのかな。"
"91","","1009814","1009814063","","","0","","","",""
"3","1","1009814","1009814064","","","122911","","0.2","","lsv_idle_wish_sad"
"3","1","1009814","1009814065","","","122711","","0.2","","lsv_talk_normal_sad"
"21","0","1009814","1009814066","","0","vo_lsv","","","","vo_lsv_1428"
"11","10","1009814","1009814067","0","1","122711","0","0","1","ミミ…"
"91","","1009814","1009814068","","","0","","","",""
"3","1","1009814","1009814069","","","122711","","0.2","","lsv_idle_normal_talkR"
"3","1","1009814","1009814070","","","122911","","0.2","","lsv_talk_wish_surprise"
"21","0","1009814","1009814071","","0","vo_lsv","","","","vo_lsv_1429"
"11","10","1009814","1009814072","0","1","122911","0","0","1","わかってるよ？\n理由はちゃんと、\nわかってるの。でも…"
"91","","1009814","1009814073","","","0","","","",""
"3","1","1009814","1009814074","","","122911","","0.2","","lsv_talk_wish_sad"
"21","0","1009814","1009814075","","0","vo_lsv","","","","vo_lsv_1430"
"11","10","1009814","1009814076","0","1","122911","0","0","1","なんで、って…\nどうして、って…\n思っちゃう。"
"91","","1009814","1009814077","","","0","","","",""
"3","1","1009814","1009814078","","","122911","","0.2","","lsv_idle_normal"
"3","1","1009814","1009814079","","","122811","","0.2","","lsv_talk_anger_shy"
"21","0","1009814","1009814080","","0","vo_lsv","","","","vo_lsv_1431"
"11","10","1009814","1009814081","0","1","122811","0","0","1","…わかんないよね。\nあーもうっ！\nむずかしいな～っ！！"
"91","","1009814","1009814082","","","0","","","",""
"3","1","1009814","1009814083","","","122811","","0.2","","lsv_idle_normal_talkR"
"3","1","1009814","1009814084","","","122711","","0.2","","lsv_talk_joy3_blink2"
"21","0","1009814","1009814085","","0","vo_lsv","","","","vo_lsv_1432"
"11","10","1009814","1009814086","0","1","122711","0","0","1","…そうだね。\n本当に難しいよ。"
"91","","1009814","1009814087","","","0","","","",""
"3","1","1009814","1009814088","","","122711","","0.2","","lsv_talk_sad"
"21","0","1009814","1009814089","","0","vo_lsv","","","","vo_lsv_1433"
"11","10","1009814","1009814090","0","1","122711","0","0","1","きっと、どんなお勉強より…\nずっとずっと……\n難しいよ。"
"91","","1009814","1009814091","","","0","","","",""
"3","1","1009814","1009814092","","","122711","","0.2","","lsv_idle_wish_angerR"
"22","1","1009814","1009814093","","","0","","0.2","","0"
"91","","1009814","1009814094","","","0","","","",""
"25","0","1009814","1009814095","","0","bgm_M612","","","","bgm_M612"
"102","","1009814","1009814096","","","","","","",""
"22","","1009814","1009814097","","","0","","","","0.2"
"93","","1009814","1009814098","","","0.2","","","",""
"12","1","1009814","1009814099","0","0","122811","0","0","0","12"
"3","1","1009814","1009814100","","","122811","","0.2","","lsv_talk_anger"
"93","","1009814","1009814101","","","3","","","","0"
"3","1","1009814","1009814102","","","122811","","0.2","","lsv_idle_anger1"
"12","1","1009814","1009814103","0","0","122711","0","0","0","12"
"3","1","1009814","1009814104","","","122711","","0.2","","lsv_talk_thinking"
"93","","1009814","1009814105","","","3","","","","0"
"3","1","1009814","1009814106","","","122711","","0.2","","lsv_idle_wish_angerR"
"12","1","1009814","1009814107","0","0","122911","0","0","0","12"
"3","1","1009814","1009814108","","","122911","","0.2","","lsv_idle_bitter"
"93","","1009814","1009814109","","","3","","","","0"
"3","1","1009814","1009814110","","","122911","","0.2","","lsv_idle_normal"
"101","","1009814","1009814111","","","1009814099","","","",""
"6","1","1009814","1009814112","0","1","333","","1","0","1"
"4","","1009814","1009814113","","","122811","","","","1"
"3","1","1009814","1009814114","","","122811","","0.2","","lsv_run_sad"
"2","-235","1009814","1009814115","","0.8","122811","","","0","-750"
"4","","1009814","1009814116","","","122911","","","","0"
"3","1","1009814","1009814117","","","122911","","0.2","","lsv_run_sad"
"2","-220","1009814","1009814118","","0.8","122911","","","0","750"
"4","","1009814","1009814119","","","122711","","","","0"
"3","1","1009814","1009814120","","","122711","","0.2","","lsv_run_sad"
"2","-250","1009814","1009814121","","0.8","122711","","","0","850"
"93","","1009814","1009814122","","","0.6","","","",""
"6","1","1009814","1009814123","0","1","122811","","0.2","0","1"
"6","1","1009814","1009814124","0","1","122911","","0.2","0","1"
"6","1","1009814","1009814125","0","1","122711","","0.2","0","1"
"91","","1009814","1009814126","","","0","","","",""
"1","102","1009815","1009815001","0","-650","1","lsv_idle_normal","1.95","-235","122711"
"1","100","1009815","1009815002","1","650","1","lsv_idle_normal","1.95","-220","122911"
"1","101","1009815","1009815003","1","750","1","lsv_idle_normal","1.95","-250","122811"
"5","0","1009815","1009815004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009815","1009815005","0","1","333","","0","0","1"
"6","1","1009815","1009815006","0","1","122711","","0","0","1"
"6","1","1009815","1009815007","0","1","122911","","0","0","1"
"6","1","1009815","1009815008","0","1","122811","","0","0","1"
"93","","1009815","1009815009","","","1","","","","0"
"6","1","1009815","1009815010","0","1","333","","0.8","0.4","1"
"3","1","1009815","1009815011","","","122711","","0.2","","lsv_walk"
"2","-235","1009815","1009815012","","2","122711","","","0","-200"
"6","1","1009815","1009815013","0","1","122711","","0.4","1","1"
"3","1","1009815","1009815014","","","122911","","0.2","","lsv_walk"
"2","-220","1009815","1009815015","","2","122911","","","0","100"
"6","1","1009815","1009815016","0","1","122911","","0.4","1","1"
"3","1","1009815","1009815017","","","122811","","0.2","","lsv_walk"
"2","-250","1009815","1009815018","","2","122811","","","0","270"
"6","1","1009815","1009815019","0","1","122811","","0.4","1","1"
"93","","1009815","1009815020","","","2","","","","0"
"3","1","1009815","1009815021","","","122711","","0.2","","lsv_idle_normal"
"3","1","1009815","1009815022","","","122911","","0.2","","lsv_idle_normal"
"3","1","1009815","1009815023","","","122811","","0.2","","lsv_idle_normal"
"93","","1009815","1009815024","","","0.6","","","","0"
"3","1","1009815","1009815025","","","122911","","0.2","","lsv_talk_surprise"
"21","0","1009815","1009815026","","0","vo_lsv","","","","vo_lsv_1521"
"11","10","1009815","1009815027","0","1","122911","0","0","1","絵も日記も\nいっぱいになったね。"
"91","","1009815","1009815028","","","0","","","",""
"3","1","1009815","1009815029","","","122911","","0.2","","lsv_idle_surprise"
"3","0","1009815","1009815030","0.2","lsv_talk_cool_joy_loop","122811","","0","1","lsv_talk_cool_joy"
"21","0","1009815","1009815031","","0","vo_lsv","","","","vo_lsv_1522"
"11","10","1009815","1009815032","0","1","122811","0","0","1","それだけ、\nみゅ～ちゃんとの思い出が\nいっぱいだったってことだよ。"
"91","","1009815","1009815033","","","0","","","",""
"3","1","1009815","1009815034","","","122811","","0.2","","lsv_idle_cool"
"3","1","1009815","1009815035","","","122911","","0.2","","lsv_talk_wish_dere"
"21","0","1009815","1009815036","","0","vo_lsv","","","","vo_lsv_1523"
"11","10","1009815","1009815037","0","1","122911","0","0","1","…うん。\nいっぱいできたもんね。\nみゅ～ちゃんとの思い出…"
"91","","1009815","1009815038","","","0","","","",""
"3","1","1009815","1009815039","","","122911","","0.2","","lsv_idle_normal_joyR"
"3","1","1009815","1009815040","","","122711","","0.2","","lsv_talk_wish_joy"
"21","0","1009815","1009815041","","0","vo_lsv","","","","vo_lsv_1524"
"11","10","1009815","1009815042","0","1","122711","0","0","1","…忘れられないね。\nううん…\n忘れたくないね。"
"91","","1009815","1009815043","","","0","","","",""
"3","1","1009815","1009815044","","","122711","","0.2","","lsv_idle_wish_joy"
"3","1","1009815","1009815045","","","122811","","0.2","","lsv_talk_joy3_blink2"
"21","0","1009815","1009815046","","0","vo_lsv","","","","vo_lsv_1525"
"11","10","1009815","1009815047","0","1","122811","0","0","1","そうだね…\nミソギも同じ気持ち。"
"91","","1009815","1009815048","","","0","","","",""
"3","1","1009815","1009815049","","","122811","","0.2","","lsv_idle_sad_normal"
"3","1","1009815","1009815050","","","122911","","0.2","","lsv_talk_wish_dere"
"21","0","1009815","1009815051","","0","vo_lsv","","","","vo_lsv_1526"
"11","10","1009815","1009815052","0","1","122911","0","0","1","ミミもだよ。\nきっと、ずっと…"
"91","","1009815","1009815053","","","0","","","",""
"3","1","1009815","1009815054","","","122911","","0.2","","lsv_idle_normal"
"3","1","1009815","1009815055","","","122711","","0.2","","lsv_talk_joy1_normal"
"21","0","1009815","1009815056","","0","vo_lsv","","","","vo_lsv_1527"
"11","10","1009815","1009815057","0","1","122711","0","0","1","じゃあ…次にまた\nみゅ～ちゃんと会えたとき、\nこの日記の続きを書こうよ。"
"91","","1009815","1009815058","","","0","","","",""
"3","1","1009815","1009815059","","","122711","","0.2","","lsv_idle_normal"
"3","0","1009815","1009815060","0.2","lsv_exactly_loop","122811","","0","1","lsv_exactly_in"
"21","0","1009815","1009815061","","0","vo_lsv","","","","vo_lsv_1528"
"11","10","1009815","1009815062","0","1","122811","0","0","1","それいいね！\n賛成！"
"91","","1009815","1009815063","","","0","","","",""
"3","1","1009815","1009815064","","","122811","","0.2","","lsv_idle_joy"
"3","0","1009815","1009815065","0.2","lsv_idle_normal_joy","122911","","0.2","1","lsv_handsup_joy"
"21","0","1009815","1009815066","","0","vo_lsv","","","","vo_lsv_1529"
"11","10","1009815","1009815067","0","1","122911","0","0","1","ミミもさんせ～い♪"
"91","","1009815","1009815068","","","0","","","",""
"3","1","1009815","1009815069","","","122711","","0.2","","lsv_talk_wish_dere"
"21","0","1009815","1009815070","","0","vo_lsv","","","","vo_lsv_1530"
"11","10","1009815","1009815071","0","1","122711","0","0","1","この日記も大事にしようね。\n…楽しみなことが\nひとつ増えたみたい。ふふっ。"
"91","","1009815","1009815072","","","0","","","",""
"3","1","1009815","1009815073","","","122711","","0.2","","lsv_idle_wish_dere"
"3","1","1009815","1009815074","","","122811","","0.2","","lsv_talk_wish_joy"
"21","0","1009815","1009815075","","0","vo_lsv","","","","vo_lsv_1531"
"11","10","1009815","1009815076","0","1","122811","0","0","1","それじゃ、\nいつかそのときまで！"
"91","","1009815","1009815077","","","0","","","",""
"3","1","1009815","1009815078","","","122811","","0.2","","lsv_idle_normal"
"3","0","1009815","1009815079","0.2","lsv_idle_normal","122811","","0","1","lsv_smile"
"3","0","1009815","1009815080","0.2","lsv_idle_normal_joyR","122911","","0","1","lsv_smile_mimi"
"3","0","1009815","1009815081","0.2","lsv_idle_normal_joy","122711","","0","1","lsv_smile_kyouka"
"21","0","1009815","1009815082","","0","vo_lsv","","","","vo_lsv_1532"
"11","10","1009815","1009815083","0","1","122811","0","0","1","…またねっ！"
"11","10","1009815","1009815084","0","1","122911","0","0","1","…またねっ！"
"11","10","1009815","1009815085","0","1","122711","0","0","1","…またねっ！"
"91","","1009815","1009815086","","","0","","","",""
