a9e3511f62504dee5e17c095066ed735457d40e701c90c6a705cd2e1ee5117f9,dd8710878833c54ef52de32147f40a72fde9966ac6ebf3a9d3b976443042d67b,84954fa73d673914a832db024baaf4c94c949a99169b230c6e50edeee213732d,f4ebafbdc253259a6e7285e917532d5a461d15407e9ec737253236536359956d,feec7bf0f73f3b19487e8ab0ce44cce6fb90378fa4a34336bfc7fe3913abad23,3236534485f85938636da389f2a87ae38a2ebf9c5013c2bf506173826f3f228d,c2ad364bf9c27a74f7b6cc21f5c97f7e79a0993a1e69a39746de04d05adb7f58,75065995db9554c345fda251f9f878499380110758d2f651c6a5b23068cf5e97,a8a996b0e964f5599285c0c72306e66daa8dabefbf575cd049c4a3f9e416baa9,48842b02976dd836ddf98e93753d9a5d6d539a972674762103951f4ae4da13eb,37638b0dd756bc1d5d890b4b63900e010916015ffca07f57e30ba80a96d73adb,962ae8bfcd96564f620cba79f3ed16d3fd2c5032eaff045f9a7816495c458cbc,fd0126a29005241c0aae8e2dbcd220c54ce9ff7874a5dc59d0d1eee6350a927a,30d984d59fc169ccd5c257d1d215c1ef7a044955cbeeb136602c18061d5c8715,8ee7c4ebf9aaae6d9f55589f9d963b6bf1931a7a5a89532ca6afcf97e4de5e10,f78718f014b3a523ea023fe646e00d8d2f8fb3b7848789a8e4e3bd8125e71d34,582d17c8a7ec24a5637cef64077b1ab755dcd0fa145f88de05b28727a6ccf1f7,fc70ef54208fd7ea72f6db1974a03c69dcc492c0c3bc3b48141e9bbbb264755f,4484362d6a887bd084f50c21a03dc88516b8702ca279d6f545bd2e12f8b2e7ae,df605c30697ff8e0197b3f49fa6f475677cb7de43cf7d9d8d0c8b875f5a64a07,bb79a33e1fd441b3d1927fdc835e072f381e8707b1b38b1076b9fe70ebd8b264,604282b05044024fc41e7153d5469cbf4b636ccc37c8f243771bf7457cfb983a,e4a8de6090573b0924c9ab489ce4f1c3986e4948fe25e20039f5080f03a53524,ea90afd4c38d9e99e6841bfeae993024a181489fa8a867fdb127da810f9f4aa6,b2cda13704c0eed5be12d1b7d950da09d5dc0308ff2730012bb7c3a8d942d138,82d3075e1d845e4e531050963db386307ef134026bccde34d60c2cdf3e910b75,202f66750065a0451cf00ecba6a73db8a33f65fa5a114c15d35af18074decb94,9138ad8ea3118244df58eea1125a6886992e28fed5aa6645ba53e1ec701276fb,56cc56c413f0e4c71d2a429b6337d9f392770d18ed7ceacba106e990cbbc95a6,b1cc78011b6cca0630af1cafed3c0aa7acb9e53618a2051c0be09e668830bad7,5d4c9ce9ebbcdc1d851b68fef195174c3d2690d0d0896c6717cee718259ea165,49af9147d4d3867ec63223b8a94e1558144cbae21124425bdab92d93bb72ab73,a1993a52f46a629a8bd32e4724bff428acf78f277238d0adc8a9578619cffe63,3d1e299a517e00e7390a819d90ebb842a58dd1125c1ac591d704874960b6e80c,16f37a3fcdcd2c24362fb5d875685a908801fbc9c3c78ecbb83c72544f1e22e3,d8ae98947db1a68739dd2539d4ddc5733690325154fcb3fc41428e3cad9c6eb7,7f95212fbe9f8159bf2f6b41ea3af4bbe911e67e15b89730f084e7d6f657f291,7af151b8c6686ad5fcc267cc1df11a08a73ea4f7d8f2b17cf1c905c3719d46d8,f0474ba6dec226de152ffc40d967032f806bd70acd2477391e569d5d3a9dea6a,eafa8a46e0afdedea8281dd4d18ca5166fb9a2aff2e21c2946b63436753646ef
"46","0","10","0","46","46","200000006","46","46","46","30","1","1","45","1377","0","46","35","46","46","0","10","46","46","0","0","46","0","0","203700","46","0","46","46","46","0","620370046","15259","46","1"
"47","0","10","0","47","47","200000006","47","47","47","30","1","1","47","1406","0","47","37","47","47","0","10","47","47","0","0","47","0","0","203700","47","0","47","47","47","0","620370047","15856","47","1"
"48","0","10","0","48","48","200000006","48","48","48","30","1","1","50","1435","0","48","38","48","48","0","10","48","48","0","0","48","0","0","203700","48","0","48","48","48","0","620370048","16454","48","1"
"49","0","10","0","49","49","200000006","49","49","49","30","1","1","52","1464","0","49","40","49","49","0","10","49","49","0","0","49","0","0","203700","49","0","49","49","49","0","620370049","17051","49","1"
"50","0","10","0","50","50","200000006","50","50","50","30","1","1","54","1494","0","50","42","50","50","0","10","50","50","0","0","50","0","0","203700","50","0","50","50","50","0","620370050","17648","50","1"
"51","0","10","0","51","51","200000006","51","51","51","30","1","1","56","1523","0","51","44","51","51","0","10","51","51","0","0","51","0","0","203700","51","0","51","51","51","0","620370051","18246","51","1"
"52","0","10","0","52","52","200000006","52","52","52","30","1","1","58","1552","0","52","46","52","52","0","10","52","52","0","0","52","0","0","203700","52","0","52","52","52","0","620370052","18843","52","1"
"53","0","10","0","53","53","200000006","53","53","53","30","1","1","61","1582","0","53","47","53","53","0","10","53","53","0","0","53","0","0","203700","53","0","53","53","53","0","620370053","19440","53","1"
"54","0","10","0","54","54","200000006","54","54","54","30","1","1","63","1611","0","54","49","54","54","0","10","54","54","0","0","54","0","0","203700","54","0","54","54","54","0","620370054","20038","54","1"
"55","0","10","0","55","55","200000006","55","55","55","30","1","1","65","1640","0","55","51","55","55","0","10","55","55","0","0","55","0","0","203700","55","0","55","55","55","0","620370055","20635","55","1"
"56","0","10","0","56","56","200000006","56","56","56","30","1","1","66","1670","0","56","52","56","56","0","10","56","56","0","0","56","0","0","203700","56","0","56","56","56","0","620370056","20935","56","1"
"57","0","10","0","57","57","200000006","57","57","57","30","1","1","66","1700","0","57","52","57","57","0","10","57","57","0","0","57","0","0","203700","57","0","57","57","57","0","620370057","21235","57","1"
"58","0","10","0","58","58","200000006","58","58","58","30","1","1","68","1770","0","58","54","58","58","0","10","58","58","0","0","58","0","0","203700","58","0","58","58","58","0","620370058","22248","58","1"
"59","0","10","0","59","59","200000006","59","59","59","30","1","1","71","1840","0","59","56","59","59","0","10","59","59","0","0","59","0","0","203700","59","0","59","59","59","0","620370059","23262","59","1"
"60","0","10","0","60","60","200000006","60","60","60","30","1","1","73","1910","0","60","58","60","60","0","10","60","60","0","0","60","0","0","203700","60","0","60","60","60","0","620370060","24275","60","1"
"61","0","10","0","61","61","200000006","61","61","61","30","1","1","76","1981","0","61","60","61","61","0","10","61","61","0","0","61","0","0","203700","61","0","61","61","61","0","620370061","25288","61","1"
"62","0","10","0","62","62","200000006","62","62","62","30","1","1","77","2049","0","62","61","62","62","0","10","62","62","0","0","62","0","0","203700","62","0","62","62","62","0","620370062","25739","62","1"
"63","0","10","0","63","63","200000006","63","63","63","30","1","1","78","2117","0","63","62","63","63","0","10","63","63","0","0","63","0","0","203700","63","0","63","63","63","0","620370063","26189","63","1"
"64","0","10","0","64","64","200000006","64","64","64","30","1","1","78","2185","0","64","64","64","64","0","10","64","64","0","0","64","0","0","203700","64","0","64","64","64","0","620370064","26640","64","1"
"65","0","10","0","65","65","200000006","65","65","65","30","1","1","79","2253","0","65","65","65","65","0","10","65","65","0","0","65","0","0","203700","65","0","65","65","65","0","620370065","27091","65","1"
"66","0","10","0","66","66","200000006","66","66","66","30","1","1","80","2321","0","66","66","66","66","0","10","66","66","0","0","66","0","0","203700","66","0","66","66","66","0","620370066","27541","66","1"
"67","0","10","0","67","67","200000006","67","67","67","30","1","1","81","2389","0","67","67","67","67","0","10","67","67","0","0","67","0","0","203700","67","0","67","67","67","0","620370067","27992","67","1"
"68","0","10","0","68","68","200000006","68","68","68","30","1","1","81","2456","0","68","68","68","68","0","10","68","68","0","0","68","0","0","203700","68","0","68","68","68","0","620370068","28443","68","1"
"69","0","10","0","69","69","200000006","69","69","69","30","1","1","82","2524","0","69","69","69","69","0","10","69","69","0","0","69","0","0","203700","69","0","69","69","69","0","620370069","28893","69","1"
"70","0","10","0","70","70","200000006","70","70","70","30","1","1","83","2592","0","70","71","70","70","0","10","70","70","0","0","70","0","0","203700","70","0","70","70","70","0","620370070","29344","70","1"
"71","0","10","0","71","71","200000006","71","71","71","30","1","1","84","2660","0","71","72","71","71","0","10","71","71","0","0","71","0","0","203700","71","0","71","71","71","0","620370071","29795","71","1"
"1","0","10","0","1","1","200000001","1","1","1","30","1","1","5","36","0","1","2","1","1","0","10","1","1","0","0","1","0","0","203800","1","0","1","1","1","0","620380001","370","1","1"
"2","0","10","0","2","2","200000001","2","2","2","30","1","1","6","39","0","2","3","2","2","0","10","2","2","0","0","2","0","0","203800","2","0","2","2","2","0","620380002","485","2","1"
"3","0","10","0","3","3","200000001","3","3","3","30","1","1","8","43","0","3","4","3","3","0","10","3","3","0","0","3","0","0","203800","3","0","3","3","3","0","620380003","809","3","1"
"4","0","10","0","4","4","200000001","4","4","4","30","1","1","8","62","0","4","4","4","4","0","10","4","4","0","0","4","0","0","203800","4","0","4","4","4","0","620380004","713","4","1"
"5","0","10","0","5","5","200000001","5","5","5","30","1","1","9","93","0","5","5","5","5","0","10","5","5","0","0","5","0","0","203800","5","0","5","5","5","0","620380005","792","5","1"
"6","0","10","0","6","6","200000001","6","6","6","30","1","1","11","122","0","6","6","6","6","0","10","6","6","0","0","6","0","0","203800","6","0","6","6","6","0","620380006","869","6","1"
"7","0","10","0","7","7","200000001","7","7","7","30","1","1","12","151","0","7","7","7","7","0","10","7","7","0","0","7","0","0","203800","7","0","7","7","7","0","620380007","1071","7","1"
"8","0","10","0","8","8","200000001","8","8","8","30","1","1","14","181","0","8","8","8","8","0","10","8","8","0","0","8","0","0","203800","8","0","8","8","8","0","620380008","1270","8","1"
"9","0","10","0","9","9","200000001","9","9","9","30","1","1","14","195","0","9","8","9","9","0","10","9","9","0","0","9","0","0","203800","9","0","9","9","9","0","620380009","1306","9","1"
"10","0","10","0","10","10","200000001","10","10","10","30","1","1","15","208","0","10","9","10","10","0","10","10","10","0","0","10","0","0","203800","10","0","10","10","10","0","620380010","1344","10","1"
"11","0","10","0","11","11","200000001","11","11","11","30","1","1","15","222","0","11","9","11","11","0","10","11","11","0","0","11","0","0","203800","11","0","11","11","11","0","620380011","1380","11","1"
"12","0","10","0","12","12","200000001","12","12","12","30","1","1","15","234","0","12","9","12","12","0","10","12","12","0","0","12","0","0","203800","12","0","12","12","12","0","620380012","1416","12","1"
"13","0","10","0","13","13","200000001","13","13","13","30","1","1","17","258","0","13","10","13","13","0","10","13","13","0","0","13","0","0","203800","13","0","13","13","13","0","620380013","1678","13","1"
"14","0","10","0","14","14","200000001","14","14","14","30","1","1","18","283","0","14","11","14","14","0","10","14","14","0","0","14","0","0","203800","14","0","14","14","14","0","620380014","1940","14","1"
"15","0","10","0","15","15","200000001","15","15","15","30","1","1","18","307","0","15","11","15","15","0","10","15","15","0","0","15","0","0","203800","15","0","15","15","15","0","620380015","2201","15","1"
"16","0","10","0","16","16","200000001","16","16","16","30","1","1","18","331","0","16","12","16","16","0","10","16","16","0","0","16","0","0","203800","16","0","16","16","16","0","620380016","2463","16","1"
"17","0","10","0","17","17","200000001","17","17","17","30","1","1","18","374","0","17","13","17","17","0","10","17","17","0","0","17","0","0","203800","17","0","17","17","17","0","620380017","2893","17","1"
"18","0","10","0","18","18","200000001","18","18","18","30","1","1","18","416","0","18","13","18","18","0","10","18","18","0","0","18","0","0","203800","18","0","18","18","18","0","620380018","3323","18","1"
"19","0","10","0","19","19","200000001","19","19","19","30","1","1","19","424","0","19","13","19","19","0","10","19","19","0","0","19","0","0","203800","19","0","19","19","19","0","620380019","3626","19","1"
"20","0","10","0","20","20","200000001","20","20","20","30","1","1","19","439","0","20","13","20","20","0","10","20","20","0","0","20","0","0","203800","20","0","20","20","20","0","620380020","3768","20","1"
"21","0","10","0","21","21","200000001","21","21","21","30","1","1","19","454","0","21","13","21","21","0","10","21","21","0","0","21","0","0","203800","21","0","21","21","21","0","620380021","3910","21","1"
"22","0","10","0","22","22","200000001","22","22","22","30","1","1","20","482","0","22","14","22","22","0","10","22","22","0","0","22","0","0","203800","22","0","22","22","22","0","620380022","4036","22","1"
"23","0","10","0","23","23","200000001","23","23","23","30","1","1","20","482","0","23","14","23","23","0","10","23","23","0","0","23","0","0","203800","23","0","23","23","23","0","620380023","4236","23","1"
"24","0","10","0","24","24","200000001","24","24","24","30","1","1","28","633","0","24","20","24","24","0","10","24","24","0","0","24","0","0","203800","24","0","24","24","24","0","620380024","4597","24","1"
"25","0","10","0","25","25","200000001","25","25","25","30","1","1","29","639","0","25","21","25","25","0","10","25","25","0","0","25","0","0","203800","25","0","25","25","25","0","620380025","4957","25","1"
"26","0","10","0","26","26","200000001","26","26","26","30","1","1","29","639","0","26","21","26","26","0","10","26","26","0","0","26","0","0","203800","26","0","26","26","26","0","620380026","5057","26","1"
"27","0","10","0","27","27","200000001","27","27","27","30","1","1","29","646","0","27","22","27","27","0","10","27","27","0","0","27","0","0","203800","27","0","27","27","27","0","620380027","5177","27","1"
"28","0","10","0","28","28","200000001","28","28","28","30","1","1","31","687","0","28","23","28","28","0","10","28","28","0","0","28","0","0","203800","28","0","28","28","28","0","620380028","5828","28","1"
"29","0","10","0","29","29","200000001","29","29","29","30","1","1","31","734","0","29","23","29","29","0","10","29","29","0","0","29","0","0","203800","29","0","29","29","29","0","620380029","6987","29","1"
"30","0","10","0","30","30","200000001","30","30","30","30","1","1","32","785","0","30","23","30","30","0","10","30","30","0","0","30","0","0","203800","30","0","30","30","30","0","620380030","7048","30","1"
"31","0","10","0","31","31","200000001","31","31","31","30","1","1","32","787","0","31","23","31","31","0","10","31","31","0","0","31","0","0","203800","31","0","31","31","31","0","620380031","7065","31","1"
"32","0","10","0","32","32","200000001","32","32","32","30","1","1","32","790","0","32","23","32","32","0","10","32","32","0","0","32","0","0","203800","32","0","32","32","32","0","620380032","7083","32","1"
"33","0","10","0","33","33","200000001","33","33","33","30","1","1","32","792","0","33","23","33","33","0","10","33","33","0","0","33","0","0","203800","33","0","33","33","33","0","620380033","7100","33","1"
"34","0","10","0","34","34","200000001","34","34","34","30","1","1","32","794","0","34","23","34","34","0","10","34","34","0","0","34","0","0","203800","34","0","34","34","34","0","620380034","8247","34","1"
"35","0","10","0","35","35","200000001","35","35","35","30","1","1","33","800","0","35","23","35","35","0","10","35","35","0","0","35","0","0","203800","35","0","35","35","35","0","620380035","8333","35","1"
"36","0","10","0","36","36","200000001","36","36","36","30","1","1","33","845","0","36","23","36","36","0","10","36","36","0","0","36","0","0","203800","36","0","36","36","36","0","620380036","9048","36","1"
"37","0","10","0","37","37","200000001","37","37","37","30","1","1","36","936","0","37","25","37","37","0","10","37","37","0","0","37","0","0","203800","37","0","37","37","37","0","620380037","10059","37","1"
"38","0","10","0","38","38","200000001","38","38","38","30","1","1","48","1026","0","38","35","38","38","0","10","38","38","0","0","38","0","0","203800","38","0","38","38","38","0","620380038","11070","38","1"
"39","0","10","0","39","39","200000001","39","39","39","30","1","1","48","1143","0","39","35","39","39","0","10","39","39","0","0","39","0","0","203800","39","0","39","39","39","0","620380039","12186","39","1"
"40","0","10","0","40","40","200000001","40","40","40","30","1","1","48","1260","0","40","35","40","40","0","10","40","40","0","0","40","0","0","203800","40","0","40","40","40","0","620380040","13301","40","1"
"41","0","10","0","41","41","200000001","41","41","41","30","1","1","49","1371","0","41","36","41","41","0","10","41","41","0","0","41","0","0","203800","41","0","41","41","41","0","620380041","16708","41","1"
"42","0","10","0","42","42","200000001","42","42","42","30","1","1","50","1481","0","42","36","42","42","0","10","42","42","0","0","42","0","0","203800","42","0","42","42","42","0","620380042","20115","42","1"
"43","0","10","0","43","43","200000001","43","43","43","30","1","1","51","1484","0","43","37","43","43","0","10","43","43","0","0","43","0","0","203800","43","0","43","43","43","0","620380043","20209","43","1"
"44","0","10","0","44","44","200000001","44","44","44","30","1","1","52","1488","0","44","37","44","44","0","10","44","44","0","0","44","0","0","203800","44","0","44","44","44","0","620380044","20302","44","1"
"45","0","10","0","45","45","200000001","45","45","45","30","1","1","53","1491","0","45","38","45","45","0","10","45","45","0","0","45","0","0","203800","45","0","45","45","45","0","620380045","20396","45","1"
"46","0","10","0","46","46","200000001","46","46","46","30","1","1","56","1536","0","46","40","46","46","0","10","46","46","0","0","46","0","0","203800","46","0","46","46","46","0","620380046","21500","46","1"
"47","0","10","0","47","47","200000001","47","47","47","30","1","1","58","1581","0","47","42","47","47","0","10","47","47","0","0","47","0","0","203800","47","0","47","47","47","0","620380047","22604","47","1"
"48","0","10","0","48","48","200000001","48","48","48","30","1","1","60","1623","0","48","45","48","48","0","10","48","48","0","0","48","0","0","203800","48","0","48","48","48","0","620380048","22604","48","1"
"49","0","10","0","49","49","200000001","49","49","49","30","1","1","63","1664","0","49","47","49","49","0","10","49","49","0","0","49","0","0","203800","49","0","49","49","49","0","620380049","22604","49","1"
"50","0","10","0","50","50","200000001","50","50","50","30","1","1","65","1698","0","50","50","50","50","0","10","50","50","0","0","50","0","0","203800","50","0","50","50","50","0","620380050","22604","50","1"
"51","0","10","0","51","51","200000001","51","51","51","30","1","1","66","1732","0","51","51","51","51","0","10","51","51","0","0","51","0","0","203800","51","0","51","51","51","0","620380051","22604","51","1"
"52","0","10","0","52","52","200000001","52","52","52","30","1","1","66","1766","0","52","51","52","52","0","10","52","52","0","0","52","0","0","203800","52","0","52","52","52","0","620380052","22604","52","1"
"53","0","10","0","53","53","200000001","53","53","53","30","1","1","66","1800","0","53","51","53","53","0","10","53","53","0","0","53","0","0","203800","53","0","53","53","53","0","620380053","23104","53","1"
