561a63b55a85e1bf32bc38fa5407c4a485b0e66f0bbc2aac5bcb682d5cedf910,ba34a57b92ee2d2b8ee254dad3fe1508af5a87bb65d478c8808df06272825d4f,33ec32f4d743881ed3fc6973027602b4e8b92d3ec32979ebf92e7b72cc7344c7,d417154f8dcc4d084631ca19f12b7eec40dd509142050dbd8dd19d018ea227fd,bcf4ff2d72c00b30ad96d1492a611dceb71d0bae01855d9c99bc7bef89a37629,49b6b028bd300bf607b31552713cb598e4605438cfe0a56fcc7706483aa48318,d6d988cdf8e33aef1b5d51624eee7332519d119b0b658c938a761b165badbf37,cb31d55783139904b6e1590b87e784ba2c8d3b5f9bfd786bf8386af12a17c502,6584f5221bebd5349a1f894163af0753f996b1e4135b186c23566209f8cd65c4,931b9be1e1183295d04ca2091d3a9a07e2511cd1d5bae9645de529ba0529939b,d0d935590f2962bc672b8a900730e8edaa01f42fe0c6a54cec7a9d4972b11f73,babd37bd61ca21e45fa7cbbbd91cddd45003e1e264ec19127bca299d74938c40,2179b5a2e1949bc88a653577abb040c310069553fc87bf80cd79e5eaaf3f2f72,b1ccd1cd5ae49fbadf86a468994a5563de8dd2e982735b1873e36b6ae1a79e80,88f45e9175462ff91acb8a7d48449da930c3371ed56f82476e67bfd67a3f71fb
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81152004","0","6011","5","0","9015","10152","1","601","2024/08/31 12:00:00","2024/09/25 20:59:59","10152104","0","81152004"
"EXHIBITION＋のMODE1をクリアしよう","81152011","0","6013","1","0","9023","10152","1","601","2024/08/31 12:00:00","2024/09/25 20:59:59","10152111","0","81152011"
"EXHIBITION＋のMODE2をクリアしよう","81152012","0","6013","2","0","9023","10152","1","601","2024/08/31 12:00:00","2024/09/25 20:59:59","10152112","0","81152012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81152013","0","6013","5","0","9022","10152","1","601","2024/08/31 12:00:00","2024/09/25 20:59:59","10152113","0","81152013"
"SPECIALのMODE1をクリアしよう","81153001","0","6011","1","0","9016","10153","1","601","2024/09/15 15:00:00","2024/09/25 20:59:59","10153101","0","81153001"
"SPECIALのMODE2をクリアしよう","81153002","0","6011","2","0","9016","10153","1","601","2024/09/15 15:00:00","2024/09/25 20:59:59","10153102","0","81153002"
"SPECIALのボスを討伐しよう","81153003","0","6011","3","0","9016","10153","1","601","2024/09/15 15:00:00","2024/09/25 20:59:59","10153103","0","81153003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81153008","0","6011","5","0","9015","10153","1","601","2024/09/15 15:00:00","2024/09/25 20:59:59","10153104","0","81153004"
"SPECIALのMODE1をクリアしよう","81154001","0","6011","1","0","9016","10154","1","601","2024/09/30 12:00:00","2024/10/18 14:59:59","10154101","0","81154001"
"SPECIALのMODE2をクリアしよう","81154002","0","6011","2","0","9016","10154","1","601","2024/09/30 12:00:00","2024/10/18 14:59:59","10154102","0","81154002"
"SPECIALのボスを討伐しよう","81154003","0","6011","3","0","9016","10154","1","601","2024/09/30 12:00:00","2024/10/18 14:59:59","10154103","0","81154003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81154004","0","6011","5","0","9015","10154","1","601","2024/09/30 12:00:00","2024/10/18 14:59:59","10154104","0","81154004"
"EXHIBITION＋のMODE1をクリアしよう","81154011","0","6013","1","0","9023","10154","1","601","2024/09/30 12:00:00","2024/10/18 14:59:59","10154111","0","81154011"
"EXHIBITION＋のMODE2をクリアしよう","81154012","0","6013","2","0","9023","10154","1","601","2024/09/30 12:00:00","2024/10/18 14:59:59","10154112","0","81154012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81154013","0","6013","5","0","9022","10154","1","601","2024/09/30 12:00:00","2024/10/18 14:59:59","10154113","0","81154013"
"SPECIALのMODE1をクリアしよう","81155001","0","6011","1","0","9016","10155","1","601","2024/10/16 12:00:00","2024/10/25 14:59:59","10155101","0","81155001"
"SPECIALのMODE2をクリアしよう","81155002","0","6011","2","0","9016","10155","1","601","2024/10/16 12:00:00","2024/10/25 14:59:59","10155102","0","81155002"
"SPECIALのボスを討伐しよう","81155003","0","6011","3","0","9016","10155","1","601","2024/10/16 12:00:00","2024/10/25 14:59:59","10155103","0","81155003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81155004","0","6011","5","0","9015","10155","1","601","2024/10/16 12:00:00","2024/10/25 14:59:59","10155104","0","81155004"
"SPECIALのMODE1をクリアしよう","81156001","0","6011","1","0","9016","10156","1","601","2024/10/31 12:00:00","2024/11/18 14:59:59","10156101","0","81156001"
"SPECIALのMODE2をクリアしよう","81156002","0","6011","2","0","9016","10156","1","601","2024/10/31 12:00:00","2024/11/18 14:59:59","10156102","0","81156002"
"SPECIALのボスを討伐しよう","81156003","0","6011","3","0","9016","10156","1","601","2024/10/31 12:00:00","2024/11/18 14:59:59","10156103","0","81156003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81156004","0","6011","5","0","9015","10156","1","601","2024/10/31 12:00:00","2024/11/18 14:59:59","10156104","0","81156004"
"EXHIBITION＋のMODE1をクリアしよう","81156011","0","6013","1","0","9023","10156","1","601","2024/10/31 12:00:00","2024/11/18 14:59:59","10156111","0","81156011"
"EXHIBITION＋のMODE2をクリアしよう","81156012","0","6013","2","0","9023","10156","1","601","2024/10/31 12:00:00","2024/11/18 14:59:59","10156112","0","81156012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81156013","0","6013","5","0","9022","10156","1","601","2024/10/31 12:00:00","2024/11/18 14:59:59","10156113","0","81156013"
"SPECIALのMODE1をクリアしよう","81157001","0","6011","1","0","9016","10157","1","601","2024/11/16 12:00:00","2024/11/25 14:59:59","10157101","0","81157001"
"SPECIALのMODE2をクリアしよう","81157002","0","6011","2","0","9016","10157","1","601","2024/11/16 12:00:00","2024/11/25 14:59:59","10157102","0","81157002"
"SPECIALのボスを討伐しよう","81157003","0","6011","3","0","9016","10157","1","601","2024/11/16 12:00:00","2024/11/25 14:59:59","10157103","0","81157003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81157004","0","6011","5","0","9015","10157","1","601","2024/11/16 12:00:00","2024/11/25 14:59:59","10157104","0","81157004"
"SPECIALのMODE1をクリアしよう","81158001","0","6011","1","0","9016","10158","1","601","2024/11/30 12:00:00","2024/12/18 14:59:59","10158101","0","81158001"
"SPECIALのMODE2をクリアしよう","81158002","0","6011","2","0","9016","10158","1","601","2024/11/30 12:00:00","2024/12/18 14:59:59","10158102","0","81158002"
"SPECIALのボスを討伐しよう","81158003","0","6011","3","0","9016","10158","1","601","2024/11/30 12:00:00","2024/12/18 14:59:59","10158103","0","81158003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81158004","0","6011","5","0","9015","10158","1","601","2024/11/30 12:00:00","2024/12/18 14:59:59","10158104","0","81158004"
"EXHIBITION＋のMODE1をクリアしよう","81158011","0","6013","1","0","9023","10158","1","601","2024/11/30 12:00:00","2024/12/18 14:59:59","10158111","0","81158011"
"EXHIBITION＋のMODE2をクリアしよう","81158012","0","6013","2","0","9023","10158","1","601","2024/11/30 12:00:00","2024/12/18 14:59:59","10158112","0","81158012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81158013","0","6013","5","0","9022","10158","1","601","2024/11/30 12:00:00","2024/12/18 14:59:59","10158113","0","81158013"
"SPECIALのMODE1をクリアしよう","81159001","0","6011","1","0","9016","10159","1","601","2024/12/16 12:00:00","2024/12/25 14:59:59","10159101","0","81159001"
"SPECIALのMODE2をクリアしよう","81159002","0","6011","2","0","9016","10159","1","601","2024/12/16 12:00:00","2024/12/25 14:59:59","10159102","0","81159002"
"SPECIALのボスを討伐しよう","81159003","0","6011","3","0","9016","10159","1","601","2024/12/16 12:00:00","2024/12/25 14:59:59","10159103","0","81159003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81159004","0","6011","5","0","9015","10159","1","601","2024/12/16 12:00:00","2024/12/25 14:59:59","10159104","0","81159004"
"SPECIALのMODE1をクリアしよう","81160001","0","6011","1","0","9016","10160","1","601","2024/12/31 12:00:00","2025/01/18 14:59:59","10160101","0","81160001"
"SPECIALのMODE2をクリアしよう","81160002","0","6011","2","0","9016","10160","1","601","2024/12/31 12:00:00","2025/01/18 14:59:59","10160102","0","81160002"
"SPECIALのボスを討伐しよう","81160003","0","6011","3","0","9016","10160","1","601","2024/12/31 12:00:00","2025/01/18 14:59:59","10160103","0","81160003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81160004","0","6011","5","0","9015","10160","1","601","2024/12/31 12:00:00","2025/01/18 14:59:59","10160104","0","81160004"
"EXHIBITION＋のMODE1をクリアしよう","81160011","0","6013","1","0","9023","10160","1","601","2024/12/31 12:00:00","2025/01/18 14:59:59","10160111","0","81160011"
"EXHIBITION＋のMODE2をクリアしよう","81160012","0","6013","2","0","9023","10160","1","601","2024/12/31 12:00:00","2025/01/18 14:59:59","10160112","0","81160012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81160013","0","6013","5","0","9022","10160","1","601","2024/12/31 12:00:00","2025/01/18 14:59:59","10160113","0","81160013"
"SPECIALのMODE1をクリアしよう","81161001","0","6011","1","0","9016","10161","1","601","2025/01/16 12:00:00","2025/01/25 14:59:59","10161103","0","81161001"
"SPECIALのMODE2をクリアしよう","81161002","0","6011","2","0","9016","10161","1","601","2025/01/16 12:00:00","2025/01/25 14:59:59","10161104","0","81161002"
"SPECIALのボスを討伐しよう","81161003","0","6011","3","0","9016","10161","1","601","2025/01/16 12:00:00","2025/01/25 14:59:59","10161105","0","81161003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81161004","0","6011","5","0","9015","10161","1","601","2025/01/16 12:00:00","2025/01/25 14:59:59","10161106","0","81161004"
"SPECIALのMODE1をクリアしよう","81163001","0","6011","1","0","9016","10163","1","601","2025/02/16 12:00:00","2025/02/25 14:59:59","10163103","0","81163001"
"SPECIALのMODE2をクリアしよう","81163002","0","6011","2","0","9016","10163","1","601","2025/02/16 12:00:00","2025/02/25 14:59:59","10163104","0","81163002"
"SPECIALのボスを討伐しよう","81163003","0","6011","3","0","9016","10163","1","601","2025/02/16 12:00:00","2025/02/25 14:59:59","10163105","0","81163003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81163004","0","6011","5","0","9015","10163","1","601","2025/02/16 12:00:00","2025/02/25 14:59:59","10163106","0","81163004"
"SPECIALの赤い霧の精霊のMODE1をクリアしよう","81164001","0","6011","1","0","9016","10164","1","601","2025/03/10 12:00:00","2025/03/26 14:59:59","10164103","0","81164001"
"SPECIALの赤い霧の精霊のMODE2をクリアしよう","81164002","0","6011","2","0","9016","10164","1","601","2025/03/10 12:00:00","2025/03/26 14:59:59","10164104","0","81164002"
"SPECIALの赤い霧の精霊を討伐しよう","81164003","0","6011","3","0","9016","10164","1","601","2025/03/10 12:00:00","2025/03/26 14:59:59","10164105","0","81164003"
"SPECIALかEXHIBITIONで赤い霧の精霊を5回以内に討伐しよう","81164004","0","6011","5","0","9015","10164","1","601","2025/03/10 12:00:00","2025/03/26 14:59:59","10164106","0","81164004"
"SPECIALの顕れる苦衷 アイラ＆シナツのMODE1をクリアしよう","81165001","0","6011","1","0","9016","10165","1","601","2025/03/15 12:00:00","2025/03/26 14:59:59","10165103","0","81165001"
"SPECIALの顕れる苦衷 アイラ＆シナツのMODE2をクリアしよう","81165002","0","6011","2","0","9016","10165","1","601","2025/03/15 12:00:00","2025/03/26 14:59:59","10165104","0","81165002"
"SPECIALの顕れる苦衷 アイラ＆シナツを討伐しよう","81165003","0","6011","3","0","9016","10165","1","601","2025/03/15 12:00:00","2025/03/26 14:59:59","10165105","0","81165003"
"SPECIALかEXHIBITIONで顕れる苦衷 アイラ＆シナツを5回以内に討伐しよう","81165004","0","6011","5","0","9015","10165","1","601","2025/03/15 12:00:00","2025/03/26 14:59:59","10165106","0","81165004"
"SPECIALのMODE1をクリアしよう","81166001","0","6011","1","0","9016","10166","1","601","2025/04/16 12:00:00","2025/04/25 14:59:59","10166101","0","81166001"
"SPECIALのMODE2をクリアしよう","81166002","0","6011","2","0","9016","10166","1","601","2025/04/16 12:00:00","2025/04/25 14:59:59","10166102","0","81166002"
"SPECIALのボスを討伐しよう","81166003","0","6011","3","0","9016","10166","1","601","2025/04/16 12:00:00","2025/04/25 14:59:59","10166103","0","81166003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81166004","0","6011","5","0","9015","10166","1","601","2025/04/16 12:00:00","2025/04/25 14:59:59","10166104","0","81166004"
"SPECIALのMODE1をクリアしよう","81167001","0","6011","1","0","9016","10167","1","601","2025/05/16 12:00:00","2025/05/25 14:59:59","10167101","0","81167001"
"SPECIALのMODE2をクリアしよう","81167002","0","6011","2","0","9016","10167","1","601","2025/05/16 12:00:00","2025/05/25 14:59:59","10167102","0","81167002"
"SPECIALのボスを討伐しよう","81167003","0","6011","3","0","9016","10167","1","601","2025/05/16 12:00:00","2025/05/25 14:59:59","10167103","0","81167003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81167004","0","6011","5","0","9015","10167","1","601","2025/05/16 12:00:00","2025/05/25 14:59:59","10167104","0","81167004"
"SPECIALのMODE1をクリアしよう","81168001","0","6011","1","0","9016","10168","1","601","2025/06/17 12:00:00","2025/06/26 14:59:59","10168101","0","81168001"
"SPECIALのMODE2をクリアしよう","81168002","0","6011","2","0","9016","10168","1","601","2025/06/17 12:00:00","2025/06/26 14:59:59","10168102","0","81168002"
"SPECIALのボスを討伐しよう","81168003","0","6011","3","0","9016","10168","1","601","2025/06/17 12:00:00","2025/06/26 14:59:59","10168103","0","81168003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81168004","0","6011","5","0","9015","10168","1","601","2025/06/17 12:00:00","2025/06/26 14:59:59","10168104","0","81168004"
"SPECIALのMODE1をクリアしよう","81169001","0","6011","1","0","9016","10169","1","601","2025/07/16 12:00:00","2025/07/25 14:59:59","10169101","0","81169001"
"SPECIALのMODE2をクリアしよう","81169002","0","6011","2","0","9016","10169","1","601","2025/07/16 12:00:00","2025/07/25 14:59:59","10169102","0","81169002"
"SPECIALのボスを討伐しよう","81169003","0","6011","3","0","9016","10169","1","601","2025/07/16 12:00:00","2025/07/25 14:59:59","10169103","0","81169003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81169004","0","6011","5","0","9015","10169","1","601","2025/07/16 12:00:00","2025/07/25 14:59:59","10169104","0","81169004"
"SPECIALのMODE1をクリアしよう","81170001","0","6011","1","0","9016","10170","1","601","2025/08/16 12:00:00","2025/08/25 14:59:59","10170101","0","81170001"
"SPECIALのMODE2をクリアしよう","81170002","0","6011","2","0","9016","10170","1","601","2025/08/16 12:00:00","2025/08/25 14:59:59","10170102","0","81170002"
"SPECIALのボスを討伐しよう","81170003","0","6011","3","0","9016","10170","1","601","2025/08/16 12:00:00","2025/08/25 14:59:59","10170103","0","81170003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81170004","0","6011","5","0","9015","10170","1","601","2025/08/16 12:00:00","2025/08/25 14:59:59","10170104","0","81170004"
"SPECIALのMODE1をクリアしよう","81171001","0","6011","1","0","9016","10171","1","601","2025/09/17 12:00:00","2025/09/26 14:59:59","10171101","0","81171001"
"SPECIALのMODE2をクリアしよう","81171002","0","6011","2","0","9016","10171","1","601","2025/09/17 12:00:00","2025/09/26 14:59:59","10171102","0","81171002"
"SPECIALのボスを討伐しよう","81171003","0","6011","3","0","9016","10171","1","601","2025/09/17 12:00:00","2025/09/26 14:59:59","10171103","0","81171003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81171004","0","6011","5","0","9015","10171","1","601","2025/09/17 12:00:00","2025/09/26 14:59:59","10171104","0","81171004"
"SPECIALのMODE1をクリアしよう","81172001","0","6011","1","0","9016","10172","1","601","2025/10/10 12:00:00","2025/10/24 20:59:59","10172101","0","81172001"
"SPECIALのMODE2をクリアしよう","81172002","0","6011","2","0","9016","10172","1","601","2025/10/10 12:00:00","2025/10/24 20:59:59","10172102","0","81172002"
"SPECIALのボスを討伐しよう","81172003","0","6011","3","0","9016","10172","1","601","2025/10/10 12:00:00","2025/10/24 20:59:59","10172103","0","81172003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81172004","0","6011","5","0","9015","10172","1","601","2025/10/10 12:00:00","2025/10/24 20:59:59","10172104","0","81172004"
"スペシャルバトルのボスのHPを86500000まで減らそう","81181001","0","6011","1","1","9018","10118","10000000","601","2023/04/30 12:00:00","2023/05/18 14:59:59","10118103","0","81181001"
"スペシャルバトルのボスのHPを76500000まで減らそう","81181002","0","6011","1","1","9018","10118","20000000","601","2023/04/30 12:00:00","2023/05/18 14:59:59","10118104","0","81181002"
"スペシャルバトルのMODE1をクリアしよう","81181003","0","6011","1","0","9016","10118","1","601","2023/04/30 12:00:00","2023/05/18 14:59:59","10118105","0","81181003"
"スペシャルバトルのボスのHPを57900000まで減らそう","81181004","0","6011","1","1","9018","10118","38600000","601","2023/04/30 12:00:00","2023/05/18 14:59:59","10118106","0","81181004"
"スペシャルバトルのボスのHPを49200000まで減らそう","81181005","0","6011","1","1","9018","10118","47300000","601","2023/04/30 12:00:00","2023/05/18 14:59:59","10118107","0","81181005"
"スペシャルバトルのMODE2をクリアしよう","81181006","0","6011","2","0","9016","10118","1","601","2023/04/30 12:00:00","2023/05/18 14:59:59","10118108","0","81181006"
