a28a78c26989ecea0afc7be1469635b7d430c3e4045b70784694fc9c432b4c22,4c8cafdcefcefa69a9f4885cfeabac749b9be910f2ba0481e5ea253140cde71c,b2ec24f1f6530225de328a2fbe94dda957003049c8d6bcc6f790a7ab66a18670,3fd90cedd8a69c7afd416ae594fd0b903f87ec300e29701e04fdfd6a1ef2c44e,5c2625e1bcb4f83333b6a51d44c745297a83d8967647afbe4808ae475bc1c43c
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","84001047","17","1492"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","84001047","boss_def_lower_limit","1493"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","84001047","boss_magic_def_lower_limit","1494"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","84001047","9","1495"
"光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","84001048","15","1496"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","深域モンスター","84001048","11","1497"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","84001048","17","1498"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","84001048","boss_def_lower_limit","1499"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","84001048","boss_magic_def_lower_limit","1500"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","84001048","9","1501"
"光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","84001049","15","1502"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","深域モンスター","84001049","11","1503"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","84001049","17","1504"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","84001049","boss_def_lower_limit","1505"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","84001049","boss_magic_def_lower_limit","1506"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","84001049","9","1507"
"光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","84001050","15","1508"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","深域モンスター","84001050","11","1509"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","84001050","17","1510"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","84001050","boss_def_lower_limit","1511"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","84001050","boss_magic_def_lower_limit","1512"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","84001050","9","1513"
"バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","84001050","boss_tp_down_cut","1514"
"バトル開始時、すべてのキャラの行動速度を大ダウンさせる。","行動速度ダウン","84001050","4","1515"
"闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","闇属性ボーナス特大アップ","85001041","16","1516"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","深域モンスター","85001041","11","1517"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","85001041","17","1518"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","85001041","boss_def_lower_limit","1519"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","85001041","boss_magic_def_lower_limit","1520"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","85001041","9","1521"
"闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","闇属性ボーナス特大アップ","85001042","16","1522"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","深域モンスター","85001042","11","1523"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","85001042","17","1524"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","85001042","boss_def_lower_limit","1525"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","85001042","boss_magic_def_lower_limit","1526"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","85001042","9","1527"
"闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","闇属性ボーナス特大アップ","85001043","16","1528"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","深域モンスター","85001043","11","1529"
