542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596
"0.2","1007416","1","","","mhp_walk","3","","103111","1007416020",""
"","1007416","-220","0","4","-300","2","","103111","1007416021",""
"","1007416","-220","0","4","-200","2","","31","1007416022",""
"","1007416","","","","","91","","0","1007416023",""
"0.2","1007416","0","0","","mhp_idle_sad","3","","103111","1007416024",""
"","1007416","","","","","91","","0","1007416025",""
"0.2","1007416","1","0","","mhp_idle_sad","3","","103111","1007416026",""
"","1007416","","","","","91","","0","1007416027",""
"0.2","1007416","1","","","mhp_skull_talk","3","","31","1007416028",""
"","1007416","0","","0","vo_mhp_6002","21","","vo_mhp_1007416","1007416029",""
"0","1007416","6","0","1","どうだシノブ、この部屋からすさまじい\n霊の気配を感じるだろう？","11","0","31","1007416030","0.5"
"","1007416","","","","","91","","0","1007416031",""
"0.2","1007416","1","","","mhp_skull_idle","3","","31","1007416032",""
"0.2","1007416","1","0","","mhp_talk_sad","3","","103111","1007416033",""
"","1007416","0","","0","vo_mhp_6003","21","","vo_mhp_1007416","1007416034",""
"0","1007416","6","0","1","お父さん本当なの？\n私には何も感じられないけど……","11","0","103111","1007416035","0.5"
"","1007416","","","","","91","","0","1007416036",""
"0.2","1007416","1","","","mhp_idle_sad","3","","103111","1007416037",""
"0.2","1007416","1","","","mhp_skull_talk","3","","31","1007416038",""
"","1007416","0","","0","vo_mhp_6004","21","","vo_mhp_1007416","1007416039",""
"0","1007416","6","0","1","見ろ！\nやはりオレ好みの超絶美人だ！\nくーっ、程よく熟れた感じがたまらん！","11","0","31","1007416040","1"
"","1007416","","","","1","93","","3","1007416041",""
"0.2","1007416","0","1","mhp_skull_excite_loop","mhp_skull_excite_in","3","0","31","1007416042",""
"","1007416","","","","","91","","1007416040","1007416043",""
"0.2","1007416","1","0","","mhp_sit_talk_worry","3","","117631","1007416044",""
"","1007416","0","","0","vo_mhp_6005","21","","vo_mhp_1007416","1007416045",""
"0","1007416","6","0","1","うわ、何？　ドクロが喋ってるの？\n気持ち悪いな……","11","0","117631","1007416046","0.5"
"","1007416","","","","","91","","0","1007416047",""
"0.2","1007416","1","0","","mhp_sit_idle_sad","3","","117631","1007416048",""
"0.2","1007416","1","0","","mhp_talk_worry","3","","103111","1007416049",""
"","1007416","0","","0","vo_mhp_6006","21","","vo_mhp_1007416","1007416050",""
"0","1007416","6","0","1","いきなりすみません\nすぐ帰りますので……","11","0","103111","1007416051","0.5"
"","1007416","","","","","91","","0","1007416052",""
"0.2","1007416","1","","","mhp_skull_talk","3","","31","1007416053",""
"0.2","1007416","1","","","mhp_idle_worry","3","","103111","1007416054",""
"","1007416","0","","0","vo_mhp_6007","21","","vo_mhp_1007416","1007416055",""
"0","1007416","6","0","1","ま、待てシノブ！　まだあの女医さんと\n話してないんだぞ！","11","0","31","1007416056","0.5"
"","1007416","","","","","91","","0","1007416057",""
"","1007416","","","","0","22","","0","1007416058",""
"","1007416","0","","","1007416062","103","","燃えないゴミの日っていつだったかしら。","1007416059",""
"","1007416","0","","","1007416075","103","","しゃべるドクロ、切りがいがあるわね。","1007416060",""
"","1007416","0","","","1007416088","103","","無言で眼帯をとる。","1007416061",""
"0.2","1007416","1","","","mhp_sit_idle_bitter2","3","","117531","1007416062",""
"","1007416","","","","","93","","0.5","1007416063",""
"0.2","1007416","0","1","mhp_skull_trouble_loop","mhp_skull_trouble_in","3","0","31","1007416064",""
"","1007416","0","","0","vo_mhp_6008","21","","vo_mhp_1007416","1007416065",""
"0","1007416","6","0","1","ひっ！　な、なんて冷たい目なんだ……\nで、でもサイコーにゾクゾクするぅ！","11","0","31","1007416066","0.5"
"","1007416","","","","1","93","","6","1007416067",""
"0.2","1007416","0","1","mhp_skull_excite_loop","mhp_skull_excite_in","3","0","31","1007416068",""
"","1007416","","","","","91","","1007416066","1007416069",""
"0.2","1007416","1","","","mhp_talk_sad2","3","","103111","1007416070",""
"","1007416","0","","0","vo_mhp_6009","21","","vo_mhp_1007416","1007416071",""
"0","1007416","7","0","1","お父さん、少し黙って。","11","0","103111","1007416072","0.5"
"","1007416","","","","","91","","0","1007416073",""
"","1007416","","","","","101","","1007416097","1007416074",""
"0.2","1007416","1","","","mhp_sit_idle_bitter2","3","","117531","1007416075",""
"","1007416","","","","","93","","0.5","1007416076",""
"0.2","1007416","0","1","mhp_skull_trouble_loop","mhp_skull_trouble_in","3","0","31","1007416077",""
"","1007416","0","","0","vo_mhp_6010","21","","vo_mhp_1007416","1007416078",""
"0","1007416","5","0","1","うひぃ！　解剖は勘弁……でも\nあの美しい手で触れられるのかと思うと\nなんだか興奮するな……！","11","0","31","1007416079","0.5"
"","1007416","","","","1","93","","9","1007416080",""
"0.2","1007416","0","1","mhp_skull_excite_loop","mhp_skull_excite_in","3","0","31","1007416081",""
"","1007416","","","","","91","","1007416079","1007416082",""
"0.2","1007416","1","0","","mhp_talk_sad2","3","","103111","1007416083",""
"","1007416","0","","0","vo_mhp_6011","21","","vo_mhp_1007416","1007416084",""
"0","1007416","7","0","1","お父さん、気持ち悪いよ。","11","0","103111","1007416085","0.5"
"","1007416","","","","","91","","0","1007416086",""
"","1007416","","","","","101","","1007416097","1007416087",""
"0.2","1007416","0","1","mhp_mitsuki_sit_kaihou_loop","mhp_mitsuki_sit_kaihou_in","3","0","117531","1007416088",""
"","1007416","","","","","93","","1","1007416089",""
"0.2","1007416","0","1","mhp_skull_trouble_loop","mhp_skull_trouble_in","3","0","31","1007416090",""
"","1007416","0","","0","vo_mhp_6012","21","","vo_mhp_1007416","1007416091",""
"0","1007416","6","0","1","ま、待て待て！　アレはダメだ\nオレの第六感が全力で逃げろと\n告げている！\nシノブ、退散だ！　たいさーん！","11","0","31","1007416092","0.5"
"","1007416","","","","","91","","0","1007416093",""
"0.2","1007416","1","0","","mhp_talk_sad2","3","","103111","1007416094",""
"","1007416","0","","0","vo_mhp_6013","21","","vo_mhp_1007416","1007416095",""
"0","1007416","6","0","1","そう？　少しくらい痛い目を見た方が\nいいと思うけど？","11","0","103111","1007416096","0.5"
"","1007416","","","","","91","","0","1007416097",""
"","1007416","","","","","93","","1","1007416098",""
"0.2","1007416","1","0","","mhp_talk_sad","3","","103111","1007416099",""
"","1007416","0","","0","vo_mhp_6014","21","","vo_mhp_1007416","1007416100",""
"0","1007416","6","0","1","お騒がせしました……\nこのお詫びは後日改めて\nさせていただきます。","11","0","103111","1007416101","0.5"
"","1007416","","","","","91","","0","1007416102",""
"","1007416","","","","0","22","","0","1007416103",""
"0.2","1007416","0","1","mhp_idle_normal","mhp_shinobu_bow","3","0.2","103111","1007416104",""
"","1007416","","","","","93","","4","1007416105",""
"0.2","1007416","1","0","","mhp_walk","3","","103111","1007416106",""
"","1007416","","","","1","4","","103111","1007416107",""
"","1007416","","","","1","4","","31","1007416108",""
"","1007416","-220","0","5","-1100","2","","103111","1007416109",""
"","1007416","-220","0","2","-1000","2","","31","1007416110",""
"","1007416","","","","","93","","4","1007416111",""
"","1007416","","","","","91","","0","1007416112",""
"0.2","1007416","1","","","mhp_sit_talk_worry","3","","117631","1007416113",""
"","1007416","0","","0","vo_mhp_6015","21","","vo_mhp_1007416","1007416114",""
"","1007416","6","0","1","な、なんだったのアレ……","11","0","117631","1007416115","0.5"
"","1007416","","","","","91","","0","1007416116",""
"","1007416","","","","0","22","","0","1007416117",""
"","1007416","","","","","91","","0","1007416118",""
"1.7","1007417","100","-240","-1000","103111","1","0","1","1007417001","mhp_idle_normal"
"1.7","1007417","100","-200","365","117631","1","1","1","1007417002","mhp_sit_idle"
"1.7","1007417","104","-220","185","117531","1","1","1","1007417003","mhp_sit_idle"
"1","1007417","-240","0.85","-154","1","31","","1","1007417004",""
"0","1007417","173","1","-237","120","31","","20","1007417005",""
"0","1007417","0","1","160","130","31","","30","1007417006",""
"0","1007417","0","1","0","111","31","","11","1007417007",""
"1.7","1007417","110","-220","-200","11","5","0","1","1007417008","NoItem"
"1.7","1007417","105","-220","-200","12","5","0","1","1007417009","NoItem"
"1.7","1007417","110","-220","185","21","5","1","1","1007417010","NoItem"
"1.7","1007417","105","-220","185","22","5","1","1","1007417011","NoItem"
"0","1007417","1","0","1","1","6","0","11","1007417012",""
"0","1007417","1","0","1","1","6","0","12","1007417013",""
"0","1007417","1","0","1","1","6","0","21","1007417014",""
"0","1007417","1","0","1","1","6","0","22","1007417015",""
"","1007417","","","","","91","","0","1007417016",""
"0.2","1007417","1","","","mhp_sit_talk_normal","3","","117531","1007417017",""
"","1007417","0","","0","vo_mhp_6101","21","","vo_mhp_1007417","1007417018",""
"0","1007417","8","0","1","シノブさん、どうぞー","11","0","117531","1007417019","0.5"
"","1007417","","","","","91","","0","1007417020",""
"0.2","1007417","1","","","mhp_sit_idle","3","","117531","1007417021",""
"0.2","1007417","1","0","","mhp_walk","3","","103111","1007417022",""
"","1007417","-220","0","4","-200","2","","103111","1007417023",""
"","1007417","","","","","91","","0","1007417024",""
"0.2","1007417","0","0","","mhp_sit_in","3","","103111","1007417025",""
"","1007417","","","","","91","","0","1007417026",""
"0.2","1007417","1","0","","mhp_sit_idle_sad","3","","103111","1007417027",""
"","1007417","","","","","91","","0","1007417028",""
"0.2","1007417","1","0","","mhp_sit_talk_sad","3","","103111","1007417029",""
"","1007417","0","","0","vo_mhp_6102","21","","vo_mhp_1007417","1007417030",""
"0","1007417","5","0","1","失礼します\n先日は父が本当に申し訳\nありませんでした\nお詫びにうかがったのですが……","11","0","103111","1007417031","1"
"","1007417","","","","","91","","0","1007417032",""
"0.2","1007417","1","0","","mhp_sit_idle_sad","3","","103111","1007417033",""
"0.2","1007417","1","0","","mhp_sit_talk_normal","3","","117531","1007417034",""
"","1007417","0","","0","vo_mhp_6103","21","","vo_mhp_1007417","1007417035",""
"0","1007417","7","0","1","あら、わざわざありがとう。\n気にしなくていいのに。","11","0","117531","1007417036","0.5"
"","1007417","","","","","91","","0","1007417037",""
"0.2","1007417","1","0","","mhp_sit_idle","3","","117531","1007417038",""
"0.2","1007417","1","0","","mhp_sit_talk_wish2","3","","103111","1007417039",""
"","1007417","0","","0","vo_mhp_6104","21","","vo_mhp_1007417","1007417040",""
"0","1007417","7","0","1","そういうわけにはいきません。","11","0","103111","1007417041","0.5"
"","1007417","","","","","91","","0","1007417042",""
"0.2","1007417","1","0","","mhp_sit_idle_sad","3","","103111","1007417043",""
"0.2","1007417","1","0","","mhp_sit_talk_normal","3","","117531","1007417044",""
"","1007417","0","","0","vo_mhp_6105","21","","vo_mhp_1007417","1007417045",""
"0","1007417","6","0","1","律儀なのはいいけど\nあなた気苦労が多そうだから\nもう少し気楽にしてた方がいいわね。","11","0","117531","1007417046","0.5"
"","1007417","","","","","91","","0","1007417047",""
"0.2","1007417","1","0","","mhp_sit_idle","3","","117531","1007417048",""
"0.2","1007417","1","0","","mhp_sit_talk_sad","3","","103111","1007417049",""
"","1007417","0","","0","vo_mhp_6106","21","","vo_mhp_1007417","1007417050",""
"0","1007417","5","0","1","そう、ですか……別に父のせいという\nわけではないですが、\n育った環境が特殊だったので……","11","0","103111","1007417051","1"
"","1007417","","","","","91","","0","1007417052",""
"0.2","1007417","1","0","","mhp_sit_talk_sad2","3","","103111","1007417053",""
"","1007417","0","","0","vo_mhp_6107","21","","vo_mhp_1007417","1007417054",""
"0","1007417","6","0","1","ギルドメンバーと一緒にいる時でも\nみんなのように\n楽しそうに笑えない、といいますか。","11","0","103111","1007417055","0.5"
"","1007417","","","","","91","","0","1007417056",""
"0.2","1007417","1","0","","mhp_sit_talk_worry","3","","103111","1007417057",""
"","1007417","0","","0","vo_mhp_6108","21","","vo_mhp_1007417","1007417058",""
"0","1007417","6","0","1","笑顔がきちんとできないと\nやはりよくないでしょうか。","11","0","103111","1007417059","0.5"
"","1007417","","","","","91","","0","1007417060",""
"0.2","1007417","1","0","","mhp_sit_idle_sad","3","","103111","1007417061",""
"0.2","1007417","1","0","","mhp_sit_talk_normal","3","","117531","1007417062",""
"","1007417","0","","0","vo_mhp_6109","21","","vo_mhp_1007417","1007417063",""
"0","1007417","6","0","1","そんなことないわ。\n笑顔ができるからって\nまともな人間とは限らないもの。","11","0","117531","1007417064","0.5"
"","1007417","","","","","91","","0","1007417065",""
"0.2","1007417","1","0","","mhp_sit_talk_joy1","3","","117531","1007417066",""
"","1007417","0","","0","vo_mhp_6110","21","","vo_mhp_1007417","1007417067",""
"0","1007417","6","0","1","ウチのギルドなんてみんな\nニコニコしてるけど、基本ヤバめの\n子たちばかりよ。私を含めて、ね♪","11","0","117531","1007417068","0.5"
"","1007417","","","","","91","","0","1007417069",""
"0.2","1007417","1","0","","mhp_sit_talk_normal","3","","117531","1007417070",""
"","1007417","0","","0","vo_mhp_6111","21","","vo_mhp_1007417","1007417071",""
"0","1007417","6","0","1","それでもみんなすごく魅力的よ\n表情一つじゃ人の良さは判断できないし\nすべきではないわ。","11","0","117531","1007417072","0.5"
"","1007417","","","","","91","","0","1007417073",""
"0.2","1007417","1","0","","mhp_sit_talk_wish","3","","117531","1007417074",""
"","1007417","0","","0","vo_mhp_6112","21","","vo_mhp_1007417","1007417075",""
"0","1007417","7","0","1","あなたのことはまだよく知らないけれど\n笑顔ができないからって\n誤解されるような\n子じゃないってのは分かるわ。","11","0","117531","1007417076","0.5"
"","1007417","","","","","91","","0","1007417077",""
"0.2","1007417","1","0","","mhp_sit_talk_bitter","3","","117531","1007417078",""
"","1007417","0","","0","vo_mhp_6113","21","","vo_mhp_1007417","1007417079",""
"0","1007417","6","0","1","私は医者だから\n人を見る目はあるのよ♪","11","0","117531","1007417080","0.5"
"","1007417","","","","","91","","0","1007417081",""
"0.2","1007417","1","0","","mhp_sit_idle","3","","117531","1007417082",""
"0.2","1007417","1","0","","mhp_sit_talk_wish","3","","103111","1007417083",""
"","1007417","0","","0","vo_mhp_6114","21","","vo_mhp_1007417","1007417084",""
"0","1007417","6","0","1","……お医者さんって\n人生相談もするんですね。","11","0","103111","1007417085","0.5"
"","1007417","","","","","91","","0","1007417086",""
"0.2","1007417","1","0","","mhp_sit_idle_wish","3","","103111","1007417087",""
"0.2","1007417","1","0","","mhp_sit_talk_normal","3","","117531","1007417088",""
"","1007417","0","","0","vo_mhp_6115","21","","vo_mhp_1007417","1007417089",""
"0","1007417","6","0","1","本当は専門外だけど、迷える少年少女の\nカウンセリングくらいはできるわよ。","11","0","117531","1007417090","0.5"
"","1007417","","","","","91","","0","1007417091",""
"0.2","1007417","1","0","","mhp_sit_idle","3","","117531","1007417092",""
"0.2","1007417","1","0","","mhp_sit_talk_normal","3","","103111","1007417093",""
"","1007417","0","","0","vo_mhp_6116","21","","vo_mhp_1007417","1007417094",""
