008e8ceedb9e3a718c67847df7cb6ba43fce42af7e531bfa63fabfbf9905883d,c71728ea6f475203009f7c859316252812c5079ca0083b2c371f075097f91742,08bf7d63075eab7a931a8d43ce587799fd3116ff87b1b81c5969f61d054359b7,08eef09ad2dc09aaaf0941a9c4d91b2cc079dabb82b71b8de8d80166928ae204,3a5f6af322747637cac99633371f415731a5e47ca48e101913db549b1d2cac37,37d076043316c5e0fe8099448b70ff2ab322f8185d4a77468f838ccfeb8d68ba,eb800081d31058f1606161f6d55957fc3b4c7387125d90837093b076078e3493,64aa37d72ff26e9012978bd4518aafdaf47319580529e043f5e8f31b47019567,9ecfea11a3970038fd05950d6e1bf7c9785dc128b407714ef13f5279e844be80,b1781607922d264989d31c11dc1b2e5fa0d2a745215eb61dd7b3516fd0b0c217,ba6c39bdd91484e96668339813d69c0b282d3257f60db2be378496789fa9fe6b
"","38214050","38214","","","32","0","","","","701"
"","38214051","38214","","","93","","","","","0.4"
"","38214052","38214","0","","23","se_sys_login_birthday_cracker","","","","se_common"
"","38214053","38214","","","32","1","","","","700"
"","38214054","38214","0","","23","se_sys_login_birthday_calendar_applause","","","","se_common"
"0.2","38214055","38214","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_smile","1","103811"
"","38214056","38214","","","93","","","","","0.1"
"0.2","38214057","38214","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","102611"
"","38214058","38214","","","93","","","","","0.1"
"0.2","38214059","38214","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_doya","1","105211"
"","38214060","38214","","","93","","","","","2"
"","38214061","38214","","","131","","","","","1"
"","38214062","38214","0","","21","vo_wac_38214_000","","0","","vo_wac_38214"
"0","38214063","38214","10","0.5","11","みんな、今日はオラの誕生日を\n祝ってくれてあんがとな～♪\nそれで～……う～ん……！","0","1","1","103311"
"","38214064","38214","","","93","1","","","","6"
"","38214065","38214","1","","3","wac_birthday_talk_sad","0.2","","","103311"
"","38214066","38214","","","91","","","","","38214063"
"","38214067","38214","1","","3","wac_birthday_idle_sad","0.2","","","103311"
"","38214068","38214","1","","3","wac_birthday_talk_sad","0.2","","","103811"
"","38214069","38214","0","","21","vo_wac_38214_001","","0","","vo_wac_38214"
"0","38214070","38214","10","0.5","11","マヒルさん、どうしました……？\nもしかして、誕生日ケーキに\n変なところでも……？","0","1","1","103811"
"","38214071","38214","","","91","","","","","0"
"","38214072","38214","1","","3","wac_birthday_idle_normal","0.2","","","103811"
"","38214073","38214","1","","3","wac_birthday_talk_normal","0.2","","","103311"
"","38214074","38214","0","","21","vo_wac_38214_002","","0","","vo_wac_38214"
"0","38214075","38214","10","0.5","11","いや、そんなことねぇよ！？\n祝ってもらってすごくうれしいけんど、\nその気持ちをどんな素晴らしいギャグで\n表現すべきか悩んでんだべ……","0","1","1","103311"
"","38214076","38214","","","91","","","","","0"
"","38214077","38214","1","","3","wac_birthday_idle_normal","0.2","","","103311"
"","38214078","38214","1","","3","wac_birthday_talk_smile","0.2","","","102611"
"","38214079","38214","0","","21","vo_wac_38214_003","","0","","vo_wac_38214"
"0","38214080","38214","10","0.5","11","いやいや、紛らわしすぎるから。\n普通のお礼で十分でしょ、\n深刻そうなオーラ醸さないでよね？","0","1","1","102611"
"","38214081","38214","","","91","","","","","0"
"","38214082","38214","1","","3","wac_birthday_idle_smile","0.2","","","102611"
"","38214083","38214","1","","3","wac_birthday_talk_smile","0.2","","","105211"
"","38214084","38214","0","","21","vo_wac_38214_004","","0","","vo_wac_38214"
"0","38214085","38214","10","0.5","11","そうそう。\n難しい顔するより、\nみんなで楽しくおいしくケーキを\n食べましょう♪","0","1","1","105211"
"","38214086","38214","","","91","","","","","0"
"","38214087","38214","1","","3","wac_birthday_idle_smile","0.2","","","105211"
"","38214088","38214","1","","3","wac_birthday_talk_smile","0.2","","","103311"
"","38214089","38214","0","","21","vo_wac_38214_005","","0","","vo_wac_38214"
"0","38214090","38214","10","0.5","11","いや、みんなにきちんと\nギャグでお返ししてぇべ！　……あ！\nバースデーは、とばーすでー！\nさ、今年も飛ばしてくど！","0","1","1","103311"
"","38214091","38214","","","91","","","","","0"
"","38214092","38214","","","22","","","","","0"
"","38614001","38614","","","25","bgm_M321_2C","","","","bgm_M321"
"0","38614002","38614","250","wac_birthday_idle_normal","1","105111","2","-1000","-70","1"
"1","38614003","38614","256","wac_birthday_idle_smile","1","105611","2","170","-260","1"
"1","38614004","38614","259","wac_birthday_idle_doya","1","100911","2","270","-310","1"
"1","38614005","38614","257","wac_birthday_idle_wish","1","101311","2","400","-270","1"
"1","38614006","38614","258","wac_birthday_idle_normal","1","102711","2","510","-310","1"
"","38614007","38614","","","13","300","","","","105111"
"","38614008","38614","","","13","300","","","","105611"
"","38614009","38614","","","13","300","","","","100911"
"","38614010","38614","","","13","300","","","","101311"
"","38614011","38614","","","13","300","","","","102711"
"","38614012","38614","0","","31","600","1","0","1","600"
"","38614013","38614","0","","31","602","0","0","1","602"
"","38614014","38614","0","","31","603","0","0","1","603"
"","38614015","38614","30","","31","604","1","60","1","604"
"","38614016","38614","0","","31","610","1","0","1","610"
"","38614017","38614","0","","31","700","0","0","1","700"
"","38614018","38614","0","","31","701","0","0","1","701"
"","38614019","38614","0","","31","702","0","0","1","702"
"","38614020","38614","0","","31","800","0","0","1","800"
"","38614021","38614","30","","31","967","1","60","1","967"
"","38614022","38614","","","93","","","","","1"
"0.2","38614023","38614","0","","3","wac_birthday_reaction_05","0.2","wac_birthday_reaction_03","1","100911"
"0.2","38614024","38614","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_03","1","105611"
"","38614025","38614","","","93","","","","","0.1"
"0.2","38614026","38614","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_04","1","101311"
"0.2","38614027","38614","0","","3","wac_birthday_reaction_02","0.2","wac_birthday_reaction_03","1","102711"
"","38614028","38614","","","93","","","","","0.3"
"","38614029","38614","1","","3","wac_birthday_mitsuki_run_01","0.2","","","105111"
"","38614030","38614","-70","","2","0","","3","","105111"
"","38614031","38614","","","93","","","","","2.5"
"","38614032","38614","","","32","1","","","","602"
"","38614033","38614","","","93","","","","","0.6"
"","38614034","38614","","","32","0","","","","600"
"","38614035","38614","","","32","0","","","","610"
"","38614036","38614","","","32","0","","","","604"
"","38614037","38614","","","32","1","","","","701"
"","38614038","38614","0","","33","0","","0.01","","967"
"0.2","38614039","38614","0","","3","wac_birthday_blowout_01","0.2","wac_birthday_talk_wish","1","105111"
"","38614040","38614","-330","","2","-200","","0.01","","105111"
"","38614041","38614","1","","3","wac_birthday_idle_smile","0.2","","","105611"
"","38614042","38614","-320","","2","150","","0.01","","105611"
"","38614043","38614","1","","3","wac_birthday_idle_doya","0.2","","","100911"
"","38614044","38614","-360","","2","260","","0.01","","100911"
"","38614045","38614","1","","3","wac_birthday_idle_wish","0.2","","","101311"
"","38614046","38614","-320","","2","390","","0.01","","101311"
"","38614047","38614","1","","3","wac_birthday_idle_normal","0.2","","","102711"
"","38614048","38614","-360","","2","500","","0.01","","102711"
"","38614049","38614","","","93","","","","","0"
"","38614050","38614","","","32","1","","","","800"
"","38614051","38614","","","93","","","","","0.7"
"","38614052","38614","","","32","1","","","","702"
"","38614053","38614","","","93","","","","","0.5"
"","38614054","38614","0","","23","se_sys_login_birthday_blow_candle","","","","se_common"
"","38614055","38614","","","32","0","","","","701"
"","38614056","38614","","","93","","","","","0.4"
"","38614057","38614","0","","23","se_sys_login_birthday_cracker","","","","se_common"
"","38614058","38614","","","32","1","","","","700"
"","38614059","38614","0","","23","se_sys_login_birthday_calendar_applause","","","","se_common"
"0.2","38614060","38614","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_smile","1","105611"
"0.2","38614061","38614","0","","3","wac_birthday_clap_to_wish","0.2","wac_birthday_idle_wish","1","101311"
"","38614062","38614","","","93","","","","","0.1"
"0.2","38614063","38614","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_doya","1","100911"
"","38614064","38614","","","93","","","","","0.1"
"0.2","38614065","38614","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","102711"
"","38614066","38614","","","93","","","","","2"
"","38614067","38614","","","131","","","","","1"
"","38614068","38614","0","","21","vo_wac_38614_000","","0","","vo_wac_38614"
"0","38614069","38614","10","0.5","11","今日は、私の誕生日を\nお祝いしてくれてありがとう。\nケーキを食べる前に、\n一つだけ質問してもいいかしら？","0","1","1","105111"
"","38614070","38614","","","91","","","","","0"
"","38614071","38614","1","","3","wac_birthday_idle_wish","0.2","","","105111"
"","38614072","38614","1","","3","wac_birthday_talk_normal","0.2","","","105611"
"","38614073","38614","0","","21","vo_wac_38614_001","","0","","vo_wac_38614"
"0","38614074","38614","10","0.5","11","ああ、かまわないけど……\n急にあらたまって、どうしたんだい？\nずいぶん真剣な様子じゃないか。","0","1","1","105611"
"","38614075","38614","","","91","","","","","0"
"","38614076","38614","1","","3","wac_birthday_idle_normal","0.2","","","105611"
"","38614077","38614","1","","3","wac_birthday_talk_sad","0.2","","","105111"
"","38614078","38614","0","","21","vo_wac_38614_002","","0","","vo_wac_38614"
"0","38614079","38614","10","0.5","11","いえ、あのね？\nテーブルの下に、未使用のロウソクが\n大量に袋詰めしてあるんだけど。\nこれは、なに？","0","1","1","105111"
"","38614080","38614","","","91","","","","","0"
"","38614081","38614","1","","3","wac_birthday_idle_sad","0.2","","","105111"
"","38614082","38614","1","","3","wac_birthday_talk_smile","0.2","","","100911"
"","38614083","38614","0","","21","vo_wac_38614_003","","0","","vo_wac_38614"
"0","38614084","38614","10","0.5","11","ああ、ミツキの年の数だけ\nロウソクを買ったつもりが、\nいざ実際の年齢を確認してみたら\n思ったより余ってしまって……","0","1","1","100911"
"","38614085","38614","","","91","","","","","0"
"","38614086","38614","1","","3","wac_birthday_idle_normal","0.2","","","100911"
"","38614087","38614","1","","3","wac_birthday_talk_sad","0.2","","","101311"
"","38614088","38614","0","","21","vo_wac_38614_004","","0","","vo_wac_38614"
"0","38614089","38614","10","0.5","11","ちょっ、アンナたそ、ストップ～！？\nその説明は正しいけどまずいですぞ！\n女なのに乙女心分かってなさすぎ！","0","1","1","101311"
"","38614090","38614","","","91","","","","","0"
"","38614091","38614","1","","3","wac_birthday_idle_sad","0.2","","","101311"
"","38614092","38614","1","","3","wac_birthday_anna_idle_shock","0.2","","","100911"
"","38614093","38614","1","","3","wac_birthday_mitsuki_angry","0.2","","","105111"
"","38614094","38614","0","","21","vo_wac_38614_005","","0","","vo_wac_38614"
"0","38614095","38614","10","0.5","11","……へー、そう。\nずいぶん余ったわね～\nいったいあなたたちには、\n私が何歳に見えているのかしら……？","0","1","1","105111"
"","38614096","38614","","","91","","","","","0"
"","38614097","38614","1","","3","wac_birthday_idle_normal","0.2","","","105111"
"","38614098","38614","1","","3","wac_birthday_talk_smile","0.2","","","102711"
"","38614099","38614","0","","21","vo_wac_38614_006","","0","","vo_wac_38614"
"0","38614100","38614","10","0.5","11","クスクス……安心してください。\n少なくともロウソクの数よりは、\nずっと若々しく見えていますわ……♪","0","1","1","102711"
"","38614101","38614","","","91","","","","","0"
"","38614102","38614","","","22","","","","","0"
"","38914001","38914","","","25","bgm_M321_2C","","","","bgm_M321"
"0","38914002","38914","250","wac_birthday_idle_normal","1","105711","2","-1000","-70","1"
"1","38914003","38914","256","wac_birthday_idle_wish","1","118511","2","310","-290","1"
"","38914004","38914","","","13","300","","","","105711"
"","38914005","38914","","","13","300","","","","118511"
"","38914006","38914","0","","31","600","1","0","1","600"
"","38914007","38914","0","","31","602","0","0","1","602"
"","38914008","38914","0","","31","603","0","0","1","603"
"","38914009","38914","30","","31","604","1","60","1","604"
"","38914010","38914","0","","31","610","1","0","1","610"
"","38914011","38914","0","","31","700","0","0","1","700"
"","38914012","38914","0","","31","701","0","0","1","701"
"","38914013","38914","0","","31","702","0","0","1","702"
"","38914014","38914","0","","31","800","0","0","1","800"
"","38914015","38914","30","","31","968","1","60","1","968"
"","38914016","38914","","","93","","","","","1"
"0.2","38914017","38914","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_03","1","118511"
"","38914018","38914","","","93","","","","","0.4"
"","38914019","38914","1","","3","wac_birthday_run_01","0.2","","","105711"
"","38914020","38914","-70","","2","0","","3","","105711"
"","38914021","38914","","","93","","","","","2.5"
"","38914022","38914","","","32","1","","","","602"
"","38914023","38914","","","93","","","","","0.6"
"","38914024","38914","","","32","0","","","","600"
"","38914025","38914","","","32","0","","","","610"
"","38914026","38914","","","32","0","","","","604"
"","38914027","38914","","","32","1","","","","701"
"","38914028","38914","0","","33","0","","0.01","","968"
"0.2","38914029","38914","0","","3","wac_birthday_blowout_01","0.2","wac_birthday_wish_02","1","105711"
"","38914030","38914","-330","","2","-200","","0.01","","105711"
"","38914031","38914","1","","3","wac_birthday_idle_wish","0.2","","","118511"
