709ab31ad96c44ad4f33078e15c69892bb7c6ae2008adce2382f9f78d852bfb4,75b897c98b721894b0e6174a7c214762d8d5d0c14bcc19a1acc1865e17371796,c166b3b04841c4d9cc0f48364394cd0eb7f041d5da7de7f42d06fb3c8afed6ba,e9b071f23b99e6873b11117daf2bd3c28a5ca8ed1d84e91330fb5e33b639d823,3c667f2269d2972929ad54cef66b198901150a6dee68582e36ec2034f8c23c11,3781aefbf8f7844f157007cf1ff4e2b4c300cdd86aaa1d0980b64cea756ae2d8,c1f3d4ed2c183b4ca29fd2001296e063985a94c67e080bd2b7e87be7267daafd,c5a1f912046761f01c47961b2c008391a570d5859dab7faa8a9a4731fcfa2a25,06547bc27f146f77268bd34885031bebfe56949b50291d59af905a478f99acb5,1dceb52d2b23be1e3f63b3efa624dd529127c635053379f3848610ec9d45898e,0502e6a6175c6ba9d4596daf37d913f4ad6c1513a45f50f794bd2fbe9fda9224
"-213","2","111","1","5","30011","wac_default_03","0","-108","201","30011002"
"1","1","43","43","31","30011","","","0","0","30011003"
"1","0","57","57","31","30011","","","0","0","30011004"
"1","0","11","11","31","30011","","","0","0","30011005"
"1","1","502","502","31","30011","","","0","0","30011006"
"0","0.2","wac_paint_01","102811","3","30011","","","","0","30011007"
"0","0.2","wac_paint_03","111","3","30011","","","","0","30011008"
"","","0","0","93","30011","","","","","30011009"
"","","1","11","32","30011","","","","","30011010"
"","","se_10035700_brush","se_10035700","23","30011","","","","0","30011011"
"","","300","102811","13","30011","","","","","30011012"
"","","","1","131","30011","","","","","30011013"
"1","0.2","wac_talk_doya_in","102811","3","30012","","","wac_talk_doya_loop","0","30012001"
"","0.2","wac_no_items","111","3","30012","","","","1","30012002"
"","","200","102811","2","30012","","","0","-340","30012003"
"","","200","111","2","30012","","","0","-340","30012004"
"","","0","43","32","30012","","","","","30012005"
"","","1","57","32","30012","","","","","30012006"
"","","0","11","32","30012","","","","","30012007"
"","","vo_wac_221211_000","vo_wac_221211","21","30012","","","0","0","30012008"
"1","0","さて、こんなものかしらね？\n普段子どもたちのお絵描きを\n見ているせいかもしれないけど、\nなんだか童心に帰った気分だわ。","102811","11","30012","0.5","0","1","10","30012009"
"","","","0","91","30012","","","","","30012010"
"1","0.2","wac_talk_wish_in_joy","102811","3","30012","","","wac_talk_wish_loop_joy","0","30012011"
"","","vo_wac_221211_001","vo_wac_221211","21","30012","","","0","0","30012012"
"1","0","そうだ、今度子どもたちを\nこの壁まで連れてこようかしら？\n大きくて迫力もあるし、\nきっと気に入ってくれるわよね♪","102811","11","30012","0.5","0","1","10","30012013"
"","","","0","91","30012","","","","","30012014"
"","","0","0","22","30012","","","","","30012015"
"","0.2","wac_idle_wish_joy","102811","3","30013","","","","1","30013001"
"","0.2","wac_no_items","111","3","30013","","","","1","30013002"
"","","200","102811","2","30013","","","0","-340","30013003"
"","","200","111","2","30013","","","0","-340","30013004"
"","","0","43","32","30013","","","","","30013005"
"","","1","57","32","30013","","","","","30013006"
"","","0","11","32","30013","","","","","30013007"
"","","","0","91","30013","","","","","30013008"
"-185","2","102111","1","1","30111","wac_default_31","0","-167","204","30111001"
"-185","2","102511","1","1","30111","wac_default_51","0","230","202","30111002"
"-350","2","102311","1","1","30111","wac_default_bot_61","0","-330","256","30111003"
"-350","2","102811","1","1","30111","wac_default_bot_91","0","340","254","30111004"
"-185","2","111","1","5","30111","wac_default_32","0","-167","203","30111005"
"-185","2","113","1","5","30111","wac_default_58","0","230","201","30111006"
"-350","2","114","1","5","30111","wac_default_68","0","-330","255","30111007"
"-350","2","115","1","5","30111","wac_default_97","0","340","253","30111008"
"","","300","102311","13","30111","","","","","30111009"
"","","300","102811","13","30111","","","","","30111010"
"","","300","102511","13","30111","","","","","30111011"
"","","300","102111","13","30111","","","","","30111012"
"1","1","60","60","31","30111","","","0","0","30111013"
"1","0","63","63","31","30111","","","0","0","30111014"
"1","0","15","15","31","30111","","","0","0","30111015"
"1","1","502","502","31","30111","","","0","0","30111016"
"0","0.2","wac_paint_31","102111","3","30111","","","","0","30111017"
"0","0.2","wac_paint_32","111","3","30111","","","","0","30111018"
"0","0.2","wac_paint_51","102511","3","30111","","","","0","30111019"
"0","0.2","wac_paint_58","113","3","30111","","","","0","30111020"
"0","0.2","wac_paint_bot_61","102311","3","30111","","","","0","30111021"
"0","0.2","wac_paint_68","114","3","30111","","","","0","30111022"
"0","0.2","wac_paint_bot_91","102811","3","30111","","","","0","30111023"
"0","0.2","wac_paint_97","115","3","30111","","","","0","30111024"
"","","0","0","93","30111","","","","","30111025"
"","","1","15","32","30111","","","","","30111026"
"","","se_sys_login_birthday_calendar_smallbrush","se_common","23","30111","","","","0","30111027"
"","","","1","131","30111","","","","","30111028"
"","0","wac_idle_doya_L","102311","3","30112","","","","1","30112001"
"","0","wac_idle_arm_crossed_L","102811","3","30112","","","","1","30112002"
"","0","wac_idle_smile","102511","3","30112","","","","1","30112003"
"","0","wac_idle_normal","102111","3","30112","","","","1","30112004"
"","0","wac_no_items","111","3","30112","","","","1","30112005"
"","0","wac_no_items","113","3","30112","","","","1","30112006"
"","0","wac_no_items","114","3","30112","","","","1","30112007"
"","0","wac_no_items","115","3","30112","","","","1","30112008"
"","","-335","102311","2","30112","","","0","-360","30112009"
"","","-190","102811","2","30112","","","0","-335","30112010"
"","","190","102511","2","30112","","","0","-335","30112011"
"","","350","102111","2","30112","","","0","-360","30112012"
"","","-335","111","2","30112","","","0","-360","30112013"
"","","-190","113","2","30112","","","0","-335","30112014"
"","","190","114","2","30112","","","0","-335","30112015"
"","","350","115","2","30112","","","0","-360","30112016"
"","","0","60","32","30112","","","","","30112017"
"","","1","63","32","30112","","","","","30112018"
"","","0","15","32","30112","","","","","30112019"
"1","0.2","wac_talk_smile_in","102511","3","30112","","","wac_talk_smile_loop","0","30112020"
"","","vo_wac_221212_000","vo_wac_221212","21","30112","","","0","0","30112021"
"1","0","今回もできました～♪\nやっぱり、こうして大勢で\n絵を描くのは楽しいですね～♪\nさて、この後は食材の買い出しに……","102511","11","30112","0.5","0","1","10","30112022"
"","","","0","91","30112","","","","","30112023"
"1","0.2","wac_idle_smile","102511","3","30112","","","","1","30112024"
"1","0.2","wac_talk_sad_in_surprise_L","102811","3","30112","","","wac_talk_sad_loop_surprise_L","0","30112025"
"","","vo_wac_221212_001","vo_wac_221212","21","30112","","","0","0","30112026"
"1","0","スズメったら、楽しそうね。\n……ただ、スカートの後ろが\nペンキでベトベトになってるのは\n気づいてないみたいだけど。","102811","11","30112","0.5","0","1","10","30112027"
"","","","0","91","30112","","","","","30112028"
"1","0.2","wac_idle_sad_surprise_L","102811","3","30112","","","","1","30112029"
"1","0.2","wac_talk_doya_in_surprise_L","102311","3","30112","","","wac_talk_doya_loop_surprise_L","0","30112030"
"","","vo_wac_221212_002","vo_wac_221212","21","30112","","","0","0","30112031"
"1","0","一体どうやったら、\nそんなところにペンキがつくんだろ？\n顔とか手ならわかるんだけどな～","102311","11","30112","0.5","0","1","10","30112032"
"","","","0","91","30112","","","","","30112033"
"1","0.2","wac_idle_doya_surprise_L","102311","3","30112","","","","1","30112034"
"1","0.2","wac_talk_surprise_in_shy","102111","3","30112","","","wac_talk_surprise_loop_shy","0","30112035"
"","","vo_wac_221212_003","vo_wac_221212","21","30112","","","0","0","30112036"
"1","0","は、早く教えてあげないと……！\nこのままじゃ、スズメお姉ちゃん、\nお尻が真っ赤なままお買い物に\n出かけちゃう……！","102111","11","30112","0.5","0","1","10","30112037"
"","","","0","91","30112","","","","","30112038"
"","","0","0","22","30112","","","","","30112039"
"","","","","111","30112","","","","","30112040"
"","0.2","wac_idle_doya_surprise_L","102311","3","30113","","","","1","30113001"
"","0.2","wac_idle_sad_surprise_L","102811","3","30113","","","","1","30113002"
"","0.2","wac_idle_smile","102511","3","30113","","","","1","30113003"
"","0.2","wac_idle_surprise_shy","102111","3","30113","","","","1","30113004"
"","0.2","wac_no_items","111","3","30113","","","","1","30113005"
"","0.2","wac_no_items","113","3","30113","","","","1","30113006"
"","0.2","wac_no_items","114","3","30113","","","","1","30113007"
"","0.2","wac_no_items","115","3","30113","","","","1","30113008"
"","","-335","102311","2","30113","","","0","-360","30113009"
"","","-190","102811","2","30113","","","0","-335","30113010"
"","","190","102511","2","30113","","","0","-335","30113011"
"","","350","102111","2","30113","","","0","-360","30113012"
"","","-335","111","2","30113","","","0","-360","30113013"
"","","-190","113","2","30113","","","0","-335","30113014"
"","","190","114","2","30113","","","0","-335","30113015"
"","","350","115","2","30113","","","0","-360","30113016"
"","","0","60","32","30113","","","","","30113017"
"","","1","63","32","30113","","","","","30113018"
"","","0","15","32","30113","","","","","30113019"
"","","","0","91","30113","","","","","30113020"
"-213","2","105811","1","1","30211","wac_default_11","0","-108","202","30211001"
"-213","2","111","1","5","30211","wac_default_13","0","-108","201","30211002"
"1","1","43","43","31","30211","","","0","0","30211003"
"1","0","57","57","31","30211","","","0","0","30211004"
"1","0","11","11","31","30211","","","0","0","30211005"
"1","1","502","502","31","30211","","","0","0","30211006"
"0","0.2","wac_paint_11","105811","3","30211","","","","0","30211007"
"0","0.2","wac_paint_13","111","3","30211","","","","0","30211008"
"","","0","0.3","93","30211","","","","","30211009"
"","","1","11","32","30211","","","","","30211010"
"","","se_10035700_roller","se_10035700","23","30211","","","","0","30211011"
"","","300","105811","13","30211","","","","","30211012"
"","","","1","131","30211","","","","","30211013"
"1","0.2","wac_talk_smile_in","105811","3","30212","","","wac_talk_smile_loop","0","30212001"
"","0.2","wac_no_items","111","3","30212","","","","1","30212002"
"","","200","105811","2","30212","","","0","-340","30212003"
"","","200","111","2","30212","","","0","-340","30212004"
"","","0","43","32","30212","","","","","30212005"
"","","1","57","32","30212","","","","","30212006"
"","","0","11","32","30212","","","","","30212007"
"","","vo_wac_221213_000","vo_wac_221213","21","30212","","","0","0","30212008"
"1","0","はい、本日の作業はおしまいです♪\nいっぱい体を動かして、\nすっかりお腹ペコペコですよ～……","105811","11","30212","0.5","0","1","10","30212009"
"","","","0","91","30212","","","","","30212010"
"","","vo_wac_221213_001","vo_wac_221213","21","30212","","","0","0","30212011"
"1","0","よかったら、帰りにどこか\n定食屋さんに寄っていきませんか？\nおいしいお店を見つけたので、\nあなたに紹介したかったんです♪","105811","11","30212","0.5","0","1","10","30212012"
"","","","0","91","30212","","","","","30212013"
"","","0","0","22","30212","","","","","30212014"
"","0.2","wac_idle_smile","105811","3","30213","","","","1","30213001"
"","0.2","wac_no_items","111","3","30213","","","","1","30213002"
"","","200","105811","2","30213","","","0","-340","30213003"
"","","200","111","2","30213","","","0","-340","30213004"
"","","0","43","32","30213","","","","","30213005"
"","","1","57","32","30213","","","","","30213006"
"","","0","11","32","30213","","","","","30213007"
"","","","0","91","30213","","","","","30213008"
"-325","2","106011","1","1","30311","wac_default_bot_31","0","-167","204","30311001"
"-325","2","106411","1","1","30311","wac_default_51","0","230","202","30311002"
"-350","2","105811","1","1","30311","wac_default_bot_61","0","-330","256","30311003"
"-350","2","105911","1","1","30311","wac_default_bot_91","0","340","254","30311004"
"-325","2","111","1","5","30311","wac_default_bot_38","0","-167","203","30311005"
"-325","2","113","1","5","30311","wac_default_bot_52","0","230","201","30311006"
"-350","2","114","1","5","30311","wac_default_66","0","-330","255","30311007"
"-350","2","115","1","5","30311","wac_default_97","0","340","253","30311008"
"","","300","105811","13","30311","","","","","30311009"
"","","300","105911","13","30311","","","","","30311010"
"","","300","106411","13","30311","","","","","30311011"
"","","300","106011","13","30311","","","","","30311012"
"1","1","59","59","31","30311","","","0","0","30311013"
"1","0","63","63","31","30311","","","0","0","30311014"
"1","0","17","17","31","30311","","","0","0","30311015"
"1","1","502","502","31","30311","","","0","0","30311016"
"0","0.2","wac_paint_bot_31","106011","3","30311","","","","0","30311017"
"0","0.2","wac_paint_bot_38","111","3","30311","","","","0","30311018"
"0","0.2","wac_paint_bot_51","106411","3","30311","","","","0","30311019"
"0","0.2","wac_paint_bot_52","113","3","30311","","","","0","30311020"
"0","0.2","wac_paint_bot_61","105811","3","30311","","","","0","30311021"
"0","0.2","wac_paint_66","114","3","30311","","","","0","30311022"
"0","0.2","wac_paint_bot_91","105911","3","30311","","","","0","30311023"
"0","0.2","wac_paint_97","115","3","30311","","","","0","30311024"
"","","0","0","93","30311","","","","","30311025"
"","","1","17","32","30311","","","","","30311026"
"","","se_sys_login_birthday_calendar_smallbrush","se_common","23","30311","","","","0","30311027"
"","","","1","131","30311","","","","","30311028"
"","0","wac_idle_smile_L","105811","3","30312","","","","1","30312001"
"","0","wac_idle_wish_L","105911","3","30312","","","","1","30312002"
"","0","wac_idle_sad_surprise","106411","3","30312","","","","1","30312003"
"","0","wac_idle_doya","106011","3","30312","","","","1","30312004"
