8c6d89d369cf5cc2ea68802d36652bfe1ac470a7a0695bb35e41ea3cdbb4f341,c963a1c385c10f3c9464b451f617b2769ac6c3e4f213208bf1574c1571bbddc0,22dda74551b722271d52f739e0b9ded8d6563dc4be269232bb371ad3ac2ebdc5,81e94225cff977229d1ec52ee67bcafbdc9170b5dbe0ac5e0b534a73cbd52e27,25b5d0c58051a58feb5facfe882d7d2d1ca8c0295074731e34970389595cc3e4,d62e10d1d3f0d3737c7be20bfc05b31206e1771a8f32443a985fe4e4418895ca,d0cf4a4b66d93e441c8708f2752119b3dc88123ab304805326b9cf320f32709c,74b7cb235d9ddca305bb1dfe404d7ea9fcad8d2239f8dcba2e488182cd6cae5b,34337f8905c95e695822cbb10efb3766822af1e117df77c2f61b9bce4425965b,9610f37803bfe9982842b90599233ba41bc87d23758f49d0aba38d420fc494ab,a7a8a2939ced53be797e4ef1418d32ec3e6d76120625df55c7d127f87bcd4ade
"0","0","0.5","0","1007415","5","もう、ビックリさせないでよね。\n何だかんだでやっぱり先生は優しいね♪","1","117631","11","1007415099"
"","","","","1007415","","","","0","91","1007415100"
"0.2","","","","1007415","1","mhp_sit_idle_joy2","","117631","3","1007415101"
"0.2","","","","1007415","1","mhp_talk_thinking","","117531","3","1007415102"
"","","","","1007415","0","vo_mhp_3214","0","vo_mhp_1007415","21","1007415103"
"0","0","0.5","0","1007415","6","まあ、よく効く睡眠薬だから\n一週間くらい寝てるかもしれないわね。","1","117531","11","1007415104"
"","","","","1007415","","","","0","91","1007415105"
"0.2","","","","1007415","1","mhp_idle_thinking","","117531","3","1007415106"
"0.2","","","","1007415","1","mhp_sit_idle_surprise2","","117631","3","1007415107"
"","","","","1007415","0","vo_mhp_3215","0","vo_mhp_1007415","21","1007415108"
"0","0","0.5","0","1007415","8","え？","1","117631","11","1007415109"
"","","","","1007415","","","","0","91","1007415110"
"1","1","","","1007415","","1","","111","32","1007415111"
"1","1","","","1007415","","1","","120","32","1007415112"
"","","","","1007415","","se_10031400_rose","","se_10031400","23","1007415113"
"0.2","0","","","1007415","0","mhp_mitsuki_kime","","117531","3","1007415114"
"","","","","1007415","","","","1","93","1007415115"
"1","1","","","1007415","","1","","130","32","1007415116"
"","","","","1007415","","","","4","93","1007415117"
"1","1","","","1007415","","0","","130","32","1007415118"
"","","","","1007415","","","","0","91","1007415119"
"1.7","-240","mhp_idle_normal","0","1007416","100","103111","-1100","1","1","1007416001"
"1.7","-200","mhp_sit_idle","1","1007416","100","117631","365","1","1","1007416002"
"1.7","-220","mhp_sit_idle","1","1007416","100","117531","185","1","1","1007416003"
"1","0.85","","","1007416","-240","1","-154","1","31","1007416004"
"1.7","-220","NoItem","0","1007416","110","11","-200","1","5","1007416005"
"1.7","-220","NoItem","0","1007416","105","12","-200","1","5","1007416006"
"1.7","-220","NoItem","1","1007416","110","21","185","1","5","1007416007"
"1.7","-220","NoItem","1","1007416","105","22","185","1","5","1007416008"
"0","0","","0","1007416","1","1","1","11","6","1007416009"
"0","0","","0","1007416","1","1","1","12","6","1007416010"
"0","0","","0","1007416","1","1","1","21","6","1007416011"
"0","0","","0","1007416","1","1","1","22","6","1007416012"
"1.7","-240","mhp_skull_idle","0","1007416","110","31","-1000","1","5","1007416013"
"","","","","1007416","","","","0","91","1007416014"
"0.2","","","","1007416","1","mhp_sit_talk_normal","","117531","3","1007416015"
"","","","","1007416","0","vo_mhp_6001","0","vo_mhp_1007416","21","1007416016"
"0","0","0.5","0","1007416","8","次の方どうぞー","1","117531","11","1007416017"
"","","","","1007416","","","","0","91","1007416018"
"0.2","","","","1007416","1","mhp_sit_idle","","117531","3","1007416019"
"0.2","","","","1007416","1","mhp_walk","","103111","3","1007416020"
"","0","","","1007416","-220","-300","4","103111","2","1007416021"
"","0","","","1007416","-220","-200","4","31","2","1007416022"
"","","","","1007416","","","","0","91","1007416023"
"0.2","0","","","1007416","0","mhp_idle_sad","","103111","3","1007416024"
"","","","","1007416","","","","0","91","1007416025"
"0.2","0","","","1007416","1","mhp_idle_sad","","103111","3","1007416026"
"","","","","1007416","","","","0","91","1007416027"
"0.2","","","","1007416","1","mhp_skull_talk","","31","3","1007416028"
"","","","","1007416","0","vo_mhp_6002","0","vo_mhp_1007416","21","1007416029"
"0","0","0.5","0","1007416","6","どうだシノブ、この部屋からすさまじい\n霊の気配を感じるだろう？","1","31","11","1007416030"
"","","","","1007416","","","","0","91","1007416031"
"0.2","","","","1007416","1","mhp_skull_idle","","31","3","1007416032"
"0.2","0","","","1007416","1","mhp_talk_sad","","103111","3","1007416033"
"","","","","1007416","0","vo_mhp_6003","0","vo_mhp_1007416","21","1007416034"
"0","0","0.5","0","1007416","6","お父さん本当なの？\n私には何も感じられないけど……","1","103111","11","1007416035"
"","","","","1007416","","","","0","91","1007416036"
"0.2","","","","1007416","1","mhp_idle_sad","","103111","3","1007416037"
"0.2","","","","1007416","1","mhp_skull_talk","","31","3","1007416038"
"","","","","1007416","0","vo_mhp_6004","0","vo_mhp_1007416","21","1007416039"
"0","0","1","0","1007416","6","見ろ！\nやはりオレ好みの超絶美人だ！\nくーっ、程よく熟れた感じがたまらん！","1","31","11","1007416040"
"","","","","1007416","","1","","3","93","1007416041"
"0.2","1","","0","1007416","0","mhp_skull_excite_in","mhp_skull_excite_loop","31","3","1007416042"
"","","","","1007416","","","","1007416040","91","1007416043"
"0.2","0","","","1007416","1","mhp_sit_talk_worry","","117631","3","1007416044"
"","","","","1007416","0","vo_mhp_6005","0","vo_mhp_1007416","21","1007416045"
"0","0","0.5","0","1007416","6","うわ、何？　ドクロが喋ってるの？\n気持ち悪いな……","1","117631","11","1007416046"
"","","","","1007416","","","","0","91","1007416047"
"0.2","0","","","1007416","1","mhp_sit_idle_sad","","117631","3","1007416048"
"0.2","0","","","1007416","1","mhp_talk_worry","","103111","3","1007416049"
"","","","","1007416","0","vo_mhp_6006","0","vo_mhp_1007416","21","1007416050"
"0","0","0.5","0","1007416","6","いきなりすみません\nすぐ帰りますので……","1","103111","11","1007416051"
"","","","","1007416","","","","0","91","1007416052"
"0.2","","","","1007416","1","mhp_skull_talk","","31","3","1007416053"
"0.2","","","","1007416","1","mhp_idle_worry","","103111","3","1007416054"
"","","","","1007416","0","vo_mhp_6007","0","vo_mhp_1007416","21","1007416055"
"0","0","0.5","0","1007416","6","ま、待てシノブ！　まだあの女医さんと\n話してないんだぞ！","1","31","11","1007416056"
"","","","","1007416","","","","0","91","1007416057"
"","","","","1007416","","0","","0","22","1007416058"
"","","","","1007416","0","1007416062","","燃えないゴミの日っていつだったかしら。","103","1007416059"
"","","","","1007416","0","1007416075","","しゃべるドクロ、切りがいがあるわね。","103","1007416060"
"","","","","1007416","0","1007416088","","無言で眼帯をとる。","103","1007416061"
"0.2","","","","1007416","1","mhp_sit_idle_bitter2","","117531","3","1007416062"
"","","","","1007416","","","","0.5","93","1007416063"
"0.2","1","","0","1007416","0","mhp_skull_trouble_in","mhp_skull_trouble_loop","31","3","1007416064"
"","","","","1007416","0","vo_mhp_6008","0","vo_mhp_1007416","21","1007416065"
"0","0","0.5","0","1007416","6","ひっ！　な、なんて冷たい目なんだ……\nで、でもサイコーにゾクゾクするぅ！","1","31","11","1007416066"
"","","","","1007416","","1","","6","93","1007416067"
"0.2","1","","0","1007416","0","mhp_skull_excite_in","mhp_skull_excite_loop","31","3","1007416068"
"","","","","1007416","","","","1007416066","91","1007416069"
"0.2","","","","1007416","1","mhp_talk_sad2","","103111","3","1007416070"
"","","","","1007416","0","vo_mhp_6009","0","vo_mhp_1007416","21","1007416071"
"0","0","0.5","0","1007416","7","お父さん、少し黙って。","1","103111","11","1007416072"
"","","","","1007416","","","","0","91","1007416073"
"","","","","1007416","","","","1007416097","101","1007416074"
"0.2","","","","1007416","1","mhp_sit_idle_bitter2","","117531","3","1007416075"
"","","","","1007416","","","","0.5","93","1007416076"
"0.2","1","","0","1007416","0","mhp_skull_trouble_in","mhp_skull_trouble_loop","31","3","1007416077"
"","","","","1007416","0","vo_mhp_6010","0","vo_mhp_1007416","21","1007416078"
"0","0","0.5","0","1007416","5","うひぃ！　解剖は勘弁……でも\nあの美しい手で触れられるのかと思うと\nなんだか興奮するな……！","1","31","11","1007416079"
"","","","","1007416","","1","","9","93","1007416080"
"0.2","1","","0","1007416","0","mhp_skull_excite_in","mhp_skull_excite_loop","31","3","1007416081"
"","","","","1007416","","","","1007416079","91","1007416082"
"0.2","0","","","1007416","1","mhp_talk_sad2","","103111","3","1007416083"
"","","","","1007416","0","vo_mhp_6011","0","vo_mhp_1007416","21","1007416084"
"0","0","0.5","0","1007416","7","お父さん、気持ち悪いよ。","1","103111","11","1007416085"
"","","","","1007416","","","","0","91","1007416086"
"","","","","1007416","","","","1007416097","101","1007416087"
"0.2","1","","0","1007416","0","mhp_mitsuki_sit_kaihou_in","mhp_mitsuki_sit_kaihou_loop","117531","3","1007416088"
"","","","","1007416","","","","1","93","1007416089"
"0.2","1","","0","1007416","0","mhp_skull_trouble_in","mhp_skull_trouble_loop","31","3","1007416090"
"","","","","1007416","0","vo_mhp_6012","0","vo_mhp_1007416","21","1007416091"
"0","0","0.5","0","1007416","6","ま、待て待て！　アレはダメだ\nオレの第六感が全力で逃げろと\n告げている！\nシノブ、退散だ！　たいさーん！","1","31","11","1007416092"
"","","","","1007416","","","","0","91","1007416093"
"0.2","0","","","1007416","1","mhp_talk_sad2","","103111","3","1007416094"
"","","","","1007416","0","vo_mhp_6013","0","vo_mhp_1007416","21","1007416095"
"0","0","0.5","0","1007416","6","そう？　少しくらい痛い目を見た方が\nいいと思うけど？","1","103111","11","1007416096"
"","","","","1007416","","","","0","91","1007416097"
"","","","","1007416","","","","1","93","1007416098"
"0.2","0","","","1007416","1","mhp_talk_sad","","103111","3","1007416099"
"","","","","1007416","0","vo_mhp_6014","0","vo_mhp_1007416","21","1007416100"
"0","0","0.5","0","1007416","6","お騒がせしました……\nこのお詫びは後日改めて\nさせていただきます。","1","103111","11","1007416101"
"","","","","1007416","","","","0","91","1007416102"
"","","","","1007416","","0","","0","22","1007416103"
"0.2","1","","0.2","1007416","0","mhp_shinobu_bow","mhp_idle_normal","103111","3","1007416104"
"","","","","1007416","","","","4","93","1007416105"
"0.2","0","","","1007416","1","mhp_walk","","103111","3","1007416106"
"","","","","1007416","","1","","103111","4","1007416107"
"","","","","1007416","","1","","31","4","1007416108"
"","0","","","1007416","-220","-1100","5","103111","2","1007416109"
"","0","","","1007416","-220","-1000","2","31","2","1007416110"
"","","","","1007416","","","","4","93","1007416111"
"","","","","1007416","","","","0","91","1007416112"
"0.2","","","","1007416","1","mhp_sit_talk_worry","","117631","3","1007416113"
"","","","","1007416","0","vo_mhp_6015","0","vo_mhp_1007416","21","1007416114"
"","0","0.5","0","1007416","6","な、なんだったのアレ……","1","117631","11","1007416115"
"","","","","1007416","","","","0","91","1007416116"
"","","","","1007416","","0","","0","22","1007416117"
"","","","","1007416","","","","0","91","1007416118"
"1.7","-240","mhp_idle_normal","0","1007417","100","103111","-1000","1","1","1007417001"
"1.7","-200","mhp_sit_idle","1","1007417","100","117631","365","1","1","1007417002"
"1.7","-220","mhp_sit_idle","1","1007417","104","117531","185","1","1","1007417003"
"1","0.85","","","1007417","-240","1","-154","1","31","1007417004"
"0","1","","","1007417","173","120","-237","20","31","1007417005"
"0","1","","","1007417","0","130","160","30","31","1007417006"
"0","1","","","1007417","0","111","0","11","31","1007417007"
"1.7","-220","NoItem","0","1007417","110","11","-200","1","5","1007417008"
"1.7","-220","NoItem","0","1007417","105","12","-200","1","5","1007417009"
"1.7","-220","NoItem","1","1007417","110","21","185","1","5","1007417010"
"1.7","-220","NoItem","1","1007417","105","22","185","1","5","1007417011"
"0","0","","0","1007417","1","1","1","11","6","1007417012"
"0","0","","0","1007417","1","1","1","12","6","1007417013"
"0","0","","0","1007417","1","1","1","21","6","1007417014"
"0","0","","0","1007417","1","1","1","22","6","1007417015"
"","","","","1007417","","","","0","91","1007417016"
"0.2","","","","1007417","1","mhp_sit_talk_normal","","117531","3","1007417017"
"","","","","1007417","0","vo_mhp_6101","0","vo_mhp_1007417","21","1007417018"
"0","0","0.5","0","1007417","8","シノブさん、どうぞー","1","117531","11","1007417019"
"","","","","1007417","","","","0","91","1007417020"
"0.2","","","","1007417","1","mhp_sit_idle","","117531","3","1007417021"
"0.2","0","","","1007417","1","mhp_walk","","103111","3","1007417022"
"","0","","","1007417","-220","-200","4","103111","2","1007417023"
"","","","","1007417","","","","0","91","1007417024"
"0.2","0","","","1007417","0","mhp_sit_in","","103111","3","1007417025"
"","","","","1007417","","","","0","91","1007417026"
"0.2","0","","","1007417","1","mhp_sit_idle_sad","","103111","3","1007417027"
"","","","","1007417","","","","0","91","1007417028"
"0.2","0","","","1007417","1","mhp_sit_talk_sad","","103111","3","1007417029"
"","","","","1007417","0","vo_mhp_6102","0","vo_mhp_1007417","21","1007417030"
"0","0","1","0","1007417","5","失礼します\n先日は父が本当に申し訳\nありませんでした\nお詫びにうかがったのですが……","1","103111","11","1007417031"
"","","","","1007417","","","","0","91","1007417032"
"0.2","0","","","1007417","1","mhp_sit_idle_sad","","103111","3","1007417033"
"0.2","0","","","1007417","1","mhp_sit_talk_normal","","117531","3","1007417034"
"","","","","1007417","0","vo_mhp_6103","0","vo_mhp_1007417","21","1007417035"
"0","0","0.5","0","1007417","7","あら、わざわざありがとう。\n気にしなくていいのに。","1","117531","11","1007417036"
"","","","","1007417","","","","0","91","1007417037"
"0.2","0","","","1007417","1","mhp_sit_idle","","117531","3","1007417038"
"0.2","0","","","1007417","1","mhp_sit_talk_wish2","","103111","3","1007417039"
"","","","","1007417","0","vo_mhp_6104","0","vo_mhp_1007417","21","1007417040"
"0","0","0.5","0","1007417","7","そういうわけにはいきません。","1","103111","11","1007417041"
"","","","","1007417","","","","0","91","1007417042"
"0.2","0","","","1007417","1","mhp_sit_idle_sad","","103111","3","1007417043"
"0.2","0","","","1007417","1","mhp_sit_talk_normal","","117531","3","1007417044"
"","","","","1007417","0","vo_mhp_6105","0","vo_mhp_1007417","21","1007417045"
"0","0","0.5","0","1007417","6","律儀なのはいいけど\nあなた気苦労が多そうだから\nもう少し気楽にしてた方がいいわね。","1","117531","11","1007417046"
"","","","","1007417","","","","0","91","1007417047"
"0.2","0","","","1007417","1","mhp_sit_idle","","117531","3","1007417048"
"0.2","0","","","1007417","1","mhp_sit_talk_sad","","103111","3","1007417049"
"","","","","1007417","0","vo_mhp_6106","0","vo_mhp_1007417","21","1007417050"
"0","0","1","0","1007417","5","そう、ですか……別に父のせいという\nわけではないですが、\n育った環境が特殊だったので……","1","103111","11","1007417051"
"","","","","1007417","","","","0","91","1007417052"
"0.2","0","","","1007417","1","mhp_sit_talk_sad2","","103111","3","1007417053"
"","","","","1007417","0","vo_mhp_6107","0","vo_mhp_1007417","21","1007417054"
"0","0","0.5","0","1007417","6","ギルドメンバーと一緒にいる時でも\nみんなのように\n楽しそうに笑えない、といいますか。","1","103111","11","1007417055"
"","","","","1007417","","","","0","91","1007417056"
"0.2","0","","","1007417","1","mhp_sit_talk_worry","","103111","3","1007417057"
"","","","","1007417","0","vo_mhp_6108","0","vo_mhp_1007417","21","1007417058"
"0","0","0.5","0","1007417","6","笑顔がきちんとできないと\nやはりよくないでしょうか。","1","103111","11","1007417059"
"","","","","1007417","","","","0","91","1007417060"
"0.2","0","","","1007417","1","mhp_sit_idle_sad","","103111","3","1007417061"
"0.2","0","","","1007417","1","mhp_sit_talk_normal","","117531","3","1007417062"
"","","","","1007417","0","vo_mhp_6109","0","vo_mhp_1007417","21","1007417063"
